firm_id,year,patents,rd_spending,employees,firm_age,tech_sector,public_funding,international
313,2021,20,16.34,18.2,31.1,0,0,1
313,2022,7,16.51,17.7,32.1,0,0,1
314,2018,0,9.01,22.4,9.9,1,0,0
314,2019,16,9.44,24.2,10.9,1,0,0
314,2020,57,8.82,22.1,11.9,1,0,0
314,2021,58,9.62,22.4,12.9,1,0,0
314,2022,34,9.19,20.2,13.9,1,0,0
315,2018,13,3.44,14.1,8.2,0,0,0
315,2019,1,3.53,12.9,9.2,0,0,0
315,2020,0,3.86,14.7,10.2,0,0,0
315,2021,2,3.44,13.1,11.2,0,0,0
315,2022,1,3.39,14.7,12.2,0,0,0
316,2018,1,2.13,15.6,24.3,0,0,0
316,2019,2,1.84,18.3,25.3,0,0,0
316,2020,0,2.74,16.6,26.3,0,0,0
316,2021,0,2.03,13.1,27.3,0,0,0
316,2022,0,2.45,13.9,28.3,0,0,0
317,2018,6,0.86,21.6,38.4,0,0,1
317,2019,2,0.51,20.1,39.4,0,0,1
317,2020,3,0.8,17.0,40.4,0,0,1
317,2021,6,1.04,23.5,41.4,0,0,1
317,2022,0,0.74,22.6,42.4,0,0,1
318,2018,3,2.88,23.9,17.1,1,0,1
318,2019,4,2.83,22.2,18.1,1,0,1
318,2020,8,2.8,23.8,19.1,1,0,1
318,2021,2,2.38,22.1,20.1,1,0,1
318,2022,13,2.2,23.4,21.1,1,0,1
319,2018,1,3.6,18.6,30.3,0,1,1
319,2019,2,3.84,22.3,31.3,0,1,1
319,2020,0,3.95,17.7,32.3,0,1,1
319,2021,1,3.13,21.9,33.3,0,1,1
319,2022,5,3.78,20.1,34.3,0,1,1
320,2018,2,2.08,65.5,17.5,1,0,0
320,2019,0,1.95,66.5,18.5,1,0,0
320,2020,7,2.42,67.4,19.5,1,0,0
320,2021,0,2.16,68.3,20.5,1,0,0
320,2022,4,2.43,66.7,21.5,1,0,0
321,2018,3,3.97,8.7,22.5,1,0,0
321,2019,4,4.32,10.1,23.5,1,0,0
321,2020,4,4.53,12.8,24.5,1,0,0
321,2021,8,4.43,12.1,25.5,1,0,0
321,2022,1,3.71,11.4,26.5,1,0,0
322,2018,4,4.69,20.4,45.8,0,0,0
322,2019,7,4.66,20.3,46.8,0,0,0
322,2020,4,4.91,20.9,47.8,0,0,0
322,2021,0,4.97,18.5,48.8,0,0,0
322,2022,7,4.51,17.2,49.8,0,0,0
323,2018,0,3.76,6.8,43.5,0,0,0
323,2019,0,3.14,5.4,44.5,0,0,0
323,2020,0,4.18,5.1,45.5,0,0,0
323,2021,0,3.59,5.6,46.5,0,0,0
323,2022,0,3.76,10.4,47.5,0,0,0
324,2018,24,2.57,26.3,28.2,1,0,0
324,2019,0,3.01,26.6,29.2,1,0,0
324,2020,1,1.81,24.2,30.2,1,0,0
324,2021,3,2.66,23.3,31.2,1,0,0
324,2022,3,2.63,24.8,32.2,1,0,0
325,2018,1,4.99,11.4,15.7,0,0,0
325,2019,0,5.65,9.7,16.7,0,0,0
325,2020,3,4.86,10.1,17.7,0,0,0
325,2021,0,5.36,10.3,18.7,0,0,0
325,2022,0,5.24,8.3,19.7,0,0,0
326,2018,37,6.76,18.6,13.7,1,1,1
326,2019,21,6.18,15.6,14.7,1,1,1
326,2020,1,6.16,18.6,15.7,1,1,1
326,2021,0,6.71,17.2,16.7,1,1,1
326,2022,16,6.51,13.8,17.7,1,1,1
327,2018,2,1.41,14.4,47.9,1,1,0
327,2019,2,1.71,12.8,48.9,1,1,0
327,2020,1,1.99,17.2,49.9,1,1,0
327,2021,3,2.12,15.4,50.9,1,1,0
327,2022,2,1.67,12.1,51.9,1,1,0
328,2018,13,12.98,25.0,14.1,0,0,0
328,2019,19,14.01,23.6,15.1,0,0,0
328,2020,10,13.49,22.2,16.1,0,0,0
328,2021,0,13.25,27.0,17.1,0,0,0
328,2022,35,13.01,24.6,18.1,0,0,0
329,2018,8,4.39,13.2,41.4,1,1,0
329,2019,0,4.18,13.0,42.4,1,1,0
329,2020,0,4.07,11.4,43.4,1,1,0
329,2021,8,4.56,11.7,44.4,1,1,0
329,2022,13,4.33,15.6,45.4,1,1,0
330,2018,0,5.03,12.5,21.6,0,0,0
330,2019,1,4.13,13.3,22.6,0,0,0
330,2020,13,4.54,10.2,23.6,0,0,0
330,2021,1,4.06,11.3,24.6,0,0,0
330,2022,1,4.48,14.2,25.6,0,0,0
331,2018,3,7.82,55.4,49.4,1,0,1
331,2019,23,8.09,57.5,50.4,1,0,1
331,2020,1,7.91,56.9,51.4,1,0,1
331,2021,18,8.08,54.5,52.4,1,0,1
331,2022,1,8.11,55.6,53.4,1,0,1
332,2018,1,6.05,24.0,21.6,0,0,0
332,2019,1,5.31,27.6,22.6,0,0,0
332,2020,0,5.12,26.2,23.6,0,0,0
332,2021,1,5.47,24.8,24.6,0,0,0
332,2022,0,5.16,24.8,25.6,0,0,0
333,2018,18,10.05,15.7,20.8,1,0,0
333,2019,1,9.52,14.4,21.8,1,0,0
333,2020,0,9.44,15.9,22.8,1,0,0
333,2021,1,9.47,10.3,23.8,1,0,0
333,2022,7,9.82,14.3,24.8,1,0,0
334,2018,0,5.59,16.1,33.7,0,1,0
334,2019,0,5.45,19.5,34.7,0,1,0
334,2020,2,6.14,19.2,35.7,0,1,0
334,2021,4,5.38,16.9,36.7,0,1,0
334,2022,8,5.65,19.2,37.7,0,1,0
335,2018,5,2.94,66.2,48.3,1,0,1
335,2019,4,2.26,63.7,49.3,1,0,1
335,2020,8,2.89,67.3,50.3,1,0,1
335,2021,2,2.43,63.5,51.3,1,0,1
335,2022,21,2.99,63.2,52.3,1,0,1
336,2018,2,5.7,18.3,48.9,0,0,0
336,2019,12,6.19,16.5,49.9,0,0,0
336,2020,3,6.32,17.2,50.9,0,0,0
336,2021,1,6.24,19.2,51.9,0,0,0
336,2022,0,6.06,17.1,52.9,0,0,0
337,2018,0,1.73,9.9,36.8,0,0,0
337,2019,6,1.62,12.9,37.8,0,0,0
337,2020,1,2.24,11.4,38.8,0,0,0
337,2021,0,1.59,13.7,39.8,0,0,0
337,2022,1,1.48,13.4,40.8,0,0,0
338,2018,0,5.09,14.6,39.0,0,0,0
338,2019,0,4.65,13.8,40.0,0,0,0
338,2020,2,4.6,14.1,41.0,0,0,0
338,2021,3,4.46,11.4,42.0,0,0,0
338,2022,4,4.74,13.6,43.0,0,0,0
339,2018,3,4.34,16.6,30.4,1,0,0
339,2019,1,4.44,12.6,31.4,1,0,0
339,2020,15,4.65,16.4,32.4,1,0,0
339,2021,4,4.52,12.9,33.4,1,0,0
339,2022,0,4.31,12.4,34.4,1,0,0
340,2018,0,3.73,13.7,39.0,0,1,1
340,2019,1,3.95,14.3,40.0,0,1,1
340,2020,1,4.18,14.6,41.0,0,1,1
340,2021,3,3.83,11.8,42.0,0,1,1
340,2022,7,3.65,13.9,43.0,0,1,1
341,2018,0,3.75,7.2,43.7,1,0,0
341,2019,12,3.61,6.0,44.7,1,0,0
341,2020,1,4.24,6.8,45.7,1,0,0
341,2021,6,4.22,7.1,46.7,1,0,0
341,2022,4,4.22,9.0,47.7,1,0,0
342,2018,0,0.96,10.9,26.9,1,1,0
342,2019,4,1.42,6.9,27.9,1,1,0
342,2020,0,0.85,9.7,28.9,1,1,0
342,2021,4,1.28,7.4,29.9,1,1,0
342,2022,1,0.98,10.1,30.9,1,1,0
343,2018,0,2.71,10.3,32.9,1,1,0
343,2019,4,3.07,9.7,33.9,1,1,0
343,2020,12,3.01,12.4,34.9,1,1,0
343,2021,0,3.0,10.4,35.9,1,1,0
343,2022,5,2.91,10.8,36.9,1,1,0
344,2018,0,4.82,27.1,29.2,0,0,1
344,2019,6,5.54,31.8,30.2,0,0,1
344,2020,1,5.18,31.6,31.2,0,0,1
344,2021,5,5.04,30.4,32.2,0,0,1
344,2022,18,4.86,28.1,33.2,0,0,1
345,2018,1,5.4,17.2,30.3,1,0,0
345,2019,1,5.25,14.4,31.3,1,0,0
345,2020,0,5.1,14.7,32.3,1,0,0
345,2021,4,5.0,18.8,33.3,1,0,0
345,2022,30,5.07,14.3,34.3,1,0,0
346,2018,1,1.02,18.5,45.1,0,0,1
346,2019,0,2.03,18.2,46.1,0,0,1
346,2020,10,1.82,18.0,47.1,0,0,1
346,2021,7,2.45,17.8,48.1,0,0,1
346,2022,2,1.98,17.9,49.1,0,0,1
347,2018,11,11.98,49.3,21.0,1,1,0
347,2019,1,12.32,48.8,22.0,1,1,0
347,2020,10,12.02,51.1,23.0,1,1,0
347,2021,0,12.48,46.9,24.0,1,1,0
347,2022,13,12.42,50.4,25.0,1,1,0
348,2018,0,2.53,51.0,14.4,1,0,1
348,2019,22,2.0,50.8,15.4,1,0,1
348,2020,12,2.25,51.4,16.4,1,0,1
348,2021,3,1.83,49.6,17.4,1,0,1
348,2022,0,2.45,46.9,18.4,1,0,1
349,2018,3,9.89,16.4,25.5,0,0,1
349,2019,8,9.88,15.0,26.5,0,0,1
349,2020,4,9.73,15.4,27.5,0,0,1
349,2021,0,9.86,14.6,28.5,0,0,1
349,2022,7,10.21,15.8,29.5,0,0,1
350,2018,5,6.22,12.0,14.4,0,0,0
350,2019,4,6.35,9.3,15.4,0,0,0
350,2020,3,5.98,14.0,16.4,0,0,0
350,2021,0,6.05,16.2,17.4,0,0,0
350,2022,0,6.34,13.8,18.4,0,0,0
351,2018,0,3.0,10.7,27.4,0,0,0
351,2019,11,2.6,10.9,28.4,0,0,0
351,2020,8,2.6,10.3,29.4,0,0,0
351,2021,0,2.55,11.1,30.4,0,0,0
351,2022,1,2.51,10.9,31.4,0,0,0
352,2018,1,18.63,31.4,45.7,0,0,0
352,2019,1,18.1,35.1,46.7,0,0,0
352,2020,0,18.93,30.4,47.7,0,0,0
352,2021,1,18.35,33.7,48.7,0,0,0
352,2022,16,18.76,32.5,49.7,0,0,0
353,2018,40,1.34,20.3,32.8,1,0,1
353,2019,3,1.93,17.9,33.8,1,0,1
353,2020,5,1.93,16.9,34.8,1,0,1
353,2021,3,1.84,17.0,35.8,1,0,1
353,2022,0,1.43,17.5,36.8,1,0,1
354,2018,2,9.42,13.6,43.5,0,0,0
354,2019,1,8.99,14.2,44.5,0,0,0
354,2020,0,9.27,12.6,45.5,0,0,0
354,2021,5,9.66,13.9,46.5,0,0,0
354,2022,0,9.59,15.5,47.5,0,0,0
355,2018,4,9.98,11.8,12.5,1,0,0
355,2019,1,9.69,8.4,13.5,1,0,0
355,2020,0,10.17,11.2,14.5,1,0,0
355,2021,0,9.98,12.2,15.5,1,0,0
355,2022,2,9.28,11.1,16.5,1,0,0
356,2018,0,2.86,10.8,45.5,0,0,0
356,2019,0,2.61,11.1,46.5,0,0,0
356,2020,5,2.98,10.9,47.5,0,0,0
356,2021,0,2.29,10.8,48.5,0,0,0
356,2022,0,1.67,12.0,49.5,0,0,0
357,2018,3,13.74,28.6,32.1,1,0,0
357,2019,33,13.74,24.0,33.1,1,0,0
357,2020,1,13.15,24.7,34.1,1,0,0
357,2021,28,13.36,25.1,35.1,1,0,0
357,2022,0,14.48,24.1,36.1,1,0,0
358,2018,1,3.58,9.6,6.4,1,0,0
358,2019,0,3.89,4.4,7.4,1,0,0
358,2020,5,3.47,7.2,8.4,1,0,0
358,2021,0,3.04,9.2,9.4,1,0,0
358,2022,0,3.62,7.6,10.4,1,0,0
359,2018,1,5.57,39.1,33.5,1,0,1
359,2019,21,5.53,41.0,34.5,1,0,1
359,2020,4,5.61,41.7,35.5,1,0,1
359,2021,39,5.73,40.6,36.5,1,0,1
359,2022,0,5.6,39.1,37.5,1,0,1
360,2018,2,5.14,14.5,47.8,0,0,1
360,2019,0,5.67,13.2,48.8,0,0,1
360,2020,0,4.93,14.9,49.8,0,0,1
360,2021,0,4.9,16.0,50.8,0,0,1
360,2022,0,5.74,9.9,51.8,0,0,1
361,2018,9,4.18,18.3,8.6,0,0,0
361,2019,0,4.01,15.5,9.6,0,0,0
361,2020,2,3.61,21.8,10.6,0,0,0
361,2021,0,3.81,17.4,11.6,0,0,0
361,2022,4,3.95,19.2,12.6,0,0,0
362,2018,31,8.09,7.8,31.2,0,0,0
362,2019,3,8.35,6.7,32.2,0,0,0
362,2020,4,8.77,6.5,33.2,0,0,0
362,2021,5,9.0,10.3,34.2,0,0,0
362,2022,4,8.45,9.3,35.2,0,0,0
363,2018,0,8.68,22.8,46.2,0,0,0
363,2019,0,7.88,20.0,47.2,0,0,0
363,2020,1,8.65,20.3,48.2,0,0,0
363,2021,8,8.21,19.5,49.2,0,0,0
363,2022,6,8.55,19.5,50.2,0,0,0
364,2018,1,1.03,14.4,5.4,0,0,1
364,2019,0,1.5,16.1,6.4,0,0,1
364,2020,2,0.84,14.8,7.4,0,0,1
364,2021,7,1.29,16.6,8.4,0,0,1
364,2022,1,1.02,16.2,9.4,0,0,1
365,2018,24,12.68,19.8,33.4,1,1,0
365,2019,0,12.67,21.9,34.4,1,1,0
365,2020,3,12.47,19.3,35.4,1,1,0
365,2021,2,12.72,20.5,36.4,1,1,0
365,2022,45,12.7,22.5,37.4,1,1,0
366,2018,4,1.26,58.2,26.4,0,0,0
366,2019,1,1.21,58.0,27.4,0,0,0
366,2020,3,1.42,55.8,28.4,0,0,0
366,2021,0,1.46,56.6,29.4,0,0,0
366,2022,2,0.87,54.3,30.4,0,0,0
367,2018,2,10.5,23.5,20.6,0,0,0
367,2019,10,9.88,23.2,21.6,0,0,0
367,2020,1,10.41,22.8,22.6,0,0,0
367,2021,18,10.42,24.3,23.6,0,0,0
367,2022,19,9.66,20.9,24.6,0,0,0
368,2018,9,11.07,14.0,33.2,0,1,1
368,2019,11,10.9,12.9,34.2,0,1,1
368,2020,0,10.81,11.4,35.2,0,1,1
368,2021,0,11.44,11.3,36.2,0,1,1
368,2022,19,10.84,12.2,37.2,0,1,1
369,2018,1,1.63,14.5,7.4,0,0,0
369,2019,3,1.9,12.4,8.4,0,0,0
369,2020,1,2.08,12.4,9.4,0,0,0
369,2021,0,1.83,12.2,10.4,0,0,0
369,2022,9,2.22,14.9,11.4,0,0,0
370,2018,2,3.39,29.9,38.9,0,0,0
370,2019,0,2.57,30.4,39.9,0,0,0
370,2020,10,3.07,32.7,40.9,0,0,0
370,2021,1,3.06,30.7,41.9,0,0,0
370,2022,1,3.37,32.2,42.9,0,0,0
371,2018,5,1.06,48.5,5.2,1,0,0
371,2019,17,2.62,49.5,6.2,1,0,0
371,2020,5,2.01,52.1,7.2,1,0,0
371,2021,1,1.9,48.8,8.2,1,0,0
371,2022,31,2.2,49.6,9.2,1,0,0
372,2018,1,4.48,24.9,18.8,0,1,0
372,2019,2,4.03,23.0,19.8,0,1,0
372,2020,2,4.06,23.8,20.8,0,1,0
372,2021,0,3.81,24.6,21.8,0,1,0
372,2022,0,3.73,24.5,22.8,0,1,0
373,2018,0,3.36,34.4,27.7,1,0,0
373,2019,0,3.26,34.8,28.7,1,0,0
373,2020,11,3.3,31.2,29.7,1,0,0
373,2021,4,3.1,32.7,30.7,1,0,0
373,2022,2,3.48,33.5,31.7,1,0,0
374,2018,0,7.86,33.1,22.0,0,0,0
374,2019,17,8.42,31.9,23.0,0,0,0
374,2020,1,8.35,31.2,24.0,0,0,0
374,2021,8,8.41,31.8,25.0,0,0,0
374,2022,2,8.21,31.8,26.0,0,0,0
375,2018,17,13.71,52.8,18.8,1,0,0
375,2019,104,13.19,54.5,19.8,1,0,0
375,2020,44,12.41,56.4,20.8,1,0,0
375,2021,16,12.85,53.9,21.8,1,0,0
375,2022,0,12.6,54.4,22.8,1,0,0
376,2018,1,13.38,4.8,42.4,0,1,1
376,2019,4,13.29,1.7,43.4,0,1,1
376,2020,1,13.82,5.2,44.4,0,1,1
376,2021,7,13.48,5.6,45.4,0,1,1
376,2022,1,13.98,4.4,46.4,0,1,1
377,2018,1,3.16,30.3,47.1,1,0,0
377,2019,2,3.27,30.7,48.1,1,0,0
377,2020,9,2.6,33.2,49.1,1,0,0
377,2021,0,3.0,35.0,50.1,1,0,0
377,2022,0,3.05,34.1,51.1,1,0,0
378,2018,2,3.65,38.0,44.3,0,0,0
378,2019,1,3.56,41.3,45.3,0,0,0
378,2020,3,4.27,39.0,46.3,0,0,0
378,2021,5,3.86,39.1,47.3,0,0,0
378,2022,1,3.98,39.3,48.3,0,0,0
379,2018,26,0.92,8.9,28.5,0,0,0
379,2019,14,0.8,9.3,29.5,0,0,0
379,2020,2,0.99,7.7,30.5,0,0,0
379,2021,0,1.13,7.7,31.5,0,0,0
379,2022,9,0.85,8.6,32.5,0,0,0
380,2018,0,2.35,11.7,44.8,0,0,0
380,2019,0,1.85,12.6,45.8,0,0,0
380,2020,3,2.02,8.9,46.8,0,0,0
380,2021,4,2.55,10.8,47.8,0,0,0
380,2022,0,2.53,9.2,48.8,0,0,0
381,2018,2,9.58,11.0,46.4,1,0,0
381,2019,7,9.39,10.7,47.4,1,0,0
381,2020,24,9.39,11.0,48.4,1,0,0
381,2021,6,9.59,9.9,49.4,1,0,0
381,2022,0,9.89,8.8,50.4,1,0,0
382,2018,5,16.6,8.9,23.4,1,1,1
382,2019,52,16.17,11.9,24.4,1,1,1
382,2020,6,15.98,11.4,25.4,1,1,1
382,2021,14,16.4,11.0,26.4,1,1,1
382,2022,7,16.07,14.0,27.4,1,1,1
383,2018,0,1.51,13.0,17.8,0,0,0
383,2019,0,2.07,16.5,18.8,0,0,0
383,2020,2,1.92,16.8,19.8,0,0,0
383,2021,0,1.72,11.4,20.8,0,0,0
383,2022,0,1.29,14.5,21.8,0,0,0
384,2018,0,2.85,23.2,9.4,0,0,1
384,2019,0,3.11,19.4,10.4,0,0,1
384,2020,0,2.68,21.6,11.4,0,0,1
384,2021,1,3.2,25.0,12.4,0,0,1
384,2022,0,3.18,26.8,13.4,0,0,1
385,2018,0,4.89,38.2,26.6,0,0,1
385,2019,8,4.48,37.3,27.6,0,0,1
385,2020,0,4.56,36.8,28.6,0,0,1
385,2021,1,4.81,39.3,29.6,0,0,1
385,2022,1,4.52,40.0,30.6,0,0,1
386,2018,3,5.46,41.9,47.6,0,0,0
386,2019,4,5.47,39.8,48.6,0,0,0
386,2020,0,5.68,39.7,49.6,0,0,0
386,2021,10,5.22,44.8,50.6,0,0,0
386,2022,11,5.56,42.7,51.6,0,0,0
387,2018,3,2.67,11.4,30.2,0,0,1
387,2019,2,1.69,8.5,31.2,0,0,1
387,2020,12,2.81,10.0,32.2,0,0,1
387,2021,1,2.68,10.7,33.2,0,0,1
387,2022,4,2.21,11.5,34.2,0,0,1
388,2018,3,6.45,10.5,35.0,1,1,0
388,2019,1,6.29,9.6,36.0,1,1,0
388,2020,11,6.66,9.9,37.0,1,1,0
388,2021,11,6.59,12.9,38.0,1,1,0
388,2022,61,5.87,11.5,39.0,1,1,0
389,2018,19,3.24,51.4,10.1,1,0,0
389,2019,8,3.01,49.1,11.1,1,0,0
389,2020,1,3.09,46.0,12.1,1,0,0
389,2021,15,2.85,49.7,13.1,1,0,0
389,2022,0,3.59,49.2,14.1,1,0,0
390,2018,2,4.74,32.1,11.5,1,0,1
390,2019,16,4.21,36.5,12.5,1,0,1
390,2020,6,4.03,32.6,13.5,1,0,1
390,2021,23,4.31,35.7,14.5,1,0,1
390,2022,8,4.56,32.4,15.5,1,0,1
391,2018,0,7.01,20.3,25.9,1,0,0
391,2019,2,7.31,21.8,26.9,1,0,0
391,2020,2,7.18,24.0,27.9,1,0,0
391,2021,2,7.23,24.0,28.9,1,0,0
391,2022,7,7.04,20.4,29.9,1,0,0
392,2018,6,4.09,28.4,47.8,0,0,0
392,2019,1,4.45,25.8,48.8,0,0,0
392,2020,0,4.82,29.2,49.8,0,0,0
392,2021,0,4.49,30.3,50.8,0,0,0
392,2022,0,4.66,28.0,51.8,0,0,0
393,2018,1,3.07,18.7,21.2,0,0,0
393,2019,0,2.85,20.2,22.2,0,0,0
393,2020,0,3.12,20.3,23.2,0,0,0
393,2021,1,3.25,19.8,24.2,0,0,0
393,2022,1,2.96,19.9,25.2,0,0,0
394,2018,0,4.03,28.7,44.5,0,0,0
394,2019,1,3.82,30.5,45.5,0,0,0
394,2020,13,4.44,30.1,46.5,0,0,0
394,2021,7,4.02,27.5,47.5,0,0,0
394,2022,2,4.54,27.5,48.5,0,0,0
395,2018,1,4.63,15.5,10.4,0,0,0
395,2019,0,4.15,17.0,11.4,0,0,0
395,2020,0,3.87,16.1,12.4,0,0,0
395,2021,0,3.55,14.9,13.4,0,0,0
395,2022,2,3.73,16.3,14.4,0,0,0
396,2018,0,2.92,23.7,32.8,0,0,1
396,2019,4,3.75,25.6,33.8,0,0,1
396,2020,0,3.37,24.7,34.8,0,0,1
396,2021,5,3.45,23.8,35.8,0,0,1
396,2022,2,2.67,24.6,36.8,0,0,1
397,2018,0,3.28,8.9,32.0,1,0,0
397,2019,0,3.91,6.1,33.0,1,0,0
397,2020,0,3.73,7.6,34.0,1,0,0
397,2021,0,3.6,6.9,35.0,1,0,0
397,2022,1,3.81,7.6,36.0,1,0,0
398,2018,0,16.59,11.4,43.7,1,0,1
398,2019,1,16.04,12.6,44.7,1,0,1
398,2020,1,16.12,14.1,45.7,1,0,1
398,2021,20,16.16,11.0,46.7,1,0,1
398,2022,76,16.82,10.4,47.7,1,0,1
399,2018,3,6.39,10.6,5.1,0,1,0
399,2019,1,7.22,10.7,6.1,0,1,0
399,2020,0,6.99,13.4,7.1,0,1,0
399,2021,1,7.19,10.4,8.1,0,1,0
399,2022,0,6.82,12.1,9.1,0,1,0
400,2018,32,3.52,16.4,13.5,0,0,0
400,2019,9,3.75,16.1,14.5,0,0,0
400,2020,13,4.47,14.9,15.5,0,0,0
400,2021,6,3.78,15.7,16.5,0,0,0
400,2022,1,3.28,15.6,17.5,0,0,0
401,2018,0,7.7,10.2,14.9,1,1,0
401,2019,15,7.69,10.2,15.9,1,1,0
401,2020,12,7.29,13.9,16.9,1,1,0
401,2021,8,7.73,11.7,17.9,1,1,0
401,2022,4,8.05,14.2,18.9,1,1,0
402,2018,0,3.05,13.1,47.7,1,0,0
402,2019,0,3.75,13.7,48.7,1,0,0
402,2020,4,3.58,11.8,49.7,1,0,0
402,2021,4,3.21,12.6,50.7,1,0,0
402,2022,0,3.39,16.7,51.7,1,0,0
403,2018,13,11.94,6.2,11.9,0,0,0
403,2019,9,11.68,9.8,12.9,0,0,0
403,2020,1,11.46,5.1,13.9,0,0,0
403,2021,1,11.38,5.4,14.9,0,0,0
403,2022,2,11.48,6.4,15.9,0,0,0
404,2018,0,5.87,29.4,6.7,1,1,1
404,2019,12,5.39,30.9,7.7,1,1,1
404,2020,0,6.64,30.2,8.7,1,1,1
404,2021,22,6.07,28.9,9.7,1,1,1
404,2022,1,6.14,29.3,10.7,1,1,1
405,2018,2,4.1,18.5,29.1,1,0,0
405,2019,0,3.89,17.6,30.1,1,0,0
405,2020,6,4.06,17.6,31.1,1,0,0
405,2021,6,3.63,20.5,32.1,1,0,0
405,2022,0,4.8,16.2,33.1,1,0,0
406,2018,9,6.04,8.5,28.8,0,0,0
406,2019,7,6.1,5.6,29.8,0,0,0
406,2020,1,6.28,4.9,30.8,0,0,0
406,2021,14,6.8,7.2,31.8,0,0,0
406,2022,8,6.42,8.3,32.8,0,0,0
407,2018,3,0.9,12.9,43.0,0,0,0
407,2019,1,1.65,11.9,44.0,0,0,0
407,2020,0,1.49,12.8,45.0,0,0,0
407,2021,0,1.44,8.6,46.0,0,0,0
407,2022,1,1.49,10.4,47.0,0,0,0
408,2018,1,2.54,24.1,47.7,1,0,0
408,2019,2,2.48,27.3,48.7,1,0,0
408,2020,0,1.61,24.8,49.7,1,0,0
408,2021,2,2.31,26.7,50.7,1,0,0
408,2022,12,1.93,26.2,51.7,1,0,0
409,2018,1,1.87,12.4,29.2,1,0,0
409,2019,0,1.22,12.9,30.2,1,0,0
409,2020,19,1.67,15.7,31.2,1,0,0
409,2021,1,1.48,12.6,32.2,1,0,0
409,2022,0,1.97,13.9,33.2,1,0,0
410,2018,1,5.35,11.2,46.8,0,0,0
410,2019,0,4.4,11.9,47.8,0,0,0
410,2020,16,5.02,12.3,48.8,0,0,0
410,2021,1,5.36,11.2,49.8,0,0,0
410,2022,5,4.97,10.9,50.8,0,0,0
411,2018,2,18.14,19.5,37.6,1,0,1
411,2019,24,18.03,17.8,38.6,1,0,1
411,2020,12,18.02,17.8,39.6,1,0,1
411,2021,3,17.84,17.7,40.6,1,0,1
411,2022,0,17.56,18.9,41.6,1,0,1
412,2018,0,26.37,27.0,16.9,1,0,1
412,2019,2,26.92,27.8,17.9,1,0,1
412,2020,5,26.72,24.5,18.9,1,0,1
412,2021,38,26.67,28.8,19.9,1,0,1
412,2022,2,26.58,24.0,20.9,1,0,1
413,2018,0,7.38,9.0,46.8,1,0,0
413,2019,0,7.78,6.3,47.8,1,0,0
413,2020,0,7.37,6.0,48.8,1,0,0
413,2021,0,7.06,6.2,49.8,1,0,0
413,2022,0,7.69,7.3,50.8,1,0,0
414,2018,2,6.63,30.4,35.0,0,0,0
414,2019,0,6.7,30.5,36.0,0,0,0
414,2020,0,7.17,28.1,37.0,0,0,0
414,2021,82,6.68,28.0,38.0,0,0,0
414,2022,1,6.78,28.1,39.0,0,0,0
415,2018,24,0.71,11.3,23.6,1,0,0
415,2019,0,1.0,11.2,24.6,1,0,0
415,2020,0,1.24,10.0,25.6,1,0,0
415,2021,5,0.59,11.9,26.6,1,0,0
415,2022,2,1.12,14.9,27.6,1,0,0
416,2018,1,2.93,19.1,35.6,0,1,1
416,2019,0,2.92,19.2,36.6,0,1,1
416,2020,0,3.21,20.7,37.6,0,1,1
416,2021,2,3.0,19.0,38.6,0,1,1
416,2022,6,3.35,20.8,39.6,0,1,1
417,2018,2,2.09,18.5,23.1,0,0,1
417,2019,8,2.43,22.3,24.1,0,0,1
417,2020,1,2.41,20.1,25.1,0,0,1
417,2021,0,2.07,18.7,26.1,0,0,1
417,2022,3,2.67,18.7,27.1,0,0,1
418,2018,15,3.42,13.1,10.1,1,0,1
418,2019,4,2.72,15.9,11.1,1,0,1
418,2020,0,2.88,12.0,12.1,1,0,1
418,2021,3,2.75,12.9,13.1,1,0,1
418,2022,5,2.51,13.0,14.1,1,0,1
419,2018,0,3.37,9.8,37.4,0,1,0
419,2019,0,3.71,9.4,38.4,0,1,0
419,2020,2,3.5,7.6,39.4,0,1,0
419,2021,3,4.43,9.2,40.4,0,1,0
419,2022,0,3.88,9.7,41.4,0,1,0
420,2018,5,2.97,15.5,42.1,0,0,0
420,2019,5,3.34,17.5,43.1,0,0,0
420,2020,1,2.74,17.8,44.1,0,0,0
420,2021,0,2.84,16.3,45.1,0,0,0
420,2022,0,3.09,16.8,46.1,0,0,0
421,2018,0,1.23,59.4,37.8,1,0,0
421,2019,5,1.07,62.0,38.8,1,0,0
421,2020,2,0.99,64.2,39.8,1,0,0
421,2021,16,0.94,62.0,40.8,1,0,0
421,2022,14,1.04,61.6,41.8,1,0,0
422,2018,0,8.21,11.2,15.3,0,1,1
422,2019,9,7.84,10.5,16.3,0,1,1
422,2020,0,8.17,8.4,17.3,0,1,1
422,2021,13,7.83,9.5,18.3,0,1,1
422,2022,19,8.18,4.4,19.3,0,1,1
423,2018,4,1.76,64.5,48.0,0,1,1
423,2019,4,2.66,65.0,49.0,0,1,1
423,2020,5,1.89,65.3,50.0,0,1,1
423,2021,0,1.48,64.9,51.0,0,1,1
423,2022,0,1.86,61.8,52.0,0,1,1
424,2018,0,5.58,17.3,6.1,0,0,0
424,2019,3,5.93,17.6,7.1,0,0,0
424,2020,3,5.25,19.1,8.1,0,0,0
424,2021,2,4.95,15.6,9.1,0,0,0
424,2022,10,5.67,15.4,10.1,0,0,0
425,2018,0,23.14,16.6,20.0,0,0,1
