id,year,lwage,educ,exper,black,south,married,female,union,hours,age
67,3,1.1913,11.8,13.3,0,1,1,1,0,49.8,31.4
67,4,1.8467,11.8,14.5,0,1,1,1,0,26.7,32.4
67,5,0.0399,11.8,18.2,0,1,0,1,0,49.1,33.4
67,6,1.8176,11.8,15.4,0,1,1,1,0,56.5,34.4
68,1,0.4364,14.5,9.9,0,0,0,1,0,42.0,29.0
68,2,1.0002,14.5,10.5,0,0,1,1,0,44.8,30.0
68,3,-0.0628,14.5,10.8,0,0,1,1,0,48.3,31.0
68,4,0.5433,14.5,13.2,0,0,0,1,1,37.8,32.0
68,5,-0.9536,14.5,12.9,0,0,1,1,1,41.5,33.0
68,6,4.0903,14.5,13.9,0,0,1,1,0,29.5,34.0
69,1,1.897,12.9,11.5,0,0,1,0,0,41.1,30.4
69,2,1.5554,12.9,13.7,0,0,1,0,0,44.0,31.4
69,3,1.9216,12.9,14.6,0,0,0,0,0,44.1,32.4
69,4,2.3228,12.9,13.9,0,0,0,0,1,48.5,33.4
69,5,4.3809,12.9,14.2,0,0,0,0,1,33.8,34.4
69,6,0.5522,12.9,16.3,0,0,1,0,0,35.7,35.4
70,1,0.8133,10.4,19.8,0,1,1,1,0,55.2,37.0
70,2,4.7982,10.4,21.5,0,1,1,1,0,38.8,38.0
70,3,1.0727,10.4,23.8,0,1,0,1,0,41.6,39.0
70,4,-1.9943,10.4,23.1,0,1,0,1,1,39.5,40.0
70,5,0.1538,10.4,24.5,0,1,0,1,1,33.4,41.0
70,6,-1.8622,10.4,25.6,0,1,1,1,0,53.0,42.0
71,1,6.7283,12.9,6.4,1,1,1,0,0,35.8,24.4
71,2,0.7692,12.9,4.3,1,1,1,0,0,31.0,25.4
71,3,4.0755,12.9,6.9,1,1,1,0,0,36.4,26.4
71,4,8.0837,12.9,8.7,1,1,1,0,1,24.0,27.4
71,5,1.9352,12.9,10.7,1,1,0,0,0,34.8,28.4
71,6,-1.8913,12.9,10.0,1,1,1,0,0,32.3,29.4
72,1,-0.5912,15.8,7.7,0,0,1,0,0,44.9,31.4
72,2,2.3196,15.8,11.2,0,0,1,0,1,34.6,32.4
72,3,1.884,15.8,10.9,0,0,0,0,0,47.1,33.4
72,4,2.6956,15.8,11.4,0,0,0,0,1,51.2,34.4
72,5,2.1633,15.8,13.0,0,0,0,0,1,46.2,35.4
72,6,5.4854,15.8,14.4,0,0,0,0,1,38.3,36.4
73,1,1.9656,11.9,17.3,1,0,1,0,0,41.1,35.9
73,2,2.4287,11.9,16.7,1,0,0,0,0,27.8,36.9
73,3,3.8966,11.9,20.8,1,0,1,0,0,38.9,37.9
73,4,0.4129,11.9,22.2,1,0,1,0,0,33.1,38.9
73,5,0.9268,11.9,22.6,1,0,0,0,0,45.6,39.9
73,6,-0.0346,11.9,21.8,1,0,0,0,0,60.6,40.9
74,1,-0.0496,15.9,10.9,0,0,1,1,0,44.0,33.0
74,2,2.0482,15.9,12.1,0,0,1,1,1,24.1,34.0
74,3,1.2575,15.9,13.7,0,0,1,1,0,37.1,35.0
74,4,1.6915,15.9,14.8,0,0,1,1,0,41.0,36.0
74,5,7.0069,15.9,14.4,0,0,1,1,1,40.7,37.0
74,6,0.3448,15.9,16.2,0,0,1,1,1,34.2,38.0
75,1,1.9493,6.0,19.6,0,0,1,1,1,42.0,31.1
75,2,0.2651,6.0,21.6,0,0,0,1,0,30.1,32.1
75,3,1.4965,6.0,21.8,0,0,1,1,1,32.4,33.1
75,4,1.8474,6.0,22.9,0,0,1,1,0,45.2,34.1
75,5,3.7713,6.0,23.2,0,0,1,1,0,31.9,35.1
75,6,1.5535,6.0,25.5,0,0,0,1,0,44.3,36.1
76,1,-1.2859,14.1,16.4,0,0,1,1,0,29.0,36.0
76,2,1.1555,14.1,16.1,0,0,1,1,0,54.1,37.0
76,3,-0.1326,14.1,19.4,0,0,1,1,0,33.8,38.0
76,4,0.4456,14.1,19.6,0,0,0,1,0,38.2,39.0
76,5,1.8676,14.1,19.5,0,0,0,1,0,42.6,40.0
76,6,-1.2211,14.1,20.5,0,0,0,1,0,35.5,41.0
77,1,1.8709,12.2,0.1,0,0,0,0,1,41.1,18.0
77,2,2.1627,12.2,0.2,0,0,0,0,0,44.6,18.0
77,3,1.6256,12.2,0.0,0,0,0,0,0,47.7,18.0
77,4,-2.2515,12.2,0.1,0,0,1,0,0,46.3,18.0
77,5,6.5544,12.2,1.5,0,0,1,0,1,38.6,18.0
77,6,1.617,12.2,1.6,0,0,0,0,1,38.8,18.8
78,1,2.554,11.3,17.0,0,1,1,1,0,58.8,34.1
78,2,1.1257,11.3,18.8,0,1,1,1,0,47.6,35.1
78,3,1.5087,11.3,17.8,0,1,0,1,0,32.6,36.1
78,4,1.476,11.3,20.2,0,1,1,1,1,40.8,37.1
78,5,1.3078,11.3,22.6,0,1,0,1,1,37.3,38.1
78,6,-1.9704,11.3,21.6,0,1,0,1,1,38.9,39.1
79,1,1.3022,12.2,7.0,1,0,1,0,0,30.2,26.1
79,2,3.617,12.2,8.2,1,0,0,0,0,36.7,27.1
79,3,2.4906,12.2,8.8,1,0,1,0,1,54.5,28.1
79,4,0.2209,12.2,10.1,1,0,1,0,0,44.6,29.1
79,5,2.0767,12.2,11.5,1,0,1,0,0,20.1,30.1
79,6,3.7208,12.2,11.4,1,0,0,0,0,49.7,31.1
80,1,1.7327,7.0,6.0,0,0,0,1,1,48.7,19.0
80,2,0.0754,7.0,7.9,0,0,1,1,0,37.1,20.0
80,3,2.4022,7.0,7.1,0,0,0,1,0,45.7,21.0
80,4,0.8097,7.0,10.5,0,0,1,1,0,33.1,22.0
80,5,1.2704,7.0,10.5,0,0,0,1,1,36.2,23.0
80,6,1.3742,7.0,12.0,0,0,1,1,0,52.0,24.0
81,1,3.5867,11.5,15.0,1,0,0,0,0,37.8,33.1
81,2,4.6346,11.5,17.5,1,0,1,0,0,25.0,34.1
81,3,4.7046,11.5,16.5,1,0,1,0,1,39.5,35.1
81,4,-2.7015,11.5,19.5,1,0,1,0,1,39.4,36.1
81,5,4.5773,11.5,19.8,1,0,0,0,1,49.6,37.1
81,6,-0.4508,11.5,21.2,1,0,1,0,0,40.1,38.1
82,1,1.0939,12.9,18.2,0,0,0,0,1,36.6,38.2
82,2,1.9141,12.9,19.5,0,0,1,0,0,48.4,39.2
82,3,1.8537,12.9,21.9,0,0,1,0,0,41.0,40.2
82,4,2.2097,12.9,21.4,0,0,1,0,0,34.0,41.2
82,5,1.8242,12.9,23.8,0,0,0,0,0,49.2,42.2
82,6,4.7103,12.9,23.0,0,0,1,0,1,41.5,43.2
83,1,0.7552,15.7,8.3,1,1,0,0,0,40.0,29.2
83,2,0.9271,15.7,7.2,1,1,0,0,0,41.4,30.2
83,3,4.6958,15.7,10.0,1,1,0,0,0,31.4,31.2
83,4,-0.8653,15.7,11.1,1,1,1,0,0,35.8,32.2
83,5,2.2945,15.7,10.8,1,1,0,0,0,40.0,33.2
83,6,2.651,15.7,13.1,1,1,0,0,0,38.4,34.2
84,1,2.014,10.7,19.3,0,1,1,0,0,50.2,35.7
84,2,2.5318,10.7,19.5,0,1,0,0,0,41.7,36.7
84,3,0.7623,10.7,20.0,0,1,1,0,0,46.8,37.7
84,4,3.5678,10.7,20.1,0,1,1,0,1,40.1,38.7
84,5,0.558,10.7,23.4,0,1,1,0,0,48.5,39.7
84,6,1.9033,10.7,22.4,0,1,1,0,1,43.2,40.7
85,1,-0.5816,10.0,23.8,0,1,1,1,1,40.1,39.7
85,2,1.6337,10.0,24.4,0,1,1,1,1,39.9,40.7
85,3,1.8305,10.0,26.4,0,1,0,1,0,32.4,41.7
85,4,3.7583,10.0,26.4,0,1,1,1,0,44.1,42.7
85,5,2.2664,10.0,27.4,0,1,1,1,1,39.7,43.7
85,6,1.5462,10.0,29.4,0,1,1,1,0,36.0,44.7
86,1,3.7636,10.7,21.5,1,0,0,1,0,48.9,37.9
86,2,1.4555,10.7,22.5,1,0,0,1,0,30.0,38.9
86,3,1.6677,10.7,23.6,1,0,0,1,0,36.6,39.9
86,4,1.8699,10.7,22.6,1,0,0,1,1,48.2,40.9
86,5,1.3637,10.7,25.9,1,0,1,1,0,42.5,41.9
86,6,2.8302,10.7,26.8,1,0,0,1,0,39.6,42.9
87,1,0.7653,14.3,18.5,0,0,1,0,0,42.0,39.8
87,2,2.3574,14.3,20.3,0,0,1,0,0,41.4,40.8
87,3,2.9893,14.3,21.5,0,0,0,0,0,27.9,41.8
87,4,4.5502,14.3,22.4,0,0,1,0,0,37.2,42.8
87,5,4.2493,14.3,23.9,0,0,0,0,0,52.9,43.8
87,6,2.2335,14.3,26.0,0,0,0,0,0,34.7,44.8
88,1,2.2611,12.8,16.7,0,0,1,1,1,37.5,34.5
88,2,1.3864,12.8,15.3,0,0,1,1,0,35.7,35.5
88,3,1.6559,12.8,18.3,0,0,1,1,0,39.3,36.5
88,4,3.8267,12.8,20.0,0,0,0,1,0,35.3,37.5
88,5,4.2084,12.8,20.0,0,0,0,1,0,43.9,38.5
88,6,3.882,12.8,21.7,0,0,1,1,1,41.6,39.5
89,1,0.3671,10.7,15.8,0,0,1,0,1,46.2,30.5
89,2,3.1185,10.7,15.8,0,0,0,0,0,31.6,31.5
89,3,4.3732,10.7,16.0,0,0,0,0,0,37.3,32.5
89,4,1.407,10.7,17.8,0,0,1,0,0,38.2,33.5
89,5,1.8346,10.7,17.9,0,0,1,0,0,43.6,34.5
89,6,2.7121,10.7,18.8,0,0,0,0,0,33.7,35.5
90,1,1.777,13.3,0.8,0,0,1,1,1,47.3,20.4
90,2,7.173,13.3,3.7,0,0,1,1,0,49.5,21.4
90,3,1.4779,13.3,2.3,0,0,0,1,1,32.1,22.4
90,4,2.291,13.3,5.6,0,0,0,1,0,36.1,23.4
90,5,2.7553,13.3,5.6,0,0,1,1,0,35.7,24.4
90,6,1.5801,13.3,4.7,0,0,1,1,0,61.1,25.4
91,1,3.2216,12.2,10.6,1,1,1,1,0,36.6,28.5
91,2,1.7759,12.2,9.2,1,1,1,1,0,53.4,29.5
91,3,1.4436,12.2,12.9,1,1,0,1,0,29.9,30.5
91,4,-0.1539,12.2,14.2,1,1,1,1,0,32.1,31.5
91,5,1.4022,12.2,13.7,1,1,0,1,0,34.5,32.5
91,6,2.505,12.2,15.4,1,1,0,1,0,33.2,33.5
92,1,4.2476,14.4,6.5,0,0,1,1,0,37.9,24.9
92,2,0.7229,14.4,5.0,0,0,1,1,0,34.3,25.9
92,3,1.2145,14.4,5.5,0,0,1,1,0,33.4,26.9
92,4,0.0855,14.4,9.0,0,0,0,1,0,49.3,27.9
92,5,2.4171,14.4,10.5,0,0,0,1,0,49.8,28.9
92,6,5.2528,14.4,9.5,0,0,1,1,0,47.6,29.9
93,1,2.5865,10.2,27.8,0,0,0,0,0,44.2,43.0
93,2,2.6422,10.2,29.1,0,0,0,0,1,40.7,44.0
93,3,2.3382,10.2,28.0,0,0,0,0,0,36.0,45.0
93,4,0.2792,10.2,29.3,0,0,1,0,0,32.4,46.0
93,5,3.1072,10.2,32.0,0,0,1,0,1,42.9,47.0
93,6,2.4996,10.2,33.5,0,0,0,0,0,30.6,48.0
94,1,1.9579,11.2,12.3,0,0,1,1,0,32.0,28.9
94,2,3.4676,11.2,11.9,0,0,1,1,1,49.2,29.9
94,3,2.5424,11.2,15.8,0,0,1,1,0,55.2,30.9
94,4,2.6189,11.2,14.2,0,0,1,1,1,43.1,31.9
94,5,3.7963,11.2,15.4,0,0,1,1,0,48.9,32.9
94,6,6.0668,11.2,17.1,0,0,0,1,0,38.0,33.9
95,1,1.8246,11.0,15.3,0,0,1,1,1,29.3,30.7
95,2,-0.2813,11.0,15.6,0,0,1,1,0,44.9,31.7
95,3,1.3658,11.0,16.1,0,0,0,1,0,44.6,32.7
95,4,2.5166,11.0,17.2,0,0,1,1,0,40.6,33.7
95,5,-1.8487,11.0,17.8,0,0,1,1,0,38.1,34.7
95,6,-1.033,11.0,19.3,0,0,0,1,0,47.7,35.7
96,1,0.0254,8.3,16.4,0,0,0,0,0,32.1,33.3
96,2,2.8074,8.3,19.7,0,0,0,0,0,33.8,34.3
96,3,2.1862,8.3,21.2,0,0,0,0,0,31.9,35.3
96,4,1.9125,8.3,20.8,0,0,1,0,0,40.7,36.3
96,5,0.5935,8.3,23.4,0,0,0,0,0,31.3,37.3
96,6,2.9137,8.3,23.8,0,0,1,0,0,34.5,38.3
97,1,1.2862,12.7,13.3,0,1,0,0,1,34.4,30.3
97,2,0.9831,12.7,14.1,0,1,1,0,0,37.9,31.3
97,3,2.2141,12.7,13.1,0,1,0,0,0,28.1,32.3
97,4,2.0489,12.7,14.4,0,1,0,0,1,40.7,33.3
97,5,1.4846,12.7,15.4,0,1,0,0,1,50.0,34.3
97,6,2.2794,12.7,16.1,0,1,1,0,0,41.1,35.3
98,1,0.9537,12.7,21.7,0,1,1,1,1,52.3,40.2
98,2,2.6771,12.7,21.8,0,1,0,1,0,50.7,41.2
98,3,0.6983,12.7,22.4,0,1,0,1,1,46.2,42.2
98,4,0.1907,12.7,25.1,0,1,1,1,0,40.6,43.2
98,5,2.6514,12.7,26.1,0,1,0,1,0,40.2,44.2
98,6,2.279,12.7,25.7,0,1,0,1,0,46.1,45.2
99,1,0.1413,12.0,9.1,0,1,1,1,1,36.9,26.3
99,2,-0.598,12.0,8.6,0,1,0,1,0,24.9,27.3
99,3,2.6593,12.0,10.5,0,1,1,1,0,43.9,28.3
99,4,2.3006,12.0,12.1,0,1,1,1,0,31.0,29.3
99,5,0.9265,12.0,12.2,0,1,1,1,1,32.3,30.3
99,6,1.8885,12.0,13.7,0,1,0,1,1,40.0,31.3
100,1,0.2374,11.4,13.2,0,0,0,1,0,39.2,31.2
100,2,1.9955,11.4,14.6,0,0,1,1,0,28.7,32.2
100,3,-1.9826,11.4,15.5,0,0,0,1,0,41.3,33.2
100,4,1.6623,11.4,16.0,0,0,0,1,0,47.7,34.2
100,5,-0.1714,11.4,17.6,0,0,0,1,1,31.0,35.2
100,6,1.9637,11.4,17.2,0,0,1,1,0,50.2,36.2
101,1,1.1995,8.5,10.6,0,0,0,1,0,27.5,25.5
101,2,1.3288,8.5,11.8,0,0,1,1,0,56.9,26.5
101,3,-0.9977,8.5,12.8,0,0,1,1,0,36.7,27.5
101,4,1.1572,8.5,13.8,0,0,1,1,0,41.2,28.5
101,5,2.2346,8.5,15.0,0,0,1,1,0,24.9,29.5
101,6,1.1763,8.5,16.6,0,0,0,1,0,39.5,30.5
102,1,2.1406,10.9,6.0,0,0,1,1,0,41.8,22.1
102,2,1.0799,10.9,5.5,0,0,0,1,0,39.3,23.1
102,3,1.3,10.9,5.9,0,0,1,1,0,35.5,24.1
102,4,1.6799,10.9,7.1,0,0,1,1,0,32.4,25.1
102,5,4.2808,10.9,8.6,0,0,0,1,1,49.0,26.1
102,6,-0.2451,10.9,9.8,0,0,0,1,0,40.2,27.1
103,1,-1.5041,11.1,8.4,0,0,1,0,0,52.3,26.3
103,2,2.07,11.1,8.9,0,0,1,0,0,35.8,27.3
103,3,4.5649,11.1,10.7,0,0,1,0,0,36.5,28.3
103,4,6.5223,11.1,12.4,0,0,1,0,0,46.5,29.3
103,5,1.7912,11.1,13.8,0,0,0,0,0,27.0,30.3
103,6,1.7477,11.1,13.6,0,0,0,0,0,30.3,31.3
104,1,2.3397,10.0,13.4,0,1,1,0,0,48.8,29.8
104,2,2.0448,10.0,13.9,0,1,0,0,0,30.6,30.8
104,3,2.4192,10.0,15.8,0,1,0,0,1,25.4,31.8
104,4,3.6803,10.0,15.9,0,1,1,0,1,54.9,32.8
104,5,2.8068,10.0,18.4,0,1,1,0,0,28.8,33.8
104,6,1.9595,10.0,17.0,0,1,0,0,0,41.5,34.8
105,1,1.6684,11.6,9.5,0,0,0,0,0,40.6,27.4
105,2,2.2551,11.6,11.1,0,0,1,0,0,17.5,28.4
105,3,1.7564,11.6,12.0,0,0,1,0,0,37.9,29.4
105,4,1.9486,11.6,15.5,0,0,1,0,1,43.6,30.4
105,5,-2.3494,11.6,14.2,0,0,0,0,0,42.8,31.4
105,6,0.7277,11.6,13.8,0,0,1,0,1,47.2,32.4
106,1,2.1383,13.0,6.7,0,0,1,1,0,36.9,25.8
106,2,3.5414,13.0,6.1,0,0,0,1,1,45.7,26.8
106,3,1.4083,13.0,8.8,0,0,0,1,0,34.5,27.8
106,4,2.2311,13.0,9.0,0,0,0,1,0,28.7,28.8
106,5,1.8002,13.0,11.8,0,0,1,1,0,29.6,29.8
106,6,0.245,13.0,11.3,0,0,1,1,0,28.3,30.8
107,1,5.9288,16.7,0.0,0,0,1,0,0,48.1,21.6
107,2,3.9358,16.7,0.0,0,0,1,0,0,27.9,22.6
107,3,-0.9677,16.7,2.6,0,0,0,0,0,42.2,23.6
107,4,2.9325,16.7,1.5,0,0,1,0,0,37.9,24.6
107,5,1.6344,16.7,4.7,0,0,1,0,1,39.2,25.6
107,6,9.3987,16.7,4.7,0,0,1,0,0,50.9,26.6
108,1,1.3501,12.4,11.5,0,0,1,1,0,36.5,29.5
108,2,1.0203,12.4,12.4,0,0,0,1,0,44.9,30.5
108,3,2.3224,12.4,13.5,0,0,1,1,1,40.3,31.5
108,4,3.3673,12.4,12.1,0,0,1,1,0,38.8,32.5
108,5,0.8441,12.4,14.8,0,0,1,1,0,58.4,33.5
108,6,2.7545,12.4,16.9,0,0,1,1,0,28.5,34.5
109,1,-0.9114,12.6,2.3,0,1,1,1,1,50.3,21.0
109,2,3.9723,12.6,1.9,0,1,0,1,1,45.3,22.0
109,3,-0.6729,12.6,4.3,0,1,0,1,0,36.2,23.0
109,4,3.9169,12.6,7.0,0,1,0,1,0,53.0,24.0
109,5,1.7036,12.6,7.6,0,1,0,1,0,25.2,25.0
109,6,1.5802,12.6,7.3,0,1,0,1,0,35.8,26.0
110,1,5.2935,11.8,17.7,0,0,0,1,0,30.3,34.6
110,2,6.5605,11.8,17.4,0,0,1,1,0,43.3,35.6
110,3,2.3732,11.8,17.0,0,0,1,1,1,31.1,36.6
110,4,0.1815,11.8,18.8,0,0,1,1,0,43.5,37.6
110,5,1.8657,11.8,22.3,0,0,0,1,0,38.5,38.6
110,6,1.9123,11.8,21.5,0,0,0,1,0,36.2,39.6
111,1,1.5747,7.2,17.0,0,0,0,0,0,43.1,30.5
111,2,1.8776,7.2,18.0,0,0,1,0,1,37.9,31.5
111,3,-1.6101,7.2,21.2,0,0,0,0,0,31.3,32.5
111,4,2.2038,7.2,21.9,0,0,1,0,0,62.4,33.5
111,5,2.2266,7.2,23.5,0,0,1,0,0,36.1,34.5
111,6,0.2334,7.2,22.1,0,0,1,0,0,22.3,35.5
112,1,1.9177,11.9,3.6,0,0,1,1,1,33.3,21.3
112,2,1.7701,11.9,2.8,0,0,1,1,0,29.9,22.3
112,3,2.3643,11.9,6.8,0,0,1,1,1,46.6,23.3
112,4,-0.5149,11.9,5.2,0,0,1,1,0,42.6,24.3
112,5,2.1368,11.9,7.5,0,0,0,1,1,43.2,25.3
112,6,0.949,11.9,7.2,0,0,0,1,0,37.0,26.3
113,1,2.0764,12.2,9.4,0,0,0,0,1,37.8,28.1
113,2,3.0068,12.2,10.2,0,0,1,0,0,37.0,29.1
113,3,2.6523,12.2,11.4,0,0,0,0,0,39.4,30.1
113,4,0.1851,12.2,12.5,0,0,0,0,0,46.7,31.1
113,5,2.3278,12.2,13.4,0,0,1,0,0,42.7,32.1
113,6,5.6414,12.2,15.8,0,0,1,0,0,44.0,33.1
114,1,-0.386,18.2,0.2,1,1,1,1,0,44.0,25.5
114,2,3.7758,18.2,2.5,1,1,1,1,1,47.1,26.5
114,3,2.4939,18.2,4.5,1,1,0,1,0,42.3,27.5
114,4,3.0494,18.2,3.8,1,1,0,1,1,42.9,28.5
114,5,0.8432,18.2,4.6,1,1,1,1,1,49.5,29.5
114,6,0.7464,18.2,6.1,1,1,0,1,0,34.7,30.5
115,1,3.9209,11.5,15.6,0,1,0,0,0,33.2,31.9
115,2,1.4693,11.5,15.6,0,1,0,0,0,30.5,32.9
115,3,-0.6113,11.5,15.9,0,1,1,0,0,41.5,33.9
115,4,2.1858,11.5,17.9,0,1,0,0,0,25.2,34.9
115,5,0.3703,11.5,17.3,0,1,1,0,1,43.7,35.9
115,6,3.0454,11.5,20.1,0,1,0,0,0,39.1,36.9
116,1,2.7172,12.8,19.7,0,1,1,0,0,49.1,38.0
116,2,4.0932,12.8,20.0,0,1,1,0,0,34.6,39.0
116,3,3.4634,12.8,20.5,0,1,0,0,1,38.4,40.0
116,4,0.353,12.8,21.4,0,1,1,0,0,49.0,41.0
116,5,1.9793,12.8,23.8,0,1,1,0,0,51.1,42.0
116,6,3.3914,12.8,25.5,0,1,1,0,0,34.6,43.0
117,1,1.5125,11.9,0.2,0,1,0,1,0,41.5,18.7
117,2,5.4487,11.9,2.3,0,1,1,1,1,42.4,19.7
117,3,2.6378,11.9,0.7,0,1,0,1,1,43.0,20.7
117,4,-2.3911,11.9,3.3,0,1,1,1,0,37.9,21.7
117,5,3.6301,11.9,4.8,0,1,1,1,0,50.3,22.7
117,6,-0.0487,11.9,4.9,0,1,1,1,0,24.9,23.7
118,1,0.5939,9.1,14.7,0,0,1,0,0,36.6,30.7
118,2,2.6714,9.1,15.9,0,0,1,0,0,43.6,31.7
118,3,3.4341,9.1,17.9,0,0,1,0,0,43.7,32.7
118,4,2.0595,9.1,18.4,0,0,0,0,0,50.8,33.7
118,5,1.4894,9.1,17.4,0,0,0,0,1,49.6,34.7
118,6,1.6477,9.1,18.5,0,0,1,0,0,37.7,35.7
119,1,1.8844,14.9,7.6,0,1,1,0,1,50.4,29.0
119,2,1.6917,14.9,9.6,0,1,0,0,0,34.3,30.0
119,3,1.2601,14.9,7.4,0,1,1,0,0,47.4,31.0
119,4,2.8599,14.9,10.7,0,1,1,0,1,54.5,32.0
119,5,4.6984,14.9,11.7,0,1,0,0,0,49.7,33.0
119,6,1.702,14.9,14.6,0,1,0,0,0,40.8,34.0
120,1,0.298,13.9,13.8,1,0,0,1,0,37.3,34.0
120,2,3.2213,13.9,15.5,1,0,1,1,0,27.8,35.0
120,3,2.7288,13.9,16.3,1,0,1,1,1,42.5,36.0
120,4,4.4108,13.9,15.0,1,0,0,1,1,31.1,37.0
120,5,0.272,13.9,18.9,1,0,1,1,0,33.7,38.0
120,6,0.0921,13.9,19.4,1,0,1,1,0,30.5,39.0
121,1,2.1332,14.0,11.8,0,0,1,1,0,36.3,31.3
121,2,2.4482,14.0,16.2,0,0,1,1,0,39.8,32.3
121,3,1.9,14.0,11.2,0,0,0,1,0,42.2,33.3
121,4,2.3422,14.0,16.0,0,0,0,1,0,35.2,34.3
121,5,0.6402,14.0,15.0,0,0,0,1,0,48.6,35.3
121,6,2.0498,14.0,16.6,0,0,1,1,0,38.3,36.3
122,1,2.1516,9.7,9.7,0,1,1,1,0,33.7,25.5
122,2,1.5987,9.7,10.3,0,1,1,1,0,41.8,26.5
122,3,2.2528,9.7,11.2,0,1,1,1,0,55.7,27.5
122,4,1.7714,9.7,13.1,0,1,0,1,1,42.7,28.5
122,5,1.4732,9.7,12.2,0,1,1,1,1,37.1,29.5
122,6,1.3115,9.7,15.5,0,1,1,1,0,27.8,30.5
123,1,1.3796,15.5,6.2,0,0,1,1,0,38.2,28.1
123,2,-2.7791,15.5,6.4,0,0,0,1,1,41.9,29.1
123,3,2.431,15.5,8.1,0,0,1,1,1,36.9,30.1
123,4,3.5928,15.5,10.8,0,0,1,1,1,26.7,31.1
123,5,1.2542,15.5,10.0,0,0,1,1,0,33.2,32.1
123,6,-1.6396,15.5,11.9,0,0,0,1,1,51.6,33.1
124,1,4.9596,8.5,10.0,0,1,1,1,0,51.5,25.2
124,2,0.6483,8.5,12.5,0,1,0,1,0,32.9,26.2
124,3,0.0308,8.5,13.4,0,1,0,1,1,45.4,27.2
124,4,1.1045,8.5,15.6,0,1,1,1,0,30.6,28.2
124,5,2.1193,8.5,14.6,0,1,0,1,1,51.2,29.2
124,6,0.8822,8.5,16.4,0,1,1,1,0,42.0,30.2
125,1,2.7579,13.5,17.1,0,0,0,0,1,47.6,36.5
125,2,2.2522,13.5,19.3,0,0,1,0,0,26.3,37.5
125,3,0.6496,13.5,18.3,0,0,1,0,1,45.4,38.5
125,4,1.9615,13.5,20.7,0,0,1,0,0,39.9,39.5
125,5,3.3327,13.5,20.8,0,0,1,0,0,46.8,40.5
125,6,2.8318,13.5,21.9,0,0,0,0,0,47.3,41.5
126,1,-0.3952,17.5,6.7,0,0,1,0,0,40.5,30.1
126,2,0.0972,17.5,7.9,0,0,0,0,0,35.2,31.1
126,3,2.5661,17.5,8.5,0,0,1,0,0,46.2,32.1
126,4,3.633,17.5,9.9,0,0,0,0,0,39.5,33.1
126,5,1.5039,17.5,12.2,0,0,1,0,0,33.0,34.1
126,6,2.457,17.5,12.6,0,0,1,0,0,32.6,35.1
127,1,0.5685,9.5,26.8,0,1,1,0,1,28.2,41.4
127,2,1.0606,9.5,26.4,0,1,0,0,0,35.9,42.4
127,3,-1.9049,9.5,27.0,0,1,1,0,0,48.8,43.4
127,4,2.5101,9.5,29.8,0,1,1,0,0,41.4,44.4
127,5,1.4212,9.5,30.8,0,1,1,0,0,35.8,45.4
127,6,2.7288,9.5,32.4,0,1,0,0,0,46.4,46.4
128,1,2.5003,10.6,12.4,0,1,1,1,0,33.3,29.6
128,2,3.1948,10.6,13.8,0,1,0,1,1,40.8,30.6
128,3,1.272,10.6,13.4,0,1,1,1,0,38.6,31.6
128,4,0.7658,10.6,15.7,0,1,0,1,0,46.2,32.6
128,5,5.1772,10.6,18.0,0,1,0,1,0,27.4,33.6
128,6,2.6278,10.6,17.6,0,1,1,1,0,33.2,34.6
129,1,3.2734,12.2,8.1,0,0,1,1,0,26.9,25.7
129,2,-2.4957,12.2,8.3,0,0,1,1,1,37.9,26.7
129,3,1.5323,12.2,9.8,0,0,1,1,0,49.7,27.7
129,4,2.765,12.2,9.4,0,0,1,1,0,36.0,28.7
129,5,-0.3699,12.2,11.6,0,0,0,1,0,35.9,29.7
129,6,2.2517,12.2,9.5,0,0,1,1,1,47.0,30.7
130,1,1.5178,10.7,4.0,0,0,0,0,0,48.5,20.9
130,2,-2.2038,10.7,3.5,0,0,1,0,0,39.3,21.9
130,3,0.9001,10.7,7.4,0,0,0,0,0,45.5,22.9
130,4,1.1852,10.7,8.0,0,0,1,0,0,31.4,23.9
130,5,0.2208,10.7,8.6,0,0,1,0,1,51.0,24.9
130,6,2.2692,10.7,10.7,0,0,1,0,0,57.2,25.9
131,1,0.7412,8.1,4.1,0,0,1,0,0,44.2,19.2
131,2,1.0939,8.1,7.8,0,0,1,0,1,23.3,20.2
131,3,3.1693,8.1,8.0,0,0,0,0,0,35.5,21.2
131,4,1.4591,8.1,7.8,0,0,0,0,0,44.9,22.2
131,5,1.3833,8.1,10.2,0,0,1,0,0,36.6,23.2
131,6,2.2156,8.1,9.0,0,0,1,0,0,50.2,24.2
132,1,3.5032,12.2,1.5,0,0,1,1,0,44.7,20.5
132,2,-2.1509,12.2,2.7,0,0,1,1,1,34.3,21.5
132,3,1.3456,12.2,3.8,0,0,1,1,0,40.3,22.5
132,4,1.7496,12.2,4.3,0,0,0,1,0,32.8,23.5
132,5,1.0866,12.2,7.5,0,0,0,1,1,38.5,24.5
132,6,2.4751,12.2,7.1,0,0,0,1,0,35.6,25.5
133,1,5.0388,9.3,16.6,0,0,1,0,0,49.4,31.6
133,2,4.2399,9.3,16.7,0,0,0,0,0,56.9,32.6
133,3,1.2774,9.3,16.4,0,0,0,0,1,28.6,33.6
133,4,1.1989,9.3,19.5,0,0,1,0,1,24.6,34.6
