firm_id,month,returns,size,book_to_market,momentum,volatility,sector
26,55,2.2592,8.3894,0.5849,0.528,1.2334,Healthcare
26,56,-1.605,8.4415,0.6032,-0.3677,1.1539,Healthcare
26,57,-2.3227,8.2408,0.605,0.0221,1.3115,Healthcare
26,58,-0.7812,8.2798,0.5303,0.0147,0.4728,Healthcare
26,59,-0.7411,8.0612,0.586,-0.1533,0.3785,Healthcare
26,60,1.2084,8.0929,0.6245,0.2585,0.8169,Healthcare
27,1,1.0834,9.9172,1.1001,-0.071,0.6641,Healthcare
27,2,0.2474,9.9566,1.245,0.1316,0.2929,Healthcare
27,3,1.3606,9.8914,1.1091,-0.1798,0.7376,Healthcare
27,4,1.0913,9.9974,1.2391,0.1856,0.5902,Healthcare
27,5,1.8613,9.9596,1.11,0.7239,1.0814,Healthcare
27,6,-0.0101,10.1081,1.155,0.0843,0.0876,Healthcare
27,7,0.8645,9.9535,1.1481,0.097,0.4971,Healthcare
27,8,-0.6498,9.7723,1.0894,-0.2562,0.3606,Healthcare
27,9,1.0656,10.0135,1.1927,0.3527,0.6111,Healthcare
27,10,-0.125,9.9996,1.1952,0.0741,0.4702,Healthcare
27,11,0.4871,9.9148,1.1888,0.2179,0.2609,Healthcare
27,12,1.6396,10.0105,1.1453,0.3848,0.8464,Healthcare
27,13,2.2813,9.8934,1.1227,0.0457,1.2801,Healthcare
27,14,0.6169,10.034,1.2127,0.4063,0.3497,Healthcare
27,15,1.1649,10.2643,1.1684,0.4259,0.8903,Healthcare
27,16,1.1061,9.8204,1.12,0.202,0.8381,Healthcare
27,17,1.6372,9.9493,1.1685,0.1598,0.9003,Healthcare
27,18,1.6157,9.9333,1.074,0.1084,0.9789,Healthcare
27,19,0.9994,9.9576,1.1632,0.2685,0.7243,Healthcare
27,20,1.5011,10.103,1.1906,0.255,0.8107,Healthcare
27,21,1.0417,10.0553,1.1488,-0.329,0.5783,Healthcare
27,22,1.4359,10.0858,1.1933,-0.1015,0.7184,Healthcare
27,23,0.6579,10.004,1.1984,0.3872,0.3691,Healthcare
27,24,1.3308,9.8688,1.1715,0.1744,0.8369,Healthcare
27,25,-0.9104,9.8895,1.2462,0.0348,0.5429,Healthcare
27,26,1.2976,10.0756,1.2255,0.6286,0.7982,Healthcare
27,27,0.8813,10.0181,1.1891,0.3436,0.479,Healthcare
27,28,0.8598,10.127,1.1755,0.4239,0.5709,Healthcare
27,29,-0.0098,10.0303,1.145,0.0338,0.047,Healthcare
27,30,-1.8768,9.8827,1.1254,0.2156,1.1221,Healthcare
27,31,0.6812,9.9488,1.1976,0.0756,0.3661,Healthcare
27,32,1.0058,10.0575,1.1478,-0.2105,0.5542,Healthcare
27,33,0.947,10.072,1.1071,0.1591,0.5082,Healthcare
27,34,0.8925,10.0865,1.1177,0.0827,0.4501,Healthcare
27,35,0.6002,9.8961,1.1243,0.0777,0.6648,Healthcare
27,36,0.8586,9.8809,1.2454,0.3972,0.4411,Healthcare
27,37,-0.0114,9.982,1.2002,0.0668,0.0862,Healthcare
27,38,2.1387,10.145,1.1595,0.121,1.1349,Healthcare
27,39,0.5205,9.9316,1.1785,0.1356,0.2904,Healthcare
27,40,1.0054,10.0465,1.1843,0.2508,0.5908,Healthcare
27,41,0.1806,10.0465,1.1143,0.1894,0.1954,Healthcare
27,42,0.0801,10.077,1.0994,0.3061,0.0865,Healthcare
27,43,-0.0672,10.1674,1.2103,-0.285,0.1457,Healthcare
27,44,0.7629,10.1572,1.0903,0.1433,0.5356,Healthcare
27,45,1.0575,9.9415,1.1569,0.0664,0.6389,Healthcare
27,46,-0.5846,9.7912,1.1217,-0.2949,0.6348,Healthcare
27,47,-0.0884,9.9331,1.1688,-0.3328,0.0663,Healthcare
27,48,-0.4713,10.0085,1.1451,-0.0884,0.5096,Healthcare
27,49,0.9234,9.9648,1.1845,-0.0955,0.4853,Healthcare
27,50,0.9003,10.1978,1.0422,0.0282,0.5345,Healthcare
27,51,1.3909,10.0028,1.2138,0.1384,0.7204,Healthcare
27,52,1.1691,10.0663,1.1945,0.2482,0.7237,Healthcare
27,53,0.786,10.0227,1.2083,-0.2714,0.4566,Healthcare
27,54,0.6069,9.9663,1.2026,-0.171,0.3937,Healthcare
27,55,-0.099,9.8085,1.1735,-0.1609,0.0764,Healthcare
27,56,0.8229,9.9931,1.1257,0.0643,0.5076,Healthcare
27,57,-0.7469,10.3264,1.1797,0.1084,0.5734,Healthcare
27,58,0.2649,9.8765,1.1722,0.3997,0.5412,Healthcare
27,59,0.3327,9.8195,1.2016,-0.1751,0.2165,Healthcare
27,60,-0.8985,10.1946,1.1889,0.3326,0.5346,Healthcare
28,1,-0.1254,8.3791,0.7531,-0.3443,0.2918,Finance
28,2,0.2413,8.3236,0.77,0.1058,0.2431,Finance
28,3,2.3137,8.4411,0.7745,0.2655,1.3588,Finance
28,4,1.9877,8.2217,0.8028,0.29,1.2244,Finance
28,5,2.915,8.2942,0.8352,0.6074,1.656,Finance
28,6,0.5835,8.4004,0.7782,0.8133,0.7473,Finance
28,7,0.107,8.5159,0.7747,0.2216,0.2508,Finance
28,8,0.3675,8.188,0.7372,-0.2955,0.2028,Finance
28,9,2.1209,8.4329,0.7312,1.2427,1.3028,Finance
28,10,1.541,8.343,0.7121,0.4426,0.7845,Finance
28,11,-2.8626,8.3211,0.5884,0.4091,1.5072,Finance
28,12,-0.0877,8.3041,0.7064,-0.0281,0.1087,Finance
28,13,-0.602,8.1664,0.7397,0.0634,0.3266,Finance
28,14,-0.5547,8.4012,0.7331,-0.1476,0.2944,Finance
28,15,-0.7923,8.2266,0.7712,0.3017,0.4474,Finance
28,16,0.9819,8.1969,0.7082,-0.0391,0.6649,Finance
28,17,0.6322,8.3934,0.7104,0.3156,0.3507,Finance
28,18,1.1354,8.3838,0.6427,-0.1219,1.0943,Finance
28,19,0.3288,8.3127,0.7719,0.3851,0.1652,Finance
28,20,0.9669,8.4128,0.704,0.1848,0.6097,Finance
28,21,-0.6341,8.4474,0.7126,0.4815,0.4398,Finance
28,22,-0.8007,8.4357,0.7766,0.7334,0.4484,Finance
28,23,1.1254,8.252,0.7042,0.185,0.6984,Finance
28,24,0.2303,8.4063,0.7674,0.5096,0.2387,Finance
28,25,-0.6729,8.326,0.688,0.511,0.5111,Finance
28,26,-1.1408,8.4774,0.7473,0.0936,0.8802,Finance
28,27,0.3986,8.2925,0.7179,0.178,0.2152,Finance
28,28,-0.0371,8.2692,0.7351,0.1814,0.2891,Finance
28,29,0.4224,8.2435,0.824,-0.0309,0.2143,Finance
28,30,2.0961,8.3238,0.6664,-0.0281,1.0576,Finance
28,31,0.1047,8.3515,0.8195,0.4674,0.4095,Finance
28,32,1.8919,8.3534,0.7024,-0.1131,1.1294,Finance
28,33,1.8956,8.3398,0.7918,0.0552,1.1022,Finance
28,34,2.1584,8.3719,0.8017,0.002,1.1886,Finance
28,35,1.1947,8.2826,0.7699,0.2381,0.8245,Finance
28,36,-0.9635,8.2176,0.6874,0.7901,0.6776,Finance
28,37,1.3148,8.2089,0.762,0.0432,0.7206,Finance
28,38,0.5367,8.4023,0.8764,-0.3324,0.3709,Finance
28,39,-0.7194,8.3519,0.7489,0.1319,0.4585,Finance
28,40,0.0446,8.1193,0.7433,-0.1919,0.1076,Finance
28,41,0.2473,8.4145,0.7385,0.1771,0.2954,Finance
28,42,-0.0775,8.4929,0.7742,-0.1286,0.2887,Finance
28,43,-0.2374,8.2333,0.744,0.1489,0.5848,Finance
28,44,0.1033,8.3385,0.7626,-0.2581,0.1316,Finance
28,45,0.6718,8.2575,0.7338,0.0203,0.5158,Finance
28,46,0.7076,8.3677,0.6966,-0.1979,0.478,Finance
28,47,0.9498,8.1882,0.8645,0.476,0.5049,Finance
28,48,-0.1509,8.2977,0.7435,-0.1173,0.1301,Finance
28,49,1.0765,8.403,0.9083,0.2663,0.822,Finance
28,50,0.6008,8.4284,0.7696,0.1537,0.5478,Finance
28,51,0.4884,8.3475,0.7784,0.1597,0.5303,Finance
28,52,-0.0261,8.2709,0.7329,0.2119,0.0196,Finance
28,53,-0.2518,8.1456,0.7187,0.2809,0.8166,Finance
28,54,1.7158,8.2291,0.734,0.4919,0.9801,Finance
28,55,2.1541,8.2579,0.7068,0.38,1.1828,Finance
28,56,-0.9568,8.2351,0.7021,0.5578,0.6773,Finance
28,57,0.3082,8.3108,0.8376,-0.2192,0.1753,Finance
28,58,-0.7524,8.2707,0.7884,-0.3024,0.4151,Finance
28,59,-2.0668,8.3221,0.8233,0.5972,1.4606,Finance
28,60,-0.5035,8.4251,0.8046,0.2687,0.2865,Finance
29,1,0.1604,6.7566,1.0354,-0.2192,0.1417,Energy
29,2,-2.2537,6.6589,0.9885,0.0161,1.1693,Energy
29,3,1.3831,6.727,1.0425,0.2611,0.7906,Energy
29,4,-1.4937,6.8556,1.0701,0.0859,0.9913,Energy
29,5,0.9697,6.865,1.1227,0.2837,0.7575,Energy
29,6,-1.9707,6.8378,1.0628,-0.2524,1.0443,Energy
29,7,-0.7418,6.9273,1.2138,0.0909,0.3825,Energy
29,8,-0.4816,6.7786,1.0439,0.1353,0.2587,Energy
29,9,-0.2352,7.0024,1.0951,-0.112,0.372,Energy
29,10,0.2363,6.879,1.0356,0.015,0.2021,Energy
29,11,-0.3899,6.5449,1.0858,-0.039,0.4532,Energy
29,12,1.5637,6.9773,1.0592,-0.2328,0.784,Energy
29,13,-1.3369,6.7205,1.0531,-0.0852,0.6738,Energy
29,14,1.173,6.6938,1.0346,0.1573,0.6433,Energy
29,15,-0.6878,6.8496,1.0729,-0.1924,0.3782,Energy
29,16,0.6244,6.6234,1.1073,-0.1025,0.4676,Energy
29,17,-3.5877,6.7277,1.0168,-0.4109,1.9259,Energy
29,18,-1.494,6.9529,1.0631,0.5321,1.0841,Energy
29,19,1.285,6.8528,1.0902,0.3778,0.8755,Energy
29,20,2.2329,6.8784,1.0996,0.4614,1.1324,Energy
29,21,-0.7323,6.7315,1.1587,0.2083,0.6933,Energy
29,22,-1.0859,6.6434,1.0944,0.1883,0.5621,Energy
29,23,0.4094,6.8679,1.0455,0.0367,0.2375,Energy
29,24,-0.634,6.8902,1.0371,0.4901,0.4225,Energy
29,25,-0.1263,6.8857,1.0365,0.1071,0.0809,Energy
29,26,0.3959,6.8181,1.0337,-0.4881,0.2365,Energy
29,27,0.9606,6.7005,1.0763,-0.4799,0.5693,Energy
29,28,-0.5518,7.041,1.0865,0.209,0.3187,Energy
29,29,0.1149,6.8452,1.1067,-0.1879,0.497,Energy
29,30,-2.3094,6.7798,1.0988,0.1292,1.1812,Energy
29,31,0.5715,6.7803,1.1278,0.3277,0.4135,Energy
29,32,-0.7032,6.8122,1.0321,-0.1489,0.4549,Energy
29,33,0.8498,6.9042,1.1473,0.0101,0.5153,Energy
29,34,-1.0121,6.8162,1.034,0.021,0.546,Energy
29,35,0.5478,6.8831,1.0829,-0.16,0.3057,Energy
29,36,-0.0293,6.8123,1.0558,-0.3287,0.0689,Energy
29,37,0.6403,6.786,1.0643,-0.2277,0.4548,Energy
29,38,-1.568,6.8613,1.0991,-0.3481,0.9144,Energy
29,39,-2.3824,6.8575,0.9936,0.0467,1.4133,Energy
29,40,2.0175,6.7802,1.024,0.0426,1.063,Energy
29,41,-0.8075,6.7223,1.103,-0.0581,0.5892,Energy
29,42,-0.1908,6.8314,1.0654,-0.326,0.4161,Energy
29,43,-0.4292,6.805,1.0527,0.4316,0.5073,Energy
29,44,1.3459,6.7417,1.0095,-0.0868,0.767,Energy
29,45,-0.0288,6.713,1.053,0.87,0.1768,Energy
29,46,-1.759,6.8383,1.0996,0.3596,1.1467,Energy
29,47,-0.1741,6.8522,1.0373,-0.5187,0.1124,Energy
29,48,-0.1213,6.7612,1.1337,0.4703,0.5338,Energy
29,49,0.0552,6.7392,1.1193,-0.1107,0.1659,Energy
29,50,-2.8485,6.7142,1.048,-0.1781,1.474,Energy
29,51,-0.3596,6.8354,1.0358,0.0184,0.2912,Energy
29,52,-0.3199,6.7168,0.9273,0.4401,0.3601,Energy
29,53,1.2208,7.0213,1.0117,0.257,0.8686,Energy
29,54,0.3695,6.7562,1.0086,0.1547,0.24,Energy
29,55,0.4373,6.5547,0.994,-0.1466,0.2815,Energy
29,56,0.9599,6.7942,1.0637,0.3829,0.7354,Energy
29,57,1.4868,6.7899,1.0811,-0.1952,1.0178,Energy
29,58,0.6241,6.9084,1.1562,0.4129,0.4864,Energy
29,59,0.382,6.826,1.0688,0.1999,0.3635,Energy
29,60,-0.7789,6.7138,0.9638,-0.0787,0.4329,Energy
30,1,0.2573,6.2781,0.3349,0.7377,0.5976,Energy
30,2,-1.4188,6.3395,0.4028,0.3736,0.9942,Energy
30,3,-2.4982,6.0903,0.3682,0.2676,1.5572,Energy
30,4,-0.6984,6.4406,0.4151,0.131,0.3819,Energy
30,5,-1.5247,6.2237,0.3466,-0.2431,1.3808,Energy
30,6,0.7574,6.4485,0.4299,0.1113,0.4672,Energy
30,7,2.939,6.346,0.3846,0.5813,1.6413,Energy
30,8,0.2107,6.3697,0.3859,-0.3133,0.4488,Energy
30,9,0.582,6.4217,0.3798,0.2702,0.3069,Energy
30,10,-1.1475,6.3641,0.334,0.5183,0.6312,Energy
30,11,-1.4308,6.3741,0.3694,0.5333,0.7843,Energy
30,12,0.0566,6.2903,0.387,-0.17,0.2514,Energy
30,13,-0.7163,6.344,0.3022,-0.0635,0.4107,Energy
30,14,-1.4034,6.248,0.3763,0.1303,0.776,Energy
30,15,0.7173,6.2724,0.433,0.2362,0.4302,Energy
30,16,-0.6394,6.5032,0.394,0.4845,0.6842,Energy
30,17,0.1005,6.226,0.4406,0.0397,0.0508,Energy
30,18,-0.0118,6.3222,0.3927,0.3837,0.0286,Energy
30,19,-1.8935,6.3181,0.3274,-0.6692,1.3421,Energy
30,20,0.8377,6.2757,0.4118,0.0202,0.56,Energy
30,21,1.9642,6.3582,0.3152,0.3834,0.9964,Energy
30,22,-0.1511,6.3657,0.3619,0.35,0.172,Energy
30,23,0.6415,6.2142,0.3585,-0.1875,0.7352,Energy
30,24,2.0323,6.3169,0.3384,0.408,1.2277,Energy
30,25,-0.915,6.1985,0.4912,-0.3261,0.5019,Energy
30,26,0.155,6.3856,0.3686,0.4589,0.163,Energy
30,27,0.2851,6.3244,0.4628,0.0387,0.2438,Energy
30,28,2.6941,6.315,0.3895,-0.0354,1.5641,Energy
30,29,0.2296,6.3727,0.3312,0.0106,0.3407,Energy
30,30,-1.0905,6.2792,0.3518,0.2137,0.5974,Energy
30,31,-0.9964,6.3982,0.3704,0.7241,0.6924,Energy
30,32,-3.1259,6.2119,0.3552,0.4654,2.1089,Energy
30,33,-4.7617,6.448,0.3586,-0.2442,2.3921,Energy
30,34,-0.3696,6.2517,0.401,-0.2124,0.4381,Energy
30,35,-3.1446,6.1372,0.3905,-0.4717,1.7073,Energy
30,36,0.057,6.2739,0.4068,0.1927,0.1004,Energy
30,37,-1.6429,6.2626,0.4486,0.0491,1.0554,Energy
30,38,-0.1154,6.2732,0.3487,0.2882,0.1168,Energy
30,39,1.9376,6.3299,0.428,-0.0503,1.03,Energy
30,40,-2.8333,6.4166,0.442,-0.0189,1.5207,Energy
30,41,0.0211,6.2876,0.437,-0.3356,0.1023,Energy
30,42,-0.4968,6.2376,0.2843,0.431,0.2698,Energy
30,43,2.6997,6.1941,0.4622,-0.0806,1.3537,Energy
30,44,-1.248,6.26,0.3405,-0.1507,0.7742,Energy
30,45,-1.113,6.118,0.2802,0.39,0.6177,Energy
30,46,2.7081,6.2343,0.4609,-0.3427,1.4652,Energy
30,47,-0.7042,6.4312,0.398,0.2649,0.3866,Energy
30,48,-0.4914,6.2244,0.4,-0.1304,0.3715,Energy
30,49,-0.5301,6.3696,0.3557,0.0652,0.3253,Energy
30,50,-1.3335,6.1841,0.3814,-0.4804,0.8083,Energy
30,51,-0.4243,6.4839,0.3653,0.2733,0.3816,Energy
30,52,1.1456,6.4905,0.3411,0.715,0.5733,Energy
30,53,1.757,6.3659,0.3734,-0.2789,0.9631,Energy
30,54,-0.0775,6.5059,0.3779,0.4465,0.2329,Energy
30,55,1.025,6.3424,0.3062,0.0858,0.7145,Energy
30,56,0.9867,6.3836,0.3751,0.2604,0.5652,Energy
30,57,0.7724,6.433,0.2829,-0.254,0.6442,Energy
30,58,0.1524,6.3247,0.4683,-0.2096,0.2338,Energy
30,59,-3.0366,6.1515,0.3672,0.1262,2.1974,Energy
30,60,-1.0045,6.3857,0.3187,0.0351,0.61,Energy
31,1,-0.0376,9.5851,0.491,0.1447,0.0894,Healthcare
31,2,-0.4775,9.5926,0.428,-0.3391,0.6164,Healthcare
31,3,-0.1324,9.6621,0.4639,0.2831,0.1437,Healthcare
31,4,-1.6663,9.6889,0.4881,0.2165,0.9865,Healthcare
31,5,-1.1366,9.6473,0.4145,0.4318,0.8304,Healthcare
31,6,2.0231,9.6959,0.5628,0.195,1.1041,Healthcare
31,7,-0.3795,9.5616,0.5676,0.7767,0.2772,Healthcare
31,8,0.9435,9.628,0.439,0.7023,0.5228,Healthcare
31,9,0.6611,9.7172,0.4091,0.1052,0.8216,Healthcare
31,10,0.9889,9.8096,0.4388,0.0933,0.9268,Healthcare
31,11,0.3583,9.8449,0.4415,-0.149,0.2732,Healthcare
31,12,1.3677,9.6756,0.5208,-0.3068,0.7433,Healthcare
31,13,0.7251,9.7163,0.4397,0.0316,0.383,Healthcare
31,14,2.3594,9.8305,0.4072,-0.0932,1.2771,Healthcare
31,15,-1.0013,9.5652,0.4704,-0.1356,0.8373,Healthcare
31,16,-1.4493,9.6953,0.3908,0.2054,1.0297,Healthcare
31,17,1.92,9.7091,0.5187,-0.3728,0.9786,Healthcare
31,18,0.1659,9.7771,0.4953,-0.2548,0.1827,Healthcare
31,19,0.0474,9.5186,0.4353,-0.4915,0.2773,Healthcare
31,20,0.1798,9.5384,0.4408,-0.3058,0.3602,Healthcare
31,21,0.365,9.6344,0.4778,-0.0812,0.591,Healthcare
31,22,0.6688,9.6701,0.4102,0.3424,0.3685,Healthcare
31,23,0.9184,9.7446,0.4259,0.6798,0.5396,Healthcare
31,24,0.2726,9.6841,0.454,-0.4182,0.5996,Healthcare
31,25,-0.0028,9.6172,0.3994,0.3631,0.0488,Healthcare
31,26,0.7243,9.674,0.4426,-0.189,0.4233,Healthcare
31,27,-1.9991,9.6624,0.4117,0.149,1.0379,Healthcare
31,28,0.0584,9.8068,0.5366,0.273,0.1453,Healthcare
31,29,-1.6155,9.6489,0.4451,0.5217,0.9209,Healthcare
31,30,0.3823,9.594,0.418,0.8188,0.446,Healthcare
31,31,0.488,9.6773,0.499,0.4128,0.3239,Healthcare
31,32,0.5799,9.6522,0.4339,-0.0425,0.3332,Healthcare
31,33,-0.9164,9.4752,0.4102,-0.3616,0.7247,Healthcare
31,34,0.5787,9.6307,0.5097,0.1697,0.4466,Healthcare
31,35,1.1436,9.6222,0.4492,0.2938,0.5973,Healthcare
31,36,-0.2916,9.5779,0.5074,-0.2464,0.2724,Healthcare
31,37,0.4097,9.7359,0.4646,0.3327,0.2973,Healthcare
31,38,3.0303,9.5537,0.4718,-0.0284,1.7956,Healthcare
31,39,-0.5022,9.6779,0.4935,-0.2391,0.3892,Healthcare
31,40,1.1535,9.6175,0.4336,0.141,0.8117,Healthcare
31,41,0.1705,9.6431,0.4248,-0.1708,0.1787,Healthcare
31,42,1.6847,9.6735,0.5254,-0.2469,1.4322,Healthcare
31,43,0.4657,9.5015,0.4943,0.1861,0.4741,Healthcare
31,44,-0.3834,9.6515,0.4619,0.2246,0.3286,Healthcare
31,45,-0.491,9.8612,0.5051,-0.0096,0.4968,Healthcare
31,46,-1.2833,9.4766,0.4923,0.1824,0.6996,Healthcare
31,47,0.5183,9.6265,0.5125,0.4425,0.8279,Healthcare
31,48,0.2659,9.7446,0.4082,0.3496,0.2134,Healthcare
31,49,0.4585,9.6625,0.4621,-0.1478,0.2986,Healthcare
31,50,-0.6147,9.7011,0.5218,0.1084,0.5397,Healthcare
31,51,-0.8725,9.3947,0.5492,-0.1097,0.5856,Healthcare
31,52,1.5479,9.6921,0.4385,-0.3201,0.9933,Healthcare
31,53,-0.9271,9.5561,0.4733,0.2928,0.6904,Healthcare
31,54,1.5206,9.6633,0.4663,0.4008,0.9121,Healthcare
31,55,-0.1955,9.6294,0.4031,-0.0422,0.3769,Healthcare
31,56,-0.1372,9.8601,0.4509,0.1704,0.263,Healthcare
31,57,-0.7049,9.687,0.3864,0.5642,0.4817,Healthcare
31,58,1.0267,9.621,0.4569,0.4075,0.7282,Healthcare
31,59,0.4685,9.4813,0.4134,-0.0759,0.3376,Healthcare
31,60,-0.1711,9.6444,0.4738,0.0761,0.1852,Healthcare
32,1,0.3425,9.0257,0.7233,-0.1124,0.2335,Energy
32,2,0.5522,8.9354,0.7225,0.1688,0.5579,Energy
32,3,1.9354,8.8928,0.8164,0.1121,1.0211,Energy
32,4,-0.1581,8.8862,0.7423,-0.2459,0.1225,Energy
32,5,-0.067,8.9969,0.8327,-0.0368,0.0707,Energy
32,6,1.8807,9.0194,0.7611,-0.5195,1.1024,Energy
32,7,0.2903,9.0795,0.7795,-0.2117,0.1785,Energy
32,8,1.3946,8.8439,0.6953,0.2238,1.0005,Energy
32,9,0.6897,8.996,0.7041,0.143,0.5245,Energy
32,10,-0.3535,8.9312,0.7396,0.3841,0.4107,Energy
32,11,1.4699,8.9342,0.7994,0.1158,0.7577,Energy
32,12,0.4716,8.9836,0.7206,0.0411,0.2381,Energy
32,13,-0.3032,8.9842,0.6672,0.6574,0.1643,Energy
32,14,0.0233,8.9963,0.7587,-0.0018,0.1812,Energy
32,15,2.0553,8.8377,0.742,-0.0155,1.044,Energy
32,16,3.2151,8.8684,0.7112,0.1149,1.7034,Energy
32,17,0.4001,9.092,0.7201,-0.1333,0.4438,Energy
32,18,0.8217,8.9214,0.6952,0.1771,0.4773,Energy
32,19,1.4969,8.974,0.7849,-0.1173,0.7557,Energy
32,20,0.0264,9.0489,0.7399,-0.0294,0.3356,Energy
32,21,0.9631,8.9898,0.7508,-0.1236,0.6663,Energy
32,22,-0.4522,8.9981,0.7089,-0.4333,0.2315,Energy
32,23,1.5353,9.0329,0.8056,-0.6249,0.8265,Energy
32,24,0.7569,8.7317,0.7498,-0.3271,0.4483,Energy
32,25,-0.5769,8.8944,0.6317,0.4423,0.593,Energy
32,26,0.8165,8.9903,0.7618,0.1225,0.4217,Energy
32,27,-1.2979,9.0822,0.7255,-0.044,0.8694,Energy
32,28,0.3744,8.95,0.7306,-0.2119,0.7355,Energy
32,29,0.5427,8.8589,0.7884,0.4783,0.3444,Energy
32,30,-0.1933,8.8616,0.7432,-0.0925,0.1003,Energy
32,31,-1.2359,9.0318,0.8244,-0.1535,0.6591,Energy
32,32,0.4329,8.9216,0.744,-0.4676,0.2368,Energy
32,33,-0.9924,8.9427,0.7154,-0.5693,0.7296,Energy
32,34,0.0935,9.0049,0.6481,0.2384,0.1117,Energy
32,35,-0.6032,8.6533,0.7029,0.6059,0.6445,Energy
32,36,-0.8898,9.1435,0.7226,0.1889,0.8128,Energy
32,37,1.7303,8.8703,0.8121,0.185,0.9341,Energy
32,38,2.8941,8.9676,0.7157,0.6389,1.5863,Energy
32,39,-0.702,8.7729,0.8209,0.2503,0.7838,Energy
32,40,1.8146,8.9012,0.6813,0.0977,0.9208,Energy
32,41,1.6785,9.0679,0.7001,0.2678,1.0616,Energy
32,42,-0.9241,8.7518,0.7951,0.3709,0.4696,Energy
32,43,0.2427,9.056,0.709,0.2528,0.2093,Energy
32,44,1.0876,8.916,0.7937,-0.0457,0.6516,Energy
32,45,-0.5247,8.9921,0.6974,0.222,0.3819,Energy
32,46,1.7229,9.0092,0.7024,-0.1079,1.1451,Energy
32,47,1.3201,8.9876,0.7708,0.0907,0.6947,Energy
32,48,0.6947,8.8569,0.6981,0.2192,0.4346,Energy
32,49,-0.3385,8.907,0.725,0.6516,0.2174,Energy
32,50,1.365,8.7973,0.7585,0.2316,0.8164,Energy
32,51,0.681,8.9926,0.7261,0.1049,0.463,Energy
32,52,1.9136,9.1136,0.7106,-0.0201,1.1892,Energy
32,53,0.534,8.761,0.6784,-0.0752,0.2963,Energy
32,54,-0.3004,8.8672,0.8112,-0.016,0.4042,Energy
32,55,0.3135,8.9252,0.8206,0.1121,0.221,Energy
32,56,0.6917,8.9607,0.7552,0.3747,0.472,Energy
32,57,0.3199,9.0313,0.7271,-0.2823,0.1989,Energy
32,58,1.9121,8.9282,0.7299,0.3298,1.0534,Energy
32,59,1.5246,8.9118,0.7804,-0.0696,0.7896,Energy
32,60,0.8144,9.0537,0.7903,-0.1103,0.5806,Energy
33,1,-0.7711,7.4952,0.1789,0.2532,0.3925,Energy
33,2,-0.5422,7.4829,0.2596,-0.0125,0.4089,Energy
33,3,-1.2587,7.4403,0.2367,0.2429,0.838,Energy
33,4,0.5465,7.5273,0.2588,0.2164,0.5934,Energy
33,5,-1.0617,7.3634,0.1258,0.3417,0.7862,Energy
33,6,-0.3194,7.3498,0.185,0.4955,0.4971,Energy
33,7,0.3192,7.5036,0.1973,-0.416,0.3026,Energy
33,8,-0.8635,7.2665,0.1825,0.1613,0.4398,Energy
33,9,-0.34,7.4382,0.3018,-0.1219,0.6989,Energy
33,10,2.2392,7.3974,0.1854,0.2254,1.3454,Energy
33,11,-1.3704,7.2884,0.2293,-0.3217,0.8201,Energy
33,12,0.5129,7.3359,0.2136,0.1153,0.3488,Energy
33,13,-0.7925,7.4181,0.1914,-0.4646,0.4116,Energy
33,14,-1.6571,7.5324,0.1705,0.113,0.8301,Energy
33,15,0.1738,7.3637,0.3087,0.1017,0.1726,Energy
33,16,0.0787,7.5504,0.1948,-0.1018,0.5834,Energy
33,17,1.587,7.4353,0.2497,-0.0182,0.9054,Energy
33,18,0.343,7.5601,0.2054,-0.011,0.2462,Energy
33,19,-1.1795,7.3686,0.183,-0.3649,0.6809,Energy
33,20,-1.4677,7.4241,0.2113,-0.2889,0.787,Energy
33,21,0.3372,7.4659,0.2213,0.1564,0.7327,Energy
33,22,-0.7413,7.4111,0.1824,0.4204,0.3921,Energy
33,23,-1.2574,7.5243,0.1677,0.336,0.8069,Energy
33,24,-0.4507,7.2083,0.2297,-0.5087,0.3154,Energy
33,25,0.5663,7.6713,0.2117,0.472,0.308,Energy
33,26,0.1161,7.5148,0.1733,0.4903,0.191,Energy
33,27,-0.135,7.4117,0.159,-0.1241,0.203,Energy
33,28,-0.7326,7.3738,0.2234,-0.1183,0.396,Energy
33,29,1.4148,7.3424,0.11,-0.0553,0.8001,Energy
33,30,0.5179,7.4936,0.1929,0.1995,0.6023,Energy
33,31,-3.1155,7.5285,0.2127,0.009,1.5759,Energy
33,32,0.8056,7.4128,0.2928,0.2167,0.9593,Energy
33,33,-1.3362,7.5397,0.2064,-0.2907,0.6693,Energy
33,34,-0.5103,7.3383,0.1909,-0.2215,0.4014,Energy
33,35,-3.8264,7.3206,0.2201,-0.1627,2.0369,Energy
33,36,-0.4861,7.6104,0.1701,-0.1451,0.2448,Energy
33,37,0.05,7.4881,0.195,0.2282,0.1703,Energy
33,38,-0.1946,7.5687,0.2074,0.1737,0.3363,Energy
33,39,0.7302,7.3436,0.2374,0.2975,0.3741,Energy
33,40,0.4259,7.3367,0.1723,0.4245,0.3175,Energy
33,41,1.4718,7.3932,0.2056,0.2183,0.9323,Energy
33,42,2.4408,7.3466,0.1164,-0.4347,1.4566,Energy
33,43,-0.4618,7.4996,0.2318,-0.0254,0.4905,Energy
33,44,-1.5663,7.3539,0.1944,0.0151,0.7959,Energy
33,45,-0.6514,7.3119,0.3001,0.1774,0.4891,Energy
33,46,-0.707,7.4432,0.2235,-0.1831,0.5448,Energy
