firm_id,year,log_output,log_capital,log_labor,log_materials,profit,size,capital,labor,sector,exporter
150,2019,5.7309,7.6962,3.8374,6.9485,0.1904,5.6284,0.3692,-0.8834,Energy,1
150,2020,5.9319,7.5483,3.6396,6.9622,0.0736,4.1933,0.2701,-1.0372,Energy,1
150,2021,5.1647,7.7542,3.5971,7.1145,0.1929,5.2856,0.408,-1.0702,Energy,1
151,2010,5.1298,7.4853,4.1998,7.6997,-0.0647,4.8469,0.2279,-0.6017,Manufacturing,0
151,2011,5.0816,7.1854,4.1225,7.4051,-0.0062,4.7441,0.0269,-0.6618,Manufacturing,0
151,2012,4.9106,7.5006,4.0233,7.5926,0.1863,5.8852,0.2381,-0.7389,Manufacturing,0
151,2013,5.3608,7.4027,4.2632,7.5747,0.1718,4.3532,0.1725,-0.5525,Manufacturing,0
151,2014,5.458,7.0522,3.9732,7.6375,0.0831,5.0155,-0.0624,-0.7778,Manufacturing,0
151,2015,5.0057,7.2617,4.2118,7.4695,-0.092,5.1711,0.078,-0.5924,Manufacturing,0
151,2016,4.7516,7.351,4.0397,7.2792,-0.0376,6.5647,0.1379,-0.7261,Manufacturing,0
151,2017,5.2123,7.8113,3.8597,7.3691,-0.131,4.525,0.4463,-0.8661,Manufacturing,0
151,2018,5.2831,7.5451,4.2906,7.5302,-0.0936,4.7467,0.2679,-0.5312,Manufacturing,0
151,2019,4.1901,7.1667,4.162,7.8253,-0.085,5.2399,0.0143,-0.6311,Manufacturing,0
151,2020,4.8807,7.531,3.9952,7.3648,-0.0638,4.8639,0.2584,-0.7607,Manufacturing,0
151,2021,4.7501,7.1243,4.1225,7.6226,0.0224,4.5674,-0.0141,-0.6618,Manufacturing,0
152,2010,6.468,10.8995,3.3943,9.3369,-0.0918,6.9468,2.5158,-1.2278,Manufacturing,0
152,2011,6.2843,10.5887,3.5792,9.4246,-0.0604,6.2349,2.3076,-1.0841,Manufacturing,0
152,2012,6.2407,10.6642,3.0962,9.7055,-0.0258,5.815,2.3582,-1.4595,Manufacturing,0
152,2013,6.1268,10.9481,3.3019,9.5553,0.0014,6.8277,2.5484,-1.2996,Manufacturing,0
152,2014,6.4541,10.4255,3.6018,9.1542,0.0088,6.4809,2.1982,-1.0666,Manufacturing,0
152,2015,6.6925,10.4035,3.4174,9.288,0.016,6.0706,2.1835,-1.2098,Manufacturing,0
152,2016,6.106,10.5662,3.486,9.6537,-0.0053,6.1488,2.2925,-1.1565,Manufacturing,0
152,2017,5.9012,10.8906,3.2529,9.4308,0.1652,5.9637,2.5099,-1.3377,Manufacturing,0
152,2018,6.276,10.3791,3.7321,9.1727,0.1072,6.6717,2.1671,-0.9653,Manufacturing,0
152,2019,6.1646,10.1165,3.6335,9.2387,-0.031,5.9682,1.9911,-1.0419,Manufacturing,0
152,2020,6.6704,10.5927,3.4248,9.5432,0.0205,5.9389,2.3102,-1.2041,Manufacturing,0
152,2021,6.0144,10.7933,3.3942,9.6013,-0.027,5.7721,2.4447,-1.2279,Manufacturing,0
153,2010,4.9126,6.2834,4.0739,7.6947,-0.0703,4.56,-0.5776,-0.6996,Manufacturing,1
153,2011,4.5028,5.9508,4.2168,8.1862,-0.1502,3.9861,-0.8005,-0.5885,Manufacturing,1
153,2012,5.4261,5.9611,4.0625,7.8559,-0.0941,3.193,-0.7936,-0.7084,Manufacturing,1
153,2013,5.1933,6.2742,4.2452,7.6424,-0.0307,3.809,-0.5838,-0.5664,Manufacturing,1
153,2014,4.6066,5.6694,3.7811,7.528,-0.0822,3.8523,-0.989,-0.9272,Manufacturing,1
153,2015,4.4353,5.9657,3.7966,7.4961,-0.0474,4.019,-0.7905,-0.9152,Manufacturing,1
153,2016,4.5437,6.0815,3.7411,7.7582,-0.0821,4.0413,-0.7129,-0.9582,Manufacturing,1
153,2017,5.097,6.1332,3.9857,7.5934,-0.1393,4.071,-0.6782,-0.7681,Manufacturing,1
153,2018,4.6771,5.9414,3.9458,8.0259,-0.1297,3.4165,-0.8067,-0.7992,Manufacturing,1
153,2019,5.0456,6.0503,3.8967,7.9844,-0.0963,3.7569,-0.7338,-0.8373,Manufacturing,1
153,2020,5.4848,5.5457,4.0409,7.8177,-0.1935,4.577,-1.0719,-0.7253,Manufacturing,1
153,2021,4.809,5.9117,4.1043,7.4553,-0.0965,4.7053,-0.8266,-0.676,Manufacturing,1
154,2010,6.6095,6.2942,6.4745,8.8437,-0.0929,5.3784,-0.5703,1.1662,Manufacturing,0
154,2011,7.0716,6.007,6.6138,9.2293,0.0039,5.2324,-0.7628,1.2745,Manufacturing,0
154,2012,6.6352,6.2153,6.8264,8.8656,0.105,5.6079,-0.6232,1.4397,Manufacturing,0
154,2013,7.5588,6.2929,6.6332,9.2026,-0.0803,4.576,-0.5712,1.2895,Manufacturing,0
154,2014,7.3668,6.135,6.5836,9.0731,-0.3125,5.059,-0.677,1.251,Manufacturing,0
154,2015,7.0015,6.2376,6.8561,8.9885,-0.1936,4.6155,-0.6083,1.4628,Manufacturing,0
154,2016,6.5547,6.011,6.5099,8.8376,-0.0262,4.407,-0.7602,1.1937,Manufacturing,0
154,2017,6.8238,6.1622,6.6581,8.9593,0.0501,5.2626,-0.6588,1.3089,Manufacturing,0
154,2018,6.9591,6.3255,6.7526,9.0161,0.1268,5.6619,-0.5493,1.3824,Manufacturing,0
154,2019,7.1305,6.2349,6.6173,9.1847,0.0641,5.0057,-0.6101,1.2772,Manufacturing,0
154,2020,7.258,6.0862,6.8208,8.801,0.0561,5.9138,-0.7097,1.4354,Manufacturing,0
154,2021,6.644,6.2483,6.618,8.9256,-0.0157,5.2155,-0.6011,1.2778,Manufacturing,0
155,2010,4.8033,6.2082,4.1127,6.3243,0.031,3.9495,-0.628,-0.6694,Technology,0
155,2011,4.4698,5.6553,3.8826,6.4479,-0.0657,3.4491,-0.9985,-0.8483,Technology,0
155,2012,4.288,6.2971,4.0021,6.1336,-0.0794,4.8583,-0.5684,-0.7554,Technology,0
155,2013,4.0081,5.998,4.0133,6.052,-0.0292,4.2672,-0.7688,-0.7467,Technology,0
155,2014,4.4421,6.1504,3.8073,6.4501,-0.1907,4.5554,-0.6667,-0.9068,Technology,0
155,2015,3.9512,6.3047,3.5934,6.0117,-0.0966,2.9014,-0.5633,-1.073,Technology,0
155,2016,4.689,5.791,3.9555,6.5723,-0.0905,4.2045,-0.9076,-0.7916,Technology,0
155,2017,3.9972,5.9234,3.9123,6.2842,-0.0943,3.8795,-0.8188,-0.8252,Technology,0
155,2018,4.4798,6.0076,3.9848,6.0058,-0.0661,3.5024,-0.7624,-0.7688,Technology,0
155,2019,4.2739,5.9085,3.8674,6.2193,-0.0454,4.0832,-0.8288,-0.8601,Technology,0
155,2020,4.3132,6.4123,3.8369,6.3912,-0.0845,4.9031,-0.4912,-0.8838,Technology,0
155,2021,4.3775,5.8939,4.2027,6.2088,0.0571,5.3409,-0.8386,-0.5995,Technology,0
156,2010,5.9037,6.0557,4.9309,7.2371,0.0322,4.6282,-0.7302,-0.0335,Manufacturing,0
156,2011,5.4195,6.2077,5.2618,7.3811,0.1769,4.3278,-0.6283,0.2237,Manufacturing,0
156,2012,5.4533,5.9264,5.0656,7.1927,0.0561,4.0981,-0.8169,0.0711,Manufacturing,0
156,2013,5.3756,6.0876,5.1014,7.0457,0.0296,5.0558,-0.7088,0.099,Manufacturing,0
156,2014,5.6652,6.2303,5.1042,7.1733,-0.0016,4.148,-0.6132,0.1012,Manufacturing,0
156,2015,5.4926,6.1002,5.0312,7.5161,-0.0174,4.8707,-0.7003,0.0445,Manufacturing,0
156,2016,5.2676,6.1481,5.2374,7.5701,0.1029,4.7921,-0.6682,0.2047,Manufacturing,0
156,2017,5.3131,6.0609,5.3603,6.8291,-0.0367,4.7301,-0.7267,0.3003,Manufacturing,0
156,2018,6.1691,5.8639,5.2223,7.4513,-0.1465,3.7146,-0.8587,0.1929,Manufacturing,0
156,2019,5.8006,6.2311,5.1673,7.2831,0.0012,4.4872,-0.6126,0.1502,Manufacturing,0
156,2020,5.8528,6.5178,5.0038,7.4179,-0.0902,4.0309,-0.4205,0.0231,Manufacturing,0
156,2021,5.6053,6.1705,5.2293,7.123,-0.02,4.3599,-0.6533,0.1984,Manufacturing,0
157,2010,5.8841,6.089,4.72,9.0761,0.1934,4.9191,-0.7079,-0.1974,Energy,1
157,2011,5.7831,6.1825,4.3395,9.5467,0.1687,5.0086,-0.6452,-0.4932,Energy,1
157,2012,5.8764,5.7901,4.3402,9.2416,-0.0358,4.304,-0.9082,-0.4927,Energy,1
157,2013,5.8948,6.3844,4.3124,9.1521,0.0559,4.2008,-0.5099,-0.5142,Energy,1
157,2014,5.4304,6.0844,4.3231,9.1661,-0.0584,5.1332,-0.7109,-0.5059,Energy,1
157,2015,5.9212,6.3703,3.9848,9.5499,0.0166,4.0888,-0.5194,-0.7689,Energy,1
157,2016,5.1079,5.8973,4.4573,9.4577,-0.0336,3.718,-0.8363,-0.4016,Energy,1
157,2017,6.0892,6.4075,4.2697,9.5863,-0.0297,4.8329,-0.4944,-0.5474,Energy,1
157,2018,5.4339,6.199,4.155,9.5636,-0.0629,4.5748,-0.6342,-0.6365,Energy,1
157,2019,5.8841,6.1545,4.5095,9.3456,-0.1486,4.1588,-0.6639,-0.361,Energy,1
157,2020,5.4566,6.0907,4.2343,9.4157,-0.1173,4.3658,-0.7067,-0.575,Energy,1
157,2021,5.8038,5.9942,4.3458,9.3275,-0.0906,4.5219,-0.7714,-0.4883,Energy,1
158,2010,7.6405,9.0236,6.6346,6.5787,-0.087,6.604,1.2587,1.2906,Finance,0
158,2011,7.6654,8.8116,6.2033,6.4273,0.013,6.4962,1.1166,0.9554,Finance,0
158,2012,6.6871,8.3901,6.1847,6.6989,0.0956,5.7976,0.8342,0.941,Finance,0
158,2013,7.622,8.5601,6.455,6.8358,0.0601,6.4797,0.9481,1.1511,Finance,0
158,2014,7.3762,8.7464,6.5871,6.4574,0.0603,6.3581,1.0729,1.2537,Finance,0
158,2015,7.1933,8.8455,6.1785,6.877,0.1911,6.0404,1.1394,0.9361,Finance,0
158,2016,7.5801,8.7722,6.4758,6.6435,0.216,6.2059,1.0903,1.1672,Finance,0
158,2017,7.3734,9.0273,6.5018,6.669,-0.0559,6.4152,1.2612,1.1874,Finance,0
158,2018,7.2336,8.3933,6.1058,6.2809,0.0633,5.3057,0.8363,0.8796,Finance,0
158,2019,6.991,8.8122,6.5344,6.2593,0.2789,6.0481,1.1171,1.2128,Finance,0
158,2020,7.0827,8.4199,6.5461,6.6496,0.3594,6.2063,0.8542,1.2219,Finance,0
158,2021,7.6802,8.9355,6.3679,6.7787,0.3422,5.7026,1.1997,1.0833,Finance,0
159,2010,7.317,9.1119,6.7612,7.169,-0.1411,6.2743,1.3179,1.3891,Manufacturing,1
159,2011,7.0027,9.2147,6.7439,7.6373,0.048,7.8228,1.3868,1.3756,Manufacturing,1
159,2012,5.999,8.958,6.5889,7.4503,0.1149,5.891,1.2147,1.2551,Manufacturing,1
159,2013,6.7928,9.3866,6.5057,7.1216,0.0556,6.4531,1.502,1.1904,Manufacturing,1
159,2014,6.8676,9.3391,6.4275,7.3095,0.0217,6.1809,1.4701,1.1297,Manufacturing,1
159,2015,6.932,9.2475,6.5678,7.7987,0.0512,6.5356,1.4087,1.2387,Manufacturing,1
159,2016,6.9058,9.1049,6.6589,7.0548,0.1103,6.1426,1.3132,1.3095,Manufacturing,1
159,2017,6.746,9.2467,6.5248,7.409,0.0562,6.4592,1.4082,1.2053,Manufacturing,1
159,2018,6.9226,8.9894,6.2438,7.2388,0.0857,6.0085,1.2358,0.9869,Manufacturing,1
159,2019,6.6482,9.3019,6.7637,7.4447,0.237,7.2076,1.4452,1.391,Manufacturing,1
159,2020,7.3883,9.4607,6.6019,7.5568,0.1095,6.7517,1.5516,1.2652,Manufacturing,1
159,2021,7.3349,9.3449,6.5165,7.2261,0.2765,6.1259,1.474,1.1988,Manufacturing,1
160,2010,4.8204,5.998,6.1655,8.0575,0.0822,5.269,-0.7689,0.926,Technology,0
160,2011,4.9758,6.2162,6.2656,8.2779,0.0201,4.5086,-0.6226,1.0038,Technology,0
160,2012,4.939,5.8853,5.6166,7.8469,-0.1293,3.8456,-0.8444,0.4994,Technology,0
160,2013,4.7773,6.2584,6.102,7.9907,-0.1594,4.9583,-0.5944,0.8767,Technology,0
160,2014,4.812,6.234,5.8229,7.7156,-0.0793,5.8175,-0.6107,0.6598,Technology,0
160,2015,5.2829,5.7699,6.1118,7.8375,-0.1083,3.8047,-0.9217,0.8843,Technology,0
160,2016,5.1866,5.9115,6.0561,7.7984,-0.0098,4.1071,-0.8268,0.841,Technology,0
160,2017,5.6874,6.0873,6.1322,7.9931,0.0478,5.2596,-0.709,0.9002,Technology,0
160,2018,5.1043,6.0837,5.962,8.0746,0.1124,4.5093,-0.7114,0.7679,Technology,0
160,2019,4.6775,5.902,5.7559,7.8118,0.0657,4.9837,-0.8332,0.6077,Technology,0
160,2020,5.1289,6.2217,5.9693,8.1404,0.0012,4.4829,-0.6189,0.7736,Technology,0
160,2021,5.1049,6.1942,6.0979,8.1397,-0.0505,4.9974,-0.6374,0.8735,Technology,0
161,2010,5.524,5.7126,5.5197,6.3835,0.1823,5.3844,-0.9601,0.4241,Technology,0
161,2011,5.3412,5.6003,5.1916,6.1109,0.0104,3.7603,-1.0353,0.1691,Technology,0
161,2012,5.2877,5.9612,5.5214,6.0917,0.1233,5.1489,-0.7935,0.4255,Technology,0
161,2013,5.5903,6.0825,5.2702,6.0516,0.0824,4.9622,-0.7122,0.2302,Technology,0
161,2014,5.0959,5.6548,5.4217,6.4039,0.0909,3.7093,-0.9989,0.348,Technology,0
161,2015,5.1418,5.629,5.2909,5.9717,0.0505,4.6812,-1.0161,0.2463,Technology,0
161,2016,5.5182,5.8497,5.3947,6.3495,-0.0396,4.5797,-0.8682,0.327,Technology,0
161,2017,4.7744,5.6799,5.5011,5.9979,0.0069,4.5358,-0.982,0.4097,Technology,0
161,2018,5.6801,5.7236,5.1833,6.3788,-0.0791,4.585,-0.9527,0.1627,Technology,0
161,2019,4.8746,5.8994,5.2654,6.2175,-0.0444,4.3541,-0.8349,0.2264,Technology,0
161,2020,5.6437,5.3696,5.3951,6.4808,-0.0667,4.3384,-1.19,0.3273,Technology,0
161,2021,5.3554,6.0151,5.7276,6.4424,-0.1111,4.8466,-0.7574,0.5857,Technology,0
162,2010,6.684,7.7217,4.5933,7.2491,0.1283,5.6118,0.3862,-0.2959,Manufacturing,0
162,2011,7.0858,7.6248,5.0287,7.2542,0.0298,4.5575,0.3214,0.0425,Manufacturing,0
162,2012,7.5411,7.6893,5.0234,6.9908,-0.0042,5.9971,0.3645,0.0384,Manufacturing,0
162,2013,6.7443,7.6996,4.7081,6.7303,-0.1023,4.6846,0.3715,-0.2067,Manufacturing,0
162,2014,6.0077,7.3609,4.678,6.7515,0.0199,5.4647,0.1445,-0.2301,Manufacturing,0
162,2015,7.0098,8.0061,4.6189,6.5447,0.0221,5.4285,0.5769,-0.276,Manufacturing,0
162,2016,6.6498,7.7154,4.7125,6.7453,-0.0283,4.6309,0.382,-0.2033,Manufacturing,0
162,2017,6.7518,7.7957,4.5117,6.9758,0.0004,5.5155,0.4359,-0.3593,Manufacturing,0
162,2018,6.9671,7.8974,4.7113,6.8501,0.0574,4.8894,0.504,-0.2042,Manufacturing,0
162,2019,6.1153,7.5029,4.9473,6.926,-0.1374,5.77,0.2396,-0.0208,Manufacturing,0
162,2020,6.7976,7.8018,4.6311,7.0606,-0.0542,4.9348,0.44,-0.2666,Manufacturing,0
162,2021,6.6078,7.6536,4.6866,6.9012,-0.0367,4.4853,0.3406,-0.2234,Manufacturing,0
163,2010,5.6407,6.341,3.3146,7.4221,0.0135,4.9318,-0.539,-1.2898,Finance,0
163,2011,5.4762,5.7462,3.6259,7.6358,-0.1287,4.0515,-0.9376,-1.0478,Finance,0
163,2012,4.8436,6.1518,3.6094,7.4667,-0.1034,4.5923,-0.6657,-1.0606,Finance,0
163,2013,5.7011,6.0511,3.5793,7.5923,-0.078,3.6736,-0.7333,-1.084,Finance,0
163,2014,5.5853,6.2581,3.5372,7.915,-0.2091,3.2443,-0.5945,-1.1167,Finance,0
163,2015,4.9038,6.2657,3.5258,7.5923,-0.0591,5.0282,-0.5895,-1.1256,Finance,0
163,2016,5.4579,6.0301,3.645,8.0006,-0.1741,4.1054,-0.7473,-1.0329,Finance,0
163,2017,5.7065,6.0292,3.5654,7.9328,-0.2242,4.3299,-0.7479,-1.0948,Finance,0
163,2018,4.9854,6.1495,3.617,7.5306,-0.3072,4.4882,-0.6673,-1.0547,Finance,0
163,2019,5.6839,5.9923,3.602,7.4242,-0.1738,3.9091,-0.7726,-1.0664,Finance,0
163,2020,5.0218,6.3401,3.7383,7.6359,-0.1142,4.4046,-0.5396,-0.9605,Finance,0
163,2021,5.2024,6.0978,3.6713,7.8771,-0.1529,4.9473,-0.7019,-1.0125,Finance,0
164,2010,5.9758,7.368,7.3612,7.4626,0.0951,5.8761,0.1492,1.8553,Manufacturing,0
164,2011,6.9632,7.8744,7.56,7.7423,0.205,6.6763,0.4886,2.0099,Manufacturing,0
164,2012,6.3203,7.7417,7.3953,7.8024,0.0208,5.0938,0.3997,1.8819,Manufacturing,0
164,2013,6.0305,7.6231,7.528,7.4059,0.0281,6.6318,0.3202,1.985,Manufacturing,0
164,2014,6.5048,7.7019,7.4233,7.4255,-0.0359,5.3169,0.373,1.9036,Manufacturing,0
164,2015,6.5913,7.9713,7.0559,7.7032,0.1482,6.6071,0.5535,1.6181,Manufacturing,0
164,2016,6.8035,8.2151,7.528,7.5911,0.2029,6.5613,0.7169,1.985,Manufacturing,0
164,2017,6.3576,8.012,7.3525,7.4235,0.2112,6.1638,0.5808,1.8486,Manufacturing,0
164,2018,6.4671,7.8281,7.3244,7.4903,-0.0441,6.0616,0.4576,1.8268,Manufacturing,0
164,2019,6.291,8.0406,7.3744,7.5466,0.0331,6.1063,0.6,1.8657,Manufacturing,0
164,2020,6.826,7.8576,7.2805,7.2477,0.0695,5.7026,0.4773,1.7926,Manufacturing,0
164,2021,6.7992,7.8105,7.3663,7.7138,0.0479,6.0121,0.4458,1.8593,Manufacturing,0
165,2010,5.573,7.0735,3.9996,9.0687,0.0869,5.8407,-0.0481,-0.7573,Technology,0
165,2011,5.4332,6.954,4.2795,8.6077,-0.1414,5.412,-0.1282,-0.5398,Technology,0
165,2012,5.4978,7.2264,4.0714,9.1597,-0.0665,4.3991,0.0544,-0.7016,Technology,0
165,2013,4.9514,7.336,4.031,9.0161,-0.0542,5.0111,0.1278,-0.7329,Technology,0
165,2014,5.5925,7.2851,3.9497,9.5022,-0.0049,4.8754,0.0937,-0.7962,Technology,0
165,2015,5.3666,7.2212,4.1287,9.0474,-0.0809,4.7781,0.0509,-0.657,Technology,0
165,2016,5.6496,7.1152,4.1165,8.9449,-0.1052,4.2912,-0.0201,-0.6665,Technology,0
165,2017,5.6969,7.426,4.1467,9.266,-0.0355,5.18,0.1881,-0.643,Technology,0
165,2018,5.3715,7.041,3.9343,9.0324,0.1319,5.1238,-0.0699,-0.8081,Technology,0
165,2019,4.7907,7.4596,3.8482,9.0086,0.2295,4.4673,0.2106,-0.875,Technology,0
165,2020,5.3439,7.1039,4.1822,9.2664,0.0284,5.7844,-0.0277,-0.6154,Technology,0
165,2021,5.1858,7.1539,4.3111,8.9564,-0.0878,5.6313,0.0058,-0.5152,Technology,0
166,2010,5.2071,4.433,5.6424,9.2124,-0.044,4.1833,-1.8176,0.5195,Services,0
166,2011,5.3611,4.6261,6.0348,9.8491,-0.052,3.5076,-1.6882,0.8245,Services,0
166,2012,5.3658,4.9214,5.839,9.6198,-0.0662,4.4131,-1.4903,0.6723,Services,0
166,2013,5.5012,4.8295,5.7953,9.4511,-0.0139,4.2943,-1.5519,0.6383,Services,0
166,2014,5.2542,4.9221,5.7367,9.5032,-0.0298,4.4386,-1.4899,0.5928,Services,0
166,2015,5.3665,4.8308,5.5887,9.6051,-0.0334,4.8872,-1.551,0.4777,Services,0
166,2016,4.9246,4.5056,5.9445,9.6986,-0.0289,3.9482,-1.7689,0.7543,Services,0
166,2017,4.998,4.6602,5.68,9.3527,-0.1186,5.058,-1.6653,0.5487,Services,0
166,2018,5.4735,4.5703,5.6794,9.5771,-0.065,4.1922,-1.7256,0.5482,Services,0
166,2019,5.0837,4.9925,5.9452,9.4026,-0.064,4.1346,-1.4427,0.7548,Services,0
166,2020,5.5397,4.487,5.5139,9.4661,0.0125,5.0974,-1.7814,0.4196,Services,0
166,2021,5.6201,4.9051,5.5678,9.536,-0.112,4.5379,-1.5012,0.4615,Services,0
167,2010,7.5616,9.4998,6.2688,6.3858,0.0227,6.4032,1.5779,1.0063,Energy,1
167,2011,8.6514,9.6872,6.3155,6.5342,0.0924,6.7803,1.7034,1.0426,Energy,1
167,2012,7.988,9.2393,6.3442,6.4845,0.2468,6.8405,1.4033,1.0649,Energy,1
167,2013,7.2565,9.4637,6.2262,6.0855,0.2366,6.5243,1.5537,0.9732,Energy,1
167,2014,8.0155,9.7776,6.651,6.1155,0.3507,6.9511,1.764,1.3034,Energy,1
167,2015,7.5421,9.1977,6.2373,6.3131,0.1388,6.0615,1.3754,0.9818,Energy,1
167,2016,7.344,9.0142,6.2369,6.7528,-0.0347,5.5356,1.2525,0.9815,Energy,1
167,2017,7.0716,8.9453,6.1519,6.2168,0.101,6.3714,1.2062,0.9155,Energy,1
167,2018,7.9271,9.4638,6.2901,6.3454,0.196,6.6889,1.5537,1.0229,Energy,1
167,2019,7.3029,8.9446,6.3637,6.2798,0.1851,6.645,1.2058,1.0801,Energy,1
167,2020,7.5724,9.2468,6.452,6.2763,0.1639,6.2709,1.4083,1.1487,Energy,1
167,2021,7.2705,9.4087,6.0481,6.4227,0.2646,5.8485,1.5168,0.8348,Energy,1
168,2010,6.0162,9.7309,4.2968,7.9248,-0.01,5.6718,1.7327,-0.5264,Technology,0
168,2011,6.2061,9.7789,4.4007,7.7358,-0.0212,6.7375,1.7649,-0.4456,Technology,0
168,2012,6.2929,9.7383,4.4217,7.4839,0.051,5.8623,1.7376,-0.4293,Technology,0
168,2013,5.6107,9.9496,4.3346,8.1953,-0.0769,6.0541,1.8793,-0.4969,Technology,0
168,2014,6.1528,9.5034,4.415,7.6604,-0.0701,5.92,1.5802,-0.4345,Technology,0
168,2015,5.8366,9.5584,4.2123,7.5292,-0.01,5.7333,1.6171,-0.592,Technology,0
168,2016,6.6992,9.5393,4.5673,7.9271,0.1033,5.7932,1.6043,-0.3161,Technology,0
168,2017,7.1337,9.8599,4.4826,7.5508,0.1476,5.8391,1.8191,-0.382,Technology,0
168,2018,6.1312,9.8739,4.1319,7.9772,0.3147,6.8769,1.8285,-0.6545,Technology,0
168,2019,5.5829,9.7841,4.1724,7.4705,-0.0166,6.4838,1.7683,-0.623,Technology,0
168,2020,6.295,9.9305,4.1766,7.9307,0.0273,6.8422,1.8665,-0.6198,Technology,0
168,2021,6.0858,9.4582,4.4354,7.6849,-0.0183,6.7844,1.55,-0.4187,Technology,0
169,2010,6.4616,6.4143,6.0529,8.6347,-0.0472,3.8481,-0.4899,0.8385,Manufacturing,0
169,2011,6.4421,6.3855,6.196,8.7569,-0.0939,5.2232,-0.5092,0.9497,Manufacturing,0
169,2012,6.044,6.2279,6.3138,8.15,-0.0498,4.715,-0.6147,1.0413,Manufacturing,0
169,2013,5.7642,6.4372,6.2357,8.6317,0.0942,5.6477,-0.4745,0.9806,Manufacturing,0
169,2014,5.8201,5.7495,6.2844,8.0947,0.0902,4.3893,-0.9354,1.0185,Manufacturing,0
169,2015,5.7127,5.9759,6.0857,8.1671,0.1176,4.2866,-0.7836,0.8641,Manufacturing,0
169,2016,5.7924,5.9338,6.3348,8.2158,0.1195,4.1503,-0.8119,1.0577,Manufacturing,0
169,2017,5.3418,6.2251,6.1536,8.4773,0.0196,4.8073,-0.6166,0.9168,Manufacturing,0
169,2018,6.0132,5.8708,6.1969,8.3831,0.0555,5.2519,-0.8541,0.9505,Manufacturing,0
169,2019,5.8549,6.2323,6.2813,8.3431,0.0895,5.1286,-0.6118,1.016,Manufacturing,0
169,2020,5.8377,6.3549,6.2611,8.4058,-0.0488,4.4545,-0.5297,1.0003,Manufacturing,0
169,2021,5.6655,6.2199,6.2492,8.4948,0.0767,6.061,-0.6202,0.9911,Manufacturing,0
170,2010,6.058,6.4752,5.8045,9.6049,-0.1508,5.3037,-0.4491,0.6454,Energy,1
170,2011,6.36,6.2209,5.8721,9.6901,-0.0714,5.2608,-0.6195,0.698,Energy,1
170,2012,5.8007,6.2491,5.9174,9.8353,-0.1776,5.5423,-0.6006,0.7332,Energy,1
170,2013,6.5237,6.6684,5.7108,9.467,-0.0791,4.2273,-0.3196,0.5726,Energy,1
170,2014,5.9653,6.5743,5.8477,9.367,-0.0144,4.5857,-0.3826,0.679,Energy,1
170,2015,5.7162,6.4106,5.9752,9.594,0.0111,5.4094,-0.4923,0.7781,Energy,1
170,2016,6.6823,6.3349,5.7254,9.2424,-0.0745,4.4797,-0.5431,0.584,Energy,1
170,2017,5.9329,6.0133,6.0905,9.3355,-0.0464,4.6963,-0.7586,0.8678,Energy,1
170,2018,6.1208,6.2043,6.1075,9.6711,-0.0428,4.8955,-0.6306,0.881,Energy,1
170,2019,6.6686,6.8007,5.7303,9.4464,0.1177,4.4807,-0.2309,0.5878,Energy,1
170,2020,6.7755,6.1624,6.1207,9.2296,0.1393,4.737,-0.6587,0.8912,Energy,1
170,2021,5.7545,6.4563,5.8955,9.1733,0.1462,5.4541,-0.4617,0.7162,Energy,1
171,2010,6.4524,7.6303,7.1363,8.4438,-0.0535,6.3208,0.325,1.6806,Manufacturing,0
171,2011,6.3454,7.1778,6.9991,8.6624,-0.0052,6.2451,0.0218,1.5739,Manufacturing,0
171,2012,7.0509,7.4657,7.212,8.6597,0.044,6.4014,0.2147,1.7394,Manufacturing,0
171,2013,7.2293,7.6164,7.1345,8.4562,-0.0971,6.1515,0.3157,1.6792,Manufacturing,0
171,2014,6.3888,7.4313,6.9514,8.8358,0.0072,5.9644,0.1917,1.5369,Manufacturing,0
171,2015,7.1846,8.0025,6.8988,8.4131,0.0203,6.1975,0.5744,1.496,Manufacturing,0
171,2016,6.258,7.0951,6.8545,8.4063,0.041,5.2904,-0.0336,1.4616,Manufacturing,0
171,2017,6.7003,7.6405,7.1017,7.9206,-0.1518,5.4358,0.3319,1.6537,Manufacturing,0
171,2018,6.2703,7.3942,7.1594,8.3446,-0.0634,5.5001,0.1668,1.6986,Manufacturing,0
171,2019,6.741,7.5832,7.1712,8.6044,0.0578,5.7799,0.2934,1.7077,Manufacturing,0
171,2020,6.7196,7.5171,7.0559,8.7468,0.0561,5.5474,0.2491,1.6181,Manufacturing,0
171,2021,6.4136,7.2822,6.9,8.268,0.1313,5.918,0.0917,1.4969,Manufacturing,0
172,2010,6.6733,7.5475,4.3345,7.9706,-0.1009,5.175,0.2695,-0.4971,Manufacturing,0
172,2011,6.256,7.1301,4.6096,8.0876,-0.0158,5.1026,-0.0102,-0.2832,Manufacturing,0
172,2012,6.3029,7.6223,4.3641,7.8804,0.0796,5.2961,0.3197,-0.4741,Manufacturing,0
172,2013,6.5994,7.5613,4.4583,7.4215,-0.1651,5.716,0.2788,-0.4008,Manufacturing,0
172,2014,6.9536,7.6294,4.2754,7.9276,-0.1056,5.0931,0.3244,-0.543,Manufacturing,0
172,2015,6.6691,7.7133,4.4873,8.0305,-0.0252,5.707,0.3806,-0.3783,Manufacturing,0
172,2016,6.6585,7.5752,4.3681,7.6887,0.1138,5.3563,0.2881,-0.4709,Manufacturing,0
