hospital_id,year,log_output,log_labor,log_capital,log_supplies,teaching,accreditation,occupancy_rate,avg_stay
51,2014,6.2502,5.5479,3.2627,5.4056,0,0,0.7615,5.19
52,2014,7.0151,5.6996,5.1212,5.5318,0,1,0.9159,8.33
53,2014,7.6106,6.0634,4.9715,6.2065,1,0,0.6202,5.77
54,2014,6.8302,6.148,3.9522,6.1604,0,0,0.8195,3.65
55,2014,7.9663,5.8638,6.1954,5.8347,0,1,0.635,7.63
56,2014,7.6328,6.2109,4.3993,7.3058,1,1,0.8006,4.3
57,2014,7.07,5.394,3.9235,5.4826,0,1,0.8025,3.28
58,2014,7.1107,5.9511,4.9797,6.5107,0,0,0.5952,3.7
59,2014,6.6263,4.8861,3.4906,6.8751,0,1,0.8109,3.35
60,2014,7.4416,6.2735,4.6917,6.5366,0,0,0.7747,6.65
61,2014,6.3855,6.1991,3.3491,5.4668,0,0,0.5902,3.68
62,2014,6.8309,5.5966,3.4282,5.9681,0,0,0.6066,2.26
63,2014,6.5971,5.1497,3.9419,6.8257,0,1,0.6138,4.69
64,2014,7.3552,5.7785,5.4054,5.6605,1,0,0.8215,4.41
65,2014,7.0783,5.9325,3.3293,6.9228,0,0,0.8545,3.05
66,2014,6.0219,4.0788,4.7402,5.658,0,0,0.9412,5.27
67,2014,7.1996,6.6611,3.4672,6.5929,0,0,0.8439,2.19
68,2014,6.5517,4.626,5.5077,5.4694,0,0,0.9017,6.58
69,2014,6.8864,4.4784,5.2988,6.2061,0,1,0.8282,5.77
70,2014,7.0675,6.015,4.0683,7.3872,0,0,0.6014,7.03
71,2014,7.5282,5.9546,6.0633,5.8481,0,1,0.7295,5.31
72,2014,6.9065,4.8169,5.4221,5.7719,0,1,0.4401,5.02
73,2014,6.2128,3.829,3.7931,5.7601,1,1,0.54,2.84
74,2014,6.9611,6.2302,3.1892,6.7088,0,0,0.7031,7.71
75,2014,7.1168,5.9359,3.9399,6.4529,0,0,0.7439,5.65
76,2014,8.4207,7.2147,5.3644,6.7653,0,0,0.717,5.4
77,2014,6.868,5.2813,4.1168,6.5977,0,0,0.8282,6.51
78,2014,6.8785,4.9457,5.478,6.5507,0,1,0.9005,6.83
79,2014,7.3421,6.2157,4.7163,6.4239,0,1,0.7324,5.43
80,2014,6.4277,5.3405,2.6741,5.6315,1,1,0.6891,4.58
1,2015,6.7427,4.3262,4.2456,6.6787,1,0,0.7454,5.98
2,2015,6.8092,5.6521,4.9554,5.3981,0,0,0.5988,4.54
3,2015,5.8987,5.1791,1.9955,5.557,1,1,0.8254,6.65
4,2015,6.4,5.6452,3.6066,6.3474,0,0,0.7949,4.89
5,2015,5.9701,5.2879,3.0738,4.9902,0,0,0.741,5.61
6,2015,6.9268,4.9483,4.3774,6.3821,1,1,0.702,6.25
7,2015,6.9106,5.8252,4.4296,5.6671,1,1,0.98,3.66
8,2015,6.7786,4.7794,5.0757,6.5545,1,0,0.6462,1.55
9,2015,6.6313,6.1377,3.8041,6.7481,0,0,0.552,4.01
10,2015,6.0033,5.5923,2.5802,4.7245,0,0,0.8602,8.34
11,2015,7.3728,6.3363,4.646,6.9618,0,0,0.6423,5.13
12,2015,7.2155,5.8377,4.8333,6.4316,1,0,0.9027,3.04
13,2015,6.5149,5.6325,3.3462,6.4405,0,0,0.5824,7.81
14,2015,6.8848,5.5348,4.5183,5.7678,1,0,0.7409,8.85
15,2015,6.9894,5.5555,3.1036,6.5992,0,1,0.7244,6.96
16,2015,6.5892,4.7591,4.2677,6.5837,0,0,0.9504,3.31
17,2015,7.9624,7.1031,5.6527,4.662,0,1,0.6172,2.24
18,2015,6.0523,5.8881,3.2451,6.4131,0,0,0.5896,4.39
19,2015,8.0026,6.2753,5.3876,7.0041,1,0,0.9116,5.04
20,2015,6.7397,5.7479,4.3812,5.3369,0,1,0.9048,6.47
21,2015,7.2421,5.5294,5.4127,6.8417,1,1,0.7412,5.48
22,2015,6.54,4.5881,4.6383,7.2204,0,0,0.7458,7.64
23,2015,6.6115,4.4578,3.9541,6.848,1,0,0.8405,2.93
24,2015,7.3363,5.6645,5.1695,5.6573,1,1,0.7385,5.89
25,2015,7.2197,6.8221,4.8594,5.1638,1,1,0.7375,1.83
26,2015,7.4074,6.5627,4.7921,6.3761,0,1,0.7615,8.12
27,2015,7.3018,5.7801,4.8832,6.0446,0,0,0.7348,6.73
28,2015,6.2311,4.9756,5.0373,5.5851,0,0,0.6971,8.21
29,2015,6.9184,5.5036,4.9609,6.5893,0,0,0.5705,6.85
30,2015,7.5045,5.4288,5.7541,7.2614,0,1,0.8611,5.23
31,2015,7.0892,6.08,4.7535,5.9386,0,1,0.8339,6.7
32,2015,6.9418,4.3705,4.9984,7.4174,1,1,0.8158,5.37
33,2015,6.9173,5.8446,3.8794,5.8077,0,0,0.8121,9.06
34,2015,7.5416,7.6821,4.2186,5.7959,0,0,0.98,5.9
35,2015,7.1537,6.7022,4.5524,6.6267,0,1,0.8912,9.84
36,2015,6.8984,6.0354,3.7881,5.6426,0,1,0.9512,6.57
37,2015,6.7558,5.1058,4.9011,5.9914,0,1,0.5527,6.72
38,2015,7.1359,5.4103,6.2535,6.0299,0,1,0.6997,3.23
39,2015,6.0869,4.9562,4.3318,5.8924,0,0,0.8507,6.45
40,2015,6.7275,4.3568,6.0369,6.0568,0,0,0.9354,5.47
41,2015,7.6042,6.6124,4.5228,7.0481,0,0,0.5977,7.85
42,2015,7.3897,5.3633,6.2236,5.4398,1,0,0.8613,6.25
43,2015,6.1406,5.4019,3.0664,6.0702,0,0,0.8233,4.14
44,2015,6.6303,6.0307,2.7809,5.1459,0,0,0.7914,5.98
45,2015,7.0974,5.156,5.0898,6.2693,1,1,0.8483,3.63
46,2015,8.469,7.6584,5.7206,6.5842,1,0,0.8071,2.57
47,2015,6.3531,5.0421,4.3896,5.3766,0,0,0.6163,7.57
48,2015,6.9806,5.8039,4.1681,5.8065,0,1,0.668,3.52
49,2015,6.4325,5.4284,4.5696,5.5243,0,0,0.7416,5.94
50,2015,7.4324,5.5195,5.0762,6.6706,0,1,0.8284,5.91
51,2015,7.0299,5.6782,4.6492,5.4747,0,1,0.9414,5.46
52,2015,6.7858,5.1228,4.0081,7.0946,0,1,0.98,4.25
53,2015,7.4514,6.0287,6.9997,5.7949,1,0,0.5845,3.48
54,2015,6.7475,5.1178,4.3948,6.6696,0,0,0.6878,7.6
55,2015,6.089,4.0145,4.0207,6.5137,0,0,0.7511,2.46
56,2015,7.4096,5.9094,5.3366,6.6024,1,0,0.7672,7.34
57,2015,7.0029,6.3836,3.6283,5.4066,0,1,0.6137,5.84
58,2015,7.0198,4.7676,5.6969,7.3295,0,0,0.5487,5.75
59,2015,6.6102,5.2359,4.131,7.2293,0,1,0.7355,5.09
60,2015,6.8124,4.7487,5.2876,6.0777,0,0,0.5977,4.66
61,2015,5.5918,3.5569,3.8317,6.28,0,0,0.7485,5.6
62,2015,7.065,5.3412,5.5246,5.5518,0,1,0.8071,4.39
63,2015,7.5975,6.2614,5.567,5.9817,0,1,0.797,8.12
64,2015,7.1078,5.7203,3.4739,5.3821,1,0,0.7443,6.71
65,2015,6.8923,6.0319,4.3903,5.8689,0,0,0.682,7.86
66,2015,6.3723,5.6329,2.4098,6.0216,0,0,0.7644,5.59
67,2015,5.9575,4.3802,4.1214,6.0632,0,1,0.6777,6.18
68,2015,6.854,4.5855,5.1481,5.2527,0,1,0.7762,4.18
69,2015,6.5928,5.8203,5.0203,6.1033,0,0,0.6439,5.83
70,2015,6.4562,4.8529,4.9386,5.3399,0,0,0.6296,2.44
71,2015,7.1942,6.6888,3.9325,6.2457,0,1,0.7164,7.81
72,2015,5.5395,4.5093,3.1766,4.3774,0,1,0.7254,4.48
73,2015,6.837,5.0178,4.7717,6.5045,1,1,0.5832,2.26
74,2015,5.2017,4.157,3.4691,5.2441,0,1,0.7473,1.76
75,2015,5.8379,3.7132,4.2449,5.8122,0,0,0.98,4.05
76,2015,6.915,4.694,5.1182,6.1059,0,0,0.8224,5.65
77,2015,7.0666,4.8015,5.2521,6.4053,0,1,0.6044,2.13
78,2015,7.1266,5.5462,5.7887,6.1046,0,0,0.8,7.4
79,2015,6.8101,5.4572,5.6379,4.6502,0,1,0.6745,6.41
80,2015,6.0525,5.3253,4.0042,5.9429,1,1,0.7702,3.55
1,2016,7.9079,6.6862,5.7652,6.5207,1,0,0.898,3.64
2,2016,6.3355,5.0256,3.5388,4.9605,0,0,0.6835,2.91
3,2016,7.2502,5.7021,4.7103,5.8294,1,1,0.8082,8.3
4,2016,5.9511,4.3886,3.7168,5.587,0,1,0.8193,4.39
5,2016,6.507,4.6747,4.1821,5.556,0,1,0.9236,3.08
6,2016,6.9847,4.7276,4.8556,6.8656,1,1,0.9014,4.41
7,2016,7.1597,5.2399,4.8734,5.4459,1,1,0.98,7.76
8,2016,7.2823,5.7638,4.4486,7.2048,1,0,0.8108,6.27
9,2016,5.5523,4.4025,3.0576,5.4056,0,0,0.7806,5.29
10,2016,6.5564,4.6551,4.1404,6.5663,0,0,0.8562,4.56
11,2016,6.6097,5.0362,4.3667,6.1815,0,0,0.7994,9.3
12,2016,6.9129,5.4153,3.981,5.9551,1,0,0.6068,2.97
13,2016,7.535,6.0144,4.8357,6.6932,0,0,0.7681,5.7
14,2016,6.5957,4.986,3.8951,6.1712,1,0,0.7682,5.39
15,2016,6.9501,5.42,4.3852,6.009,0,0,0.771,4.71
16,2016,6.9317,5.2071,4.0137,6.8335,0,0,0.681,1.5
17,2016,6.0958,4.8073,2.8818,5.6953,0,0,0.7355,6.95
18,2016,6.697,5.8993,2.8352,6.3858,0,1,0.7874,3.37
19,2016,7.4422,4.9513,6.1757,5.8559,1,1,0.7536,6.03
20,2016,6.958,5.7102,5.0976,6.5915,0,1,0.4898,7.45
21,2016,7.512,6.4744,5.3868,5.6067,1,1,0.8457,3.28
22,2016,7.1715,6.148,4.4135,6.7887,0,0,0.8679,2.9
23,2016,6.8999,5.8627,4.453,5.3731,1,1,0.6627,6.93
24,2016,7.6704,5.9087,4.4469,8.5993,1,1,0.9459,5.3
25,2016,7.0827,5.653,6.3081,6.024,1,1,0.7343,7.74
26,2016,6.454,4.856,3.8586,5.6694,0,1,0.7325,7.81
27,2016,6.4549,4.5862,5.0463,5.2256,0,0,0.9063,5.81
28,2016,7.656,5.9972,5.4811,6.545,0,1,0.6435,2.85
29,2016,6.7684,5.2742,4.9611,6.4331,0,0,0.6741,3.41
30,2016,7.2451,4.4411,6.6312,6.0826,0,1,0.6857,7.31
31,2016,7.0424,6.2646,5.1663,6.4077,0,1,0.7359,3.44
32,2016,5.6525,3.8179,4.7044,5.4279,1,0,0.6788,5.47
33,2016,7.4662,5.6992,5.398,6.9911,0,0,0.98,7.68
34,2016,7.6216,5.6018,5.8453,7.0573,0,0,0.8161,6.01
35,2016,7.5744,8.1625,3.416,5.5949,0,0,0.7336,8.15
36,2016,7.4921,6.2533,5.5232,6.5564,0,1,0.8277,8.8
37,2016,7.274,5.8404,4.7912,6.1372,0,1,0.9489,7.36
38,2016,6.6178,4.8698,4.6335,5.9936,0,1,0.7837,3.2
39,2016,6.4248,5.1417,4.8805,4.7418,0,0,0.7047,7.83
40,2016,6.5617,5.3159,4.8012,6.9184,0,0,0.5715,7.14
41,2016,7.1729,5.8025,5.5185,5.9335,0,0,0.6995,3.94
42,2016,7.0494,5.2501,5.1893,5.922,1,0,0.8274,8.59
43,2016,6.7248,5.1759,4.1209,7.2632,0,1,0.949,1.5
44,2016,6.4066,4.3279,3.7411,7.0106,0,1,0.7644,5.73
45,2016,6.7611,5.522,4.1854,6.9558,1,1,0.7486,3.58
46,2016,7.6816,7.2406,4.8081,4.4317,1,0,0.7812,4.9
47,2016,7.0161,5.5694,5.0904,5.7556,0,1,0.7852,5.39
48,2016,6.5505,5.4892,3.5371,5.6368,0,1,0.6941,5.1
49,2016,6.7652,4.6026,5.8728,6.8017,0,0,0.8482,1.5
50,2016,6.3288,5.2926,2.6147,6.8162,0,0,0.7982,3.96
51,2016,6.2871,3.6584,4.7933,6.3681,0,0,0.7128,5.62
52,2016,6.2102,4.668,3.7717,6.6193,0,1,0.6423,5.08
53,2016,6.6371,5.2375,3.9432,4.5361,1,0,0.98,5.6
54,2016,6.2172,4.3895,4.0241,5.3587,0,0,0.7585,4.63
55,2016,6.5113,5.0759,3.2285,7.3585,0,0,0.5157,1.87
56,2016,7.2175,5.3358,5.0517,4.9518,1,0,0.697,6.34
57,2016,6.2324,4.7827,3.4252,6.2313,0,1,0.8019,7.46
58,2016,6.6703,5.1613,3.8633,7.15,0,0,0.6583,2.37
59,2016,6.7775,5.5958,3.0323,7.16,0,1,0.9324,3.83
60,2016,7.8715,6.5918,4.8126,6.3846,0,0,0.6898,4.57
61,2016,6.7669,4.8639,5.235,6.3031,0,0,0.8718,2.06
62,2016,7.6945,5.9707,4.8309,7.4147,0,0,0.6007,4.79
63,2016,6.188,4.7343,4.7581,4.5305,0,1,0.7293,6.54
64,2016,7.3128,5.5576,5.7469,6.079,1,0,0.7922,2.74
65,2016,7.2998,7.5548,3.9549,5.9195,0,0,0.6187,5.71
66,2016,6.9722,5.0805,5.3982,6.4793,0,1,0.8258,4.79
67,2016,7.1454,4.8731,6.042,6.6349,0,1,0.98,3.27
68,2016,7.0161,5.8787,4.6996,6.067,0,0,0.8109,3.87
69,2016,6.5588,4.7379,4.8986,5.8818,0,0,0.7871,3.62
70,2016,6.07,4.663,4.2204,4.7596,0,0,0.6918,2.96
71,2016,6.8942,4.664,5.3299,5.7307,0,1,0.72,1.92
72,2016,7.1824,5.9762,4.2127,5.9117,0,1,0.8699,2.88
73,2016,6.4168,5.4093,4.2227,4.8527,1,0,0.791,6.81
74,2016,6.1659,4.4931,4.1996,6.1197,0,1,0.7635,5.05
75,2016,5.8778,4.3136,4.4576,6.3051,0,0,0.889,5.48
76,2016,6.4301,5.8031,2.8514,5.4353,0,1,0.6472,6.28
77,2016,6.817,5.0012,5.4678,5.7001,0,1,0.4567,7.39
78,2016,7.1562,5.8716,5.1686,5.1591,0,0,0.98,8.15
79,2016,6.8031,5.9086,4.567,3.8931,0,1,0.6919,5.54
80,2016,7.9309,6.7019,4.6514,6.2461,1,1,0.8571,5.79
1,2017,7.4754,6.2574,4.2412,6.7346,1,0,0.6772,1.5
2,2017,6.9048,6.7313,2.9341,5.7492,0,0,0.7496,5.74
3,2017,7.5624,6.0809,5.2107,5.7703,1,1,0.9705,5.28
4,2017,7.1407,5.4495,4.9437,5.9565,0,1,0.98,6.29
5,2017,7.389,5.5901,6.2484,5.7584,0,0,0.9406,2.52
6,2017,8.1124,7.9253,5.1595,5.4798,1,0,0.98,1.5
7,2017,6.7271,5.8151,3.9649,6.5985,1,1,0.7931,6.49
8,2017,6.0134,4.6948,4.8322,5.3241,1,0,0.5738,1.67
9,2017,6.5105,5.0069,5.2387,6.0285,0,0,0.7284,3.59
10,2017,6.7907,5.4555,3.7057,6.8645,0,0,0.7779,3.27
11,2017,6.5425,5.6572,3.9642,5.4705,0,0,0.8025,4.63
12,2017,7.756,6.266,5.6645,6.6507,1,1,0.853,3.41
13,2017,7.2842,5.688,4.7455,7.0268,0,1,0.4777,3.91
14,2017,6.4688,5.5983,3.8998,5.6242,1,1,0.6723,2.61
15,2017,7.0717,5.1313,5.5232,6.3414,0,0,0.631,1.8
16,2017,7.1075,5.4585,5.4439,6.0787,0,0,0.7705,5.52
17,2017,6.7087,5.9322,4.8064,5.7752,0,0,0.5675,5.34
18,2017,6.5073,4.7615,3.8982,7.161,0,0,0.8362,3.68
19,2017,6.3029,4.8586,4.4646,5.8675,1,0,0.8195,5.11
20,2017,6.9397,5.9562,4.3008,6.1063,0,1,0.9205,4.16
21,2017,7.1753,5.5798,3.8066,6.7461,1,1,0.98,1.5
22,2017,6.9782,5.4978,4.3237,6.2734,0,0,0.7525,4.58
23,2017,7.3492,5.7931,4.9719,5.1244,1,1,0.6589,1.5
24,2017,7.1026,4.8849,4.0867,6.3218,1,1,0.7119,5.14
25,2017,6.6956,5.882,3.6229,6.8622,1,1,0.8211,8.01
26,2017,6.6742,5.2647,5.0639,5.9103,0,1,0.9771,5.2
27,2017,7.0389,5.3798,5.6709,5.5873,0,0,0.6283,4.66
28,2017,6.9328,7.1893,5.0471,4.9271,0,0,0.5982,2.16
29,2017,7.3856,5.973,5.3537,5.8993,0,0,0.7735,7.08
30,2017,7.4652,6.3639,4.0953,5.1879,0,1,0.788,5.89
31,2017,6.6483,5.1627,4.4108,5.9915,0,0,0.7168,4.67
32,2017,6.4955,4.3581,3.994,5.5386,1,0,0.98,4.51
33,2017,6.8965,5.5056,5.7545,4.8977,0,0,0.876,3.5
34,2017,6.1389,5.1206,2.7902,5.5131,0,1,0.6545,3.18
35,2017,6.6242,4.6443,4.4503,6.7002,0,1,0.8075,2.79
36,2017,6.8465,5.2823,4.2959,7.5042,0,1,0.8607,3.32
37,2017,6.2114,5.1719,4.1116,6.051,0,1,0.7568,7.22
38,2017,6.417,4.7851,4.5114,5.3979,0,1,0.8564,6.13
39,2017,5.9375,4.417,3.3672,5.3136,0,1,0.7965,2.42
40,2017,6.8021,5.1884,4.7834,5.7102,0,0,0.8544,5.85
41,2017,6.6101,5.4009,5.5377,6.4689,0,0,0.7431,5.25
42,2017,7.6952,6.0613,5.6293,6.3204,1,0,0.685,3.09
43,2017,7.8837,7.2419,5.6067,6.6431,0,0,0.7935,4.85
44,2017,7.0103,5.8825,3.5408,6.9664,0,1,0.7736,3.25
45,2017,6.9691,5.4126,5.3296,6.3345,1,1,0.7788,5.36
46,2017,7.8707,6.7738,5.4564,6.5899,1,0,0.9197,7.19
47,2017,6.5717,5.8269,3.0347,6.6398,0,1,0.8494,4.03
48,2017,7.5041,5.277,6.0774,6.931,0,1,0.7224,4.27
49,2017,7.0488,5.5042,2.8573,6.8878,0,0,0.8863,7.06
50,2017,6.7588,4.9719,5.0133,6.2242,0,1,0.53,6.02
51,2017,6.6549,5.2064,4.7325,5.895,0,0,0.8001,3.98
52,2017,7.029,5.0036,4.5807,6.4367,0,1,0.9037,1.5
53,2017,7.2445,7.0637,3.1851,6.3753,1,0,0.8554,5.19
54,2017,6.8409,5.5906,4.0475,5.695,0,0,0.7257,6.45
55,2017,6.2213,4.7497,4.1883,5.8025,0,0,0.7438,6.36
56,2017,6.9696,5.9122,3.7681,6.3186,1,0,0.8132,1.62
57,2017,6.4939,5.8125,4.0936,5.4173,0,1,0.6325,1.98
58,2017,5.7528,5.2233,3.5413,5.7837,0,0,0.891,3.25
59,2017,6.9371,4.1412,5.6058,6.7496,0,1,0.7705,4.46
60,2017,6.0816,4.9961,3.046,5.3558,0,1,0.9067,1.86
61,2017,7.5016,6.7749,5.3937,5.4641,0,0,0.8301,1.5
62,2017,6.3777,4.9731,4.5188,6.0817,0,0,0.8353,5.1
63,2017,6.6779,4.6756,5.1799,5.3728,0,1,0.7382,4.95
64,2017,6.9844,5.0105,5.5845,5.7546,1,0,0.828,1.5
65,2017,7.0553,5.9217,4.5775,6.7155,0,0,0.7517,7.28
66,2017,7.2613,6.1523,5.6849,5.4343,0,0,0.7084,5.0
67,2017,6.4425,4.4111,4.4339,6.3856,0,1,0.98,5.41
68,2017,7.1294,4.875,5.951,6.841,0,1,0.98,2.91
69,2017,7.0308,5.3802,5.0616,5.9894,0,1,0.687,6.58
70,2017,7.2332,6.414,4.4712,5.7858,0,0,0.8804,8.09
71,2017,7.2724,5.6538,4.1532,7.2736,0,1,0.8055,1.95
72,2017,6.4243,4.7525,4.4595,6.0544,0,1,0.9498,5.33
73,2017,6.4505,5.082,4.9047,5.9574,1,0,0.7462,5.63
74,2017,7.0852,6.7211,3.7276,6.0041,0,1,0.9145,1.5
75,2017,6.5733,6.0519,3.6765,5.6106,0,0,0.775,4.89
76,2017,7.2224,6.8883,4.678,5.4935,0,1,0.5309,4.69
77,2017,6.4849,6.2476,4.4895,5.887,0,0,0.6531,6.83
78,2017,5.8252,4.119,3.8569,5.5856,0,1,0.7624,9.03
79,2017,7.0953,5.7008,5.0156,6.0581,0,1,0.7778,10.79
80,2017,7.5511,5.6603,4.8843,6.9435,1,1,0.6596,5.01
1,2018,6.8428,5.8605,4.1285,5.5338,1,0,0.6494,3.5
2,2018,6.5398,5.2249,3.2677,6.3509,0,1,0.7618,1.76
3,2018,6.8392,4.914,3.7244,6.8746,1,1,0.7241,3.83
4,2018,7.2153,5.8164,5.3518,6.3235,0,1,0.9011,1.5
5,2018,6.1562,4.2528,3.9691,7.5006,0,0,0.8341,4.08
6,2018,7.3936,5.6018,5.3917,5.7799,1,0,0.6841,5.37
7,2018,8.4364,8.1073,5.3998,6.2899,1,1,0.8887,6.81
8,2018,6.7332,6.2752,3.4202,6.5197,1,1,0.9612,8.12
9,2018,6.9994,5.9055,4.9243,5.3675,0,1,0.8187,5.75
10,2018,7.6477,6.3525,5.5534,5.7517,0,0,0.5496,6.18
11,2018,7.1604,5.2587,6.3009,5.0788,0,0,0.5685,4.95
12,2018,6.9781,4.8116,3.8016,6.7581,1,1,0.899,5.3
13,2018,6.9074,5.6587,5.8132,5.5989,0,1,0.6823,5.38
14,2018,8.1902,6.3182,5.5331,7.1327,1,0,0.8377,3.17
15,2018,6.1792,4.8297,3.5965,6.4956,0,0,0.7527,7.4
16,2018,5.984,3.9984,4.7008,6.5744,0,1,0.9187,6.22
17,2018,7.1305,7.1,3.6936,6.4028,0,0,0.6891,4.74
18,2018,7.0272,6.3597,3.4692,6.5875,0,1,0.8379,5.31
19,2018,6.5184,5.6908,2.6939,6.0758,1,1,0.9258,5.08
20,2018,7.1315,5.6825,4.0864,6.4379,0,1,0.6476,7.57
21,2018,6.2165,4.044,4.4578,5.8307,1,1,0.6908,4.69
22,2018,7.9031,5.8039,6.2882,5.7267,0,1,0.8065,8.55
23,2018,7.1069,5.5504,3.9555,6.1931,1,1,0.98,6.2
24,2018,7.7125,6.4785,5.681,5.7444,1,1,0.7884,4.07
25,2018,6.2621,4.5961,4.2755,5.4839,1,1,0.8355,7.76
26,2018,6.6853,4.8843,4.7339,6.5258,0,1,0.98,1.85
27,2018,7.0343,6.6192,4.2855,6.7095,0,1,0.8602,7.05
28,2018,6.8932,5.6389,3.549,6.5039,0,0,0.8184,7.01
29,2018,6.3707,4.3883,5.1433,6.8985,0,0,0.7258,6.55
30,2018,6.7842,5.452,4.4749,6.6337,0,1,0.6447,6.59
31,2018,5.9318,4.2761,4.7103,5.2737,0,0,0.8019,6.71
32,2018,7.1025,5.7291,4.8532,6.0202,1,0,0.709,3.52
33,2018,6.689,4.4303,4.5684,7.1427,0,1,0.7836,7.02
34,2018,6.86,5.1376,5.1165,4.9414,0,1,0.6856,8.22
35,2018,6.4913,4.7151,4.3632,5.4248,0,0,0.8979,5.82
36,2018,7.2423,6.289,4.2096,5.7584,0,1,0.8868,7.65
37,2018,6.7897,4.9916,5.1596,6.843,0,1,0.7436,5.24
38,2018,8.1666,6.625,5.1603,6.5996,0,1,0.8705,3.63
39,2018,6.1391,3.6248,4.2596,5.6762,0,1,0.6717,3.26
40,2018,5.861,5.0166,4.0949,4.6073,0,0,0.7179,5.88
41,2018,6.7148,4.5682,4.6303,6.3904,0,0,0.7989,2.81
42,2018,7.3285,5.257,4.5672,7.1175,1,1,0.6051,3.46
43,2018,7.0664,6.246,4.3459,5.1216,0,1,0.8714,5.98
44,2018,7.2672,6.0951,4.4811,6.2601,0,1,0.7627,4.63
45,2018,6.9134,4.7228,4.7038,6.4782,1,0,0.6827,1.5
46,2018,7.2686,6.3771,4.8092,5.4228,1,0,0.7822,8.04
47,2018,7.1986,5.7628,4.7603,6.5107,0,1,0.8573,3.43
48,2018,6.3663,4.3568,3.6811,6.3329,0,0,0.98,9.68
49,2018,6.6346,5.3012,3.0896,6.5514,0,1,0.7751,5.09
50,2018,7.826,6.3337,4.7982,6.4042,0,0,0.8386,3.75
51,2018,7.003,6.109,4.2582,5.3399,0,1,0.7238,5.02
52,2018,7.0387,5.8787,4.7356,5.9268,0,1,0.8104,6.57
53,2018,6.9831,6.0595,4.8206,6.035,1,0,0.75,8.08
54,2018,7.1747,6.3903,3.932,5.706,0,0,0.8022,5.16
55,2018,7.3393,5.4991,4.8458,7.8016,0,0,0.7431,4.49
56,2018,6.3177,5.9043,0.5516,6.594,1,0,0.5876,3.73
57,2018,6.6111,6.2917,4.4632,4.4411,0,1,0.5505,7.74
58,2018,6.9477,4.0647,5.103,7.3219,0,1,0.8337,5.87
59,2018,6.2592,4.3858,4.5999,6.4656,0,1,0.5515,1.67
60,2018,6.2396,4.0632,4.2333,6.1628,0,0,0.8621,3.6
61,2018,7.2936,6.4886,4.4943,6.4359,0,0,0.8193,4.17
62,2018,6.6325,5.5902,4.2172,5.8795,0,0,0.8527,3.59
63,2018,7.3403,6.2041,3.9799,7.3981,0,1,0.5925,5.47
64,2018,7.6973,6.6589,5.0272,5.4771,1,0,0.6708,1.5
65,2018,7.4708,7.3603,4.7384,5.8591,0,0,0.7577,7.57
66,2018,6.7257,5.6104,3.6152,6.2912,0,0,0.7566,6.99
67,2018,5.7363,2.9877,4.7795,7.8433,0,0,0.81,3.11
68,2018,7.1996,5.9652,4.6425,6.6844,0,1,0.7891,3.77
69,2018,6.4886,5.1635,5.5463,5.2012,0,0,0.8082,5.09
70,2018,6.436,4.2946,5.0581,6.7591,0,1,0.9545,4.78
71,2018,7.5861,6.197,5.2009,6.6159,0,1,0.9261,6.23
72,2018,7.1981,5.4079,4.7981,6.2876,0,1,0.5717,1.7
73,2018,6.9654,5.4064,4.7724,3.7138,1,0,0.6853,5.18
74,2018,6.9717,5.5689,3.9738,7.174,0,0,0.7185,8.55
75,2018,8.0793,6.4211,6.7492,6.3008,0,0,0.9345,5.87
76,2018,6.1055,4.3753,3.4535,5.7796,0,1,0.9473,3.5
77,2018,7.8807,6.7763,5.5863,6.2241,0,0,0.8543,2.88
78,2018,6.1898,5.686,3.7582,6.3562,0,0,0.6708,5.48
79,2018,6.4326,5.2789,4.1212,5.4011,0,1,0.6227,6.1
80,2018,7.2303,5.7814,4.8863,6.5881,1,1,0.7225,2.68
1,2019,7.0206,5.942,4.2146,5.2733,1,1,0.8277,4.06
2,2019,7.3797,7.5727,4.118,5.723,0,1,0.5682,5.62
3,2019,6.3587,5.3553,2.6481,6.7005,1,1,0.82,5.0
4,2019,7.2862,5.5038,4.8739,7.0748,0,0,0.6238,3.44
5,2019,7.4298,6.3393,5.4222,6.5382,0,0,0.9685,5.74
6,2019,8.4726,6.6698,5.8114,7.1234,1,0,0.762,6.16
7,2019,6.6191,4.205,4.192,7.0048,1,1,0.6706,5.57
8,2019,6.9352,5.6751,3.3989,6.9711,1,0,0.8163,9.5
9,2019,6.6672,5.228,4.3999,6.0299,0,0,0.9487,6.92
10,2019,7.5362,5.4767,5.3017,7.3944,0,0,0.8392,8.55
11,2019,7.615,6.96,4.9135,6.4801,0,0,0.7981,4.17
12,2019,6.7591,5.3857,4.538,5.5183,1,0,0.7755,4.87
13,2019,7.0082,5.4639,4.9728,6.3519,0,0,0.98,5.01
14,2019,8.0692,6.9035,6.9002,5.2461,1,0,0.8492,4.01
15,2019,7.0602,5.7633,5.0028,5.6818,0,1,0.7826,6.39
16,2019,7.1361,6.1649,4.6935,6.5309,0,0,0.6049,2.28
17,2019,6.3828,4.0333,5.1855,5.4272,0,1,0.8746,1.5
18,2019,6.8931,5.8292,4.2372,6.1364,0,0,0.5222,5.99
19,2019,7.379,4.4817,5.9458,6.0999,1,1,0.6212,7.08
20,2019,7.7403,5.8132,5.9684,6.5518,0,1,0.9416,3.0
21,2019,6.6522,5.6058,4.1541,5.751,1,1,0.771,4.5
