school_id,year,log_output,log_teachers,log_budget,log_facilities,teacher_experience,class_size,ses_index,school_type
52,2015,4.7963,3.2951,8.8559,3.7941,3.0,33.5,0.3594,public
53,2015,6.4272,2.266,8.9829,3.3825,17.8,20.5,0.6054,private
54,2015,6.0811,2.6384,8.5653,3.5485,14.9,18.9,0.6744,private
55,2015,6.0609,3.7167,8.7029,4.0193,12.4,29.6,0.5156,private
56,2015,6.1603,3.1828,8.5124,4.0858,8.7,24.4,0.889,private
57,2015,5.9002,2.937,9.1294,3.5466,15.3,29.2,0.5333,public
58,2015,6.5562,3.3901,8.3702,4.6423,10.6,15.9,0.3337,public
59,2015,6.6809,3.767,8.5617,5.0423,25.3,26.4,0.3565,public
60,2015,5.3923,3.0299,8.8683,4.025,17.2,26.7,0.1643,public
61,2015,6.2272,3.1641,8.1165,3.7496,6.6,33.4,0.63,private
62,2015,5.7186,3.0476,8.9478,4.4331,7.1,17.8,0.4231,public
63,2015,5.3238,3.8114,8.2974,3.463,22.0,15.9,0.5993,public
64,2015,6.0638,3.5464,8.5779,3.3315,16.8,33.4,0.6894,private
65,2015,6.7763,4.0451,8.8718,3.7305,14.1,34.7,0.9424,private
66,2015,6.419,3.7907,8.6342,4.0967,8.8,15.0,0.45,public
67,2015,5.9009,3.1359,8.7079,4.0511,12.7,28.3,0.2911,public
68,2015,7.2639,4.6427,8.9863,3.8783,10.3,16.0,0.5899,public
69,2015,6.1721,3.4736,8.7089,4.9163,11.8,27.0,0.3403,public
70,2015,6.4769,3.0514,8.5064,5.3474,14.3,17.7,0.4628,public
71,2015,6.3531,3.8989,8.7787,3.6729,5.6,19.4,0.3923,public
72,2015,5.8813,3.9113,8.0846,4.4871,8.5,20.0,0.2623,public
73,2015,6.1611,3.6985,8.6308,3.4868,16.8,10.9,0.6795,charter
74,2015,5.9168,3.0861,8.0128,3.8347,9.3,29.5,0.5035,public
75,2015,6.577,4.1147,8.0878,3.3355,5.8,18.4,0.4129,public
76,2015,7.0043,4.1075,9.0254,4.1777,18.0,21.7,0.3139,public
77,2015,6.457,3.4056,8.3407,4.3137,15.3,27.6,0.5531,public
78,2015,5.8662,4.1089,9.0433,4.7187,18.0,28.7,0.5025,private
79,2015,6.1204,3.5334,8.3232,4.3552,4.6,10.2,0.4383,public
80,2015,7.1167,3.8347,8.9079,4.5535,10.7,37.1,0.5387,private
81,2015,6.675,3.6496,8.2189,4.239,17.4,15.8,0.867,private
82,2015,6.0158,3.486,8.6343,3.306,8.7,14.2,0.5309,public
83,2015,6.4606,3.3563,9.2177,4.0929,11.0,27.7,0.6029,private
84,2015,5.2825,3.4865,8.7181,3.8501,14.6,37.9,0.3264,public
85,2015,5.1633,2.8023,8.4091,4.4682,18.3,22.4,0.3734,public
86,2015,6.946,4.3325,8.8674,3.6629,9.1,21.8,0.6615,public
87,2015,6.6185,3.6857,8.1486,3.7655,6.1,33.6,0.6391,private
88,2015,7.1602,3.66,8.5356,4.3212,10.0,30.0,0.4663,public
89,2015,6.5105,3.9307,8.7664,3.501,17.6,32.8,0.8633,public
90,2015,5.8037,3.9628,8.6153,3.8824,10.4,30.2,0.3739,public
91,2015,6.558,3.9057,8.4347,4.414,18.6,31.2,0.1591,public
92,2015,6.5097,3.5535,8.4555,3.1067,15.8,25.5,0.5989,private
93,2015,6.1561,2.6007,8.7552,3.8776,13.2,22.7,0.363,public
94,2015,6.2731,3.5985,8.4671,4.2643,21.3,31.3,0.1798,public
95,2015,6.0465,1.8605,8.2377,3.6778,13.2,28.4,0.5239,public
96,2015,5.9989,3.0088,7.6563,4.2867,7.8,26.3,0.6916,private
97,2015,6.3011,2.5284,8.6099,3.2282,13.1,22.7,0.4455,public
98,2015,6.2281,3.2929,8.4483,4.0861,12.9,20.1,0.4938,public
99,2015,6.5605,3.2286,8.7304,3.2447,22.3,19.6,0.389,public
100,2015,6.1873,3.8429,8.1412,3.5362,7.5,11.2,0.4306,charter
1,2016,6.5048,4.1491,8.91,3.2541,3.9,21.0,0.7598,private
2,2016,5.2113,2.2458,8.5639,4.0375,16.7,38.4,0.474,public
3,2016,6.7932,4.22,8.9578,3.9927,7.7,25.5,0.5673,charter
4,2016,6.9814,3.8735,8.7301,4.9775,18.5,17.2,0.95,private
5,2016,6.5108,3.7997,8.6229,3.6636,5.2,36.2,0.3489,public
6,2016,6.5561,3.3091,8.5986,4.5751,11.8,40.4,0.8473,charter
7,2016,6.4797,3.8805,8.5649,4.9424,11.1,32.8,0.6193,private
8,2016,6.5238,3.9541,8.2027,4.0447,20.5,18.2,0.7354,private
9,2016,5.8995,2.3197,9.4056,4.682,6.6,14.0,0.4737,public
10,2016,6.1256,3.8512,8.8002,2.9211,5.5,22.6,0.5643,public
11,2016,6.574,4.3238,8.9357,4.4624,18.9,25.1,0.3252,public
12,2016,5.8788,2.8491,8.4851,3.8072,16.9,27.1,0.5634,charter
13,2016,7.0696,3.8764,9.0117,3.8913,20.4,24.7,0.8505,private
14,2016,6.8507,3.7793,9.2392,4.2801,16.4,15.5,0.7242,private
15,2016,6.5579,3.2906,9.0103,4.2054,15.8,13.8,0.3062,public
16,2016,6.5248,2.4836,8.5961,3.4964,13.3,30.3,0.2909,public
17,2016,5.7188,3.3912,8.5351,4.6557,15.1,14.4,0.1689,public
18,2016,6.0927,2.9877,8.446,4.0726,15.6,14.3,0.5406,public
19,2016,5.9125,4.1398,8.3204,3.6265,12.4,28.2,0.66,private
20,2016,6.0741,3.3493,7.8984,3.8949,9.5,15.5,0.8551,private
21,2016,6.4529,3.4702,8.6253,4.7387,16.1,18.4,0.8077,private
22,2016,6.5595,3.9602,8.9203,4.1745,16.8,15.5,0.4736,public
23,2016,6.5216,2.6514,8.6544,4.2918,10.2,10.0,0.6009,charter
24,2016,6.3527,3.63,9.3929,3.6055,13.6,24.5,0.5964,charter
25,2016,7.0305,5.0055,8.7593,3.7928,13.0,35.8,0.95,private
26,2016,6.9774,4.4361,9.5471,4.0758,4.3,36.2,0.5452,public
27,2016,5.7314,3.0783,8.5644,3.7353,5.0,36.7,0.518,public
28,2016,6.0551,3.3567,8.2995,4.1748,3.9,31.9,0.5787,public
29,2016,6.6351,3.0102,9.3888,4.6574,8.8,33.4,0.3904,public
30,2016,6.6334,2.6721,8.5291,3.8325,16.8,34.5,0.6021,private
31,2016,6.5767,3.0828,9.2459,3.8438,14.4,14.2,0.4666,private
32,2016,6.0555,3.6123,8.6007,4.3988,20.3,21.9,0.7551,charter
33,2016,6.6761,3.485,9.3462,3.9957,16.3,27.8,0.3651,public
34,2016,6.0197,2.7777,7.9472,3.0915,11.1,27.5,0.3747,public
35,2016,6.2285,4.7127,7.807,3.4955,15.6,29.2,0.4851,public
36,2016,6.3288,3.221,8.8046,3.4682,9.8,25.6,0.305,public
37,2016,5.9634,3.3824,9.1201,2.9865,7.1,28.4,0.794,public
38,2016,5.798,2.7182,8.5137,3.9443,19.6,18.7,0.2951,public
39,2016,6.8083,3.8723,8.4871,3.9384,9.5,18.8,0.4784,public
40,2016,6.4383,3.0213,8.6122,4.4097,15.6,30.3,0.6779,private
41,2016,6.4614,4.1366,8.8586,4.0095,15.5,27.2,0.4069,public
42,2016,6.8229,4.0519,8.6788,5.5101,14.3,30.1,0.7423,private
43,2016,6.3201,3.2342,9.1978,3.2187,13.6,21.4,0.6268,private
44,2016,6.1192,3.9955,8.4333,3.6069,4.7,30.1,0.82,public
45,2016,6.4485,3.106,8.8831,3.8366,11.8,19.9,0.6733,private
46,2016,6.9653,3.8662,8.8838,3.9755,15.2,10.7,0.6334,private
47,2016,6.5463,2.6571,8.8802,4.1858,17.8,28.6,0.5391,public
48,2016,6.2078,2.3499,8.764,4.1751,18.7,17.5,0.264,public
49,2016,6.6725,3.498,8.0937,4.8723,8.5,35.8,0.95,private
50,2016,6.0266,3.3909,8.8689,3.166,10.8,37.4,0.3438,public
51,2016,6.4836,3.7286,8.2805,4.5234,17.4,24.6,0.3521,public
52,2016,6.2492,3.3241,8.7414,3.7413,9.0,26.3,0.3852,public
53,2016,6.1213,3.3127,8.6533,4.4746,18.9,19.1,0.6906,private
54,2016,6.1084,3.592,8.4777,4.0866,12.9,23.3,0.6506,private
55,2016,5.6037,3.5937,8.2701,4.2388,8.4,42.1,0.6733,private
56,2016,6.4574,4.5884,8.5448,4.0284,11.6,23.6,0.4926,private
57,2016,5.6533,3.0524,8.2556,3.3215,12.7,45.0,0.53,public
58,2016,6.7447,3.8164,8.5841,3.4457,13.7,10.0,0.2276,public
59,2016,6.2359,4.5044,8.143,4.1614,7.3,38.1,0.1426,public
60,2016,6.0106,3.7853,8.0952,3.4679,13.3,16.8,0.3265,public
61,2016,6.7092,4.219,9.1426,3.6072,6.7,27.4,0.6267,private
62,2016,5.5743,2.5986,8.2897,2.7946,8.3,21.7,0.3607,public
63,2016,6.8606,3.6492,9.2964,4.2922,16.3,12.2,0.1948,public
64,2016,5.9624,2.8387,9.5585,3.4579,5.6,23.2,0.4573,private
65,2016,5.473,3.4493,8.0518,3.9057,20.0,44.4,0.6286,private
66,2016,6.4722,3.8625,8.4536,3.9816,14.3,28.2,0.4485,public
67,2016,6.4678,3.9909,8.2778,4.2008,17.2,13.6,0.1849,public
68,2016,6.9116,4.3476,8.7679,4.0305,15.2,26.7,0.58,public
69,2016,5.3502,2.3599,8.5598,4.0002,9.0,30.6,0.5856,public
70,2016,5.9753,2.3156,8.4169,3.6316,9.6,44.1,0.3901,public
71,2016,6.3135,3.2199,9.1161,3.8756,10.1,18.4,0.5964,public
72,2016,6.1716,3.6298,8.1661,4.1161,8.2,16.6,0.3073,public
73,2016,6.2165,3.9357,8.4785,4.1441,9.9,27.4,0.5969,charter
74,2016,6.1982,3.784,8.3312,4.6117,11.4,14.1,0.2791,public
75,2016,6.135,3.0723,8.3039,4.4922,14.6,16.7,0.3543,public
76,2016,7.043,4.7881,8.9381,4.6781,10.0,15.0,0.438,public
77,2016,6.6661,3.5964,9.0465,4.3051,11.6,28.8,0.2743,public
78,2016,6.7952,3.5109,8.967,4.1029,14.1,24.1,0.9263,private
79,2016,6.6511,3.9519,8.1941,3.9629,6.4,12.7,0.2669,public
80,2016,6.7031,3.6042,8.818,5.1042,7.1,21.3,0.7881,private
81,2016,6.3618,2.6286,8.5195,3.5151,9.7,23.6,0.7138,private
82,2016,5.99,3.4533,8.6044,4.2081,12.4,20.5,0.3734,public
83,2016,6.7056,3.4997,8.8654,4.1616,16.1,28.0,0.8299,private
84,2016,6.1515,3.465,8.7461,3.9596,9.9,20.0,0.4272,public
85,2016,5.9627,2.9867,9.1464,2.6816,12.1,23.7,0.376,public
86,2016,6.759,3.3274,8.9242,4.5463,11.2,20.9,0.5662,public
87,2016,5.3975,3.5563,8.8819,3.6302,9.1,11.3,0.6338,private
88,2016,6.6419,3.4373,8.9071,4.3285,16.0,10.9,0.4826,public
89,2016,6.1337,4.2741,8.8903,4.7399,9.3,39.8,0.3472,public
90,2016,6.6816,3.0796,8.7988,4.5267,16.0,29.5,0.3036,public
91,2016,6.5427,3.6525,8.8731,4.3324,9.7,19.1,0.3032,public
92,2016,6.0138,3.1144,8.1891,4.2244,18.3,22.6,0.6679,private
93,2016,6.843,3.7608,8.6607,3.9787,7.9,20.1,0.6074,public
94,2016,6.6115,4.6886,7.8436,3.9365,14.6,22.0,0.613,public
95,2016,6.7092,3.1469,8.2445,4.1691,11.2,36.6,0.4564,public
96,2016,6.0488,2.7585,8.0488,3.9311,18.5,28.6,0.5003,private
97,2016,5.9544,3.8144,8.7815,4.0036,7.5,16.8,0.3859,public
98,2016,5.617,2.9883,8.7146,4.5754,7.8,20.9,0.4615,public
99,2016,6.2296,3.3084,8.7337,3.6555,6.1,43.8,0.3957,public
100,2016,5.389,2.9764,8.1787,4.1298,18.2,31.6,0.6364,charter
1,2017,6.4509,4.79,7.8043,4.7068,3.3,27.5,0.5786,private
2,2017,6.6059,3.6396,8.4626,4.2498,13.5,32.1,0.5683,public
3,2017,5.6889,3.2511,8.791,4.8001,12.9,36.0,0.7314,charter
4,2017,7.0636,4.7285,8.7675,3.7048,29.9,15.5,0.5966,private
5,2017,6.0621,3.8437,9.1631,4.0915,19.3,30.6,0.2559,public
6,2017,6.0997,3.082,8.2606,4.1332,13.1,30.1,0.5547,charter
7,2017,6.6091,3.1979,9.1863,4.2132,14.6,29.0,0.6059,private
8,2017,5.863,3.2691,9.047,4.1397,9.5,32.8,0.4394,private
9,2017,6.6988,3.6628,8.409,4.5505,11.2,31.9,0.2993,public
10,2017,6.5261,3.2526,9.3376,4.3729,7.1,16.3,0.4592,public
11,2017,6.112,3.2596,7.5843,3.82,11.6,17.3,0.6113,public
12,2017,6.4788,2.478,8.7655,3.5153,9.9,19.6,0.5304,charter
13,2017,5.7732,3.4066,8.3362,3.7913,13.9,28.6,0.6608,private
14,2017,6.6805,4.7657,8.6001,4.1753,9.9,20.2,0.7015,private
15,2017,6.6189,3.4417,8.6984,4.2887,15.1,25.3,0.4065,public
16,2017,6.2637,3.5048,8.6401,3.49,8.8,45.0,0.2926,public
17,2017,5.3089,2.7881,7.8915,4.7664,18.7,28.8,0.4853,public
18,2017,6.6243,3.3262,8.4116,2.9648,16.4,18.2,0.4227,public
19,2017,6.0903,2.1574,8.7434,4.2105,13.1,21.1,0.616,private
20,2017,5.9486,3.0506,8.0142,4.4226,12.5,15.8,0.7133,private
21,2017,6.6917,3.2143,8.7356,2.9549,11.3,40.6,0.7529,private
22,2017,6.0888,3.1353,8.8945,3.4247,15.7,23.6,0.3794,public
23,2017,6.4219,2.6593,8.5471,4.9417,17.9,10.0,0.3229,charter
24,2017,6.8031,3.8747,8.4478,3.1909,15.9,19.5,0.6583,charter
25,2017,6.2707,3.6601,8.2307,4.0396,14.4,35.2,0.5387,private
26,2017,6.9353,4.4894,8.4138,3.9996,8.4,14.9,0.3927,public
27,2017,5.3442,3.4565,7.921,4.3983,10.8,27.0,0.3917,public
28,2017,7.0058,4.331,8.7246,4.5889,12.7,18.1,0.5854,public
29,2017,6.0013,2.7315,8.891,3.9495,6.4,19.4,0.2494,public
30,2017,5.9828,3.9552,8.7512,3.7529,13.2,11.8,0.7793,private
31,2017,6.231,2.8591,7.7367,4.0315,6.5,17.3,0.75,private
32,2017,6.2062,3.3102,8.6027,3.3001,15.6,25.2,0.7601,charter
33,2017,6.7651,3.6097,8.4929,4.1792,16.4,44.8,0.3067,public
34,2017,6.8366,3.2491,8.8154,5.172,18.9,20.1,0.5479,public
35,2017,6.5151,3.8361,8.9547,4.1479,15.0,19.0,0.6678,public
36,2017,6.3044,3.6276,8.5832,4.0229,17.3,28.1,0.4324,public
37,2017,5.2246,2.8917,8.4719,3.5882,22.0,16.6,0.4641,public
38,2017,6.2778,3.1542,7.7391,3.2255,15.1,14.0,0.3282,public
39,2017,5.9043,2.9093,9.2406,3.5509,7.0,31.4,0.2948,public
40,2017,6.8883,4.1105,8.3005,4.4297,12.2,23.6,0.8908,private
41,2017,6.749,3.6348,8.7273,4.5795,12.1,11.1,0.2416,public
42,2017,6.3399,3.8052,9.1726,4.9845,12.3,26.5,0.5944,private
43,2017,6.6157,3.933,8.7203,4.5413,13.5,27.9,0.5628,private
44,2017,5.352,4.2012,8.6085,4.0386,4.2,17.3,0.4847,public
45,2017,6.182,4.3782,8.7433,4.1159,18.5,19.6,0.5967,private
46,2017,6.5538,3.3756,8.3064,4.2586,17.5,14.9,0.7966,private
47,2017,6.9229,4.4487,8.7784,4.1313,1.0,26.4,0.4963,public
48,2017,6.6679,3.9379,7.6247,3.811,18.7,27.9,0.2653,public
49,2017,6.4505,4.3734,8.787,3.1283,14.2,35.3,0.6557,private
50,2017,6.1846,4.0149,8.4829,3.8159,17.7,37.4,0.436,public
51,2017,6.7425,3.8824,8.6177,3.9741,19.4,40.1,0.5114,public
52,2017,6.4412,4.7017,8.4272,3.7934,8.2,35.4,0.229,public
53,2017,4.6951,3.8474,8.1989,3.4422,10.7,38.3,0.2781,private
54,2017,6.4735,3.9256,8.7554,3.6198,13.8,31.8,0.95,private
55,2017,5.7767,2.705,8.1289,2.3779,4.7,12.5,0.5655,private
56,2017,6.0958,3.4667,8.3546,3.9643,11.1,20.2,0.9279,private
57,2017,6.4209,4.0927,8.5055,4.2118,13.2,18.9,0.4255,public
58,2017,6.3366,3.0126,8.6282,3.2417,14.2,24.3,0.2699,public
59,2017,6.2181,3.983,8.9543,4.9303,16.3,19.4,0.7781,public
60,2017,6.7333,4.3368,8.6606,4.2205,1.0,21.4,0.4837,public
61,2017,6.2021,3.1047,8.6404,3.6605,8.8,16.2,0.9421,private
62,2017,5.7938,3.6225,8.3628,4.0971,7.1,13.0,0.3707,public
63,2017,5.874,3.4614,8.5624,4.3675,12.9,27.9,0.5074,public
64,2017,6.4108,3.2582,8.8301,3.5749,4.4,27.1,0.8088,private
65,2017,6.7366,4.5776,8.2469,4.4981,15.6,20.5,0.8664,private
66,2017,6.4765,3.2491,8.2374,4.0989,14.9,26.2,0.05,public
67,2017,6.5747,3.3627,8.4694,5.1461,11.9,16.5,0.4487,public
68,2017,6.0245,3.4307,8.9599,3.8376,11.6,25.0,0.2828,public
69,2017,5.5951,2.8038,8.701,3.5026,13.0,24.4,0.3718,public
70,2017,5.3744,3.152,8.0282,4.0957,17.8,27.0,0.4758,public
71,2017,7.1239,4.4568,9.743,4.5981,8.6,20.6,0.4269,public
72,2017,5.9375,1.908,9.2404,3.8285,8.6,33.5,0.1753,public
73,2017,6.5858,3.4895,8.0776,3.8062,12.3,30.7,0.4225,charter
74,2017,6.2861,3.5272,7.9773,5.004,9.2,27.5,0.4102,public
75,2017,5.9338,2.9511,8.5615,4.1615,4.9,10.0,0.51,public
76,2017,6.606,4.0292,8.8171,3.7323,11.3,21.6,0.4038,public
77,2017,6.6163,3.2105,8.5737,3.9529,23.4,20.2,0.3147,public
78,2017,6.0739,2.6809,8.5411,3.7697,14.4,10.0,0.95,private
79,2017,6.2599,3.4237,8.3398,4.6893,20.8,20.3,0.5137,public
80,2017,5.4235,3.0667,8.2754,2.9974,6.9,10.0,0.5369,private
81,2017,5.7446,2.8112,8.1989,3.9748,19.5,28.2,0.7281,private
82,2017,6.6382,3.3921,8.6098,5.0271,18.0,30.0,0.2894,public
83,2017,6.6748,3.4248,8.3425,3.2412,12.3,34.7,0.4801,private
84,2017,6.6053,3.3103,8.6346,5.0833,16.8,29.1,0.2694,public
85,2017,6.4564,3.2149,8.1204,4.4562,7.6,26.4,0.1972,public
86,2017,6.4677,3.3828,8.7088,4.2539,16.1,16.2,0.3188,public
87,2017,5.9588,2.6389,9.0717,3.4618,14.6,37.7,0.6742,private
88,2017,6.3244,3.3017,9.1021,3.005,9.2,24.3,0.4922,public
89,2017,6.149,2.931,9.0962,3.749,13.6,26.5,0.7159,public
90,2017,5.478,3.5063,8.1647,3.0987,9.6,29.0,0.4535,public
91,2017,6.2592,2.6494,8.9312,3.2514,14.9,32.8,0.3494,public
92,2017,6.5923,3.0275,9.0226,4.9152,19.5,27.6,0.9244,private
93,2017,5.8327,3.0054,7.9316,4.237,11.6,19.7,0.4385,public
94,2017,6.1427,3.7046,9.3558,3.982,12.2,18.9,0.3758,public
95,2017,5.8915,4.7218,7.8712,4.0285,19.1,18.4,0.3884,public
96,2017,6.6194,3.2729,8.8506,3.719,16.5,17.8,0.6005,private
97,2017,6.2149,2.6021,8.7358,4.4613,11.5,16.1,0.3501,public
98,2017,5.8984,3.0323,8.8247,4.2664,11.3,20.0,0.4222,public
99,2017,6.1153,3.6943,8.7678,3.772,4.9,40.2,0.1842,public
100,2017,6.4456,4.1287,8.3291,3.8165,5.7,24.5,0.4654,charter
1,2018,6.27,3.7751,8.5002,4.1293,14.0,17.9,0.6613,private
2,2018,5.7978,2.6967,8.7408,3.2671,5.5,28.4,0.2777,public
3,2018,6.3423,4.013,8.4158,3.6003,15.6,21.6,0.4099,charter
4,2018,6.2692,3.4564,7.5703,4.4513,11.8,16.7,0.6361,private
5,2018,5.7226,2.6012,8.5989,4.3458,19.6,31.6,0.5878,public
6,2018,6.0629,2.4482,8.2903,2.9586,5.5,16.0,0.5508,charter
7,2018,6.6559,3.5469,9.0278,4.5196,18.3,16.6,0.6996,private
8,2018,6.7028,3.5114,8.4641,3.4696,14.0,24.9,0.6591,private
9,2018,6.006,3.9918,8.7632,3.633,8.9,23.3,0.3557,public
10,2018,5.929,3.5082,8.5091,4.1975,11.4,24.6,0.6871,public
11,2018,6.7513,3.4053,8.3646,4.3803,18.0,19.5,0.2524,public
12,2018,6.5441,3.7102,9.4321,3.2781,8.9,19.1,0.3346,charter
13,2018,6.5256,2.9063,9.5447,3.5742,16.3,23.0,0.8614,private
14,2018,6.2098,3.2828,8.2934,3.8771,19.0,23.9,0.7055,private
15,2018,5.7744,3.8246,8.9381,4.3838,12.9,23.1,0.4016,public
16,2018,6.7164,3.3852,8.0509,3.7014,10.3,30.2,0.4257,public
17,2018,6.2856,3.5104,8.6526,4.0087,16.2,36.0,0.4395,public
18,2018,6.3036,3.7575,8.8045,3.8931,11.1,22.4,0.462,public
19,2018,5.3055,3.0541,8.6651,4.0081,11.4,33.6,0.4477,private
20,2018,6.4346,2.9756,9.1617,3.677,21.9,24.3,0.707,private
21,2018,5.6097,3.6782,8.0279,3.5955,10.7,10.0,0.692,private
22,2018,6.2353,3.434,9.5127,3.7768,4.4,16.2,0.5524,public
23,2018,5.6544,3.0544,9.1774,3.6348,24.1,23.5,0.8673,charter
24,2018,5.8492,3.5071,8.7116,4.0605,13.5,45.0,0.3884,charter
25,2018,6.0336,4.0721,8.8481,4.0422,14.3,29.1,0.7491,private
26,2018,5.9947,2.8482,8.4287,3.2152,10.8,23.2,0.4379,public
27,2018,6.2265,3.9817,8.0856,3.7503,6.5,17.0,0.3409,public
28,2018,6.1253,3.877,9.0986,4.4735,16.5,19.3,0.2826,public
29,2018,6.7191,3.4007,8.7749,4.2275,20.6,28.1,0.5516,public
30,2018,6.6003,3.3033,9.4379,3.523,18.1,12.3,0.6188,private
31,2018,6.5066,3.9645,8.3405,4.5083,10.1,23.5,0.8273,private
32,2018,7.2406,4.3141,8.2696,4.827,30.0,33.4,0.5987,charter
33,2018,5.9029,3.626,8.1234,4.2499,17.7,15.0,0.4731,public
34,2018,5.6573,2.236,8.578,4.329,16.3,29.3,0.2523,public
35,2018,6.3417,2.4211,8.8561,4.0807,18.2,33.9,0.3071,public
36,2018,6.9673,4.035,8.7731,4.1425,11.6,40.8,0.1711,public
37,2018,6.7407,2.8954,9.3283,4.1253,9.1,18.9,0.5391,public
38,2018,5.8979,3.6927,8.6032,3.5863,14.3,36.7,0.289,public
39,2018,6.9329,3.3274,9.3416,4.6849,18.7,34.5,0.6268,public
40,2018,7.2356,4.1812,8.5491,4.4047,8.9,16.7,0.7738,private
41,2018,6.6401,3.0856,8.0094,4.0708,4.1,27.0,0.5042,public
42,2018,7.0222,3.8705,8.8435,4.2393,23.9,18.5,0.779,private
43,2018,6.9648,4.1975,8.9769,4.1065,19.3,16.5,0.8194,private
44,2018,6.2407,4.3159,8.3527,4.2224,14.4,10.0,0.3879,public
45,2018,6.6501,3.9249,8.2892,2.968,11.0,27.4,0.8487,private
46,2018,5.8963,3.3177,8.675,4.1539,11.7,23.9,0.6248,private
47,2018,6.0521,3.6477,9.3328,3.9428,11.0,39.5,0.4008,public
48,2018,6.8316,4.0768,8.4934,4.6001,14.2,32.2,0.398,public
49,2018,6.0841,3.314,9.0784,3.5163,10.5,28.0,0.9291,private
50,2018,6.7831,3.8661,8.2886,4.2145,21.8,13.6,0.1572,public
51,2018,6.6946,3.5509,8.9126,4.1501,5.0,34.5,0.3532,public
52,2018,6.2848,4.2794,8.8222,3.7372,5.9,25.2,0.2372,public
53,2018,6.4492,2.7664,9.0034,4.4667,20.6,11.9,0.7919,private
54,2018,6.7627,3.5127,8.3693,4.4721,12.9,24.7,0.8073,private
55,2018,6.4538,3.0199,9.0275,3.6551,6.3,27.5,0.537,private
56,2018,6.1571,3.4463,8.088,4.5663,15.4,28.9,0.6991,private
57,2018,6.5663,2.9754,8.6844,4.8773,5.8,24.7,0.5944,public
58,2018,6.3085,4.1191,9.1298,4.3321,10.2,29.6,0.1216,public
59,2018,6.4288,4.3919,8.8145,4.1898,8.5,23.9,0.2537,public
60,2018,6.3066,2.9075,8.4654,3.5887,12.3,21.2,0.4711,public
61,2018,7.1516,4.3277,8.4069,4.3888,18.2,17.1,0.8006,private
62,2018,6.0835,2.0339,8.3312,3.8607,23.3,19.4,0.2521,public
63,2018,5.679,2.9954,8.856,3.7245,17.7,27.8,0.3099,public
64,2018,6.3052,2.7322,8.2418,4.0638,8.3,19.1,0.7111,private
65,2018,6.8149,3.3538,8.372,4.1013,15.8,25.1,0.4688,private
66,2018,6.2885,3.9724,8.8761,3.8952,17.9,17.1,0.5018,public
67,2018,6.6756,3.9038,8.605,4.0034,16.1,26.7,0.3658,public
68,2018,5.9059,2.732,7.736,4.0392,15.6,15.8,0.2659,public
69,2018,5.9351,4.1343,9.2881,4.1967,16.8,15.4,0.3902,public
70,2018,6.8346,3.6158,8.3669,4.1347,17.4,23.7,0.4841,public
71,2018,6.5402,2.6986,9.6157,3.6087,10.9,14.3,0.6437,public
72,2018,6.1629,3.292,8.6984,3.2169,20.5,15.3,0.3814,public
73,2018,6.4841,4.0864,8.4302,4.1741,19.4,24.3,0.6108,charter
74,2018,6.4703,3.99,8.6832,3.9197,21.3,16.6,0.3172,public
75,2018,6.3467,3.6717,8.7773,3.8922,14.1,26.4,0.5402,public
76,2018,6.3874,3.6719,9.1569,3.9193,15.2,22.3,0.6535,public
77,2018,6.0634,3.0272,8.8078,3.6201,12.7,25.8,0.4344,public
78,2018,7.0722,3.7914,8.5789,5.2727,17.7,21.9,0.6839,private
79,2018,6.2152,0.9376,9.1115,4.3844,17.1,11.5,0.3273,public
80,2018,6.1332,2.0972,8.9952,4.2279,3.8,37.2,0.2842,private
81,2018,6.2309,4.5445,7.8754,4.5612,15.6,29.7,0.6382,private
82,2018,6.1001,2.6547,8.6377,4.3971,6.2,18.2,0.1611,public
83,2018,6.6707,3.66,8.4871,4.2286,11.1,23.6,0.4075,private
84,2018,6.4194,3.3982,8.5818,3.6832,12.5,27.3,0.5503,public
85,2018,6.5514,3.1766,8.4984,3.1648,11.0,28.1,0.4042,public
86,2018,6.4777,3.0247,9.3782,3.5363,15.0,31.8,0.3203,public
87,2018,5.7968,3.3083,8.2616,3.8783,21.5,36.0,0.7901,private
88,2018,6.5369,2.4609,8.4612,3.9068,17.1,42.6,0.4373,public
89,2018,5.9284,3.7667,8.7107,4.0889,16.8,25.2,0.2508,public
90,2018,6.0094,3.3001,9.6481,3.9593,18.1,10.0,0.4574,public
91,2018,7.3115,5.3464,8.9389,4.0346,19.0,28.8,0.4228,public
92,2018,5.6094,3.5937,8.0858,4.7349,5.2,20.7,0.8721,private
93,2018,6.1913,4.2583,8.8845,4.4346,12.1,10.1,0.4678,public
94,2018,5.5562,2.5913,8.9674,3.6266,16.7,30.2,0.4781,public
95,2018,6.4229,3.6259,9.0794,3.5646,15.7,27.6,0.5676,public
96,2018,6.9081,4.7222,8.8466,3.8701,15.4,10.0,0.95,private
97,2018,5.8824,3.8013,8.6798,3.9396,11.4,38.2,0.3843,public
98,2018,5.5868,3.1002,8.6883,3.834,26.5,27.5,0.4175,public
99,2018,6.3966,2.9817,9.3276,3.6553,7.9,20.9,0.3916,public
100,2018,6.6187,3.7175,9.07,5.1245,19.4,25.2,0.4836,charter
1,2019,6.2282,4.1887,8.0824,3.8565,10.2,28.3,0.6295,private
2,2019,5.4025,3.7391,8.2356,4.259,9.3,23.8,0.3156,public
3,2019,6.3249,3.688,8.5324,3.7973,18.0,21.7,0.5909,charter
