generator_id,year,log_output,log_labor,log_capital,log_fuel,fuel_type
16,2016,8.9859,4.6506,4.8519,11.734,coal
17,2016,8.1154,5.2506,5.0836,9.0936,gas
18,2016,8.4358,4.4623,4.1119,11.0162,coal
19,2016,6.8257,4.5377,2.7118,7.9446,hydro
20,2016,8.0646,3.6605,7.3288,6.2243,hydro
21,2016,7.8417,3.9587,7.3473,6.2768,hydro
22,2016,9.5738,3.8933,7.2882,12.3433,gas
23,2016,9.0179,2.3286,3.3833,12.8703,nuclear
24,2016,9.4101,5.8986,8.0385,10.1615,nuclear
25,2016,8.4331,4.6872,8.4091,6.726,hydro
26,2016,6.7171,5.1425,5.6225,5.0193,coal
27,2016,8.2432,4.802,5.9657,10.2047,gas
28,2016,8.6484,4.4751,6.4518,8.5236,coal
29,2016,9.7147,5.5773,4.8933,13.9953,coal
30,2016,7.564,4.3842,5.832,6.1191,hydro
31,2016,7.2991,4.3473,4.997,5.9103,hydro
32,2016,8.446,4.6874,3.9845,9.0791,nuclear
33,2016,10.5173,4.7325,8.1672,11.3547,gas
34,2016,8.7038,6.3326,5.1393,8.361,gas
35,2016,9.0748,5.1574,5.5019,12.5005,gas
36,2016,7.686,3.2327,5.5535,9.0362,coal
37,2016,10.0067,4.264,7.0767,14.6933,coal
38,2016,8.439,4.6551,7.5811,8.9468,gas
39,2016,6.1884,4.8352,2.9867,7.5923,coal
40,2016,7.6347,3.9705,5.8781,6.7357,hydro
41,2016,9.3291,4.7091,5.8348,11.1314,gas
42,2016,7.3826,5.3315,6.6606,5.9041,hydro
43,2016,7.2904,5.4943,5.7991,5.5078,hydro
44,2016,10.6083,4.9028,6.8085,11.7974,gas
45,2016,6.6168,3.7632,4.6624,5.5488,hydro
46,2016,7.6432,4.0553,4.8838,7.1785,hydro
47,2016,8.1969,4.6418,5.574,10.0155,gas
48,2016,9.2215,6.1751,4.7548,11.7364,coal
49,2016,7.9904,5.2676,8.1532,5.9911,hydro
50,2016,7.3576,5.451,5.4881,7.9325,coal
51,2016,8.4774,4.0721,7.0237,7.6083,coal
52,2016,8.4467,5.2583,7.8285,8.6469,coal
53,2016,7.2387,5.8732,4.153,5.3435,hydro
54,2016,8.0144,3.6517,5.1576,7.0526,hydro
55,2016,7.3821,5.1256,6.2293,5.187,hydro
56,2016,7.9587,5.8651,7.2899,6.7488,hydro
57,2016,8.314,3.797,4.054,10.6088,gas
58,2016,9.5376,4.8976,6.2986,11.0609,gas
59,2016,8.9973,3.7902,6.3398,11.1651,coal
60,2016,7.5476,3.9914,5.194,7.7371,coal
1,2017,9.609,4.9228,8.9464,9.0318,hydro
2,2017,10.2735,4.1989,6.5871,11.6941,gas
3,2017,7.4461,4.7697,6.5363,8.2865,nuclear
4,2017,7.1048,4.0266,4.8572,5.7365,hydro
5,2017,9.2649,4.4341,6.7789,11.0767,coal
6,2017,8.0259,4.8387,4.7965,8.8492,nuclear
7,2017,8.1167,5.3771,7.0758,6.0393,hydro
8,2017,8.3029,5.2826,6.4193,6.38,hydro
9,2017,8.7033,3.9414,6.8657,11.3948,coal
10,2017,6.9468,3.8479,5.3416,7.1779,gas
11,2017,8.2113,4.4869,4.0923,9.6589,gas
12,2017,9.016,4.4339,7.7022,9.2955,nuclear
13,2017,7.4701,4.3585,7.8291,5.6572,hydro
14,2017,7.0589,5.3059,5.1595,5.9385,hydro
15,2017,8.0545,5.2906,6.6612,7.3355,gas
16,2017,9.8687,5.3892,8.2866,10.2877,coal
17,2017,7.2812,4.6376,5.0013,8.0823,gas
18,2017,9.478,3.2841,5.2372,12.9482,coal
19,2017,7.8011,4.1508,6.883,6.7413,hydro
20,2017,7.4952,5.3673,4.6815,6.2582,hydro
21,2017,6.9558,3.8246,3.9747,6.1858,hydro
22,2017,8.7665,3.3661,7.4329,9.2462,gas
23,2017,8.6711,5.8357,4.7189,9.3521,nuclear
24,2017,9.0101,4.8489,8.5586,9.1317,nuclear
25,2017,7.1943,4.4743,5.5395,7.0815,hydro
26,2017,6.7756,4.2369,3.1892,7.7875,coal
27,2017,9.3301,3.7639,5.1954,13.3232,gas
28,2017,9.6788,5.5407,4.8844,12.0143,coal
29,2017,7.3319,4.1245,4.3729,9.4983,coal
30,2017,7.6465,4.87,5.0036,6.4422,hydro
31,2017,8.3579,4.5685,6.7376,6.9394,hydro
32,2017,9.8484,4.8927,6.6936,11.3813,nuclear
33,2017,9.3796,4.15,7.063,9.7249,gas
34,2017,8.2429,5.1109,5.6248,8.5539,gas
35,2017,8.5485,3.2168,5.5333,10.3335,gas
36,2017,9.1214,4.6981,6.8295,10.0895,coal
37,2017,6.671,4.4955,5.9152,6.2026,coal
38,2017,8.6362,4.3351,5.73,11.0562,gas
39,2017,9.6597,4.2538,7.2,13.4182,coal
40,2017,7.5558,4.3944,6.5187,6.5393,hydro
41,2017,8.9681,4.827,7.2231,8.3762,gas
42,2017,6.4289,3.9611,5.1438,6.1656,hydro
43,2017,6.1386,4.659,4.5851,4.7181,hydro
44,2017,9.4433,4.757,6.2113,9.5091,gas
45,2017,6.9774,4.0435,6.0052,6.6252,hydro
46,2017,8.4841,4.2125,6.2304,7.8784,hydro
47,2017,8.3033,4.8463,5.9739,9.006,gas
48,2017,6.5997,3.6547,3.4329,8.4269,coal
49,2017,6.0372,5.1319,4.8959,4.1418,hydro
50,2017,9.3447,5.2726,5.1181,12.2539,coal
51,2017,9.9997,5.0165,8.4214,10.9186,coal
52,2017,7.2814,2.8648,6.1654,9.2609,coal
53,2017,8.5805,4.5043,7.2703,7.2284,hydro
54,2017,7.5719,5.316,4.4733,6.3753,hydro
55,2017,8.7896,6.0206,7.2203,7.4035,hydro
56,2017,7.1952,3.5489,6.9099,6.1002,hydro
57,2017,8.9393,6.0421,5.9969,10.0696,gas
58,2017,9.2061,4.1976,5.3026,11.9049,gas
59,2017,10.0601,3.1061,6.8416,13.71,coal
60,2017,7.9534,3.8134,6.3382,8.1007,coal
1,2018,5.7892,4.5743,3.8692,4.6188,hydro
2,2018,9.5955,5.6071,3.1846,12.865,gas
3,2018,9.1747,4.3358,7.7739,11.2053,nuclear
4,2018,6.8817,2.8032,5.6877,6.0184,hydro
5,2018,10.2047,5.2551,7.924,11.7158,coal
6,2018,8.8844,4.7788,6.2449,9.614,nuclear
7,2018,7.6234,4.3001,6.4051,5.9582,hydro
8,2018,8.8813,4.407,7.0456,7.3221,hydro
9,2018,9.0712,4.6402,8.4905,9.6522,coal
10,2018,7.7285,3.5972,6.6436,7.1144,gas
11,2018,9.2515,4.7033,5.4065,10.7835,gas
12,2018,8.5897,5.1245,5.074,10.2127,nuclear
13,2018,7.1951,3.8671,8.5247,4.6764,hydro
14,2018,7.1867,5.7382,5.7019,6.3519,hydro
15,2018,9.2627,5.227,5.4593,11.6955,gas
16,2018,9.3436,4.8693,5.9151,10.926,coal
17,2018,8.9624,5.718,7.4627,8.3897,gas
18,2018,7.8063,3.4986,7.4612,6.5202,coal
19,2018,7.6,4.3694,6.679,5.1737,hydro
20,2018,8.1885,3.4715,5.7057,7.6766,hydro
21,2018,8.4568,4.8922,7.2758,6.785,hydro
22,2018,7.8167,4.0035,3.1368,10.6662,gas
23,2018,10.8921,3.4502,7.0013,14.1361,nuclear
24,2018,8.9415,4.8317,9.1893,8.0653,nuclear
25,2018,7.8436,4.0678,5.9347,7.801,hydro
26,2018,8.5506,6.5328,5.4231,8.9092,coal
27,2018,8.2492,5.1516,9.4217,7.0569,gas
28,2018,9.7287,5.142,3.5235,12.9323,coal
29,2018,7.9733,4.9655,4.7674,8.7737,coal
30,2018,8.2263,5.1163,7.6655,6.3482,hydro
31,2018,7.0634,3.9452,4.587,5.9361,hydro
32,2018,10.5603,3.7391,7.807,11.2349,nuclear
33,2018,9.1028,4.0327,5.9007,9.7304,gas
34,2018,7.9046,5.4895,6.2234,7.2018,gas
35,2018,7.6197,4.4296,5.0319,9.4545,gas
36,2018,8.8973,4.1565,8.0027,10.0646,coal
37,2018,9.5728,5.1629,7.0459,11.2204,coal
38,2018,8.348,6.0925,4.7399,10.0888,gas
39,2018,8.4153,4.1887,6.5259,9.7054,coal
40,2018,6.1942,3.6998,3.5322,6.4879,hydro
41,2018,9.8167,2.9447,3.943,13.9347,gas
42,2018,7.1349,3.9087,6.0499,6.5615,hydro
43,2018,7.5949,3.6464,6.3793,6.4275,hydro
44,2018,8.2888,5.0892,5.8958,6.1419,gas
45,2018,5.9775,3.8788,4.9688,4.938,hydro
46,2018,7.3302,3.7217,4.78,6.5224,hydro
47,2018,8.5009,4.983,5.796,9.4507,gas
48,2018,8.0191,4.396,6.1437,8.4547,coal
49,2018,7.4878,5.007,6.9347,6.0462,hydro
50,2018,10.023,5.3416,6.0365,12.9241,coal
51,2018,8.6531,4.6745,6.2852,8.4602,coal
52,2018,7.413,4.1829,6.0778,9.0846,coal
53,2018,6.7661,3.8738,5.1425,5.2424,hydro
54,2018,7.9939,6.7043,5.3909,6.9,hydro
55,2018,7.1121,4.2933,5.0838,6.7578,hydro
56,2018,5.6215,4.4133,4.2128,4.2133,hydro
57,2018,9.0583,4.6987,6.8126,9.8116,gas
58,2018,10.1593,4.8177,7.3259,11.4485,gas
59,2018,9.3142,4.7075,6.6044,12.0092,coal
60,2018,7.0958,4.8582,5.877,6.2155,coal
1,2019,7.0565,3.7367,8.0157,4.7843,hydro
2,2019,9.1428,5.9421,5.2893,9.0691,gas
3,2019,7.6823,5.1561,3.9149,9.762,nuclear
4,2019,7.0042,5.1845,5.9471,5.2513,hydro
5,2019,6.9674,5.2617,2.0212,8.3036,coal
6,2019,8.8757,4.8891,6.5119,9.4788,nuclear
7,2019,7.673,5.4447,4.9449,6.1833,hydro
8,2019,9.0245,5.3592,8.0015,5.7893,hydro
9,2019,8.8331,5.1944,6.3648,10.4852,coal
10,2019,8.0143,6.1413,5.6108,8.3525,gas
11,2019,9.2772,4.8804,5.6561,9.2532,gas
12,2019,10.2432,4.5287,6.6091,13.833,nuclear
13,2019,8.0867,4.5282,10.2816,5.1891,hydro
14,2019,6.0059,3.4062,5.4595,4.1278,hydro
15,2019,7.7527,4.1505,6.5539,7.54,gas
16,2019,7.5506,5.9019,3.5725,7.9318,coal
17,2019,9.0389,4.6856,6.7336,9.9465,gas
18,2019,8.0581,3.4768,3.9925,10.7319,coal
19,2019,7.8925,3.4971,6.5089,7.4066,hydro
20,2019,7.2885,3.8718,6.0448,5.5864,hydro
21,2019,6.1693,3.5273,3.8792,4.9437,hydro
22,2019,8.5914,3.3957,8.67,8.7139,gas
23,2019,8.2571,5.0503,3.7503,9.5649,nuclear
24,2019,6.3752,3.3085,4.569,8.0314,nuclear
25,2019,6.0896,6.4434,5.2954,3.7631,hydro
26,2019,9.0562,4.0176,6.3965,10.8419,coal
27,2019,8.6993,3.4957,6.7937,9.861,gas
28,2019,7.4304,3.3597,3.8438,8.485,coal
29,2019,9.1914,4.7305,7.5645,10.7255,coal
30,2019,7.71,4.8027,5.9803,6.1152,hydro
31,2019,8.8433,5.0097,7.7678,7.3079,hydro
32,2019,10.3859,4.4479,4.8761,14.741,nuclear
33,2019,7.7752,4.5757,3.0874,8.5535,gas
34,2019,10.5909,3.7573,7.8316,12.5744,gas
35,2019,7.5378,4.3103,4.7968,8.0129,gas
36,2019,7.6622,3.6432,3.606,10.4001,coal
37,2019,8.2981,3.9457,6.4114,10.5992,coal
38,2019,8.3991,5.1803,6.5914,9.5689,gas
39,2019,6.7982,3.8876,5.1208,7.7951,coal
40,2019,7.1119,3.8538,6.5589,5.6951,hydro
41,2019,9.2698,3.9477,7.502,9.4962,gas
42,2019,8.342,4.6608,7.2732,8.2388,hydro
43,2019,8.3619,4.2321,6.6822,7.1663,hydro
44,2019,10.7474,5.0641,8.6085,10.3613,gas
45,2019,7.1306,5.2846,5.5362,6.1954,hydro
46,2019,6.7316,3.2009,4.5605,5.3562,hydro
47,2019,7.8739,4.6625,4.1726,9.084,gas
48,2019,10.392,3.934,6.2653,14.416,coal
49,2019,7.3263,4.512,6.39,5.9686,hydro
50,2019,7.8796,4.4931,5.9398,9.0178,coal
51,2019,9.5461,5.1603,5.7659,10.7299,coal
52,2019,9.2196,4.7833,7.27,11.4039,coal
53,2019,8.2089,4.6081,7.4489,5.3716,hydro
54,2019,6.6861,3.8053,5.8288,3.7847,hydro
55,2019,7.8594,4.3907,8.1554,5.1754,hydro
56,2019,6.6387,4.2558,5.3556,6.8606,hydro
57,2019,8.4193,5.2772,5.8975,8.3051,gas
58,2019,9.9626,5.0645,9.3494,10.0709,gas
59,2019,7.6725,4.8127,3.1383,10.9289,coal
60,2019,9.3854,4.3145,6.8311,10.3289,coal
