firm_id,year,log_output,log_capital,log_labor,log_materials,rd_intensity,sector,exporter
49,2001,6.3426,7.4484,4.7299,7.876,0.054,Technology,1
49,2002,6.414,7.9304,4.5561,7.944,0.013,Technology,1
49,2003,6.6191,7.7288,4.9307,7.5847,0.0482,Technology,1
49,2004,7.0421,10.2316,5.0569,6.9168,0.0375,Technology,1
49,2005,7.5556,9.6567,5.2685,8.5987,0.0511,Technology,1
49,2006,6.6626,7.466,4.8656,8.1395,0.0613,Technology,1
49,2007,7.0387,7.8842,5.9324,7.72,0.0422,Technology,1
49,2008,6.7272,8.5951,4.6934,7.8669,0.0156,Technology,1
49,2009,6.8775,8.9371,4.2049,8.2201,0.0561,Technology,1
49,2010,6.8247,7.2844,5.33,8.5833,0.0227,Technology,1
49,2011,6.8896,9.858,4.718,7.0102,0.0,Technology,1
49,2012,6.874,8.4141,5.0032,8.4335,0.0472,Technology,1
49,2013,6.4964,8.9869,5.1961,5.6392,0.0297,Technology,1
49,2014,6.8998,9.0705,5.3053,6.8082,0.0408,Technology,1
49,2015,7.9143,10.8232,5.1561,8.8556,0.0611,Technology,1
49,2016,7.1026,9.258,4.8174,7.9761,0.0669,Technology,1
49,2017,7.9478,9.7332,5.9461,9.2294,0.0309,Technology,1
49,2018,7.0005,8.5336,5.2993,8.208,0.031,Technology,1
49,2019,7.0668,8.613,5.6649,8.143,0.0325,Technology,1
50,2000,7.4021,11.4038,5.816,5.7755,0.0084,Energy,0
50,2001,7.1117,8.7154,5.3691,8.0431,0.0,Energy,0
50,2002,7.2455,10.9728,4.3412,7.2305,0.0235,Energy,0
50,2003,7.1453,10.5724,4.8144,7.1788,0.0502,Energy,0
50,2004,7.1362,9.3047,5.5197,8.1461,0.0357,Energy,0
50,2005,7.4685,9.699,5.5467,8.1784,0.0024,Energy,0
50,2006,6.2333,8.411,3.8589,7.4665,0.007,Energy,0
50,2007,6.2121,7.8892,4.9644,6.306,0.0164,Energy,0
50,2008,7.4623,10.9266,4.9401,7.6093,0.0459,Energy,0
50,2009,7.1508,9.633,5.4394,7.3303,0.0141,Energy,0
50,2010,6.145,6.8666,4.0733,8.8464,0.0526,Energy,0
50,2011,6.8192,7.9866,5.3812,8.2276,0.0121,Energy,0
50,2012,6.546,7.4347,4.9005,7.4912,0.0331,Energy,0
50,2013,6.8912,8.0778,5.8811,7.2296,0.0162,Energy,0
50,2014,6.7221,8.5787,4.6946,8.1967,0.0393,Energy,0
50,2015,7.0277,11.0936,4.8992,6.4505,0.0064,Energy,0
50,2016,6.7609,8.9417,5.8752,6.2871,0.0639,Energy,0
50,2017,6.6102,8.7478,4.7664,7.3239,0.0246,Energy,0
50,2018,6.74,9.6239,4.12,7.6408,0.0393,Energy,0
50,2019,7.0919,9.0874,4.9269,8.6204,0.0391,Energy,0
51,2000,7.5748,9.961,5.5055,8.284,0.0261,Technology,1
51,2001,7.5262,10.6111,4.9636,7.9603,0.048,Technology,1
51,2002,6.603,7.8866,5.3749,6.4841,0.0138,Technology,1
51,2003,7.1181,9.5919,5.2502,7.219,0.0579,Technology,1
51,2004,6.3029,7.1894,4.2161,7.7036,0.0317,Technology,1
51,2005,6.9486,9.8129,5.0381,6.4999,0.0208,Technology,1
51,2006,7.7552,10.7841,5.0122,8.4121,0.0357,Technology,1
51,2007,6.8594,8.7206,5.3309,6.7949,0.0309,Technology,1
51,2008,6.9755,9.4063,4.6617,7.3135,0.0378,Technology,1
51,2009,7.1232,10.4826,4.989,6.6943,0.0222,Technology,1
51,2010,7.8221,10.8243,5.5027,7.9376,0.0395,Technology,1
51,2011,6.2094,7.9061,4.893,5.746,0.0454,Technology,1
51,2012,7.0893,9.3631,4.7615,7.6014,0.0436,Technology,1
51,2013,7.0418,8.2138,4.7837,8.2281,0.0262,Technology,1
51,2014,6.6944,8.362,5.0441,7.4111,0.0272,Technology,1
51,2015,7.0738,7.5003,5.4346,8.9185,0.0223,Technology,1
51,2016,7.0483,9.2,5.0735,7.2509,0.0454,Technology,1
51,2017,7.4528,8.7261,5.559,8.8988,0.0551,Technology,1
51,2018,6.8273,8.5607,4.7465,7.3882,0.0233,Technology,1
51,2019,6.628,7.5561,5.1589,7.3723,0.0171,Technology,1
52,2000,6.6718,8.6314,5.1729,6.8287,0.0353,Energy,0
52,2001,5.9224,6.7636,4.7596,8.1524,0.0532,Energy,0
52,2002,6.081,8.3421,4.7298,7.0076,0.0257,Energy,0
52,2003,6.3839,8.7458,4.5619,7.4899,0.0139,Energy,0
52,2004,6.4513,7.9839,5.5164,7.2995,0.0283,Energy,0
52,2005,6.7771,9.0475,5.0511,8.2191,0.0223,Energy,0
52,2006,6.6863,9.102,4.7535,7.5301,0.007,Energy,0
52,2007,6.6102,8.2998,5.6697,7.5561,0.0451,Energy,0
52,2008,6.4537,7.1335,4.2556,9.6223,0.0161,Energy,0
52,2009,6.4496,7.8225,5.1794,7.9137,0.0847,Energy,0
52,2010,6.4164,8.429,5.2755,6.9102,0.0362,Energy,0
52,2011,6.8227,8.4065,5.3572,7.7517,0.0432,Energy,0
52,2012,6.2302,8.6787,4.9142,6.6035,0.0384,Energy,0
52,2013,7.0618,9.5458,5.7127,7.1475,0.0185,Energy,0
52,2014,6.9616,9.9277,5.4407,7.3969,0.0,Energy,0
52,2015,6.6279,8.2308,5.4408,7.9526,0.016,Energy,0
52,2016,6.7695,9.736,5.0003,7.2751,0.0676,Energy,0
52,2017,6.8871,9.9489,5.3663,6.5364,0.0144,Energy,0
52,2018,6.6815,9.1688,4.4475,8.0856,0.0164,Energy,0
52,2019,7.755,12.0081,5.3812,8.2747,0.0229,Energy,0
53,2000,6.9146,8.4863,4.5451,7.6441,0.0562,Technology,0
53,2001,6.3392,7.7981,5.058,6.134,0.025,Technology,0
53,2002,7.248,8.5011,5.5249,7.1129,0.0319,Technology,0
53,2003,7.3693,9.4439,5.0015,7.3031,0.0404,Technology,0
53,2004,6.767,8.2154,5.2276,6.5397,0.0,Technology,0
53,2005,6.8129,9.3481,4.0963,6.8551,0.0218,Technology,0
53,2006,7.5541,10.6473,4.4154,7.3882,0.0675,Technology,0
53,2007,6.7159,6.9322,4.8871,7.9293,0.0476,Technology,0
53,2008,6.9072,7.5145,5.1837,7.8119,0.0556,Technology,0
53,2009,7.4164,9.7464,5.2749,7.6396,0.0568,Technology,0
53,2010,7.517,10.5296,5.004,7.2145,0.029,Technology,0
53,2011,7.3566,11.1203,4.4977,6.6244,0.0118,Technology,0
53,2012,6.6284,8.5414,3.9204,7.1301,0.0097,Technology,0
53,2013,7.1847,9.9775,5.3065,6.3141,0.0614,Technology,0
53,2014,7.564,10.1889,5.444,7.0624,0.0398,Technology,0
53,2015,7.7258,10.4577,4.8191,7.8583,0.0129,Technology,0
53,2016,7.2751,9.2907,4.6941,8.2316,0.0543,Technology,0
53,2017,8.1642,11.5123,5.9278,7.7897,0.0244,Technology,0
53,2018,6.8267,8.3769,4.238,8.2444,0.0316,Technology,0
53,2019,6.6569,6.6213,5.4555,7.7485,0.0334,Technology,0
54,2000,7.8891,10.2073,5.2178,8.1999,0.0312,Energy,0
54,2001,6.5241,8.6004,4.0936,6.6387,0.0355,Energy,0
54,2002,7.6014,9.2874,5.6294,7.6812,0.0397,Energy,0
54,2003,7.1411,7.4754,5.3915,8.598,0.0474,Energy,0
54,2004,7.0936,9.9749,3.9669,7.4563,0.0071,Energy,0
54,2005,6.8991,8.1879,5.4749,7.2422,0.0073,Energy,0
54,2006,6.8262,7.8988,5.0423,8.0833,0.0202,Energy,0
54,2007,7.2786,9.2182,5.0521,7.2058,0.0174,Energy,0
54,2008,6.8856,8.6595,4.3595,7.5494,0.0436,Energy,0
54,2009,7.3414,7.6726,5.6989,7.8033,0.0445,Energy,0
54,2010,7.4705,10.0509,5.386,7.4693,0.033,Energy,0
54,2011,7.7921,9.3966,5.923,8.0061,0.0777,Energy,0
54,2012,7.7117,9.6121,5.051,9.257,0.0238,Energy,0
54,2013,7.5618,8.4703,6.261,7.8129,0.0347,Energy,0
54,2014,6.7813,9.1205,4.7582,7.0606,0.0162,Energy,0
54,2015,7.1775,9.4509,4.3706,8.1645,0.0498,Energy,0
54,2016,7.7718,9.7486,5.5233,8.9437,0.0253,Energy,0
54,2017,6.8172,8.5264,4.3392,8.1363,0.0,Energy,0
54,2018,6.9536,9.464,4.641,7.0818,0.0497,Energy,0
54,2019,7.5121,9.0147,5.6544,7.487,0.0811,Energy,0
55,2000,6.6369,7.7152,5.2096,6.7524,0.0638,Services,0
55,2001,6.5637,7.4143,4.3215,7.505,0.0519,Services,0
55,2002,7.6438,10.4236,4.3906,8.5826,0.0434,Services,0
55,2003,6.7971,8.4167,4.5682,7.9719,0.0348,Services,0
55,2004,7.3031,8.8826,4.827,8.5057,0.0404,Services,0
55,2005,6.9869,8.412,5.1845,7.0668,0.0044,Services,0
55,2006,7.1298,9.1462,4.9676,7.6461,0.0444,Services,0
55,2007,7.6431,8.4176,5.808,8.4961,0.0742,Services,0
55,2008,7.219,9.9682,5.0368,6.4225,0.0471,Services,0
55,2009,7.1085,7.5881,5.3803,8.5318,0.0174,Services,0
55,2010,7.3576,9.6711,4.6551,7.5325,0.038,Services,0
55,2011,7.4483,9.3133,5.3738,7.5002,0.0363,Services,0
55,2012,6.7669,6.8741,4.7828,8.5867,0.0,Services,0
55,2013,8.3103,10.7491,5.6987,8.3611,0.0681,Services,0
55,2014,7.1393,8.9996,5.4989,6.6028,0.0529,Services,0
55,2015,7.9631,10.4811,5.2872,8.5229,0.0363,Services,0
55,2016,7.0911,9.732,4.3945,7.6576,0.0245,Services,0
55,2017,6.7426,8.7456,4.5214,6.5216,0.022,Services,0
55,2018,7.121,7.9665,5.1567,7.9286,0.0312,Services,0
55,2019,8.507,12.5933,6.0157,7.2732,0.0141,Services,0
56,2000,6.3392,6.8787,4.8874,7.8026,0.0232,Manufacturing,0
56,2001,6.3905,8.7023,4.9977,6.4764,0.0448,Manufacturing,0
56,2002,7.3663,9.6266,5.1766,7.9276,0.0,Manufacturing,0
56,2003,7.059,8.5641,5.8311,7.8344,0.008,Manufacturing,0
56,2004,7.261,8.5118,5.4458,8.482,0.0352,Manufacturing,0
56,2005,7.2785,8.8146,5.0393,8.5476,0.0246,Manufacturing,0
56,2006,7.4221,8.6382,5.5666,8.053,0.051,Manufacturing,0
56,2007,6.5825,6.6046,5.4469,7.9803,0.0405,Manufacturing,0
56,2008,7.4339,9.4465,5.2482,8.3448,0.0481,Manufacturing,0
56,2009,6.8848,9.0391,5.1001,7.3047,0.0672,Manufacturing,0
56,2010,7.5209,9.9964,5.4719,7.2257,0.0375,Manufacturing,0
56,2011,7.3922,8.9366,5.766,8.5596,0.0174,Manufacturing,0
56,2012,6.6332,9.452,4.4999,5.3562,0.0218,Manufacturing,0
56,2013,7.2208,8.8594,5.3198,8.255,0.0307,Manufacturing,0
56,2014,7.4579,10.5553,5.16,7.6369,0.0475,Manufacturing,0
56,2015,6.7401,8.0835,4.3375,8.1794,0.0283,Manufacturing,0
56,2016,6.9091,9.4175,4.4745,7.4555,0.0495,Manufacturing,0
56,2017,7.6174,10.5734,4.9432,8.3305,0.0,Manufacturing,0
56,2018,7.0295,9.0195,4.4811,8.6595,0.0188,Manufacturing,0
56,2019,7.7408,10.7279,5.2707,8.4088,0.0,Manufacturing,0
57,2000,8.1338,10.0418,5.2921,7.8833,0.0344,Services,0
57,2001,8.1268,9.798,5.7522,8.36,0.0279,Services,0
57,2002,7.4109,9.7199,4.4235,7.2479,0.0226,Services,0
57,2003,7.4687,7.125,6.0997,8.1056,0.057,Services,0
57,2004,8.3421,10.4676,5.3204,8.2201,0.046,Services,0
57,2005,7.6588,8.5889,5.8307,7.4464,0.0203,Services,0
57,2006,7.2282,8.203,4.8172,7.3688,0.0319,Services,0
57,2007,7.8009,10.1546,4.9153,7.9585,0.0784,Services,0
57,2008,7.8139,8.3431,5.1038,9.7892,0.0198,Services,0
57,2009,7.9808,9.9275,5.564,7.6408,0.0408,Services,0
57,2010,7.5295,9.5679,4.3741,7.7896,0.037,Services,0
57,2011,7.7377,8.8674,5.3604,8.3151,0.0868,Services,0
57,2012,7.5393,8.4489,5.2081,8.0954,0.0386,Services,0
57,2013,7.4502,8.8935,4.3502,8.6913,0.0685,Services,0
57,2014,7.1115,8.861,4.349,7.3924,0.0431,Services,0
57,2015,7.8797,10.2398,4.68,8.2278,0.0424,Services,0
57,2016,8.4286,9.2546,5.5157,9.918,0.0337,Services,0
57,2017,7.9653,11.1583,4.8406,7.0467,0.0365,Services,0
57,2018,7.9121,10.0528,4.7816,8.3664,0.0139,Services,0
57,2019,7.6693,9.883,4.5039,8.127,0.0317,Services,0
58,2000,7.4851,9.8938,5.7824,7.6374,0.0284,Services,1
58,2001,6.6797,8.3189,4.9711,7.1254,0.0227,Services,1
58,2002,6.0525,7.6279,4.0618,6.769,0.0468,Services,1
58,2003,6.9538,10.0283,4.2049,7.9548,0.0022,Services,1
58,2004,6.7558,7.8105,4.4752,9.6737,0.0415,Services,1
58,2005,6.7456,7.5555,5.0903,7.7095,0.0182,Services,1
58,2006,7.3469,8.2575,5.5246,8.2403,0.079,Services,1
58,2007,7.1395,9.8616,5.0881,7.8908,0.0432,Services,1
58,2008,7.0347,7.6894,5.5674,8.7133,0.0607,Services,1
58,2009,7.3637,9.535,4.8609,9.1064,0.0232,Services,1
58,2010,6.9641,9.0679,4.9044,7.5925,0.049,Services,1
58,2011,6.7622,8.6558,4.7832,7.2361,0.0,Services,1
58,2012,7.6337,9.8847,5.899,7.9846,0.0008,Services,1
58,2013,7.7019,9.472,5.5009,9.1333,0.0062,Services,1
58,2014,7.8348,9.1392,6.4243,8.4156,0.0257,Services,1
58,2015,7.2356,9.0819,5.4901,7.4161,0.0324,Services,1
58,2016,6.5335,8.9808,3.6423,7.1352,0.0606,Services,1
58,2017,6.5664,8.6514,4.3732,7.381,0.0502,Services,1
58,2018,6.6976,7.3978,5.4636,8.5957,0.0626,Services,1
58,2019,7.2355,10.5525,5.2832,7.2569,0.0,Services,1
59,2000,5.731,8.1157,4.7823,5.8711,0.0263,Technology,1
59,2001,6.3408,8.6885,5.1941,6.9891,0.0,Technology,1
59,2002,7.4314,10.2694,5.1149,8.2165,0.061,Technology,1
59,2003,6.5635,9.2027,4.8885,7.0447,0.0297,Technology,1
59,2004,6.4716,9.7151,4.5322,6.7583,0.0229,Technology,1
59,2005,6.5127,10.6469,3.8703,7.0893,0.0446,Technology,1
59,2006,6.9479,9.0296,5.5404,8.1199,0.0413,Technology,1
59,2007,6.5171,9.1919,5.1532,7.1796,0.0444,Technology,1
59,2008,6.3573,8.4236,5.5001,6.0403,0.0306,Technology,1
59,2009,6.5825,8.346,5.2965,7.7342,0.0408,Technology,1
59,2010,7.446,10.2783,5.2863,8.3404,0.0439,Technology,1
59,2011,6.6235,8.1836,4.4895,8.4987,0.0309,Technology,1
59,2012,6.2766,6.9781,5.0846,7.6646,0.0456,Technology,1
59,2013,6.5108,9.1979,5.3405,6.2657,0.0334,Technology,1
59,2014,6.6443,8.6407,5.2893,7.9093,0.06,Technology,1
59,2015,6.2442,8.344,4.7243,7.3767,0.0,Technology,1
59,2016,7.1431,9.2858,5.9097,7.6402,0.053,Technology,1
59,2017,6.8903,9.409,5.0988,8.184,0.0405,Technology,1
59,2018,7.0756,9.8771,5.1348,8.2062,0.0605,Technology,1
59,2019,5.9217,7.3255,5.1634,6.9263,0.033,Technology,1
60,2000,6.6583,9.1483,4.045,8.2446,0.0,Manufacturing,0
60,2001,7.0268,10.5533,5.3704,6.2911,0.0029,Manufacturing,0
60,2002,7.1791,9.1084,5.4583,8.0133,0.0085,Manufacturing,0
60,2003,7.7461,9.7754,5.2743,9.5275,0.0442,Manufacturing,0
60,2004,7.4302,10.9459,5.4651,7.1192,0.0545,Manufacturing,0
60,2005,6.7767,8.1074,4.6015,8.5601,0.0421,Manufacturing,0
60,2006,7.113,9.7351,5.1544,7.8444,0.0415,Manufacturing,0
60,2007,6.7397,7.8397,4.8274,8.0403,0.0167,Manufacturing,0
60,2008,6.8296,9.5913,5.1397,7.1349,0.048,Manufacturing,0
60,2009,6.8559,9.4858,4.8722,7.7317,0.0394,Manufacturing,0
60,2010,6.4111,7.5191,4.6342,8.3534,0.0371,Manufacturing,0
60,2011,8.0694,11.1782,5.7525,8.4998,0.0152,Manufacturing,0
60,2012,6.8359,9.5707,4.7589,7.5967,0.0089,Manufacturing,0
60,2013,6.8281,8.1059,5.6083,7.6383,0.0108,Manufacturing,0
60,2014,7.136,9.2715,5.6653,7.8167,0.0009,Manufacturing,0
60,2015,6.9433,8.1328,5.4315,8.5926,0.0,Manufacturing,0
60,2016,7.1083,10.4628,4.3804,7.392,0.0297,Manufacturing,0
60,2017,7.6045,9.8747,5.5445,8.237,0.0222,Manufacturing,0
60,2018,5.9602,8.6791,3.7908,6.3296,0.0273,Manufacturing,0
60,2019,7.2302,8.8337,5.2651,8.7453,0.0387,Manufacturing,0
61,2000,6.4121,8.3834,5.1681,7.6759,0.0157,Energy,0
61,2001,6.6457,9.0666,4.9377,7.6483,0.0351,Energy,0
61,2002,7.0295,9.863,5.2043,8.5387,0.0332,Energy,0
61,2003,6.3298,7.3574,5.7199,7.0913,0.0452,Energy,0
61,2004,6.2791,8.0569,4.6231,8.3025,0.0355,Energy,0
61,2005,6.8953,9.3072,5.4228,8.2584,0.0563,Energy,0
61,2006,7.3723,10.2169,6.0431,8.0205,0.0575,Energy,0
61,2007,6.6492,9.2404,5.3309,7.7493,0.0128,Energy,0
61,2008,6.754,10.0461,5.529,6.2775,0.0408,Energy,0
61,2009,6.2377,8.5577,5.2783,6.8756,0.0185,Energy,0
61,2010,6.8038,9.9965,4.9438,7.269,0.0129,Energy,0
61,2011,6.7478,9.7484,4.9304,8.0197,0.0,Energy,0
61,2012,6.5931,10.3465,5.0048,6.7723,0.062,Energy,0
61,2013,5.9868,7.9398,4.6935,7.1136,0.0539,Energy,0
61,2014,7.1863,11.5074,4.1695,8.515,0.0188,Energy,0
61,2015,6.6658,8.737,5.0058,8.4379,0.0136,Energy,0
61,2016,7.1282,10.3165,4.1055,9.3791,0.0513,Energy,0
61,2017,6.7512,9.6533,5.2978,7.2823,0.0442,Energy,0
61,2018,6.4772,8.2787,5.8255,7.0846,0.0449,Energy,0
61,2019,6.7138,9.865,4.7164,7.0063,0.0422,Energy,0
62,2000,7.1772,9.066,4.9602,6.8497,0.0132,Services,0
62,2001,7.37,10.1189,5.5726,7.0124,0.0476,Services,0
62,2002,6.9774,8.7336,4.7443,7.329,0.0359,Services,0
62,2003,7.076,8.0416,4.6578,7.9596,0.0407,Services,0
62,2004,7.4376,9.5015,5.784,6.4019,0.0455,Services,0
62,2005,7.3576,9.694,4.4497,7.829,0.0264,Services,0
62,2006,7.669,9.1422,4.7755,9.4153,0.0188,Services,0
62,2007,7.5131,9.801,4.9233,8.5163,0.0509,Services,0
62,2008,7.6439,9.8881,5.9664,7.0104,0.0061,Services,0
62,2009,7.609,9.257,5.1057,8.4728,0.0198,Services,0
62,2010,7.33,10.0798,5.1512,7.1508,0.0105,Services,0
62,2011,7.1688,7.8592,4.3052,8.8847,0.03,Services,0
62,2012,7.2367,9.7176,4.3518,7.5215,0.0462,Services,0
62,2013,7.3051,8.9326,5.5743,6.8526,0.0371,Services,0
62,2014,7.4146,9.0134,5.3865,7.6057,0.0376,Services,0
62,2015,7.7596,9.1105,5.8428,7.9283,0.0446,Services,0
62,2016,7.5366,10.0176,4.6837,8.3167,0.0387,Services,0
62,2017,7.3832,10.5896,4.6552,7.313,0.0252,Services,0
62,2018,7.4139,9.451,4.8482,7.9511,0.0682,Services,0
62,2019,7.4816,9.9711,5.1803,7.5325,0.0482,Services,0
63,2000,7.256,8.3159,5.0378,8.5304,0.0578,Technology,0
63,2001,7.5061,10.0226,5.643,6.6848,0.0509,Technology,0
63,2002,6.9197,8.2398,5.4504,6.762,0.044,Technology,0
63,2003,7.6334,8.5016,5.9721,8.2393,0.0169,Technology,0
63,2004,7.2182,8.8201,4.8379,8.326,0.0461,Technology,0
63,2005,7.883,10.764,4.6589,8.7137,0.018,Technology,0
63,2006,6.9196,8.8533,5.4589,5.9613,0.0121,Technology,0
63,2007,7.6744,10.1136,4.7521,8.4661,0.0191,Technology,0
63,2008,7.2418,9.1098,4.3286,9.0297,0.0218,Technology,0
63,2009,7.0815,8.8879,4.8768,7.799,0.0235,Technology,0
63,2010,7.5662,9.773,5.1035,8.0209,0.0273,Technology,0
63,2011,7.0183,7.788,5.6559,7.3367,0.0286,Technology,0
63,2012,7.7784,9.575,5.4379,8.774,0.0281,Technology,0
63,2013,8.0302,12.0376,4.8929,7.1567,0.0488,Technology,0
63,2014,7.4334,10.2156,4.8093,7.5976,0.0329,Technology,0
63,2015,7.8308,9.5544,4.9942,8.945,0.0132,Technology,0
63,2016,7.529,8.1598,6.1502,8.4815,0.0191,Technology,0
63,2017,7.8014,10.1363,5.5284,7.6597,0.0127,Technology,0
63,2018,7.8576,9.7278,5.8828,7.6823,0.037,Technology,0
63,2019,6.8716,9.7113,4.5406,6.6303,0.0,Technology,0
64,2000,6.9399,9.662,4.258,8.0609,0.0407,Technology,1
64,2001,6.3765,8.1199,4.5164,8.4008,0.0072,Technology,1
64,2002,6.8729,9.2106,4.9967,7.6543,0.0395,Technology,1
64,2003,6.5743,8.9441,5.0541,7.4914,0.0294,Technology,1
64,2004,7.1988,9.7984,5.5645,8.0699,0.0399,Technology,1
64,2005,6.5172,7.6467,5.4654,7.5979,0.0321,Technology,1
64,2006,7.0064,9.339,5.3833,7.5137,0.0,Technology,1
64,2007,6.6282,9.6795,4.4227,6.6722,0.0464,Technology,1
64,2008,6.055,6.4583,5.3004,7.4435,0.0302,Technology,1
64,2009,6.6728,8.3798,5.4163,7.0845,0.0437,Technology,1
64,2010,6.4023,8.2898,4.6761,7.7409,0.0588,Technology,1
64,2011,6.9221,8.7788,5.2705,8.1904,0.0393,Technology,1
64,2012,6.1867,8.8965,5.2859,5.1195,0.0661,Technology,1
64,2013,7.2446,9.4043,6.1797,7.102,0.0754,Technology,1
64,2014,6.8327,9.6885,5.4619,7.0368,0.0,Technology,1
64,2015,6.7884,10.3494,4.6822,6.4017,0.0271,Technology,1
64,2016,7.2523,9.3206,5.4632,8.664,0.0402,Technology,1
64,2017,7.0748,8.7577,5.5554,7.9753,0.0115,Technology,1
64,2018,6.907,9.5842,5.5065,7.4564,0.0513,Technology,1
64,2019,6.7905,11.0175,4.2206,6.6837,0.0338,Technology,1
65,2000,6.3815,8.4394,5.1601,6.4756,0.0,Manufacturing,0
65,2001,6.3281,9.1121,5.166,5.489,0.0021,Manufacturing,0
65,2002,7.052,8.8428,5.4731,7.7709,0.0529,Manufacturing,0
65,2003,7.1252,9.6424,4.9737,7.8057,0.0376,Manufacturing,0
65,2004,6.4928,8.695,5.2513,6.4448,0.0214,Manufacturing,0
65,2005,6.8276,9.449,5.3615,6.9988,0.0301,Manufacturing,0
65,2006,7.2622,10.9304,4.3068,9.2905,0.0425,Manufacturing,0
65,2007,6.5782,8.6122,5.1928,7.566,0.0,Manufacturing,0
65,2008,6.8543,9.2498,4.3851,8.2882,0.0237,Manufacturing,0
65,2009,6.324,8.0476,4.4123,8.4614,0.0277,Manufacturing,0
65,2010,6.1888,8.3368,5.1999,6.4682,0.0,Manufacturing,0
65,2011,6.925,9.9674,4.2386,8.4298,0.0345,Manufacturing,0
65,2012,6.8277,10.3621,4.4437,7.1796,0.0274,Manufacturing,0
65,2013,6.8142,9.2777,5.4152,7.1958,0.0586,Manufacturing,0
65,2014,6.846,8.96,5.3531,7.5508,0.0001,Manufacturing,0
65,2015,7.1872,8.2843,6.004,8.8581,0.0311,Manufacturing,0
65,2016,7.6101,10.35,5.7502,8.1095,0.0568,Manufacturing,0
65,2017,6.909,9.4406,5.3057,7.2787,0.0444,Manufacturing,0
65,2018,7.1917,9.6208,5.0268,8.1196,0.0335,Manufacturing,0
65,2019,6.8278,8.7741,4.8828,8.3312,0.0626,Manufacturing,0
66,2000,7.1583,9.569,5.711,6.5886,0.0553,Services,0
66,2001,6.7216,8.279,4.9805,6.8362,0.0404,Services,0
66,2002,7.4291,9.5883,4.9918,8.4736,0.0404,Services,0
66,2003,6.5827,8.9868,4.5879,6.7737,0.0227,Services,0
66,2004,6.8755,7.9843,4.5815,8.4198,0.0156,Services,0
66,2005,7.0129,8.5141,5.1447,6.9239,0.0357,Services,0
66,2006,6.7568,8.4766,4.9132,6.64,0.0538,Services,0
66,2007,6.8166,8.2624,4.9914,7.9416,0.0332,Services,0
66,2008,7.0175,8.2478,4.4641,8.4396,0.0451,Services,0
66,2009,6.9998,8.2264,5.2398,7.7439,0.0392,Services,0
66,2010,8.6848,12.4516,6.6791,7.9374,0.0641,Services,0
66,2011,7.3007,9.175,4.7113,7.8667,0.0423,Services,0
66,2012,7.0385,8.3631,5.7831,7.3493,0.0207,Services,0
66,2013,7.4669,11.2951,4.1495,8.0568,0.0543,Services,0
66,2014,7.6951,9.8676,4.7783,9.2803,0.006,Services,0
66,2015,7.0561,8.9222,5.0802,7.4939,0.054,Services,0
66,2016,6.9974,7.9685,5.3507,7.9654,0.0529,Services,0
66,2017,7.2862,7.8864,5.7645,8.6786,0.0425,Services,0
66,2018,7.9435,9.802,5.7645,8.8702,0.0428,Services,0
66,2019,7.2883,9.6482,6.3995,6.165,0.0189,Services,0
67,2000,7.206,8.9877,4.604,7.5617,0.0344,Technology,0
67,2001,6.5762,8.2651,4.2144,6.1598,0.046,Technology,0
67,2002,8.0444,11.1013,5.4268,7.4952,0.0521,Technology,0
67,2003,7.4974,9.1429,5.5625,6.4862,0.0503,Technology,0
67,2004,7.4941,7.6993,5.8303,8.4787,0.0488,Technology,0
67,2005,7.6278,8.4337,4.9907,8.725,0.0318,Technology,0
67,2006,7.631,8.5814,5.9368,6.7712,0.0397,Technology,0
67,2007,7.0958,8.7722,4.9364,6.8884,0.0084,Technology,0
67,2008,7.5979,10.9364,4.283,7.0278,0.0094,Technology,0
67,2009,7.9615,9.0826,5.1692,8.7742,0.055,Technology,0
67,2010,7.8083,10.1427,4.2383,7.6987,0.0626,Technology,0
67,2011,8.2345,10.6325,4.8576,8.2406,0.0194,Technology,0
67,2012,7.5435,8.5103,4.6075,8.5964,0.0366,Technology,0
67,2013,7.5653,10.2889,4.5458,7.7535,0.0207,Technology,0
67,2014,7.6295,9.371,4.7976,8.1899,0.059,Technology,0
67,2015,7.6553,8.3689,5.115,7.9678,0.0467,Technology,0
67,2016,8.6725,10.6792,5.1534,9.6185,0.0536,Technology,0
67,2017,8.4795,11.5344,5.3974,7.9064,0.043,Technology,0
67,2018,7.6026,9.0504,4.5851,8.6743,0.06,Technology,0
67,2019,7.78,9.6244,4.883,8.2336,0.0478,Technology,0
68,2000,6.8207,9.6048,4.9438,7.9591,0.0,Manufacturing,1
68,2001,7.2611,9.2566,5.0172,9.0619,0.0017,Manufacturing,1
68,2002,7.3491,9.7126,5.1914,8.4092,0.0166,Manufacturing,1
68,2003,6.9927,9.5989,5.6129,7.1361,0.0055,Manufacturing,1
68,2004,6.3174,7.9943,4.7575,7.2926,0.011,Manufacturing,1
68,2005,6.3962,7.8983,5.0134,7.1788,0.0268,Manufacturing,1
68,2006,6.5822,8.6791,4.671,7.0664,0.0497,Manufacturing,1
68,2007,6.1808,8.6025,4.9927,6.2415,0.0256,Manufacturing,1
68,2008,6.5063,8.649,5.6187,6.4185,0.0112,Manufacturing,1
68,2009,6.501,7.4885,5.5214,7.8568,0.0654,Manufacturing,1
68,2010,6.5939,7.4052,5.5707,7.3613,0.0199,Manufacturing,1
68,2011,6.944,9.3671,5.5621,7.1669,0.0147,Manufacturing,1
