idcode,year,ln_wage,experience,tenure,education,union,married,hours,industry
139,1980,2.7072,13.07,8.27,15,0,0,43.5,10
139,1982,2.1899,15.32,0.1,15,0,1,35.0,10
139,1984,2.3334,16.95,1.62,15,0,0,39.0,10
139,1986,3.0005,18.06,0.41,15,0,1,34.1,10
139,1988,2.3852,19.94,2.93,15,0,1,38.2,10
139,1990,2.0592,21.43,0.4,15,0,0,40.7,10
139,1992,2.3002,22.66,1.37,15,0,1,39.2,10
139,1994,3.1853,24.07,1.85,15,1,1,33.3,10
139,1996,2.4766,26.9,0.68,15,0,1,44.1,10
140,1968,1.3053,3.27,4.11,12,0,0,45.9,3
140,1970,0.9798,3.19,2.73,12,0,0,36.0,3
140,1972,1.3207,8.18,1.72,12,0,1,36.4,3
140,1974,1.6651,9.99,5.77,12,0,0,39.8,3
140,1976,1.563,11.55,1.54,12,0,1,48.6,3
140,1978,1.5734,13.2,0.91,12,0,0,39.3,3
140,1980,1.6882,14.13,1.54,12,0,1,44.6,3
140,1982,1.3067,15.34,1.41,12,0,1,47.4,3
140,1984,1.6922,15.79,0.84,12,1,0,40.6,3
140,1986,1.6189,18.19,1.08,12,0,0,43.6,3
140,1988,1.3593,19.45,5.41,12,0,1,39.5,3
140,1990,1.4204,20.42,1.64,12,1,0,34.2,3
140,1992,1.8665,22.52,1.72,12,0,1,36.8,3
140,1994,1.9578,23.77,2.03,12,1,1,42.3,3
140,1996,1.6466,25.85,0.1,12,0,1,36.5,3
141,1968,-0.2485,0.5,0.1,8,0,1,48.1,3
141,1970,0.2459,0.71,5.24,8,0,0,50.8,3
141,1972,0.2556,3.78,4.06,8,0,0,50.7,3
141,1974,0.6825,2.03,0.1,8,1,0,37.2,3
141,1976,0.2458,3.43,0.1,8,0,0,41.0,3
141,1978,0.4965,5.8,0.77,8,0,1,38.5,3
141,1980,0.579,8.12,1.11,8,0,0,35.7,3
141,1982,0.8926,12.26,1.28,8,0,1,45.1,3
141,1984,0.8084,11.27,0.68,8,0,1,32.9,3
141,1986,0.9383,13.87,1.95,8,1,0,42.3,3
141,1988,0.4126,13.54,0.63,8,0,1,40.7,3
141,1990,0.3705,15.84,1.38,8,0,0,38.7,3
141,1992,0.5754,16.79,7.38,8,0,1,42.1,3
141,1994,0.5787,18.72,0.72,8,1,1,34.3,3
141,1996,0.8484,20.8,0.33,8,1,0,41.0,3
142,1968,1.2508,5.26,0.1,11,0,0,49.2,11
142,1970,1.5853,3.2,0.39,11,0,1,44.6,11
142,1972,1.4028,5.95,8.54,11,0,1,46.9,11
142,1974,2.094,8.27,0.18,11,1,1,43.7,11
142,1976,2.0205,10.17,1.07,11,0,1,37.4,11
142,1978,1.4314,11.24,3.92,11,0,1,46.5,11
142,1980,1.6377,12.38,0.68,11,1,1,37.0,11
142,1982,1.4311,12.72,0.94,11,0,1,47.5,11
142,1984,1.6323,17.0,0.22,11,0,0,32.8,11
142,1986,1.6524,15.95,1.07,11,0,1,39.4,11
142,1988,1.5552,17.52,1.37,11,0,0,43.2,11
142,1990,1.7115,20.37,0.52,11,1,0,37.1,11
142,1992,1.626,22.38,0.1,11,1,1,27.3,11
142,1994,1.9619,23.9,2.3,11,0,1,39.6,11
142,1996,1.787,22.55,0.62,11,0,0,35.6,11
143,1968,1.4358,3.18,0.4,12,0,1,38.8,9
143,1970,1.2527,2.09,0.29,12,0,0,44.8,9
143,1972,1.4311,4.44,0.83,12,0,1,44.5,9
143,1974,1.7371,8.85,0.29,12,0,1,47.5,9
143,1976,1.4305,8.1,2.99,12,0,0,42.2,9
143,1978,1.53,8.22,0.29,12,0,0,39.9,9
143,1980,1.8217,11.5,1.45,12,0,1,43.6,9
143,1982,1.9877,12.99,0.8,12,0,1,40.5,9
143,1984,1.8494,13.67,3.77,12,1,1,45.3,9
143,1986,2.2889,16.22,2.52,12,1,0,43.1,9
143,1988,2.5078,18.06,4.21,12,0,1,46.1,9
143,1990,1.6412,17.86,0.61,12,0,1,44.4,9
143,1992,1.8447,20.03,0.95,12,0,0,42.2,9
143,1994,1.3286,20.57,1.09,12,0,0,33.1,9
143,1996,2.0677,23.18,2.74,12,0,1,33.4,9
144,1968,1.985,1.72,1.83,12,1,1,39.0,8
144,1970,1.7656,2.57,3.34,12,0,0,42.2,8
144,1972,2.148,5.64,1.56,12,0,0,40.8,8
144,1974,2.2972,6.17,1.1,12,0,0,56.0,8
144,1976,2.4105,8.9,0.85,12,1,1,42.5,8
144,1978,1.8175,10.15,3.12,12,0,0,37.0,8
144,1980,2.3788,11.05,1.64,12,0,1,33.0,8
144,1982,2.2005,12.47,7.14,12,0,0,38.8,8
144,1984,2.0245,14.54,2.0,12,1,0,41.4,8
144,1986,2.507,15.27,1.04,12,0,1,41.1,8
144,1988,2.9217,18.08,1.49,12,0,0,36.4,8
144,1990,2.6288,19.35,0.7,12,0,0,39.9,8
144,1992,2.4156,19.27,1.24,12,0,1,44.1,8
144,1994,2.3963,22.89,0.92,12,0,0,45.4,8
144,1996,2.2467,22.95,0.1,12,0,1,43.2,8
145,1968,2.0892,3.98,0.92,12,1,0,31.8,2
145,1970,2.4559,5.61,4.69,12,0,0,42.9,2
145,1972,2.5559,6.35,2.27,12,0,0,39.8,2
145,1974,1.9457,7.19,0.86,12,0,0,41.6,2
145,1976,1.8609,9.21,2.25,12,0,1,47.1,2
145,1978,2.0599,12.62,1.61,12,0,0,33.9,2
145,1980,2.6002,12.7,1.78,12,1,1,43.4,2
145,1982,2.3385,15.39,3.55,12,0,1,40.2,2
145,1984,2.3604,15.73,2.09,12,0,1,38.9,2
145,1986,2.1705,18.95,0.41,12,0,1,36.9,2
145,1988,2.3991,20.41,0.14,12,0,1,47.5,2
145,1990,2.2331,21.36,1.96,12,0,0,39.5,2
145,1992,2.5961,23.58,2.06,12,0,1,48.9,2
145,1994,2.1146,24.57,0.1,12,1,0,47.3,2
145,1996,2.5783,25.45,0.69,12,0,0,43.5,2
146,1968,1.2888,4.24,0.1,10,0,1,39.9,6
146,1970,1.2756,6.35,4.77,10,0,0,37.5,6
146,1972,1.0163,7.2,5.43,10,0,0,44.7,6
146,1974,1.3627,8.85,1.56,10,0,0,39.9,6
146,1976,1.2736,10.31,0.1,10,0,1,38.5,6
146,1978,1.7433,13.14,0.4,10,1,0,34.6,6
146,1980,1.4248,13.43,0.1,10,1,1,46.1,6
146,1982,0.7976,13.76,0.15,10,0,1,40.7,6
146,1984,1.5197,17.07,4.26,10,0,1,38.7,6
146,1986,1.3873,18.7,1.36,10,0,1,30.4,6
146,1988,1.891,19.24,2.29,10,0,0,36.1,6
146,1990,1.7842,20.42,1.01,10,1,1,42.6,6
146,1992,1.7161,22.26,0.56,10,0,1,48.2,6
146,1994,1.5859,23.72,2.56,10,0,0,42.8,6
146,1996,1.5731,26.17,1.78,10,0,1,39.1,6
147,1968,2.3149,2.14,0.66,12,1,0,36.0,12
147,1970,2.7424,3.86,5.82,12,0,1,42.2,12
147,1972,2.8437,6.84,6.93,12,0,0,41.6,12
147,1974,2.6276,8.59,1.17,12,0,0,28.7,12
147,1976,1.9971,9.23,1.21,12,0,0,38.8,12
147,1978,2.4876,10.81,0.87,12,0,0,41.3,12
147,1980,2.0243,11.62,0.55,12,0,0,45.9,12
147,1982,2.6568,14.03,6.37,12,0,0,39.6,12
147,1984,2.9567,15.53,7.38,12,0,1,48.2,12
147,1986,2.8817,16.21,1.54,12,0,1,43.9,12
147,1988,2.8232,17.33,4.5,12,0,1,36.4,12
147,1990,2.8693,19.09,0.1,12,0,1,49.7,12
147,1992,2.6335,20.67,2.23,12,0,1,41.2,12
147,1994,2.4838,21.83,1.48,12,0,1,38.6,12
147,1996,3.0688,24.2,3.28,12,0,1,40.8,12
148,1968,0.6716,2.27,1.47,11,0,1,45.1,4
148,1970,0.8938,4.32,0.1,11,0,0,45.0,4
148,1972,1.3803,4.18,3.06,11,0,0,41.4,4
148,1974,1.2614,5.82,0.78,11,0,0,37.8,4
148,1976,0.4835,7.42,0.98,11,1,1,37.7,4
148,1978,1.2459,9.43,4.45,11,1,1,50.2,4
148,1980,1.2205,9.42,1.91,11,0,1,38.4,4
148,1982,0.8102,13.21,6.64,11,0,0,46.2,4
148,1984,1.5326,12.09,2.84,11,1,0,40.1,4
148,1986,1.3721,13.7,9.89,11,1,0,42.3,4
148,1988,1.334,17.51,0.53,11,0,1,41.7,4
148,1990,1.128,19.09,1.71,11,1,1,42.1,4
148,1992,0.9055,20.41,1.62,11,0,1,34.3,4
148,1994,1.6594,20.98,3.38,11,0,1,44.7,4
148,1996,1.6226,22.41,0.32,11,1,1,43.3,4
149,1968,0.5223,1.92,1.96,8,0,1,47.3,7
149,1970,1.1411,5.34,2.25,8,1,1,48.6,7
149,1972,1.1517,4.09,2.39,8,1,0,33.8,7
149,1974,1.3999,7.44,0.39,8,0,1,37.8,7
149,1976,1.167,7.09,0.23,8,0,0,50.6,7
149,1978,0.9641,9.71,0.1,8,0,0,33.7,7
149,1980,0.815,11.9,0.45,8,0,0,38.7,7
149,1982,1.6864,12.86,0.89,8,1,0,40.4,7
149,1984,0.9633,13.3,2.01,8,1,0,45.2,7
149,1986,1.5138,16.85,0.1,8,0,1,42.2,7
149,1988,1.0556,18.23,0.36,8,0,0,44.7,7
149,1990,1.2303,19.43,0.93,8,1,1,43.9,7
149,1992,1.7343,22.12,3.35,8,0,1,36.2,7
149,1994,1.2176,21.97,5.83,8,0,1,38.0,7
149,1996,1.534,24.54,0.62,8,0,0,46.0,7
150,1968,1.325,2.47,3.88,10,0,0,45.0,5
150,1970,0.9437,1.62,4.69,10,0,0,46.0,5
150,1972,1.3057,3.65,2.52,10,1,0,36.4,5
150,1974,0.9787,5.44,0.76,10,1,0,38.0,5
150,1976,1.597,8.13,2.84,10,0,1,44.1,5
150,1978,1.6921,10.1,2.9,10,0,1,36.0,5
150,1980,1.3918,11.02,3.66,10,0,1,41.3,5
150,1982,1.0549,12.26,0.62,10,0,0,49.9,5
150,1984,1.8064,14.09,7.21,10,1,0,43.4,5
150,1986,1.9351,16.04,1.05,10,0,1,42.2,5
150,1988,1.6108,16.5,0.1,10,1,1,38.4,5
150,1990,1.7127,18.75,2.11,10,0,0,44.0,5
150,1992,1.5008,18.1,4.29,10,0,0,39.5,5
150,1994,1.6825,21.14,2.49,10,0,0,40.3,5
150,1996,1.2315,20.77,2.5,10,1,0,36.5,5
151,1968,1.6465,1.46,0.95,9,0,1,38.0,2
151,1970,1.6089,4.61,0.1,9,0,0,37.5,2
151,1972,1.7738,3.88,4.31,9,0,1,40.4,2
151,1974,1.3598,6.33,1.07,9,0,0,45.2,2
151,1976,1.8096,8.85,1.28,9,0,1,44.1,2
151,1978,1.8199,9.29,1.26,9,0,0,31.7,2
151,1980,2.07,13.0,17.36,9,0,0,28.9,2
151,1982,2.0722,12.54,11.27,9,0,1,38.6,2
151,1984,2.4498,13.46,2.17,9,0,1,33.3,2
151,1986,2.0271,15.56,3.0,9,0,0,42.5,2
151,1988,2.29,17.01,2.14,9,1,1,39.5,2
151,1990,2.2278,19.04,2.32,9,0,1,41.6,2
151,1992,2.3409,20.41,1.1,9,0,1,41.9,2
151,1994,2.9046,21.86,0.1,9,0,1,32.8,2
151,1996,2.3435,21.73,2.43,9,0,1,41.6,2
152,1968,1.4384,0.5,0.74,13,1,0,34.2,2
152,1970,1.2847,2.13,0.1,13,0,0,43.8,2
152,1972,1.2916,4.76,4.12,13,0,0,39.6,2
152,1974,0.9882,5.73,3.86,13,0,1,42.2,2
152,1976,1.4343,6.24,8.73,13,1,0,31.8,2
152,1978,1.9966,9.23,4.4,13,1,1,56.2,2
152,1980,2.0625,10.99,4.98,13,0,0,38.0,2
152,1982,1.2633,10.82,5.41,13,0,0,43.5,2
152,1984,1.161,13.5,5.67,13,0,0,44.7,2
152,1986,1.3711,16.12,0.62,13,1,1,41.3,2
152,1988,1.1895,15.92,6.79,13,0,1,44.4,2
152,1990,1.5314,18.95,1.62,13,1,0,27.7,2
152,1992,1.6462,19.26,2.64,13,0,1,39.9,2
152,1994,1.4113,21.41,1.21,13,0,0,36.8,2
152,1996,1.7834,21.82,0.1,13,1,1,39.4,2
153,1968,2.2001,4.1,0.1,12,0,1,40.2,12
153,1970,2.0998,4.09,1.84,12,0,1,31.2,12
153,1972,2.7337,7.7,3.34,12,1,1,41.7,12
153,1974,2.8363,8.94,8.84,12,0,1,33.4,12
153,1976,2.8609,9.34,2.68,12,0,1,43.0,12
153,1978,2.5689,11.85,0.84,12,0,1,40.2,12
153,1980,2.1638,13.04,1.07,12,0,1,35.3,12
153,1982,2.2859,14.74,2.1,12,0,0,41.1,12
153,1984,1.9467,16.0,3.34,12,0,0,38.7,12
153,1986,2.566,17.64,1.19,12,1,0,46.3,12
153,1988,3.0335,19.9,13.43,12,0,0,41.5,12
153,1990,2.1972,21.48,2.27,12,0,1,44.6,12
153,1992,2.5121,22.9,0.1,12,1,1,47.5,12
153,1994,2.0711,24.49,0.3,12,0,1,40.2,12
153,1996,2.4246,26.56,0.1,12,0,0,35.8,12
154,1968,0.0629,1.14,3.9,13,0,1,45.5,2
154,1970,0.7844,2.65,0.11,13,0,1,40.8,2
154,1972,-0.0365,2.75,1.84,13,0,1,42.2,2
154,1974,0.8462,5.75,0.1,13,1,0,42.7,2
154,1976,0.3309,6.69,2.62,13,1,1,39.1,2
154,1978,0.7938,7.44,6.21,13,1,1,38.6,2
154,1980,-0.0184,8.29,0.1,13,1,1,41.4,2
154,1982,0.1631,10.25,1.64,13,0,0,34.7,2
154,1984,0.0198,13.91,0.1,13,0,0,44.4,2
154,1986,0.2671,12.78,0.1,13,0,1,39.8,2
154,1988,0.4694,15.8,0.1,13,0,1,34.8,2
154,1990,-0.1605,16.38,1.2,13,1,0,39.6,2
154,1992,0.4896,18.38,1.41,13,0,1,46.7,2
154,1994,-0.0033,19.21,0.24,13,0,1,45.8,2
154,1996,0.1154,21.39,0.1,13,0,1,42.2,2
155,1968,2.1207,5.21,1.03,11,1,1,42.3,2
155,1970,2.1417,5.5,1.71,11,0,1,36.4,2
155,1972,2.0588,8.79,2.11,11,0,0,31.7,2
155,1974,0.9914,9.79,0.91,11,0,0,42.0,2
155,1976,2.0763,9.77,3.53,11,0,1,46.7,2
155,1978,2.122,11.78,1.65,11,0,1,48.5,2
155,1980,1.4018,13.24,0.87,11,0,1,44.1,2
155,1982,1.9261,15.33,0.69,11,0,1,42.6,2
155,1984,1.7585,17.27,4.79,11,0,0,39.9,2
155,1986,1.4698,18.14,1.27,11,0,0,36.9,2
155,1988,2.5071,21.03,1.16,11,1,0,40.2,2
155,1990,2.3466,20.38,0.75,11,0,1,40.2,2
155,1992,1.5451,22.33,0.68,11,0,1,46.1,2
155,1994,1.9702,24.17,0.1,11,0,1,45.8,2
155,1996,1.7811,26.44,4.69,11,0,0,32.1,2
156,1968,0.6984,1.76,1.16,10,0,0,44.8,2
156,1970,1.3215,3.07,0.1,10,0,1,45.5,2
156,1972,0.6397,6.21,3.74,10,0,1,42.0,2
156,1974,1.3659,6.59,13.67,10,0,1,42.6,2
156,1976,1.0468,7.74,1.24,10,0,1,38.2,2
156,1978,1.4536,8.03,0.1,10,1,0,34.0,2
156,1980,2.0863,10.7,0.19,10,1,0,41.8,2
156,1982,1.6314,12.92,6.63,10,1,1,37.4,2
156,1984,1.1028,13.05,0.92,10,0,1,38.6,2
156,1986,1.7638,14.99,1.6,10,1,0,42.0,2
156,1988,0.9866,16.75,1.7,10,0,0,48.0,2
156,1990,1.1335,16.94,0.1,10,0,0,43.3,2
156,1992,1.5415,20.61,1.45,10,1,1,39.1,2
156,1994,1.2675,21.04,0.63,10,0,1,46.0,2
156,1996,1.9326,23.15,1.34,10,0,1,41.3,2
157,1968,1.5776,1.55,1.98,10,0,1,38.8,11
157,1970,1.2384,3.67,0.85,10,1,1,46.8,11
157,1972,1.7936,4.79,0.1,10,0,0,40.7,11
157,1974,1.738,6.69,0.1,10,0,1,46.0,11
157,1976,0.88,6.7,1.03,10,0,0,48.0,11
157,1978,1.8459,8.74,0.83,10,1,1,40.4,11
157,1980,1.744,12.06,5.89,10,1,0,34.5,11
157,1982,2.1895,11.86,1.32,10,1,1,37.4,11
157,1984,2.0354,13.86,0.1,10,1,1,48.3,11
157,1986,1.8976,14.14,0.26,10,0,0,45.9,11
157,1988,1.8002,15.45,1.25,10,0,1,37.6,11
157,1990,1.547,18.55,0.22,10,0,1,45.8,11
157,1992,1.945,19.0,0.1,10,1,1,35.5,11
157,1994,1.5675,22.08,1.04,10,0,0,29.7,11
157,1996,1.4996,22.68,1.06,10,0,1,40.5,11
158,1968,1.4747,1.07,0.1,10,0,0,34.4,2
158,1970,0.7356,4.54,0.51,10,0,1,38.9,2
158,1972,0.801,5.73,0.65,10,1,0,36.8,2
158,1974,1.1429,8.74,0.24,10,1,1,40.3,2
158,1976,0.8284,7.69,1.47,10,0,0,35.0,2
158,1978,0.7164,9.11,0.1,10,0,1,35.8,2
158,1980,0.8743,11.2,0.35,10,1,0,36.2,2
158,1982,1.5768,12.4,3.82,10,1,0,43.1,2
158,1984,1.0982,13.44,2.65,10,1,0,41.2,2
158,1986,1.0953,16.31,1.18,10,0,1,40.4,2
158,1988,1.4195,18.57,3.2,10,1,0,37.2,2
158,1990,1.4774,18.75,1.21,10,1,1,45.1,2
158,1992,1.5884,19.81,8.27,10,1,0,32.1,2
158,1994,1.6769,21.07,3.94,10,1,1,44.8,2
158,1996,1.6633,22.42,2.79,10,0,1,32.1,2
159,1968,1.9164,2.67,0.45,13,1,0,40.1,11
159,1970,1.4881,4.54,2.7,13,1,1,35.6,11
159,1972,1.9702,4.23,3.39,13,1,0,41.1,11
159,1974,2.1379,7.73,1.44,13,0,0,47.4,11
159,1976,1.6246,8.45,0.9,13,0,1,38.2,11
159,1978,1.629,9.55,5.94,13,0,0,41.9,11
159,1980,2.0693,11.93,2.86,13,0,0,36.9,11
159,1982,1.7697,13.4,0.46,13,0,0,34.7,11
159,1984,2.018,13.17,2.19,13,0,0,35.3,11
159,1986,1.9565,15.41,0.96,13,0,1,42.1,11
159,1988,1.8708,17.41,1.32,13,0,0,40.7,11
159,1990,1.8088,19.86,0.22,13,0,0,44.1,11
159,1992,1.529,20.23,1.02,13,1,1,46.9,11
159,1994,2.3358,21.51,1.15,13,0,1,40.6,11
159,1996,1.5333,22.85,11.53,13,0,0,40.3,11
160,1968,1.3972,2.78,2.15,11,0,1,41.0,6
160,1970,0.9204,5.29,4.03,11,1,1,39.4,6
160,1972,1.4756,6.43,4.0,11,1,1,39.1,6
160,1974,0.8556,7.46,6.03,11,0,0,39.9,6
160,1976,0.8613,9.43,0.79,11,1,0,37.4,6
160,1978,1.4075,10.81,3.45,11,0,1,35.1,6
160,1980,1.3905,12.14,0.1,11,1,1,41.4,6
160,1982,0.9413,14.06,0.46,11,1,1,46.0,6
160,1984,1.2067,13.64,0.36,11,1,1,41.0,6
160,1986,1.467,17.26,0.41,11,1,0,32.6,6
160,1988,1.6658,19.01,1.81,11,1,1,37.9,6
160,1990,1.965,20.06,3.84,11,1,0,31.0,6
160,1992,1.5398,21.07,4.4,11,0,1,47.8,6
160,1994,1.2881,21.63,1.46,11,0,1,34.3,6
160,1996,1.3516,26.04,2.78,11,0,1,46.9,6
161,1968,1.8611,5.71,2.16,11,0,1,35.6,1
161,1970,2.3584,8.23,6.29,11,1,0,40.6,1
161,1972,2.4664,9.68,2.32,11,0,0,41.5,1
161,1974,2.2177,11.7,9.15,11,0,1,39.1,1
161,1976,2.6755,12.2,1.72,11,0,1,38.8,1
161,1978,2.5973,14.68,3.54,11,0,0,37.8,1
161,1980,2.5394,15.08,4.01,11,0,0,40.2,1
161,1982,2.5439,17.04,4.54,11,1,0,38.3,1
161,1984,2.5411,18.43,1.3,11,0,0,39.8,1
161,1986,3.128,20.58,5.69,11,0,1,34.0,1
161,1988,2.8127,23.31,1.96,11,0,1,47.0,1
161,1990,2.8773,23.0,0.43,11,0,1,40.5,1
161,1992,2.0467,22.61,3.97,11,0,0,41.6,1
161,1994,2.6715,25.91,2.86,11,0,1,32.3,1
161,1996,2.9964,28.07,3.14,11,0,0,40.3,1
162,1968,1.6656,5.96,2.06,12,0,1,36.4,7
162,1970,2.3268,6.37,3.53,12,0,0,41.7,7
162,1972,2.0872,8.62,1.82,12,0,1,41.3,7
162,1974,1.8277,9.03,4.29,12,0,1,34.8,7
162,1976,2.501,11.62,1.41,12,0,1,37.8,7
162,1978,2.2462,12.4,4.22,12,0,1,36.7,7
162,1980,2.1786,14.29,1.91,12,0,0,43.9,7
162,1982,2.5622,14.35,2.0,12,0,1,41.8,7
162,1984,2.1644,16.46,0.55,12,0,1,41.4,7
162,1986,1.7551,17.72,1.0,12,0,0,37.5,7
162,1988,2.1828,20.6,3.85,12,0,0,35.4,7
162,1990,2.0755,21.99,4.95,12,1,0,44.9,7
162,1992,2.4276,23.3,2.48,12,0,1,46.3,7
162,1994,2.4813,23.8,0.43,12,0,1,36.4,7
162,1996,2.1089,26.24,1.65,12,0,0,35.9,7
163,1968,1.4767,4.21,2.38,11,0,0,46.2,1
163,1970,1.7828,5.25,6.8,11,0,1,36.5,1
163,1972,1.9098,6.86,1.56,11,1,0,31.0,1
163,1974,1.693,7.17,1.48,11,0,0,46.4,1
163,1976,1.8949,8.47,8.03,11,0,1,39.3,1
163,1978,1.2236,10.52,1.01,11,0,1,48.4,1
163,1980,1.5468,13.58,0.93,11,0,0,34.6,1
163,1982,1.7546,15.26,0.1,11,0,0,43.3,1
163,1984,2.1079,15.65,0.1,11,0,0,47.0,1
163,1986,2.2297,17.59,2.46,11,0,1,40.7,1
163,1988,1.9663,18.17,1.41,11,0,0,51.8,1
163,1990,1.9875,20.7,5.68,11,0,1,46.3,1
163,1992,1.4251,22.6,6.4,11,0,1,35.8,1
163,1994,1.8374,23.48,2.49,11,0,0,36.9,1
163,1996,1.7609,25.46,0.1,11,0,1,40.1,1
164,1968,1.9302,5.02,1.47,12,0,0,33.5,8
164,1970,1.5819,7.06,4.64,12,0,0,40.5,8
164,1972,1.5016,8.22,1.98,12,0,0,44.6,8
164,1974,1.788,10.07,0.88,12,1,1,38.3,8
164,1976,1.9872,10.93,4.11,12,0,0,43.2,8
164,1978,1.5569,12.54,0.79,12,0,0,39.0,8
164,1980,1.824,14.41,0.77,12,1,0,30.4,8
164,1982,2.0745,15.53,4.19,12,1,0,40.4,8
164,1984,1.9536,17.72,0.39,12,0,0,30.9,8
164,1986,1.6498,17.93,0.54,12,0,1,38.8,8
164,1988,2.1445,21.48,2.12,12,0,1,28.9,8
164,1990,1.8221,20.55,3.02,12,0,1,36.4,8
164,1992,1.7971,22.04,9.64,12,0,1,41.4,8
164,1994,1.7224,24.68,1.04,12,0,1,40.9,8
164,1996,1.8674,25.85,1.23,12,0,0,39.7,8
165,1968,0.266,2.44,0.1,8,0,0,34.0,8
165,1970,0.856,4.52,1.78,8,0,0,37.1,8
165,1972,1.0387,5.69,0.43,8,0,0,37.8,8
165,1974,1.3599,8.73,0.1,8,1,0,33.5,8
165,1976,0.1411,9.72,1.67,8,0,1,34.2,8
165,1978,1.0823,11.3,1.52,8,0,1,44.4,8
165,1980,0.5272,11.17,0.8,8,0,1,34.0,8
165,1982,1.5219,13.84,0.1,8,1,1,44.6,8
165,1984,0.6138,13.96,0.88,8,0,0,39.8,8
165,1986,0.8285,15.94,2.06,8,0,1,51.0,8
165,1988,1.1016,17.43,0.6,8,0,1,39.1,8
165,1990,0.4366,18.76,0.55,8,1,1,37.3,8
165,1992,1.4829,19.59,1.32,8,0,1,40.9,8
165,1994,0.9265,22.8,3.33,8,0,0,32.7,8
165,1996,1.6155,24.69,0.62,8,0,0,38.6,8
166,1968,2.5904,3.83,1.05,12,0,0,34.5,6
166,1970,1.9917,7.38,1.43,12,0,0,41.0,6
166,1972,2.3338,7.27,0.1,12,0,1,44.6,6
166,1974,2.1377,9.08,4.99,12,0,0,44.5,6
166,1976,1.7675,9.51,0.45,12,0,1,35.2,6
166,1978,2.9309,11.12,1.82,12,0,1,32.3,6
166,1980,1.702,11.84,0.87,12,0,0,40.6,6
166,1982,2.2896,13.08,5.27,12,0,1,47.1,6
166,1984,2.1556,15.92,2.96,12,1,0,36.3,6
166,1986,2.4359,16.44,2.63,12,0,1,41.3,6
166,1988,1.887,17.19,0.87,12,0,0,39.9,6
166,1990,2.2824,18.67,3.19,12,1,1,43.6,6
166,1992,2.1888,21.66,2.98,12,0,1,43.6,6
166,1994,2.7158,24.08,3.27,12,0,0,31.9,6
166,1996,2.5917,25.89,3.43,12,0,1,50.5,6
167,1968,2.1974,4.85,3.41,15,0,0,43.6,4
167,1970,2.5886,7.69,1.0,15,0,0,46.8,4
167,1972,2.5252,8.55,4.12,15,0,0,34.5,4
167,1974,1.9923,9.65,0.1,15,0,0,32.9,4
167,1976,2.1449,11.03,1.64,15,0,0,39.1,4
167,1978,2.4508,12.88,1.09,15,1,1,38.3,4
167,1980,2.26,15.34,4.89,15,0,0,44.8,4
167,1982,1.5389,16.31,1.65,15,0,1,42.8,4
167,1984,2.3942,17.78,1.87,15,0,0,35.8,4
167,1986,2.4282,20.79,0.1,15,0,1,30.6,4
167,1988,2.7184,20.94,5.23,15,0,1,41.8,4
167,1990,2.5331,21.84,0.45,15,0,0,40.7,4
167,1992,2.684,23.68,2.01,15,0,1,40.0,4
167,1994,2.358,25.41,0.6,15,1,1,44.1,4
167,1996,2.7541,26.35,0.1,15,0,1,39.6,4
168,1968,1.2607,3.85,2.34,13,1,0,35.5,8
168,1970,1.7019,4.14,4.6,13,0,1,41.0,8
168,1972,1.6507,8.01,1.61,13,0,1,34.1,8
168,1974,1.6275,7.5,1.66,13,0,0,47.4,8
168,1976,2.3149,9.95,0.17,13,1,1,34.0,8
168,1978,1.8795,10.43,1.48,13,0,1,39.2,8
168,1980,1.2343,12.6,1.4,13,0,0,47.4,8
168,1982,1.3905,14.62,0.17,13,0,1,40.2,8
168,1984,1.9592,15.94,0.17,13,0,0,41.8,8
168,1986,1.625,18.05,5.95,13,1,1,41.5,8
168,1988,2.1998,20.39,1.04,13,0,1,37.7,8
168,1990,2.2183,18.96,0.1,13,0,1,49.2,8
168,1992,1.6699,20.35,1.33,13,1,1,43.7,8
168,1994,2.202,22.85,4.52,13,0,1,38.9,8
168,1996,1.6147,24.35,2.72,13,0,1,39.3,8
169,1968,2.9899,4.75,2.89,13,0,0,50.2,4
169,1970,2.3678,6.97,2.6,13,0,1,37.1,4
169,1972,2.5166,7.04,0.68,13,0,0,38.2,4
169,1974,2.5919,7.9,1.41,13,0,1,42.0,4
169,1976,2.5034,10.14,0.63,13,0,0,46.3,4
169,1978,2.4812,12.02,1.66,13,0,0,40.0,4
169,1980,3.1463,14.74,0.1,13,1,1,42.8,4
169,1982,3.1566,15.0,1.49,13,0,1,30.9,4
169,1984,2.6515,16.81,0.65,13,0,0,38.0,4
169,1986,2.8411,17.51,4.94,13,0,0,45.1,4
169,1988,3.1139,20.68,2.42,13,0,1,41.2,4
169,1990,2.9946,21.6,4.39,13,0,1,43.6,4
169,1992,2.9007,22.7,2.03,13,1,0,37.6,4
169,1994,3.1208,23.61,0.1,13,1,1,42.5,4
169,1996,2.5143,25.87,0.59,13,0,0,33.6,4
170,1968,2.1985,4.49,1.6,11,0,0,34.4,8
170,1970,2.3929,5.39,1.75,11,0,1,42.0,8
170,1972,2.321,7.33,2.03,11,0,0,34.4,8
170,1974,3.3303,7.28,4.69,11,0,0,42.0,8
170,1976,2.5406,10.26,3.24,11,0,0,51.6,8
170,1978,2.4038,11.4,1.88,11,0,0,41.8,8
170,1980,2.6547,13.18,1.56,11,0,1,44.5,8
170,1982,2.5643,14.86,3.82,11,0,0,35.1,8
