firm_id,year,log_output,log_labor,log_capital,log_materials,sector,exporter
65,2014,7.0893,6.467,8.3777,5.5853,chemicals,0
66,2014,6.6751,4.2401,7.0063,7.3339,chemicals,0
67,2014,7.2433,3.4236,10.654,6.2271,chemicals,1
68,2014,6.4453,4.1897,7.6022,7.2336,textiles,1
69,2014,7.9489,6.8918,7.0758,7.2412,food,0
70,2014,7.0517,6.3838,6.035,6.1599,textiles,1
71,2014,7.6778,6.4614,8.5132,7.3319,food,0
72,2014,7.6875,5.9774,6.0506,9.7823,textiles,0
73,2014,6.5335,5.2154,5.8614,5.7503,electronics,0
74,2014,7.3726,9.1393,5.3499,5.8388,food,1
75,2014,6.4398,5.6436,7.9749,5.1947,food,0
76,2014,5.0678,3.2354,7.2127,4.6077,textiles,0
77,2014,6.6262,4.5211,7.6448,7.9317,textiles,0
78,2014,8.6739,6.9229,7.0966,7.9712,metals,1
79,2014,7.5048,5.1098,6.6463,6.5529,chemicals,1
80,2014,6.0942,4.7187,6.051,5.9559,metals,1
81,2014,7.1199,4.5844,8.4045,6.9272,metals,1
82,2014,5.5412,4.8098,6.3467,7.5108,textiles,1
83,2014,7.1845,4.1015,7.8965,6.9301,metals,0
84,2014,7.8807,3.0528,7.8888,10.3218,food,0
85,2014,7.1286,4.333,8.4717,6.6415,food,1
86,2014,6.0972,4.8741,6.2161,8.8571,food,1
87,2014,6.4232,3.9264,6.6222,6.5983,metals,0
88,2014,6.3248,6.8512,6.0082,4.0509,chemicals,0
89,2014,6.1394,5.0542,5.948,9.6903,food,1
90,2014,7.2289,5.1751,6.864,7.84,chemicals,0
91,2014,7.8876,6.3528,8.7521,5.9693,food,1
92,2014,4.9929,2.553,3.9329,6.2752,metals,0
93,2014,7.5945,5.6974,9.917,5.8335,textiles,0
94,2014,6.0743,4.7064,7.1924,5.54,textiles,1
95,2014,8.0033,8.0591,7.1452,8.9941,textiles,0
96,2014,7.522,4.8667,7.2972,8.0064,chemicals,0
97,2014,8.323,4.7864,10.4994,7.4176,textiles,0
98,2014,5.8983,5.8852,5.1456,7.0197,food,1
99,2014,7.7122,5.7832,9.1232,8.3652,food,0
100,2014,8.4948,8.4784,6.4501,6.6478,electronics,0
1,2015,7.6501,6.5903,6.6786,9.2671,metals,1
2,2015,5.8675,3.7098,6.726,6.9944,textiles,1
3,2015,7.7517,5.2653,8.2651,10.6904,electronics,0
4,2015,7.3748,5.6395,8.5069,6.7749,metals,1
5,2015,5.5838,5.9909,4.014,5.9658,food,1
6,2015,7.6816,4.6501,6.865,7.6099,electronics,1
7,2015,6.8597,4.6024,7.5956,7.5191,metals,0
8,2015,8.2233,5.949,8.696,8.1724,metals,0
9,2015,6.7387,4.5873,7.0467,9.2595,food,0
10,2015,6.8135,4.9394,7.3734,7.0655,chemicals,1
11,2015,8.2834,6.608,9.223,8.859,textiles,0
12,2015,5.8329,5.5213,6.5103,6.1698,electronics,0
13,2015,6.7239,4.5943,6.417,8.9276,chemicals,0
14,2015,6.1402,5.6574,6.5288,7.4637,metals,0
15,2015,8.015,7.9309,5.6764,8.5584,textiles,0
16,2015,6.8411,6.2998,8.7564,6.2506,food,1
17,2015,6.5278,3.9886,8.6008,6.9076,chemicals,1
18,2015,6.7978,4.9793,6.4725,8.6036,food,1
19,2015,7.6399,5.7135,8.5242,9.159,metals,0
20,2015,7.5917,4.6239,9.8601,6.1189,chemicals,0
21,2015,8.5256,8.0476,8.1013,6.3522,metals,0
22,2015,7.9408,6.9127,7.1333,7.7525,textiles,0
23,2015,6.5839,3.9926,5.8733,7.8744,electronics,0
24,2015,7.7548,6.587,7.6731,8.6703,electronics,0
25,2015,6.2171,4.568,5.2366,8.0169,metals,0
26,2015,7.798,6.1425,7.376,8.2232,food,0
27,2015,7.2541,4.634,7.5921,8.3904,chemicals,0
28,2015,5.572,4.6906,6.1548,5.9793,food,0
29,2015,7.8602,6.1283,9.965,7.249,food,0
30,2015,7.844,5.8294,6.4657,8.0268,metals,0
31,2015,9.1221,7.7423,7.5431,7.999,metals,0
32,2015,7.6206,5.5182,6.3683,6.7205,electronics,1
33,2015,6.0235,3.698,5.9075,7.3836,textiles,0
34,2015,7.2178,6.3914,6.174,8.0529,textiles,0
35,2015,5.6671,4.3707,5.2082,8.8648,chemicals,0
36,2015,6.6062,5.6328,8.3151,5.328,food,0
37,2015,7.5271,6.2927,7.6563,6.28,food,1
38,2015,7.1658,6.0906,7.9429,5.6319,chemicals,0
39,2015,5.5356,5.1909,5.1544,5.8099,food,1
40,2015,6.4995,4.0879,6.8628,8.8967,metals,0
41,2015,6.0251,6.7397,6.4165,6.7812,textiles,0
42,2015,7.8594,6.7952,7.6311,7.033,metals,0
43,2015,6.9589,6.726,6.2088,7.5697,metals,1
44,2015,7.0449,4.3519,8.6704,8.2197,textiles,0
45,2015,7.8887,8.2167,8.5829,9.413,metals,0
46,2015,6.1029,3.3617,7.5171,6.835,metals,0
47,2015,5.9318,6.3158,4.9589,7.024,textiles,0
48,2015,7.1528,6.6928,6.5116,8.4034,textiles,0
49,2015,8.1057,6.6153,5.3366,8.9919,metals,0
50,2015,6.4401,5.7491,7.6726,7.8801,food,0
51,2015,7.3939,6.6769,7.4908,9.1652,food,1
52,2015,8.0119,6.6845,6.5096,7.9898,food,1
53,2015,7.2593,4.5817,6.7109,7.815,metals,0
54,2015,6.9536,7.513,6.4046,8.1232,metals,0
55,2015,6.6241,5.1645,5.8585,8.9691,metals,0
56,2015,5.8806,5.1235,4.2614,6.1348,metals,1
57,2015,8.0913,4.7767,6.7053,10.0173,chemicals,0
58,2015,7.7945,7.2712,6.2073,9.0738,chemicals,1
59,2015,5.9009,5.0678,5.5645,7.299,food,1
60,2015,7.8132,6.2268,6.2423,8.3959,food,1
61,2015,7.7987,5.1011,7.4403,8.3872,metals,0
62,2015,9.4221,6.6578,11.644,8.1696,chemicals,1
63,2015,6.3828,4.3642,6.4691,6.947,chemicals,0
64,2015,7.8258,5.7139,8.7285,8.6948,metals,0
65,2015,7.457,6.9359,8.2938,5.5151,chemicals,0
66,2015,8.0189,6.4221,8.3776,7.8691,chemicals,0
67,2015,6.9961,4.6222,6.5412,7.4566,chemicals,1
68,2015,6.0656,4.9175,6.9666,7.0227,textiles,1
69,2015,5.9741,4.1714,4.5406,7.0218,food,0
70,2015,6.7372,6.4542,4.8494,7.2316,textiles,1
71,2015,7.0639,6.1752,5.6936,7.633,food,0
72,2015,5.7528,4.7284,6.7857,4.2344,textiles,0
73,2015,7.1017,4.4094,7.4645,7.6018,electronics,0
74,2015,6.0356,4.3639,7.7275,5.822,food,1
75,2015,7.1676,5.9398,7.3236,7.2746,food,0
76,2015,5.9746,4.8188,7.0448,6.7476,textiles,0
77,2015,6.6444,4.3707,6.653,7.843,textiles,0
78,2015,7.5931,4.7612,7.0092,8.1456,metals,1
79,2015,6.6818,3.7373,6.3988,6.2349,chemicals,1
80,2015,6.6852,4.268,7.9401,8.3259,metals,1
81,2015,6.137,3.3999,6.4702,8.1894,metals,1
82,2015,5.6773,6.7266,4.7066,5.8503,textiles,1
83,2015,6.5353,6.1426,7.0402,4.7218,metals,0
84,2015,6.5858,5.3152,5.714,7.894,food,0
85,2015,8.0005,5.7307,8.966,7.6055,food,1
86,2015,7.3255,4.4834,11.4722,8.1918,food,1
87,2015,7.8264,7.8094,8.2984,5.4967,metals,0
88,2015,7.2576,5.7221,5.2421,8.3113,chemicals,0
89,2015,8.0279,5.2048,9.9816,10.1468,food,1
90,2015,7.3297,5.0891,8.7411,7.1321,chemicals,0
91,2015,6.1924,4.8456,6.9615,5.4491,food,1
92,2015,7.6722,6.4477,9.3379,6.5138,metals,0
93,2015,7.2031,5.2128,8.1689,7.6307,textiles,0
94,2015,6.9889,3.9425,7.9071,10.318,textiles,1
95,2015,6.9136,7.3367,8.6186,5.6638,textiles,0
96,2015,7.2026,6.238,5.1748,8.402,chemicals,0
97,2015,7.6288,6.8941,7.0975,6.9006,textiles,0
98,2015,7.6499,7.1561,8.4592,9.0216,food,1
99,2015,6.6041,5.6343,6.7117,5.9711,food,0
100,2015,8.2585,5.9099,9.3595,7.6049,electronics,0
1,2016,7.7219,5.3393,8.0918,7.3418,metals,1
2,2016,7.4542,4.1486,7.3864,9.7532,textiles,1
3,2016,7.0355,6.2548,5.6207,8.3016,electronics,0
4,2016,7.3833,6.798,7.5811,7.1308,metals,1
5,2016,7.2636,5.5616,8.0864,6.6283,food,1
6,2016,7.3857,3.672,5.76,9.6464,electronics,1
7,2016,7.0014,3.7731,7.0379,9.6934,metals,0
8,2016,7.0964,5.9528,7.7855,5.8181,metals,0
9,2016,6.7945,6.6348,5.9535,7.8671,food,0
10,2016,7.1326,6.0255,6.6925,6.7223,chemicals,1
11,2016,6.618,4.6381,7.9603,6.6139,textiles,0
12,2016,6.056,3.5773,8.5974,7.3361,electronics,0
13,2016,6.9091,6.108,5.6712,8.3437,chemicals,0
14,2016,7.6726,5.2589,9.0558,9.6529,metals,0
15,2016,7.9851,6.0376,8.2407,8.4,textiles,0
16,2016,5.6209,5.2981,5.9624,4.9127,food,1
17,2016,7.0692,6.1782,5.0425,8.3675,chemicals,1
18,2016,8.4422,5.5422,7.6622,10.2995,food,1
19,2016,6.2497,4.579,6.2696,7.4999,metals,0
20,2016,8.7018,6.1126,6.5759,10.8484,chemicals,0
21,2016,7.7995,3.5118,9.3285,8.9467,metals,0
22,2016,8.8587,7.4094,7.3646,8.7574,textiles,0
23,2016,7.2641,6.4986,7.0544,8.4224,electronics,0
24,2016,6.2165,5.1054,4.483,8.8321,electronics,0
25,2016,7.3632,5.9848,6.7314,8.025,metals,0
26,2016,8.2735,6.7597,6.9363,10.1434,food,0
27,2016,8.1293,6.9877,8.0038,8.4814,chemicals,0
28,2016,6.0774,5.2963,6.7074,5.7788,food,0
29,2016,5.3965,5.7782,5.0077,5.4875,food,0
30,2016,6.6071,4.7563,6.6714,5.6373,metals,0
31,2016,9.3711,7.2612,7.2819,9.5207,metals,0
32,2016,9.0903,6.552,8.2356,8.1972,electronics,1
33,2016,5.7381,4.368,6.9813,7.485,textiles,0
34,2016,6.5473,5.9672,6.908,5.5688,textiles,0
35,2016,5.7556,3.4007,7.2161,8.1306,chemicals,0
36,2016,6.3501,3.2765,5.1283,10.1983,food,0
37,2016,6.5641,4.7258,7.2257,6.755,food,1
38,2016,7.0944,4.8847,5.3525,7.7733,chemicals,0
39,2016,8.884,8.7814,9.2427,8.6074,food,1
40,2016,6.0758,3.9279,8.9807,6.5089,metals,0
41,2016,5.1163,4.2455,5.2238,7.4763,textiles,0
42,2016,6.7134,4.5423,7.7912,7.192,metals,0
43,2016,6.5975,5.3405,6.6339,8.1427,metals,1
44,2016,6.4473,5.6888,5.9922,6.5096,textiles,0
45,2016,6.8246,6.0922,7.5214,7.633,metals,0
46,2016,8.1541,6.6781,7.0033,9.4227,metals,0
47,2016,6.5294,5.9256,7.5285,6.6661,textiles,0
48,2016,5.9714,5.2093,7.3652,7.1288,textiles,0
49,2016,6.2525,4.7267,6.3729,5.4954,metals,0
50,2016,7.0706,6.2074,11.1645,6.9804,food,0
51,2016,6.6371,4.7677,9.1811,7.3194,food,1
52,2016,7.8483,6.4445,6.7441,6.9144,food,1
53,2016,7.1019,6.12,4.5569,7.113,metals,0
54,2016,7.3589,6.2971,7.0627,9.1452,metals,0
55,2016,7.8173,6.6632,8.2319,7.0069,metals,0
56,2016,7.4814,6.2415,8.7923,6.4042,metals,1
57,2016,7.2404,5.6209,4.4962,8.2532,chemicals,0
58,2016,7.5743,7.3378,10.0754,6.1966,chemicals,1
59,2016,7.3821,7.7027,6.388,6.9763,food,1
60,2016,7.4338,6.4387,4.9211,7.3818,food,1
61,2016,7.3344,6.6478,7.1581,7.272,metals,0
62,2016,6.6541,5.8579,8.5056,4.1012,chemicals,1
63,2016,7.3559,5.4663,7.76,7.9678,chemicals,0
64,2016,6.8403,5.2635,8.8404,6.6361,metals,0
65,2016,8.2925,7.456,6.7025,8.8647,chemicals,0
66,2016,7.1395,5.2446,6.5389,7.1824,chemicals,0
67,2016,6.6277,5.7231,5.2653,6.1892,chemicals,1
68,2016,7.5186,4.4748,9.049,7.7698,textiles,1
69,2016,6.7814,5.0938,6.7483,5.6919,food,0
70,2016,7.2432,7.7462,7.2008,4.5143,textiles,1
71,2016,6.8347,6.5777,5.8729,8.3321,food,0
72,2016,6.1603,5.2872,7.4607,5.3305,textiles,0
73,2016,7.0473,5.1531,7.8283,6.1105,electronics,0
74,2016,6.5111,7.4591,4.4453,6.0831,food,1
75,2016,7.2484,5.9641,8.0008,7.6441,food,0
76,2016,5.8561,4.0752,5.1592,8.0756,textiles,0
77,2016,6.1849,3.9765,7.5347,6.9291,textiles,0
78,2016,8.4908,7.0568,6.006,7.6797,metals,1
79,2016,6.9379,5.2919,6.0962,6.0656,chemicals,1
80,2016,5.5661,4.2669,8.0256,5.4814,metals,1
81,2016,6.7032,4.876,7.7133,8.5208,metals,1
82,2016,6.3379,5.1971,4.5728,10.6674,textiles,1
83,2016,6.3735,4.3118,4.8757,9.3489,metals,0
84,2016,6.2583,4.1703,4.0374,7.5064,food,0
85,2016,7.7889,5.8424,7.7362,8.0301,food,1
86,2016,6.9262,6.4665,7.2893,8.8739,food,1
87,2016,5.8374,3.8458,5.9963,6.2251,metals,0
88,2016,8.2039,6.9226,7.7757,7.9135,chemicals,0
89,2016,7.4996,5.6375,9.3347,7.7346,food,1
90,2016,7.7295,6.3908,8.9577,7.5089,chemicals,0
91,2016,6.8192,5.435,6.978,6.5748,food,1
92,2016,6.825,5.103,7.2041,5.0251,metals,0
93,2016,6.6176,4.7414,5.7873,9.2157,textiles,0
94,2016,6.5996,5.0638,6.8307,6.6045,textiles,1
95,2016,4.9591,4.8997,5.6819,5.6549,textiles,0
96,2016,8.1484,7.6284,6.156,8.0079,chemicals,0
97,2016,8.5578,6.4317,8.2528,7.9899,textiles,0
98,2016,5.0585,3.9527,5.9588,6.8222,food,1
99,2016,7.004,6.9728,5.7255,7.9307,food,0
100,2016,7.2364,4.8018,8.1211,6.7918,electronics,0
1,2017,7.1102,4.8475,5.3399,8.0026,metals,1
2,2017,8.7237,8.2738,9.3087,7.2258,textiles,1
3,2017,7.3728,4.6041,8.9451,8.1228,electronics,0
4,2017,7.9323,7.5845,7.3224,7.3946,metals,1
5,2017,7.1852,5.1714,7.1289,7.8428,food,1
6,2017,6.267,3.7338,5.8296,6.3685,electronics,1
7,2017,6.6198,5.4288,7.5207,6.0873,metals,0
8,2017,7.3717,6.2544,6.0118,7.7797,metals,0
9,2017,6.6993,4.7773,6.9341,7.7717,food,0
10,2017,6.1923,3.8179,5.6681,7.3869,chemicals,1
11,2017,7.0866,5.3488,7.2192,8.7507,textiles,0
12,2017,6.9736,4.9823,8.0852,8.1681,electronics,0
13,2017,7.1881,6.127,6.7831,7.744,chemicals,0
14,2017,6.7618,4.7187,7.276,8.0282,metals,0
15,2017,5.9876,5.346,3.6615,7.1861,textiles,0
16,2017,6.2875,7.0941,5.0713,6.323,food,1
17,2017,6.6585,5.0444,6.3038,8.9839,chemicals,1
18,2017,7.6422,5.1815,8.758,7.6468,food,1
19,2017,7.6044,5.0191,8.2421,10.5389,metals,0
20,2017,6.7963,4.1629,7.9887,5.3288,chemicals,0
21,2017,7.9721,6.1752,6.9249,8.4375,metals,0
22,2017,8.5833,7.8901,6.7519,8.733,textiles,0
23,2017,7.4713,7.3273,7.1775,8.3252,electronics,0
24,2017,6.7664,6.3281,6.0692,6.9354,electronics,0
25,2017,6.2715,4.7293,6.0493,6.774,metals,0
26,2017,7.7468,5.9353,8.1723,7.4149,food,0
27,2017,7.2338,5.2688,5.6117,8.8738,chemicals,0
28,2017,5.7129,5.3734,5.4054,6.6799,food,0
29,2017,6.7188,4.2924,7.5047,7.3351,food,0
30,2017,7.62,5.0864,9.2325,5.1794,metals,0
31,2017,6.6586,5.4908,4.6244,7.1626,metals,0
32,2017,7.8214,4.6924,6.2928,7.0323,electronics,1
33,2017,6.4851,6.7292,7.6789,5.7495,textiles,0
34,2017,6.2512,3.9849,6.8429,8.0358,textiles,0
35,2017,6.6656,5.379,7.7862,8.8913,chemicals,0
36,2017,6.1483,4.7102,5.5835,6.9836,food,0
37,2017,6.6257,3.0403,5.9477,9.1591,food,1
38,2017,8.4213,8.2597,6.9043,7.9399,chemicals,0
39,2017,8.2402,4.7665,10.42,8.9927,food,1
40,2017,6.6625,4.3206,8.9928,6.4545,metals,0
41,2017,4.9593,3.0809,7.5614,6.5051,textiles,0
42,2017,8.1811,8.0339,9.112,7.1742,metals,0
43,2017,6.9104,6.8675,6.556,7.5905,metals,1
44,2017,7.3885,5.4424,7.0048,9.4373,textiles,0
45,2017,7.7531,7.6187,6.5405,9.6978,metals,0
46,2017,6.0931,4.1637,6.1405,8.179,metals,0
47,2017,6.9151,4.7951,8.5354,9.1488,textiles,0
48,2017,8.0851,7.3584,9.1227,8.5033,textiles,0
49,2017,8.0637,5.4498,8.0652,7.6146,metals,0
50,2017,5.6078,4.5568,7.3181,7.437,food,0
51,2017,7.1886,4.8973,9.4505,7.353,food,1
52,2017,7.062,3.3413,5.9194,8.8506,food,1
53,2017,8.2766,7.467,6.7028,8.0847,metals,0
54,2017,6.5999,6.6401,6.1735,7.0186,metals,0
55,2017,6.9077,6.9497,6.8501,5.9406,metals,0
56,2017,7.9923,7.8091,7.7672,7.1334,metals,1
57,2017,8.2846,5.2624,5.9072,9.6116,chemicals,0
58,2017,6.8681,5.1693,6.7426,9.9919,chemicals,1
59,2017,6.8057,5.4187,7.7681,7.0368,food,1
60,2017,7.9731,7.1196,7.269,8.2058,food,1
61,2017,7.9205,7.6638,6.9707,7.1255,metals,0
62,2017,7.0854,4.7929,7.0666,7.5292,chemicals,1
63,2017,6.0808,5.9985,3.6079,8.0592,chemicals,0
64,2017,6.9633,5.8632,7.0943,7.5343,metals,0
65,2017,8.1327,4.4563,11.7086,6.7026,chemicals,0
66,2017,6.4301,5.6473,5.6527,6.9548,chemicals,0
67,2017,7.5638,6.1329,4.3163,9.8499,chemicals,1
68,2017,6.5798,6.6404,7.7883,6.307,textiles,1
69,2017,6.5012,5.521,6.6479,4.8542,food,0
70,2017,7.2932,4.9538,6.2513,8.0297,textiles,1
71,2017,6.9157,6.0366,7.8879,7.3191,food,0
72,2017,5.852,3.9579,5.8026,6.8034,textiles,0
73,2017,8.6242,5.1155,10.1882,8.1627,electronics,0
74,2017,6.2938,4.7822,3.7594,8.7778,food,1
75,2017,6.8747,5.4314,8.2807,5.6152,food,0
76,2017,7.008,7.6653,8.4107,4.7049,textiles,0
77,2017,6.7412,4.9817,5.1236,10.1076,textiles,0
78,2017,7.9667,4.7535,8.2429,7.1271,metals,1
79,2017,8.045,3.6616,9.6006,7.8978,chemicals,1
80,2017,6.3013,4.4368,5.3615,7.8999,metals,1
81,2017,6.1198,4.4329,5.3518,7.6377,metals,1
82,2017,7.3228,7.3409,6.8966,9.1533,textiles,1
83,2017,7.1038,5.5039,4.5942,9.4624,metals,0
84,2017,6.697,4.8624,7.1655,6.7119,food,0
85,2017,8.9673,6.0272,9.2007,9.1283,food,1
86,2017,5.964,4.8427,5.7847,8.6798,food,1
87,2017,6.333,5.3504,4.9084,7.5441,metals,0
88,2017,8.3872,6.0671,10.0629,8.7595,chemicals,0
89,2017,5.5247,3.8885,5.6903,8.033,food,1
90,2017,5.966,4.3329,7.2741,6.1886,chemicals,0
91,2017,7.7326,7.192,7.0683,6.5356,food,1
92,2017,8.4372,6.0896,8.07,10.8537,metals,0
93,2017,6.9444,4.8152,7.3688,8.0246,textiles,0
94,2017,7.2521,4.8795,8.6891,8.3649,textiles,1
95,2017,7.4092,8.5634,6.0284,8.09,textiles,0
96,2017,7.3857,6.6617,6.161,8.3044,chemicals,0
97,2017,8.2921,6.4583,7.6939,7.8596,textiles,0
98,2017,6.1457,5.8793,7.2763,6.8125,food,1
99,2017,7.8868,6.06,6.6272,9.8646,food,0
100,2017,6.6634,4.4764,7.7234,5.9042,electronics,0
1,2018,6.4733,5.9255,6.4895,5.7539,metals,1
2,2018,7.7195,6.5535,6.1325,9.7227,textiles,1
3,2018,6.9225,4.5193,8.1239,7.3266,electronics,0
4,2018,7.0842,4.6287,7.2229,8.7976,metals,1
5,2018,5.9992,5.2198,4.5329,6.2307,food,1
6,2018,8.0055,5.6847,8.7395,6.0942,electronics,1
7,2018,7.967,4.7965,9.3934,8.875,metals,0
8,2018,6.769,3.7518,7.1071,8.0608,metals,0
9,2018,6.7027,4.2912,8.2506,9.0421,food,0
10,2018,6.8263,4.3999,7.9792,7.6236,chemicals,1
11,2018,6.2882,5.7352,5.919,8.9029,textiles,0
12,2018,8.2314,6.0722,9.9187,9.8053,electronics,0
13,2018,6.8901,6.3803,5.0653,8.278,chemicals,0
14,2018,6.7355,5.2098,7.7757,7.6569,metals,0
15,2018,7.1412,6.2394,7.6733,7.3532,textiles,0
16,2018,7.6486,5.9302,8.4817,7.8813,food,1
17,2018,6.4997,4.9566,8.2302,7.0999,chemicals,1
18,2018,7.9221,7.1819,6.7959,8.2953,food,1
19,2018,6.2615,3.5107,6.4425,8.6974,metals,0
20,2018,8.6789,5.2436,8.3164,8.7671,chemicals,0
21,2018,9.2689,7.0783,10.1101,8.6834,metals,0
22,2018,8.0718,6.3485,7.1259,7.986,textiles,0
23,2018,6.2329,4.2066,6.5046,7.7406,electronics,0
24,2018,7.5686,4.8823,6.4759,9.8984,electronics,0
25,2018,7.4572,8.8645,8.056,6.1905,metals,0
26,2018,8.7184,6.5325,9.8313,8.0498,food,0
27,2018,5.5596,4.6975,5.5476,5.2786,chemicals,0
28,2018,5.3861,4.0556,7.4744,5.9275,food,0
29,2018,6.2259,4.9472,6.1586,9.5155,food,0
30,2018,6.6823,5.5304,7.059,6.5018,metals,0
31,2018,7.5009,5.8443,6.89,6.4643,metals,0
32,2018,8.4674,5.1714,7.5589,7.6659,electronics,1
33,2018,5.1229,4.7311,5.5975,5.386,textiles,0
34,2018,8.1615,4.7759,10.9823,8.8067,textiles,0
35,2018,5.978,7.7254,5.8702,4.1974,chemicals,0
36,2018,7.5688,5.7974,7.6231,9.3799,food,0
37,2018,7.0392,4.4427,5.5031,9.7066,food,1
38,2018,6.6607,4.697,5.9941,6.5336,chemicals,0
39,2018,6.7521,5.4156,6.3681,9.1429,food,1
40,2018,6.6039,4.6429,6.9149,8.0349,metals,0
41,2018,7.1894,6.8349,7.1159,8.6027,textiles,0
42,2018,7.4184,5.8218,8.1357,8.2717,metals,0
43,2018,6.8623,4.5628,7.9189,8.1155,metals,1
44,2018,6.7056,4.5527,6.3296,9.7859,textiles,0
45,2018,5.6732,5.9107,7.3723,4.0337,metals,0
46,2018,7.6258,5.1767,7.5652,9.1179,metals,0
47,2018,6.3529,5.997,6.7081,7.4497,textiles,0
48,2018,5.1446,2.9902,6.7162,7.7341,textiles,0
49,2018,7.7035,6.5302,7.0524,7.2373,metals,0
50,2018,6.1678,5.3752,6.7229,7.8153,food,0
51,2018,5.9508,4.3992,4.6493,8.8424,food,1
52,2018,7.8991,3.8397,9.8026,6.7987,food,1
53,2018,7.5068,4.4792,6.4575,7.9532,metals,0
54,2018,8.4366,7.5364,9.0088,8.1329,metals,0
55,2018,6.99,3.7724,9.5475,7.8682,metals,0
56,2018,7.3929,6.3909,6.8411,8.5809,metals,1
57,2018,7.6695,5.6406,7.4122,7.3427,chemicals,0
58,2018,6.7972,6.1116,7.48,5.7832,chemicals,1
59,2018,7.325,7.9626,8.0362,5.3829,food,1
60,2018,7.1325,5.4766,8.8887,6.4895,food,1
61,2018,7.1819,5.1238,6.6339,7.7497,metals,0
62,2018,7.09,6.6854,6.3783,5.817,chemicals,1
63,2018,7.2843,4.9228,7.0963,7.7373,chemicals,0
64,2018,5.9823,5.5303,7.4195,4.5529,metals,0
65,2018,7.2111,6.3003,5.1258,7.036,chemicals,0
66,2018,6.7011,4.8145,8.2096,6.6995,chemicals,0
67,2018,6.3866,7.0014,4.1583,5.7666,chemicals,1
68,2018,4.8525,4.4506,4.5206,6.479,textiles,1
69,2018,7.6719,6.9367,7.6481,7.7631,food,0
70,2018,6.7706,4.1786,7.047,8.7073,textiles,1
71,2018,6.8533,4.6729,7.166,7.1759,food,0
72,2018,6.5914,3.6109,7.0114,9.3696,textiles,0
73,2018,6.4012,5.0281,6.9412,5.6448,electronics,0
74,2018,6.998,6.1179,5.7534,7.6459,food,1
75,2018,7.438,8.1902,7.3401,6.1075,food,0
76,2018,5.6828,4.1107,5.5556,7.0058,textiles,0
77,2018,6.6299,6.1863,5.4818,6.8907,textiles,0
78,2018,7.999,5.2599,7.8415,7.1833,metals,1
79,2018,8.4988,5.4202,8.994,8.4029,chemicals,1
80,2018,5.8763,4.5542,5.8421,7.4721,metals,1
81,2018,6.1836,6.0296,6.6032,5.0088,metals,1
82,2018,7.9776,5.7139,10.1995,9.13,textiles,1
83,2018,6.8554,4.9649,7.0184,6.6125,metals,0
84,2018,7.7577,4.4689,9.228,7.9868,food,0
85,2018,7.7338,5.9342,8.6426,7.2014,food,1
86,2018,5.9737,4.1094,5.1877,9.2083,food,1
87,2018,8.906,7.3817,8.7545,8.517,metals,0
88,2018,6.7042,6.2671,6.6422,6.8035,chemicals,0
89,2018,6.3652,6.4153,5.7237,8.0967,food,1
90,2018,7.3623,4.6589,6.9003,10.0609,chemicals,0
91,2018,8.3566,5.4912,8.3445,9.0188,food,1
92,2018,7.78,3.4259,8.8898,10.3433,metals,0
93,2018,6.2524,6.2468,5.7145,6.681,textiles,0
94,2018,6.727,5.0442,6.2555,7.8435,textiles,1
95,2018,6.3527,5.2623,7.7833,7.4861,textiles,0
96,2018,5.6027,2.3209,6.5289,6.8467,chemicals,0
97,2018,8.0807,6.9106,6.0613,8.3568,textiles,0
98,2018,6.356,7.8947,5.0495,8.2062,food,1
99,2018,6.6825,4.9634,8.3685,5.5637,food,0
100,2018,7.9867,4.8374,7.9014,9.1049,electronics,0
1,2019,7.0405,5.7067,5.9207,7.3681,metals,1
2,2019,6.6515,6.1214,7.556,5.5878,textiles,1
3,2019,6.9641,4.6514,7.6887,8.6979,electronics,0
4,2019,7.4752,7.5465,7.6334,7.0266,metals,1
5,2019,6.5432,4.1478,8.4863,6.6091,food,1
6,2019,6.4055,4.3527,6.5612,4.2413,electronics,1
7,2019,7.253,6.6412,4.4367,9.2193,metals,0
8,2019,7.3466,5.4972,8.6595,5.6869,metals,0
9,2019,5.4376,3.6474,5.5485,7.6891,food,0
10,2019,5.9429,3.4002,3.9614,9.3952,chemicals,1
11,2019,7.5128,5.5776,8.6969,8.1694,textiles,0
12,2019,6.4125,4.7754,7.3139,7.6865,electronics,0
13,2019,6.43,5.528,7.0223,6.0927,chemicals,0
14,2019,6.6074,5.2309,6.6009,7.9839,metals,0
15,2019,6.809,4.6664,8.8543,6.88,textiles,0
16,2019,6.6724,5.0822,8.7932,7.4757,food,1
17,2019,6.9302,6.5566,6.0805,6.2947,chemicals,1
18,2019,7.8429,5.3812,8.3241,9.3986,food,1
19,2019,7.2119,3.8451,10.1956,8.0054,metals,0
20,2019,7.8358,5.6034,7.9646,7.3242,chemicals,0
21,2019,6.2522,4.5352,5.7612,6.5919,metals,0
22,2019,7.5204,5.5269,7.3742,6.693,textiles,0
23,2019,7.516,5.2727,8.0859,7.3844,electronics,0
24,2019,8.4732,6.6459,9.7919,8.518,electronics,0
25,2019,7.3591,4.7476,8.1707,7.8659,metals,0
26,2019,7.4136,5.4277,6.3264,9.4859,food,0
27,2019,6.8458,5.8615,7.2397,6.3639,chemicals,0
28,2019,5.7493,3.8384,6.2153,7.0815,food,0
29,2019,6.7601,4.8258,7.7901,7.3184,food,0
