airline_id,year,log_pass_km,log_aircraft,log_employees,log_fuel,region,deregulated
30,2019,6.104942,3.625309,4.652569,5.018773,Asia,1
31,2005,6.984075,3.729281,6.585473,6.525682,Asia,0
31,2006,6.811877,3.764977,6.641831,6.565957,Asia,0
31,2007,6.92187,3.849537,6.495289,6.541791,Asia,0
31,2008,7.163987,3.875162,6.412893,6.825197,Asia,0
31,2009,7.088816,3.837602,6.595356,6.643543,Asia,0
31,2010,7.053087,3.878701,6.660196,6.647825,Asia,0
31,2011,7.142704,3.858877,6.616155,6.738919,Asia,0
31,2012,7.092489,3.739421,6.700219,6.691186,Asia,1
31,2013,7.112738,3.887015,6.753676,6.761882,Asia,1
31,2014,7.071895,3.946793,6.602015,6.616981,Asia,1
31,2015,7.313801,3.98956,6.771997,6.767471,Asia,1
31,2016,7.300148,3.992249,6.660429,6.779789,Asia,1
31,2017,7.321723,4.024155,6.82286,6.817136,Asia,1
31,2018,7.238147,4.059948,6.741626,6.723823,Asia,1
31,2019,7.160645,3.989195,6.705733,6.793438,Asia,1
32,2005,5.855849,3.253691,3.971026,6.218266,Asia,0
32,2006,5.631697,3.193253,3.991375,6.136279,Asia,0
32,2007,5.620552,3.335105,4.052887,6.189603,Asia,0
32,2008,5.855094,3.345402,3.985253,6.230314,Asia,0
32,2009,5.818442,3.401664,3.995688,6.032753,Asia,0
32,2010,5.902578,3.443656,4.215509,6.276795,Asia,0
32,2011,5.967758,3.413987,4.05451,6.313464,Asia,0
32,2012,6.018134,3.446641,4.369166,6.325588,Asia,1
32,2013,5.91671,3.412352,4.022867,6.267489,Asia,1
32,2014,6.119121,3.407426,4.192582,6.27655,Asia,1
32,2015,6.063655,3.453641,4.195649,6.329166,Asia,1
32,2016,6.03353,3.514886,4.143023,6.324051,Asia,1
32,2017,6.135941,3.426337,4.162853,6.354784,Asia,1
32,2018,6.138187,3.526759,4.259881,6.465682,Asia,1
32,2019,6.100986,3.553154,4.252136,6.442694,Asia,1
33,2005,6.204367,1.595257,5.900286,7.050019,Asia,0
33,2006,6.195696,1.578812,5.789642,6.959365,Asia,0
33,2007,6.178503,1.64914,5.843899,6.967977,Asia,0
33,2008,6.06394,1.639007,5.755546,6.856757,Asia,0
33,2009,6.118511,1.567911,5.846403,7.025145,Asia,0
33,2010,6.32308,1.72157,5.929194,7.074523,Asia,0
33,2011,6.299876,1.612005,6.002183,7.066186,Asia,0
33,2012,6.288493,1.635353,5.810754,7.146742,Asia,1
33,2013,6.172848,1.663844,5.881481,7.18627,Asia,1
33,2014,6.316375,1.81108,5.895005,7.170177,Asia,1
33,2015,6.340244,1.779106,5.939525,7.132094,Asia,1
33,2016,6.316924,1.718837,6.05832,7.125565,Asia,1
33,2017,6.539305,1.739229,5.810068,7.166118,Asia,1
33,2018,6.402622,1.848176,6.029514,7.179088,Asia,1
33,2019,6.490254,1.856302,5.952589,7.293492,Asia,1
34,2005,7.248888,4.108192,7.992333,6.349371,Asia,0
34,2006,7.17019,4.099641,8.08491,6.305417,Asia,0
34,2007,7.363769,4.122787,7.981059,6.422288,Asia,0
34,2008,7.261679,4.123388,8.112177,6.316091,Asia,0
34,2009,7.501654,4.149386,7.877533,6.433844,Asia,0
34,2010,7.312298,4.175593,8.043444,6.375943,Asia,0
34,2011,7.485353,4.175789,8.015571,6.571869,Asia,0
34,2012,7.594793,4.158976,8.076708,6.53503,Asia,1
34,2013,7.377151,4.313576,7.99178,6.461394,Asia,1
34,2014,7.547356,4.242848,8.126297,6.605268,Asia,1
34,2015,7.738496,4.258556,8.117129,6.495694,Asia,1
34,2016,7.585963,4.214166,8.135767,6.713807,Asia,1
34,2017,7.714528,4.305047,8.108392,6.577527,Asia,1
34,2018,7.542514,4.223955,8.275663,6.508477,Asia,1
34,2019,7.649099,4.333086,8.216072,6.514285,Asia,1
35,2005,7.46417,5.086349,5.799034,7.257568,Americas,0
35,2006,7.667082,5.163841,5.925311,7.260865,Americas,0
35,2007,7.687177,5.094784,5.720448,7.325296,Americas,0
35,2008,7.47014,5.197228,5.787918,7.310178,Americas,0
35,2009,7.588028,5.229673,5.899549,7.296582,Americas,0
35,2010,7.84034,5.232742,5.810025,7.341599,Americas,0
35,2011,7.704212,5.227096,5.832296,7.3189,Americas,0
35,2012,7.878861,5.250386,5.825013,7.474719,Americas,1
35,2013,7.649331,5.249427,5.74364,7.470754,Americas,1
35,2014,7.640168,5.338979,5.751355,7.48071,Americas,1
35,2015,7.740395,5.355986,5.926105,7.369452,Americas,1
35,2016,8.032038,5.373764,5.949434,7.495137,Americas,1
35,2017,7.739644,5.281236,6.08634,7.479533,Americas,1
35,2018,7.822425,5.312932,5.957833,7.554743,Americas,1
35,2019,7.741813,5.475005,5.872869,7.507382,Americas,1
36,2005,7.087524,3.660695,8.4917,5.573972,Americas,0
36,2006,7.245056,3.872695,8.4061,5.609016,Americas,0
36,2007,7.08241,3.741976,8.533356,5.544108,Americas,0
36,2008,7.138773,3.868289,8.484806,5.550101,Americas,0
36,2009,7.030183,3.816543,8.452918,5.662957,Americas,0
36,2010,7.114666,3.924221,8.592791,5.512594,Americas,0
36,2011,7.25854,3.970611,8.493291,5.618892,Americas,0
36,2012,7.429809,3.970075,8.567661,5.627575,Americas,1
36,2013,7.286374,4.03785,8.682092,5.693373,Americas,1
36,2014,7.47533,3.929383,8.661585,5.734688,Americas,1
36,2015,7.259182,4.023428,8.515537,5.797037,Americas,1
36,2016,7.725503,3.991707,8.6718,5.881097,Americas,1
36,2017,7.504989,4.061242,8.653128,5.796816,Americas,1
36,2018,7.501799,4.034872,8.827401,5.793506,Americas,1
36,2019,7.416444,4.104202,8.733511,5.854126,Americas,1
37,2005,6.468221,3.092305,5.16307,6.508481,Americas,0
37,2006,6.480069,3.106796,5.055112,6.38217,Americas,0
37,2007,6.30312,3.135814,5.134931,6.422255,Americas,0
37,2008,6.536309,3.095507,5.245679,6.485531,Americas,0
37,2009,6.538822,3.135847,5.191013,6.417045,Americas,0
37,2010,6.291706,3.174407,5.245809,6.444445,Americas,0
37,2011,6.581566,3.228216,5.184141,6.438873,Americas,0
37,2012,6.636808,3.173758,5.323243,6.560457,Americas,1
37,2013,6.525014,3.145061,5.351403,6.553555,Americas,1
37,2014,6.449923,3.240528,5.128349,6.581873,Americas,1
37,2015,6.497275,3.185725,5.164659,6.649155,Americas,1
37,2016,6.484187,3.350045,5.259584,6.469752,Americas,1
37,2017,6.655222,3.355149,5.305976,6.568887,Americas,1
37,2018,6.673361,3.338448,5.42384,6.726662,Americas,1
37,2019,6.538235,3.267056,5.317371,6.661487,Americas,1
38,2005,6.046483,2.735919,7.072142,5.451461,Americas,0
38,2006,6.090148,2.798789,7.231641,5.356356,Americas,0
38,2007,6.018662,2.699453,7.11282,5.497748,Americas,0
38,2008,6.20588,2.748186,7.100505,5.536098,Americas,0
38,2009,6.208218,2.778192,7.210967,5.501321,Americas,0
38,2010,6.398231,2.917952,7.320058,5.466618,Americas,0
38,2011,6.47089,2.894849,7.13696,5.632903,Americas,0
38,2012,6.38859,2.818152,7.171421,5.664825,Americas,1
38,2013,6.298364,2.921853,7.288069,5.638938,Americas,1
38,2014,6.464101,2.966645,7.370389,5.613532,Americas,1
38,2015,6.438218,2.857724,7.333962,5.687633,Americas,1
38,2016,6.402162,3.010497,7.282095,5.705111,Americas,1
38,2017,6.463868,2.973102,7.310873,5.699361,Americas,1
38,2018,6.367567,2.987706,7.406905,5.671016,Americas,1
38,2019,6.651297,3.101758,7.467338,5.629131,Americas,1
39,2005,6.537442,3.0859,7.13134,6.15157,Americas,0
39,2006,6.72174,3.076029,7.204667,6.167805,Americas,0
39,2007,6.782202,3.211982,7.179637,6.252667,Americas,0
39,2008,6.806258,3.18122,7.248117,6.305896,Americas,0
39,2009,6.688728,3.115737,7.327573,6.334019,Americas,0
39,2010,6.893339,3.199517,7.328707,6.275256,Americas,0
39,2011,6.831072,3.335814,7.227162,6.211235,Americas,0
39,2012,6.776636,3.273698,7.287572,6.427637,Americas,1
39,2013,7.129202,3.292266,7.273572,6.464265,Americas,1
39,2014,6.866964,3.239287,7.294076,6.422079,Americas,1
39,2015,6.893612,3.29535,7.356072,6.245531,Americas,1
39,2016,6.838392,3.283134,7.330591,6.498963,Americas,1
39,2017,7.062819,3.37828,7.363724,6.396325,Americas,1
39,2018,7.005893,3.374623,7.44769,6.501681,Americas,1
39,2019,7.265531,3.347008,7.331229,6.39413,Americas,1
40,2005,6.547783,4.519837,5.515041,4.652181,Americas,0
40,2006,6.343265,4.509471,5.513491,4.637772,Americas,0
40,2007,6.858083,4.524254,5.435148,4.662024,Americas,0
40,2008,6.66435,4.574118,5.494178,4.732285,Americas,0
40,2009,6.564411,4.596748,5.583808,4.829717,Americas,0
40,2010,6.54263,4.619425,5.47715,4.742645,Americas,0
40,2011,6.748076,4.594875,5.543653,4.790066,Americas,0
40,2012,6.507473,4.573458,5.587655,4.690089,Americas,1
40,2013,6.773187,4.644893,5.574582,4.927629,Americas,1
40,2014,6.898286,4.606863,5.570078,4.847256,Americas,1
40,2015,6.733174,4.616444,5.480866,4.924727,Americas,1
40,2016,6.679954,4.672329,5.690031,4.627257,Americas,1
40,2017,6.771359,4.752135,5.737202,4.758787,Americas,1
40,2018,6.703427,4.709472,5.699691,4.785085,Americas,1
40,2019,6.781512,4.725953,5.747351,4.925851,Americas,1
41,2005,6.351405,3.52808,5.052072,5.491002,Americas,0
41,2006,6.296921,3.600433,4.880859,5.709943,Americas,0
41,2007,6.359536,3.590048,4.870158,5.690489,Americas,0
41,2008,6.114497,3.559307,4.784868,5.608631,Americas,0
41,2009,6.267388,3.607414,5.005403,5.608828,Americas,0
41,2010,6.188149,3.633492,4.990283,5.501557,Americas,0
41,2011,6.128142,3.661155,5.034414,5.642406,Americas,0
41,2012,6.280144,3.701576,4.903579,5.611563,Americas,1
41,2013,6.415401,3.681364,4.922029,5.55845,Americas,1
41,2014,6.402158,3.774334,5.03853,5.651201,Americas,1
41,2015,6.379957,3.730264,5.050312,5.795623,Americas,1
41,2016,6.559079,3.75469,5.054991,5.868747,Americas,1
41,2017,6.555053,3.810043,5.041114,5.883571,Americas,1
41,2018,6.467879,3.747536,5.162678,5.851692,Americas,1
41,2019,6.532118,3.786616,5.090134,5.853262,Americas,1
42,2005,8.281994,3.758579,9.749764,7.684466,Americas,0
42,2006,8.208135,3.859512,9.673016,7.715409,Americas,0
42,2007,8.091553,3.734565,9.643679,7.766807,Americas,0
42,2008,8.446649,3.809828,9.794642,7.7472,Americas,0
42,2009,8.415926,3.854587,9.820906,7.782694,Americas,0
42,2010,8.386382,3.79445,9.825679,7.858772,Americas,0
42,2011,8.225785,3.810267,9.698854,7.906549,Americas,0
42,2012,8.243537,3.912207,9.677089,7.942115,Americas,1
42,2013,8.451586,3.936662,9.85251,7.851969,Americas,1
42,2014,8.178846,3.942069,9.775352,7.848144,Americas,1
42,2015,8.370611,3.966529,9.709275,7.943417,Americas,1
42,2016,8.510467,4.003004,9.826296,7.931682,Americas,1
42,2017,8.323378,4.0058,9.891752,8.005592,Americas,1
42,2018,8.453083,4.046886,9.931457,7.919575,Americas,1
42,2019,8.635528,4.027082,9.8877,8.032113,Americas,1
43,2005,7.606418,4.43186,5.495323,7.528722,Americas,0
43,2006,7.427262,4.436599,5.500323,7.543509,Americas,0
43,2007,7.327204,4.406609,5.468265,7.597792,Americas,0
43,2008,7.44819,4.502032,5.552367,7.408402,Americas,0
43,2009,7.34743,4.340412,5.578419,7.586319,Americas,0
43,2010,7.360008,4.471591,5.70071,7.506951,Americas,0
43,2011,7.622475,4.559497,5.717385,7.560612,Americas,0
43,2012,7.594642,4.572487,5.516979,7.544382,Americas,1
43,2013,7.712354,4.609664,5.637408,7.534766,Americas,1
43,2014,7.649849,4.518865,5.581567,7.638317,Americas,1
43,2015,7.561423,4.608112,5.657567,7.664783,Americas,1
43,2016,7.517841,4.61332,5.438013,7.62959,Americas,1
43,2017,7.712726,4.547863,5.687284,7.65404,Americas,1
43,2018,7.585748,4.704064,5.635113,7.675794,Americas,1
43,2019,7.457448,4.62283,5.70398,7.651273,Americas,1
44,2005,7.238207,4.042937,8.142853,5.110149,Americas,0
44,2006,7.142095,4.016488,8.245758,5.074278,Americas,0
44,2007,7.005101,4.027876,8.165653,5.116054,Americas,0
44,2008,7.156211,4.033611,8.218589,5.128495,Americas,0
44,2009,7.181517,4.075081,8.295734,5.225644,Americas,0
44,2010,7.147939,4.038009,8.190015,5.148324,Americas,0
44,2011,7.22398,4.079669,8.18569,5.168499,Americas,0
44,2012,7.19655,4.16792,8.260785,5.189518,Americas,1
44,2013,7.130392,4.156597,8.253505,5.276547,Americas,1
44,2014,7.603934,4.160187,8.361467,5.267296,Americas,1
44,2015,7.156626,4.215659,8.273054,5.265745,Americas,1
44,2016,7.312737,4.214139,8.302734,5.354505,Americas,1
44,2017,7.373486,4.232331,8.334534,5.430147,Americas,1
44,2018,7.501472,4.349797,8.466511,5.360172,Americas,1
44,2019,7.466922,4.297859,8.263165,5.324906,Americas,1
45,2005,6.261315,3.546088,4.972408,5.893582,Americas,0
45,2006,6.22713,3.462557,4.752347,5.85121,Americas,0
45,2007,6.328528,3.487183,4.885186,5.912934,Americas,0
45,2008,6.280858,3.60218,5.098159,5.94079,Americas,0
45,2009,6.196973,3.46505,5.054811,5.888178,Americas,0
45,2010,6.111284,3.506017,4.905547,5.929314,Americas,0
45,2011,6.1313,3.553926,4.924795,6.064256,Americas,0
45,2012,6.264789,3.611909,5.082093,5.987999,Americas,1
45,2013,6.310978,3.609356,5.095034,6.05551,Americas,1
45,2014,6.406192,3.665076,4.928473,6.107618,Americas,1
45,2015,6.397578,3.645492,4.965569,6.015855,Americas,1
45,2016,6.220558,3.742331,4.997672,6.12801,Americas,1
45,2017,6.304797,3.671651,5.062172,6.050245,Americas,1
45,2018,6.216567,3.687493,5.104032,6.11881,Americas,1
45,2019,6.154025,3.634847,5.048107,6.181961,Americas,1
46,2005,6.772563,3.080965,6.041375,7.852524,Americas,0
46,2006,7.425893,3.158626,6.043968,7.896215,Americas,0
46,2007,7.038604,3.03601,6.180712,7.858515,Americas,0
46,2008,7.054803,3.15794,6.024797,7.856748,Americas,0
46,2009,6.926199,3.104357,6.134782,7.885503,Americas,0
46,2010,7.124036,3.177715,6.191308,7.895163,Americas,0
46,2011,7.303045,3.183668,6.16737,7.998622,Americas,0
46,2012,7.314667,3.231438,6.176229,7.975501,Americas,1
46,2013,7.183034,3.224274,6.198337,7.973007,Americas,1
46,2014,7.238739,3.284803,6.174915,7.9965,Americas,1
46,2015,7.256561,3.379122,6.249572,8.083477,Americas,1
46,2016,7.419293,3.275754,6.26316,8.101959,Americas,1
46,2017,7.181631,3.310017,6.184372,7.943872,Americas,1
46,2018,7.296605,3.410044,6.181417,8.12147,Americas,1
46,2019,6.997388,3.396419,6.142921,8.100601,Americas,1
47,2005,6.676369,3.389353,4.516865,7.825752,Americas,0
47,2006,6.895834,3.457851,4.570107,7.720723,Americas,0
47,2007,6.648528,3.335168,4.445571,7.71268,Americas,0
47,2008,6.805107,3.357655,4.625378,7.755162,Americas,0
47,2009,6.557693,3.401966,4.397883,7.810186,Americas,0
47,2010,6.914268,3.447051,4.450066,7.948391,Americas,0
47,2011,6.89314,3.475771,4.676628,7.76804,Americas,0
47,2012,7.006906,3.500474,4.612653,7.934346,Americas,1
47,2013,6.855305,3.524919,4.475141,7.796078,Americas,1
47,2014,7.114009,3.535152,4.533115,8.050099,Americas,1
47,2015,6.863696,3.580589,4.645295,7.884427,Americas,1
47,2016,6.981306,3.574357,4.676152,7.830358,Americas,1
47,2017,6.883971,3.58272,4.518907,7.875055,Americas,1
47,2018,7.071504,3.704867,4.732056,7.859798,Americas,1
47,2019,6.990911,3.553118,4.790147,7.938303,Americas,1
48,2005,6.100527,4.531457,5.682644,4.434351,Americas,0
48,2006,6.409009,4.558079,5.659713,4.642723,Americas,0
48,2007,6.386313,4.580066,5.723885,4.445823,Americas,0
48,2008,6.476502,4.630159,5.683511,4.559019,Americas,0
48,2009,6.340647,4.516221,5.610913,4.644451,Americas,0
48,2010,6.533489,4.663587,5.715323,4.606727,Americas,0
48,2011,6.539803,4.632501,5.679044,4.69142,Americas,0
48,2012,6.408529,4.671311,5.729511,4.716728,Americas,1
48,2013,6.771891,4.778591,5.700673,4.714489,Americas,1
48,2014,6.521658,4.672054,5.686818,4.682507,Americas,1
48,2015,6.69492,4.847384,5.691032,4.681817,Americas,1
48,2016,6.63081,4.72053,5.743919,4.760927,Americas,1
48,2017,6.698021,4.795968,5.749227,4.650692,Americas,1
48,2018,6.840258,4.908384,5.809045,4.790474,Americas,1
48,2019,6.92749,4.777171,5.959774,4.806868,Americas,1
49,2005,7.65954,2.941226,9.452602,6.79348,Americas,0
49,2006,7.469136,2.940592,9.292514,6.750674,Americas,0
49,2007,7.401995,2.969074,9.461353,6.932205,Americas,0
49,2008,7.558157,2.980753,9.336441,6.918057,Americas,0
49,2009,7.725964,3.014554,9.428769,6.97244,Americas,0
49,2010,7.573023,3.042751,9.503518,6.941467,Americas,0
49,2011,7.6407,3.076351,9.661838,6.99382,Americas,0
49,2012,7.727409,3.071644,9.442428,6.976945,Americas,1
49,2013,7.609699,2.980083,9.468937,6.935058,Americas,1
49,2014,7.693207,3.0331,9.608998,6.990481,Americas,1
49,2015,7.733428,3.075784,9.677776,7.106756,Americas,1
49,2016,7.734685,3.102965,9.649176,6.983815,Americas,1
49,2017,7.787521,3.190556,9.473131,7.119159,Americas,1
49,2018,7.609439,3.152999,9.634741,7.042247,Americas,1
49,2019,7.945946,3.268321,9.661186,7.093888,Americas,1
50,2005,6.023296,2.725409,7.131565,5.101444,Americas,0
50,2006,6.067565,2.724683,7.355346,5.076847,Americas,0
50,2007,6.120403,2.717537,7.262011,5.203319,Americas,0
50,2008,5.933272,2.597721,7.319757,5.089682,Americas,0
50,2009,6.24443,2.701199,7.374496,5.273385,Americas,0
50,2010,6.149454,2.752745,7.418215,5.166244,Americas,0
50,2011,6.204729,2.745352,7.257597,5.189086,Americas,0
50,2012,6.359493,2.818239,7.380466,5.168178,Americas,1
50,2013,6.245092,2.777213,7.491825,5.182225,Americas,1
50,2014,6.408189,2.789731,7.405631,5.338652,Americas,1
50,2015,6.372451,2.931991,7.503514,5.211123,Americas,1
50,2016,6.497013,2.86406,7.584189,5.222605,Americas,1
50,2017,6.561809,2.967718,7.640112,5.295702,Americas,1
50,2018,6.280623,3.057153,7.460332,5.234928,Americas,1
50,2019,6.502826,2.998706,7.375091,5.334318,Americas,1
