bank_id,year,log_loans,log_labor,log_capital,log_deposits,log_assets,public_ownership,npl_ratio
38,2017,9.778877,7.592595,10.233229,9.236942,10.921935,1,6.2669
38,2018,11.204712,8.138657,12.054779,11.082725,11.385516,1,5.7724
38,2019,10.612363,8.099741,11.544731,10.0025,11.886118,1,5.7904
39,2010,8.009261,5.693311,6.884666,8.672733,9.107116,0,2.2562
39,2011,6.892575,5.097938,6.615459,5.988769,7.258664,0,2.4095
39,2012,8.027295,5.870154,7.454649,7.850278,8.94233,0,2.5919
39,2013,8.735214,5.180572,7.412937,10.037261,10.820887,0,1.5829
39,2014,7.183889,5.744271,6.252756,6.892648,8.459782,0,1.7639
39,2015,7.217229,5.944262,6.240437,6.767099,8.318503,0,2.8096
39,2016,7.247091,5.081871,6.383482,7.193866,9.461084,0,2.5234
39,2017,7.4616,6.118834,6.971225,6.890523,7.651022,0,2.346
39,2018,6.748668,5.266443,6.934026,5.677973,7.595815,0,2.4472
39,2019,8.124858,6.125857,7.437043,7.965588,8.238519,0,2.6118
40,2010,8.174678,5.917517,7.147942,8.105347,9.351425,0,1.9045
40,2011,8.241076,6.845772,6.915333,8.083554,9.084596,0,1.7852
40,2012,8.281459,5.8004,7.646017,8.346279,10.212837,0,2.2723
40,2013,7.991996,5.790304,7.081402,7.995355,9.155568,0,1.6852
40,2014,8.21991,5.896029,6.547952,8.811547,8.975793,0,2.3785
40,2015,8.091861,5.601503,7.447515,7.965262,8.933393,0,1.3231
40,2016,8.754053,6.570064,8.075938,8.025381,9.246619,0,2.6889
40,2017,7.877504,4.888509,7.103912,7.821799,7.893148,0,2.4107
40,2018,8.252097,5.265669,6.945588,8.633311,10.883914,0,2.3024
40,2019,8.719515,5.344945,7.179181,9.534809,9.955673,0,2.6657
41,2010,7.720034,6.19436,6.958297,7.644545,9.119124,1,6.171
41,2011,7.936699,6.600525,6.936429,7.964356,9.18753,1,5.8454
41,2012,7.642415,5.487576,6.726334,8.030464,9.280598,1,4.4178
41,2013,7.608854,5.473795,7.212899,7.074562,8.761372,1,4.6984
41,2014,7.817138,5.595142,7.132178,7.929708,8.645904,1,5.0258
41,2015,7.496601,6.3217,7.40267,6.586415,9.003521,1,5.3513
41,2016,6.603344,4.779392,6.439419,5.850528,8.408588,1,5.5971
41,2017,7.978429,5.72212,6.953026,8.25104,8.531009,1,4.9754
41,2018,7.581108,6.23801,6.403531,7.222429,9.351521,1,5.4316
41,2019,8.110452,5.834315,7.061792,8.284998,9.281305,1,4.9605
42,2010,7.200875,4.600571,5.956267,7.40962,8.69316,0,3.9347
42,2011,6.624815,5.04837,5.070799,6.041048,8.441772,0,3.5371
42,2012,6.263061,3.041798,4.724063,6.906201,7.980939,0,3.7788
42,2013,6.79254,5.072217,5.766223,6.073378,8.103448,0,3.5646
42,2014,7.676689,4.089164,5.744533,8.736784,9.465998,0,3.7525
42,2015,5.857083,3.434726,4.785234,5.573223,6.892392,0,4.7673
42,2016,6.827621,4.867517,5.247953,6.734034,7.934821,0,3.7658
42,2017,6.578494,5.367219,5.020137,5.729307,7.700019,0,5.5566
42,2018,7.175026,4.545223,5.341061,7.775563,7.789177,0,4.4871
42,2019,7.648192,5.124086,6.625881,7.53071,10.120039,0,4.3329
43,2010,9.192897,7.382846,8.940362,8.657936,9.017241,1,5.1336
43,2011,9.812442,7.39976,8.966006,9.852014,9.697917,1,5.9129
43,2012,9.469677,7.615472,8.990845,9.106827,10.925661,1,5.2749
43,2013,9.355235,6.953385,8.786624,9.390409,10.390585,1,5.6237
43,2014,8.534909,6.743336,8.382146,7.73947,8.576098,1,6.8428
43,2015,8.101236,5.604203,8.552236,7.538027,9.703146,1,5.5147
43,2016,8.884685,6.52622,8.544172,8.666895,10.604286,1,6.1374
43,2017,8.706447,6.244627,8.472674,8.458852,9.561668,1,5.2111
43,2018,9.70393,7.987745,8.629469,9.654728,11.811588,1,5.5452
43,2019,9.23843,6.648483,9.098343,8.997466,9.012798,1,6.4481
44,2010,8.952648,6.19902,8.400363,9.070314,10.269775,0,4.3395
44,2011,7.966803,6.507984,8.013629,6.820511,9.610193,0,5.5592
44,2012,9.576253,6.222315,8.443107,10.606786,10.972942,0,5.0068
44,2013,8.743744,7.179113,8.127069,8.402645,9.533417,0,4.3717
44,2014,8.511507,5.865473,7.649879,8.800768,9.262201,0,4.9692
44,2015,8.225175,6.238642,7.745447,7.419814,9.32374,0,5.1392
44,2016,8.091236,5.802142,6.932331,8.164488,9.67833,0,4.9639
44,2017,7.969293,5.496239,8.017308,7.288016,9.244153,0,3.8678
44,2018,8.533869,5.94406,7.194676,8.636621,9.902752,0,4.2894
44,2019,8.281294,6.310368,7.704948,8.028903,8.725944,0,4.5292
45,2010,7.996983,5.948171,7.030538,8.12687,9.038971,0,3.0082
45,2011,8.714604,5.86442,7.584702,8.97391,8.983815,0,3.3557
45,2012,7.865159,5.49559,7.757048,7.266177,8.62845,0,3.1342
45,2013,8.283863,6.157089,7.952345,7.79256,9.907454,0,2.3777
45,2014,8.031049,5.268776,7.112444,8.519333,9.424612,0,3.2355
45,2015,9.450488,6.663758,7.689792,10.416558,11.62121,0,3.3507
45,2016,8.973372,6.332672,8.585371,8.723048,9.760483,0,3.3253
45,2017,8.33943,5.442206,7.517132,8.807582,9.536513,0,3.5858
45,2018,8.724137,6.109404,8.234433,8.607888,9.740131,0,3.4623
45,2019,9.00626,5.811023,7.496276,10.077169,9.567158,0,3.275
46,2010,6.403368,4.827444,5.684985,5.485379,7.632875,0,2.971
46,2011,7.742029,5.523964,6.604484,7.965606,9.473246,0,2.1756
46,2012,6.230237,3.655951,5.560899,5.646051,7.483603,0,3.2209
46,2013,6.13061,4.754825,5.587589,4.741834,6.754544,0,3.1099
46,2014,7.299092,4.624172,5.831697,7.802316,8.021708,0,3.1419
46,2015,7.32337,5.091686,5.857448,7.507495,8.162527,0,2.3677
46,2016,7.136584,4.926325,5.849283,7.119784,8.231156,0,2.4655
46,2017,6.815436,4.285527,5.348178,7.207818,8.722168,0,3.5326
46,2018,8.444599,4.707432,5.75647,10.630448,8.823418,0,2.9863
46,2019,6.849962,4.205349,5.462652,7.130391,8.088822,0,3.3468
47,2010,9.525408,7.372156,8.549278,9.256551,10.179609,0,4.2073
47,2011,8.96409,6.825413,8.600526,8.273968,8.608293,0,4.2081
47,2012,9.685075,7.961613,8.882724,9.141699,9.439747,0,4.6623
47,2013,8.955798,7.055422,8.379115,8.360634,9.034684,0,3.9352
47,2014,8.454301,6.452451,8.157317,7.933094,8.892514,0,4.2412
47,2015,9.639049,5.853881,8.537341,10.754856,10.741788,0,3.962
47,2016,9.150843,5.791085,8.135838,9.658706,9.947915,0,3.9759
47,2017,8.798268,5.774409,8.558414,8.9033,9.294266,0,4.0386
47,2018,8.479455,7.074731,8.972669,6.59109,9.198326,0,4.3042
47,2019,9.170112,7.164444,8.346403,8.381709,10.587481,0,3.9538
48,2010,7.726947,3.381159,5.155333,9.743131,10.176128,0,4.2277
48,2011,7.099317,4.740403,5.576686,6.9272,7.066953,0,3.1526
48,2012,6.965545,3.976821,4.666981,7.980874,8.653113,0,3.5064
48,2013,7.39508,4.322854,5.103961,8.35055,8.497673,0,3.38
48,2014,7.183705,5.459552,5.305315,7.287881,8.308327,0,4.3233
48,2015,6.674372,4.844313,5.294548,6.094763,7.555862,0,3.6981
48,2016,5.63112,4.380471,4.675273,4.259928,6.908393,0,4.1158
48,2017,6.579061,3.925034,4.226145,7.315088,7.991297,0,2.8571
48,2018,5.993537,3.155451,4.639244,5.808412,7.04093,0,3.7334
48,2019,6.597067,4.023715,4.8707,6.963386,7.416873,0,4.0447
49,2010,7.889255,5.940873,7.666895,7.08339,8.612666,0,3.849
49,2011,7.782752,5.263096,6.990533,7.675668,9.03473,0,4.3406
49,2012,8.397085,5.961529,7.595678,8.530762,9.788489,0,3.5492
49,2013,8.839534,6.218798,7.963709,8.933838,10.308929,0,4.5125
49,2014,7.819595,5.968368,7.67168,7.134225,8.585197,0,4.9573
49,2015,8.948417,5.597651,7.697508,9.601379,9.955211,0,3.6264
49,2016,8.281972,6.244124,7.610196,7.783131,9.762173,0,3.5851
49,2017,8.302354,6.603746,8.521167,7.026366,9.629634,0,4.5346
49,2018,7.969946,5.658621,7.188287,7.835566,8.847271,0,4.5977
49,2019,9.133485,7.04853,8.481093,8.773692,9.65483,0,3.5464
50,2010,9.977158,7.507402,10.558524,9.922567,11.002898,1,5.2549
50,2011,10.195991,7.466069,10.064184,10.850648,10.245185,1,5.3241
50,2012,9.60261,7.765952,10.102704,9.359135,10.320018,1,4.7928
50,2013,9.354752,7.578893,9.69206,9.151338,10.654297,1,5.0057
50,2014,9.798379,8.279581,10.775509,8.66937,10.736901,1,4.963
50,2015,9.779777,7.716285,9.569754,10.116339,10.549661,1,5.0811
50,2016,9.34549,7.199609,9.291118,9.368465,10.436003,1,5.4477
50,2017,9.545108,7.798328,9.960062,8.942339,9.768252,1,5.5821
50,2018,9.065405,7.135588,10.292903,7.834586,10.289204,1,6.2403
50,2019,10.50305,7.879142,10.218143,10.876436,10.934359,1,4.9658
51,2010,6.36066,4.810457,5.481514,5.955265,7.703008,0,5.0522
51,2011,6.470174,4.487743,5.41507,6.590456,7.80288,0,4.453
51,2012,6.932571,4.600957,5.32348,7.456462,8.171225,0,4.5353
51,2013,5.989484,3.387744,4.888215,5.691044,7.246115,0,4.8974
51,2014,6.86491,4.506976,6.072369,6.229782,8.401487,0,3.9987
51,2015,6.047311,4.647446,5.10558,4.843754,6.903295,0,4.7512
51,2016,7.912748,4.846109,6.508057,8.719147,10.139376,0,4.6432
51,2017,6.646937,4.022182,5.802726,6.899889,9.00575,0,4.8062
51,2018,8.55181,5.469055,6.215609,10.54428,9.213093,0,4.7046
51,2019,6.336957,4.185086,5.245376,6.175957,7.797964,0,5.7877
52,2010,7.377489,5.511219,6.322029,6.992556,7.953292,0,2.0331
52,2011,7.165231,5.212736,5.793472,6.731984,8.001755,0,2.0865
52,2012,7.199305,4.587769,5.596463,7.429324,9.739032,0,2.0404
52,2013,8.06966,6.198852,7.165606,7.537113,8.604554,0,2.0742
52,2014,7.629333,4.243664,6.502696,8.366894,9.047189,0,2.0333
52,2015,7.060987,5.663879,6.071279,6.384474,8.199792,0,2.9465
52,2016,7.347267,5.832477,6.538648,6.389966,7.602156,0,3.0622
52,2017,6.868116,4.67664,6.278204,6.010242,7.408184,0,2.0666
52,2018,6.850417,5.914019,6.128069,5.355601,6.977834,0,1.9358
52,2019,7.393663,4.997252,6.564024,7.234674,8.044754,0,2.5877
53,2010,8.082089,5.880875,6.975474,7.624941,6.972279,0,2.2262
53,2011,8.044136,5.78529,7.121459,7.519143,8.989356,0,2.8188
53,2012,8.409533,5.49598,6.869684,9.095664,10.661281,0,2.6038
53,2013,8.760351,6.184559,6.975128,9.400234,9.654867,0,1.7445
53,2014,8.355118,6.03555,7.242352,7.979709,8.172246,0,3.2761
53,2015,6.960765,4.708703,6.561833,6.012671,7.522238,0,3.4003
53,2016,8.442406,6.533151,7.356582,7.610434,8.722961,0,2.1959
53,2017,7.409805,4.70141,6.320364,7.163427,7.978119,0,2.3085
53,2018,8.32856,6.285355,7.560695,7.732692,9.605193,0,2.6453
53,2019,8.564048,6.357041,8.100282,7.771823,9.640222,0,2.6696
54,2010,6.952558,4.445774,6.145482,6.866623,7.601478,0,1.7052
54,2011,7.333338,4.943281,6.620071,7.291259,8.900962,0,2.381
54,2012,6.735629,4.359718,5.792009,6.80137,9.180034,0,1.2875
54,2013,7.742249,5.023758,6.505144,8.027557,10.012285,0,0.9768
54,2014,7.228841,4.733349,5.626462,7.538607,9.945693,0,0.6863
54,2015,7.111815,5.556206,5.951524,6.519597,7.522033,0,1.0105
54,2016,8.310859,5.949951,6.319956,8.796318,10.855376,0,1.3594
54,2017,7.628499,5.933314,7.045162,6.952639,8.348775,0,2.2732
54,2018,7.029288,4.77592,6.452892,6.163747,7.718297,0,1.1171
54,2019,7.640835,5.034561,6.450772,8.032816,8.922161,0,1.4878
55,2010,5.451435,3.123559,3.817542,5.56128,6.777192,0,3.3049
55,2011,6.371676,3.622148,4.716466,7.016793,8.096237,0,3.9073
55,2012,5.958486,4.499491,5.269191,4.749626,6.172917,0,4.5766
55,2013,7.650102,4.921683,5.425616,8.600836,8.587642,0,3.0477
55,2014,6.212675,3.383107,3.779823,6.989309,8.499135,0,3.0684
55,2015,5.832996,3.894693,4.498623,5.229934,7.068631,0,3.8352
55,2016,5.935211,3.933809,4.860474,5.46949,7.604694,0,3.6541
55,2017,7.480425,4.362527,5.161446,8.671502,9.045086,0,4.2365
55,2018,5.646851,3.726016,3.784115,5.507051,7.774328,0,3.6051
55,2019,6.5839,4.677673,5.216508,6.454627,6.840829,0,3.1335
56,2010,7.087073,5.238901,7.044092,5.692667,8.43418,0,1.4391
56,2011,8.221804,5.611334,7.516538,7.897815,8.926862,0,1.6981
56,2012,8.537943,5.943603,7.44094,8.093834,9.239571,0,1.554
56,2013,8.63663,5.412503,7.144664,9.140731,10.188748,0,1.3974
56,2014,7.414324,5.456696,6.67432,6.313633,7.417654,0,1.6771
56,2015,7.134665,5.61748,6.339952,6.194672,7.364678,0,1.7284
56,2016,8.37707,5.679516,6.876726,8.31857,7.816869,0,1.8348
56,2017,9.033949,5.872324,7.617161,9.261431,9.564791,0,1.4681
56,2018,7.495403,5.358018,7.400301,6.556977,9.394175,0,1.0602
56,2019,9.218243,6.873365,7.790124,9.36401,9.740738,0,1.2171
57,2010,7.195,4.851734,5.917217,7.492021,7.562147,1,4.7477
57,2011,7.371348,4.415371,5.71608,8.302395,8.506709,1,3.736
57,2012,6.932056,4.997548,5.47508,7.262001,7.34295,1,4.3288
57,2013,5.722139,4.361211,5.32838,4.647413,6.503784,1,3.9478
57,2014,7.439179,5.270818,6.410911,7.595732,8.797195,1,4.1588
57,2015,7.296653,4.898663,5.282811,8.154931,7.858519,1,4.7837
57,2016,6.973862,4.447828,6.227191,6.683129,8.866606,1,4.24
57,2017,6.940772,5.027615,5.712755,6.997169,8.093461,1,4.1676
57,2018,6.786812,3.719782,5.706129,7.060526,8.360816,1,3.4645
57,2019,5.112253,3.934859,4.633565,3.881469,6.321863,1,4.5176
58,2010,8.546369,5.164877,7.600689,9.885731,10.454685,1,4.6708
58,2011,7.789174,6.157714,7.359616,7.189376,9.32198,1,5.4296
58,2012,8.560406,6.952209,7.436544,8.513023,9.449241,1,4.1941
58,2013,9.07004,7.360859,8.437877,8.76617,9.994672,1,4.4576
58,2014,9.027551,6.315968,8.28648,9.832205,9.96927,1,4.4727
58,2015,8.474312,6.402532,7.512426,8.778607,9.818696,1,5.1367
58,2016,7.509639,5.034149,6.560454,7.652182,8.510997,1,4.3004
58,2017,7.856357,5.92549,7.62819,7.29198,8.949944,1,4.4875
58,2018,8.356625,5.596007,7.583287,8.980653,9.578759,1,4.652
58,2019,7.713492,5.80059,7.775593,6.770405,8.415737,1,4.4413
59,2010,7.440255,4.581439,6.2281,8.435033,8.357458,1,3.6736
59,2011,6.659382,4.538851,5.801625,6.298616,8.32314,1,3.9938
59,2012,7.515615,3.453055,6.170372,8.863207,10.05109,1,4.4336
59,2013,7.39634,5.255765,6.1031,7.649765,9.332774,1,3.3835
59,2014,7.078206,4.089403,5.436505,7.905612,7.630482,1,3.9633
59,2015,6.871328,4.909647,5.341227,7.180884,8.935854,1,3.5467
59,2016,6.883821,6.046143,6.238709,5.663742,7.534362,1,4.4943
59,2017,6.48134,4.286111,5.410342,6.212286,8.232743,1,3.1352
59,2018,6.878515,3.302723,5.540933,7.944965,7.861407,1,3.6173
59,2019,7.163796,4.702387,5.97038,7.538739,8.561784,1,4.0854
60,2010,9.822318,7.713329,8.834462,10.091493,10.474736,0,4.1461
60,2011,10.146797,8.188494,9.679908,9.635762,9.580197,0,3.3305
60,2012,8.992395,6.284127,9.241852,8.075989,10.031277,0,3.0857
60,2013,9.562591,7.207407,9.624984,8.601744,10.85343,0,4.3039
60,2014,9.654807,6.606831,9.501116,9.378224,10.199071,0,2.6393
60,2015,8.741283,7.026902,9.577271,6.973625,10.080066,0,2.2639
60,2016,10.789717,8.689152,9.803653,11.163165,11.055233,0,3.5833
60,2017,9.435375,6.280426,9.071769,9.525692,10.736682,0,3.1123
60,2018,10.342238,7.146787,9.708766,10.726074,9.473064,0,2.8527
60,2019,8.774381,7.332602,8.872863,7.309842,10.961155,0,3.7175
61,2010,8.088715,5.282595,6.088277,8.74574,9.969697,0,1.2439
61,2011,8.155783,4.834615,5.501558,9.352167,8.905233,0,0.84
61,2012,7.081727,5.119559,6.274958,6.273703,7.050235,0,0.5
61,2013,7.834937,4.573433,6.317646,8.526702,9.362973,0,1.5582
61,2014,7.425905,5.100596,5.826479,7.544348,7.584793,0,1.4471
61,2015,6.234636,4.670106,4.85585,5.479522,7.650216,0,1.0724
61,2016,7.677944,5.320421,6.15484,7.890885,8.850945,0,2.0453
61,2017,7.912713,4.598537,6.325557,8.604696,8.459984,0,0.587
61,2018,7.35288,5.189853,6.233763,6.831903,8.955564,0,0.5
61,2019,7.861557,4.658401,5.91792,8.714688,9.463079,0,0.776
62,2010,7.336741,5.867085,6.674208,6.133562,8.774457,0,1.1266
62,2011,6.917399,5.036261,6.024281,6.087638,8.003637,0,1.2711
62,2012,7.336546,4.306925,6.430847,7.718776,7.891214,0,1.0288
62,2013,8.178194,6.105038,6.711554,7.998279,9.378427,0,1.3254
62,2014,7.664904,4.793372,7.347918,7.310888,8.572661,0,0.5236
62,2015,8.087193,5.069985,6.831092,8.658295,8.324137,0,1.8713
62,2016,7.616125,4.877856,6.229507,8.045838,9.570187,0,1.1083
62,2017,8.413138,6.349544,6.634272,8.499847,10.454942,0,1.708
62,2018,7.232977,4.181959,6.093975,7.433304,8.360471,0,1.3208
62,2019,8.891527,7.249138,7.387802,8.97709,10.766908,0,1.3778
63,2010,9.219453,6.979362,8.846843,8.744462,10.001927,0,4.5753
63,2011,9.494307,6.275479,8.248585,10.687827,10.191445,0,4.5143
63,2012,8.242959,6.156778,7.751701,7.674973,8.763266,0,4.6118
63,2013,9.988103,6.402639,8.827768,11.042391,11.733582,0,4.955
63,2014,8.98148,6.571941,8.249683,8.709618,9.216344,0,4.3887
63,2015,8.645306,6.613639,8.597413,7.388981,9.653131,0,4.6449
63,2016,9.281742,6.807836,8.027792,9.901483,9.800139,0,4.2455
63,2017,8.940616,6.400028,8.295204,8.827251,9.288772,0,5.0105
63,2018,9.086774,6.309013,8.16762,9.377088,10.48294,0,3.9522
63,2019,8.960414,6.264366,7.475329,9.453771,9.525742,0,5.1909
64,2010,7.34432,4.093217,5.983087,7.823656,8.434881,0,2.4207
64,2011,7.37,5.11949,6.278465,7.129632,9.26437,0,1.7254
64,2012,7.349045,4.597131,5.401985,8.070102,9.467972,0,2.5048
64,2013,5.865248,2.681126,4.192573,6.591888,8.129289,0,2.1002
64,2014,7.554543,4.728931,5.498888,8.126502,8.141503,0,2.8611
64,2015,6.279101,4.807791,5.318342,5.121846,7.17074,0,2.1145
64,2016,7.353985,4.592133,5.401053,7.782426,8.562982,0,2.2177
64,2017,6.616484,4.309686,5.232258,6.479986,7.962884,0,1.496
64,2018,8.190345,5.35306,6.050703,9.210761,8.6375,0,2.2146
64,2019,7.766043,5.056106,6.182083,8.314352,9.309065,0,1.2288
65,2010,8.248576,5.295335,7.411796,8.601781,9.478118,0,0.7163
65,2011,7.960776,5.988926,6.781126,8.181713,7.955271,0,1.8884
65,2012,7.804296,5.188122,7.527937,7.133984,8.223894,0,1.9011
65,2013,8.817019,5.064178,7.798085,10.153244,9.935155,0,1.721
65,2014,9.494823,5.481933,8.509733,10.718548,10.486752,0,1.0248
65,2015,8.464415,6.351022,7.103751,8.377617,10.398381,0,1.4844
65,2016,9.104428,6.2311,7.673537,9.801756,10.043131,0,1.5064
65,2017,7.751329,6.056561,6.780824,7.265762,8.302755,0,0.9291
65,2018,8.079273,6.287501,7.741616,7.433457,9.060413,0,2.2599
65,2019,8.283966,6.203758,7.29662,8.398344,8.975657,0,1.9469
66,2010,9.652105,6.178519,9.367188,9.616292,10.70398,0,2.9785
66,2011,9.409843,7.19675,8.915208,8.557822,10.101537,0,3.1024
66,2012,9.316681,7.348314,8.160859,9.177006,10.704706,0,3.1932
66,2013,9.524286,7.249215,8.886646,9.345947,10.178985,0,2.0681
66,2014,8.660961,7.47698,8.296259,7.744412,10.254554,0,2.9654
66,2015,9.839848,7.18019,9.336336,9.794323,10.782114,0,2.748
66,2016,9.236669,6.912106,7.980215,9.290551,9.383889,0,2.5882
66,2017,9.811423,7.466267,9.100136,9.191751,11.442817,0,2.9484
66,2018,9.512921,6.846291,8.085675,9.772389,10.347577,0,3.9878
66,2019,8.66833,6.203128,8.771566,7.61564,9.035496,0,3.4094
67,2010,6.773357,3.988843,5.526209,7.730544,9.373329,1,5.6528
67,2011,5.623166,3.610798,4.696288,5.71774,8.722767,1,6.2247
67,2012,5.55823,3.497377,4.203694,5.566284,7.244347,1,6.6381
67,2013,5.92927,3.940515,4.7109,6.046751,7.337122,1,6.4007
67,2014,5.52909,3.616453,4.46674,5.862784,7.33158,1,5.9682
67,2015,6.182248,4.157257,5.011463,6.434363,8.011773,1,5.6149
67,2016,5.556121,3.092752,3.956157,6.334674,8.171888,1,6.2875
67,2017,6.799544,4.187693,4.977198,7.903447,8.58126,1,6.1351
67,2018,5.959227,4.262592,3.920645,6.299955,7.436949,1,6.386
67,2019,5.483334,3.588282,4.424653,5.262046,8.129022,1,6.256
68,2010,8.629215,6.169987,7.183896,9.366673,9.444651,0,2.3881
68,2011,8.230776,6.2016,7.704452,7.659503,9.808497,0,1.5957
68,2012,7.647754,4.732271,7.046427,7.993631,8.872718,0,2.522
68,2013,8.025044,5.401115,6.65621,8.27786,9.136788,0,1.9621
68,2014,7.702964,5.155969,6.653902,8.113843,8.621486,0,2.9009
68,2015,8.306459,5.062517,7.065344,9.20006,9.480997,0,1.5187
68,2016,8.480476,6.225495,7.450866,8.67353,9.156847,0,2.7313
68,2017,7.689171,5.793713,7.019293,7.188819,9.390533,0,1.9622
68,2018,8.735444,5.515527,6.788036,10.069071,9.154221,0,1.5376
68,2019,7.838368,4.360637,7.211574,8.214727,8.631749,0,1.6213
69,2010,7.891652,6.070029,7.29635,8.129881,10.394004,1,5.0823
69,2011,7.918161,5.065514,7.090666,9.014779,10.086408,1,5.4545
69,2012,8.834492,5.92988,8.294019,9.101331,8.416533,1,5.5039
69,2013,7.762831,5.914005,6.7825,8.127929,8.807573,1,4.9556
69,2014,8.996739,6.589147,6.936212,10.404612,8.751954,1,5.2303
69,2015,7.557214,5.163992,7.278976,7.867631,8.548437,1,6.3136
69,2016,7.015901,3.855213,6.558219,7.575087,6.819122,1,6.1062
69,2017,8.021879,5.945352,7.187277,8.250164,9.143522,1,5.4606
69,2018,8.849523,6.993244,7.441521,9.323324,8.932969,1,5.2614
69,2019,7.519827,6.702184,7.59281,6.677145,8.791812,1,5.3024
70,2010,8.384508,6.278456,8.861428,6.849464,8.152664,0,1.6481
70,2011,8.513828,5.932103,8.276966,8.083618,9.39834,0,0.83
70,2012,8.343966,6.479081,8.394731,6.927032,8.73908,0,1.2127
70,2013,8.034133,5.613688,7.386241,7.715101,9.879129,0,0.5071
70,2014,8.940805,6.614806,7.840384,8.972783,10.53696,0,1.541
70,2015,7.978293,6.508693,7.103512,7.062775,9.009393,0,1.665
70,2016,8.427972,6.965665,8.11591,7.291664,8.852535,0,1.0998
70,2017,9.982164,8.044124,9.42159,9.402526,11.518246,0,2.1284
70,2018,9.368425,6.564835,8.633045,9.521924,9.170164,0,0.7285
70,2019,7.819473,6.095309,7.86267,6.643124,8.008609,0,0.6092
71,2010,7.312437,4.275127,5.426568,7.804939,8.477078,0,1.319
71,2011,6.565794,3.324638,4.655667,7.566881,9.475127,0,1.7303
71,2012,7.29473,4.070938,5.323238,8.192343,8.474174,0,2.0487
71,2013,7.49857,4.216872,5.386922,8.370552,8.583917,0,0.9773
71,2014,7.3642,4.093638,4.537111,9.016649,7.842977,0,1.7461
71,2015,6.826223,4.600579,5.441858,6.712603,8.402591,0,1.1875
71,2016,7.168125,4.084753,5.65273,7.515734,8.943866,0,1.1204
71,2017,7.129069,4.994369,5.501865,6.778983,8.387154,0,1.6486
71,2018,7.054914,4.662776,5.500991,7.253689,8.002069,0,1.5329
71,2019,8.2112,4.527539,6.497723,9.272447,8.928187,0,0.5
72,2010,5.694769,4.157401,5.212953,5.634307,6.722401,1,5.7662
72,2011,6.223977,4.544428,5.43597,6.241627,7.967445,1,5.718
72,2012,7.147102,4.709481,5.141019,8.54447,8.054082,1,4.7152
72,2013,6.671824,3.780367,5.099307,8.109589,7.654314,1,5.2259
72,2014,6.330255,3.967864,5.284964,6.884355,7.777926,1,5.275
72,2015,6.724545,4.150978,5.19074,7.982238,8.123107,1,5.1583
72,2016,6.194939,3.79756,4.469031,7.090031,7.379481,1,4.7528
72,2017,6.959539,3.874357,4.999678,8.327513,8.741748,1,4.6922
72,2018,6.745661,4.130302,5.787478,7.441212,8.441803,1,5.0152
72,2019,7.356615,5.036661,5.675608,8.360698,8.562573,1,5.6143
73,2010,9.700934,6.007069,8.095713,11.385179,10.64437,1,4.9396
73,2011,8.671657,6.066333,7.611281,8.972435,9.092609,1,4.4825
73,2012,8.70086,6.552032,8.212195,8.809032,9.740228,1,5.0536
73,2013,8.733913,5.914038,7.903955,9.234178,9.858975,1,3.2435
73,2014,8.138517,6.274688,7.417928,7.772553,8.172636,1,5.2422
73,2015,9.310309,5.954881,7.697196,10.748278,10.827079,1,3.7979
73,2016,8.156552,6.097518,7.438635,8.423011,8.81757,1,4.4866
73,2017,8.061526,5.792252,7.365202,7.815752,9.05334,1,4.108
73,2018,7.696452,4.84195,7.337593,7.294669,9.428134,1,4.0205
73,2019,9.025549,6.07102,8.030005,9.591646,10.558411,1,5.2482
74,2010,8.704044,6.643461,7.27662,9.16606,9.719177,0,3.3159
74,2011,8.418927,6.412288,8.112412,7.850778,9.129018,0,3.723
74,2012,8.930457,6.259592,7.711731,9.052899,10.295484,0,3.5263
74,2013,7.956628,6.739216,7.488813,6.642171,8.956266,0,3.7882
74,2014,8.107638,5.920714,6.911189,8.003357,8.443918,0,3.5881
74,2015,8.572967,6.148861,7.34303,8.742266,9.071893,0,2.9082
74,2016,8.691304,5.443392,7.116048,9.838544,8.73227,0,4.0479
74,2017,8.075357,5.899449,7.512099,7.610683,9.244603,0,3.3028
74,2018,7.984804,6.374264,7.505573,7.054504,8.690276,0,2.7714
74,2019,8.122462,6.724921,7.087686,7.3544,9.334317,0,3.3357
75,2010,7.739267,5.665178,7.194669,6.816638,8.693921,0,4.6547
75,2011,8.731217,5.450477,7.256243,9.449131,10.28869,0,4.3295
75,2012,8.898385,5.885814,7.558924,9.862394,9.483478,0,3.73
75,2013,8.493175,6.160204,7.248887,8.569007,10.145727,0,3.7297
75,2014,8.653453,4.742424,7.627379,9.457047,9.439516,0,3.7435
75,2015,7.260344,4.336016,5.913318,7.525428,8.980957,0,4.9427
75,2016,8.355309,5.496537,7.869204,8.308594,8.646504,0,4.0953
75,2017,8.087981,5.164016,7.258839,7.585924,9.012693,0,4.1194
75,2018,8.140425,5.574901,7.622586,8.01471,8.2054,0,4.4195
75,2019,7.618096,5.938672,7.508385,6.517778,8.598553,0,4.0238
76,2010,8.450235,5.344744,7.74862,8.643871,9.733236,0,4.7739
76,2011,8.789581,6.717643,7.607202,8.349796,8.951744,0,4.8052
76,2012,8.238463,5.866052,6.871345,8.633346,8.654203,0,4.8676
76,2013,8.792193,6.128059,8.095296,8.808883,10.125061,0,4.8848
76,2014,8.393016,6.255682,7.464133,7.923313,8.930832,0,5.2672
