firm_id,year,log_output,log_labor,log_capital,log_materials,sector,region,exporter,foreign_owned,firm_age,r_and_d
84,2012,3.881,6.7709,11.1399,7.9388,food,SE,1,0,12.1,14.26
85,2012,0.7356,5.2176,3.8967,6.4846,food,CO,1,0,31.4,1.17
86,2012,2.1137,3.354,7.0069,7.9887,food,SE,1,1,40.8,1.76
87,2012,3.6856,5.4186,10.9443,7.2868,electronics,NE,1,0,36.9,3.79
88,2012,1.5769,3.7008,4.3977,7.9859,metals,SE,1,0,55.7,3.65
89,2012,1.3008,4.4412,4.2366,7.505,food,NE,0,0,15.5,0.21
90,2012,0.5838,4.1454,6.2546,6.2652,metals,N,0,0,6.3,1.35
91,2012,0.2522,5.1992,5.1283,4.6031,food,CO,0,0,12.1,0.19
92,2012,5.6611,7.2368,10.7522,11.0645,machinery,SE,0,0,36.9,2.73
93,2012,2.7171,5.8693,8.6168,6.9436,chemicals,SE,0,1,34.5,0.21
94,2012,1.6985,4.7403,4.0038,8.7244,chemicals,SE,0,0,28.5,1.15
95,2012,1.6936,4.9376,7.4928,7.5256,textiles,N,0,0,10.2,3.12
96,2012,1.4325,2.3907,8.2528,6.138,machinery,SE,0,0,38.5,0.87
97,2012,0.53,4.9892,6.9088,3.7442,chemicals,S,0,0,8.6,1.86
98,2012,1.9665,3.8357,6.6987,9.3985,food,SE,1,0,44.4,2.0
99,2012,1.5971,0.3795,10.5328,8.6976,food,CO,1,0,69.9,4.5
100,2012,1.9745,1.9546,7.1661,7.13,pharma,SE,0,0,32.5,4.59
101,2012,3.1735,4.3402,6.4901,8.4122,automotive,SE,0,1,35.7,3.41
102,2012,4.2981,6.0286,9.4936,9.4246,machinery,S,0,0,19.6,3.89
103,2012,0.6169,4.3113,5.5431,7.3128,textiles,CO,1,0,3.0,0.97
104,2012,1.4,2.9922,4.5222,9.7682,pharma,S,1,0,18.0,1.78
105,2012,3.704,5.89,8.7821,8.8866,electronics,CO,0,0,10.6,0.9
106,2012,2.1468,6.574,7.8822,4.2163,electronics,S,1,0,5.3,6.02
107,2012,3.2847,3.5723,10.2703,7.4078,chemicals,S,0,1,52.8,4.59
108,2012,1.4431,4.0796,7.1599,8.949,textiles,NE,0,0,31.1,0.56
109,2012,3.375,5.7473,7.1481,10.1514,food,S,1,0,32.7,1.06
110,2012,2.7141,5.6627,8.7551,7.168,automotive,SE,0,0,22.4,4.73
111,2012,0.9836,3.2872,5.6095,7.8571,metals,SE,0,0,24.4,0.41
112,2012,2.5079,4.3293,6.7002,8.4098,textiles,SE,0,0,41.5,0.76
113,2012,2.1931,6.3017,5.8338,6.8948,textiles,CO,0,0,26.5,0.68
114,2012,1.9178,5.2323,7.5946,8.5349,metals,CO,1,0,35.0,0.06
115,2012,-0.0241,3.2023,3.5269,5.4039,food,SE,1,0,24.1,2.01
116,2012,3.1672,4.6244,9.4948,10.2581,automotive,S,0,0,21.9,0.81
117,2012,0.8431,3.9558,3.7334,9.3901,electronics,S,0,0,5.9,0.2
118,2012,2.3091,5.2619,6.7817,7.1404,electronics,SE,1,0,3.0,0.04
119,2012,1.7732,6.1086,7.1962,6.1353,chemicals,NE,0,1,23.1,1.49
120,2012,0.8961,5.173,7.8176,6.1665,machinery,N,1,0,27.8,3.87
121,2012,1.4418,3.1793,8.4263,6.176,machinery,S,0,0,7.7,2.32
122,2012,3.8703,8.0288,8.4991,7.7418,machinery,SE,0,0,26.5,0.41
123,2012,0.2004,2.9135,2.1259,10.7361,food,CO,1,0,27.8,0.81
124,2012,1.4501,4.7212,3.9347,7.1335,chemicals,SE,0,0,3.0,1.0
125,2012,0.8947,3.6117,3.4379,9.9409,food,CO,0,0,13.3,0.14
126,2012,0.3286,3.0049,4.3047,7.1384,metals,SE,0,0,33.1,1.53
127,2012,3.2758,5.6525,7.1513,9.4024,chemicals,S,0,0,32.8,0.45
128,2012,0.2302,3.7299,5.3126,5.7506,food,NE,0,0,9.7,3.19
129,2012,1.4904,5.1326,3.4684,8.0259,food,SE,0,0,29.4,1.57
130,2012,2.5145,5.4314,11.6545,5.5951,machinery,S,1,0,42.3,0.84
131,2012,1.4432,3.1578,5.5297,8.9444,food,CO,1,0,38.7,3.73
132,2012,0.9771,5.0551,4.8956,6.7633,pharma,S,0,1,25.6,6.17
133,2012,0.4674,2.1032,4.4161,6.5149,machinery,N,0,0,20.0,1.18
134,2012,2.3691,6.4585,7.9143,7.222,chemicals,SE,1,0,17.6,0.72
135,2012,1.0115,1.7943,7.9711,5.7693,machinery,N,1,1,34.0,11.45
136,2012,2.825,4.9535,9.0014,9.1013,food,NE,0,0,29.9,3.03
137,2012,2.5121,4.7144,5.8934,7.2157,pharma,S,0,0,36.4,3.66
138,2012,3.0021,5.1789,5.606,9.3464,metals,S,0,1,29.0,3.02
139,2012,3.5003,4.8847,9.1677,9.8699,electronics,S,0,0,39.3,1.57
140,2012,1.0067,5.8747,5.2497,6.2531,food,S,0,0,28.4,1.79
141,2012,1.3884,5.703,5.0325,6.6113,metals,S,0,0,38.8,0.27
142,2012,2.3179,4.1433,7.0996,7.5892,metals,S,1,0,40.1,2.11
143,2012,0.7394,6.1158,2.7943,7.1281,pharma,N,1,0,14.9,0.43
144,2012,0.689,2.3967,6.1219,7.4156,metals,NE,1,0,3.0,0.67
145,2012,1.7931,2.5634,5.8111,8.9072,metals,SE,0,0,50.2,0.59
146,2012,2.8269,4.6021,6.4025,12.4972,textiles,S,0,0,30.8,2.17
147,2012,1.7114,3.4807,8.2497,9.2296,chemicals,N,1,0,3.0,1.62
148,2012,1.3532,3.1793,4.7543,9.3989,metals,SE,1,0,16.3,1.62
149,2012,1.9818,7.2099,5.4945,7.1368,chemicals,S,0,1,38.6,2.91
150,2012,0.7628,4.3169,4.6423,4.6376,food,N,1,0,22.8,1.61
151,2012,2.7332,4.9301,6.01,7.5086,automotive,SE,0,0,19.3,1.89
152,2012,3.4153,4.8031,11.0448,7.5927,automotive,CO,1,0,48.0,0.17
153,2012,1.7442,3.9677,7.8245,7.5056,food,S,0,0,11.3,0.76
154,2012,2.4983,4.8687,9.7423,7.618,metals,NE,0,0,15.0,1.12
155,2012,1.5435,5.0047,5.5293,7.983,food,S,0,1,30.2,0.32
156,2012,2.4348,5.7155,6.2172,7.2535,machinery,SE,0,0,32.9,0.92
157,2012,0.4772,6.219,2.2715,7.5214,textiles,S,0,0,34.4,0.94
158,2012,1.3173,5.4726,5.514,6.8213,machinery,SE,0,0,40.7,1.84
159,2012,3.1938,5.3333,7.7338,7.1755,electronics,SE,0,0,30.0,0.59
160,2012,1.8677,3.4506,4.3167,8.6162,electronics,SE,1,0,34.3,2.47
161,2012,2.3453,5.0879,6.3969,8.3952,food,SE,0,0,23.1,2.05
162,2012,2.0957,5.496,6.0816,6.7829,automotive,CO,0,0,27.9,1.77
163,2012,3.2763,4.1552,9.8633,10.8075,textiles,NE,1,0,28.6,0.72
164,2012,0.7658,6.0801,6.3468,5.9629,food,NE,0,0,30.2,1.96
165,2012,3.8686,6.5415,7.4659,9.9314,metals,SE,0,1,38.6,3.24
166,2012,2.9912,3.9116,8.1313,8.9794,chemicals,S,1,1,35.3,1.35
167,2012,2.329,4.7668,8.1856,6.8196,automotive,S,1,0,27.7,0.6
168,2012,2.906,4.0852,8.2618,9.7082,electronics,CO,0,0,14.9,0.56
169,2012,2.0102,4.0595,8.7362,6.6709,textiles,SE,1,0,28.0,0.39
170,2012,1.6096,5.1876,6.6367,6.2837,pharma,SE,0,1,26.6,2.22
171,2012,1.0069,3.0389,5.3934,9.8155,textiles,NE,0,0,29.9,1.11
172,2012,2.073,5.1173,6.9618,6.8966,metals,SE,1,0,60.1,1.34
173,2012,1.9884,6.0673,4.5585,9.7841,textiles,CO,0,0,19.1,0.53
174,2012,2.3814,4.2203,8.6383,8.448,pharma,S,1,0,33.3,0.24
175,2012,1.9741,4.8335,6.0393,6.38,food,SE,0,0,43.0,3.43
176,2012,1.9584,2.4719,8.7555,6.6837,food,SE,1,1,28.5,2.95
177,2012,1.3925,4.1733,5.5341,5.6834,chemicals,CO,0,0,62.1,2.28
178,2012,1.2659,4.758,5.4886,4.2659,pharma,SE,0,0,21.3,2.68
179,2012,-0.2077,3.5585,6.5766,3.4269,automotive,NE,0,1,31.9,4.13
180,2012,2.2152,7.2133,3.6138,6.3984,electronics,SE,0,0,15.0,0.83
181,2012,1.9391,2.7117,10.4345,7.634,automotive,N,1,0,21.7,2.25
182,2012,1.5663,4.4674,7.8006,6.1443,automotive,NE,0,0,30.7,0.07
183,2012,3.2665,7.907,8.4551,8.152,metals,N,0,0,39.7,2.56
184,2012,-0.1957,2.3454,3.7126,6.3583,textiles,SE,0,0,31.8,3.57
185,2012,1.1777,3.8502,5.7015,4.5858,electronics,SE,0,0,45.9,4.11
186,2012,3.4121,5.8539,9.0708,7.3541,machinery,SE,1,0,25.6,0.63
187,2012,2.9801,5.3168,6.0133,8.3466,chemicals,SE,0,0,22.0,0.37
188,2012,0.8642,5.5818,3.7172,5.4572,food,CO,1,0,67.6,1.54
189,2012,2.163,3.88,6.2492,9.8518,electronics,S,0,0,32.9,1.54
190,2012,1.6994,5.0816,6.1214,7.9016,textiles,SE,0,0,16.2,1.38
191,2012,0.6363,4.3497,3.7845,4.4718,pharma,SE,0,0,16.6,3.0
192,2012,2.1491,7.1497,8.1458,6.3103,textiles,CO,0,1,12.9,2.04
193,2012,-0.3096,2.7982,4.9316,6.0896,food,NE,1,0,41.0,1.64
194,2012,3.4095,6.267,9.0712,7.481,automotive,SE,1,0,21.5,1.75
195,2012,1.4183,1.8158,5.7357,6.1112,food,CO,1,0,28.9,1.28
196,2012,2.6351,3.9287,8.4205,10.7379,food,SE,0,0,26.0,0.82
197,2012,1.0785,3.4118,8.682,7.2558,machinery,S,0,0,38.0,0.58
198,2012,2.1027,5.9888,7.0504,6.1018,automotive,SE,0,0,14.3,0.23
199,2012,2.2306,4.0586,5.8754,9.0751,food,SE,0,1,10.9,0.83
200,2012,2.7372,6.4249,7.8185,6.4988,textiles,SE,1,0,30.4,0.34
201,2012,4.465,8.465,7.7162,8.8338,electronics,NE,0,1,36.0,1.81
202,2012,3.1123,4.0309,7.4872,8.347,pharma,SE,0,1,32.0,9.88
203,2012,0.7898,3.8087,6.3626,5.1284,metals,NE,1,0,14.9,1.98
204,2012,3.1548,5.994,7.625,8.1041,food,S,1,0,37.2,1.77
205,2012,2.0983,2.9819,10.3775,7.6327,food,SE,0,0,15.8,1.23
206,2012,1.6936,3.8269,7.7795,7.5188,textiles,SE,0,1,19.2,0.67
207,2012,1.0631,5.3942,6.0321,6.9368,food,S,0,0,12.8,1.0
208,2012,0.5935,1.8067,8.0962,7.1193,machinery,S,0,0,46.5,0.34
209,2012,3.488,5.6007,8.6005,7.9604,food,SE,0,1,36.5,2.95
210,2012,2.8798,5.7901,6.0114,8.4746,metals,SE,0,0,36.1,2.78
211,2012,0.5544,2.1714,3.0022,7.6624,machinery,CO,1,0,45.7,0.56
212,2012,3.3207,6.0331,7.2661,9.8919,machinery,S,1,0,69.2,6.14
213,2012,2.3653,5.1271,8.2678,6.4479,food,S,0,1,3.0,6.0
214,2012,0.8969,2.9804,9.2281,6.7511,electronics,CO,0,1,15.9,0.0
215,2012,2.8284,4.7529,9.9418,5.9643,electronics,S,0,0,17.8,0.67
216,2012,1.1423,3.5196,7.5646,5.2285,electronics,NE,0,0,14.2,0.32
217,2012,1.848,4.0399,4.8191,9.1953,food,SE,0,0,10.8,0.26
218,2012,0.9369,2.5199,5.0537,8.4408,food,NE,0,0,22.5,2.64
219,2012,1.893,4.1211,5.317,9.2923,pharma,SE,0,0,8.8,1.89
220,2012,0.852,2.2011,5.9087,9.354,chemicals,CO,0,0,32.0,0.99
221,2012,-0.0584,0.9172,5.7724,7.094,textiles,SE,0,0,27.8,2.45
222,2012,3.376,5.7032,9.4012,6.4433,metals,SE,0,0,34.2,2.17
223,2012,1.4269,2.2956,6.1268,9.8244,machinery,N,1,0,34.6,0.21
224,2012,2.9019,4.7184,8.2422,8.9549,pharma,CO,0,0,36.0,0.13
225,2012,1.4453,6.5245,8.4365,6.0486,textiles,NE,0,0,21.4,2.13
226,2012,0.6892,4.5836,3.4644,8.3874,pharma,N,1,0,58.8,0.23
227,2012,0.6581,3.4514,5.3748,8.0043,food,NE,0,0,30.5,2.83
228,2012,1.5518,5.5817,9.4466,5.6831,metals,N,0,1,3.0,2.8
229,2012,2.9133,4.4473,8.8742,9.3719,machinery,SE,1,0,12.0,2.88
230,2012,1.0998,4.4166,6.6205,4.4814,food,SE,0,0,3.0,0.8
231,2012,2.1508,5.3221,8.4585,5.3403,food,SE,0,1,27.3,0.84
232,2012,0.4988,4.8804,5.7735,7.2123,chemicals,N,0,0,25.2,0.61
233,2012,2.4534,2.4167,10.4427,9.384,pharma,NE,0,0,20.0,0.19
234,2012,2.287,6.0378,7.9043,4.8301,machinery,SE,0,0,57.2,0.64
235,2012,0.0127,4.566,5.5858,5.7402,pharma,N,0,1,35.2,3.17
236,2012,4.0628,6.5082,7.3642,9.6397,electronics,S,0,0,37.9,3.1
237,2012,2.982,4.7975,9.5906,7.9202,metals,NE,0,1,13.0,0.17
238,2012,0.2358,2.0293,2.4315,9.0551,electronics,SE,0,0,12.0,2.96
239,2012,3.6007,5.7057,9.7491,8.4193,food,SE,0,0,27.6,4.58
240,2012,2.1904,4.8241,7.3119,5.0371,food,SE,0,0,29.6,3.94
241,2012,0.8454,3.6812,7.1426,6.1571,automotive,N,1,0,3.0,1.78
242,2012,1.9956,6.335,5.891,6.8756,electronics,NE,0,0,24.3,2.95
243,2012,0.5855,4.2496,3.253,7.8365,textiles,S,0,0,27.2,2.15
244,2012,2.3469,4.3907,6.2676,11.0821,metals,N,0,1,23.8,2.05
245,2012,1.7224,3.7114,8.4207,4.9107,machinery,SE,0,0,14.8,1.25
246,2012,2.2729,3.6791,9.6341,6.5077,automotive,SE,0,0,18.9,0.27
247,2012,3.6059,4.5628,9.1454,8.5869,machinery,SE,0,0,24.3,2.6
248,2012,1.932,7.2541,5.7294,5.7725,chemicals,SE,0,0,28.4,0.12
249,2012,0.8908,6.2166,5.9695,3.6883,chemicals,S,1,0,36.1,2.59
250,2012,1.9127,4.4425,7.4323,6.615,chemicals,S,1,0,43.2,8.71
251,2012,3.5723,5.4412,7.4163,8.5237,machinery,SE,0,0,22.6,2.14
252,2012,3.459,5.0696,8.609,9.5973,automotive,SE,0,0,20.2,1.21
253,2012,1.5457,3.294,6.1571,7.8602,metals,NE,0,1,33.6,1.29
254,2012,-1.033,2.9289,2.9878,2.0391,textiles,SE,0,0,36.2,2.83
255,2012,1.3227,7.3059,5.2105,7.9087,textiles,S,0,0,20.5,0.14
256,2012,1.2476,2.7596,6.6391,7.2445,electronics,NE,1,0,38.9,1.52
257,2012,2.642,4.1436,7.2929,5.7159,electronics,SE,1,0,41.7,3.35
258,2012,0.8981,5.4649,6.3236,4.1272,food,CO,1,1,46.4,1.41
259,2012,2.9976,7.1323,6.0528,8.9028,food,N,0,1,53.7,1.33
260,2012,2.8886,4.6748,8.2039,7.7868,machinery,SE,1,1,14.0,0.32
261,2012,1.6974,5.5964,6.4111,8.4534,food,S,0,0,27.2,0.24
262,2012,2.2453,4.9536,8.199,8.6618,automotive,NE,0,0,27.2,0.04
263,2012,2.3409,4.7142,8.8318,6.5853,textiles,N,0,0,25.5,0.64
264,2012,0.5481,4.2424,4.6689,8.4687,food,NE,1,0,17.3,1.66
265,2012,0.4572,6.0833,2.0076,6.8452,pharma,CO,0,0,4.7,0.6
266,2012,1.5587,4.8012,8.7705,4.6159,food,N,1,0,28.4,0.78
267,2012,1.6379,7.2634,4.4983,6.7831,textiles,NE,0,1,15.5,3.12
268,2012,1.2619,6.279,7.1883,6.6114,food,N,1,0,28.3,6.23
269,2012,0.3824,3.8965,4.6332,7.1689,food,NE,0,0,15.1,1.13
270,2012,2.46,4.8054,7.5938,6.5915,food,SE,0,0,10.5,1.18
271,2012,0.0873,7.6286,4.8309,5.7975,food,NE,1,0,30.5,0.75
272,2012,3.2209,4.0278,7.6672,11.2512,food,SE,0,0,29.3,0.7
273,2012,2.5604,5.3928,5.9926,9.5471,food,SE,0,0,35.7,0.62
274,2012,1.0306,3.6838,6.147,5.6247,machinery,S,0,1,59.8,8.27
275,2012,0.3328,0.8883,6.5948,6.634,machinery,N,0,0,31.2,1.86
276,2012,1.709,3.4755,6.1466,7.128,chemicals,S,0,0,34.3,2.3
277,2012,0.7629,3.4345,4.7746,4.8552,textiles,SE,0,0,10.8,0.32
278,2012,4.4796,6.4922,9.1901,11.9025,metals,NE,0,0,7.7,2.59
279,2012,2.2155,2.572,8.4364,7.7462,automotive,S,1,0,50.7,1.31
280,2012,2.22,4.9838,7.3613,7.7039,automotive,S,0,0,13.1,0.22
281,2012,1.6792,7.5168,4.7092,8.7324,food,NE,0,0,11.3,1.54
282,2012,-0.4572,1.6584,5.9111,5.0989,food,CO,0,0,26.4,0.24
283,2012,0.1665,1.7507,6.3444,6.6259,textiles,SE,0,0,25.6,0.91
284,2012,2.2343,2.7522,6.0946,10.3286,textiles,SE,0,0,13.5,0.2
285,2012,1.0359,4.1355,6.5924,6.581,metals,CO,1,0,22.4,1.77
286,2012,1.8819,6.6414,6.3303,7.3892,chemicals,SE,1,0,45.4,0.51
287,2012,2.1646,4.4863,9.162,6.3968,food,S,0,0,14.9,0.36
288,2012,2.2623,3.4687,6.7865,9.2604,chemicals,SE,0,0,6.1,0.24
289,2012,2.8953,5.563,5.363,9.4777,metals,S,0,1,41.1,0.11
290,2012,0.9831,1.4753,6.2473,8.1599,food,SE,0,0,34.4,0.2
291,2012,1.5054,6.2455,4.6724,7.3451,automotive,NE,0,0,17.7,2.24
292,2012,3.5121,5.8301,8.3138,7.8592,food,SE,0,0,3.3,0.71
293,2012,3.7481,7.1238,8.2207,8.072,pharma,SE,0,0,15.8,2.68
294,2012,2.6146,4.8407,7.9428,8.9401,food,N,0,0,26.2,4.01
295,2012,0.0269,4.5161,3.3631,6.791,automotive,N,0,1,44.5,7.82
296,2012,3.258,7.5777,3.2682,11.7241,automotive,SE,0,0,11.5,0.11
297,2012,1.4942,2.5111,9.1924,7.7407,pharma,N,0,0,25.7,1.18
298,2012,1.7071,4.603,8.6929,7.0714,electronics,NE,0,0,37.1,0.16
299,2012,2.9765,3.5802,10.2609,7.6378,electronics,S,1,0,3.0,4.78
300,2012,0.0993,4.7079,1.8972,7.2968,machinery,S,0,0,42.5,2.28
301,2012,3.2135,6.8641,8.6949,7.0587,electronics,S,0,0,9.3,0.67
302,2012,1.4084,7.499,5.7467,3.368,food,SE,0,0,32.0,0.74
303,2012,4.2373,6.9585,9.0462,9.6323,metals,CO,1,0,30.7,1.83
304,2012,2.2047,4.526,8.233,7.2435,metals,SE,0,0,43.3,1.76
305,2012,2.1221,2.9574,10.6324,10.8319,automotive,NE,1,0,35.3,4.18
306,2012,2.5636,3.0744,8.3611,10.7282,metals,NE,1,0,3.0,0.26
307,2012,3.4305,5.4154,8.2168,10.5913,chemicals,S,0,0,15.2,1.24
308,2012,1.9651,5.516,7.1891,6.3756,machinery,NE,0,0,29.1,0.72
309,2012,1.6388,4.75,5.1442,6.5812,textiles,SE,0,0,24.1,0.48
310,2012,2.429,4.9091,7.7625,9.1957,food,CO,1,0,34.2,2.77
311,2012,2.232,6.8814,6.7524,7.6197,metals,N,0,0,38.8,0.77
312,2012,3.0987,6.416,9.46,7.7438,chemicals,N,1,0,36.1,3.18
313,2012,1.5394,5.834,6.168,10.1283,textiles,CO,0,0,23.8,2.63
314,2012,1.8764,6.7084,5.1564,8.5423,chemicals,SE,0,0,3.0,0.71
315,2012,2.2572,3.464,9.9855,7.6302,chemicals,NE,0,0,20.2,0.03
316,2012,0.7528,4.5057,4.8971,8.0704,chemicals,CO,0,0,33.2,5.29
317,2012,1.7764,3.6789,6.7033,7.4878,chemicals,CO,0,0,10.6,1.83
318,2012,0.6616,4.856,4.134,6.4316,machinery,SE,0,0,36.5,3.41
319,2012,4.646,6.5724,10.7373,7.8919,textiles,SE,1,0,40.6,0.21
320,2012,1.7108,4.9744,4.6229,7.1889,pharma,SE,1,0,28.9,0.31
321,2012,1.7094,3.2841,7.9394,6.6711,automotive,N,0,1,3.0,0.17
322,2012,2.4731,6.0854,7.6824,6.783,metals,SE,0,0,7.8,0.37
323,2012,0.3244,4.9491,0.8313,11.8508,chemicals,SE,0,0,55.3,0.01
324,2012,3.9307,6.277,8.1485,9.0267,metals,S,1,0,18.8,4.72
325,2012,2.1283,4.8868,9.8282,6.2997,automotive,S,0,0,3.0,0.57
326,2012,1.2715,3.7831,6.1475,6.7971,machinery,N,1,0,45.5,3.6
327,2012,1.7484,3.7012,7.487,7.9201,electronics,SE,0,0,27.2,2.68
328,2012,2.7634,6.8198,8.9128,7.2995,metals,NE,0,0,43.6,2.66
329,2012,3.2838,5.3652,8.6375,8.6118,machinery,S,0,1,31.2,1.79
330,2012,2.5403,6.2933,8.6351,7.3307,textiles,NE,0,0,33.9,5.28
331,2012,2.0587,3.4332,7.4633,8.3877,electronics,SE,1,0,32.4,4.99
332,2012,1.8629,4.981,5.3752,8.4263,textiles,SE,0,1,37.5,8.62
333,2012,1.6021,4.6054,7.8324,6.0094,machinery,SE,0,0,61.2,1.33
334,2012,0.5323,3.4107,3.7719,4.8048,automotive,S,1,0,41.6,4.6
335,2012,1.5115,3.9788,10.3424,5.025,food,S,1,0,3.3,1.38
336,2012,1.6502,5.0827,6.2353,7.1883,machinery,SE,1,0,33.7,2.98
337,2012,0.3856,3.8495,5.7009,5.1991,food,S,0,0,44.1,1.8
338,2012,1.9122,3.8102,5.2029,9.4465,electronics,CO,0,0,45.0,0.11
339,2012,0.8528,2.0806,7.2565,5.3244,food,SE,1,0,20.6,0.51
340,2012,4.9508,6.0005,6.8983,13.3867,pharma,SE,0,0,44.5,2.32
341,2012,0.0792,2.1668,6.4763,5.039,food,N,0,0,40.9,0.04
342,2012,2.9644,4.0139,9.1617,6.4557,pharma,S,1,0,65.6,3.3
343,2012,2.2088,2.2959,5.5442,7.6279,electronics,SE,0,0,15.7,1.32
344,2012,1.3937,4.1962,6.4071,5.9594,machinery,SE,0,1,19.4,12.7
345,2012,2.3519,4.1284,6.8795,8.5463,electronics,NE,1,0,22.4,0.08
346,2012,0.3217,5.3245,1.2082,6.6316,electronics,CO,0,0,19.6,1.09
347,2012,1.33,3.8838,5.9539,7.4727,pharma,SE,0,0,13.6,4.77
348,2012,1.0791,4.4873,5.9462,6.5434,textiles,S,0,0,3.0,0.01
349,2012,0.8641,4.6354,7.6875,4.9887,machinery,NE,0,0,20.5,1.6
350,2012,3.3669,5.9849,7.6438,8.6802,food,CO,0,0,32.5,0.65
351,2012,1.4864,2.9547,3.9764,10.6941,machinery,NE,1,0,19.6,0.65
352,2012,2.1056,3.4475,6.4178,9.7558,food,NE,1,1,56.0,4.68
353,2012,3.438,7.7691,7.6617,8.3454,metals,S,0,0,27.2,0.94
354,2012,1.0508,2.2447,5.3526,7.7145,metals,CO,0,0,46.4,1.28
355,2012,0.9221,4.0197,6.499,6.5932,metals,NE,1,0,30.9,0.0
356,2012,0.7315,4.6965,6.3828,5.0057,metals,SE,0,1,39.4,2.11
357,2012,1.1465,3.7574,2.6267,8.6737,electronics,S,0,0,31.2,0.12
358,2012,2.6634,3.5344,6.58,9.8763,electronics,S,0,0,47.5,0.99
359,2012,0.815,4.9619,7.7571,4.2595,metals,SE,0,0,27.8,0.13
360,2012,2.4381,6.363,6.0381,8.0158,machinery,SE,0,0,34.4,1.65
361,2012,1.6909,4.2072,8.5385,4.3266,pharma,S,0,0,32.5,0.28
362,2012,3.135,5.7077,8.3996,9.1548,food,S,0,1,22.7,0.07
363,2012,3.9079,4.2684,9.8294,10.4949,food,S,0,1,33.1,4.61
364,2012,2.67,6.4899,6.4819,6.7865,food,SE,0,0,60.5,0.37
365,2012,1.6543,4.3359,4.9149,9.4691,machinery,NE,0,0,22.9,0.01
366,2012,1.1002,2.1115,10.893,4.742,chemicals,CO,0,1,33.3,3.23
367,2012,2.6559,6.5242,7.5508,7.1423,electronics,S,0,1,45.9,2.01
368,2012,3.4489,6.0861,8.4513,9.805,machinery,S,0,0,44.1,1.42
369,2012,0.984,2.7909,8.1626,7.0298,chemicals,NE,0,0,27.2,3.08
370,2012,2.3284,5.852,7.8272,8.3249,automotive,NE,0,0,3.0,0.3
371,2012,-0.2641,2.628,6.9408,3.1173,electronics,S,0,0,34.8,0.42
372,2012,0.0367,8.1593,3.5458,5.3835,textiles,N,1,0,3.0,3.09
373,2012,2.1964,4.8666,8.5049,6.9743,chemicals,CO,0,1,49.0,1.22
374,2012,1.0387,3.4684,8.3988,4.5618,textiles,SE,1,1,29.5,1.01
375,2012,0.6494,4.2093,3.7699,5.78,food,S,1,1,42.0,5.78
376,2012,1.9676,4.9023,5.2315,7.4353,food,CO,0,0,13.5,0.65
377,2012,1.849,5.0781,7.6843,5.9062,pharma,SE,0,0,3.7,0.63
378,2012,2.4064,4.1841,6.4392,10.9338,chemicals,SE,1,0,30.9,6.59
379,2012,1.5911,2.6351,8.1355,8.6212,chemicals,SE,0,0,26.5,0.03
380,2012,1.4555,1.6485,5.9276,8.5782,electronics,SE,0,0,19.6,4.51
381,2012,1.2805,2.2993,6.5637,5.458,metals,SE,0,0,28.3,0.61
382,2012,1.1011,2.6981,5.6713,5.8049,pharma,SE,0,0,68.5,4.91
383,2012,-0.4107,3.9377,2.5767,6.3577,electronics,CO,0,0,39.5,0.21
384,2012,2.3807,6.7935,5.3643,8.4684,metals,SE,1,0,42.7,1.93
385,2012,1.462,2.3912,5.0612,9.5557,chemicals,NE,1,0,39.7,3.02
386,2012,0.816,3.7054,7.0861,4.832,pharma,SE,0,0,49.2,2.09
387,2012,2.85,4.8889,7.2691,8.3994,electronics,SE,1,0,24.1,0.22
388,2012,1.4999,4.833,5.0353,9.5179,pharma,NE,0,0,3.0,0.14
389,2012,0.9956,5.1983,6.8663,4.5275,food,NE,1,1,24.2,3.34
390,2012,1.0932,4.5597,3.5563,8.0605,automotive,S,0,0,39.2,0.14
391,2012,0.9874,2.8094,9.0492,4.0001,machinery,SE,1,0,12.5,3.62
392,2012,2.1162,6.7777,7.9939,5.8753,food,CO,1,0,24.4,4.23
393,2012,1.7743,4.841,7.9077,5.8515,machinery,NE,0,0,16.6,0.23
394,2012,-0.0458,5.5064,3.282,8.0654,machinery,NE,0,0,49.5,2.2
395,2012,2.5766,4.5173,9.6271,8.5197,food,S,1,0,38.2,0.11
396,2012,1.0875,5.6839,7.9457,3.3712,metals,CO,0,0,36.8,4.71
397,2012,1.744,2.6025,8.7579,8.7613,automotive,SE,0,0,36.3,1.11
398,2012,1.6371,3.8132,11.4013,6.152,textiles,NE,1,0,26.4,2.96
399,2012,1.5209,6.3686,6.5912,6.4351,metals,NE,0,0,30.0,1.95
400,2012,1.0434,3.1665,4.6284,9.6452,chemicals,SE,0,0,9.2,1.61
401,2012,-0.3293,1.8176,4.7691,5.2657,textiles,SE,0,0,3.0,1.34
402,2012,0.8769,3.0967,6.052,10.5236,automotive,NE,0,0,29.3,0.04
403,2012,2.0866,5.1199,6.3358,8.0535,electronics,N,1,0,31.9,4.52
404,2012,3.0227,8.7424,8.964,5.6701,food,SE,0,0,45.1,1.38
405,2012,1.0942,5.223,4.3367,5.5763,pharma,CO,0,0,50.6,0.43
406,2012,3.0303,5.2605,8.7294,8.1867,automotive,SE,0,0,50.5,0.63
407,2012,3.2375,5.7292,9.0753,7.404,textiles,SE,1,0,12.0,1.01
408,2012,2.1302,4.5446,7.2687,8.4679,automotive,NE,0,0,21.7,0.1
