contract_id,month,lgd_logit,saldo_real,pib_growth,selic,collateral_ratio
33,6,2.5276,11.99,-1.0111,10.8888,0.4507
33,7,2.6379,12.199,2.2189,9.6553,0.5334
33,8,2.7309,12.0882,2.2737,10.2297,0.5114
33,9,2.4493,11.9533,1.9683,9.2094,0.4798
33,10,3.0502,11.8649,8.62,9.1206,0.4766
33,11,2.8364,12.156,2.4041,9.547,0.4285
33,12,2.8931,11.8661,3.1656,9.543,0.4238
33,13,2.8008,12.0666,3.0865,9.0679,0.468
33,14,2.8592,12.0028,2.0483,9.0495,0.3993
33,15,2.6266,12.1025,0.4246,10.0252,0.5061
34,1,-0.646,7.0857,1.9902,10.2146,0.5821
34,2,0.3078,7.8573,2.0252,10.5428,0.6286
34,3,1.0126,7.4463,3.2842,9.2964,0.574
34,4,1.5105,7.321,2.686,9.6163,0.6731
34,5,0.9548,7.317,-1.4699,9.563,0.5027
34,6,1.5422,7.8045,-0.9578,10.7572,0.5729
34,7,1.052,7.8234,2.6957,9.8489,0.6027
34,8,0.983,7.7787,1.6772,10.3048,0.533
34,9,1.3065,7.0845,1.8477,9.2717,0.5605
34,10,1.3733,7.0042,8.7716,9.5628,0.5623
34,11,1.4864,7.2665,2.4957,9.8001,0.5613
34,12,1.1801,7.0049,3.4755,9.8966,0.5725
34,13,1.372,7.0696,3.0684,9.6039,0.556
34,14,0.986,6.7095,2.1274,8.8682,0.5424
34,15,0.3602,7.1353,0.4571,9.1611,0.476
35,1,0.4061,10.5366,1.5577,10.796,0.1686
35,2,1.7839,10.7289,1.4824,10.2235,0.1986
35,3,2.7116,11.8644,2.5409,10.3921,0.1735
35,4,2.6288,10.6729,2.9803,9.461,0.2043
35,5,3.1934,10.9117,-1.8802,9.3339,0.1654
35,6,3.3758,10.5259,-0.7681,10.611,0.2258
35,7,3.8782,11.2411,1.9774,10.0972,0.1928
35,8,3.7553,10.4709,2.2511,10.1813,0.1847
35,9,3.9636,10.7622,1.9952,9.4978,0.2668
35,10,4.4038,10.9473,8.5688,8.9306,0.2356
35,11,3.979,11.1283,1.9606,9.673,0.1059
35,12,3.9811,10.9855,3.1312,9.9662,0.1783
35,13,3.3218,10.3422,2.9336,8.3378,0.1785
35,14,3.1789,11.0483,2.536,9.0175,0.2639
35,15,2.9684,11.2107,0.6491,9.1463,0.2447
36,1,-0.7197,8.7701,2.0825,10.3018,0.5383
36,2,-0.2599,8.5409,2.2026,9.4194,0.5172
36,3,0.3467,9.6833,3.4395,9.9064,0.5838
36,4,1.1274,9.2502,3.1675,9.7112,0.5843
36,5,1.1275,9.1737,-2.2518,9.3849,0.5145
36,6,1.1826,8.7481,-0.1521,11.2852,0.5508
36,7,0.9443,9.0235,1.7445,9.9199,0.5335
36,8,1.0797,9.1874,1.981,9.6674,0.4776
36,9,0.8762,9.6534,2.1971,9.0327,0.545
36,10,1.1251,9.4119,8.5641,9.1693,0.5869
36,11,0.411,8.668,1.9667,10.0534,0.4447
36,12,0.809,8.9518,3.4367,10.1341,0.4975
36,13,1.2987,9.4333,2.3471,9.1186,0.5302
36,14,1.5434,8.9342,2.3131,8.131,0.4877
36,15,1.4945,8.7924,0.3872,9.3514,0.5035
37,1,-0.7123,9.7372,1.5396,10.4467,0.7273
37,2,0.3061,10.0378,2.0207,10.1207,0.7514
37,3,1.0676,9.4773,3.0795,9.6395,0.7783
37,4,1.8891,9.5234,3.1689,9.2713,0.6717
37,5,2.144,9.5902,-1.7834,9.5141,0.6158
37,6,1.9246,10.2166,-0.8701,10.8978,0.7262
37,7,2.8678,10.2008,2.0908,10.3862,0.6549
37,8,3.2251,9.9226,2.1935,10.31,0.6791
37,9,3.1155,9.7322,1.44,9.0982,0.6822
37,10,2.7864,9.6731,9.0712,8.6121,0.6987
37,11,3.1964,9.918,2.1134,9.8678,0.6483
37,12,2.9194,10.0026,3.4462,9.7352,0.7205
37,13,3.0679,9.9467,3.4028,9.5563,0.6551
37,14,2.5908,9.3021,2.4745,9.0127,0.598
37,15,2.6458,9.6051,0.2792,8.8545,0.711
38,1,-0.6622,9.3629,1.5705,10.1958,0.7819
38,2,0.0115,8.8245,2.3435,9.4203,0.8232
38,3,0.8786,8.7429,3.1393,9.8634,0.6707
38,4,1.11,8.8787,3.2405,9.9174,0.7062
38,5,0.6782,8.786,-1.5013,9.0347,0.7524
38,6,0.6271,8.996,-0.7346,10.618,0.7217
38,7,0.6314,8.5973,2.2827,9.7859,0.612
38,8,1.099,8.5547,1.5382,9.8685,0.7628
38,9,0.8295,8.9603,1.8481,9.5702,0.7344
38,10,1.1189,8.52,8.1799,9.0804,0.7652
38,11,1.2625,8.7415,1.8581,9.9244,0.6914
38,12,1.4491,8.5656,3.0454,9.334,0.7322
38,13,1.2234,9.021,3.2015,9.3918,0.7021
38,14,1.3883,8.6323,2.702,8.5185,0.802
38,15,0.9875,9.4152,0.2466,9.431,0.8714
39,1,-0.9111,6.615,1.6039,10.5107,0.7162
39,2,-0.3472,7.2467,2.5052,9.7074,0.6731
39,3,-0.0684,7.429,3.4362,10.01,0.7661
39,4,-0.0141,7.6802,3.5646,9.8527,0.796
39,5,0.4041,7.0227,-1.9759,9.8894,0.6544
39,6,0.296,7.5911,-0.6671,10.9154,0.6575
39,7,0.0195,7.5549,2.2639,9.8849,0.686
39,8,0.7099,6.8587,2.601,9.8556,0.7164
39,9,1.6514,6.8035,2.0855,9.7148,0.7075
39,10,1.8215,6.6794,9.0231,9.1456,0.7455
39,11,1.5683,6.96,2.2105,9.1845,0.7371
39,12,1.1734,7.3716,3.5886,9.8843,0.7143
39,13,1.1584,6.9663,3.264,9.6661,0.695
39,14,0.8325,6.9086,2.6546,9.0771,0.804
39,15,0.5469,7.0666,0.4389,9.4113,0.6961
40,1,0.8279,11.4883,2.0666,10.4198,0.4665
40,2,1.261,10.8232,2.1306,9.3474,0.5064
40,3,2.0229,11.5327,3.0671,9.8112,0.4312
40,4,2.1651,11.5073,2.3613,10.0151,0.4795
40,5,2.7005,10.7591,-1.2524,9.3893,0.4049
40,6,3.0577,11.1833,-1.157,10.8952,0.4113
40,7,3.1266,11.4001,2.1897,10.0051,0.5506
40,8,2.995,10.7271,2.1624,10.8656,0.4118
40,9,3.7579,11.2066,2.0139,9.1387,0.5187
40,10,4.1665,11.1405,8.4342,8.7327,0.4755
40,11,4.0266,11.2243,2.1411,9.5651,0.408
40,12,4.1561,11.3558,2.8074,10.251,0.4913
40,13,4.2698,10.6791,2.4983,9.1905,0.4877
40,14,3.5567,11.2935,2.23,8.5696,0.5241
40,15,3.3083,11.5702,0.2841,9.6945,0.4965
41,1,-0.4649,9.5118,1.5374,10.3298,0.6682
41,2,0.441,9.6261,1.8277,9.6471,0.5799
41,3,1.5762,9.082,2.9534,10.4606,0.638
41,4,2.7026,9.6088,3.1469,9.6087,0.6045
41,5,2.4243,10.0308,-2.2601,9.3657,0.6503
41,6,2.6275,9.6404,-1.0941,11.4798,0.7238
41,7,2.9006,9.7967,2.3618,9.7274,0.6234
41,8,2.9991,9.7471,2.0693,9.7666,0.6241
41,9,3.5248,9.4659,2.6219,9.0176,0.6895
41,10,3.8205,10.1701,8.5841,9.3448,0.6927
41,11,3.5903,9.459,2.2726,8.9822,0.6984
41,12,4.0903,9.4219,3.8852,9.5716,0.6441
41,13,3.7779,9.239,2.743,9.1911,0.7063
41,14,3.6135,9.1009,2.1431,8.6953,0.6604
41,15,3.7379,9.6141,-0.1633,9.5365,0.6769
42,1,0.8271,12.0559,1.8722,10.3501,0.7836
42,2,1.8401,11.8241,1.7387,9.6066,0.6846
42,3,2.0992,11.4677,3.2084,10.3513,0.7048
42,4,2.4533,11.6185,2.8661,9.5157,0.6493
42,5,3.1615,11.2754,-1.7936,9.5047,0.5235
42,6,3.5871,11.9786,-0.9885,10.8359,0.6114
42,7,3.1083,12.2212,2.0771,10.2037,0.6787
42,8,3.1254,11.5284,2.0672,10.1034,0.659
42,9,2.7873,11.6277,2.0458,9.1152,0.6341
42,10,3.2092,11.9453,8.0738,9.5435,0.7393
42,11,2.9925,10.871,2.0334,9.7226,0.6195
42,12,3.1158,12.111,3.4706,9.4967,0.5901
42,13,3.7922,11.5879,3.0569,9.0746,0.6956
42,14,3.9654,11.8966,2.2884,8.8226,0.6521
42,15,3.1651,11.4638,0.383,9.2327,0.6449
43,1,-0.306,9.7484,2.0818,10.1165,0.7606
43,2,1.2618,10.0389,2.2642,9.7544,0.6963
43,3,2.2825,9.2434,3.3169,9.1267,0.6268
43,4,1.8731,9.734,2.7554,9.5726,0.7784
43,5,1.5914,9.5931,-1.3061,10.2302,0.6699
43,6,1.9202,10.5372,-0.3973,11.0339,0.6344
43,7,1.8652,9.8604,2.1293,10.3319,0.719
43,8,1.8667,10.3214,2.1215,10.4459,0.7484
43,9,2.9013,9.8977,1.8707,8.963,0.6924
43,10,3.0222,9.3565,8.6958,9.3896,0.6812
43,11,3.1825,9.5187,2.2116,9.5149,0.5655
43,12,3.1042,10.196,3.2866,9.8428,0.7288
43,13,3.0242,10.1797,2.8188,9.6288,0.6911
43,14,2.5881,9.5275,2.3889,8.6279,0.6431
43,15,2.1374,9.5886,1.0069,9.6167,0.7711
44,1,0.0786,7.7843,2.0874,10.2606,0.5491
44,2,0.6072,8.7508,1.6777,10.3708,0.553
44,3,1.0442,8.3619,3.2669,9.8064,0.4544
44,4,1.3114,8.6747,3.1078,9.8666,0.4561
44,5,1.4454,8.3843,-2.1602,9.5484,0.4973
44,6,1.228,8.006,-0.7569,11.0381,0.5324
44,7,1.656,7.9745,2.3885,10.165,0.427
44,8,1.4882,7.4663,2.0417,10.8091,0.4483
44,9,1.5038,8.2889,1.5673,9.2436,0.5255
44,10,1.9403,7.9889,8.9287,9.3239,0.509
44,11,1.9272,8.1708,2.1047,9.8792,0.4708
44,12,2.0697,7.7628,3.2606,9.5307,0.4399
44,13,2.2708,8.1236,3.1429,9.1058,0.516
44,14,2.1809,8.1932,2.0551,8.9223,0.5139
44,15,1.7497,7.4338,0.4176,9.8811,0.4776
45,1,-0.0472,10.0912,1.935,10.5566,0.7718
45,2,0.681,10.7774,2.3833,9.6502,0.8199
45,3,1.1232,10.4904,3.1881,9.8296,0.8385
45,4,1.5488,10.1327,2.9895,9.6856,0.8404
45,5,1.3858,10.2134,-1.0098,9.7524,0.8427
45,6,1.6563,10.6286,-0.6238,11.1957,0.8318
45,7,1.589,10.374,1.8585,9.9964,0.8256
45,8,1.6476,10.7881,2.4634,9.9648,0.7371
45,9,1.6825,10.5609,1.8727,9.839,0.8001
45,10,2.2689,10.0378,8.3107,9.2817,0.6723
45,11,2.0606,10.4211,3.1147,10.4343,0.7698
45,12,1.8514,10.7672,3.7821,9.2826,0.6896
45,13,1.168,10.6434,3.0571,9.5561,0.7189
45,14,1.6469,10.726,2.0543,8.272,0.7862
45,15,1.1722,10.432,0.2321,9.1695,0.7604
46,1,-0.1389,10.8323,1.417,10.325,0.5394
46,2,1.2616,11.2106,1.6793,9.8173,0.6647
46,3,2.3467,10.6475,2.9584,9.284,0.6534
46,4,2.1703,10.8651,3.1009,9.7286,0.6477
46,5,2.4778,11.0289,-1.6876,9.6782,0.5995
46,6,2.0635,10.9813,-1.0415,11.1308,0.6234
46,7,1.7672,10.554,1.4987,10.0381,0.5567
46,8,1.6287,10.1592,2.0018,10.1946,0.6319
46,9,1.6272,10.4302,2.1694,9.2682,0.6641
46,10,2.3572,10.8362,9.0964,9.3733,0.6276
46,11,2.421,10.7097,2.1441,9.6442,0.64
46,12,2.0511,10.4839,2.9664,9.3575,0.5682
46,13,1.6196,10.8298,2.6402,9.3892,0.65
46,14,1.7039,10.9784,2.546,8.5794,0.6693
46,15,1.831,10.8112,-0.0099,8.6794,0.6291
47,1,0.0944,8.3047,1.7021,10.4342,0.5065
47,2,0.7413,7.8711,2.2678,10.3476,0.5641
47,3,1.153,8.0655,3.4769,9.4478,0.4915
47,4,1.3741,8.5953,3.2215,9.3416,0.5245
47,5,1.6442,8.011,-1.4617,9.2614,0.6205
47,6,1.4813,8.5512,-1.0145,10.7853,0.4684
47,7,1.6477,8.3721,2.4189,9.5645,0.5217
47,8,1.5897,7.8052,2.205,10.0225,0.5302
47,9,1.4816,7.9872,2.028,9.3687,0.5214
47,10,1.608,8.3198,9.2015,9.2394,0.5898
47,11,2.0869,8.2713,1.8126,9.2988,0.503
47,12,2.2066,8.509,3.344,9.3142,0.5302
47,13,2.276,8.2766,2.3549,8.9681,0.5368
47,14,2.287,7.5651,2.2541,8.9204,0.5825
47,15,2.3652,8.3987,0.1295,8.6449,0.5204
48,1,0.7254,11.1797,1.5487,10.3405,0.7479
48,2,2.1666,11.5503,2.025,10.3907,0.5941
48,3,2.5637,10.8448,2.7415,9.9402,0.7149
48,4,3.3351,10.6161,3.0801,9.6058,0.6918
48,5,2.8602,11.048,-1.1987,9.7402,0.6471
48,6,2.7087,10.987,-0.9766,11.1183,0.6875
48,7,3.3727,11.1175,2.2315,10.355,0.7088
48,8,3.4336,11.0838,2.1441,10.6146,0.5978
48,9,2.8317,10.8341,2.1438,9.8025,0.6346
48,10,3.4548,10.9422,8.9795,9.3587,0.6858
48,11,3.721,10.6821,2.2964,9.4916,0.7736
48,12,4.1088,10.8916,3.0877,9.7462,0.6524
48,13,4.2396,11.1217,2.6885,9.8023,0.6669
48,14,4.6573,10.8834,2.4117,8.9708,0.5699
48,15,4.2749,11.453,0.2503,8.8866,0.6818
49,1,0.9461,10.7216,1.886,10.0646,0.7441
49,2,2.0321,11.233,1.7845,10.0659,0.5718
49,3,2.3626,10.1229,3.7431,9.6423,0.5915
49,4,2.0131,9.6947,3.3329,9.0125,0.6774
49,5,2.2386,10.1913,-1.2623,9.7811,0.6328
49,6,1.6064,10.2928,-0.7339,10.4202,0.7056
49,7,1.7289,10.0984,1.8836,10.0866,0.6771
49,8,2.0803,9.9919,2.0872,10.216,0.647
49,9,2.044,10.4962,1.8748,9.407,0.7844
49,10,2.4956,9.7318,8.9405,8.9938,0.66
49,11,2.306,10.2094,2.6213,9.9825,0.719
49,12,2.7352,9.942,2.4194,9.5312,0.7238
49,13,3.1206,10.2209,2.9013,9.0285,0.6862
49,14,3.2659,9.8026,2.3927,9.1572,0.6552
49,15,3.2279,11.1318,0.3382,9.3353,0.639
50,1,-0.2337,10.3542,2.1542,10.5141,0.4951
50,2,0.1815,10.5172,2.2053,9.7078,0.463
50,3,1.0559,10.1024,3.2229,9.9638,0.3876
50,4,1.1489,10.4639,2.8962,9.1707,0.4398
50,5,0.9953,10.3262,-1.8643,9.0707,0.4276
50,6,1.4451,10.4824,-1.0851,11.3338,0.3515
50,7,1.3437,10.225,2.2879,9.9206,0.504
50,8,1.7529,9.9627,2.4537,10.2057,0.4581
50,9,1.64,9.9827,2.2087,9.2564,0.4404
50,10,1.8294,9.8422,8.4718,9.6027,0.4914
50,11,1.7644,10.3652,2.0535,10.1489,0.437
50,12,2.223,10.6361,3.0379,10.2417,0.3705
50,13,1.64,10.1805,2.8352,8.6682,0.4243
50,14,1.6578,10.11,2.2616,9.1648,0.4574
50,15,1.9519,9.9636,0.1052,9.7569,0.4103
51,1,0.3256,10.385,1.6823,10.263,0.7578
51,2,1.5149,10.2708,2.1228,10.1787,0.8425
51,3,2.0995,10.0969,2.7104,9.0854,0.78
51,4,2.5022,9.849,3.1807,9.6139,0.8169
51,5,2.3367,9.7794,-1.4583,9.6078,0.7869
51,6,2.3335,9.8085,-0.8504,10.8341,0.7845
51,7,2.4413,9.4525,1.9002,10.1348,0.7457
51,8,2.5148,10.2993,1.814,9.7769,0.7525
51,9,2.7456,9.7136,1.9775,9.5808,0.7601
51,10,2.9535,10.5475,8.6026,9.2809,0.7351
51,11,2.7109,9.828,1.9982,9.8497,0.878
51,12,3.2362,9.8784,3.2522,9.8928,0.7737
51,13,2.582,9.2755,2.1919,9.0864,0.8154
51,14,2.3634,9.1011,2.4741,8.9506,0.706
51,15,1.6267,9.7125,0.4026,9.0294,0.7853
52,1,-0.2093,8.1495,1.9549,9.8217,0.5638
52,2,0.0128,8.8679,1.977,10.0904,0.4714
52,3,1.048,8.5644,3.1644,10.2282,0.4929
52,4,1.074,8.8716,3.2335,9.715,0.562
52,5,0.9354,8.7176,-1.9386,9.8243,0.4834
52,6,0.7015,8.7414,-0.9798,11.2662,0.5576
52,7,0.7761,8.5785,1.8531,10.1062,0.5628
52,8,1.6263,8.3602,2.6864,10.3876,0.5587
52,9,2.0958,8.3741,2.093,9.1059,0.5732
52,10,2.6884,8.0601,9.1328,9.1699,0.5172
52,11,2.5698,8.2249,2.3696,9.6544,0.5586
52,12,2.3419,8.3982,2.6725,9.4377,0.608
52,13,2.1858,8.1538,2.5004,8.9112,0.4605
52,14,2.7203,8.1314,2.0128,8.8571,0.5797
52,15,2.3836,7.8574,0.7173,9.5092,0.5226
53,1,-0.186,10.4602,1.8682,10.2504,0.7522
53,2,0.5121,10.6405,1.6634,9.6765,0.8327
53,3,1.4479,10.0408,3.039,9.465,0.7777
53,4,1.7008,9.8863,2.6282,9.443,0.863
53,5,1.8337,10.1392,-1.742,9.1492,0.8511
53,6,1.9039,10.1557,-0.5739,10.492,0.8828
53,7,1.7086,10.1776,2.0241,9.8644,0.8874
53,8,2.4277,10.0498,2.3385,10.0611,0.8714
53,9,2.415,10.158,2.2345,9.0873,0.8641
53,10,2.069,10.4204,8.5118,8.6991,0.8515
53,11,2.4577,10.1833,2.4241,9.7995,0.9238
53,12,2.1392,10.0824,3.2793,9.7598,0.7473
53,13,1.68,10.1103,2.2971,9.2494,0.8139
53,14,2.1239,10.3998,2.5175,8.9456,0.8102
53,15,2.4761,10.4826,0.4617,8.9699,0.8402
54,1,0.319,13.1566,1.5138,10.4465,0.434
54,2,1.0369,12.8193,2.1622,10.2914,0.5535
54,3,2.3813,13.7595,3.2547,9.6417,0.529
54,4,2.8444,12.9469,3.167,9.4497,0.5009
54,5,3.3058,12.7171,-1.7116,9.8485,0.5469
54,6,3.1559,13.2442,-1.0355,11.0821,0.4533
54,7,3.7857,12.8576,2.3541,10.1795,0.5455
54,8,3.7984,12.8831,2.1322,10.2022,0.5635
54,9,3.8423,13.0314,2.1924,9.6962,0.4877
54,10,4.2317,12.8294,7.956,9.2576,0.5516
54,11,3.7371,12.562,2.0365,9.0764,0.5896
54,12,4.047,13.5235,3.5549,9.5039,0.4645
54,13,3.3659,12.8936,2.9387,9.0903,0.4321
54,14,3.9666,13.2149,2.1343,8.7116,0.5559
54,15,3.9367,13.0651,0.2673,9.3674,0.4533
55,1,1.1657,10.7919,1.4521,10.4095,0.3335
55,2,2.5651,10.8719,1.9723,10.338,0.3243
55,3,3.2916,11.107,2.819,9.4747,0.2319
55,4,3.4201,11.3769,3.6624,9.8849,0.3676
55,5,3.4604,10.6734,-1.5003,9.7982,0.3149
55,6,3.7164,11.1173,-0.4905,11.2187,0.3367
55,7,4.0602,11.1746,1.8917,10.1236,0.2398
55,8,3.897,10.662,2.1133,9.9862,0.3372
55,9,3.7993,10.5419,2.1563,9.26,0.3535
55,10,4.3721,11.139,8.4182,9.0206,0.2866
55,11,3.8156,11.5236,1.9002,10.065,0.201
55,12,3.7411,10.7327,2.8654,9.299,0.3301
55,13,3.792,11.1342,3.1151,9.3148,0.3424
55,14,3.7207,10.6642,2.6201,8.7008,0.2627
55,15,3.3494,10.7465,0.2442,9.3205,0.3269
56,1,0.771,12.234,2.0696,10.7228,0.6051
56,2,2.1279,11.5956,1.9563,10.0435,0.7217
56,3,2.7488,11.348,3.3888,9.6834,0.6853
56,4,2.6807,11.5458,3.3375,9.3199,0.7717
56,5,2.9115,11.4322,-1.6443,9.8482,0.6694
56,6,3.3928,11.7347,-0.945,11.2482,0.7164
56,7,3.6369,11.3217,2.0063,9.8065,0.6242
56,8,3.426,11.4502,2.2242,9.9187,0.7604
56,9,3.2259,11.6773,2.2677,9.2622,0.7171
56,10,4.078,12.0471,8.7097,9.0185,0.6595
56,11,4.4933,11.4362,1.917,9.6754,0.6156
56,12,4.275,11.4416,3.5206,9.8369,0.6252
56,13,4.4256,11.8467,2.8515,9.5931,0.7255
56,14,4.3242,11.4736,1.9788,8.6934,0.6843
56,15,4.3558,10.96,0.367,9.2647,0.6606
57,1,0.2182,12.2465,2.2061,10.773,0.513
57,2,1.1833,11.8617,2.2683,10.199,0.5257
57,3,1.6641,11.3593,3.5987,9.721,0.5704
57,4,1.9375,12.3091,2.2564,9.627,0.5623
57,5,2.4188,12.4832,-2.0215,9.9045,0.5854
57,6,1.8401,11.7651,-1.0955,11.1591,0.5889
57,7,1.2497,11.8035,2.146,10.1479,0.5336
57,8,2.0248,12.1223,1.6615,9.6345,0.426
57,9,2.7285,12.0039,1.9624,9.8501,0.5995
57,10,2.8836,11.5475,8.6951,8.7124,0.5561
57,11,3.4299,12.1533,2.1555,9.9289,0.6028
57,12,3.5714,11.8707,2.9888,9.8479,0.5275
57,13,3.1506,11.8803,2.7383,9.0938,0.6035
57,14,3.1346,11.7728,2.8024,8.6207,0.5694
57,15,2.4952,11.4759,0.5135,8.9008,0.6087
58,1,0.2369,11.7341,1.6462,10.2066,0.8028
58,2,0.8466,11.3476,2.3212,9.7542,0.6817
58,3,1.8584,11.5139,3.1413,9.9476,0.7768
58,4,2.349,11.6015,3.0481,9.785,0.7928
58,5,2.5163,11.518,-2.0532,9.2394,0.7625
58,6,2.8199,11.832,-0.9142,11.2523,0.705
58,7,2.9409,11.6471,1.8476,10.0744,0.7497
58,8,3.1341,11.6831,2.0162,10.9563,0.7884
58,9,2.9605,11.6923,2.3322,9.5888,0.7305
58,10,3.6914,11.6345,7.7543,9.2606,0.7048
58,11,3.4995,11.6646,1.7851,9.7269,0.6769
58,12,2.928,11.746,3.5585,9.5368,0.7309
58,13,3.1067,11.8692,3.0637,9.3839,0.7293
58,14,2.8154,12.1401,2.2173,8.9191,0.6749
58,15,2.6567,11.6881,0.7006,9.1404,0.7174
59,1,0.3887,10.8267,1.5159,10.5961,0.3119
59,2,1.1423,10.644,2.2368,9.6947,0.3879
59,3,1.6914,10.3666,3.4749,10.1137,0.3762
59,4,2.3138,10.6361,3.1134,8.9359,0.4145
59,5,2.5396,10.8032,-2.0839,8.7199,0.3894
59,6,2.7667,9.9353,-1.1692,11.6568,0.3601
59,7,2.7234,10.2473,1.403,9.8455,0.3621
59,8,3.0161,10.4081,2.1069,10.1947,0.3122
59,9,2.9363,9.8576,1.415,9.6551,0.4008
59,10,3.0576,10.0238,8.4931,9.1186,0.2956
59,11,2.5396,10.6382,2.57,9.6161,0.4132
59,12,3.2239,10.6403,3.0299,9.8662,0.363
59,13,3.1404,10.1801,3.0963,9.1513,0.3675
59,14,3.1311,10.1888,2.2986,8.8587,0.3875
59,15,2.7101,10.6819,0.6465,8.9021,0.4188
60,1,0.536,10.9575,1.575,10.1519,0.3808
60,2,2.131,10.6877,2.1443,10.1987,0.3062
60,3,2.941,11.0889,2.5126,9.7158,0.2852
60,4,3.61,10.1422,3.8723,9.7913,0.3207
60,5,3.4951,11.6327,-1.4941,9.9576,0.3198
60,6,3.3821,10.7869,-1.1235,10.6241,0.2458
60,7,3.3025,10.4242,2.0873,9.8857,0.3206
60,8,3.389,11.8527,2.4356,9.8664,0.3249
60,9,3.752,10.6253,1.6281,9.5631,0.2792
60,10,4.3021,11.2277,9.1176,8.9417,0.3371
60,11,4.2292,10.7874,1.9102,10.2248,0.3247
60,12,3.7153,10.683,2.9053,9.6032,0.3071
60,13,3.9053,10.9267,2.4015,8.8991,0.3468
60,14,4.0014,10.812,1.9975,8.5693,0.2946
60,15,3.5685,11.2081,0.2205,8.8713,0.3267
61,1,-0.065,12.0353,1.334,10.4429,0.7772
61,2,1.3361,12.3932,2.5094,10.4922,0.7393
61,3,2.1146,12.4122,3.3003,9.7243,0.7016
61,4,2.8802,11.6007,3.0646,9.9609,0.6145
61,5,3.0695,12.3246,-1.8933,9.8359,0.7242
61,6,2.8649,12.2827,-1.2957,11.0064,0.7138
61,7,2.4588,11.7695,2.5545,10.2086,0.6871
61,8,2.84,11.8722,2.1579,10.3118,0.7867
61,9,3.1912,12.2788,2.1282,9.0166,0.7143
61,10,3.3538,11.9725,8.8564,9.1018,0.6726
61,11,3.4893,12.0806,1.9451,9.6712,0.6771
61,12,3.001,11.8996,3.707,10.2327,0.72
61,13,2.9273,11.3621,2.4664,8.823,0.793
61,14,2.9679,12.1048,1.6367,8.5181,0.7684
61,15,2.8578,11.9438,0.5389,9.7081,0.713
62,1,0.5432,13.7931,1.6811,10.5495,0.2522
62,2,1.6687,13.8016,3.0554,10.2355,0.2427
62,3,2.0302,13.4521,2.6274,9.7756,0.3217
62,4,3.1866,13.9027,3.2539,9.4117,0.278
62,5,2.9872,13.8082,-1.7527,9.6016,0.2889
62,6,2.9926,12.9567,-0.263,10.8768,0.305
62,7,2.793,13.3676,1.9743,9.4168,0.399
62,8,2.6633,13.2786,1.8955,10.6262,0.2858
62,9,3.7599,13.9645,2.2494,9.5949,0.3209
62,10,4.1902,14.2437,8.4994,9.6846,0.3043
62,11,4.1825,13.0805,2.0907,9.498,0.3265
62,12,4.1241,12.9658,3.2645,10.1106,0.2758
62,13,3.5954,13.6935,3.0105,9.1538,0.2243
62,14,3.4976,13.801,2.3086,8.836,0.2639
62,15,3.3754,13.9022,0.2689,8.815,0.3223
63,1,-0.39,12.4981,1.3619,10.3136,0.6274
63,2,0.8697,12.4716,2.1518,10.0055,0.6488
63,3,1.28,12.8548,2.868,9.9154,0.6011
63,4,1.9029,12.6983,3.805,9.6269,0.6222
63,5,2.4099,12.1973,-2.3016,9.4612,0.5273
63,6,2.0565,12.3768,-0.9794,11.097,0.5408
63,7,2.2672,12.4318,2.3387,10.0471,0.6093
63,8,2.0459,12.5314,2.0881,9.9308,0.5992
63,9,1.7944,12.4357,1.8859,10.1952,0.5949
63,10,1.9332,12.3711,8.8613,9.6994,0.5674
63,11,2.1416,12.6564,1.7276,9.611,0.584
63,12,2.3952,12.6181,3.066,9.6919,0.5962
63,13,2.6188,12.4407,3.0388,9.4883,0.6165
63,14,2.3222,11.9367,2.3179,9.0214,0.6334
63,15,2.151,12.2137,0.1972,9.3782,0.6486
64,1,-0.1538,10.1218,1.9396,10.4772,0.6951
64,2,0.7048,10.3407,1.9628,9.7323,0.5808
64,3,0.6854,11.0607,3.1109,9.5356,0.595
64,4,1.0538,10.1576,3.1124,9.8704,0.63
64,5,0.7882,10.14,-1.9852,9.3345,0.5969
64,6,0.6508,10.0608,-1.1742,10.9952,0.6714
64,7,0.9425,9.6293,1.9926,9.9013,0.5923
64,8,1.2008,10.125,2.1378,10.5519,0.4836
64,9,1.4454,10.2494,1.7547,9.9527,0.5496
64,10,2.262,10.352,8.5281,8.6434,0.5599
64,11,1.9312,10.0842,1.8879,10.0196,0.5648
64,12,2.3272,10.2301,3.5024,10.4886,0.6227
64,13,1.8297,10.0334,2.6002,9.2539,0.5867
64,14,1.9424,10.1326,2.4226,8.9856,0.6066
64,15,1.8046,10.0331,0.2153,8.8576,0.6706
65,1,0.4394,8.2848,1.5869,10.5042,1.0704
65,2,1.5975,9.1491,2.2734,9.6763,1.0275
65,3,2.4822,9.2273,2.7468,10.2354,1.0493
65,4,2.9929,8.5762,2.8549,9.8572,1.0731
65,5,2.8977,8.6028,-1.9353,9.2053,1.0813
65,6,2.4879,8.3171,-1.0372,10.6902,0.9662
65,7,3.2365,8.2667,1.9063,9.675,0.959
65,8,3.4991,8.9826,1.7939,10.3215,1.0612
65,9,3.4853,8.3612,2.3577,9.269,0.9736
65,10,3.5532,8.994,9.4818,8.8375,1.0753
65,11,3.3385,8.8418,1.7006,9.3631,1.0016
65,12,3.7153,8.4145,3.4688,10.0821,1.0703
