firm_id,year,investment,value,capital,sales,sector
24,2003,2.6763,5.3919,5.4859,4.5123,Technology
24,2004,2.9909,5.4979,5.2185,7.0524,Technology
24,2005,3.245,6.1988,5.6044,5.3336,Technology
24,2006,2.8605,5.6432,5.4352,6.7052,Technology
24,2007,2.5477,4.4883,4.3339,4.8105,Technology
24,2008,2.9282,4.7503,5.1425,6.4512,Technology
24,2009,2.4844,5.3178,5.3612,4.5384,Technology
24,2010,2.2935,3.6567,4.708,8.1317,Technology
24,2011,3.3463,6.494,5.5142,4.938,Technology
24,2012,2.3808,5.433,4.6721,7.19,Technology
24,2013,1.4261,5.1122,4.9624,3.7234,Technology
24,2014,2.6498,6.7887,5.8183,7.4061,Technology
24,2015,1.7672,4.8198,4.9282,4.2605,Technology
24,2016,2.9152,4.7264,5.5113,6.4701,Technology
24,2017,2.2576,4.2731,4.5803,7.8418,Technology
24,2018,2.9202,5.5146,6.1143,5.64,Technology
24,2019,2.14,5.4627,5.1599,4.1475,Technology
25,2000,2.4795,4.0006,4.5717,6.8943,Healthcare
25,2001,2.0758,4.7335,4.6052,4.4862,Healthcare
25,2002,2.478,4.0106,4.7766,5.2724,Healthcare
25,2003,2.4267,3.9427,3.9259,6.4778,Healthcare
25,2004,2.6761,2.4052,4.5314,8.4492,Healthcare
25,2005,2.8757,4.6536,4.2701,6.0478,Healthcare
25,2006,1.8877,2.4467,3.8578,6.0411,Healthcare
25,2007,2.1981,4.3058,4.9284,7.3275,Healthcare
25,2008,3.1263,4.081,4.3927,6.0907,Healthcare
25,2009,3.5031,6.5778,4.6306,7.144,Healthcare
25,2010,2.77,3.4776,4.6055,7.9414,Healthcare
25,2011,3.2237,3.8582,4.3996,5.4101,Healthcare
25,2012,2.4375,4.4277,5.3236,0.105,Healthcare
25,2013,2.6188,4.1298,4.5147,4.5277,Healthcare
25,2014,3.698,7.0539,3.9104,8.1756,Healthcare
25,2015,2.322,3.2921,4.3734,5.9392,Healthcare
25,2016,2.779,4.4309,4.7335,5.3896,Healthcare
25,2017,3.5918,5.4981,4.7466,8.1002,Healthcare
25,2018,4.0191,6.3218,4.0985,5.8176,Healthcare
25,2019,3.4562,4.4296,4.9054,2.2334,Healthcare
26,2000,2.0684,2.1229,3.685,3.2905,Energy
26,2001,2.3942,4.7748,4.8478,6.7536,Energy
26,2002,3.3428,7.028,3.8624,5.8796,Energy
26,2003,4.7412,5.4233,4.2997,8.6184,Energy
26,2004,3.6867,5.3546,4.816,4.6801,Energy
26,2005,2.9945,3.4055,4.438,5.4429,Energy
26,2006,2.5524,3.2515,4.7169,4.4079,Energy
26,2007,2.6564,5.0271,4.6376,5.0629,Energy
26,2008,3.1229,2.8604,4.9047,2.5946,Energy
26,2009,3.2547,6.172,4.8151,5.3058,Energy
26,2010,3.2672,3.73,4.2087,5.9066,Energy
26,2011,2.6862,4.963,4.6434,5.7546,Energy
26,2012,2.8358,2.1713,3.7796,9.8692,Energy
26,2013,4.1435,4.4093,4.367,9.3003,Energy
26,2014,2.5381,3.2212,4.7176,4.6484,Energy
26,2015,1.5636,1.5171,4.4437,2.3209,Energy
26,2016,3.5919,5.8128,4.5688,5.8214,Energy
26,2017,3.4889,7.4617,4.3049,6.6777,Energy
26,2018,2.938,6.6942,4.8418,4.4511,Energy
26,2019,3.7723,6.0225,4.358,4.5402,Energy
27,2000,2.3221,4.3788,4.2145,8.8486,Manufacturing
27,2001,3.0468,6.2088,4.7553,5.5364,Manufacturing
27,2002,3.5058,6.8358,3.8386,7.1921,Manufacturing
27,2003,2.7793,5.2052,4.6011,4.3254,Manufacturing
27,2004,0.8873,3.2235,3.9837,5.8975,Manufacturing
27,2005,1.7673,4.2509,4.9119,5.3946,Manufacturing
27,2006,3.1613,7.554,4.2963,4.7843,Manufacturing
27,2007,2.8951,4.8879,4.4547,8.0795,Manufacturing
27,2008,1.6161,0.0129,4.5657,3.5,Manufacturing
27,2009,1.1414,2.7966,3.6288,6.5401,Manufacturing
27,2010,2.5747,4.3633,4.1405,5.3608,Manufacturing
27,2011,3.1773,6.5537,4.8181,6.7467,Manufacturing
27,2012,1.3637,4.5903,4.7478,5.3852,Manufacturing
27,2013,2.7869,6.5816,4.5139,7.5609,Manufacturing
27,2014,1.8624,4.2108,3.8609,4.3085,Manufacturing
27,2015,0.9528,2.0536,4.6349,8.0836,Manufacturing
27,2016,1.1207,4.2627,4.6861,5.9482,Manufacturing
27,2017,1.2492,5.5174,4.4195,3.6087,Manufacturing
27,2018,2.8585,5.3929,4.89,7.2244,Manufacturing
27,2019,1.4141,3.1173,4.1273,5.6421,Manufacturing
28,2000,2.9268,4.4732,4.8883,2.9259,Manufacturing
28,2001,4.703,9.027,4.0984,6.5984,Manufacturing
28,2002,2.975,3.1501,5.4602,7.8119,Manufacturing
28,2003,4.3371,5.9911,5.2178,8.3078,Manufacturing
28,2004,1.8063,1.855,4.4195,5.319,Manufacturing
28,2005,4.7778,6.2957,4.3888,6.2616,Manufacturing
28,2006,4.2851,3.6615,4.7432,6.091,Manufacturing
28,2007,3.3803,5.6031,5.4097,8.6816,Manufacturing
28,2008,2.8381,3.0627,4.9721,4.5411,Manufacturing
28,2009,3.6357,5.4363,4.7704,5.1636,Manufacturing
28,2010,3.0947,3.637,4.6898,4.4975,Manufacturing
28,2011,3.6003,3.9274,4.6719,3.3915,Manufacturing
28,2012,3.7747,5.663,4.3188,6.446,Manufacturing
28,2013,3.9947,4.3544,4.6093,8.8823,Manufacturing
28,2014,5.4182,5.5706,4.664,5.6427,Manufacturing
28,2015,3.5717,4.7137,5.3653,4.4126,Manufacturing
28,2016,4.8474,5.1012,5.026,6.3363,Manufacturing
28,2017,4.441,5.6676,4.762,7.0604,Manufacturing
28,2018,3.6049,4.475,6.0162,5.7185,Manufacturing
28,2019,3.4139,3.5059,4.8267,8.5264,Manufacturing
29,2000,2.2694,4.2015,4.6049,4.5377,Finance
29,2001,2.6653,6.7927,4.7865,5.4835,Finance
29,2002,2.2132,5.1743,3.51,6.5328,Finance
29,2003,2.1588,3.7327,4.1676,6.7073,Finance
29,2004,2.9372,5.6023,3.931,6.085,Finance
29,2005,3.3692,5.7025,3.8985,3.6988,Finance
29,2006,3.3057,5.78,4.3602,10.2084,Finance
29,2007,2.3157,3.5332,3.8889,5.5753,Finance
29,2008,1.5076,3.9764,3.9396,6.1985,Finance
29,2009,3.0172,3.9848,4.0708,7.1102,Finance
29,2010,1.4136,4.459,3.9887,4.8543,Finance
29,2011,3.2017,5.8084,3.6686,6.1025,Finance
29,2012,2.6122,5.4443,4.4564,4.7811,Finance
29,2013,2.9431,5.5628,4.5574,6.748,Finance
29,2014,3.0506,7.031,4.2755,5.5032,Finance
29,2015,2.3403,6.0333,3.9874,6.4837,Finance
29,2016,1.6116,4.7873,3.8559,4.1162,Finance
29,2017,2.2439,3.2242,3.8566,4.508,Finance
29,2018,2.1429,3.9282,5.081,3.5427,Finance
29,2019,2.2501,4.6074,4.5132,4.721,Finance
30,2000,3.2102,6.2437,4.7856,1.3677,Technology
30,2001,3.3461,4.959,5.1875,5.4472,Technology
30,2002,2.5125,4.0157,4.9766,5.0384,Technology
30,2003,4.3656,3.9007,5.3552,6.2716,Technology
30,2004,3.7721,4.8956,5.339,6.0803,Technology
30,2005,4.2676,6.335,5.5551,8.2627,Technology
30,2006,4.469,7.3865,4.7814,10.6698,Technology
30,2007,4.0768,4.6913,5.1635,8.0476,Technology
30,2008,2.7013,4.9329,4.4222,5.1844,Technology
30,2009,2.1615,3.1791,4.6187,5.1119,Technology
30,2010,5.402,7.9088,5.4753,7.5636,Technology
30,2011,2.2318,2.8985,4.7414,2.97,Technology
30,2012,3.3707,6.7575,4.7853,5.4326,Technology
30,2013,3.1509,4.452,5.1183,5.5713,Technology
30,2014,3.7461,4.101,5.3995,7.0514,Technology
30,2015,3.2695,3.335,4.6973,7.105,Technology
30,2016,4.4696,8.6151,3.7293,4.6598,Technology
30,2017,2.6709,5.3322,4.7736,5.2541,Technology
30,2018,4.0782,5.0319,5.6039,6.8012,Technology
30,2019,3.4987,6.3301,5.2589,4.5619,Technology
31,2000,3.4201,4.0238,5.866,8.171,Energy
31,2001,3.9164,5.0028,4.8837,7.0965,Energy
31,2002,3.5287,5.0845,4.6807,6.3087,Energy
31,2003,3.3245,4.2318,5.5215,6.7037,Energy
31,2004,2.6778,6.7995,5.4325,5.1596,Energy
31,2005,2.9711,4.672,5.4587,4.8727,Energy
31,2006,2.1056,2.6703,5.7097,5.2355,Energy
31,2007,3.6254,4.5478,5.5051,6.8999,Energy
31,2008,3.9312,5.3738,5.4987,6.3618,Energy
31,2009,2.6268,3.6598,5.6225,5.2391,Energy
31,2010,2.7794,3.7781,5.5374,7.3492,Energy
31,2011,3.7908,4.1806,5.6794,5.6869,Energy
31,2012,3.3783,6.8319,5.7399,4.752,Energy
31,2013,2.6116,4.2693,5.9491,6.4578,Energy
31,2014,3.1382,7.1437,5.0768,4.1765,Energy
31,2015,2.2655,4.0776,5.5287,2.963,Energy
31,2016,2.9214,5.4875,5.1883,5.9908,Energy
31,2017,3.2146,4.3306,5.003,4.8167,Energy
31,2018,2.3535,6.1311,5.0606,5.5425,Energy
31,2019,2.0709,3.3226,5.5344,4.2599,Energy
32,2000,5.3154,6.1143,4.3936,8.1761,Healthcare
32,2001,4.6548,5.1708,4.3865,4.8093,Healthcare
32,2002,5.0682,4.04,4.136,5.2224,Healthcare
32,2003,5.4451,4.7507,4.2277,6.6802,Healthcare
32,2004,4.2286,7.3008,4.5534,3.5221,Healthcare
32,2005,3.2422,5.2068,3.6305,3.389,Healthcare
32,2006,4.4461,3.9459,4.2361,6.6857,Healthcare
32,2007,3.6533,3.193,4.2623,5.1991,Healthcare
32,2008,4.0932,5.7581,4.5276,4.3773,Healthcare
32,2009,4.796,5.2938,3.6862,7.0861,Healthcare
32,2010,4.9735,6.0425,4.8243,4.5385,Healthcare
32,2011,3.5105,2.8067,4.3117,5.5059,Healthcare
32,2012,3.5848,3.2416,4.3329,4.387,Healthcare
32,2013,4.8299,6.7203,4.0657,6.5462,Healthcare
32,2014,4.991,5.497,4.4415,8.3977,Healthcare
32,2015,4.6571,5.8001,4.2455,2.6501,Healthcare
32,2016,3.7999,3.556,4.7099,6.2028,Healthcare
32,2017,3.9991,3.5285,3.6497,7.5419,Healthcare
32,2018,4.7916,6.4869,4.2965,5.2413,Healthcare
32,2019,4.8362,6.5576,4.3897,3.9641,Healthcare
33,2000,2.6658,3.3675,3.6846,6.7577,Technology
33,2001,3.6023,3.0809,3.5973,7.803,Technology
33,2002,3.3674,4.8371,3.614,7.6029,Technology
33,2003,2.9698,3.801,3.829,6.6586,Technology
33,2004,2.298,3.7697,3.0352,6.1762,Technology
33,2005,1.7002,3.1229,4.1452,4.3818,Technology
33,2006,2.6391,4.2973,3.5671,7.5574,Technology
33,2007,2.2729,3.268,3.8103,7.4579,Technology
33,2008,2.3441,3.3569,3.906,3.9515,Technology
33,2009,2.2838,5.4476,3.5488,6.6561,Technology
33,2010,3.356,4.9172,3.7067,7.1751,Technology
33,2011,3.1537,5.7273,2.9451,7.5878,Technology
33,2012,2.5817,2.5264,4.052,5.865,Technology
33,2013,2.4161,5.0148,4.1912,4.4564,Technology
33,2014,3.1305,8.1135,3.0788,5.0962,Technology
33,2015,2.2434,4.4416,3.5966,4.187,Technology
33,2016,2.9624,6.2371,3.2672,5.9081,Technology
33,2017,3.6083,6.224,3.6881,5.5556,Technology
33,2018,4.3376,6.2978,4.0186,9.8611,Technology
33,2019,4.2668,5.25,4.1541,7.6104,Technology
34,2000,2.6072,5.8491,4.5384,7.7452,Healthcare
34,2001,1.1215,6.0485,4.6138,6.8484,Healthcare
34,2002,2.2129,5.9532,4.0007,5.3388,Healthcare
34,2003,1.695,3.3239,3.6308,5.5043,Healthcare
34,2004,1.7788,2.4389,4.0438,5.669,Healthcare
34,2005,1.8028,2.6696,4.3429,6.3388,Healthcare
34,2006,1.8858,4.5948,3.5987,6.7005,Healthcare
34,2007,3.506,5.8909,4.7537,6.0013,Healthcare
34,2008,1.2282,3.3434,4.4488,5.4769,Healthcare
34,2009,2.3502,6.386,4.007,4.9306,Healthcare
34,2010,1.0498,4.2466,3.8053,3.4932,Healthcare
34,2011,2.3297,4.2609,3.822,8.3101,Healthcare
34,2012,3.2683,3.7458,4.1193,9.97,Healthcare
34,2013,1.6355,2.1728,3.9979,8.1588,Healthcare
34,2014,2.0205,5.344,4.4698,3.7337,Healthcare
34,2015,2.3564,7.569,3.9524,7.4166,Healthcare
34,2016,2.3938,4.906,4.2918,7.8428,Healthcare
34,2017,1.8799,2.2241,4.0781,5.2738,Healthcare
34,2018,2.6283,6.1705,4.1975,6.8801,Healthcare
34,2019,1.217,2.5628,3.9976,5.1787,Healthcare
35,2000,4.7203,3.1864,5.3512,8.7521,Finance
35,2001,4.1345,4.6425,5.3571,6.6577,Finance
35,2002,4.7325,5.1843,5.2521,4.3491,Finance
35,2003,3.3753,3.487,5.3111,7.2057,Finance
35,2004,4.6665,4.584,4.6903,7.9058,Finance
35,2005,5.4664,6.0727,5.1974,6.3566,Finance
35,2006,5.3589,6.2783,5.5678,6.863,Finance
35,2007,3.8921,6.8772,5.2646,5.8744,Finance
35,2008,4.3935,7.8641,4.6558,3.9583,Finance
35,2009,4.4406,6.2148,5.0482,5.7269,Finance
35,2010,4.8207,4.6749,5.2181,6.9415,Finance
35,2011,3.8678,6.289,4.7651,5.7696,Finance
35,2012,4.0502,5.7001,4.5248,7.4414,Finance
35,2013,3.5362,5.7596,4.9416,5.2941,Finance
35,2014,3.7615,5.2658,4.7718,5.4121,Finance
35,2015,3.4291,3.6319,5.0624,7.496,Finance
35,2016,4.511,3.4579,4.4315,6.3993,Finance
35,2017,3.8087,4.8543,5.294,5.2589,Finance
35,2018,4.8829,5.2234,4.8142,7.8608,Finance
35,2019,3.839,3.9808,5.4664,4.7603,Finance
36,2000,2.3344,5.635,4.4632,4.6915,Finance
36,2001,2.235,8.1211,4.5638,0.907,Finance
36,2002,1.797,2.3835,4.5048,5.0029,Finance
36,2003,2.9978,5.8734,4.2987,8.3557,Finance
36,2004,2.0173,4.901,5.5629,2.2699,Finance
36,2005,1.9697,5.676,4.3756,4.2865,Finance
36,2006,2.152,4.3539,4.9834,6.7903,Finance
36,2007,1.8954,4.7809,4.1365,1.9592,Finance
36,2008,2.4255,5.1943,4.7228,5.0807,Finance
36,2009,2.6327,4.5475,4.7655,8.0536,Finance
36,2010,1.8487,2.7192,4.5643,9.6774,Finance
36,2011,3.2598,4.6491,4.3456,6.5224,Finance
36,2012,1.2119,2.8753,4.4687,4.3324,Finance
36,2013,2.3476,5.9798,4.4127,4.2718,Finance
36,2014,1.6586,2.2017,5.5348,6.2608,Finance
36,2015,3.8746,6.543,4.5649,6.5057,Finance
36,2016,2.9518,5.6443,4.7839,9.3443,Finance
36,2017,2.7688,5.6501,5.2866,7.7474,Finance
36,2018,1.3981,1.7535,4.2235,6.1514,Finance
36,2019,1.7782,4.5071,4.589,5.3966,Finance
37,2000,5.0865,6.7303,4.8964,11.4265,Manufacturing
37,2001,4.8338,4.2221,4.9696,7.1279,Manufacturing
37,2002,3.189,3.3829,4.9325,4.7962,Manufacturing
37,2003,3.445,4.045,4.7113,5.5957,Manufacturing
37,2004,3.1082,4.8976,5.0822,4.4206,Manufacturing
37,2005,3.4564,3.7229,4.579,1.6718,Manufacturing
37,2006,5.4074,6.8507,5.3996,6.5628,Manufacturing
37,2007,4.6475,4.903,5.2534,9.2084,Manufacturing
37,2008,3.3163,4.1666,4.8067,3.065,Manufacturing
37,2009,2.9955,3.048,4.8261,6.0995,Manufacturing
37,2010,3.964,5.7267,5.1143,4.7276,Manufacturing
37,2011,3.5862,5.6925,4.6846,6.9387,Manufacturing
37,2012,2.898,3.8117,5.7289,5.6898,Manufacturing
37,2013,1.6305,1.6455,5.1472,3.5519,Manufacturing
37,2014,3.8759,5.6161,5.1614,4.234,Manufacturing
37,2015,2.7762,4.7198,5.2766,4.5055,Manufacturing
37,2016,3.9371,5.5041,4.7723,8.4198,Manufacturing
37,2017,5.0055,7.9358,5.4397,8.3279,Manufacturing
37,2018,4.1298,4.9598,5.0499,5.4396,Manufacturing
37,2019,3.6063,4.2292,5.3841,8.21,Manufacturing
38,2000,2.4152,3.279,5.8312,5.6883,Energy
38,2001,2.7836,4.5314,6.4373,5.412,Energy
38,2002,2.0216,5.2409,6.0709,6.1028,Energy
38,2003,3.2743,5.08,6.7834,6.5127,Energy
38,2004,2.8917,7.5852,5.7625,5.0002,Energy
38,2005,2.4348,5.7486,5.9922,6.0394,Energy
38,2006,2.3672,4.7978,5.4977,7.4172,Energy
38,2007,2.1104,3.9402,5.6986,6.2332,Energy
38,2008,2.411,5.4,6.1578,6.077,Energy
38,2009,1.8332,3.6395,6.3621,6.8895,Energy
38,2010,2.5599,5.2697,7.0964,7.2001,Energy
38,2011,2.7016,5.7311,5.8717,5.8873,Energy
38,2012,2.0571,4.6753,5.5371,5.1465,Energy
38,2013,2.5288,4.0546,6.2117,6.3406,Energy
38,2014,0.9596,1.7221,5.4592,3.1309,Energy
38,2015,2.979,6.7158,6.1361,5.6214,Energy
38,2016,2.2078,5.605,5.7094,1.5512,Energy
38,2017,2.9038,5.6414,5.995,2.9836,Energy
38,2018,2.0586,2.658,6.3468,2.7129,Energy
38,2019,4.0025,7.0698,5.8661,7.8852,Energy
39,2000,2.6341,4.3022,5.0579,6.0252,Healthcare
39,2001,2.9717,4.5668,5.034,3.7283,Healthcare
39,2002,2.051,3.3961,3.939,6.8839,Healthcare
39,2003,1.8833,2.3196,4.3241,7.7796,Healthcare
39,2004,3.9849,6.736,4.06,6.9153,Healthcare
39,2005,1.655,6.9299,5.4855,5.6603,Healthcare
39,2006,2.2027,4.7517,4.6426,6.4185,Healthcare
39,2007,3.0362,3.9809,5.3971,7.6227,Healthcare
39,2008,2.393,4.4344,4.0316,5.1554,Healthcare
39,2009,3.4176,4.4756,4.4557,6.0538,Healthcare
39,2010,1.8382,3.2002,5.005,5.5371,Healthcare
39,2011,1.5616,4.5616,4.7565,3.0959,Healthcare
39,2012,2.5228,5.2297,4.8979,7.6498,Healthcare
39,2013,3.4022,6.5272,4.1832,9.7031,Healthcare
39,2014,3.0213,5.0214,5.2355,4.4272,Healthcare
39,2015,2.7596,2.6355,4.9956,7.7328,Healthcare
39,2016,2.2657,5.5303,4.8454,4.4844,Healthcare
39,2017,2.3222,4.6161,4.4105,6.239,Healthcare
39,2018,3.0738,7.0556,4.8143,8.7144,Healthcare
39,2019,2.5556,7.1442,4.5682,5.0632,Healthcare
40,2000,4.18,7.1967,3.1927,5.9736,Technology
40,2001,3.1919,4.1576,3.8327,2.7573,Technology
40,2002,3.4888,7.9848,3.7902,4.8044,Technology
40,2003,2.9836,5.5264,4.2778,2.5687,Technology
40,2004,3.6814,7.4396,2.9591,6.7725,Technology
40,2005,3.583,4.2461,3.9469,7.4969,Technology
40,2006,2.653,4.5521,3.3906,5.6011,Technology
40,2007,2.3967,5.411,3.9805,6.5146,Technology
40,2008,3.6461,5.2278,4.0026,5.4137,Technology
40,2009,3.7398,6.8822,3.8181,7.333,Technology
40,2010,3.0293,4.6518,4.1758,6.233,Technology
40,2011,3.24,6.7469,3.3545,2.4258,Technology
40,2012,3.9822,6.0984,4.2959,7.692,Technology
40,2013,3.1041,4.6799,3.5696,5.2988,Technology
40,2014,2.1462,5.982,3.2305,3.7133,Technology
40,2015,3.0588,4.2901,3.7439,5.2099,Technology
40,2016,2.5558,8.5253,3.0148,2.5763,Technology
40,2017,2.0026,1.0035,3.9545,3.7502,Technology
40,2018,4.0138,6.0094,3.7492,6.2573,Technology
40,2019,1.8155,2.3531,4.3463,6.4081,Technology
41,2000,4.5111,4.6615,5.6055,6.5516,Finance
41,2001,4.6933,4.8716,4.7891,6.0058,Finance
41,2002,4.5135,7.2615,5.0106,4.7528,Finance
41,2003,4.366,3.9618,5.5542,5.902,Finance
41,2004,3.4594,6.962,5.6848,5.213,Finance
41,2005,3.9912,3.2318,5.8349,3.0736,Finance
41,2006,4.8233,7.02,5.8317,4.6097,Finance
41,2007,4.2044,4.2885,5.3101,7.6012,Finance
41,2008,5.2967,5.1102,5.491,8.8589,Finance
41,2009,5.3068,4.4954,5.8654,7.1723,Finance
41,2010,5.5262,6.9235,5.2246,8.7787,Finance
41,2011,5.661,6.6316,5.4978,6.1537,Finance
41,2012,4.181,5.6653,5.2152,9.1363,Finance
41,2013,4.639,3.2722,5.1256,9.6981,Finance
41,2014,3.4618,3.9275,5.3653,2.8798,Finance
41,2015,3.4616,3.4571,5.0709,6.3987,Finance
41,2016,2.3506,1.6278,5.2936,6.1556,Finance
41,2017,4.9899,6.892,4.932,5.2366,Finance
41,2018,4.7215,4.5083,5.2699,6.8854,Finance
41,2019,4.8794,4.4923,5.5253,6.074,Finance
42,2000,4.4735,7.2442,4.3056,4.6762,Manufacturing
42,2001,2.8511,4.286,4.5448,5.9521,Manufacturing
42,2002,4.0612,3.7393,4.5968,8.1683,Manufacturing
42,2003,4.1402,4.6629,4.7221,6.3286,Manufacturing
42,2004,2.9765,3.301,4.4877,7.1285,Manufacturing
42,2005,3.6389,5.5165,4.9754,5.5013,Manufacturing
42,2006,2.7764,4.4395,3.7007,6.8137,Manufacturing
42,2007,3.8783,4.2391,5.7162,3.8234,Manufacturing
42,2008,2.2299,4.1091,4.1926,5.1005,Manufacturing
42,2009,3.6819,4.8407,4.7024,5.8152,Manufacturing
42,2010,2.7771,5.1252,4.1657,3.7026,Manufacturing
42,2011,2.4971,4.22,4.7988,4.5056,Manufacturing
42,2012,2.4655,4.4619,4.6517,6.5636,Manufacturing
42,2013,3.2962,4.8777,4.2808,6.2337,Manufacturing
42,2014,3.0468,4.7264,4.9703,7.4515,Manufacturing
42,2015,3.3246,5.0466,4.4755,4.9191,Manufacturing
42,2016,4.0971,3.985,4.76,6.1037,Manufacturing
42,2017,3.7547,6.5069,4.1742,4.7906,Manufacturing
42,2018,4.688,5.1452,4.5287,7.271,Manufacturing
42,2019,3.2215,4.2442,5.3425,8.1433,Manufacturing
43,2000,3.2785,5.5166,5.5831,6.87,Manufacturing
43,2001,3.3206,4.8884,5.321,7.9101,Manufacturing
43,2002,2.7165,2.3993,5.0184,6.0585,Manufacturing
43,2003,5.2943,5.5114,5.225,7.4501,Manufacturing
43,2004,2.3028,3.4707,5.277,6.1358,Manufacturing
43,2005,4.046,6.4016,5.3776,4.1551,Manufacturing
43,2006,3.0782,4.6374,4.7673,6.4441,Manufacturing
43,2007,3.5803,6.1701,5.4653,4.2085,Manufacturing
43,2008,3.1882,4.0547,4.7621,10.2104,Manufacturing
43,2009,4.0678,5.1049,5.8504,5.3986,Manufacturing
43,2010,4.1915,6.8154,4.8893,7.1611,Manufacturing
43,2011,3.9995,4.5965,5.3166,5.9777,Manufacturing
43,2012,3.1256,4.1138,5.6,3.7795,Manufacturing
43,2013,2.3526,5.9826,5.097,2.5827,Manufacturing
43,2014,4.6203,5.9535,5.3342,7.3482,Manufacturing
43,2015,2.8362,4.1769,5.772,8.7888,Manufacturing
43,2016,1.5748,2.0218,5.4237,4.6774,Manufacturing
43,2017,2.4045,4.085,5.3402,3.018,Manufacturing
43,2018,3.1868,6.016,4.524,5.4147,Manufacturing
43,2019,3.578,3.8374,4.8245,4.3132,Manufacturing
44,2000,3.3033,4.9836,5.7717,4.8294,Healthcare
44,2001,4.0238,4.0138,5.5809,7.0987,Healthcare
44,2002,2.3763,2.1017,5.6415,5.9092,Healthcare
44,2003,3.1673,3.9868,5.6071,4.5069,Healthcare
44,2004,4.2876,6.0097,5.8689,7.0593,Healthcare
44,2005,2.9262,1.4446,5.2484,7.2004,Healthcare
44,2006,3.2852,5.3783,5.4012,5.3933,Healthcare
44,2007,2.7179,3.2209,4.9415,6.2482,Healthcare
44,2008,3.6486,5.9127,4.8417,6.9369,Healthcare
44,2009,2.9644,6.0715,4.6955,6.767,Healthcare
44,2010,3.3064,4.7421,4.9989,6.0731,Healthcare
44,2011,3.7284,4.7455,5.974,8.5787,Healthcare
44,2012,3.4459,3.7905,4.7319,7.0488,Healthcare
44,2013,2.7798,2.9816,5.2315,5.1888,Healthcare
44,2014,4.6944,7.5471,4.8357,5.1996,Healthcare
44,2015,2.9326,3.7024,5.1126,4.9954,Healthcare
44,2016,4.0943,7.3517,5.4208,7.1378,Healthcare
44,2017,2.9035,3.7107,5.0729,4.8791,Healthcare
44,2018,4.0565,5.7878,5.7888,5.2352,Healthcare
44,2019,2.4954,3.2933,5.9666,7.9044,Healthcare
45,2000,1.4833,5.7851,2.8332,6.3449,Finance
45,2001,1.5089,4.5116,3.4596,8.1574,Finance
45,2002,2.0186,4.5312,3.7565,7.4365,Finance
45,2003,2.0441,5.915,4.1832,3.882,Finance
45,2004,1.5092,4.2963,3.5511,5.8162,Finance
45,2005,0.1173,2.8578,3.7248,7.7819,Finance
45,2006,0.8277,6.142,3.2701,3.8001,Finance
45,2007,1.0892,3.2811,3.1197,6.7555,Finance
45,2008,1.8203,5.7748,4.3109,5.9294,Finance
45,2009,1.5544,6.4595,3.0032,2.8414,Finance
45,2010,1.5485,4.4368,4.6642,6.2154,Finance
45,2011,2.8634,6.7735,4.0229,4.4926,Finance
45,2012,0.5425,5.7227,4.0048,3.8982,Finance
45,2013,1.6203,3.9562,3.963,6.0165,Finance
45,2014,2.2367,7.1021,3.6317,2.5245,Finance
45,2015,1.4199,3.2875,3.8896,4.7863,Finance
45,2016,2.6314,4.4349,3.6572,10.5921,Finance
45,2017,2.3261,4.6905,3.954,7.1704,Finance
45,2018,1.4633,5.9078,3.7193,4.4134,Finance
45,2019,1.9879,6.6731,3.3527,8.5275,Finance
46,2000,2.3958,6.5792,5.2574,4.2143,Energy
46,2001,2.9681,5.3356,5.2119,5.0033,Energy
46,2002,2.5295,4.5796,5.994,3.9321,Energy
46,2003,3.0558,2.261,5.3586,6.4609,Energy
46,2004,2.7583,3.0288,4.8408,8.4635,Energy
46,2005,3.3187,7.65,5.7643,4.2018,Energy
46,2006,1.4213,2.2459,6.2114,2.2912,Energy
46,2007,4.2747,3.8233,5.9148,7.9637,Energy
46,2008,4.1522,6.7169,5.3643,8.7968,Energy
46,2009,2.3149,5.3146,4.9709,2.4089,Energy
46,2010,3.87,6.3921,5.5519,6.8281,Energy
46,2011,4.5181,5.8142,5.5419,6.4077,Energy
46,2012,3.4532,7.2044,5.2179,4.5825,Energy
46,2013,3.421,5.4431,5.826,3.4902,Energy
46,2014,4.5842,5.9952,6.3443,7.7852,Energy
46,2015,2.0714,3.9136,5.6945,6.3223,Energy
46,2016,3.3031,5.8795,5.6698,6.458,Energy
46,2017,3.3864,4.4058,5.2307,4.8808,Energy
46,2018,2.6187,4.3203,6.1646,4.5566,Energy
46,2019,3.218,6.3421,5.5755,1.581,Energy
47,2000,3.2121,6.3524,4.9925,5.5895,Finance
47,2001,4.2241,7.5327,5.2496,8.5899,Finance
47,2002,3.5377,7.4349,5.4129,4.3975,Finance
47,2003,3.6247,6.376,5.2798,3.2597,Finance
47,2004,2.8342,2.4193,5.7066,6.7842,Finance
47,2005,4.3636,7.7415,5.3777,7.1161,Finance
47,2006,4.7795,6.377,5.1105,4.9454,Finance
47,2007,3.7567,3.8512,5.3846,5.3722,Finance
47,2008,2.7421,6.0934,5.424,6.475,Finance
47,2009,2.4594,3.4441,4.7055,5.72,Finance
47,2010,5.1471,5.9279,5.6839,7.8002,Finance
47,2011,3.0479,3.0256,5.1037,10.387,Finance
47,2012,3.4902,3.7877,5.114,2.9235,Finance
47,2013,3.792,6.0649,5.5246,8.2136,Finance
47,2014,3.7475,6.6093,5.523,6.1895,Finance
