firm_id,year,size,log_size,profit_margin,age,industry,adopted
86,2018,79.8,4.38,6.45,13,1,1
86,2019,63.3,4.147,2.14,14,1,1
86,2020,60.8,4.107,8.25,15,1,1
86,2021,66.0,4.19,6.11,16,1,1
87,2015,113.1,4.729,9.63,10,2,0
87,2016,129.9,4.867,11.07,11,2,1
87,2017,155.4,5.046,8.63,12,2,1
87,2018,140.6,4.946,11.53,13,2,1
87,2019,140.5,4.945,10.27,14,2,1
87,2020,166.0,5.112,7.54,15,2,1
87,2021,154.9,5.043,9.88,16,2,1
88,2015,50.3,3.919,5.75,10,3,1
88,2016,54.8,4.004,6.7,11,3,1
88,2017,53.0,3.971,5.08,12,3,1
88,2018,59.8,4.091,6.59,13,3,1
88,2019,64.7,4.17,3.21,14,3,1
88,2020,65.3,4.18,4.99,15,3,1
88,2021,65.4,4.181,3.78,16,3,1
89,2015,98.1,4.586,7.71,10,5,1
89,2016,110.3,4.703,5.18,11,5,1
89,2017,107.2,4.675,9.91,12,5,1
89,2018,105.9,4.663,5.23,13,5,1
89,2019,130.3,4.87,6.68,14,5,1
89,2020,117.5,4.766,7.25,15,5,1
89,2021,134.1,4.898,8.34,16,5,1
90,2015,69.7,4.245,7.27,10,5,1
90,2016,69.0,4.234,3.05,11,5,1
90,2017,69.5,4.242,9.52,12,5,1
90,2018,62.7,4.138,7.21,13,5,1
90,2019,63.1,4.144,12.49,14,5,1
90,2020,72.9,4.289,8.21,15,5,1
90,2021,88.2,4.479,7.15,16,5,1
91,2015,31.8,3.46,2.4,10,3,0
91,2016,27.5,3.313,4.52,11,3,0
91,2017,27.1,3.299,0.82,12,3,0
91,2018,35.2,3.561,3.95,13,3,0
91,2019,33.7,3.517,2.27,14,3,0
91,2020,42.8,3.757,4.47,15,3,0
91,2021,37.6,3.626,-1.64,16,3,0
92,2015,58.4,4.068,9.21,10,4,1
92,2016,69.8,4.246,7.67,11,4,1
92,2017,68.9,4.232,7.24,12,4,1
92,2018,93.3,4.536,5.8,13,4,1
92,2019,74.8,4.315,8.47,14,4,1
92,2020,91.9,4.521,9.5,15,4,1
92,2021,70.7,4.258,10.16,16,4,1
93,2015,90.0,4.5,2.51,10,3,0
93,2016,76.3,4.335,3.16,11,3,0
93,2017,82.9,4.417,5.6,12,3,0
93,2018,93.5,4.538,8.29,13,3,0
93,2019,95.4,4.558,3.99,14,3,0
93,2020,90.0,4.499,3.53,15,3,0
93,2021,101.9,4.624,5.0,16,3,1
94,2015,39.9,3.686,3.21,10,5,1
94,2016,53.5,3.979,10.36,11,5,1
94,2017,52.7,3.965,6.67,12,5,1
94,2018,52.4,3.959,8.88,13,5,1
94,2019,56.6,4.036,6.1,14,5,1
94,2020,56.4,4.033,6.65,15,5,1
94,2021,59.6,4.088,8.15,16,5,1
95,2015,65.4,4.181,8.12,10,3,1
95,2016,73.7,4.3,9.13,11,3,1
95,2017,51.8,3.947,7.81,12,3,1
95,2018,75.4,4.322,3.55,13,3,1
95,2019,73.6,4.299,9.5,14,3,1
95,2020,82.4,4.412,8.54,15,3,1
95,2021,71.3,4.267,8.08,16,3,1
96,2015,47.8,3.868,1.46,10,1,0
96,2016,43.8,3.779,-0.32,11,1,1
96,2017,52.8,3.966,3.91,12,1,1
96,2018,51.3,3.939,1.08,13,1,1
96,2019,63.3,4.148,1.99,14,1,1
96,2020,54.0,3.989,0.88,15,1,1
96,2021,54.6,4.0,0.22,16,1,1
97,2015,39.8,3.685,5.38,10,4,0
97,2016,43.6,3.776,4.58,11,4,0
97,2017,35.7,3.575,4.08,12,4,0
97,2018,37.7,3.63,6.83,13,4,1
97,2019,43.8,3.78,5.07,14,4,1
97,2020,47.0,3.851,4.41,15,4,1
97,2021,51.3,3.938,2.72,16,4,1
98,2015,76.8,4.342,5.82,10,3,1
98,2016,84.4,4.436,4.55,11,3,1
98,2017,78.5,4.363,3.22,12,3,1
98,2018,85.6,4.449,3.25,13,3,1
98,2019,84.9,4.442,5.65,14,3,1
98,2020,104.9,4.653,4.85,15,3,1
98,2021,109.5,4.696,6.28,16,3,1
99,2015,59.9,4.093,4.44,10,5,0
99,2016,64.2,4.161,4.52,11,5,1
99,2017,49.4,3.9,1.54,12,5,1
99,2018,53.0,3.971,0.48,13,5,1
99,2019,59.1,4.079,2.92,14,5,1
99,2020,55.7,4.019,0.1,15,5,1
99,2021,60.0,4.094,4.59,16,5,1
100,2015,74.2,4.307,7.81,10,3,0
100,2016,105.8,4.662,3.26,11,3,0
100,2017,114.3,4.739,11.2,12,3,1
100,2018,87.6,4.473,2.48,13,3,1
100,2019,95.1,4.555,6.35,14,3,1
100,2020,128.1,4.853,5.93,15,3,1
100,2021,122.6,4.809,6.83,16,3,1
101,2015,160.8,5.08,10.57,10,3,1
101,2016,143.7,4.968,6.68,11,3,1
101,2017,163.1,5.094,9.33,12,3,1
101,2018,133.6,4.895,9.86,13,3,1
101,2019,151.6,5.022,8.08,14,3,1
101,2020,152.9,5.03,5.8,15,3,1
101,2021,180.9,5.198,6.22,16,3,1
102,2015,31.6,3.454,4.4,10,2,1
102,2016,39.2,3.668,2.46,11,2,1
102,2017,36.0,3.584,4.9,12,2,1
102,2018,47.1,3.852,2.08,13,2,1
102,2019,41.3,3.72,1.72,14,2,1
102,2020,52.9,3.968,1.97,15,2,1
102,2021,54.7,4.002,1.27,16,2,1
103,2015,66.4,4.196,10.61,10,3,0
103,2016,71.1,4.264,8.04,11,3,1
103,2017,83.6,4.426,7.81,12,3,1
103,2018,72.9,4.288,10.54,13,3,1
103,2019,73.5,4.298,7.5,14,3,1
103,2020,86.6,4.462,11.29,15,3,1
103,2021,87.8,4.476,4.91,16,3,1
104,2015,38.1,3.64,6.3,10,1,1
104,2016,41.8,3.734,3.34,11,1,1
104,2017,39.9,3.687,8.23,12,1,1
104,2018,42.4,3.748,3.77,13,1,1
104,2019,41.1,3.717,7.13,14,1,1
104,2020,45.5,3.818,4.72,15,1,1
104,2021,52.7,3.964,9.51,16,1,1
105,2015,46.8,3.846,4.73,10,5,0
105,2016,66.5,4.197,4.25,11,5,0
105,2017,65.7,4.186,4.79,12,5,0
105,2018,66.4,4.196,-0.96,13,5,0
105,2019,64.8,4.171,2.76,14,5,0
105,2020,93.1,4.534,4.19,15,5,1
105,2021,72.0,4.277,3.53,16,5,1
106,2015,62.0,4.128,2.75,10,2,0
106,2016,56.4,4.033,2.28,11,2,0
106,2017,66.9,4.204,6.39,12,2,1
106,2018,95.5,4.559,2.09,13,2,1
106,2019,70.9,4.261,-0.39,14,2,1
106,2020,72.6,4.285,4.52,15,2,1
106,2021,75.3,4.322,2.27,16,2,1
107,2015,48.0,3.871,4.38,10,3,1
107,2016,65.8,4.186,4.95,11,3,1
107,2017,61.9,4.125,6.85,12,3,1
107,2018,71.7,4.272,6.86,13,3,1
107,2019,61.7,4.122,4.33,14,3,1
107,2020,78.0,4.356,4.85,15,3,1
107,2021,89.2,4.491,6.36,16,3,1
108,2015,94.9,4.553,8.53,10,4,0
108,2016,104.2,4.647,9.09,11,4,1
108,2017,99.9,4.604,12.53,12,4,1
108,2018,123.0,4.812,9.85,13,4,1
108,2019,143.3,4.965,9.2,14,4,1
108,2020,113.6,4.732,4.85,15,4,1
108,2021,123.3,4.815,6.93,16,4,1
109,2015,62.6,4.137,8.73,10,1,0
109,2016,58.1,4.062,4.1,11,1,0
109,2017,93.2,4.535,6.28,12,1,0
109,2018,69.9,4.248,2.53,13,1,0
109,2019,82.3,4.41,9.97,14,1,0
109,2020,89.3,4.492,10.55,15,1,1
109,2021,80.7,4.391,7.36,16,1,1
110,2015,31.5,3.449,0.45,10,1,0
110,2016,35.9,3.581,5.79,11,1,0
110,2017,30.1,3.406,4.35,12,1,0
110,2018,37.8,3.634,5.82,13,1,0
110,2019,34.6,3.544,0.37,14,1,0
110,2020,37.9,3.635,3.86,15,1,1
110,2021,38.9,3.662,5.2,16,1,1
111,2015,74.5,4.311,6.0,10,1,0
111,2016,84.7,4.439,5.07,11,1,1
111,2017,70.0,4.248,3.21,12,1,1
111,2018,110.7,4.707,7.35,13,1,1
111,2019,108.5,4.687,7.96,14,1,1
111,2020,93.6,4.539,9.15,15,1,1
111,2021,103.6,4.64,5.88,16,1,1
112,2015,28.1,3.335,-1.8,10,2,0
112,2016,29.6,3.388,2.07,11,2,0
112,2017,31.5,3.449,-1.54,12,2,0
112,2018,34.5,3.542,2.49,13,2,0
112,2019,30.8,3.428,0.33,14,2,0
112,2020,27.8,3.326,-0.26,15,2,0
112,2021,29.6,3.388,-0.08,16,2,0
113,2015,78.1,4.358,4.27,10,3,0
113,2016,61.8,4.124,8.18,11,3,1
113,2017,68.4,4.226,5.56,12,3,1
113,2018,83.7,4.427,6.14,13,3,1
113,2019,80.9,4.393,9.68,14,3,1
113,2020,81.6,4.402,6.88,15,3,1
113,2021,99.5,4.6,7.52,16,3,1
114,2015,55.9,4.023,1.48,10,1,0
114,2016,53.9,3.987,5.7,11,1,0
114,2017,56.1,4.027,6.64,12,1,1
114,2018,62.5,4.136,3.07,13,1,1
114,2019,53.8,3.986,1.42,14,1,1
114,2020,85.5,4.449,2.76,15,1,1
114,2021,63.2,4.146,4.2,16,1,1
115,2015,40.4,3.7,6.69,10,3,0
115,2016,41.0,3.713,2.67,11,3,1
115,2017,49.5,3.903,2.81,12,3,1
115,2018,49.8,3.908,5.38,13,3,1
115,2019,55.7,4.021,-0.27,14,3,1
115,2020,53.7,3.984,2.48,15,3,1
115,2021,54.6,4.0,3.48,16,3,1
116,2015,84.3,4.434,2.5,10,4,1
116,2016,66.8,4.202,6.76,11,4,1
116,2017,80.6,4.39,1.33,12,4,1
116,2018,95.2,4.556,5.52,13,4,1
116,2019,93.2,4.535,5.2,14,4,1
116,2020,88.9,4.488,3.94,15,4,1
116,2021,106.7,4.67,2.69,16,4,1
117,2015,29.2,3.373,5.34,10,3,1
117,2016,33.1,3.5,2.66,11,3,1
117,2017,35.6,3.572,3.52,12,3,1
117,2018,42.5,3.75,3.56,13,3,1
117,2019,45.9,3.827,-1.68,14,3,1
117,2020,37.9,3.635,4.88,15,3,1
117,2021,46.7,3.844,5.77,16,3,1
118,2015,39.7,3.682,4.0,10,3,0
118,2016,39.3,3.671,3.54,11,3,1
118,2017,55.5,4.017,5.01,12,3,1
118,2018,45.9,3.826,4.52,13,3,1
118,2019,66.4,4.196,5.49,14,3,1
118,2020,60.0,4.095,4.63,15,3,1
118,2021,58.0,4.061,3.65,16,3,1
119,2015,99.2,4.597,5.85,10,3,1
119,2016,114.4,4.74,4.24,11,3,1
119,2017,110.9,4.708,5.24,12,3,1
119,2018,111.6,4.715,4.12,13,3,1
119,2019,137.6,4.924,5.03,14,3,1
119,2020,144.7,4.974,7.96,15,3,1
119,2021,150.1,5.012,5.21,16,3,1
120,2015,12.6,2.53,2.63,10,5,0
120,2016,11.9,2.473,1.0,11,5,1
120,2017,13.4,2.596,-1.01,12,5,1
120,2018,14.6,2.678,1.76,13,5,1
120,2019,15.3,2.731,-0.34,14,5,1
120,2020,17.0,2.832,0.93,15,5,1
120,2021,14.0,2.643,2.49,16,5,1
121,2015,54.6,4.001,6.25,10,2,0
121,2016,53.7,3.983,3.06,11,2,0
121,2017,62.8,4.139,5.17,12,2,1
121,2018,67.8,4.216,6.0,13,2,1
121,2019,70.5,4.255,6.96,14,2,1
121,2020,75.3,4.322,3.99,15,2,1
121,2021,72.7,4.286,3.15,16,2,1
122,2015,72.1,4.278,5.88,10,3,0
122,2016,72.4,4.282,3.39,11,3,1
122,2017,70.1,4.25,4.48,12,3,1
122,2018,69.4,4.24,2.22,13,3,1
122,2019,91.9,4.52,2.1,14,3,1
122,2020,87.0,4.466,6.92,15,3,1
122,2021,81.2,4.398,4.97,16,3,1
123,2015,56.4,4.033,5.53,10,1,1
123,2016,54.6,3.999,7.85,11,1,1
123,2017,66.4,4.196,4.74,12,1,1
123,2018,65.6,4.183,7.24,13,1,1
123,2019,58.4,4.067,7.56,14,1,1
123,2020,68.1,4.221,8.36,15,1,1
123,2021,74.4,4.31,5.9,16,1,1
124,2015,53.0,3.97,5.51,10,5,0
124,2016,51.4,3.94,8.13,11,5,0
124,2017,49.1,3.893,7.74,12,5,0
124,2018,57.0,4.042,6.44,13,5,0
124,2019,63.5,4.151,7.5,14,5,0
124,2020,71.6,4.272,2.77,15,5,0
124,2021,63.0,4.143,5.0,16,5,0
125,2015,27.3,3.309,6.35,10,3,1
125,2016,39.9,3.686,9.19,11,3,1
125,2017,32.6,3.486,6.01,12,3,1
125,2018,44.5,3.795,6.5,13,3,1
125,2019,43.8,3.779,8.71,14,3,1
125,2020,41.6,3.728,8.29,15,3,1
125,2021,52.2,3.956,5.84,16,3,1
126,2015,156.7,5.054,6.55,10,5,1
126,2016,179.6,5.191,6.87,11,5,1
126,2017,194.0,5.268,9.85,12,5,1
126,2018,181.3,5.2,6.36,13,5,1
126,2019,193.7,5.266,8.55,14,5,1
126,2020,217.3,5.381,8.42,15,5,1
126,2021,217.0,5.38,10.58,16,5,1
127,2015,59.6,4.087,5.71,10,2,0
127,2016,75.7,4.326,9.7,11,2,1
127,2017,78.2,4.359,7.18,12,2,1
127,2018,73.7,4.3,4.23,13,2,1
127,2019,84.6,4.438,7.39,14,2,1
127,2020,69.4,4.239,6.23,15,2,1
127,2021,92.7,4.53,5.97,16,2,1
128,2015,28.6,3.352,5.08,10,5,1
128,2016,32.6,3.484,-0.2,11,5,1
128,2017,38.6,3.654,1.92,12,5,1
128,2018,44.9,3.804,4.98,13,5,1
128,2019,40.4,3.7,5.79,14,5,1
128,2020,47.1,3.852,0.25,15,5,1
128,2021,47.5,3.861,7.33,16,5,1
129,2015,97.4,4.579,10.21,10,1,1
129,2016,96.4,4.568,6.68,11,1,1
129,2017,102.2,4.626,9.95,12,1,1
129,2018,117.5,4.766,5.85,13,1,1
129,2019,111.9,4.717,9.6,14,1,1
129,2020,109.0,4.691,11.8,15,1,1
129,2021,124.4,4.823,9.66,16,1,1
130,2015,40.1,3.692,2.45,10,3,0
130,2016,52.7,3.965,3.31,11,3,0
130,2017,41.2,3.719,5.63,12,3,0
130,2018,46.9,3.849,4.16,13,3,0
130,2019,41.5,3.727,3.17,14,3,0
130,2020,54.4,3.997,3.28,15,3,0
130,2021,52.0,3.95,3.92,16,3,0
131,2015,203.4,5.315,5.43,10,1,1
131,2016,185.4,5.222,7.42,11,1,1
131,2017,227.7,5.428,8.21,12,1,1
131,2018,211.1,5.353,7.45,13,1,1
131,2019,224.7,5.415,6.39,14,1,1
131,2020,235.8,5.463,7.47,15,1,1
131,2021,243.2,5.494,6.9,16,1,1
132,2015,143.1,4.963,7.73,10,4,1
132,2016,139.5,4.938,8.11,11,4,1
132,2017,143.7,4.968,6.38,12,4,1
132,2018,170.3,5.137,7.59,13,4,1
132,2019,156.9,5.056,5.83,14,4,1
132,2020,159.1,5.069,6.89,15,4,1
132,2021,155.2,5.044,6.43,16,4,1
133,2015,228.5,5.432,10.48,10,5,1
133,2016,247.4,5.511,7.17,11,5,1
133,2017,271.8,5.605,11.76,12,5,1
133,2018,270.1,5.599,8.59,13,5,1
133,2019,298.4,5.698,7.98,14,5,1
133,2020,268.6,5.593,7.82,15,5,1
133,2021,291.0,5.673,6.91,16,5,1
134,2015,26.8,3.288,6.97,10,5,1
134,2016,27.5,3.314,8.62,11,5,1
134,2017,30.1,3.404,5.79,12,5,1
134,2018,25.0,3.219,6.66,13,5,1
134,2019,33.4,3.507,6.36,14,5,1
134,2020,35.8,3.577,9.58,15,5,1
134,2021,41.5,3.725,5.42,16,5,1
135,2015,67.6,4.213,1.12,10,5,0
135,2016,80.7,4.391,4.81,11,5,1
135,2017,73.0,4.29,-0.11,12,5,1
135,2018,90.9,4.51,5.33,13,5,1
135,2019,91.2,4.514,5.29,14,5,1
135,2020,103.2,4.637,5.92,15,5,1
135,2021,94.4,4.548,4.22,16,5,1
136,2015,76.0,4.331,9.44,10,2,1
136,2016,88.6,4.484,7.99,11,2,1
136,2017,82.0,4.406,6.45,12,2,1
136,2018,93.9,4.542,5.01,13,2,1
136,2019,104.5,4.649,5.87,14,2,1
136,2020,104.6,4.65,7.29,15,2,1
136,2021,97.8,4.583,5.59,16,2,1
137,2015,12.6,2.533,7.57,10,1,1
137,2016,13.0,2.568,7.21,11,1,1
137,2017,18.2,2.899,6.27,12,1,1
137,2018,13.5,2.605,3.39,13,1,1
137,2019,16.2,2.786,2.92,14,1,1
137,2020,14.3,2.66,6.07,15,1,1
137,2021,18.2,2.903,6.89,16,1,1
138,2015,24.0,3.178,8.96,10,4,0
138,2016,22.1,3.094,8.9,11,4,0
138,2017,28.5,3.351,8.94,12,4,1
138,2018,27.5,3.313,2.77,13,4,1
138,2019,28.4,3.347,10.86,14,4,1
138,2020,29.2,3.375,8.71,15,4,1
138,2021,28.7,3.356,3.83,16,4,1
139,2015,63.6,4.152,6.91,10,2,0
139,2016,64.6,4.168,0.92,11,2,1
139,2017,73.6,4.298,5.78,12,2,1
139,2018,74.4,4.309,6.65,13,2,1
139,2019,77.9,4.356,2.15,14,2,1
139,2020,84.7,4.439,6.78,15,2,1
139,2021,82.8,4.416,5.43,16,2,1
140,2015,68.9,4.232,7.89,10,2,1
140,2016,74.9,4.316,6.11,11,2,1
140,2017,74.6,4.312,7.54,12,2,1
140,2018,73.6,4.299,7.95,13,2,1
140,2019,82.0,4.407,9.27,14,2,1
140,2020,86.5,4.461,7.58,15,2,1
140,2021,93.1,4.533,4.38,16,2,1
141,2015,68.8,4.231,3.84,10,3,0
141,2016,79.5,4.375,4.45,11,3,1
141,2017,81.7,4.403,4.82,12,3,1
141,2018,102.3,4.628,3.7,13,3,1
141,2019,75.2,4.321,4.0,14,3,1
141,2020,106.2,4.666,2.92,15,3,1
141,2021,131.3,4.877,8.84,16,3,1
142,2015,20.2,3.003,5.13,10,4,0
142,2016,20.2,3.005,8.41,11,4,0
142,2017,25.7,3.247,10.93,12,4,1
142,2018,27.6,3.319,8.55,13,4,1
142,2019,31.2,3.439,9.14,14,4,1
142,2020,31.2,3.442,4.35,15,4,1
142,2021,35.5,3.569,4.81,16,4,1
143,2015,101.5,4.62,2.85,10,5,1
143,2016,95.9,4.564,8.79,11,5,1
143,2017,103.4,4.638,3.87,12,5,1
143,2018,122.9,4.811,4.86,13,5,1
143,2019,89.2,4.491,6.34,14,5,1
143,2020,135.9,4.912,3.95,15,5,1
143,2021,133.1,4.891,4.14,16,5,1
144,2015,61.8,4.124,6.42,10,5,1
144,2016,71.7,4.272,10.53,11,5,1
144,2017,73.5,4.298,4.88,12,5,1
144,2018,77.4,4.349,7.34,13,5,1
144,2019,109.5,4.696,7.74,14,5,1
144,2020,80.5,4.388,8.97,15,5,1
144,2021,95.7,4.561,5.99,16,5,1
145,2015,30.2,3.409,3.25,10,3,0
145,2016,26.0,3.258,0.39,11,3,0
145,2017,36.2,3.59,3.37,12,3,1
145,2018,34.2,3.531,-1.41,13,3,1
145,2019,36.6,3.599,-1.88,14,3,1
145,2020,32.9,3.493,1.47,15,3,1
145,2021,35.3,3.564,3.26,16,3,1
146,2015,35.5,3.569,9.87,10,5,0
146,2016,35.7,3.574,5.54,11,5,1
146,2017,33.3,3.505,7.7,12,5,1
146,2018,46.6,3.842,8.57,13,5,1
146,2019,39.4,3.674,8.18,14,5,1
146,2020,35.6,3.573,11.49,15,5,1
146,2021,43.2,3.765,5.56,16,5,1
147,2015,55.7,4.02,4.7,10,1,1
147,2016,61.5,4.119,5.79,11,1,1
147,2017,83.5,4.425,8.78,12,1,1
147,2018,84.5,4.437,6.69,13,1,1
147,2019,67.1,4.207,8.01,14,1,1
147,2020,77.4,4.349,6.74,15,1,1
147,2021,78.7,4.366,5.1,16,1,1
148,2015,134.4,4.9,5.89,10,5,1
148,2016,124.6,4.825,4.68,11,5,1
148,2017,131.2,4.877,10.53,12,5,1
148,2018,120.4,4.791,7.0,13,5,1
148,2019,152.6,5.028,8.18,14,5,1
148,2020,199.1,5.294,3.38,15,5,1
148,2021,161.7,5.086,7.69,16,5,1
149,2015,30.0,3.401,5.02,10,1,1
149,2016,30.0,3.402,3.02,11,1,1
149,2017,28.2,3.339,-0.9,12,1,1
149,2018,30.0,3.401,3.33,13,1,1
149,2019,27.8,3.324,-0.51,14,1,1
149,2020,28.8,3.359,0.29,15,1,1
149,2021,33.7,3.518,-4.08,16,1,1
150,2015,29.5,3.384,-0.97,10,3,0
150,2016,30.7,3.425,2.36,11,3,0
150,2017,30.4,3.414,2.85,12,3,0
150,2018,36.1,3.586,5.67,13,3,1
150,2019,36.7,3.602,8.6,14,3,1
150,2020,34.6,3.544,1.84,15,3,1
150,2021,40.5,3.702,2.23,16,3,1
151,2015,170.6,5.139,5.88,10,3,1
151,2016,136.0,4.913,9.07,11,3,1
151,2017,186.6,5.229,9.77,12,3,1
151,2018,227.3,5.426,6.35,13,3,1
151,2019,176.3,5.172,6.77,14,3,1
151,2020,230.8,5.441,7.33,15,3,1
151,2021,255.1,5.542,7.07,16,3,1
152,2015,40.3,3.696,5.56,10,1,0
152,2016,41.8,3.732,3.85,11,1,0
152,2017,35.8,3.579,6.35,12,1,0
152,2018,51.1,3.933,3.77,13,1,0
152,2019,38.7,3.656,5.35,14,1,0
152,2020,43.2,3.765,2.11,15,1,0
152,2021,56.7,4.037,1.37,16,1,0
153,2015,96.7,4.572,4.89,10,5,1
153,2016,98.7,4.592,-0.49,11,5,1
153,2017,122.9,4.811,1.95,12,5,1
153,2018,97.0,4.575,0.83,13,5,1
153,2019,115.3,4.747,2.71,14,5,1
153,2020,139.6,4.938,2.85,15,5,1
153,2021,109.0,4.692,2.59,16,5,1
154,2015,18.2,2.9,-0.05,10,3,0
154,2016,20.0,2.995,1.95,11,3,1
154,2017,17.3,2.849,-0.04,12,3,1
154,2018,19.0,2.946,-1.22,13,3,1
154,2019,25.3,3.23,5.29,14,3,1
154,2020,19.8,2.988,2.48,15,3,1
154,2021,26.5,3.278,1.18,16,3,1
155,2015,162.3,5.089,9.56,10,3,1
155,2016,151.3,5.019,5.79,11,3,1
155,2017,145.6,4.981,7.09,12,3,1
155,2018,184.6,5.218,5.8,13,3,1
155,2019,142.6,4.96,5.57,14,3,1
155,2020,190.0,5.247,5.15,15,3,1
155,2021,190.1,5.248,5.99,16,3,1
156,2015,65.8,4.186,4.15,10,1,1
156,2016,72.7,4.286,2.76,11,1,1
156,2017,71.5,4.27,4.4,12,1,1
156,2018,69.9,4.246,7.68,13,1,1
156,2019,77.7,4.353,9.0,14,1,1
156,2020,71.2,4.265,4.15,15,1,1
156,2021,96.3,4.567,7.54,16,1,1
157,2015,62.5,4.136,8.84,10,3,1
157,2016,64.7,4.17,6.9,11,3,1
157,2017,62.2,4.131,8.67,12,3,1
157,2018,80.3,4.386,8.23,13,3,1
157,2019,82.1,4.408,7.02,14,3,1
157,2020,88.2,4.479,7.86,15,3,1
157,2021,101.5,4.62,9.84,16,3,1
158,2015,45.1,3.809,5.64,10,5,0
158,2016,40.7,3.707,7.12,11,5,1
158,2017,54.4,3.996,4.07,12,5,1
158,2018,55.0,4.007,5.27,13,5,1
158,2019,58.8,4.074,7.62,14,5,1
158,2020,64.5,4.167,9.83,15,5,1
158,2021,67.8,4.216,8.74,16,5,1
159,2015,58.0,4.06,6.71,10,3,1
159,2016,75.4,4.323,7.07,11,3,1
159,2017,69.8,4.246,3.1,12,3,1
159,2018,65.9,4.188,-1.11,13,3,1
159,2019,68.4,4.226,6.53,14,3,1
159,2020,90.0,4.5,4.01,15,3,1
159,2021,91.9,4.52,1.54,16,3,1
160,2015,131.7,4.88,9.05,10,1,1
160,2016,139.0,4.934,10.44,11,1,1
160,2017,147.2,4.992,11.02,12,1,1
160,2018,158.9,5.068,7.63,13,1,1
160,2019,148.5,5.0,10.75,14,1,1
160,2020,144.1,4.97,6.4,15,1,1
160,2021,177.1,5.177,8.34,16,1,1
161,2015,18.0,2.892,5.3,10,5,0
161,2016,22.5,3.112,5.99,11,5,0
161,2017,23.1,3.142,7.49,12,5,0
161,2018,24.9,3.214,2.89,13,5,0
161,2019,29.2,3.374,4.2,14,5,0
161,2020,24.8,3.211,4.29,15,5,0
161,2021,24.8,3.212,4.37,16,5,0
162,2015,40.5,3.702,2.17,10,4,1
162,2016,46.1,3.831,1.45,11,4,1
162,2017,47.4,3.86,3.18,12,4,1
162,2018,49.9,3.909,-0.45,13,4,1
162,2019,53.7,3.983,4.92,14,4,1
162,2020,48.7,3.885,5.76,15,4,1
162,2021,56.9,4.042,4.66,16,4,1
163,2015,40.5,3.702,8.91,10,1,0
163,2016,44.0,3.785,7.17,11,1,0
163,2017,47.9,3.868,6.42,12,1,1
163,2018,46.6,3.841,6.69,13,1,1
163,2019,55.7,4.02,9.51,14,1,1
163,2020,58.8,4.074,4.78,15,1,1
163,2021,50.3,3.918,4.94,16,1,1
164,2015,55.8,4.022,5.63,10,4,0
164,2016,52.6,3.962,3.8,11,4,1
164,2017,62.3,4.132,3.55,12,4,1
164,2018,50.3,3.918,7.03,13,4,1
164,2019,59.4,4.084,7.72,14,4,1
164,2020,51.5,3.942,5.85,15,4,1
164,2021,62.6,4.136,4.74,16,4,1
165,2015,101.8,4.623,8.2,10,3,0
165,2016,112.0,4.719,5.72,11,3,1
165,2017,128.3,4.855,6.35,12,3,1
165,2018,122.7,4.81,6.05,13,3,1
165,2019,133.3,4.893,7.31,14,3,1
165,2020,144.0,4.97,8.68,15,3,1
165,2021,144.9,4.976,8.63,16,3,1
166,2015,39.6,3.679,5.98,10,5,0
166,2016,37.8,3.633,6.78,11,5,0
166,2017,45.1,3.81,6.0,12,5,0
166,2018,44.9,3.804,6.62,13,5,0
166,2019,42.4,3.748,6.41,14,5,0
166,2020,37.4,3.621,7.99,15,5,1
166,2021,53.1,3.973,7.08,16,5,1
167,2015,124.4,4.823,9.49,10,3,1
167,2016,119.9,4.787,7.82,11,3,1
167,2017,156.9,5.056,7.83,12,3,1
167,2018,147.2,4.992,9.02,13,3,1
167,2019,163.7,5.098,9.73,14,3,1
167,2020,174.2,5.16,7.62,15,3,1
167,2021,163.2,5.095,5.3,16,3,1
168,2015,29.1,3.37,1.62,10,5,1
168,2016,28.5,3.35,5.71,11,5,1
168,2017,34.3,3.536,3.23,12,5,1
168,2018,33.1,3.501,-0.55,13,5,1
168,2019,37.4,3.621,0.75,14,5,1
168,2020,42.2,3.743,-1.16,15,5,1
168,2021,36.8,3.606,4.19,16,5,1
169,2015,55.2,4.011,5.38,10,2,0
169,2016,51.0,3.931,3.69,11,2,0
169,2017,53.6,3.981,5.26,12,2,0
169,2018,50.0,3.911,0.41,13,2,1
169,2019,71.0,4.263,1.2,14,2,1
169,2020,46.6,3.842,1.55,15,2,1
169,2021,60.2,4.097,4.33,16,2,1
170,2015,22.7,3.122,-2.13,10,3,0
170,2016,20.6,3.028,-1.71,11,3,0
170,2017,22.7,3.121,1.88,12,3,0
170,2018,28.1,3.336,3.83,13,3,1
170,2019,23.6,3.16,0.01,14,3,1
170,2020,32.2,3.471,2.21,15,3,1
170,2021,25.4,3.234,1.6,16,3,1
171,2015,16.4,2.795,5.76,10,3,0
171,2016,14.7,2.686,4.03,11,3,0
171,2017,19.5,2.972,7.52,12,3,0
171,2018,15.7,2.755,3.11,13,3,0
171,2019,21.5,3.067,3.66,14,3,1
171,2020,20.8,3.036,4.93,15,3,1
171,2021,20.8,3.036,4.22,16,3,1
172,2015,64.5,4.166,6.71,10,3,1
172,2016,71.9,4.276,6.05,11,3,1
172,2017,66.4,4.196,7.2,12,3,1
172,2018,65.6,4.183,8.83,13,3,1
172,2019,71.2,4.265,4.62,14,3,1
172,2020,83.9,4.43,3.41,15,3,1
172,2021,81.8,4.404,6.55,16,3,1
