id,year,age,experience,prior_wage,training,employed,education
122,2012,27,6,20.86,1,1,14
122,2013,28,6,18.62,1,1,14
122,2014,29,7,14.95,1,1,14
122,2015,30,8,23.27,1,1,14
123,2010,25,3,11.93,0,0,10
123,2011,26,4,13.16,0,1,10
123,2012,27,5,13.19,1,1,10
123,2013,28,6,11.11,0,1,10
123,2014,29,8,19.05,0,1,10
123,2015,30,8,15.36,1,0,10
124,2010,25,4,19.0,1,1,14
124,2011,26,5,18.62,1,1,14
124,2012,27,7,17.02,1,1,14
124,2013,28,6,21.19,1,1,14
124,2014,29,8,22.74,1,0,14
124,2015,30,11,20.05,1,1,14
125,2010,25,4,20.98,1,1,10
125,2011,26,5,20.12,1,1,10
125,2012,27,7,17.63,1,1,10
125,2013,28,6,27.48,1,1,10
125,2014,29,7,24.62,1,1,10
125,2015,30,8,25.28,1,1,10
126,2010,25,3,13.1,0,1,10
126,2011,26,4,13.95,1,1,10
126,2012,27,5,15.82,1,0,10
126,2013,28,6,17.76,0,0,10
126,2014,29,8,13.65,1,1,10
126,2015,30,8,19.01,1,1,10
127,2010,25,4,17.13,1,1,12
127,2011,26,5,15.42,1,1,12
127,2012,27,5,14.34,0,1,12
127,2013,28,6,13.49,1,1,12
127,2014,29,9,15.61,1,1,12
127,2015,30,9,15.47,1,1,12
128,2010,25,5,18.31,1,1,10
128,2011,26,4,16.36,1,1,10
128,2012,27,6,15.94,1,1,10
128,2013,28,6,21.53,1,1,10
128,2014,29,7,19.31,1,1,10
128,2015,30,8,16.62,1,0,10
129,2010,25,3,19.78,1,1,12
129,2011,26,4,17.78,1,1,12
129,2012,27,5,17.27,1,1,12
129,2013,28,7,17.49,1,1,12
129,2014,29,7,20.99,1,1,12
129,2015,30,9,20.57,1,1,12
130,2010,25,3,15.34,1,1,16
130,2011,26,4,13.8,0,1,16
130,2012,27,6,15.9,1,1,16
130,2013,28,6,15.34,1,1,16
130,2014,29,7,14.58,1,1,16
130,2015,30,8,11.75,1,1,16
131,2010,25,4,21.22,1,1,16
131,2011,26,6,18.72,1,1,16
131,2012,27,6,13.94,0,1,16
131,2013,28,7,20.0,1,1,16
131,2014,29,7,19.26,1,1,16
131,2015,30,9,23.2,1,1,16
132,2010,25,4,13.21,1,1,12
132,2011,26,4,18.07,0,1,12
132,2012,27,5,16.84,1,1,12
132,2013,28,7,17.71,1,0,12
132,2014,29,7,16.25,0,1,12
132,2015,30,8,13.22,0,1,12
133,2010,25,4,18.96,1,1,12
133,2011,26,4,17.57,1,1,12
133,2012,27,7,18.51,1,1,12
133,2013,28,7,19.51,1,1,12
133,2014,29,7,19.11,1,1,12
133,2015,30,9,18.82,1,1,12
134,2010,25,4,14.79,1,1,14
134,2011,26,4,14.51,1,1,14
134,2012,27,6,17.64,1,1,14
134,2013,28,6,15.49,1,1,14
134,2014,29,8,14.48,1,1,14
134,2015,30,8,16.29,1,1,14
135,2010,25,4,23.28,1,1,14
135,2011,26,4,21.4,1,1,14
135,2012,27,5,17.13,0,1,14
135,2013,28,6,21.54,1,1,14
135,2014,29,8,22.27,1,1,14
135,2015,30,8,20.67,1,1,14
136,2010,25,3,12.52,0,1,14
136,2011,26,4,16.06,0,1,14
136,2012,27,5,16.19,1,1,14
136,2013,28,8,18.4,1,1,14
136,2014,29,8,19.56,1,1,14
136,2015,30,8,16.47,1,0,14
137,2010,25,3,17.15,1,1,16
137,2011,26,5,16.83,1,1,16
137,2012,27,5,16.34,1,1,16
137,2013,28,6,17.22,1,1,16
137,2014,29,7,18.16,1,1,16
137,2015,30,8,18.55,1,1,16
138,2010,25,3,20.99,1,1,14
138,2011,26,5,17.74,1,1,14
138,2012,27,5,17.81,1,1,14
138,2013,28,7,20.51,1,1,14
138,2014,29,7,22.52,1,1,14
138,2015,30,9,25.68,1,1,14
139,2010,25,4,12.8,0,1,10
139,2011,26,4,14.52,0,1,10
139,2012,27,5,14.85,1,1,10
139,2013,28,6,15.57,0,1,10
139,2014,29,8,14.55,1,1,10
139,2015,30,8,15.43,1,1,10
140,2010,25,3,13.25,0,0,10
140,2011,26,5,18.88,1,1,10
140,2012,27,5,18.41,1,1,10
140,2013,28,7,17.12,1,0,10
140,2014,29,7,22.42,1,1,10
140,2015,30,8,21.51,1,1,10
141,2010,25,3,19.64,1,1,14
141,2011,26,4,19.3,1,1,14
141,2012,27,5,21.56,1,1,14
141,2013,28,7,21.24,1,1,14
141,2014,29,8,21.68,1,1,14
141,2015,30,8,16.96,1,1,14
142,2010,25,4,14.62,1,1,10
142,2011,26,4,14.58,1,1,10
142,2012,27,5,12.55,1,1,10
142,2013,28,6,17.95,1,1,10
142,2014,29,8,15.17,1,1,10
142,2015,30,10,14.85,0,1,10
143,2010,25,3,15.24,1,1,16
143,2011,26,4,16.57,1,1,16
143,2012,27,7,17.55,1,1,16
143,2013,28,7,19.79,1,1,16
143,2014,29,8,20.09,1,1,16
143,2015,30,8,16.15,1,1,16
144,2010,25,3,14.49,0,1,10
144,2011,26,4,19.57,1,1,10
144,2012,27,6,19.72,1,1,10
144,2013,28,6,17.15,1,1,10
144,2014,29,9,22.81,1,1,10
144,2015,30,8,21.05,1,1,10
145,2010,25,3,17.81,1,1,16
145,2011,26,5,17.36,1,1,16
145,2012,27,5,18.54,1,1,16
145,2013,28,7,18.75,1,1,16
145,2014,29,7,20.51,1,0,16
145,2015,30,8,18.17,1,1,16
146,2010,25,4,12.6,1,1,12
146,2011,26,4,15.48,1,0,12
146,2012,27,5,11.53,0,1,12
146,2013,28,6,13.98,0,1,12
146,2014,29,10,16.53,1,1,12
146,2015,30,8,17.2,0,1,12
147,2010,25,3,13.2,1,0,12
147,2011,26,4,17.71,1,1,12
147,2012,27,5,16.09,1,1,12
147,2013,28,7,16.61,1,1,12
147,2014,29,7,15.16,1,1,12
147,2015,30,8,12.44,0,1,12
148,2010,25,3,14.55,1,1,12
148,2011,26,4,15.56,1,1,12
148,2012,27,5,16.29,1,1,12
148,2013,28,6,19.91,1,1,12
148,2014,29,9,22.02,1,1,12
148,2015,30,8,18.23,1,1,12
149,2010,25,3,16.29,1,1,12
149,2011,26,6,16.53,1,1,12
149,2012,27,6,15.93,1,1,12
149,2013,28,6,14.24,1,1,12
149,2014,29,8,21.78,1,1,12
149,2015,30,9,17.14,1,1,12
150,2010,25,3,15.38,1,1,10
150,2011,26,4,17.51,1,1,10
150,2012,27,5,19.19,1,1,10
150,2013,28,6,19.67,1,1,10
150,2014,29,7,17.65,1,1,10
150,2015,30,10,18.54,1,1,10
151,2010,25,5,20.12,1,0,14
151,2011,26,4,17.65,1,1,14
151,2012,27,5,18.41,1,1,14
151,2013,28,6,18.0,1,1,14
151,2014,29,7,19.88,1,1,14
151,2015,30,8,19.57,1,1,14
152,2010,25,3,16.67,1,0,10
152,2011,26,4,19.64,0,1,10
152,2012,27,6,18.92,1,1,10
152,2013,28,6,14.57,1,1,10
152,2014,29,7,16.73,1,1,10
152,2015,30,8,18.23,1,0,10
153,2010,25,3,15.9,1,1,16
153,2011,26,4,18.24,1,1,16
153,2012,27,5,19.2,1,1,16
153,2013,28,7,14.7,1,1,16
153,2014,29,8,22.28,1,1,16
153,2015,30,8,17.05,1,1,16
154,2010,25,5,21.29,0,1,10
154,2011,26,4,16.62,1,1,10
154,2012,27,5,19.77,0,1,10
154,2013,28,6,18.13,1,1,10
154,2014,29,9,19.8,1,0,10
154,2015,30,8,20.6,1,1,10
155,2010,25,3,13.74,1,1,10
155,2011,26,4,14.01,1,1,10
155,2012,27,5,15.63,1,1,10
155,2013,28,9,16.78,1,1,10
155,2014,29,8,18.45,1,1,10
155,2015,30,8,15.73,1,1,10
156,2010,25,3,16.89,1,1,16
156,2011,26,4,18.79,1,1,16
156,2012,27,6,22.54,1,1,16
156,2013,28,7,22.17,1,1,16
156,2014,29,8,24.28,1,1,16
156,2015,30,9,25.41,1,1,16
157,2010,25,3,15.01,1,1,12
157,2011,26,4,17.93,1,1,12
157,2012,27,5,19.04,1,1,12
157,2013,28,7,16.9,1,1,12
157,2014,29,7,21.82,1,1,12
157,2015,30,8,23.03,1,1,12
158,2010,25,3,12.35,1,0,12
158,2011,26,4,11.73,0,0,12
158,2012,27,5,16.49,1,1,12
158,2013,28,8,16.77,1,1,12
158,2014,29,7,13.35,1,1,12
158,2015,30,9,19.19,1,1,12
159,2010,25,3,15.94,1,1,12
159,2011,26,4,15.95,1,1,12
159,2012,27,5,20.04,1,1,12
159,2013,28,6,20.11,1,1,12
159,2014,29,8,20.62,1,1,12
159,2015,30,8,20.91,1,1,12
160,2010,25,4,16.14,1,1,14
160,2011,26,4,13.84,1,1,14
160,2012,27,6,19.19,1,1,14
160,2013,28,6,15.84,1,1,14
160,2014,29,8,13.81,1,1,14
160,2015,30,9,14.38,1,1,14
161,2010,25,4,18.9,1,1,16
161,2011,26,4,20.07,1,1,16
161,2012,27,5,19.98,1,1,16
161,2013,28,9,20.14,1,1,16
161,2014,29,7,18.95,1,1,16
161,2015,30,8,17.59,1,1,16
162,2010,25,4,19.38,1,1,16
162,2011,26,6,19.52,1,1,16
162,2012,27,6,18.83,1,1,16
162,2013,28,6,19.14,1,1,16
162,2014,29,7,20.67,1,1,16
162,2015,30,9,21.99,1,1,16
163,2010,25,4,16.15,1,1,10
163,2011,26,4,14.51,1,1,10
163,2012,27,5,14.99,1,1,10
163,2013,28,7,20.3,1,1,10
163,2014,29,7,16.22,1,1,10
163,2015,30,10,13.55,1,1,10
164,2010,25,4,18.36,1,1,14
164,2011,26,4,16.44,1,1,14
164,2012,27,5,20.47,1,1,14
164,2013,28,7,20.39,1,1,14
164,2014,29,7,18.47,1,1,14
164,2015,30,9,18.11,1,1,14
165,2010,25,5,18.38,1,1,12
165,2011,26,4,18.86,1,1,12
165,2012,27,6,15.71,1,1,12
165,2013,28,6,24.49,1,1,12
165,2014,29,7,16.5,1,1,12
165,2015,30,8,20.55,1,1,12
166,2010,25,4,22.84,1,1,14
166,2011,26,4,17.99,1,1,14
166,2012,27,6,16.25,1,1,14
166,2013,28,6,20.66,1,1,14
166,2014,29,7,18.85,1,1,14
166,2015,30,8,23.0,1,1,14
167,2010,25,3,17.71,1,1,16
167,2011,26,5,21.95,1,1,16
167,2012,27,5,16.42,1,1,16
167,2013,28,6,23.16,1,1,16
167,2014,29,7,20.06,1,1,16
167,2015,30,8,25.19,1,1,16
168,2010,25,3,16.59,0,1,16
168,2011,26,5,17.38,1,1,16
168,2012,27,5,16.17,1,1,16
168,2013,28,7,15.1,1,1,16
168,2014,29,8,22.24,1,1,16
168,2015,30,8,19.0,1,1,16
169,2010,25,3,13.19,0,0,10
169,2011,26,4,10.57,0,1,10
169,2012,27,5,13.24,0,0,10
169,2013,28,7,16.63,0,1,10
169,2014,29,7,15.72,0,1,10
169,2015,30,8,17.91,1,1,10
170,2010,25,3,12.18,1,1,10
170,2011,26,4,17.18,1,1,10
170,2012,27,5,16.27,1,1,10
170,2013,28,6,17.65,1,1,10
170,2014,29,7,16.26,1,1,10
170,2015,30,9,17.8,1,1,10
171,2010,25,4,15.06,1,1,16
171,2011,26,4,17.49,1,1,16
171,2012,27,6,16.57,1,1,16
171,2013,28,6,17.31,1,1,16
171,2014,29,8,18.66,1,1,16
171,2015,30,8,15.17,1,1,16
172,2010,25,3,17.56,1,1,12
172,2011,26,6,18.35,1,1,12
172,2012,27,5,15.55,1,1,12
172,2013,28,6,23.63,1,1,12
172,2014,29,8,19.4,1,1,12
172,2015,30,8,18.85,1,1,12
173,2010,25,4,14.35,0,0,12
173,2011,26,4,14.69,1,1,12
173,2012,27,5,16.75,1,1,12
173,2013,28,7,20.8,1,1,12
173,2014,29,8,19.75,1,1,12
173,2015,30,9,17.43,0,1,12
174,2010,25,4,17.55,1,1,14
174,2011,26,4,15.22,1,0,14
174,2012,27,5,18.33,1,1,14
174,2013,28,8,19.74,1,1,14
174,2014,29,8,17.48,1,1,14
174,2015,30,10,18.56,1,1,14
175,2010,25,3,16.1,1,1,16
175,2011,26,4,19.77,1,1,16
175,2012,27,6,19.01,1,1,16
175,2013,28,7,16.98,1,1,16
175,2014,29,7,20.43,1,1,16
175,2015,30,8,24.57,1,1,16
176,2010,25,3,15.98,1,1,16
176,2011,26,4,19.17,1,1,16
176,2012,27,5,14.51,1,1,16
176,2013,28,6,19.03,1,1,16
176,2014,29,7,16.74,1,1,16
176,2015,30,8,20.67,1,1,16
177,2010,25,3,18.7,1,1,12
177,2011,26,4,20.13,1,1,12
177,2012,27,6,20.18,1,1,12
177,2013,28,7,23.12,1,1,12
177,2014,29,9,27.05,1,1,12
177,2015,30,9,23.61,1,1,12
178,2010,25,3,17.04,1,1,12
178,2011,26,4,14.33,1,1,12
178,2012,27,6,20.08,1,0,12
178,2013,28,6,20.57,1,1,12
178,2014,29,7,18.61,1,1,12
178,2015,30,8,19.0,1,1,12
179,2010,25,3,22.74,1,1,16
179,2011,26,4,22.93,1,1,16
179,2012,27,5,24.35,1,1,16
179,2013,28,6,23.9,1,1,16
179,2014,29,8,29.12,1,1,16
179,2015,30,8,22.72,1,1,16
180,2010,25,3,18.52,1,1,10
180,2011,26,4,19.18,1,1,10
180,2012,27,6,16.79,1,1,10
180,2013,28,6,19.86,1,1,10
180,2014,29,7,18.66,1,1,10
180,2015,30,8,22.43,1,1,10
181,2010,25,3,10.51,1,0,16
181,2011,26,4,14.99,1,1,16
181,2012,27,5,18.37,0,1,16
181,2013,28,6,18.02,1,1,16
181,2014,29,7,15.35,0,1,16
181,2015,30,9,17.1,0,1,16
182,2010,25,3,13.61,0,1,16
182,2011,26,5,12.86,0,1,16
182,2012,27,5,12.29,1,1,16
182,2013,28,6,14.09,0,1,16
182,2014,29,7,16.62,1,0,16
182,2015,30,8,20.04,1,1,16
183,2010,25,3,16.01,1,1,12
183,2011,26,5,18.26,1,1,12
183,2012,27,5,20.63,1,1,12
183,2013,28,6,16.81,1,1,12
183,2014,29,7,18.87,1,1,12
183,2015,30,8,19.25,1,1,12
184,2010,25,3,13.31,1,0,12
184,2011,26,6,21.66,1,1,12
184,2012,27,5,18.22,0,1,12
184,2013,28,6,16.55,1,1,12
184,2014,29,7,19.17,1,1,12
184,2015,30,9,21.45,1,1,12
185,2010,25,3,18.31,1,1,10
185,2011,26,5,20.86,1,1,10
185,2012,27,6,21.52,1,1,10
185,2013,28,6,19.39,0,1,10
185,2014,29,8,19.99,1,1,10
185,2015,30,8,18.55,1,1,10
186,2010,25,5,17.55,1,1,10
186,2011,26,4,15.5,1,1,10
186,2012,27,5,16.77,1,1,10
186,2013,28,6,20.46,1,1,10
186,2014,29,7,19.98,1,1,10
186,2015,30,9,19.25,1,1,10
187,2010,25,4,16.13,1,1,14
187,2011,26,4,18.34,0,1,14
187,2012,27,5,19.17,1,1,14
187,2013,28,6,17.49,1,1,14
187,2014,29,7,18.58,1,1,14
187,2015,30,8,19.23,1,1,14
188,2010,25,5,12.89,1,1,16
188,2011,26,5,13.95,0,1,16
188,2012,27,5,13.54,1,1,16
188,2013,28,6,18.22,0,1,16
188,2014,29,7,19.06,1,1,16
188,2015,30,8,17.17,1,1,16
189,2010,25,4,16.17,1,1,12
189,2011,26,4,15.4,1,1,12
189,2012,27,7,14.49,1,1,12
189,2013,28,6,12.14,1,1,12
189,2014,29,8,16.33,0,1,12
189,2015,30,9,16.0,1,1,12
190,2010,25,3,19.22,1,0,10
190,2011,26,5,16.32,1,1,10
190,2012,27,6,16.78,1,1,10
190,2013,28,6,21.29,1,1,10
190,2014,29,7,19.25,1,0,10
190,2015,30,8,16.91,1,1,10
191,2010,25,3,20.01,1,1,14
191,2011,26,5,21.46,1,1,14
191,2012,27,5,18.48,0,1,14
191,2013,28,8,19.79,0,1,14
191,2014,29,8,21.43,1,1,14
191,2015,30,8,20.84,1,1,14
192,2010,25,4,18.1,0,1,14
192,2011,26,4,17.38,1,1,14
192,2012,27,5,15.08,1,1,14
192,2013,28,7,20.87,1,1,14
192,2014,29,7,17.08,1,1,14
192,2015,30,8,16.85,0,1,14
193,2010,25,5,16.05,1,1,12
193,2011,26,5,17.68,1,1,12
193,2012,27,5,13.7,1,1,12
193,2013,28,6,14.78,1,0,12
193,2014,29,7,15.54,1,1,12
193,2015,30,9,18.1,1,1,12
194,2010,25,3,15.13,1,1,12
194,2011,26,5,16.59,1,1,12
194,2012,27,5,12.61,1,1,12
194,2013,28,6,19.36,1,1,12
194,2014,29,8,20.4,1,1,12
194,2015,30,8,18.47,1,1,12
195,2010,25,3,16.72,1,1,14
195,2011,26,4,19.71,1,1,14
195,2012,27,5,16.87,1,1,14
195,2013,28,7,19.52,1,1,14
195,2014,29,7,18.97,1,1,14
195,2015,30,9,19.58,1,1,14
196,2010,25,3,15.33,1,1,10
196,2011,26,5,17.12,1,1,10
196,2012,27,5,11.68,1,1,10
196,2013,28,6,17.04,1,1,10
196,2014,29,8,19.87,1,1,10
196,2015,30,9,17.6,1,1,10
197,2010,25,3,18.4,1,1,14
197,2011,26,5,18.16,1,1,14
197,2012,27,6,18.41,1,1,14
197,2013,28,6,18.72,1,0,14
197,2014,29,8,16.86,1,1,14
197,2015,30,8,22.16,1,1,14
198,2010,25,4,22.2,1,1,16
198,2011,26,4,16.38,1,1,16
198,2012,27,5,19.23,0,1,16
198,2013,28,6,19.27,1,1,16
198,2014,29,7,19.54,1,1,16
198,2015,30,8,17.21,0,1,16
199,2010,25,3,12.41,1,1,16
199,2011,26,4,11.12,0,1,16
199,2012,27,5,16.69,1,1,16
199,2013,28,6,14.9,1,1,16
199,2014,29,7,14.78,1,1,16
199,2015,30,10,17.52,1,1,16
200,2010,25,4,20.41,1,1,12
200,2011,26,4,18.88,1,1,12
200,2012,27,5,19.25,1,1,12
200,2013,28,7,23.5,1,1,12
200,2014,29,8,18.78,1,1,12
200,2015,30,8,18.41,1,1,12
201,2010,25,3,17.08,1,1,10
201,2011,26,4,15.03,1,1,10
201,2012,27,5,18.19,1,1,10
201,2013,28,6,16.77,1,1,10
201,2014,29,7,16.09,1,1,10
201,2015,30,9,24.1,1,1,10
202,2010,25,3,19.04,1,1,10
202,2011,26,5,21.11,1,1,10
202,2012,27,6,23.46,1,1,10
202,2013,28,6,17.29,0,1,10
202,2014,29,7,20.22,1,1,10
202,2015,30,9,19.49,1,1,10
203,2010,25,3,17.43,1,1,16
203,2011,26,4,19.99,0,1,16
203,2012,27,5,18.09,1,1,16
203,2013,28,6,19.32,1,1,16
203,2014,29,7,19.81,1,1,16
203,2015,30,8,21.02,1,1,16
204,2010,25,4,13.59,1,0,14
204,2011,26,5,15.44,1,1,14
204,2012,27,5,13.37,1,1,14
204,2013,28,7,17.41,1,1,14
204,2014,29,7,14.48,1,1,14
204,2015,30,8,14.8,1,1,14
205,2010,25,5,18.25,1,0,12
205,2011,26,4,17.69,1,1,12
205,2012,27,6,16.19,1,1,12
205,2013,28,7,14.83,1,1,12
205,2014,29,7,14.12,1,1,12
205,2015,30,8,17.55,1,1,12
206,2010,25,3,16.12,1,1,14
206,2011,26,4,19.07,1,1,14
206,2012,27,5,16.37,1,1,14
206,2013,28,7,19.2,1,1,14
206,2014,29,7,21.9,1,1,14
206,2015,30,8,21.4,1,1,14
207,2010,25,3,20.4,1,1,14
207,2011,26,4,18.6,1,1,14
207,2012,27,6,21.1,1,1,14
207,2013,28,6,20.21,1,1,14
207,2014,29,7,20.04,1,1,14
207,2015,30,9,19.12,1,1,14
208,2010,25,4,18.79,1,1,14
208,2011,26,4,14.61,1,1,14
208,2012,27,5,17.74,1,1,14
208,2013,28,6,17.12,1,1,14
208,2014,29,7,20.57,1,1,14
208,2015,30,8,16.15,1,1,14
209,2010,25,3,26.02,1,1,10
209,2011,26,6,26.6,1,1,10
209,2012,27,5,23.3,1,1,10
209,2013,28,6,29.33,1,1,10
209,2014,29,8,28.45,1,1,10
209,2015,30,9,27.85,1,1,10
210,2010,25,3,17.66,1,1,16
210,2011,26,5,20.88,1,1,16
210,2012,27,5,21.04,1,1,16
210,2013,28,7,22.72,1,1,16
210,2014,29,7,22.79,1,1,16
210,2015,30,8,18.41,1,1,16
211,2010,25,3,15.92,1,1,10
211,2011,26,4,18.36,1,1,10
211,2012,27,5,19.42,1,1,10
211,2013,28,6,22.27,1,1,10
211,2014,29,8,22.77,1,1,10
211,2015,30,8,20.08,1,1,10
212,2010,25,4,18.06,1,0,16
212,2011,26,5,16.15,1,1,16
212,2012,27,5,21.53,1,1,16
212,2013,28,6,17.41,0,1,16
212,2014,29,7,22.08,1,1,16
212,2015,30,8,22.39,1,1,16
213,2010,25,3,17.87,1,1,12
213,2011,26,4,14.85,1,1,12
213,2012,27,5,17.15,1,1,12
213,2013,28,6,23.0,1,1,12
213,2014,29,7,21.99,1,1,12
213,2015,30,10,19.69,1,1,12
214,2010,25,4,15.26,1,1,12
214,2011,26,5,20.25,1,1,12
214,2012,27,5,19.96,1,1,12
214,2013,28,6,17.83,1,1,12
214,2014,29,7,16.19,1,1,12
214,2015,30,8,16.21,1,0,12
215,2010,25,4,19.66,1,1,14
215,2011,26,4,19.71,1,1,14
215,2012,27,5,20.2,1,1,14
215,2013,28,6,19.28,1,1,14
215,2014,29,7,19.16,1,1,14
215,2015,30,8,22.13,1,1,14
216,2010,25,4,14.19,0,1,16
216,2011,26,4,13.39,1,1,16
216,2012,27,5,15.41,1,1,16
216,2013,28,6,15.88,1,0,16
216,2014,29,7,19.26,1,1,16
216,2015,30,9,20.55,1,1,16
217,2010,25,3,14.75,1,1,16
217,2011,26,4,16.04,1,1,16
217,2012,27,6,14.6,1,1,16
217,2013,28,7,16.69,1,1,16
217,2014,29,7,19.57,1,1,16
217,2015,30,9,19.34,1,1,16
218,2010,25,4,16.28,0,1,16
218,2011,26,4,13.9,0,0,16
218,2012,27,5,16.43,1,1,16
218,2013,28,8,21.15,1,1,16
218,2014,29,8,14.13,1,0,16
218,2015,30,9,17.98,1,1,16
219,2010,25,3,15.66,1,1,14
219,2011,26,5,17.54,1,1,14
219,2012,27,5,19.2,1,1,14
219,2013,28,6,17.11,1,1,14
219,2014,29,7,20.09,1,1,14
219,2015,30,9,19.2,1,1,14
220,2010,25,4,21.69,1,1,14
220,2011,26,4,26.12,1,1,14
220,2012,27,5,16.68,1,1,14
220,2013,28,7,23.75,1,1,14
220,2014,29,7,20.87,1,1,14
220,2015,30,8,24.63,1,1,14
221,2010,25,3,12.28,0,0,12
221,2011,26,4,14.99,1,1,12
221,2012,27,5,14.47,1,1,12
221,2013,28,6,15.18,0,1,12
221,2014,29,7,10.95,0,1,12
221,2015,30,9,17.3,1,1,12
222,2010,25,3,20.07,1,1,10
222,2011,26,4,19.34,0,0,10
222,2012,27,5,22.09,1,1,10
222,2013,28,6,15.52,1,1,10
222,2014,29,7,21.1,1,1,10
222,2015,30,9,21.99,1,1,10
223,2010,25,3,12.08,1,1,16
223,2011,26,4,11.56,0,1,16
223,2012,27,5,17.81,1,1,16
223,2013,28,6,15.17,1,1,16
223,2014,29,7,11.95,1,1,16
223,2015,30,8,17.01,1,1,16
224,2010,25,3,14.96,1,1,16
224,2011,26,4,11.32,1,1,16
224,2012,27,6,17.76,1,1,16
224,2013,28,6,16.71,1,1,16
224,2014,29,9,21.05,1,1,16
224,2015,30,9,17.6,1,1,16
225,2010,25,4,19.56,1,1,10
225,2011,26,4,21.8,1,1,10
225,2012,27,5,18.37,1,1,10
225,2013,28,7,19.46,1,1,10
225,2014,29,7,19.67,1,1,10
225,2015,30,9,21.69,1,1,10
226,2010,25,4,18.53,1,1,16
226,2011,26,4,19.46,1,1,16
226,2012,27,5,16.08,1,1,16
226,2013,28,7,18.58,1,1,16
226,2014,29,8,17.57,1,1,16
226,2015,30,8,21.88,1,1,16
227,2010,25,3,12.83,1,1,14
227,2011,26,6,14.95,1,1,14
227,2012,27,5,20.2,1,1,14
227,2013,28,8,15.7,1,1,14
227,2014,29,7,16.16,1,1,14
227,2015,30,9,18.33,1,1,14
228,2010,25,3,13.6,1,1,14
228,2011,26,4,12.81,1,1,14
228,2012,27,5,19.47,1,1,14
228,2013,28,6,13.32,1,1,14
228,2014,29,7,13.75,1,1,14
228,2015,30,8,20.85,1,1,14
229,2010,25,4,19.17,1,1,16
229,2011,26,4,18.13,1,1,16
229,2012,27,5,18.48,1,1,16
229,2013,28,7,19.15,0,1,16
229,2014,29,7,20.53,1,1,16
229,2015,30,9,19.39,1,1,16
230,2010,25,4,19.18,1,1,14
230,2011,26,5,20.01,1,1,14
230,2012,27,7,17.06,1,0,14
230,2013,28,6,18.29,1,1,14
230,2014,29,7,17.2,1,1,14
230,2015,30,8,19.35,1,1,14
231,2010,25,3,20.31,1,0,14
231,2011,26,4,16.77,1,1,14
231,2012,27,5,20.11,1,1,14
231,2013,28,7,21.08,1,1,14
231,2014,29,7,19.18,1,1,14
231,2015,30,9,19.09,1,1,14
232,2010,25,3,17.27,1,1,16
232,2011,26,5,17.51,1,1,16
232,2012,27,5,17.4,1,1,16
232,2013,28,7,16.73,1,1,16
232,2014,29,7,21.08,1,1,16
232,2015,30,10,21.04,1,1,16
233,2010,25,3,15.33,1,1,12
233,2011,26,4,12.64,1,1,12
233,2012,27,8,17.62,1,1,12
233,2013,28,7,13.72,1,1,12
233,2014,29,7,14.61,1,1,12
233,2015,30,8,16.06,1,1,12
234,2010,25,4,23.65,1,1,10
234,2011,26,5,20.27,1,1,10
234,2012,27,6,23.62,1,1,10
234,2013,28,6,23.41,1,1,10
234,2014,29,7,20.34,1,1,10
234,2015,30,10,25.04,1,1,10
235,2010,25,3,17.27,1,1,14
235,2011,26,5,19.4,1,1,14
235,2012,27,5,18.18,1,1,14
235,2013,28,6,21.68,1,1,14
235,2014,29,8,19.01,1,1,14
235,2015,30,8,21.42,1,1,14
236,2010,25,3,11.98,0,0,12
236,2011,26,4,14.21,1,1,12
236,2012,27,5,8.97,0,1,12
236,2013,28,8,13.41,0,0,12
236,2014,29,7,17.32,1,0,12
236,2015,30,9,11.86,0,1,12
237,2010,25,3,14.06,1,1,14
237,2011,26,5,18.2,1,1,14
237,2012,27,5,14.85,1,1,14
237,2013,28,7,20.13,1,1,14
237,2014,29,9,19.41,1,1,14
237,2015,30,8,21.71,1,1,14
238,2010,25,4,13.58,0,1,14
238,2011,26,4,15.17,1,1,14
238,2012,27,5,15.42,1,1,14
238,2013,28,6,15.6,1,1,14
238,2014,29,7,13.38,1,1,14
238,2015,30,8,18.41,1,1,14
239,2010,25,3,18.01,1,1,10
239,2011,26,6,23.17,1,1,10
239,2012,27,7,19.09,1,1,10
239,2013,28,7,19.58,1,1,10
239,2014,29,7,20.25,1,1,10
239,2015,30,8,16.15,1,1,10
240,2010,25,4,15.06,1,1,14
240,2011,26,4,15.05,1,0,14
240,2012,27,6,17.72,0,1,14
240,2013,28,6,16.85,1,1,14
240,2014,29,7,15.99,1,1,14
240,2015,30,8,19.39,1,1,14
241,2010,25,3,18.23,0,1,10
241,2011,26,5,17.07,1,1,10
241,2012,27,6,21.82,1,0,10
241,2013,28,6,15.98,0,1,10
241,2014,29,7,14.17,0,0,10
241,2015,30,8,18.01,1,1,10
242,2010,25,4,20.71,1,1,10
242,2011,26,5,19.19,1,1,10
242,2012,27,6,22.84,1,1,10
242,2013,28,6,18.73,1,1,10
242,2014,29,8,18.96,1,1,10
242,2015,30,8,19.29,1,1,10
243,2010,25,3,18.99,1,1,10
243,2011,26,4,17.55,1,1,10
243,2012,27,5,18.72,1,1,10
243,2013,28,6,19.62,1,1,10
243,2014,29,8,22.06,1,1,10
243,2015,30,9,19.59,1,1,10
244,2010,25,4,14.94,1,0,12
244,2011,26,4,13.25,1,1,12
244,2012,27,6,18.47,1,1,12
244,2013,28,7,13.61,0,1,12
244,2014,29,7,18.02,1,0,12
