id,year,rating,income,debt_ratio,age,size,profitability,sector
86,2017,0,11.4687,0.67,31.5,7.0806,0.0649,5
86,2018,1,11.631,0.6906,32.5,7.0877,0.1254,5
86,2019,3,11.9284,0.6695,33.5,7.109,0.098,5
87,2015,3,11.6283,0.3467,23.2,8.5237,0.047,1
87,2016,1,11.5397,0.3612,24.2,8.7838,0.0833,1
87,2017,2,11.8038,0.3727,25.2,8.4782,0.0519,1
87,2018,3,12.0136,0.4121,26.2,8.7358,0.1095,1
87,2019,3,12.022,0.3788,27.2,8.7422,0.1115,1
88,2015,3,10.1064,0.5523,13.4,8.7845,0.041,1
88,2016,2,10.3273,0.68,14.4,8.7051,0.0283,1
88,2017,2,10.1155,0.6995,15.4,8.6679,0.073,1
88,2018,2,10.2867,0.6154,16.4,8.5602,-0.0013,1
88,2019,0,10.1782,0.5827,17.4,8.7927,0.0337,1
89,2015,2,10.5908,0.3686,20.4,8.1594,0.062,4
89,2016,3,10.5856,0.4529,21.4,8.0782,0.0456,4
89,2017,0,10.7668,0.4338,22.4,8.0905,0.0825,4
89,2018,2,10.7191,0.3667,23.4,8.1578,0.1058,4
89,2019,3,10.7135,0.4154,24.4,8.3749,0.0445,4
90,2015,3,10.5255,0.3433,34.1,8.5982,0.0927,1
90,2016,1,10.3605,0.3929,35.1,8.7016,0.0955,1
90,2017,2,10.4379,0.4506,36.1,8.6539,0.0363,1
90,2018,3,10.3021,0.4494,37.1,8.7705,0.0719,1
90,2019,3,10.6338,0.484,38.1,8.6567,0.0527,1
91,2015,1,10.258,0.3336,44.7,6.6385,0.1065,1
91,2016,1,10.3026,0.3668,45.7,6.5914,0.0713,1
91,2017,2,10.3612,0.4305,46.7,6.4145,0.0573,1
91,2018,2,10.1684,0.4006,47.7,6.6402,0.0448,1
91,2019,3,10.1134,0.3687,48.7,6.4691,0.0802,1
92,2015,1,9.6236,0.56,24.5,10.7287,0.0435,4
92,2016,1,9.3132,0.6169,25.5,10.71,0.0627,4
92,2017,2,9.5928,0.5532,26.5,10.7777,0.0428,4
92,2018,0,9.3796,0.6857,27.5,10.6219,0.0637,4
92,2019,3,9.7725,0.5883,28.5,10.7361,-0.0108,4
93,2015,3,11.5165,0.4164,43.7,8.1243,0.0749,4
93,2016,3,11.7017,0.3441,44.7,7.9958,0.0643,4
93,2017,0,11.8287,0.386,45.7,8.0123,0.0562,4
93,2018,1,11.7337,0.4022,46.7,7.9394,0.0273,4
93,2019,1,11.4071,0.4376,47.7,8.0734,0.0624,4
94,2015,0,9.6066,0.5465,39.8,7.3916,0.0364,5
94,2016,1,9.8349,0.4952,40.8,7.2781,0.0269,5
94,2017,2,9.4111,0.4763,41.8,7.1212,0.0551,5
94,2018,2,9.5626,0.6195,42.8,7.2015,0.0451,5
94,2019,1,9.5103,0.5144,43.8,7.3433,0.0523,5
95,2015,3,9.9365,0.3195,15.9,7.885,0.0689,1
95,2016,3,10.1961,0.3127,16.9,7.7205,0.0564,1
95,2017,1,10.2138,0.3316,17.9,7.9262,0.0497,1
95,2018,3,9.8462,0.3666,18.9,8.0201,0.0276,1
95,2019,1,9.9313,0.331,19.9,7.867,0.0415,1
96,2015,0,11.6046,0.6309,35.7,10.5602,0.0313,1
96,2016,0,11.5368,0.5832,36.7,10.6356,0.0489,1
96,2017,0,11.6147,0.5635,37.7,10.5113,0.0443,1
96,2018,0,11.5841,0.6197,38.7,10.5363,0.0585,1
96,2019,2,11.8113,0.6131,39.7,10.7162,0.0973,1
97,2015,3,10.1723,0.2905,46.1,7.3807,0.0613,5
97,2016,2,10.0283,0.392,47.1,7.4451,0.0576,5
97,2017,3,9.7403,0.3943,48.1,7.3602,0.0832,5
97,2018,1,10.0086,0.4547,49.1,7.4931,0.0508,5
97,2019,2,10.3188,0.4286,50.1,7.4675,0.0731,5
98,2015,1,10.4635,0.5394,34.7,7.0728,0.0642,3
98,2016,3,10.3781,0.5759,35.7,7.3229,-0.0227,3
98,2017,0,10.6939,0.6128,36.7,7.1889,0.008,3
98,2018,0,10.5485,0.6492,37.7,7.0577,0.0895,3
98,2019,3,10.5563,0.6945,38.7,7.3393,0.0737,3
99,2015,3,8.55,0.3805,33.5,9.0573,0.0739,3
99,2016,1,8.6741,0.3947,34.5,9.2919,0.0578,3
99,2017,0,8.7568,0.5303,35.5,9.2329,0.0582,3
99,2018,1,8.7941,0.4516,36.5,9.1387,0.0718,3
99,2019,1,8.7269,0.4107,37.5,9.4132,0.0576,3
100,2015,1,13.0383,0.4622,31.2,9.8981,0.1307,3
100,2016,3,13.1724,0.4344,32.2,10.0397,0.1651,3
100,2017,1,13.0614,0.4845,33.2,9.6907,0.0699,3
100,2018,2,13.0259,0.4288,34.2,9.8263,0.1468,3
100,2019,3,12.7686,0.3736,35.2,9.994,0.0899,3
101,2015,1,10.473,0.468,18.8,7.2281,0.0791,5
101,2016,1,10.3762,0.5106,19.8,7.1782,0.0399,5
101,2017,2,10.3625,0.5524,20.8,7.2207,0.0386,5
101,2018,1,10.4521,0.5633,21.8,7.0528,0.0398,5
101,2019,0,10.2725,0.5424,22.8,7.2992,0.0461,5
102,2015,1,10.5447,0.4439,48.4,7.2262,0.092,1
102,2016,1,10.8685,0.5407,49.4,7.517,0.1278,1
102,2017,0,10.8973,0.5394,50.4,7.4886,0.1464,1
102,2018,3,10.9829,0.5261,51.4,7.3768,0.0473,1
102,2019,1,10.6445,0.5975,52.4,7.5707,0.07,1
103,2015,1,10.8573,0.1463,45.3,9.2902,0.1129,5
103,2016,0,10.8244,0.2439,46.3,9.4325,0.0363,5
103,2017,1,10.8145,0.2063,47.3,9.0797,0.0687,5
103,2018,0,10.8278,0.2175,48.3,9.4376,0.0789,5
103,2019,2,11.1056,0.2887,49.3,9.278,0.079,5
104,2015,3,10.5054,0.1581,47.0,8.1395,0.0595,5
104,2016,3,10.3159,0.0893,48.0,8.1902,0.046,5
104,2017,3,10.5628,0.1452,49.0,8.3513,0.0857,5
104,2018,3,10.5384,0.1245,50.0,8.254,0.0463,5
104,2019,1,10.634,0.2498,51.0,8.1296,0.0627,5
105,2015,2,10.4984,0.4343,25.3,7.5399,0.0304,3
105,2016,0,10.6294,0.4357,26.3,7.4611,-0.0141,3
105,2017,3,10.5553,0.4334,27.3,7.6663,0.0522,3
105,2018,2,10.4247,0.4617,28.3,7.2778,0.0757,3
105,2019,1,10.4919,0.383,29.3,7.5903,-0.0132,3
106,2015,1,9.6367,0.5243,28.8,7.9566,0.0645,2
106,2016,0,9.9261,0.4861,29.8,7.9484,0.0368,2
106,2017,0,9.9221,0.4666,30.8,7.897,0.0511,2
106,2018,3,9.8632,0.4872,31.8,7.9607,0.0524,2
106,2019,1,10.0862,0.5776,32.8,7.9539,0.0367,2
107,2015,3,10.4615,0.3749,31.5,6.3644,-0.0069,1
107,2016,3,10.5562,0.3054,32.5,6.3225,0.0923,1
107,2017,2,9.991,0.3429,33.5,6.4152,0.0301,1
107,2018,1,10.3608,0.301,34.5,6.2109,0.073,1
107,2019,1,10.5563,0.3078,35.5,6.0926,0.0364,1
108,2015,2,10.6188,0.3306,29.8,8.5969,0.0155,3
108,2016,1,10.1839,0.4499,30.8,8.6216,0.0581,3
108,2017,3,10.6606,0.3482,31.8,8.7071,0.0695,3
108,2018,2,10.5933,0.3245,32.8,8.6141,0.0358,3
108,2019,2,10.6356,0.427,33.8,8.6504,0.0627,3
109,2015,2,11.5979,0.5921,14.2,7.3994,0.0646,2
109,2016,1,11.7518,0.6591,15.2,7.2097,0.0832,2
109,2017,1,11.5995,0.6374,16.2,7.111,0.0555,2
109,2018,2,11.5207,0.5031,17.2,7.0852,0.0522,2
109,2019,1,11.4851,0.6009,18.2,7.3127,0.0491,2
110,2015,2,10.7168,0.4436,18.1,4.8576,0.0942,2
110,2016,2,10.4622,0.4028,19.1,4.9578,0.0447,2
110,2017,0,10.5192,0.3314,20.1,4.9858,0.0624,2
110,2018,0,10.3779,0.4563,21.1,4.9268,0.1265,2
110,2019,2,10.3352,0.4044,22.1,4.9696,0.0222,2
111,2015,2,9.9214,0.24,21.4,5.9649,0.0787,4
111,2016,2,10.1439,0.2054,22.4,6.0449,0.0661,4
111,2017,2,9.9518,0.2963,23.4,6.1487,0.0324,4
111,2018,2,10.1153,0.222,24.4,6.1106,0.0164,4
111,2019,0,10.0969,0.293,25.4,6.0641,0.0723,4
112,2015,2,11.2144,0.0814,15.9,10.4378,0.0889,1
112,2016,2,10.6472,0.125,16.9,10.337,0.0399,1
112,2017,1,10.9247,0.1543,17.9,10.188,0.103,1
112,2018,3,11.0795,0.1236,18.9,10.4235,0.0931,1
112,2019,3,11.0436,0.1243,19.9,10.4949,0.1472,1
113,2015,1,10.7458,0.05,6.8,7.5787,0.1462,2
113,2016,0,10.75,0.1973,7.8,7.5602,0.1109,2
113,2017,3,10.5456,0.1517,8.8,7.4937,0.0349,2
113,2018,3,10.825,0.1649,9.8,7.5811,0.0902,2
113,2019,3,10.8026,0.161,10.8,7.4183,0.0511,2
114,2015,3,11.2446,0.3185,48.8,8.8517,0.065,3
114,2016,3,11.2274,0.329,49.8,8.9618,0.0568,3
114,2017,1,11.3334,0.3573,50.8,8.8479,0.017,3
114,2018,3,11.3131,0.2447,51.8,8.82,0.0708,3
114,2019,2,11.5316,0.3192,52.8,8.9016,0.0454,3
115,2015,3,10.0951,0.4017,31.1,8.2328,0.0527,4
115,2016,1,10.2446,0.3424,32.1,8.0153,0.1007,4
115,2017,1,10.0863,0.3871,33.1,8.1932,0.1064,4
115,2018,3,10.1643,0.3793,34.1,8.1447,0.0439,4
115,2019,2,10.4482,0.3252,35.1,8.2321,0.0282,4
116,2015,1,11.3746,0.3647,30.3,10.1397,0.0871,1
116,2016,3,11.5472,0.4047,31.3,10.2322,0.1046,1
116,2017,3,11.2179,0.3096,32.3,10.1935,0.1083,1
116,2018,1,11.3189,0.4153,33.3,10.0817,0.0479,1
116,2019,2,11.322,0.4204,34.3,9.9784,0.0549,1
117,2015,2,8.938,0.2693,10.4,8.8938,0.0153,5
117,2016,0,9.3306,0.3521,11.4,9.0045,0.0469,5
117,2017,2,9.4071,0.3701,12.4,9.0598,0.0535,5
117,2018,0,9.1843,0.3185,13.4,8.9842,0.0476,5
117,2019,0,9.3168,0.3363,14.4,8.962,0.0667,5
118,2015,0,9.5335,0.139,7.6,8.9269,0.0913,3
118,2016,3,9.5223,0.2793,8.6,8.8114,0.0689,3
118,2017,0,9.4716,0.2656,9.6,8.7446,0.0423,3
118,2018,1,9.4355,0.3146,10.6,8.8512,0.0176,3
118,2019,0,9.1633,0.2669,11.6,8.7927,0.0758,3
119,2015,3,10.3606,0.4063,45.9,7.6134,0.0741,2
119,2016,0,10.4974,0.548,46.9,7.5317,0.0093,2
119,2017,3,10.5313,0.5192,47.9,7.6063,0.0225,2
119,2018,3,10.4334,0.4668,48.9,7.7593,0.0706,2
119,2019,2,10.3631,0.537,49.9,7.6535,0.0392,2
120,2015,2,10.3706,0.2548,49.1,7.0782,0.1078,2
120,2016,3,10.2641,0.3039,50.1,7.1178,0.0537,2
120,2017,2,10.1239,0.2374,51.1,7.0059,0.0737,2
120,2018,3,10.3074,0.3425,52.1,7.0079,0.0786,2
120,2019,1,10.5224,0.2141,53.1,7.2186,0.0396,2
121,2015,0,12.0286,0.4761,12.9,7.4557,0.0596,3
121,2016,0,12.4139,0.4188,13.9,7.4978,0.1176,3
121,2017,2,11.946,0.4149,14.9,7.6677,0.1287,3
121,2018,3,12.3299,0.5173,15.9,7.5479,0.0574,3
121,2019,3,12.3017,0.5243,16.9,7.4915,0.0948,3
122,2015,0,10.3131,0.2464,12.6,6.9578,0.066,2
122,2016,2,9.9186,0.1559,13.6,6.9663,0.0728,2
122,2017,2,10.2383,0.1408,14.6,6.8937,0.0514,2
122,2018,1,10.1276,0.1304,15.6,7.1594,0.0578,2
122,2019,0,10.1141,0.1746,16.6,7.0409,0.0892,2
123,2015,3,7.7195,0.157,8.1,9.0716,0.0803,4
123,2016,3,8.1324,0.1015,9.1,8.9653,0.1004,4
123,2017,1,7.8129,0.1032,10.1,8.931,0.0334,4
123,2018,1,7.697,0.1625,11.1,9.0002,0.0774,4
123,2019,3,8.0368,0.1349,12.1,9.0618,0.0391,4
124,2015,0,10.6044,0.212,39.2,6.5015,0.0901,1
124,2016,0,10.7258,0.162,40.2,6.5617,0.0816,1
124,2017,0,10.658,0.0953,41.2,6.5433,0.138,1
124,2018,0,10.8304,0.1698,42.2,6.613,0.11,1
124,2019,2,10.7814,0.2798,43.2,6.3474,0.0501,1
125,2015,0,10.5691,0.513,25.8,10.2806,0.0607,4
125,2016,3,10.6016,0.5402,26.8,10.2625,0.0746,4
125,2017,2,10.6125,0.5215,27.8,10.099,0.0434,4
125,2018,3,10.6154,0.53,28.8,10.3322,0.0928,4
125,2019,0,10.5397,0.5166,29.8,10.4875,0.0713,4
126,2015,1,9.9395,0.7393,40.1,5.7802,0.0364,2
126,2016,3,9.7048,0.738,41.1,5.8671,0.0406,2
126,2017,2,9.7329,0.745,42.1,5.7764,0.0416,2
126,2018,3,9.9945,0.7783,43.1,5.7817,0.0082,2
126,2019,2,9.4426,0.7865,44.1,5.7602,0.0321,2
127,2015,0,8.3475,0.271,25.9,9.008,-0.0068,5
127,2016,1,8.3696,0.2095,26.9,9.1551,-0.0083,5
127,2017,1,8.5583,0.3358,27.9,9.1065,0.023,5
127,2018,0,8.3458,0.3596,28.9,9.0525,0.0883,5
127,2019,3,8.4246,0.352,29.9,8.9976,0.036,5
128,2015,3,10.8872,0.2445,18.0,10.0486,0.0254,1
128,2016,2,10.9847,0.2051,19.0,10.0775,0.0972,1
128,2017,3,11.0478,0.2512,20.0,9.9196,0.0529,1
128,2018,2,10.7575,0.2882,21.0,9.93,0.0937,1
128,2019,3,10.9736,0.3646,22.0,10.005,0.0471,1
129,2015,3,10.2354,0.3767,27.1,7.0936,0.0432,1
129,2016,1,10.2954,0.3425,28.1,7.1197,0.0452,1
129,2017,3,10.0504,0.3785,29.1,6.9199,0.0456,1
129,2018,0,10.2957,0.4718,30.1,7.4949,0.022,1
129,2019,3,10.328,0.3297,31.1,7.2841,0.0573,1
130,2015,3,10.4679,0.4097,9.4,6.9951,0.0502,3
130,2016,0,10.1879,0.4806,10.4,6.9108,0.0647,3
130,2017,0,10.3972,0.3258,11.4,6.8966,0.0675,3
130,2018,0,10.2232,0.3641,12.4,6.8391,0.0842,3
130,2019,2,10.4324,0.3576,13.4,6.8803,0.0779,3
131,2015,2,10.2538,0.2898,8.0,7.2665,0.0554,3
131,2016,2,9.9054,0.3216,9.0,7.4003,0.1129,3
131,2017,0,10.1408,0.2852,10.0,7.1614,0.0867,3
131,2018,1,10.2474,0.2698,11.0,7.1561,0.1019,3
131,2019,2,9.8064,0.3105,12.0,7.3922,0.0515,3
132,2015,1,10.0146,0.4828,49.1,8.2253,0.0182,5
132,2016,3,10.3627,0.4546,50.1,7.9762,0.0681,5
132,2017,2,10.4526,0.4763,51.1,7.933,0.0925,5
132,2018,3,10.3143,0.478,52.1,8.0296,0.0497,5
132,2019,0,10.1501,0.4432,53.1,8.1248,0.0495,5
133,2015,3,11.319,0.3119,39.8,6.3836,0.0908,1
133,2016,1,11.0144,0.2584,40.8,6.6398,0.0413,1
133,2017,0,11.5042,0.3935,41.8,6.6253,0.1311,1
133,2018,0,11.5367,0.5091,42.8,6.6401,0.0069,1
133,2019,2,11.5136,0.2792,43.8,6.5431,0.0906,1
134,2015,0,12.2329,0.5256,10.9,9.3465,0.0667,5
134,2016,0,12.4866,0.5076,11.9,9.3819,0.0797,5
134,2017,2,12.2868,0.4874,12.9,9.3108,0.0798,5
134,2018,1,12.4166,0.5109,13.9,9.2576,0.0769,5
134,2019,1,12.2522,0.4172,14.9,9.0049,0.0269,5
135,2015,1,11.6281,0.34,34.2,9.9554,0.0652,3
135,2016,1,11.5718,0.2706,35.2,10.1606,0.1309,3
135,2017,3,11.6448,0.3216,36.2,9.8679,0.1256,3
135,2018,3,11.5293,0.3239,37.2,9.7547,0.1128,3
135,2019,1,11.5993,0.3493,38.2,9.95,0.0688,3
136,2015,3,11.3976,0.3381,5.2,8.8738,0.0814,3
136,2016,3,11.2946,0.425,6.2,9.072,0.0363,3
136,2017,3,11.2476,0.4651,7.2,9.0068,0.1169,3
136,2018,3,11.3982,0.4824,8.2,9.0982,0.0799,3
136,2019,3,11.5423,0.4517,9.2,8.9307,0.0754,3
137,2015,0,9.97,0.6131,6.0,8.0197,0.0341,1
137,2016,3,10.0805,0.6274,7.0,8.0734,0.0264,1
137,2017,3,10.1261,0.7531,8.0,8.0651,0.0581,1
137,2018,1,10.2951,0.7136,9.0,8.0445,0.0164,1
137,2019,0,10.1628,0.6638,10.0,8.0392,0.1186,1
138,2015,0,10.0775,0.05,47.7,7.8667,0.0685,4
138,2016,0,10.0453,0.0701,48.7,8.0191,0.0687,4
138,2017,3,10.2038,0.1477,49.7,8.019,0.0645,4
138,2018,3,10.2466,0.147,50.7,8.0094,0.0276,4
138,2019,1,10.2534,0.1064,51.7,7.9357,0.0962,4
139,2015,3,9.8455,0.3677,29.1,9.5406,0.0234,2
139,2016,1,9.9602,0.3277,30.1,9.4739,0.0673,2
139,2017,0,10.355,0.3045,31.1,9.3777,0.1449,2
139,2018,3,10.0348,0.3969,32.1,9.6603,0.0454,2
139,2019,2,9.9347,0.3305,33.1,9.4916,0.0284,2
140,2015,1,10.7584,0.6192,21.2,8.8705,0.033,3
140,2016,1,10.5669,0.6285,22.2,8.7976,0.0267,3
140,2017,2,11.0558,0.6998,23.2,8.8217,0.0289,3
140,2018,3,10.5877,0.6841,24.2,8.7699,0.0417,3
140,2019,2,10.7596,0.7697,25.2,8.9645,-0.0022,3
141,2015,1,11.7897,0.4324,9.1,6.3838,0.0509,3
141,2016,2,11.8461,0.4026,10.1,6.6497,0.0716,3
141,2017,3,11.6304,0.4203,11.1,6.6133,0.0886,3
141,2018,3,11.7188,0.4472,12.1,6.672,0.0431,3
141,2019,2,11.7712,0.4515,13.1,6.7224,0.0954,3
142,2015,3,10.2287,0.166,38.5,7.9347,0.0833,4
142,2016,2,10.3498,0.1589,39.5,7.7604,0.0616,4
142,2017,3,10.0482,0.1758,40.5,7.7855,0.0901,4
142,2018,2,10.0318,0.1669,41.5,8.0023,0.0801,4
142,2019,3,10.3733,0.2389,42.5,7.8212,0.0609,4
143,2015,0,9.7361,0.5603,29.1,6.1075,0.0676,4
143,2016,0,9.3393,0.6579,30.1,5.9421,0.0713,4
143,2017,0,9.7612,0.6962,31.1,6.0985,0.0764,4
143,2018,0,9.6126,0.6678,32.1,6.1836,-0.0021,4
143,2019,2,9.5735,0.683,33.1,6.2376,0.0645,4
144,2015,0,9.3727,0.53,7.2,7.8048,0.0394,5
144,2016,0,9.4411,0.6007,8.2,7.473,0.0386,5
144,2017,3,9.6406,0.6264,9.2,7.6995,0.0503,5
144,2018,3,9.4347,0.6313,10.2,7.6639,0.0272,5
144,2019,0,9.6322,0.6069,11.2,7.4931,-0.0085,5
145,2015,1,10.9623,0.5831,50.0,8.4754,0.0735,5
145,2016,3,11.0112,0.6479,51.0,8.2889,0.0067,5
145,2017,2,10.9928,0.6353,52.0,8.4303,0.0534,5
145,2018,3,11.0239,0.6482,53.0,8.2144,0.0762,5
145,2019,1,11.1733,0.6743,54.0,8.4651,0.0963,5
146,2015,2,10.7149,0.2424,25.0,5.483,0.0679,2
146,2016,2,10.6686,0.2352,26.0,5.6983,0.0603,2
146,2017,1,10.9761,0.2244,27.0,5.6792,0.0752,2
146,2018,3,10.974,0.3073,28.0,5.6251,0.1515,2
146,2019,2,10.4403,0.3073,29.0,5.5395,0.0888,2
147,2015,0,9.1999,0.1822,45.5,9.2279,0.1282,2
147,2016,3,9.2781,0.2647,46.5,9.2837,0.0172,2
147,2017,1,9.5873,0.2771,47.5,9.2205,0.0639,2
147,2018,1,9.365,0.2574,48.5,9.1747,0.0768,2
147,2019,1,9.5205,0.2511,49.5,9.3243,0.0899,2
148,2015,1,10.1887,0.363,39.1,7.2786,0.0343,1
148,2016,1,10.0526,0.3711,40.1,7.3128,0.0566,1
148,2017,0,10.2304,0.3646,41.1,7.0845,0.0247,1
148,2018,1,10.271,0.365,42.1,7.309,0.0627,1
148,2019,3,10.3496,0.358,43.1,7.1804,0.0531,1
149,2015,2,9.1627,0.5307,46.9,5.9652,0.0852,5
149,2016,3,9.5449,0.551,47.9,5.9225,0.0168,5
149,2017,1,9.3832,0.5614,48.9,5.7974,0.0454,5
149,2018,2,9.6719,0.5973,49.9,6.0347,0.0371,5
149,2019,0,9.4725,0.6141,50.9,5.9621,0.0564,5
150,2015,1,10.3719,0.683,24.0,7.8636,0.0508,3
150,2016,3,10.3167,0.6626,25.0,7.7686,0.0287,3
150,2017,2,10.1894,0.5907,26.0,7.9059,0.01,3
150,2018,2,10.2465,0.6286,27.0,7.7624,-0.0148,3
150,2019,3,10.527,0.7021,28.0,7.8364,0.0722,3
151,2015,2,10.5406,0.5487,23.2,7.4545,0.0504,5
151,2016,2,10.6827,0.5471,24.2,7.335,0.0223,5
151,2017,1,10.3765,0.4867,25.2,7.2278,0.0408,5
151,2018,1,10.7513,0.5364,26.2,7.4164,0.0553,5
151,2019,2,10.6254,0.6267,27.2,7.3477,0.0688,5
152,2015,3,12.0514,0.222,34.3,6.3655,0.1404,3
152,2016,3,11.4738,0.2619,35.3,6.3773,0.0525,3
152,2017,3,11.9019,0.1686,36.3,6.5817,0.1222,3
152,2018,3,11.8555,0.2543,37.3,6.4436,0.0545,3
152,2019,3,11.877,0.2129,38.3,6.4964,0.1487,3
153,2015,0,10.6744,0.1994,4.6,8.6073,0.077,4
153,2016,1,10.6301,0.3147,5.6,8.6097,0.1199,4
153,2017,0,10.8292,0.3489,6.6,8.3915,0.1365,4
153,2018,0,10.7555,0.3606,7.6,8.5583,0.0529,4
153,2019,2,10.7724,0.3187,8.6,8.4721,0.0616,4
154,2015,3,9.6844,0.2968,3.4,8.6628,0.1106,5
154,2016,3,9.5428,0.3041,4.4,8.4971,0.0872,5
154,2017,0,9.6612,0.3123,5.4,8.6525,0.0867,5
154,2018,0,9.6982,0.3477,6.4,8.748,0.0443,5
154,2019,2,9.3125,0.2938,7.4,8.5605,0.0559,5
155,2015,3,10.8167,0.3708,25.9,6.6252,0.0758,4
155,2016,3,10.6771,0.4397,26.9,6.5218,0.1273,4
155,2017,2,10.5626,0.4415,27.9,6.5781,0.0658,4
155,2018,3,10.9316,0.3372,28.9,6.6961,0.0542,4
155,2019,1,10.989,0.485,29.9,6.7373,0.0152,4
156,2015,1,10.0661,0.3962,20.8,9.4449,0.0132,2
156,2016,1,10.2258,0.409,21.8,9.5948,0.0099,2
156,2017,0,10.4446,0.4867,22.8,9.6534,0.0986,2
156,2018,3,9.7337,0.4605,23.8,9.5634,0.0651,2
156,2019,0,10.2097,0.4286,24.8,9.5405,0.0624,2
157,2015,3,9.3539,0.2709,21.0,7.0356,0.0954,2
157,2016,0,9.6996,0.2421,22.0,7.1237,0.0617,2
157,2017,2,9.5111,0.2856,23.0,7.1146,0.0002,2
157,2018,3,9.5215,0.3143,24.0,7.2811,0.0363,2
157,2019,3,9.744,0.3227,25.0,7.0134,0.0652,2
158,2015,1,10.1151,0.266,43.1,8.5291,0.0191,1
158,2016,2,10.1188,0.2116,44.1,8.5571,0.0044,1
158,2017,3,10.1597,0.299,45.1,8.622,0.065,1
158,2018,3,10.1569,0.2783,46.1,8.5645,0.085,1
158,2019,2,10.4461,0.3284,47.1,8.5073,0.1607,1
159,2015,3,10.5952,0.4141,8.0,7.3339,0.0156,5
159,2016,0,10.7234,0.4498,9.0,7.3823,0.0656,5
159,2017,3,10.8977,0.4079,10.0,7.3855,0.0467,5
159,2018,0,11.1364,0.346,11.0,7.4747,0.1307,5
159,2019,1,10.8356,0.4064,12.0,7.4067,0.0445,5
160,2015,2,10.9986,0.3981,47.3,8.763,0.0904,4
160,2016,2,11.129,0.5689,48.3,8.6774,0.0104,4
160,2017,0,11.1555,0.4687,49.3,8.8832,0.063,4
160,2018,3,11.2277,0.4789,50.3,9.0179,0.0836,4
160,2019,3,11.0839,0.5366,51.3,8.756,0.1214,4
161,2015,0,8.5425,0.2338,26.2,4.4491,0.0553,3
161,2016,3,8.2231,0.2396,27.2,4.4722,0.0128,3
161,2017,3,8.3264,0.2707,28.2,4.7471,0.0302,3
161,2018,2,8.3443,0.1671,29.2,4.514,0.0518,3
161,2019,0,8.4114,0.2754,30.2,4.4072,0.0598,3
162,2015,3,11.0773,0.5438,29.9,8.1308,0.015,2
162,2016,0,11.1333,0.4108,30.9,8.5792,0.0431,2
162,2017,2,11.1212,0.5019,31.9,8.2074,0.0389,2
162,2018,3,11.4619,0.4546,32.9,8.0841,0.0629,2
162,2019,1,11.1513,0.5386,33.9,8.1926,0.0233,2
163,2015,1,10.3523,0.3908,16.1,6.8783,0.0786,2
163,2016,1,10.6061,0.3555,17.1,6.9426,-0.0038,2
163,2017,1,10.5699,0.3631,18.1,7.1325,0.0258,2
163,2018,2,10.3087,0.3419,19.1,6.8177,0.0592,2
163,2019,2,10.5083,0.3504,20.1,7.1644,0.1033,2
164,2015,2,12.2312,0.4739,21.7,8.0379,0.0017,3
164,2016,0,12.0775,0.5344,22.7,8.1169,0.1118,3
164,2017,0,12.1731,0.4967,23.7,7.9111,0.1096,3
164,2018,0,12.1636,0.5038,24.7,8.1509,0.114,3
164,2019,1,12.1764,0.5156,25.7,8.1126,0.0725,3
165,2015,3,11.1681,0.2427,42.3,9.0832,0.0748,4
165,2016,3,11.0472,0.3087,43.3,9.1859,0.1118,4
165,2017,1,10.9105,0.332,44.3,9.2374,0.062,4
165,2018,3,11.1372,0.2294,45.3,9.0387,0.0947,4
165,2019,1,11.3126,0.2307,46.3,8.9387,0.0445,4
166,2015,2,10.1947,0.4579,10.8,8.2306,0.1111,4
166,2016,2,9.947,0.5673,11.8,8.1336,0.0522,4
166,2017,2,9.907,0.5118,12.8,8.2852,0.0304,4
166,2018,0,10.1822,0.482,13.8,8.3325,0.0783,4
166,2019,3,9.8302,0.4319,14.8,8.2742,0.0703,4
167,2015,3,10.7921,0.4637,3.1,6.5189,0.0797,5
167,2016,1,10.8662,0.4123,4.1,6.4125,0.094,5
167,2017,1,10.7989,0.4244,5.1,6.4198,0.0218,5
167,2018,1,10.9647,0.379,6.1,6.4381,0.0643,5
167,2019,2,10.9388,0.389,7.1,6.3516,0.1029,5
168,2015,3,10.4559,0.3382,27.1,8.711,0.0186,5
168,2016,1,10.4765,0.2711,28.1,8.6967,0.1034,5
168,2017,2,10.1253,0.2545,29.1,8.7342,0.0474,5
168,2018,2,10.0855,0.2407,30.1,8.7988,0.026,5
168,2019,3,10.4017,0.3029,31.1,8.6871,0.0865,5
169,2015,3,11.1659,0.5144,25.4,9.207,0.0918,1
169,2016,3,11.0468,0.5668,26.4,9.4048,0.0724,1
169,2017,3,11.4934,0.6734,27.4,9.6277,0.1074,1
169,2018,0,11.3604,0.5802,28.4,9.4661,0.0536,1
169,2019,3,11.6665,0.5954,29.4,9.5473,0.0331,1
170,2015,0,9.2908,0.1499,47.0,8.9386,0.0521,2
170,2016,0,9.4051,0.1119,48.0,9.0295,0.1051,2
170,2017,3,9.4666,0.073,49.0,8.755,0.048,2
170,2018,0,9.4523,0.1138,50.0,8.9211,0.0912,2
170,2019,2,9.5005,0.1381,51.0,8.9445,0.0892,2
171,2015,0,10.27,0.2964,3.0,6.3474,0.0733,5
171,2016,0,10.288,0.4146,4.0,6.2055,0.1323,5
171,2017,2,10.2886,0.4247,5.0,6.2181,0.033,5
171,2018,0,10.5057,0.3299,6.0,6.2943,0.0932,5
