worker_id,year,mode,prod_remote,commute,kids,age,educ,income,sector,firm_size,tech_job
308,2021,1,6.42,29.0,0,46.0,14.2,10451.95,5,2,0
308,2022,1,6.2,22.8,0,47.0,14.2,11371.85,5,2,0
308,2023,0,6.13,24.8,0,48.0,14.2,11478.84,5,2,0
309,2019,2,5.55,14.8,0,45.0,8.4,8362.57,1,3,1
309,2020,2,6.18,5.0,0,46.0,8.4,9585.02,1,3,1
309,2021,0,5.54,19.8,1,47.0,8.4,8609.64,1,3,1
309,2022,0,5.44,16.0,1,48.0,8.4,10434.82,1,3,1
309,2023,0,5.88,19.1,1,49.0,8.4,9445.23,1,3,1
310,2019,0,5.22,25.0,0,33.0,13.5,11786.82,5,3,0
310,2020,1,5.95,20.6,0,34.0,13.5,11364.48,5,3,0
310,2021,2,5.42,18.9,0,35.0,13.5,10974.04,5,3,0
310,2022,1,6.08,23.4,0,36.0,13.5,11655.49,5,3,0
310,2023,2,5.82,23.3,0,37.0,13.5,11022.35,5,3,0
311,2019,1,6.01,24.6,0,42.0,15.9,8951.66,5,2,0
311,2020,2,5.99,27.2,0,43.0,15.9,10535.33,5,2,0
311,2021,1,5.53,24.7,0,44.0,15.9,10120.36,5,2,0
311,2022,2,5.72,19.8,0,45.0,15.9,10443.47,5,2,0
311,2023,2,6.16,35.4,0,46.0,15.9,11379.99,5,2,0
312,2019,1,9.32,14.5,0,28.0,18.7,25326.34,2,1,1
312,2020,1,9.48,12.4,0,29.0,18.7,23547.34,2,1,1
312,2021,1,9.32,12.4,0,30.0,18.7,27134.8,2,1,1
312,2022,0,9.86,19.4,0,31.0,18.7,26993.96,2,1,1
312,2023,2,9.31,18.0,0,32.0,18.7,28973.77,2,1,1
313,2019,1,8.3,13.8,0,42.0,16.5,13592.34,4,3,0
313,2020,2,7.08,26.1,0,43.0,16.5,12318.76,4,3,0
313,2021,2,7.77,23.0,0,44.0,16.5,14147.75,4,3,0
313,2022,2,8.07,19.1,0,45.0,16.5,14811.03,4,3,0
313,2023,2,8.34,24.7,0,46.0,16.5,15338.97,4,3,0
314,2019,1,7.09,41.0,1,36.0,15.1,15232.85,1,3,1
314,2020,2,6.71,39.9,1,37.0,15.1,16705.83,1,3,1
314,2021,2,6.8,50.9,1,38.0,15.1,15724.54,1,3,1
314,2022,1,6.83,48.1,1,39.0,15.1,16893.31,1,3,1
314,2023,1,7.03,37.2,1,40.0,15.1,17128.64,1,3,1
315,2019,1,7.4,22.2,1,43.0,14.0,15531.33,1,1,1
315,2020,2,8.14,19.0,1,44.0,14.0,16984.44,1,1,1
315,2021,2,7.6,7.8,1,45.0,14.0,17172.72,1,1,1
315,2022,2,8.71,11.3,1,46.0,14.0,19231.02,1,1,1
315,2023,1,8.66,11.8,1,47.0,14.0,16661.83,1,1,1
316,2019,0,6.1,27.2,2,43.0,9.3,5966.99,5,2,0
316,2020,0,6.19,34.7,2,44.0,9.3,6868.21,5,2,0
316,2021,1,6.82,33.9,2,45.0,9.3,6625.29,5,2,0
316,2022,2,5.93,35.7,2,46.0,9.3,7504.52,5,2,0
316,2023,1,6.4,30.8,2,47.0,9.3,7135.67,5,2,0
317,2019,0,6.45,37.3,0,50.0,14.2,12602.16,4,1,0
317,2020,0,6.89,28.3,0,51.0,14.2,13684.52,4,1,0
317,2021,2,6.56,40.2,0,52.0,14.2,15032.35,4,1,0
317,2022,0,6.48,35.1,0,53.0,14.2,13545.42,4,1,0
317,2023,1,6.61,26.7,0,54.0,14.2,14473.88,4,1,0
318,2019,1,5.03,39.6,1,26.0,15.2,9633.73,5,3,0
318,2020,1,5.02,46.8,1,27.0,15.2,10072.87,5,3,0
318,2021,2,5.57,52.5,1,28.0,15.2,10045.56,5,3,0
318,2022,1,5.45,43.5,1,29.0,15.2,10759.42,5,3,0
318,2023,1,4.99,49.1,1,30.0,15.2,10678.45,5,3,0
319,2019,2,7.63,15.1,2,44.0,12.0,10318.7,2,2,0
319,2020,2,7.78,11.4,2,45.0,12.0,11029.1,2,2,0
319,2021,2,7.93,14.3,2,46.0,12.0,10498.02,2,2,0
319,2022,2,8.14,7.9,2,47.0,12.0,11861.68,2,2,0
319,2023,2,7.86,5.0,3,48.0,12.0,12663.17,2,2,0
320,2019,1,7.94,10.4,1,47.0,22.0,26442.06,2,2,0
320,2020,2,8.37,27.9,1,48.0,22.0,27430.91,2,2,0
320,2021,2,8.34,16.7,1,49.0,22.0,28549.13,2,2,0
320,2022,0,7.97,17.2,1,50.0,22.0,30953.55,2,2,0
320,2023,0,8.7,14.2,1,51.0,22.0,29500.94,2,2,0
321,2019,1,5.48,7.6,1,42.0,11.4,14280.92,4,1,0
321,2020,1,5.55,5.0,1,43.0,11.4,12030.2,4,1,0
321,2021,1,5.32,21.3,1,44.0,11.4,14787.34,4,1,0
321,2022,2,5.51,13.4,1,45.0,11.4,15489.87,4,1,0
321,2023,0,5.93,11.6,1,46.0,11.4,15153.26,4,1,0
322,2019,1,4.87,26.2,0,28.0,12.9,9225.98,3,3,0
322,2020,2,5.21,11.9,0,29.0,12.9,11280.16,3,3,0
322,2021,1,5.36,15.8,0,30.0,12.9,10039.73,3,3,0
322,2022,1,5.2,27.3,0,31.0,12.9,10366.67,3,3,0
322,2023,1,5.4,16.5,0,32.0,12.9,10971.32,3,3,0
323,2019,0,5.07,5.0,0,47.0,16.2,23520.26,5,3,0
323,2020,2,6.03,17.0,0,48.0,16.2,22665.23,5,3,0
323,2021,1,5.64,21.6,0,49.0,16.2,24039.87,5,3,0
323,2022,1,5.59,5.4,0,50.0,16.2,30203.3,5,3,0
323,2023,1,5.65,11.6,0,51.0,16.2,26073.39,5,3,0
324,2019,2,6.12,19.1,1,29.0,13.5,7067.29,2,2,0
324,2020,2,6.33,19.4,1,30.0,13.5,7997.84,2,2,0
324,2021,2,7.06,20.4,1,31.0,13.5,7878.42,2,2,0
324,2022,2,7.18,24.3,1,32.0,13.5,7670.24,2,2,0
324,2023,1,6.94,12.9,1,33.0,13.5,8450.66,2,2,0
325,2019,0,5.63,50.7,1,40.0,16.8,15766.32,2,1,0
325,2020,2,5.71,54.2,1,41.0,16.8,16090.24,2,1,0
325,2021,1,6.38,46.1,1,42.0,16.8,15873.7,2,1,0
325,2022,1,5.47,58.9,1,43.0,16.8,16148.15,2,1,0
325,2023,1,5.95,49.6,0,44.0,16.8,18569.08,2,1,0
326,2019,1,5.54,24.8,0,42.0,17.4,14109.68,5,1,0
326,2020,1,5.36,34.3,0,43.0,17.4,12853.77,5,1,0
326,2021,2,5.14,32.7,0,44.0,17.4,13549.11,5,1,0
326,2022,1,5.44,41.2,0,45.0,17.4,13777.66,5,1,0
326,2023,0,5.5,29.1,0,46.0,17.4,15151.06,5,1,0
327,2019,1,5.06,5.0,2,47.0,13.6,15163.22,4,3,0
327,2020,1,4.87,9.9,2,48.0,13.6,15704.2,4,3,0
327,2021,1,5.33,5.0,2,49.0,13.6,16246.51,4,3,0
327,2022,1,5.11,6.2,2,50.0,13.6,16368.64,4,3,0
327,2023,1,5.83,5.0,2,51.0,13.6,17919.22,4,3,0
328,2019,1,5.61,37.0,1,43.0,12.6,9088.12,5,2,0
328,2020,2,5.63,39.5,1,44.0,12.6,9178.82,5,2,0
328,2021,2,6.19,33.5,1,45.0,12.6,9410.84,5,2,0
328,2022,2,5.62,26.7,1,46.0,12.6,9468.48,5,2,0
328,2023,2,6.52,35.2,1,47.0,12.6,10255.77,5,2,0
329,2019,2,9.4,27.8,0,35.0,16.4,16614.07,1,2,1
329,2020,2,8.42,29.6,0,36.0,16.4,14948.19,1,2,1
329,2021,1,9.35,33.1,0,37.0,16.4,17311.06,1,2,1
329,2022,2,9.18,22.1,0,38.0,16.4,17858.13,1,2,1
329,2023,2,8.53,19.0,0,39.0,16.4,16272.78,1,2,1
330,2019,0,6.86,15.4,2,54.0,19.1,18289.21,5,2,0
330,2020,2,6.33,20.9,2,55.0,19.1,21572.17,5,2,0
330,2021,2,6.76,10.5,2,56.0,19.1,20972.4,5,2,0
330,2022,0,6.89,5.0,2,57.0,19.1,21742.16,5,2,0
330,2023,1,6.26,17.3,3,58.0,19.1,24528.26,5,2,0
331,2019,2,5.67,18.0,2,28.0,11.0,4808.59,3,2,0
331,2020,1,5.35,17.0,2,29.0,11.0,5722.08,3,2,0
331,2021,0,5.53,29.0,1,30.0,11.0,5723.94,3,2,0
331,2022,0,5.17,28.1,1,31.0,11.0,6079.14,3,2,0
331,2023,2,4.97,18.7,1,32.0,11.0,6848.92,3,2,0
332,2019,1,7.39,30.9,2,45.0,10.4,14454.56,1,2,1
332,2020,1,7.58,35.6,2,46.0,10.4,15899.42,1,2,1
332,2021,1,6.97,40.0,2,47.0,10.4,16686.33,1,2,1
332,2022,1,6.96,43.0,2,48.0,10.4,15645.03,1,2,1
332,2023,0,6.99,35.3,2,49.0,10.4,18276.29,1,2,1
333,2019,0,5.46,31.9,1,46.0,15.5,12288.68,4,3,0
333,2020,2,6.12,35.4,1,47.0,15.5,12805.41,4,3,0
333,2021,1,6.18,37.7,1,48.0,15.5,13021.99,4,3,0
333,2022,2,5.78,34.4,1,49.0,15.5,14076.8,4,3,0
333,2023,0,6.26,32.5,1,50.0,15.5,14416.8,4,3,0
334,2019,2,6.68,39.3,2,41.0,16.6,18470.08,3,1,0
334,2020,1,7.36,54.2,2,42.0,16.6,18820.86,3,1,0
334,2021,1,6.97,46.7,2,43.0,16.6,19173.87,3,1,0
334,2022,2,7.07,42.8,2,44.0,16.6,20132.98,3,1,0
334,2023,2,7.43,41.3,2,45.0,16.6,19988.57,3,1,0
335,2019,1,10.0,11.0,1,39.0,17.6,23758.65,2,2,1
335,2020,2,10.0,12.9,1,40.0,17.6,22756.34,2,2,1
335,2021,2,10.0,7.5,1,41.0,17.6,26953.81,2,2,1
335,2022,2,10.0,6.0,1,42.0,17.6,25324.87,2,2,1
335,2023,2,10.0,11.7,1,43.0,17.6,26734.86,2,2,1
336,2019,1,7.31,16.4,2,28.0,12.2,12599.48,1,2,1
336,2020,2,7.32,12.1,2,29.0,12.2,13011.01,1,2,1
336,2021,1,7.5,14.8,2,30.0,12.2,13912.71,1,2,1
336,2022,0,7.52,16.2,2,31.0,12.2,13891.81,1,2,1
336,2023,0,7.47,22.4,2,32.0,12.2,15056.05,1,2,1
337,2019,1,5.76,25.9,1,30.0,15.4,9442.45,2,1,0
337,2020,1,6.43,21.5,1,31.0,15.4,9600.4,2,1,0
337,2021,0,5.89,24.4,1,32.0,15.4,8969.91,2,1,0
337,2022,1,5.9,19.1,1,33.0,15.4,10301.03,2,1,0
337,2023,1,5.94,27.6,2,34.0,15.4,9755.91,2,1,0
338,2019,0,3.86,49.2,0,30.0,9.4,9570.31,3,2,0
338,2020,0,4.53,42.8,0,31.0,9.4,10132.13,3,2,0
338,2021,1,4.11,48.8,0,32.0,9.4,10556.91,3,2,0
338,2022,1,4.22,46.3,0,33.0,9.4,10486.15,3,2,0
338,2023,2,4.69,44.4,0,34.0,9.4,10909.5,3,2,0
339,2019,1,6.69,16.2,0,43.0,15.1,15449.88,3,2,0
339,2020,1,6.93,27.0,0,44.0,15.1,14341.22,3,2,0
339,2021,2,7.35,24.6,1,45.0,15.1,13828.81,3,2,0
339,2022,1,6.9,27.1,1,46.0,15.1,15332.62,3,2,0
339,2023,0,6.6,21.1,1,47.0,15.1,14474.86,3,2,0
340,2019,1,8.15,41.4,2,50.0,19.9,26316.53,2,2,1
340,2020,2,7.87,44.7,2,51.0,19.9,27913.59,2,2,1
340,2021,2,8.52,46.5,2,52.0,19.9,29899.15,2,2,1
340,2022,1,8.93,59.5,2,53.0,19.9,31907.32,2,2,1
340,2023,1,8.4,36.8,2,54.0,19.9,36123.56,2,2,1
341,2019,1,5.51,31.7,1,53.0,16.0,16498.6,2,2,0
341,2020,2,4.91,35.1,1,54.0,16.0,18664.81,2,2,0
341,2021,1,6.31,35.6,1,55.0,16.0,18168.09,2,2,0
341,2022,1,5.92,30.5,1,56.0,16.0,19121.11,2,2,0
341,2023,1,5.78,27.6,1,57.0,16.0,18541.44,2,2,0
342,2019,0,6.85,17.2,2,37.0,19.7,16253.38,5,2,0
342,2020,1,7.11,20.6,2,38.0,19.7,13840.61,5,2,0
342,2021,2,6.81,13.5,2,39.0,19.7,16474.39,5,2,0
342,2022,1,6.96,22.1,2,40.0,19.7,16101.3,5,2,0
342,2023,2,7.38,20.5,2,41.0,19.7,15680.34,5,2,0
343,2019,2,7.54,29.0,1,49.0,15.4,18383.68,1,2,1
343,2020,2,7.69,17.5,1,50.0,15.4,19204.61,1,2,1
343,2021,2,7.79,26.8,1,51.0,15.4,17797.35,1,2,1
343,2022,2,7.48,19.9,1,52.0,15.4,19778.95,1,2,1
343,2023,1,7.91,28.9,1,53.0,15.4,19479.9,1,2,1
344,2019,2,7.14,25.9,3,45.0,11.6,10428.76,3,1,0
344,2020,2,6.98,30.0,3,46.0,11.6,11067.34,3,1,0
344,2021,2,6.71,26.1,3,47.0,11.6,9710.93,3,1,0
344,2022,2,7.13,29.2,3,48.0,11.6,10799.72,3,1,0
344,2023,1,6.85,30.7,3,49.0,11.6,11361.58,3,1,0
345,2019,2,6.49,29.2,1,32.0,14.9,8489.12,2,3,0
345,2020,2,7.0,21.8,1,33.0,14.9,7354.47,2,3,0
345,2021,1,6.8,24.2,1,34.0,14.9,8157.62,2,3,0
345,2022,2,6.33,20.0,1,35.0,14.9,8251.16,2,3,0
345,2023,1,6.43,24.3,1,36.0,14.9,8412.37,2,3,0
346,2019,1,7.51,23.8,2,42.0,14.8,15872.92,3,2,0
346,2020,1,7.7,12.2,2,43.0,14.8,15272.9,3,2,0
346,2021,1,7.8,10.4,2,44.0,14.8,14528.32,3,2,0
346,2022,2,7.28,15.1,2,45.0,14.8,16463.23,3,2,0
346,2023,2,8.03,7.1,2,46.0,14.8,17141.27,3,2,0
347,2019,1,4.84,32.3,3,54.0,12.6,23580.84,3,2,0
347,2020,1,5.01,22.4,3,55.0,12.6,25011.1,3,2,0
347,2021,1,5.5,31.9,3,56.0,12.6,25370.91,3,2,0
347,2022,1,4.97,30.4,3,57.0,12.6,26372.36,3,2,0
347,2023,1,4.58,31.7,3,58.0,12.6,25415.19,3,2,0
348,2019,0,8.02,24.2,0,25.0,14.2,18288.49,1,3,1
348,2020,0,8.07,28.0,0,26.0,14.2,16760.11,1,3,1
348,2021,1,7.83,28.9,0,27.0,14.2,18598.97,1,3,1
348,2022,0,8.2,27.8,0,28.0,14.2,18481.64,1,3,1
348,2023,1,8.26,20.1,0,29.0,14.2,19084.78,1,3,1
349,2019,0,6.91,32.7,0,40.0,13.3,26049.43,1,1,1
349,2020,2,7.0,31.9,0,41.0,13.3,24370.2,1,1,1
349,2021,0,7.63,32.3,0,42.0,13.3,26467.55,1,1,1
349,2022,1,6.88,36.1,0,43.0,13.3,26716.76,1,1,1
349,2023,1,6.87,32.2,0,44.0,13.3,28555.68,1,1,1
350,2019,0,5.94,16.3,1,33.0,15.9,11459.74,4,2,0
350,2020,2,5.19,14.8,1,34.0,15.9,11281.17,4,2,0
350,2021,1,5.44,20.3,1,35.0,15.9,11067.99,4,2,0
350,2022,1,5.56,12.6,2,36.0,15.9,11511.37,4,2,0
350,2023,1,5.75,17.1,2,37.0,15.9,12405.4,4,2,0
351,2019,1,7.0,20.1,2,32.0,19.8,8561.0,4,2,0
351,2020,1,7.39,32.1,2,33.0,19.8,8969.85,4,2,0
351,2021,0,7.02,18.8,2,34.0,19.8,8914.93,4,2,0
351,2022,2,6.54,30.4,2,35.0,19.8,9784.22,4,2,0
351,2023,2,7.25,19.5,2,36.0,19.8,9232.3,4,2,0
352,2019,1,6.06,38.9,0,48.0,13.9,15108.77,4,1,0
352,2020,1,6.69,35.9,1,49.0,13.9,18914.2,4,1,0
352,2021,2,6.5,35.0,1,50.0,13.9,17755.43,4,1,0
352,2022,2,6.81,33.9,1,51.0,13.9,18167.74,4,1,0
352,2023,0,6.86,23.4,1,52.0,13.9,18370.85,4,1,0
353,2019,1,6.04,36.1,1,33.0,14.1,6924.43,2,1,0
353,2020,2,5.94,37.0,1,34.0,14.1,7445.76,2,1,0
353,2021,1,6.52,32.5,1,35.0,14.1,8474.72,2,1,0
353,2022,1,6.56,38.5,1,36.0,14.1,8033.21,2,1,0
353,2023,2,6.24,32.2,1,37.0,14.1,8201.85,2,1,0
354,2019,0,6.0,26.2,0,49.0,17.3,22178.47,3,2,0
354,2020,1,6.05,26.7,0,50.0,17.3,24494.13,3,2,0
354,2021,2,5.97,20.4,0,51.0,17.3,24118.22,3,2,0
354,2022,0,6.28,21.6,0,52.0,17.3,25283.57,3,2,0
354,2023,2,6.13,23.2,0,53.0,17.3,26702.94,3,2,0
355,2019,1,5.43,35.3,0,34.0,14.8,11869.38,5,3,0
355,2020,1,5.02,35.8,0,35.0,14.8,11826.15,5,3,0
355,2021,1,5.36,29.1,0,36.0,14.8,11504.37,5,3,0
355,2022,1,5.38,35.1,0,37.0,14.8,12035.43,5,3,0
355,2023,1,5.08,40.6,0,38.0,14.8,11914.17,5,3,0
356,2019,0,6.23,25.1,1,36.0,11.9,9576.39,3,3,0
356,2020,2,6.39,24.8,1,37.0,11.9,9050.18,3,3,0
356,2021,2,6.74,21.8,1,38.0,11.9,9706.32,3,3,0
356,2022,2,6.78,33.8,1,39.0,11.9,11250.51,3,3,0
356,2023,1,6.3,18.2,1,40.0,11.9,10586.46,3,3,0
357,2019,0,7.22,35.2,1,47.0,16.0,12957.83,4,1,0
357,2020,1,6.93,26.7,1,48.0,16.0,14131.72,4,1,0
357,2021,1,6.98,28.9,1,49.0,16.0,14354.07,4,1,0
357,2022,1,7.0,37.0,1,50.0,16.0,15781.91,4,1,0
357,2023,2,8.02,43.8,1,51.0,16.0,14922.9,4,1,0
358,2019,1,4.2,56.6,0,33.0,8.0,10754.46,4,2,0
358,2020,1,4.0,54.4,0,34.0,8.0,10487.94,4,2,0
358,2021,2,4.33,56.5,0,35.0,8.0,10205.41,4,2,0
358,2022,2,4.43,58.5,0,36.0,8.0,11032.75,4,2,0
358,2023,1,4.07,48.9,0,37.0,8.0,11764.2,4,2,0
359,2019,2,6.76,58.4,0,47.0,12.1,12819.54,3,3,0
359,2020,2,6.92,58.6,0,48.0,12.1,11883.88,3,3,0
359,2021,2,6.08,48.0,0,49.0,12.1,14826.65,3,3,0
359,2022,2,6.79,59.0,0,50.0,12.1,12888.99,3,3,0
359,2023,2,6.59,59.7,0,51.0,12.1,13447.6,3,3,0
360,2019,0,4.1,14.7,0,34.0,15.1,9334.65,2,1,0
360,2020,2,4.58,20.3,0,35.0,15.1,9893.95,2,1,0
360,2021,1,5.23,18.1,0,36.0,15.1,9863.07,2,1,0
360,2022,1,4.36,17.7,0,37.0,15.1,10821.71,2,1,0
360,2023,1,4.48,15.1,0,38.0,15.1,10276.88,2,1,0
361,2019,2,7.5,22.6,1,29.0,15.1,9046.61,4,1,0
361,2020,2,7.99,7.2,1,30.0,15.1,9057.63,4,1,0
361,2021,2,8.07,10.5,0,31.0,15.1,9471.32,4,1,0
361,2022,2,7.66,21.6,0,32.0,15.1,8624.74,4,1,0
361,2023,2,7.34,13.8,0,33.0,15.1,10309.84,4,1,0
362,2019,2,5.35,41.8,2,28.0,18.2,16948.13,4,3,0
362,2020,2,5.42,32.6,2,29.0,18.2,18179.77,4,3,0
362,2021,1,5.75,33.2,2,30.0,18.2,19528.78,4,3,0
362,2022,1,6.0,30.5,2,31.0,18.2,19660.14,4,3,0
362,2023,2,4.78,26.1,2,32.0,18.2,18967.82,4,3,0
363,2019,0,6.92,5.0,2,25.0,15.6,12338.07,1,1,1
363,2020,1,6.95,12.4,2,26.0,15.6,13827.33,1,1,1
363,2021,2,6.82,10.2,3,27.0,15.6,14519.25,1,1,1
363,2022,0,7.35,12.5,3,28.0,15.6,13810.48,1,1,1
363,2023,0,7.07,25.9,3,29.0,15.6,14908.58,1,1,1
364,2019,1,7.84,17.9,1,53.0,11.6,22557.5,1,1,1
364,2020,1,6.85,28.0,1,54.0,11.6,22270.35,1,1,1
364,2021,0,7.98,24.6,1,55.0,11.6,26182.94,1,1,1
364,2022,2,7.67,20.2,1,56.0,11.6,23813.83,1,1,1
364,2023,0,8.49,25.2,1,57.0,11.6,25970.33,1,1,1
365,2019,0,6.52,12.6,0,28.0,13.5,7581.6,3,3,0
365,2020,1,6.41,18.8,0,29.0,13.5,8760.43,3,3,0
365,2021,1,6.27,16.9,0,30.0,13.5,7909.49,3,3,0
365,2022,1,6.95,17.7,0,31.0,13.5,8641.82,3,3,0
365,2023,0,6.59,16.9,0,32.0,13.5,9021.82,3,3,0
366,2019,1,6.69,30.1,0,38.0,13.7,13260.04,2,2,0
366,2020,1,7.29,29.7,1,39.0,13.7,14277.8,2,2,0
366,2021,1,7.44,26.0,1,40.0,13.7,13910.26,2,2,0
366,2022,1,7.05,33.6,1,41.0,13.7,14115.9,2,2,0
366,2023,1,7.33,37.6,1,42.0,13.7,14303.93,2,2,0
367,2019,2,5.68,21.1,0,53.0,15.4,25115.78,3,3,0
367,2020,1,6.35,19.8,0,54.0,15.4,25485.66,3,3,0
367,2021,2,5.52,16.5,0,55.0,15.4,27174.74,3,3,0
367,2022,2,6.2,11.8,0,56.0,15.4,29511.67,3,3,0
367,2023,2,5.59,16.9,0,57.0,15.4,28496.73,3,3,0
368,2019,2,4.22,26.8,1,30.0,10.5,6491.93,3,3,0
368,2020,2,4.94,23.3,1,31.0,10.5,6938.65,3,3,0
368,2021,2,4.9,23.8,1,32.0,10.5,7916.7,3,3,0
368,2022,0,4.06,32.4,1,33.0,10.5,8076.45,3,3,0
368,2023,1,4.08,25.0,1,34.0,10.5,7506.88,3,3,0
369,2019,1,8.47,11.8,4,51.0,13.4,24453.75,1,1,1
369,2020,2,8.55,7.6,4,52.0,13.4,22989.14,1,1,1
369,2021,2,9.13,12.0,4,53.0,13.4,26450.38,1,1,1
369,2022,1,9.41,10.7,4,54.0,13.4,24556.55,1,1,1
369,2023,0,8.72,6.5,4,55.0,13.4,24932.06,1,1,1
370,2019,0,7.15,21.5,1,32.0,19.7,14897.29,4,3,0
370,2020,1,6.8,12.0,1,33.0,19.7,15002.95,4,3,0
370,2021,2,6.75,10.5,1,34.0,19.7,16577.22,4,3,0
370,2022,1,7.28,20.8,1,35.0,19.7,15857.47,4,3,0
370,2023,1,7.1,19.0,1,36.0,19.7,17580.17,4,3,0
371,2019,0,6.81,45.7,0,39.0,17.0,11281.19,3,2,0
371,2020,1,6.64,34.9,0,40.0,17.0,12660.74,3,2,0
371,2021,1,7.16,30.1,1,41.0,17.0,12448.05,3,2,0
371,2022,1,7.29,39.8,1,42.0,17.0,12463.06,3,2,0
371,2023,1,6.59,45.6,1,43.0,17.0,12427.08,3,2,0
372,2019,1,7.77,30.4,4,27.0,11.9,10688.87,4,3,0
372,2020,2,6.41,39.7,4,28.0,11.9,11120.85,4,3,0
372,2021,1,7.46,40.1,4,29.0,11.9,10902.29,4,3,0
372,2022,1,7.52,42.8,4,30.0,11.9,11302.68,4,3,0
372,2023,1,7.58,41.0,5,31.0,11.9,12102.44,4,3,0
373,2019,2,5.73,40.5,0,49.0,14.7,15580.68,5,3,0
373,2020,2,5.41,55.0,1,50.0,14.7,17059.48,5,3,0
373,2021,2,5.6,55.0,2,51.0,14.7,18608.58,5,3,0
373,2022,2,5.72,35.5,2,52.0,14.7,17604.36,5,3,0
373,2023,2,5.81,43.1,2,53.0,14.7,17334.39,5,3,0
374,2019,1,5.08,21.1,0,42.0,11.9,8088.9,5,1,0
374,2020,1,5.37,19.2,0,43.0,11.9,8882.65,5,1,0
374,2021,2,4.66,24.3,0,44.0,11.9,8987.04,5,1,0
374,2022,1,5.26,24.9,0,45.0,11.9,8346.98,5,1,0
374,2023,2,4.95,25.7,0,46.0,11.9,9418.15,5,1,0
375,2019,2,6.83,12.7,1,31.0,16.1,21288.52,4,2,0
375,2020,2,6.89,19.6,1,32.0,16.1,21908.21,4,2,0
375,2021,2,7.07,33.6,1,33.0,16.1,22923.25,4,2,0
375,2022,2,6.76,9.2,1,34.0,16.1,23004.18,4,2,0
375,2023,2,7.42,22.2,1,35.0,16.1,22523.29,4,2,0
376,2019,1,7.22,10.5,1,50.0,12.9,15996.94,1,2,1
376,2020,2,6.97,17.5,1,51.0,12.9,15715.23,1,2,1
376,2021,1,7.12,19.9,1,52.0,12.9,15991.82,1,2,1
376,2022,1,7.44,13.3,1,53.0,12.9,16246.84,1,2,1
376,2023,2,7.15,11.8,1,54.0,12.9,16720.65,1,2,1
377,2019,1,5.51,29.5,0,40.0,10.0,7769.2,4,2,0
377,2020,2,6.48,24.1,0,41.0,10.0,8145.59,4,2,0
377,2021,1,6.59,22.2,0,42.0,10.0,7926.42,4,2,0
377,2022,1,5.79,22.1,0,43.0,10.0,8966.15,4,2,0
377,2023,2,6.25,32.8,0,44.0,10.0,8959.13,4,2,0
378,2019,2,4.61,32.8,1,53.0,11.2,12666.29,5,2,0
378,2020,0,5.54,29.3,1,54.0,11.2,12566.11,5,2,0
378,2021,0,4.63,36.7,1,55.0,11.2,12001.02,5,2,0
378,2022,0,5.06,43.5,1,56.0,11.2,13324.65,5,2,0
378,2023,0,4.33,40.5,1,57.0,11.2,14689.29,5,2,0
379,2019,1,6.83,41.9,0,32.0,15.8,12515.25,4,2,0
379,2020,2,7.08,43.1,0,33.0,15.8,10591.5,4,2,0
379,2021,2,8.34,43.1,0,34.0,15.8,11649.17,4,2,0
379,2022,2,7.56,39.3,0,35.0,15.8,12863.75,4,2,0
379,2023,1,7.56,37.4,0,36.0,15.8,13608.87,4,2,0
380,2019,2,5.85,25.6,0,31.0,16.0,17298.47,4,1,0
380,2020,1,6.07,20.3,0,32.0,16.0,17709.97,4,1,0
380,2021,1,6.2,20.8,0,33.0,16.0,19307.15,4,1,0
380,2022,0,6.09,17.6,0,34.0,16.0,19429.41,4,1,0
380,2023,1,5.58,25.3,0,35.0,16.0,19270.06,4,1,0
381,2019,1,6.27,15.3,0,31.0,19.2,11112.53,4,2,0
381,2020,2,5.88,16.2,0,32.0,19.2,10924.51,4,2,0
381,2021,2,6.55,15.5,0,33.0,19.2,11805.09,4,2,0
381,2022,0,6.87,18.7,0,34.0,19.2,12228.49,4,2,0
381,2023,0,6.23,8.7,0,35.0,19.2,12383.88,4,2,0
382,2019,0,7.44,15.6,1,44.0,20.7,30673.52,2,1,1
382,2020,2,7.29,24.2,1,45.0,20.7,31998.05,2,1,1
382,2021,1,7.43,23.1,1,46.0,20.7,31972.61,2,1,1
382,2022,1,7.25,18.1,1,47.0,20.7,31678.14,2,1,1
382,2023,1,6.92,21.5,1,48.0,20.7,32455.45,2,1,1
383,2019,0,4.46,32.2,0,38.0,14.4,13563.4,2,2,0
383,2020,1,4.46,27.3,0,39.0,14.4,12973.04,2,2,0
383,2021,1,3.98,34.1,0,40.0,14.4,15590.14,2,2,0
383,2022,1,4.63,33.6,0,41.0,14.4,15043.65,2,2,0
383,2023,0,4.17,40.2,0,42.0,14.4,15342.03,2,2,0
384,2019,1,6.76,19.8,1,34.0,14.3,12082.34,5,1,0
384,2020,1,5.95,20.1,1,35.0,14.3,11960.13,5,1,0
384,2021,2,6.91,17.5,1,36.0,14.3,12706.49,5,1,0
384,2022,0,6.84,12.8,1,37.0,14.3,13149.03,5,1,0
384,2023,1,6.51,7.4,1,38.0,14.3,12764.92,5,1,0
385,2019,1,5.38,28.1,1,43.0,9.5,6292.31,3,2,0
385,2020,2,5.37,27.0,1,44.0,9.5,7311.14,3,2,0
385,2021,1,5.78,38.0,1,45.0,9.5,7284.64,3,2,0
385,2022,0,5.16,31.9,1,46.0,9.5,7585.95,3,2,0
