region,year,price_index,log_price,inflation
Region_22,1995,104.93,4.653324,-0.003473
Region_22,1996,107.19,4.674631,0.021307
Region_22,1997,108.68,4.68844,0.013809
Region_22,1998,108.7,4.688615,0.000176
Region_22,1999,108.72,4.68874,0.000125
Region_22,2000,109.78,4.698457,0.009718
Region_22,2001,113.09,4.728223,0.029766
Region_22,2002,114.29,4.738702,0.010479
Region_22,2003,114.06,4.736746,-0.001956
Region_22,2004,115.28,4.747364,0.010618
Region_22,2005,116.48,4.757712,0.010348
Region_22,2006,114.87,4.743819,-0.013894
Region_22,2007,116.32,4.756351,0.012532
Region_22,2008,117.58,4.767117,0.010766
Region_22,2009,119.96,4.787155,0.020037
Region_22,2010,123.81,4.81872,0.031565
Region_22,2011,126.86,4.843061,0.024341
Region_22,2012,128.18,4.853447,0.010386
Region_22,2013,128.44,4.855457,0.00201
Region_22,2014,133.52,4.894266,0.038809
Region_22,2015,135.36,4.907934,0.013668
Region_22,2016,137.16,4.921148,0.013215
Region_22,2017,138.93,4.933982,0.012834
Region_22,2018,141.04,4.949039,0.015056
Region_22,2019,142.69,4.96067,0.011632
Region_23,1990,100.0,4.60517,0.0
Region_23,1991,101.9,4.623965,0.018795
Region_23,1992,104.37,4.647901,0.023936
Region_23,1993,106.35,4.66673,0.018829
Region_23,1994,108.19,4.683865,0.017135
Region_23,1995,110.96,4.709193,0.025328
Region_23,1996,113.4,4.730906,0.021714
Region_23,1997,117.94,4.770209,0.039303
Region_23,1998,117.68,4.767963,-0.002246
Region_23,1999,121.89,4.803142,0.035178
Region_23,2000,126.45,4.839866,0.036724
Region_23,2001,126.9,4.843395,0.003529
Region_23,2002,129.57,4.864232,0.020837
Region_23,2003,132.26,4.884781,0.020549
Region_23,2004,133.62,4.894969,0.010188
Region_23,2005,135.84,4.911454,0.016485
Region_23,2006,137.64,4.924612,0.013158
Region_23,2007,143.51,4.966398,0.041786
Region_23,2008,148.42,5.000018,0.03362
Region_23,2009,154.01,5.036997,0.036979
Region_23,2010,158.93,5.068477,0.03148
Region_23,2011,161.01,5.08145,0.012973
Region_23,2012,164.1,5.100468,0.019018
Region_23,2013,168.95,5.129625,0.029157
Region_23,2014,171.0,5.141667,0.012042
Region_23,2015,176.45,5.173061,0.031393
Region_23,2016,180.35,5.194921,0.02186
Region_23,2017,184.09,5.215436,0.020515
Region_23,2018,189.96,5.246809,0.031373
Region_23,2019,195.49,5.275515,0.028706
Region_24,1990,100.0,4.60517,0.0
Region_24,1991,103.87,4.643154,0.037984
Region_24,1992,105.5,4.658734,0.01558
Region_24,1993,108.99,4.691283,0.03255
Region_24,1994,112.57,4.723605,0.032321
Region_24,1995,115.23,4.746899,0.023295
Region_24,1996,118.69,4.776551,0.029652
Region_24,1997,120.35,4.79043,0.013879
Region_24,1998,124.72,4.826061,0.035631
Region_24,1999,127.82,4.850602,0.024541
Region_24,2000,130.55,4.871765,0.021163
Region_24,2001,135.46,4.908646,0.03688
Region_24,2002,138.1,4.927993,0.019347
Region_24,2003,139.81,4.940298,0.012306
Region_24,2004,141.33,4.951122,0.010824
Region_24,2005,146.0,4.983573,0.03245
Region_24,2006,147.99,4.997159,0.013586
Region_24,2007,154.64,5.041097,0.043938
Region_24,2008,155.5,5.046668,0.005571
Region_24,2009,162.39,5.090023,0.043355
Region_24,2010,167.09,5.118524,0.028501
Region_24,2011,171.39,5.143947,0.025423
Region_24,2012,175.02,5.164888,0.020941
Region_24,2013,180.42,5.19527,0.030382
Region_24,2014,185.17,5.221284,0.026014
Region_24,2015,192.23,5.258707,0.037423
Region_24,2016,197.6,5.28624,0.027533
Region_24,2017,203.19,5.314133,0.027893
Region_24,2018,207.86,5.336887,0.022754
Region_24,2019,213.3,5.362708,0.025821
Region_25,1990,100.0,4.60517,0.0
Region_25,1991,101.61,4.621147,0.015976
Region_25,1992,103.62,4.640743,0.019596
Region_25,1993,107.91,4.681253,0.040511
Region_25,1994,111.72,4.71604,0.034787
Region_25,1995,115.27,4.747278,0.031238
Region_25,1996,119.17,4.780541,0.033262
Region_25,1997,123.61,4.817094,0.036554
Region_25,1998,127.07,4.844775,0.02768
Region_25,1999,130.33,4.87007,0.025295
Region_25,2000,134.98,4.905106,0.035036
Region_25,2001,138.16,4.928401,0.023294
Region_25,2002,143.39,4.965561,0.037161
Region_25,2003,145.71,4.981613,0.016052
Region_25,2004,152.17,5.024983,0.04337
Region_25,2005,158.03,5.062787,0.037804
Region_25,2006,163.76,5.098425,0.035638
Region_25,2007,170.94,5.14133,0.042905
Region_25,2008,179.66,5.191063,0.049733
Region_25,2009,187.59,5.234285,0.043222
Region_25,2010,190.37,5.248954,0.014669
Region_25,2011,194.27,5.269236,0.020282
Region_25,2012,199.55,5.296066,0.02683
Region_25,2013,206.32,5.329405,0.033339
Region_25,2014,214.36,5.367659,0.038255
Region_25,2015,219.97,5.39348,0.025821
Region_25,2016,227.79,5.428426,0.034946
Region_25,2017,233.68,5.45395,0.025524
Region_25,2018,240.07,5.480913,0.026963
Region_25,2019,244.67,5.499924,0.019011
Region_26,1990,100.0,4.60517,0.0
Region_26,1991,100.73,4.612421,0.007251
Region_26,1992,101.84,4.62343,0.011009
Region_26,1993,105.08,4.654734,0.031304
Region_26,1994,106.27,4.666008,0.011274
Region_26,1995,111.4,4.713099,0.047091
Region_26,1996,114.3,4.7388,0.025701
Region_26,1997,116.91,4.761416,0.022616
Region_26,1998,118.34,4.7736,0.012184
Region_26,1999,121.68,4.801371,0.027771
Region_26,2000,123.52,4.816382,0.015011
Region_26,2001,126.26,4.83837,0.021988
Region_26,2002,132.26,4.884738,0.046369
Region_26,2003,134.9,4.904546,0.019807
Region_26,2004,139.32,4.936806,0.03226
Region_26,2005,141.25,4.950542,0.013736
Region_26,2006,144.17,4.97096,0.020418
Region_26,2007,149.82,5.009435,0.038476
Region_26,2008,152.01,5.023933,0.014498
Region_26,2009,158.04,5.062825,0.038892
Region_26,2010,162.5,5.090671,0.027845
Region_26,2011,164.98,5.105814,0.015143
Region_26,2012,169.51,5.132905,0.027092
Region_26,2013,174.76,5.163399,0.030493
Region_26,2014,179.54,5.190384,0.026986
Region_26,2015,180.45,5.19545,0.005065
Region_26,2016,182.9,5.208946,0.013496
Region_26,2017,186.28,5.227239,0.018292
Region_26,2018,190.05,5.247262,0.020023
Region_26,2019,195.24,5.274236,0.026974
Region_27,1990,100.0,4.60517,0.0
Region_27,1991,101.86,4.623594,0.018424
Region_27,1992,105.55,4.659173,0.035579
Region_27,1993,109.62,4.697056,0.037883
Region_27,1994,113.8,4.734431,0.037375
Region_27,1995,118.75,4.777015,0.042585
Region_27,1996,123.61,4.817132,0.040116
Region_27,1997,128.19,4.8535,0.036369
Region_27,1998,132.23,4.884576,0.031075
Region_27,1999,134.26,4.899743,0.015167
Region_27,2000,139.19,4.935816,0.036073
Region_27,2001,143.98,4.96967,0.033854
Region_27,2002,149.03,5.004163,0.034493
Region_27,2003,151.89,5.023173,0.01901
Region_27,2004,155.11,5.044139,0.020966
Region_27,2005,161.81,5.086448,0.042309
Region_27,2006,166.97,5.117829,0.031381
Region_27,2007,173.54,5.156421,0.038592
Region_27,2008,179.2,5.188481,0.03206
Region_27,2009,185.04,5.220556,0.032075
Region_27,2010,192.81,5.261716,0.04116
Region_27,2011,198.01,5.288332,0.026617
Region_27,2012,204.6,5.32107,0.032738
Region_27,2013,210.23,5.348225,0.027154
Region_27,2014,216.08,5.375657,0.027432
Region_27,2015,222.37,5.404342,0.028685
Region_27,2016,230.06,5.43834,0.033998
Region_27,2017,236.35,5.46533,0.02699
Region_27,2018,247.07,5.509664,0.044335
Region_27,2019,252.77,5.532495,0.022831
Region_28,1990,100.0,4.60517,0.0
Region_28,1991,102.4,4.628904,0.023734
Region_28,1992,106.86,4.671505,0.042601
Region_28,1993,110.12,4.701602,0.030097
Region_28,1994,114.44,4.740052,0.03845
Region_28,1995,115.97,4.753327,0.013276
Region_28,1996,119.6,4.784129,0.030802
Region_28,1997,124.11,4.821157,0.037028
Region_28,1998,127.75,4.850111,0.028954
Region_28,1999,132.81,4.888897,0.038786
Region_28,2000,135.89,4.911855,0.022958
Region_28,2001,141.75,4.95408,0.042225
Region_28,2002,149.19,5.0052,0.05112
Region_28,2003,152.89,5.029703,0.024503
Region_28,2004,156.55,5.05338,0.023676
Region_28,2005,163.37,5.096045,0.042665
Region_28,2006,170.71,5.139972,0.043927
Region_28,2007,174.67,5.162874,0.022903
Region_28,2008,178.9,5.186804,0.023929
Region_28,2009,183.48,5.212117,0.025313
Region_28,2010,186.2,5.226804,0.014687
Region_28,2011,189.76,5.245749,0.018945
Region_28,2012,193.22,5.263839,0.01809
Region_28,2013,197.21,5.284292,0.020453
Region_28,2014,202.77,5.312076,0.027784
Region_28,2015,209.05,5.34255,0.030473
Region_28,2016,218.37,5.386186,0.043636
Region_28,2017,222.37,5.404334,0.018148
Region_28,2018,230.97,5.442308,0.037975
Region_28,2019,237.06,5.4683,0.025991
Region_29,1990,100.0,4.60517,0.0
Region_29,1991,103.69,4.641424,0.036254
Region_29,1992,105.6,4.659702,0.018278
Region_29,1993,109.18,4.693031,0.033329
Region_29,1994,112.64,4.724201,0.03117
Region_29,1995,116.59,4.758631,0.03443
Region_29,1996,120.43,4.791028,0.032397
Region_29,1997,127.11,4.845087,0.054058
Region_29,1998,130.09,4.868214,0.023128
Region_29,1999,133.27,4.89241,0.024195
Region_29,2000,136.41,4.915684,0.023274
Region_29,2001,139.72,4.939634,0.023951
Region_29,2002,142.99,4.962766,0.023131
Region_29,2003,149.03,5.004161,0.041396
Region_29,2004,155.69,5.047872,0.04371
Region_29,2005,159.44,5.07167,0.023798
Region_29,2006,162.85,5.092852,0.021182
Region_29,2007,168.52,5.127071,0.03422
Region_29,2008,172.61,5.151054,0.023983
Region_29,2009,178.91,5.186889,0.035835
Region_29,2010,184.64,5.218423,0.031535
Region_29,2011,187.31,5.232771,0.014348
Region_29,2012,195.93,5.277752,0.04498
Region_29,2013,205.45,5.325216,0.047464
Region_29,2014,210.31,5.348593,0.023377
Region_29,2015,215.77,5.374222,0.025628
Region_29,2016,222.87,5.406586,0.032364
Region_29,2017,230.31,5.439436,0.03285
Region_29,2018,238.78,5.475527,0.036091
Region_29,2019,250.92,5.525134,0.049607
Region_30,1990,100.0,4.60517,0.0
Region_30,1991,102.05,4.625418,0.020248
Region_30,1992,103.53,4.639855,0.014437
Region_30,1993,105.72,4.660776,0.020921
Region_30,1994,108.71,4.688676,0.027899
Region_30,1995,113.85,4.734852,0.046176
Region_30,1996,116.5,4.757906,0.023054
Region_30,1997,120.11,4.788374,0.030468
Region_30,1998,123.52,4.816441,0.028066
Region_30,1999,128.58,4.856555,0.040114
Region_30,2000,135.65,4.910055,0.0535
Region_30,2001,138.79,4.932977,0.022922
Region_30,2002,142.07,4.956313,0.023336
Region_30,2003,147.67,4.994985,0.038672
Region_30,2004,152.94,5.030035,0.035049
Region_30,2005,160.25,5.076732,0.046698
Region_30,2006,165.8,5.110802,0.03407
Region_30,2007,169.94,5.13544,0.024638
Region_30,2008,175.84,5.169577,0.034137
Region_30,2009,182.89,5.208894,0.039318
Region_30,2010,189.68,5.24533,0.036435
Region_30,2011,196.1,5.278633,0.033303
Region_30,2012,203.88,5.31753,0.038897
Region_30,2013,212.18,5.357454,0.039923
Region_30,2014,221.3,5.399506,0.042052
Region_30,2015,229.11,5.434223,0.034718
Region_30,2016,235.28,5.460783,0.026559
Region_30,2017,242.37,5.49048,0.029698
Region_30,2018,252.34,5.530776,0.040296
Region_30,2019,257.45,5.550837,0.020061
Region_31,1990,100.0,4.60517,0.0
Region_31,1991,103.02,4.634924,0.029753
Region_31,1992,106.58,4.668898,0.033974
Region_31,1993,111.65,4.715369,0.046471
Region_31,1994,115.7,4.750967,0.035598
Region_31,1995,119.72,4.785118,0.034151
Region_31,1996,122.14,4.805206,0.020088
Region_31,1997,127.28,4.846355,0.041149
Region_31,1998,132.49,4.886497,0.040142
Region_31,1999,140.02,4.941816,0.055319
Region_31,2000,144.38,4.972425,0.030609
Region_31,2001,149.65,5.008303,0.035878
Region_31,2002,155.16,5.044484,0.036181
Region_31,2003,163.03,5.093945,0.049461
Region_31,2004,168.46,5.126679,0.032734
Region_31,2005,174.71,5.163156,0.036477
Region_31,2006,181.8,5.202922,0.039766
Region_31,2007,188.38,5.238474,0.035553
Region_31,2008,193.97,5.267697,0.029222
Region_31,2009,201.0,5.303324,0.035628
Region_31,2010,210.13,5.347747,0.044423
Region_31,2011,215.11,5.371169,0.023422
Region_31,2012,222.78,5.406185,0.035016
Region_31,2013,228.81,5.432871,0.026686
Region_31,2014,239.49,5.478508,0.045637
Region_31,2015,243.95,5.496963,0.018455
Region_31,2016,250.9,5.525061,0.028098
Region_31,2017,260.48,5.562519,0.037459
Region_31,2018,273.65,5.611861,0.049342
Region_31,2019,282.84,5.644891,0.033029
Region_32,1990,100.0,4.60517,0.0
Region_32,1991,104.42,4.64843,0.04326
Region_32,1992,105.47,4.658398,0.009968
Region_32,1993,105.73,4.660858,0.00246
Region_32,1994,108.82,4.689706,0.028848
Region_32,1995,110.96,4.709133,0.019427
Region_32,1996,112.55,4.723369,0.014236
Region_32,1997,116.15,4.7549,0.031532
Region_32,1998,119.32,4.781786,0.026886
Region_32,1999,121.58,4.800594,0.018807
Region_32,2000,123.01,4.812239,0.011645
Region_32,2001,127.16,4.845411,0.033173
Region_32,2002,131.15,4.876361,0.03095
Region_32,2003,134.27,4.899817,0.023456
Region_32,2004,140.15,4.942732,0.042914
Region_32,2005,142.09,4.956479,0.013747
Region_32,2006,143.4,4.965672,0.009193
Region_32,2007,145.94,4.983201,0.017529
Region_32,2008,149.48,5.007193,0.023992
Region_32,2009,153.56,5.034074,0.026881
Region_32,2010,156.98,5.05611,0.022036
Region_32,2011,161.43,5.084078,0.027969
Region_32,2012,163.37,5.096011,0.011933
Region_32,2013,169.85,5.134897,0.038886
Region_32,2014,173.91,5.158523,0.023626
Region_32,2015,180.21,5.194144,0.035621
Region_32,2016,185.31,5.222019,0.027875
Region_32,2017,190.76,5.251035,0.029016
Region_32,2018,196.6,5.281181,0.030146
Region_32,2019,202.37,5.310106,0.028925
Region_33,1990,100.0,4.60517,0.0
Region_33,1991,105.1,4.654889,0.049719
Region_33,1992,109.21,4.693281,0.038392
Region_33,1993,114.07,4.736799,0.043517
Region_33,1994,118.19,4.772329,0.03553
Region_33,1995,124.36,4.823157,0.050828
Region_33,1996,128.1,4.85282,0.029663
Region_33,1997,135.27,4.907257,0.054437
Region_33,1998,140.23,4.943282,0.036026
Region_33,1999,143.37,4.965402,0.022119
Region_33,2000,148.88,5.00311,0.037708
Region_33,2001,153.35,5.032727,0.029617
Region_33,2002,160.38,5.077561,0.044834
Region_33,2003,165.25,5.107462,0.029901
Region_33,2004,170.62,5.139427,0.031965
Region_33,2005,173.64,5.156959,0.017532
Region_33,2006,179.26,5.188863,0.031904
Region_33,2007,181.46,5.201051,0.012188
Region_33,2008,185.24,5.22164,0.020588
Region_33,2009,193.58,5.265671,0.044031
Region_33,2010,202.34,5.309956,0.044285
Region_33,2011,210.74,5.350638,0.040682
Region_33,2012,216.46,5.377395,0.026757
Region_33,2013,224.38,5.413346,0.03595
Region_33,2014,232.7,5.449737,0.036391
Region_33,2015,238.55,5.47458,0.024844
Region_33,2016,251.15,5.526042,0.051461
Region_33,2017,262.76,5.571242,0.045201
Region_33,2018,271.91,5.60546,0.034218
Region_33,2019,282.07,5.642156,0.036696
Region_34,1990,100.0,4.60517,0.0
Region_34,1991,101.17,4.616837,0.011666
Region_34,1992,104.21,4.646449,0.029612
Region_34,1993,106.88,4.671713,0.025264
Region_34,1994,109.27,4.69378,0.022068
Region_34,1995,112.51,4.723053,0.029273
Region_34,1996,118.29,4.773114,0.050061
Region_34,1997,122.93,4.811606,0.038492
Region_34,1998,126.21,4.837978,0.026372
Region_34,1999,131.08,4.875788,0.03781
Region_34,2000,137.26,4.921865,0.046077
Region_34,2001,143.05,4.963195,0.04133
Region_34,2002,147.8,4.995875,0.03268
Region_34,2003,151.64,5.02149,0.025614
Region_34,2004,157.68,5.060556,0.039066
Region_34,2005,163.46,5.096575,0.036019
Region_34,2006,170.31,5.13761,0.041036
Region_34,2007,176.98,5.176046,0.038436
Region_34,2008,184.68,5.218625,0.042579
Region_34,2009,189.68,5.245357,0.026731
Region_34,2010,198.47,5.290615,0.045258
Region_34,2011,205.34,5.324674,0.03406
Region_34,2012,216.48,5.377511,0.052836
Region_34,2013,222.01,5.402703,0.025192
Region_34,2014,233.26,5.452146,0.049443
Region_34,2015,241.34,5.486209,0.034063
Region_34,2016,247.59,5.511779,0.02557
Region_34,2017,254.43,5.539024,0.027245
Region_34,2018,261.88,5.567904,0.02888
Region_34,2019,271.57,5.60423,0.036325
Region_35,1990,100.0,4.60517,0.0
Region_35,1991,102.99,4.634662,0.029491
Region_35,1992,106.66,4.669646,0.034985
Region_35,1993,112.88,4.726297,0.056651
Region_35,1994,118.96,4.778801,0.052504
Region_35,1995,123.77,4.818393,0.039592
Region_35,1996,128.25,4.854001,0.035608
Region_35,1997,133.01,4.89043,0.036429
Region_35,1998,138.63,4.931793,0.041364
Region_35,1999,142.14,4.956794,0.025
Region_35,2000,146.86,4.989448,0.032655
Region_35,2001,149.6,5.007991,0.018543
Region_35,2002,155.59,5.047211,0.039221
Region_35,2003,162.21,5.088912,0.0417
Region_35,2004,167.22,5.119308,0.030396
Region_35,2005,175.96,5.170277,0.050968
Region_35,2006,180.05,5.193247,0.022971
Region_35,2007,183.8,5.213832,0.020585
Region_35,2008,190.82,5.251305,0.037473
Region_35,2009,199.74,5.297004,0.045699
Region_35,2010,210.41,5.349072,0.052068
Region_35,2011,216.96,5.379711,0.03064
Region_35,2012,227.18,5.425726,0.046015
Region_35,2013,235.23,5.46057,0.034843
Region_35,2014,243.25,5.494072,0.033502
Region_35,2015,254.2,5.538137,0.044065
Region_35,2016,265.04,5.579888,0.041752
Region_35,2017,270.25,5.599353,0.019464
Region_35,2018,284.11,5.649346,0.049994
Region_35,2019,298.38,5.698376,0.049029
Region_36,1990,100.0,4.60517,0.0
Region_36,1991,102.81,4.632873,0.027702
Region_36,1992,105.8,4.661557,0.028685
Region_36,1993,108.63,4.687908,0.026351
Region_36,1994,110.63,4.70615,0.018241
Region_36,1995,112.53,4.723178,0.017028
Region_36,1996,115.2,4.746667,0.023489
Region_36,1997,119.36,4.782138,0.035472
Region_36,1998,122.89,4.811319,0.02918
Region_36,1999,125.38,4.831357,0.020038
Region_36,2000,129.39,4.862818,0.031461
Region_36,2001,128.78,4.858077,-0.004741
Region_36,2002,133.39,4.893309,0.035232
Region_36,2003,134.24,4.899657,0.006347
Region_36,2004,136.97,4.919776,0.02012
Region_36,2005,138.7,4.932324,0.012548
Region_36,2006,140.21,4.943122,0.010798
Region_36,2007,145.25,4.978474,0.035353
Region_36,2008,148.05,4.997542,0.019067
Region_36,2009,152.13,5.024751,0.027209
Region_36,2010,155.71,5.048026,0.023275
Region_36,2011,160.22,5.076541,0.028515
Region_36,2012,164.19,5.101054,0.024513
Region_36,2013,166.0,5.111968,0.010914
Region_36,2014,171.69,5.145675,0.033707
Region_36,2015,174.95,5.164482,0.018807
Region_36,2016,176.38,5.172661,0.008179
Region_36,2017,179.85,5.192124,0.019463
Region_36,2018,186.96,5.230876,0.038752
Region_36,2019,193.08,5.263122,0.032247
Region_37,1990,100.0,4.60517,0.0
Region_37,1991,102.33,4.628191,0.023021
Region_37,1992,104.74,4.651488,0.023297
Region_37,1993,109.81,4.698769,0.047281
Region_37,1994,113.19,4.729102,0.030333
Region_37,1995,116.74,4.759916,0.030814
Region_37,1996,121.11,4.796732,0.036816
Region_37,1997,124.67,4.825634,0.028901
Region_37,1998,127.68,4.849557,0.023923
Region_37,1999,130.86,4.874107,0.02455
Region_37,2000,134.28,4.899904,0.025797
Region_37,2001,137.83,4.926045,0.026141
Region_37,2002,142.57,4.959835,0.03379
Region_37,2003,146.48,4.986868,0.027033
Region_37,2004,151.52,5.020708,0.03384
Region_37,2005,155.46,5.046414,0.025706
Region_37,2006,159.77,5.073714,0.0273
Region_37,2007,160.81,5.080246,0.006531
Region_37,2008,166.65,5.115922,0.035677
Region_37,2009,171.73,5.145901,0.029978
Region_37,2010,178.11,5.182394,0.036494
Region_37,2011,177.67,5.179945,-0.002449
Region_37,2012,186.3,5.227342,0.047397
Region_37,2013,191.04,5.25246,0.025118
Region_37,2014,198.35,5.290055,0.037595
Region_37,2015,201.58,5.30617,0.016114
Region_37,2016,208.26,5.338811,0.032641
Region_37,2017,211.62,5.35479,0.015979
Region_37,2018,215.95,5.375066,0.020276
Region_37,2019,226.04,5.42072,0.045654
Region_38,1990,100.0,4.60517,0.0
Region_38,1991,103.07,4.635438,0.030268
Region_38,1992,106.94,4.672232,0.036794
Region_38,1993,110.53,4.705282,0.03305
Region_38,1994,113.85,4.734879,0.029597
Region_38,1995,117.52,4.766622,0.031743
Region_38,1996,123.81,4.818749,0.052127
Region_38,1997,127.26,4.846266,0.027517
Region_38,1998,131.15,4.87637,0.030104
Region_38,1999,136.32,4.91497,0.0386
Region_38,2000,141.76,4.954118,0.039148
Region_38,2001,147.54,4.994082,0.039963
Region_38,2002,152.71,5.028562,0.03448
Region_38,2003,155.28,5.045225,0.016663
Region_38,2004,162.33,5.089653,0.044427
Region_38,2005,165.06,5.106283,0.01663
Region_38,2006,170.27,5.137402,0.03112
Region_38,2007,173.81,5.157953,0.02055
Region_38,2008,178.65,5.185404,0.027452
Region_38,2009,184.34,5.216785,0.031381
Region_38,2010,190.2,5.248092,0.031307
Region_38,2011,196.45,5.280404,0.032312
Region_38,2012,205.33,5.324635,0.04423
Region_38,2013,212.14,5.357263,0.032629
Region_38,2014,217.66,5.382915,0.025652
Region_38,2015,226.03,5.420649,0.037734
Region_38,2016,235.25,5.460637,0.039988
Region_38,2017,239.0,5.476454,0.015817
Region_38,2018,247.28,5.510521,0.034067
Region_38,2019,256.11,5.545626,0.035105
Region_39,1990,100.0,4.60517,0.0
Region_39,1991,104.16,4.645952,0.040781
Region_39,1992,106.86,4.671475,0.025524
Region_39,1993,109.92,4.699756,0.02828
Region_39,1994,112.74,4.725049,0.025294
Region_39,1995,115.84,4.752229,0.02718
Region_39,1996,117.72,4.768291,0.016062
Region_39,1997,119.21,4.780915,0.012624
Region_39,1998,124.45,4.823884,0.042969
Region_39,1999,126.78,4.842439,0.018555
Region_39,2000,128.97,4.859549,0.01711
Region_39,2001,129.68,4.86504,0.00549
Region_39,2002,132.38,4.885675,0.020635
Region_39,2003,134.22,4.899468,0.013793
Region_39,2004,140.18,4.942913,0.043445
Region_39,2005,145.48,4.980035,0.037123
Region_39,2006,148.44,5.000178,0.020143
Region_39,2007,155.98,5.049727,0.049549
Region_39,2008,161.83,5.086569,0.036842
Region_39,2009,165.73,5.110345,0.023776
Region_39,2010,166.06,5.112375,0.00203
Region_39,2011,174.57,5.162309,0.049934
Region_39,2012,176.87,5.175438,0.013129
Region_39,2013,178.75,5.186008,0.01057
Region_39,2014,185.54,5.223258,0.03725
Region_39,2015,195.33,5.27468,0.051422
Region_39,2016,203.48,5.315547,0.040867
Region_39,2017,210.23,5.34821,0.032663
Region_39,2018,217.28,5.381182,0.032972
Region_39,2019,225.14,5.416741,0.035559
Region_40,1990,100.0,4.60517,0.0
Region_40,1991,104.12,4.645571,0.040401
Region_40,1992,108.22,4.684203,0.038631
Region_40,1993,112.3,4.721166,0.036963
Region_40,1994,115.72,4.751216,0.03005
Region_40,1995,119.82,4.785998,0.034783
Region_40,1996,122.32,4.806658,0.02066
Region_40,1997,126.88,4.843264,0.036606
Region_40,1998,130.45,4.870967,0.027703
Region_40,1999,133.96,4.897521,0.026553
Region_40,2000,139.34,4.936909,0.039388
Region_40,2001,146.7,4.988418,0.051509
Region_40,2002,153.73,5.035191,0.046772
Region_40,2003,157.13,5.057075,0.021884
Region_40,2004,161.54,5.084768,0.027693
Region_40,2005,169.32,5.131765,0.046997
Region_40,2006,174.08,5.159529,0.027764
Region_40,2007,180.35,5.194872,0.035343
Region_40,2008,188.29,5.237962,0.04309
Region_40,2009,193.61,5.265868,0.027906
Region_40,2010,201.24,5.304511,0.038643
Region_40,2011,206.18,5.32876,0.024249
Region_40,2012,212.8,5.360336,0.031576
Region_40,2013,221.66,5.401123,0.040787
Region_40,2014,226.51,5.422782,0.021659
Region_40,2015,236.22,5.464776,0.041994
Region_40,2016,245.22,5.502169,0.037393
Region_40,2017,256.03,5.545283,0.043114
Region_40,2018,266.43,5.585112,0.039828
Region_40,2019,280.44,5.636342,0.051231
