id,year,employed,age,educ,kids,married,exper,husbinc
415,2007,1,34.0,11.3,0,1,18.3,23.14
415,2008,0,35.0,11.3,2,1,19.1,25.07
415,2009,0,36.0,11.3,1,0,19.9,0.0
416,2000,0,39.0,13.5,0,0,20.5,0.0
416,2001,0,40.0,13.5,0,0,21.3,0.0
416,2002,0,41.0,13.5,0,0,22.1,0.0
416,2003,0,42.0,13.5,1,0,22.9,0.0
416,2004,0,43.0,13.5,0,0,23.7,0.0
416,2005,0,44.0,13.5,1,0,24.5,0.0
416,2006,0,45.0,13.5,1,0,25.3,0.0
416,2007,0,46.0,13.5,0,0,26.1,0.0
416,2008,1,47.0,13.5,2,1,26.9,0.0
416,2009,1,48.0,13.5,1,0,27.7,0.0
417,2000,1,25.0,8.0,0,0,12.0,0.0
417,2001,1,26.0,8.0,0,1,12.8,0.13
417,2002,1,27.0,8.0,1,1,13.6,1.65
417,2003,1,28.0,8.0,0,0,14.4,0.0
417,2004,1,29.0,8.0,2,1,15.2,0.0
417,2005,1,30.0,8.0,0,0,16.0,0.0
417,2006,1,31.0,8.0,0,0,16.8,0.0
417,2007,1,32.0,8.0,2,0,17.6,0.0
417,2008,1,33.0,8.0,2,0,18.4,0.0
417,2009,1,34.0,8.0,1,0,19.2,0.0
418,2000,1,35.0,8.0,0,1,20.0,21.14
418,2001,1,36.0,8.0,0,1,20.8,18.53
418,2002,0,37.0,8.0,0,1,21.6,20.22
418,2003,1,38.0,8.0,1,1,22.4,22.85
418,2004,0,39.0,8.0,1,1,23.2,22.81
418,2005,1,40.0,8.0,1,1,24.0,23.89
418,2006,0,41.0,8.0,2,0,24.8,0.0
418,2007,1,42.0,8.0,0,0,25.6,0.0
418,2008,1,43.0,8.0,1,0,26.4,0.0
418,2009,0,44.0,8.0,2,1,27.2,24.78
419,2000,1,34.0,13.4,1,0,15.6,0.0
419,2001,0,35.0,13.4,1,0,16.4,0.0
419,2002,1,36.0,13.4,1,0,17.2,0.0
419,2003,1,37.0,13.4,1,0,18.0,0.0
419,2004,1,38.0,13.4,0,0,18.8,0.0
419,2005,0,39.0,13.4,0,0,19.6,0.0
419,2006,1,40.0,13.4,0,0,20.4,0.0
419,2007,1,41.0,13.4,1,0,21.2,0.0
419,2008,1,42.0,13.4,0,0,22.0,0.0
419,2009,1,43.0,13.4,1,0,22.8,0.0
420,2000,0,30.0,8.0,0,0,15.0,0.0
420,2001,0,31.0,8.0,1,0,15.8,0.0
420,2002,1,32.0,8.0,1,0,16.6,0.0
420,2003,0,33.0,8.0,0,0,17.4,0.0
420,2004,0,34.0,8.0,0,0,18.2,0.0
420,2005,1,35.0,8.0,0,1,19.0,0.0
420,2006,0,36.0,8.0,3,0,19.8,0.0
420,2007,1,37.0,8.0,0,0,20.6,0.0
420,2008,1,38.0,8.0,1,0,21.4,0.0
420,2009,1,39.0,8.0,2,0,22.2,0.0
421,2000,1,30.0,14.3,1,0,9.7,0.0
421,2001,1,31.0,14.3,0,1,10.5,0.0
421,2002,1,32.0,14.3,0,0,11.3,0.0
421,2003,0,33.0,14.3,2,0,12.1,0.0
421,2004,1,34.0,14.3,1,0,12.9,0.0
421,2005,1,35.0,14.3,1,0,13.7,0.0
421,2006,1,36.0,14.3,2,1,14.5,3.15
421,2007,1,37.0,14.3,1,0,15.3,0.0
421,2008,1,38.0,14.3,2,0,16.1,0.0
421,2009,1,39.0,14.3,1,0,16.9,0.0
422,2000,1,39.0,9.8,0,0,23.2,0.0
422,2001,0,40.0,9.8,2,0,24.0,0.0
422,2002,1,41.0,9.8,0,0,24.8,0.0
422,2003,1,42.0,9.8,0,0,25.6,0.0
422,2004,1,43.0,9.8,3,0,26.4,0.0
422,2005,1,44.0,9.8,0,1,27.2,1.73
422,2006,1,45.0,9.8,0,0,28.0,0.0
422,2007,1,46.0,9.8,0,0,28.8,0.0
422,2008,1,47.0,9.8,0,0,29.6,0.0
422,2009,1,48.0,9.8,0,0,30.4,0.0
423,2000,0,35.0,16.7,0,0,13.3,0.0
423,2001,0,36.0,16.7,1,0,14.1,0.0
423,2002,0,37.0,16.7,2,0,14.9,0.0
423,2003,0,38.0,16.7,3,0,15.7,0.0
423,2004,0,39.0,16.7,1,0,16.5,0.0
423,2005,1,40.0,16.7,0,0,17.3,0.0
423,2006,1,41.0,16.7,2,0,18.1,0.0
423,2007,0,42.0,16.7,1,0,18.9,0.0
423,2008,1,43.0,16.7,1,1,19.7,0.0
423,2009,1,44.0,16.7,2,0,20.5,0.0
424,2000,0,30.0,13.0,0,1,13.0,39.73
424,2001,0,31.0,13.0,0,1,13.8,39.4
424,2002,0,32.0,13.0,0,1,14.6,41.17
424,2003,0,33.0,13.0,2,1,15.4,42.81
424,2004,1,34.0,13.0,1,0,16.2,0.0
424,2005,1,35.0,13.0,2,0,17.0,0.0
424,2006,0,36.0,13.0,1,1,17.8,44.66
424,2007,1,37.0,13.0,0,1,18.6,43.44
424,2008,1,38.0,13.0,1,1,19.4,47.13
424,2009,1,39.0,13.0,2,0,20.2,0.0
425,2000,1,38.0,13.2,1,1,20.8,15.2
425,2001,1,39.0,13.2,0,1,21.6,18.16
425,2002,1,40.0,13.2,0,1,22.4,14.63
425,2003,1,41.0,13.2,1,0,23.2,0.0
425,2004,1,42.0,13.2,0,1,24.0,16.46
425,2005,0,43.0,13.2,0,0,24.8,0.0
425,2006,1,44.0,13.2,0,0,25.6,0.0
425,2007,1,45.0,13.2,0,0,26.4,0.0
425,2008,1,46.0,13.2,1,1,27.2,19.36
425,2009,0,47.0,13.2,1,1,28.0,17.8
426,2000,1,27.0,14.9,2,0,6.1,0.0
426,2001,1,28.0,14.9,2,0,6.9,0.0
426,2002,1,29.0,14.9,0,0,7.7,0.0
426,2003,1,30.0,14.9,0,1,8.5,0.0
426,2004,1,31.0,14.9,1,0,9.3,0.0
426,2005,1,32.0,14.9,0,0,10.1,0.0
426,2006,1,33.0,14.9,0,0,10.9,0.0
426,2007,0,34.0,14.9,2,0,11.7,0.0
426,2008,1,35.0,14.9,1,0,12.5,0.0
426,2009,0,36.0,14.9,3,0,13.3,0.0
427,2000,0,33.0,10.6,1,1,19.4,7.65
427,2001,1,34.0,10.6,0,1,20.2,8.79
427,2002,0,35.0,10.6,1,1,21.0,7.62
427,2003,0,36.0,10.6,0,1,21.8,8.86
427,2004,1,37.0,10.6,1,1,22.6,11.51
427,2005,0,38.0,10.6,0,1,23.4,10.59
427,2006,0,39.0,10.6,1,1,24.2,6.26
427,2007,0,40.0,10.6,1,1,25.0,8.4
427,2008,0,41.0,10.6,3,0,25.8,0.0
427,2009,0,42.0,10.6,4,1,26.6,10.95
428,2000,0,36.0,12.8,0,0,17.2,0.0
428,2001,1,37.0,12.8,0,0,18.0,0.0
428,2002,1,38.0,12.8,0,0,18.8,0.0
428,2003,1,39.0,12.8,1,0,19.6,0.0
428,2004,1,40.0,12.8,0,0,20.4,0.0
428,2005,0,41.0,12.8,0,0,21.2,0.0
428,2006,0,42.0,12.8,0,0,22.0,0.0
428,2007,0,43.0,12.8,0,0,22.8,0.0
428,2008,0,44.0,12.8,0,0,23.6,0.0
428,2009,0,45.0,12.8,1,0,24.4,0.0
429,2000,1,27.0,15.5,2,0,7.5,0.0
429,2001,1,28.0,15.5,1,0,8.3,0.0
429,2002,1,29.0,15.5,1,0,9.1,0.0
429,2003,1,30.0,15.5,1,0,9.9,0.0
429,2004,1,31.0,15.5,0,0,10.7,0.0
429,2005,1,32.0,15.5,1,0,11.5,0.0
429,2006,1,33.0,15.5,0,0,12.3,0.0
429,2007,1,34.0,15.5,0,0,13.1,0.0
429,2008,1,35.0,15.5,1,0,13.9,0.0
429,2009,1,36.0,15.5,2,0,14.7,0.0
430,2000,0,40.0,11.2,0,1,24.8,15.96
430,2001,0,41.0,11.2,0,1,25.6,14.03
430,2002,0,42.0,11.2,0,1,26.4,15.93
430,2003,0,43.0,11.2,0,1,27.2,14.93
430,2004,0,44.0,11.2,1,1,28.0,15.41
430,2005,0,45.0,11.2,0,1,28.8,13.66
430,2006,0,46.0,11.2,2,1,29.6,16.53
430,2007,0,47.0,11.2,0,1,30.4,15.69
430,2008,0,48.0,11.2,3,1,31.2,16.7
430,2009,0,49.0,11.2,2,0,32.0,0.0
431,2000,0,32.0,9.4,1,0,18.6,0.0
431,2001,0,33.0,9.4,2,0,19.4,0.0
431,2002,0,34.0,9.4,2,0,20.2,0.0
431,2003,0,35.0,9.4,0,0,21.0,0.0
431,2004,0,36.0,9.4,0,0,21.8,0.0
431,2005,0,37.0,9.4,0,0,22.6,0.0
431,2006,0,38.0,9.4,1,0,23.4,0.0
431,2007,0,39.0,9.4,1,0,24.2,0.0
431,2008,0,40.0,9.4,1,0,25.0,0.0
431,2009,0,41.0,9.4,1,0,25.8,0.0
432,2000,0,35.0,19.3,1,1,10.7,0.0
432,2001,0,36.0,19.3,0,0,11.5,0.0
432,2002,0,37.0,19.3,0,0,12.3,0.0
432,2003,0,38.0,19.3,1,0,13.1,0.0
432,2004,0,39.0,19.3,0,0,13.9,0.0
432,2005,0,40.0,19.3,2,0,14.7,0.0
432,2006,0,41.0,19.3,0,0,15.5,0.0
432,2007,0,42.0,19.3,1,1,16.3,0.0
432,2008,0,43.0,19.3,2,1,17.1,0.0
432,2009,0,44.0,19.3,0,0,17.9,0.0
433,2000,0,30.0,14.7,0,1,12.3,19.64
433,2001,0,31.0,14.7,1,1,13.1,19.93
433,2002,0,32.0,14.7,1,0,13.9,0.0
433,2003,1,33.0,14.7,0,1,14.7,20.53
433,2004,0,34.0,14.7,0,1,15.5,23.23
433,2005,0,35.0,14.7,3,1,16.3,22.12
433,2006,0,36.0,14.7,2,1,17.1,26.56
433,2007,1,37.0,14.7,3,1,17.9,26.48
433,2008,0,38.0,14.7,2,1,18.7,27.83
433,2009,0,39.0,14.7,3,0,19.5,0.0
434,2000,1,40.0,11.5,1,0,20.5,0.0
434,2001,1,41.0,11.5,0,0,21.3,0.0
434,2002,1,42.0,11.5,0,0,22.1,0.0
434,2003,1,43.0,11.5,0,0,22.9,0.0
434,2004,1,44.0,11.5,1,0,23.7,0.0
434,2005,1,45.0,11.5,2,0,24.5,0.0
434,2006,0,46.0,11.5,0,0,25.3,0.0
434,2007,0,47.0,11.5,0,0,26.1,0.0
434,2008,1,48.0,11.5,1,0,26.9,0.0
434,2009,0,49.0,11.5,0,0,27.7,0.0
435,2000,1,32.0,13.7,2,0,13.3,0.0
435,2001,1,33.0,13.7,1,0,14.1,0.0
435,2002,1,34.0,13.7,1,1,14.9,58.83
435,2003,1,35.0,13.7,1,0,15.7,0.0
435,2004,0,36.0,13.7,0,1,16.5,60.93
435,2005,1,37.0,13.7,3,1,17.3,59.25
435,2006,1,38.0,13.7,1,1,18.1,63.53
435,2007,0,39.0,13.7,1,1,18.9,60.6
435,2008,0,40.0,13.7,1,1,19.7,64.32
435,2009,0,41.0,13.7,2,1,20.5,63.96
436,2000,0,30.0,12.5,1,0,12.5,0.0
436,2001,1,31.0,12.5,0,0,13.3,0.0
436,2002,1,32.0,12.5,0,0,14.1,0.0
436,2003,1,33.0,12.5,2,0,14.9,0.0
436,2004,1,34.0,12.5,1,0,15.7,0.0
436,2005,1,35.0,12.5,2,0,16.5,0.0
436,2006,0,36.0,12.5,1,0,17.3,0.0
436,2007,0,37.0,12.5,0,0,18.1,0.0
436,2008,0,38.0,12.5,0,0,18.9,0.0
436,2009,1,39.0,12.5,1,0,19.7,0.0
437,2000,0,26.0,10.7,3,1,8.3,9.76
437,2001,0,27.0,10.7,0,1,9.1,9.01
437,2002,1,28.0,10.7,0,1,9.9,9.19
437,2003,1,29.0,10.7,0,1,10.7,6.23
437,2004,1,30.0,10.7,0,1,11.5,9.1
437,2005,1,31.0,10.7,1,1,12.3,6.77
437,2006,1,32.0,10.7,1,1,13.1,8.01
437,2007,1,33.0,10.7,0,1,13.9,11.67
437,2008,1,34.0,10.7,1,1,14.7,10.69
437,2009,1,35.0,10.7,0,1,15.5,9.86
438,2000,0,26.0,9.8,0,1,10.2,27.62
438,2001,0,27.0,9.8,0,1,11.0,28.48
438,2002,0,28.0,9.8,1,1,11.8,27.41
438,2003,0,29.0,9.8,2,1,12.6,24.45
438,2004,0,30.0,9.8,0,1,13.4,27.91
438,2005,0,31.0,9.8,2,0,14.2,0.0
438,2006,0,32.0,9.8,2,1,15.0,28.66
438,2007,0,33.0,9.8,1,1,15.8,32.14
438,2008,0,34.0,9.8,3,1,16.6,31.24
438,2009,0,35.0,9.8,1,1,17.4,29.97
439,2000,0,32.0,14.1,1,0,11.9,0.0
439,2001,0,33.0,14.1,1,0,12.7,0.0
439,2002,0,34.0,14.1,0,1,13.5,0.99
439,2003,1,35.0,14.1,1,0,14.3,0.0
439,2004,0,36.0,14.1,1,0,15.1,0.0
439,2005,0,37.0,14.1,2,0,15.9,0.0
439,2006,0,38.0,14.1,2,0,16.7,0.0
439,2007,0,39.0,14.1,3,1,17.5,0.57
439,2008,0,40.0,14.1,1,0,18.3,0.0
439,2009,0,41.0,14.1,0,0,19.1,0.0
440,2000,0,23.0,12.1,0,0,3.9,0.0
440,2001,0,24.0,12.1,2,1,4.7,1.2
440,2002,1,25.0,12.1,2,0,5.5,0.0
440,2003,1,26.0,12.1,0,1,6.3,0.64
440,2004,1,27.0,12.1,0,0,7.1,0.0
440,2005,0,28.0,12.1,4,0,7.9,0.0
440,2006,0,29.0,12.1,0,0,8.7,0.0
440,2007,0,30.0,12.1,2,0,9.5,0.0
440,2008,0,31.0,12.1,3,0,10.3,0.0
440,2009,0,32.0,12.1,4,0,11.1,0.0
441,2000,0,40.0,13.1,1,0,18.9,0.0
441,2001,0,41.0,13.1,1,0,19.7,0.0
441,2002,1,42.0,13.1,0,0,20.5,0.0
441,2003,0,43.0,13.1,0,0,21.3,0.0
441,2004,1,44.0,13.1,1,0,22.1,0.0
441,2005,0,45.0,13.1,0,0,22.9,0.0
441,2006,0,46.0,13.1,1,0,23.7,0.0
441,2007,1,47.0,13.1,1,0,24.5,0.0
441,2008,1,48.0,13.1,1,1,25.3,1.59
441,2009,0,49.0,13.1,0,0,26.1,0.0
442,2000,1,28.0,11.8,0,0,9.2,0.0
442,2001,0,29.0,11.8,2,0,10.0,0.0
442,2002,0,30.0,11.8,0,0,10.8,0.0
442,2003,0,31.0,11.8,1,0,11.6,0.0
442,2004,1,32.0,11.8,1,0,12.4,0.0
442,2005,1,33.0,11.8,2,0,13.2,0.0
442,2006,0,34.0,11.8,2,0,14.0,0.0
442,2007,1,35.0,11.8,0,0,14.8,0.0
442,2008,0,36.0,11.8,2,0,15.6,0.0
442,2009,0,37.0,11.8,2,0,16.4,0.0
443,2000,0,40.0,11.0,1,1,24.0,23.36
443,2001,0,41.0,11.0,0,0,24.8,0.0
443,2002,0,42.0,11.0,1,1,25.6,21.03
443,2003,0,43.0,11.0,1,1,26.4,21.64
443,2004,0,44.0,11.0,0,1,27.2,22.36
443,2005,0,45.0,11.0,0,1,28.0,24.56
443,2006,0,46.0,11.0,1,1,28.8,25.88
443,2007,0,47.0,11.0,0,1,29.6,26.12
443,2008,0,48.0,11.0,0,1,30.4,24.92
443,2009,1,49.0,11.0,0,0,31.2,0.0
444,2000,0,35.0,8.9,0,0,22.1,0.0
444,2001,0,36.0,8.9,0,0,22.9,0.0
444,2002,1,37.0,8.9,0,0,23.7,0.0
444,2003,1,38.0,8.9,1,0,24.5,0.0
444,2004,1,39.0,8.9,1,1,25.3,0.0
444,2005,0,40.0,8.9,0,0,26.1,0.0
444,2006,0,41.0,8.9,1,0,26.9,0.0
444,2007,0,42.0,8.9,0,0,27.7,0.0
444,2008,0,43.0,8.9,1,0,28.5,0.0
444,2009,0,44.0,8.9,2,0,29.3,0.0
445,2000,0,22.0,9.0,0,0,10.0,0.0
445,2001,0,23.0,9.0,1,1,10.8,0.0
445,2002,0,24.0,9.0,1,0,11.6,0.0
445,2003,0,25.0,9.0,1,0,12.4,0.0
445,2004,0,26.0,9.0,0,0,13.2,0.0
445,2005,0,27.0,9.0,3,0,14.0,0.0
445,2006,0,28.0,9.0,0,0,14.8,0.0
445,2007,0,29.0,9.0,2,0,15.6,0.0
445,2008,0,30.0,9.0,1,0,16.4,0.0
445,2009,0,31.0,9.0,3,0,17.2,0.0
446,2000,0,31.0,12.6,1,1,12.4,26.38
446,2001,0,32.0,12.6,0,1,13.2,25.95
446,2002,0,33.0,12.6,0,1,14.0,29.56
446,2003,1,34.0,12.6,1,1,14.8,26.02
446,2004,0,35.0,12.6,1,1,15.6,28.18
446,2005,0,36.0,12.6,0,1,16.4,28.97
446,2006,0,37.0,12.6,0,0,17.2,0.0
446,2007,0,38.0,12.6,0,1,18.0,27.3
446,2008,1,39.0,12.6,2,1,18.8,29.02
446,2009,1,40.0,12.6,2,1,19.6,32.52
447,2000,1,40.0,13.9,0,1,23.1,23.07
447,2001,1,41.0,13.9,0,0,23.9,0.0
447,2002,0,42.0,13.9,1,1,24.7,23.94
447,2003,0,43.0,13.9,1,1,25.5,26.09
447,2004,0,44.0,13.9,0,1,26.3,28.3
447,2005,1,45.0,13.9,1,1,27.1,29.24
447,2006,0,46.0,13.9,3,1,27.9,26.0
447,2007,0,47.0,13.9,1,1,28.7,29.72
447,2008,1,48.0,13.9,1,1,29.5,29.15
447,2009,0,49.0,13.9,0,1,30.3,32.32
448,2000,1,25.0,10.1,0,0,8.9,0.0
448,2001,0,26.0,10.1,0,0,9.7,0.0
448,2002,0,27.0,10.1,2,0,10.5,0.0
448,2003,0,28.0,10.1,0,1,11.3,2.11
448,2004,0,29.0,10.1,1,0,12.1,0.0
448,2005,0,30.0,10.1,1,0,12.9,0.0
448,2006,0,31.0,10.1,2,1,13.7,0.0
448,2007,0,32.0,10.1,0,0,14.5,0.0
448,2008,0,33.0,10.1,3,0,15.3,0.0
448,2009,0,34.0,10.1,2,0,16.1,0.0
449,2000,0,35.0,16.2,1,1,13.8,23.83
449,2001,0,36.0,16.2,0,1,14.6,23.19
449,2002,1,37.0,16.2,0,1,15.4,26.55
449,2003,0,38.0,16.2,0,1,16.2,26.93
449,2004,1,39.0,16.2,0,1,17.0,26.63
449,2005,1,40.0,16.2,1,1,17.8,27.14
449,2006,0,41.0,16.2,3,1,18.6,25.87
449,2007,0,42.0,16.2,1,1,19.4,28.76
449,2008,0,43.0,16.2,1,1,20.2,29.99
449,2009,0,44.0,16.2,1,0,21.0,0.0
450,2000,0,34.0,12.5,1,1,14.5,0.0
450,2001,0,35.0,12.5,2,1,15.3,0.0
450,2002,1,36.0,12.5,0,0,16.1,0.0
450,2003,1,37.0,12.5,0,0,16.9,0.0
450,2004,0,38.0,12.5,1,0,17.7,0.0
450,2005,0,39.0,12.5,2,0,18.5,0.0
450,2006,0,40.0,12.5,1,0,19.3,0.0
450,2007,1,41.0,12.5,0,0,20.1,0.0
450,2008,0,42.0,12.5,1,0,20.9,0.0
450,2009,0,43.0,12.5,0,0,21.7,0.0
451,2000,1,26.0,14.2,0,0,8.8,0.0
451,2001,1,27.0,14.2,1,0,9.6,0.0
451,2002,0,28.0,14.2,2,0,10.4,0.0
451,2003,0,29.0,14.2,1,0,11.2,0.0
451,2004,0,30.0,14.2,1,0,12.0,0.0
451,2005,0,31.0,14.2,1,0,12.8,0.0
451,2006,1,32.0,14.2,0,0,13.6,0.0
451,2007,0,33.0,14.2,1,0,14.4,0.0
451,2008,0,34.0,14.2,2,0,15.2,0.0
451,2009,0,35.0,14.2,1,0,16.0,0.0
452,2000,1,38.0,13.7,0,1,21.3,5.12
452,2001,0,39.0,13.7,0,1,22.1,8.92
452,2002,1,40.0,13.7,0,1,22.9,7.19
452,2003,1,41.0,13.7,0,1,23.7,4.24
452,2004,0,42.0,13.7,1,0,24.5,0.0
452,2005,1,43.0,13.7,3,1,25.3,7.52
452,2006,1,44.0,13.7,1,1,26.1,7.14
452,2007,1,45.0,13.7,1,1,26.9,7.11
452,2008,1,46.0,13.7,0,1,27.7,7.97
452,2009,1,47.0,13.7,0,1,28.5,8.42
453,2000,0,39.0,11.6,0,1,22.4,9.63
453,2001,0,40.0,11.6,0,1,23.2,11.44
453,2002,0,41.0,11.6,0,1,24.0,12.26
453,2003,0,42.0,11.6,1,1,24.8,11.79
453,2004,0,43.0,11.6,1,1,25.6,11.85
453,2005,0,44.0,11.6,0,1,26.4,10.93
453,2006,0,45.0,11.6,0,1,27.2,12.35
453,2007,0,46.0,11.6,2,1,28.0,11.67
453,2008,0,47.0,11.6,0,1,28.8,12.08
453,2009,0,48.0,11.6,1,1,29.6,15.28
454,2000,1,27.0,14.8,0,1,8.2,26.36
454,2001,1,28.0,14.8,1,1,9.0,27.34
454,2002,0,29.0,14.8,1,1,9.8,30.69
454,2003,1,30.0,14.8,0,1,10.6,30.87
454,2004,1,31.0,14.8,1,1,11.4,31.28
454,2005,0,32.0,14.8,3,1,12.2,31.6
454,2006,0,33.0,14.8,3,0,13.0,0.0
454,2007,0,34.0,14.8,4,1,13.8,33.27
454,2008,1,35.0,14.8,0,1,14.6,32.58
454,2009,0,36.0,14.8,0,1,15.4,35.21
455,2000,0,28.0,13.7,0,0,6.3,0.0
455,2001,1,29.0,13.7,0,0,7.1,0.0
455,2002,0,30.0,13.7,1,0,7.9,0.0
455,2003,0,31.0,13.7,2,0,8.7,0.0
455,2004,0,32.0,13.7,1,0,9.5,0.0
455,2005,0,33.0,13.7,1,0,10.3,0.0
455,2006,0,34.0,13.7,5,0,11.1,0.0
455,2007,0,35.0,13.7,0,0,11.9,0.0
455,2008,0,36.0,13.7,0,0,12.7,0.0
455,2009,1,37.0,13.7,0,0,13.5,0.0
456,2000,0,32.0,12.8,0,0,16.2,0.0
456,2001,1,33.0,12.8,1,0,17.0,0.0
456,2002,0,34.0,12.8,1,0,17.8,0.0
456,2003,0,35.0,12.8,1,0,18.6,0.0
456,2004,0,36.0,12.8,1,0,19.4,0.0
456,2005,0,37.0,12.8,0,0,20.2,0.0
456,2006,0,38.0,12.8,3,1,21.0,0.0
456,2007,0,39.0,12.8,1,0,21.8,0.0
456,2008,1,40.0,12.8,0,0,22.6,0.0
456,2009,0,41.0,12.8,1,0,23.4,0.0
457,2000,0,27.0,13.9,0,1,5.1,46.83
457,2001,0,28.0,13.9,0,1,5.9,49.1
457,2002,0,29.0,13.9,1,1,6.7,47.74
457,2003,0,30.0,13.9,0,1,7.5,49.94
457,2004,1,31.0,13.9,1,1,8.3,50.61
457,2005,0,32.0,13.9,1,1,9.1,53.41
457,2006,0,33.0,13.9,2,1,9.9,53.59
457,2007,0,34.0,13.9,1,1,10.7,52.71
457,2008,1,35.0,13.9,0,1,11.5,54.77
457,2009,0,36.0,13.9,3,1,12.3,58.28
458,2000,0,28.0,15.5,2,1,7.5,22.12
458,2001,0,29.0,15.5,0,1,8.3,25.15
458,2002,0,30.0,15.5,0,1,9.1,23.61
458,2003,0,31.0,15.5,0,1,9.9,22.74
458,2004,0,32.0,15.5,0,1,10.7,26.33
458,2005,0,33.0,15.5,2,1,11.5,24.87
458,2006,0,34.0,15.5,0,1,12.3,24.12
458,2007,0,35.0,15.5,0,0,13.1,0.0
458,2008,1,36.0,15.5,2,1,13.9,27.57
458,2009,0,37.0,15.5,1,1,14.7,26.59
459,2000,1,36.0,12.3,0,0,17.7,0.0
459,2001,1,37.0,12.3,0,0,18.5,0.0
459,2002,0,38.0,12.3,1,0,19.3,0.0
459,2003,1,39.0,12.3,1,0,20.1,0.0
459,2004,0,40.0,12.3,0,0,20.9,0.0
459,2005,0,41.0,12.3,0,1,21.7,1.99
459,2006,0,42.0,12.3,0,0,22.5,0.0
459,2007,0,43.0,12.3,0,0,23.3,0.0
459,2008,0,44.0,12.3,2,0,24.1,0.0
459,2009,0,45.0,12.3,1,0,24.9,0.0
460,2000,0,30.0,12.0,0,1,14.0,28.24
460,2001,0,31.0,12.0,0,1,14.8,25.03
460,2002,0,32.0,12.0,0,1,15.6,27.3
460,2003,0,33.0,12.0,2,1,16.4,25.26
460,2004,0,34.0,12.0,2,1,17.2,29.33
460,2005,0,35.0,12.0,1,0,18.0,0.0
460,2006,0,36.0,12.0,1,1,18.8,25.75
460,2007,0,37.0,12.0,0,1,19.6,30.37
460,2008,0,38.0,12.0,1,1,20.4,30.08
460,2009,0,39.0,12.0,2,1,21.2,30.91
461,2000,1,41.0,10.9,0,1,25.1,7.01
461,2001,1,42.0,10.9,1,0,25.9,0.0
461,2002,1,43.0,10.9,0,1,26.7,9.37
461,2003,1,44.0,10.9,0,1,27.5,8.94
461,2004,1,45.0,10.9,0,1,28.3,7.4
461,2005,1,46.0,10.9,0,1,29.1,10.16
461,2006,1,47.0,10.9,0,1,29.9,9.06
461,2007,1,48.0,10.9,1,1,30.7,10.84
461,2008,1,49.0,10.9,2,1,31.5,9.56
461,2009,1,50.0,10.9,0,1,32.3,9.74
462,2000,1,29.0,11.7,1,0,9.3,0.0
462,2001,0,30.0,11.7,0,0,10.1,0.0
462,2002,1,31.0,11.7,0,0,10.9,0.0
462,2003,0,32.0,11.7,0,0,11.7,0.0
462,2004,0,33.0,11.7,2,0,12.5,0.0
462,2005,1,34.0,11.7,1,0,13.3,0.0
462,2006,1,35.0,11.7,2,0,14.1,0.0
462,2007,1,36.0,11.7,2,0,14.9,0.0
462,2008,0,37.0,11.7,2,0,15.7,0.0
462,2009,1,38.0,11.7,0,0,16.5,0.0
463,2000,0,22.0,11.5,0,0,7.5,0.0
463,2001,0,23.0,11.5,1,0,8.3,0.0
463,2002,0,24.0,11.5,0,0,9.1,0.0
463,2003,0,25.0,11.5,0,0,9.9,0.0
463,2004,1,26.0,11.5,1,0,10.7,0.0
463,2005,0,27.0,11.5,2,0,11.5,0.0
463,2006,0,28.0,11.5,2,0,12.3,0.0
463,2007,0,29.0,11.5,0,0,13.1,0.0
463,2008,0,30.0,11.5,4,0,13.9,0.0
463,2009,0,31.0,11.5,4,0,14.7,0.0
464,2000,1,39.0,12.4,0,1,20.6,23.32
464,2001,0,40.0,12.4,0,1,21.4,22.7
464,2002,0,41.0,12.4,0,1,22.2,25.25
464,2003,0,42.0,12.4,1,0,23.0,0.0
464,2004,0,43.0,12.4,0,1,23.8,24.84
464,2005,0,44.0,12.4,0,1,24.6,27.77
464,2006,0,45.0,12.4,0,1,25.4,26.45
464,2007,0,46.0,12.4,1,0,26.2,0.0
464,2008,1,47.0,12.4,0,1,27.0,23.71
464,2009,1,48.0,12.4,0,1,27.8,25.79
465,2000,1,33.0,14.1,0,1,15.9,24.41
465,2001,0,34.0,14.1,2,1,16.7,27.87
465,2002,0,35.0,14.1,1,1,17.5,27.7
465,2003,0,36.0,14.1,1,1,18.3,25.63
465,2004,0,37.0,14.1,1,1,19.1,27.35
465,2005,0,38.0,14.1,0,1,19.9,27.08
465,2006,1,39.0,14.1,1,1,20.7,29.78
465,2007,1,40.0,14.1,1,1,21.5,27.44
465,2008,1,41.0,14.1,0,0,22.3,0.0
465,2009,0,42.0,14.1,1,1,23.1,28.25
466,2000,0,28.0,16.3,0,0,6.7,0.0
466,2001,0,29.0,16.3,1,0,7.5,0.0
466,2002,1,30.0,16.3,0,1,8.3,0.53
466,2003,1,31.0,16.3,0,0,9.1,0.0
466,2004,0,32.0,16.3,2,0,9.9,0.0
466,2005,1,33.0,16.3,1,0,10.7,0.0
466,2006,0,34.0,16.3,1,0,11.5,0.0
466,2007,0,35.0,16.3,2,0,12.3,0.0
466,2008,0,36.0,16.3,1,0,13.1,0.0
466,2009,0,37.0,16.3,3,0,13.9,0.0
467,2000,0,31.0,16.1,1,1,8.9,22.51
467,2001,1,32.0,16.1,0,1,9.7,21.46
467,2002,0,33.0,16.1,1,1,10.5,25.65
467,2003,0,34.0,16.1,1,1,11.3,26.02
