id,year,career,educ,exper,age,female,income,urban
104,2,2,11.2,27.8,45.0,1,9843.17,1
104,3,2,11.2,28.8,46.0,1,12368.73,1
104,4,1,11.2,29.8,47.0,1,13517.36,1
104,5,1,11.2,30.8,48.0,1,8987.03,1
105,1,2,15.4,28.6,49.0,1,12621.34,0
105,2,2,15.4,29.6,50.0,1,11693.18,0
105,3,2,15.4,30.6,51.0,1,8296.35,0
105,4,1,15.4,31.6,52.0,1,11301.79,0
105,5,2,15.4,32.6,53.0,1,12567.73,0
106,1,2,8.7,21.3,36.0,0,8017.94,0
106,2,1,8.7,22.3,37.0,0,6915.26,0
106,3,2,8.7,23.3,38.0,0,10224.34,0
106,4,2,8.7,24.3,39.0,0,8413.46,0
106,5,2,8.7,25.3,40.0,0,9012.31,0
107,1,1,11.6,5.4,22.0,0,8872.75,1
107,2,0,11.6,6.4,23.0,0,7377.3,1
107,3,1,11.6,7.4,24.0,0,7043.52,1
107,4,1,11.6,8.4,25.0,0,6354.91,1
107,5,2,11.6,9.4,26.0,0,8018.57,1
108,1,1,12.3,23.7,43.0,1,8507.34,0
108,2,2,12.3,24.7,44.0,1,7920.64,0
108,3,1,12.3,25.7,45.0,1,7774.36,0
108,4,2,12.3,26.7,46.0,1,9089.75,0
108,5,2,12.3,27.7,47.0,1,11871.52,0
109,1,0,7.8,16.2,28.0,0,5533.54,0
109,2,0,7.8,17.2,29.0,0,7743.51,0
109,3,0,7.8,18.2,30.0,0,6011.46,0
109,4,0,7.8,19.2,31.0,0,6311.48,0
109,5,2,8.3,20.2,32.0,0,6940.91,0
110,1,1,13.0,18.0,38.0,1,11583.4,1
110,2,1,13.0,19.0,39.0,1,11851.9,1
110,3,2,13.0,20.0,40.0,1,10539.06,1
110,4,0,13.0,21.0,41.0,1,7378.18,1
110,5,2,13.0,22.0,42.0,1,10281.24,1
111,1,0,10.4,19.6,36.0,1,7677.67,1
111,2,1,10.4,20.6,37.0,1,5419.59,1
111,3,0,10.4,21.6,38.0,1,8286.51,1
111,4,1,10.4,22.6,39.0,1,9304.33,1
111,5,0,10.9,23.6,40.0,1,11433.82,1
112,1,2,10.5,28.5,46.0,1,11113.18,0
112,2,0,10.5,29.5,47.0,1,6904.67,0
112,3,1,10.5,30.5,48.0,1,9965.96,0
112,4,2,10.5,31.5,49.0,1,12444.41,0
112,5,2,11.0,32.5,50.0,1,13433.27,0
113,1,1,9.3,20.7,34.0,0,10523.82,1
113,2,0,9.3,21.7,35.0,0,9256.44,1
113,3,0,9.3,22.7,36.0,0,6636.93,1
113,4,2,9.3,23.7,37.0,0,11221.83,1
113,5,2,9.3,24.7,38.0,0,7189.58,1
114,1,1,14.8,1.2,22.0,1,5507.91,0
114,2,2,14.8,2.2,23.0,1,6066.06,0
114,3,0,14.8,3.2,24.0,1,10488.46,0
114,4,0,14.8,4.2,25.0,1,5003.67,0
114,5,2,14.8,5.2,26.0,1,10525.71,0
115,1,1,14.2,7.8,28.0,0,6214.72,1
115,2,2,14.2,8.8,29.0,0,8005.6,1
115,3,1,14.2,9.8,30.0,0,7974.58,1
115,4,1,14.2,10.8,31.0,0,7956.22,1
115,5,2,14.2,11.8,32.0,0,13907.34,1
116,1,1,13.9,26.1,44.0,0,10852.12,1
116,2,2,13.9,27.1,45.0,0,6929.77,1
116,3,0,13.9,28.1,46.0,0,13826.71,1
116,4,2,13.9,29.1,47.0,0,14182.15,1
116,5,2,13.9,30.1,48.0,0,12099.91,1
117,1,2,18.4,25.6,47.0,1,15473.27,1
117,2,2,18.4,26.6,48.0,1,12178.47,1
117,3,1,18.4,27.6,49.0,1,9385.2,1
117,4,2,18.4,28.6,50.0,1,12044.74,1
117,5,2,18.4,29.6,51.0,1,15212.2,1
118,1,1,13.0,23.0,42.0,0,9413.12,1
118,2,0,13.0,24.0,43.0,0,15069.52,1
118,3,2,13.0,25.0,44.0,0,10152.65,1
118,4,0,13.0,26.0,45.0,0,11521.41,1
118,5,2,13.0,27.0,46.0,0,10850.71,1
119,1,0,7.9,13.1,27.0,0,6793.36,0
119,2,1,7.9,14.1,28.0,0,5485.99,0
119,3,2,7.9,15.1,29.0,0,7727.18,0
119,4,0,7.9,16.1,30.0,0,5016.17,0
119,5,0,7.9,17.1,31.0,0,5500.19,0
120,1,2,13.2,29.8,46.0,1,11648.68,0
120,2,2,13.2,30.8,47.0,1,10598.83,0
120,3,0,13.2,31.8,48.0,1,7071.59,0
120,4,2,13.2,32.8,49.0,1,10606.63,0
120,5,2,13.2,33.8,50.0,1,11811.55,0
121,1,1,8.6,33.4,48.0,0,11294.3,0
121,2,1,8.6,34.4,49.0,0,12355.92,0
121,3,1,8.6,35.4,50.0,0,9721.5,0
121,4,2,8.6,36.4,51.0,0,8449.48,0
121,5,2,8.6,37.4,52.0,0,16117.94,0
122,1,1,10.3,25.7,39.0,1,9557.83,0
122,2,0,10.3,26.7,40.0,1,11251.57,0
122,3,0,10.3,27.7,41.0,1,12358.68,0
122,4,2,10.3,28.7,42.0,1,9437.71,0
122,5,1,10.3,29.7,43.0,1,9051.62,0
123,1,2,11.5,15.5,35.0,0,8094.36,1
123,2,2,11.5,16.5,36.0,0,7433.57,1
123,3,1,11.5,17.5,37.0,0,9627.49,1
123,4,1,11.5,18.5,38.0,0,10430.64,1
123,5,0,11.5,19.5,39.0,0,6347.36,1
124,1,0,9.9,11.1,27.0,1,7911.69,1
124,2,1,9.9,12.1,28.0,1,5964.83,1
124,3,2,9.9,13.1,29.0,1,7163.57,1
124,4,1,10.4,14.1,30.0,1,7565.54,1
124,5,0,9.9,15.1,31.0,1,7057.86,1
125,1,2,12.8,25.2,45.0,1,9582.02,0
125,2,1,12.8,26.2,46.0,1,10226.28,0
125,3,1,12.8,27.2,47.0,1,9959.83,0
125,4,1,12.8,28.2,48.0,1,9069.89,0
125,5,1,12.8,29.2,49.0,1,12563.47,0
126,1,2,6.5,30.5,43.0,0,7059.82,1
126,2,2,6.5,31.5,44.0,0,8904.22,1
126,3,1,6.5,32.5,45.0,0,8736.11,1
126,4,1,6.5,33.5,46.0,0,10441.21,1
126,5,1,6.5,34.5,47.0,0,8766.19,1
127,1,0,11.5,11.5,28.0,1,8008.66,1
127,2,1,11.5,12.5,29.0,1,6134.95,1
127,3,0,11.5,13.5,30.0,1,8234.53,1
127,4,0,11.5,14.5,31.0,1,8396.0,1
127,5,0,12.0,15.5,32.0,1,6633.97,1
128,1,2,10.8,31.2,46.0,1,8223.71,1
128,2,1,10.8,32.2,47.0,1,10476.56,1
128,3,1,10.8,33.2,48.0,1,11119.59,1
128,4,1,10.8,34.2,49.0,1,11494.87,1
128,5,2,10.8,35.2,50.0,1,13094.21,1
129,1,0,9.1,15.9,31.0,0,6686.27,0
129,2,2,9.1,16.9,32.0,0,10021.56,0
129,3,2,9.1,17.9,33.0,0,8750.12,0
129,4,1,9.1,18.9,34.0,0,7084.16,0
129,5,0,9.1,19.9,35.0,0,9054.87,0
130,1,2,10.6,23.4,38.0,1,7853.57,1
130,2,0,10.6,24.4,39.0,1,8393.69,1
130,3,1,10.6,25.4,40.0,1,11759.25,1
130,4,1,10.6,26.4,41.0,1,8013.24,1
130,5,0,10.6,27.4,42.0,1,12132.57,1
131,1,1,12.0,33.0,49.0,0,7420.7,1
131,2,2,12.0,34.0,50.0,0,8996.06,1
131,3,2,12.0,35.0,51.0,0,13526.55,1
131,4,1,12.0,36.0,52.0,0,14388.51,1
131,5,2,12.0,37.0,53.0,0,9657.6,1
132,1,1,10.9,25.1,43.0,1,8958.85,0
132,2,1,10.9,26.1,44.0,1,13984.07,0
132,3,1,10.9,27.1,45.0,1,8867.48,0
132,4,2,10.9,28.1,46.0,1,5909.7,0
132,5,2,10.9,29.1,47.0,1,11106.96,0
133,1,1,10.1,12.9,31.0,0,7318.93,1
133,2,2,10.1,13.9,32.0,0,8280.1,1
133,3,2,10.1,14.9,33.0,0,6842.97,1
133,4,2,10.1,15.9,34.0,0,7959.05,1
133,5,2,10.1,16.9,35.0,0,9341.84,1
134,1,1,13.4,6.6,26.0,0,6954.43,1
134,2,1,13.4,7.6,27.0,0,9026.09,1
134,3,1,13.4,8.6,28.0,0,8948.82,1
134,4,1,13.4,9.6,29.0,0,8172.1,1
134,5,0,13.4,10.6,30.0,0,8505.58,1
135,1,0,11.8,11.2,28.0,1,9490.85,0
135,2,0,11.8,12.2,29.0,1,7641.84,0
135,3,0,11.8,13.2,30.0,1,8977.51,0
135,4,1,12.3,14.2,31.0,1,7008.53,0
135,5,0,11.8,15.2,32.0,1,5806.95,0
136,1,0,14.3,11.7,33.0,0,9095.32,0
136,2,2,14.3,12.7,34.0,0,10019.96,0
136,3,2,14.3,13.7,35.0,0,6892.7,0
136,4,2,14.3,14.7,36.0,0,8184.26,0
136,5,1,14.3,15.7,37.0,0,7886.95,0
137,1,2,14.2,9.8,31.0,0,7387.96,1
137,2,2,14.2,10.8,32.0,0,10596.48,1
137,3,2,14.2,11.8,33.0,0,8168.24,1
137,4,1,14.2,12.8,34.0,0,7572.23,1
137,5,2,14.2,13.8,35.0,0,8278.94,1
138,1,1,9.8,23.2,40.0,0,13711.41,1
138,2,2,9.8,24.2,41.0,0,10804.15,1
138,3,2,9.8,25.2,42.0,0,9166.2,1
138,4,1,9.8,26.2,43.0,0,9178.55,1
138,5,1,9.8,27.2,44.0,0,10301.38,1
139,1,1,13.0,13.0,31.0,0,9875.81,1
139,2,1,13.0,14.0,32.0,0,9900.38,1
139,3,1,13.0,15.0,33.0,0,10835.26,1
139,4,2,13.5,16.0,34.0,0,8321.22,1
139,5,2,13.0,17.0,35.0,0,5989.1,1
140,1,0,11.8,6.2,26.0,0,6303.61,1
140,2,0,11.8,7.2,27.0,0,8947.0,1
140,3,2,11.8,8.2,28.0,0,6731.33,1
140,4,1,11.8,9.2,29.0,0,6186.63,1
140,5,2,11.8,10.2,30.0,0,5935.31,1
141,1,2,16.1,24.9,46.0,1,13202.3,1
141,2,2,16.1,25.9,47.0,1,12277.44,1
141,3,2,16.1,26.9,48.0,1,12968.72,1
141,4,2,16.1,27.9,49.0,1,12530.28,1
141,5,0,16.1,28.9,50.0,1,11180.93,1
142,1,1,13.9,23.1,44.0,0,6964.51,0
142,2,1,13.9,24.1,45.0,0,13645.31,0
142,3,2,13.9,25.1,46.0,0,10041.7,0
142,4,2,13.9,26.1,47.0,0,11586.67,0
142,5,2,13.9,27.1,48.0,0,10055.34,0
143,1,1,13.9,30.1,47.0,1,12062.33,1
143,2,2,13.9,31.1,48.0,1,7808.25,1
143,3,1,13.9,32.1,49.0,1,11742.15,1
143,4,0,13.9,33.1,50.0,1,8543.24,1
143,5,2,13.9,34.1,51.0,1,11408.84,1
144,1,1,9.1,29.9,42.0,0,11821.04,1
144,2,2,9.1,30.9,43.0,0,9671.44,1
144,3,1,9.1,31.9,44.0,0,8022.49,1
144,4,1,9.1,32.9,45.0,0,13138.24,1
144,5,0,9.1,33.9,46.0,0,6347.63,1
145,1,2,6.8,38.2,49.0,0,9531.53,1
145,2,1,6.8,39.2,50.0,0,9099.35,1
145,3,0,6.8,40.2,51.0,0,7716.4,1
145,4,0,6.8,41.2,52.0,0,9028.53,1
145,5,0,6.8,42.2,53.0,0,8675.03,1
146,1,0,11.0,18.0,36.0,1,8045.54,0
146,2,1,11.0,19.0,37.0,1,12138.66,0
146,3,1,11.0,20.0,38.0,1,13105.77,0
146,4,2,11.0,21.0,39.0,1,12287.9,0
146,5,1,11.0,22.0,40.0,1,9359.36,0
147,1,1,11.7,9.3,24.0,1,10025.18,1
147,2,1,11.7,10.3,25.0,1,8507.51,1
147,3,0,11.7,11.3,26.0,1,6657.97,1
147,4,1,12.2,12.3,27.0,1,9731.2,1
147,5,2,11.7,13.3,28.0,1,10397.92,1
148,1,1,10.1,23.9,40.0,1,9821.14,1
148,2,1,10.1,24.9,41.0,1,8403.47,1
148,3,1,10.1,25.9,42.0,1,11315.65,1
148,4,1,10.1,26.9,43.0,1,9050.72,1
148,5,0,10.1,27.9,44.0,1,10191.5,1
149,1,0,15.6,9.4,28.0,0,9670.83,1
149,2,2,15.6,10.4,29.0,0,8314.67,1
149,3,2,15.6,11.4,30.0,0,8887.35,1
149,4,2,15.6,12.4,31.0,0,9782.97,1
149,5,1,15.6,13.4,32.0,0,8881.1,1
150,1,0,14.7,8.3,31.0,1,6527.62,0
150,2,0,14.7,9.3,32.0,1,6884.62,0
150,3,0,14.7,10.3,33.0,1,9213.89,0
150,4,1,14.7,11.3,34.0,1,10717.92,0
150,5,1,15.2,12.3,35.0,1,6822.84,0
151,1,1,10.2,31.8,47.0,0,12370.98,1
151,2,2,10.2,32.8,48.0,0,12012.32,1
151,3,2,10.2,33.8,49.0,0,8441.25,1
151,4,2,10.2,34.8,50.0,0,12807.41,1
151,5,0,10.2,35.8,51.0,0,7621.07,1
152,1,1,6.0,25.0,39.0,1,8126.83,1
152,2,1,6.0,26.0,40.0,1,7414.68,1
152,3,2,6.0,27.0,41.0,1,7024.06,1
152,4,1,6.0,28.0,42.0,1,7271.94,1
152,5,2,6.5,29.0,43.0,1,10495.89,1
153,1,2,12.6,5.4,23.0,1,5926.54,1
153,2,0,12.6,6.4,24.0,1,7046.2,1
153,3,2,12.6,7.4,25.0,1,8753.47,1
153,4,1,12.6,8.4,26.0,1,9520.84,1
153,5,2,12.6,9.4,27.0,1,7077.68,1
154,1,1,13.4,10.6,32.0,1,10554.08,1
154,2,0,13.4,11.6,33.0,1,5833.68,1
154,3,2,13.4,12.6,34.0,1,6814.33,1
154,4,2,13.4,13.6,35.0,1,9965.41,1
154,5,2,13.9,14.6,36.0,1,10415.2,1
155,1,2,14.0,19.0,36.0,0,8769.26,0
155,2,2,14.0,20.0,37.0,0,10322.15,0
155,3,2,14.0,21.0,38.0,0,10820.16,0
155,4,2,14.5,22.0,39.0,0,10518.76,0
155,5,2,14.0,23.0,40.0,0,8364.46,0
156,1,0,9.8,15.2,28.0,1,4820.2,0
156,2,2,9.8,16.2,29.0,1,7062.8,0
156,3,2,9.8,17.2,30.0,1,9518.92,0
156,4,0,9.8,18.2,31.0,1,9652.13,0
156,5,0,9.8,19.2,32.0,1,8297.29,0
157,1,2,14.2,30.8,49.0,1,15061.15,1
157,2,2,14.2,31.8,50.0,1,13674.11,1
157,3,2,14.2,32.8,51.0,1,12704.34,1
157,4,1,14.2,33.8,52.0,1,13634.43,1
157,5,2,14.2,34.8,53.0,1,14579.14,1
158,1,2,8.4,20.6,35.0,0,8589.69,1
158,2,2,8.4,21.6,36.0,0,7717.24,1
158,3,2,8.4,22.6,37.0,0,8393.05,1
158,4,1,8.4,23.6,38.0,0,5880.07,1
158,5,1,8.4,24.6,39.0,0,10495.5,1
159,1,1,11.5,13.5,33.0,0,10249.57,1
159,2,2,11.5,14.5,34.0,0,8049.0,1
159,3,2,11.5,15.5,35.0,0,9129.31,1
159,4,2,11.5,16.5,36.0,0,8133.95,1
159,5,1,11.5,17.5,37.0,0,7147.11,1
160,1,2,16.0,20.0,43.0,0,7619.81,0
160,2,2,16.0,21.0,44.0,0,12093.86,0
160,3,2,16.0,22.0,45.0,0,9885.03,0
160,4,0,16.0,23.0,46.0,0,11897.8,0
160,5,2,16.0,24.0,47.0,0,9160.16,0
161,1,1,12.4,9.6,30.0,1,6997.09,0
161,2,1,12.4,10.6,31.0,1,7657.97,0
161,3,0,12.4,11.6,32.0,1,8616.17,0
161,4,1,12.4,12.6,33.0,1,6833.7,0
161,5,0,12.4,13.6,34.0,1,8846.28,0
162,1,2,9.9,17.1,35.0,0,6370.6,0
162,2,2,9.9,18.1,36.0,0,7107.68,0
162,3,1,9.9,19.1,37.0,0,8358.71,0
162,4,0,9.9,20.1,38.0,0,6878.93,0
162,5,0,9.9,21.1,39.0,0,7788.31,0
163,1,2,14.2,20.8,39.0,1,10150.18,1
163,2,2,14.2,21.8,40.0,1,8596.18,1
163,3,1,14.2,22.8,41.0,1,11353.66,1
163,4,2,14.2,23.8,42.0,1,9768.9,1
163,5,2,14.2,24.8,43.0,1,13563.58,1
164,1,1,9.8,36.2,49.0,1,9507.19,1
164,2,1,9.8,37.2,50.0,1,14703.77,1
164,3,2,9.8,38.2,51.0,1,10082.08,1
164,4,2,10.3,39.2,52.0,1,15969.62,1
164,5,2,9.8,40.2,53.0,1,10200.16,1
165,1,1,7.4,21.6,34.0,0,6692.54,0
165,2,0,7.4,22.6,35.0,0,8443.71,0
165,3,1,7.4,23.6,36.0,0,6075.38,0
165,4,2,7.4,24.6,37.0,0,11214.22,0
165,5,0,7.4,25.6,38.0,0,7449.29,0
166,1,2,14.1,22.9,44.0,0,15644.02,1
166,2,2,14.1,23.9,45.0,0,9812.81,1
166,3,1,14.1,24.9,46.0,0,10238.58,1
166,4,2,14.6,25.9,47.0,0,9972.54,1
166,5,2,14.1,26.9,48.0,0,13053.82,1
167,1,1,12.1,9.9,26.0,0,5883.74,0
167,2,0,12.1,10.9,27.0,0,7861.03,0
167,3,1,12.1,11.9,28.0,0,9080.45,0
167,4,1,12.1,12.9,29.0,0,7157.36,0
167,5,0,12.6,13.9,30.0,0,9723.49,0
168,1,0,12.2,15.8,33.0,0,6792.13,1
168,2,1,12.2,16.8,34.0,0,6903.62,1
168,3,1,12.2,17.8,35.0,0,7771.42,1
168,4,2,12.2,18.8,36.0,0,6046.29,1
168,5,2,12.2,19.8,37.0,0,11339.06,1
169,1,2,12.4,30.6,47.0,0,9671.31,1
169,2,2,12.4,31.6,48.0,0,12191.73,1
169,3,2,12.4,32.6,49.0,0,13609.39,1
169,4,0,12.4,33.6,50.0,0,12418.51,1
169,5,1,12.4,34.6,51.0,0,8776.92,1
170,1,2,14.0,1.0,22.0,0,5375.3,0
170,2,2,14.0,2.0,23.0,0,6336.5,0
170,3,0,14.0,3.0,24.0,0,6757.99,0
170,4,0,14.0,4.0,25.0,0,6438.2,0
170,5,1,14.0,5.0,26.0,0,6303.12,0
171,1,0,15.5,12.5,36.0,0,8748.09,1
171,2,1,15.5,13.5,37.0,0,6964.78,1
171,3,2,15.5,14.5,38.0,0,7116.85,1
171,4,2,16.0,15.5,39.0,0,14752.75,1
171,5,2,15.5,16.5,40.0,0,12521.02,1
172,1,2,12.7,19.3,38.0,0,8174.9,0
172,2,2,12.7,20.3,39.0,0,9793.22,0
172,3,2,12.7,21.3,40.0,0,8896.13,0
172,4,1,12.7,22.3,41.0,0,9045.24,0
172,5,1,12.7,23.3,42.0,0,8693.9,0
173,1,2,16.0,23.0,45.0,1,8600.52,0
173,2,0,16.0,24.0,46.0,1,8776.8,0
173,3,2,16.0,25.0,47.0,1,10514.5,0
173,4,1,16.0,26.0,48.0,1,13079.15,0
173,5,1,16.5,27.0,49.0,1,14207.84,0
174,1,0,6.3,20.7,33.0,0,7121.11,0
174,2,1,6.3,21.7,34.0,0,6862.03,0
174,3,2,6.3,22.7,35.0,0,6111.13,0
174,4,1,6.3,23.7,36.0,0,6649.16,0
174,5,2,6.3,24.7,37.0,0,8353.59,0
175,1,2,10.0,29.0,43.0,1,10698.47,1
175,2,1,10.0,30.0,44.0,1,7607.11,1
175,3,2,10.0,31.0,45.0,1,8801.31,1
175,4,2,10.0,32.0,46.0,1,19049.79,1
175,5,2,10.0,33.0,47.0,1,13710.64,1
176,1,2,13.8,23.2,40.0,0,11433.88,1
176,2,0,13.8,24.2,41.0,0,10373.35,1
176,3,1,13.8,25.2,42.0,0,12646.28,1
176,4,2,13.8,26.2,43.0,0,11293.6,1
176,5,2,13.8,27.2,44.0,0,12262.22,1
177,1,0,15.8,7.2,28.0,0,7706.36,1
177,2,2,15.8,8.2,29.0,0,8136.81,1
177,3,1,15.8,9.2,30.0,0,7655.85,1
177,4,2,15.8,10.2,31.0,0,7160.29,1
177,5,2,15.8,11.2,32.0,0,6178.5,1
178,1,0,14.9,15.1,36.0,1,9489.71,1
178,2,2,14.9,16.1,37.0,1,12749.53,1
178,3,1,14.9,17.1,38.0,1,11928.58,1
178,4,0,14.9,18.1,39.0,1,10463.72,1
178,5,1,14.9,19.1,40.0,1,9831.57,1
179,1,0,9.8,23.2,36.0,0,6445.25,0
179,2,0,9.8,24.2,37.0,0,10033.34,0
179,3,2,9.8,25.2,38.0,0,10582.49,0
179,4,0,9.8,26.2,39.0,0,9844.92,0
179,5,0,9.8,27.2,40.0,0,8789.15,0
180,1,1,16.6,7.4,27.0,0,8449.86,1
180,2,2,16.6,8.4,28.0,0,10860.09,1
180,3,2,16.6,9.4,29.0,0,9466.35,1
180,4,2,16.6,10.4,30.0,0,8080.12,1
180,5,2,17.1,11.4,31.0,0,8882.69,1
181,1,1,10.9,29.1,46.0,1,10659.03,0
181,2,2,10.9,30.1,47.0,1,13124.82,0
181,3,2,10.9,31.1,48.0,1,9034.3,0
181,4,1,10.9,32.1,49.0,1,9617.11,0
181,5,0,10.9,33.1,50.0,1,12582.05,0
182,1,0,9.0,32.0,46.0,1,8760.37,1
182,2,0,9.0,33.0,47.0,1,7039.85,1
182,3,1,9.0,34.0,48.0,1,12692.03,1
182,4,2,9.0,35.0,49.0,1,12087.5,1
182,5,0,9.0,36.0,50.0,1,11797.88,1
183,1,0,9.4,26.6,39.0,0,11282.81,1
183,2,0,9.4,27.6,40.0,0,9429.06,1
183,3,2,9.4,28.6,41.0,0,6700.42,1
183,4,2,9.4,29.6,42.0,0,7649.56,1
183,5,2,9.4,30.6,43.0,0,7916.23,1
184,1,1,12.4,7.6,27.0,1,7705.93,1
184,2,1,12.4,8.6,28.0,1,6290.01,1
184,3,1,12.4,9.6,29.0,1,7967.96,1
184,4,2,12.4,10.6,30.0,1,6647.47,1
184,5,1,12.4,11.6,31.0,1,7936.49,1
185,1,1,10.8,6.2,23.0,1,5764.76,0
185,2,1,10.8,7.2,24.0,1,5665.9,0
185,3,1,10.8,8.2,25.0,1,6634.89,0
185,4,1,10.8,9.2,26.0,1,7621.66,0
185,5,1,10.8,10.2,27.0,1,7262.72,0
186,1,2,16.2,10.8,30.0,0,8559.06,1
186,2,2,16.2,11.8,31.0,0,12653.93,1
186,3,2,16.2,12.8,32.0,0,9781.37,1
186,4,2,16.2,13.8,33.0,0,12127.77,1
186,5,2,16.2,14.8,34.0,0,9528.13,1
187,1,2,12.2,7.8,28.0,0,5811.41,1
187,2,1,12.2,8.8,29.0,0,5798.81,1
187,3,1,12.2,9.8,30.0,0,9230.98,1
187,4,0,12.7,10.8,31.0,0,10392.42,1
187,5,2,12.2,11.8,32.0,0,9150.48,1
188,1,2,11.0,14.0,29.0,0,7684.01,0
188,2,2,11.0,15.0,30.0,0,6059.71,0
188,3,0,11.0,16.0,31.0,0,6714.9,0
188,4,0,11.0,17.0,32.0,0,5330.62,0
188,5,0,11.0,18.0,33.0,0,9193.36,0
189,1,2,8.9,18.1,30.0,1,6620.26,1
189,2,2,8.9,19.1,31.0,1,9114.17,1
189,3,1,8.9,20.1,32.0,1,7622.42,1
189,4,1,8.9,21.1,33.0,1,6449.64,1
189,5,0,8.9,22.1,34.0,1,10920.58,1
190,1,2,12.0,20.0,40.0,1,10687.92,1
190,2,2,12.0,21.0,41.0,1,6295.35,1
190,3,1,12.0,22.0,42.0,1,8094.61,1
190,4,1,12.0,23.0,43.0,1,5882.38,1
190,5,0,12.0,24.0,44.0,1,8995.29,1
191,1,2,6.9,39.1,49.0,1,10076.76,1
191,2,0,6.9,40.1,50.0,1,11015.45,1
191,3,2,6.9,41.1,51.0,1,9201.56,1
191,4,2,6.9,42.1,52.0,1,11430.07,1
191,5,1,6.9,43.1,53.0,1,7517.69,1
192,1,1,12.6,14.4,34.0,0,10976.62,1
192,2,2,12.6,15.4,35.0,0,6438.88,1
192,3,2,12.6,16.4,36.0,0,9951.33,1
192,4,2,12.6,17.4,37.0,0,10641.94,1
192,5,2,12.6,18.4,38.0,0,7479.21,1
193,1,1,13.3,23.7,45.0,0,14035.22,1
193,2,1,13.3,24.7,46.0,0,9302.1,1
193,3,0,13.3,25.7,47.0,0,9923.12,1
193,4,1,13.8,26.7,48.0,0,11222.37,1
193,5,2,13.8,27.7,49.0,0,13785.37,1
194,1,1,6.0,20.0,31.0,1,8426.89,1
194,2,0,6.0,21.0,32.0,1,6923.41,1
194,3,1,6.0,22.0,33.0,1,9877.9,1
194,4,1,6.0,23.0,34.0,1,9640.01,1
194,5,0,6.0,24.0,35.0,1,7453.74,1
195,1,0,9.0,24.0,37.0,1,10342.35,1
195,2,0,9.0,25.0,38.0,1,11834.26,1
195,3,1,9.0,26.0,39.0,1,9786.66,1
195,4,1,9.0,27.0,40.0,1,10107.43,1
195,5,0,9.0,28.0,41.0,1,7791.02,1
196,1,2,13.7,11.3,30.0,0,8351.78,0
196,2,1,13.7,12.3,31.0,0,8025.36,0
196,3,1,13.7,13.3,32.0,0,6610.57,0
196,4,1,13.7,14.3,33.0,0,8492.4,0
196,5,2,13.7,15.3,34.0,0,7376.75,0
197,1,2,16.2,17.8,37.0,1,10132.43,1
197,2,2,16.2,18.8,38.0,1,8241.79,1
197,3,1,16.2,19.8,39.0,1,10873.41,1
197,4,2,16.2,20.8,40.0,1,10893.02,1
197,5,2,16.2,21.8,41.0,1,13223.68,1
198,1,2,17.6,2.4,24.0,0,10259.76,1
198,2,2,17.6,3.4,25.0,0,5736.33,1
198,3,0,17.6,4.4,26.0,0,7167.61,1
198,4,1,17.6,5.4,27.0,0,9360.21,1
198,5,2,17.6,6.4,28.0,0,10128.93,1
199,1,2,14.1,15.9,34.0,1,8352.62,0
199,2,1,14.1,16.9,35.0,1,7368.88,0
199,3,2,14.1,17.9,36.0,1,8490.33,0
199,4,2,14.1,18.9,37.0,1,10951.11,0
199,5,1,14.1,19.9,38.0,1,8374.39,0
200,1,1,17.2,22.8,46.0,0,11214.28,1
200,2,1,17.2,23.8,47.0,0,7691.02,1
200,3,2,17.2,24.8,48.0,0,12111.71,1
200,4,2,17.2,25.8,49.0,0,13828.5,1
200,5,2,17.2,26.8,50.0,0,10765.0,1
201,1,1,10.3,20.7,37.0,1,6867.07,1
201,2,0,10.3,21.7,38.0,1,8534.76,1
201,3,0,10.3,22.7,39.0,1,10253.97,1
201,4,0,10.3,23.7,40.0,1,7030.05,1
201,5,1,10.3,24.7,41.0,1,10891.36,1
202,1,2,9.4,14.6,29.0,1,6746.31,1
202,2,1,9.4,15.6,30.0,1,8173.91,1
202,3,1,9.4,16.6,31.0,1,5899.93,1
202,4,0,9.4,17.6,32.0,1,7725.0,1
202,5,2,9.4,18.6,33.0,1,6833.29,1
203,1,1,11.0,3.0,22.0,0,5898.34,0
203,2,0,11.0,4.0,23.0,0,6292.08,0
203,3,2,11.0,5.0,24.0,0,5814.61,0
203,4,1,11.0,6.0,25.0,0,4147.51,0
203,5,0,11.0,7.0,26.0,0,6480.63,0
204,1,1,12.4,14.6,35.0,1,7230.75,1
204,2,0,12.4,15.6,36.0,1,9484.59,1
204,3,2,12.4,16.6,37.0,1,9859.4,1
204,4,1,12.4,17.6,38.0,1,7181.5,1
204,5,1,12.4,18.6,39.0,1,5431.32,1
205,1,0,11.2,16.8,36.0,0,9021.11,0
205,2,2,11.2,17.8,37.0,0,7007.29,0
205,3,1,11.2,18.8,38.0,0,10457.1,0
205,4,2,11.2,19.8,39.0,0,7024.34,0
205,5,0,11.7,20.8,40.0,0,7642.14,0
206,1,2,13.4,14.6,34.0,0,10646.74,0
206,2,0,13.4,15.6,35.0,0,9726.09,0
206,3,1,13.4,16.6,36.0,0,6507.57,0
206,4,0,13.4,17.6,37.0,0,8949.2,0
206,5,2,13.4,18.6,38.0,0,14830.42,0
207,1,2,11.1,15.9,30.0,1,5284.13,0
207,2,1,11.1,16.9,31.0,1,5144.8,0
207,3,2,11.1,17.9,32.0,1,10253.91,0
