id,year,lfp,age,educ,kids,married,exper
175,3,1,43,12,1,1,27
175,4,1,44,12,1,1,28
175,5,0,45,12,2,0,29
176,1,1,37,10,0,0,20
176,2,1,38,10,0,1,21
176,3,1,39,10,1,1,22
176,4,1,40,10,1,0,23
176,5,1,41,10,1,0,24
177,1,1,41,14,0,0,19
177,2,1,42,14,0,0,20
177,3,1,43,14,1,1,21
177,4,1,44,14,0,0,22
177,5,1,45,14,1,0,23
178,1,1,44,17,0,1,21
178,2,1,45,17,0,1,22
178,3,1,46,17,3,1,23
178,4,1,47,17,2,1,24
178,5,1,48,17,1,0,25
179,1,1,33,16,0,0,12
179,2,1,34,16,0,0,13
179,3,0,35,16,1,1,14
179,4,1,36,16,3,0,15
179,5,1,37,16,1,0,16
180,1,0,31,17,0,0,7
180,2,1,32,17,1,0,8
180,3,1,33,17,0,1,9
180,4,1,34,17,1,0,10
180,5,1,35,17,1,1,11
181,1,1,43,15,0,1,20
181,2,0,44,15,0,0,21
181,3,1,45,15,0,1,22
181,4,1,46,15,1,1,23
181,5,1,47,15,1,0,24
182,1,0,43,10,0,1,28
182,2,1,44,10,0,0,29
182,3,0,45,10,0,1,30
182,4,1,46,10,0,1,31
182,5,0,47,10,0,1,32
183,1,0,35,10,0,0,17
183,2,0,36,10,0,1,18
183,3,0,37,10,2,0,19
183,4,0,38,10,0,1,20
183,5,1,39,10,1,0,21
184,1,1,30,12,0,1,11
184,2,0,31,12,1,1,12
184,3,1,32,12,1,0,13
184,4,1,33,12,1,0,14
184,5,0,34,12,1,1,15
185,1,0,27,16,0,1,7
185,2,1,28,16,2,0,8
185,3,1,29,16,0,1,9
185,4,1,30,16,0,1,10
185,5,1,31,16,2,1,11
186,1,1,34,12,0,0,17
186,2,1,35,12,0,0,18
186,3,1,36,12,0,0,19
186,4,1,37,12,0,0,20
186,5,1,38,12,1,0,21
187,1,1,34,10,0,1,20
187,2,1,35,10,0,0,21
187,3,0,36,10,0,1,22
187,4,0,37,10,0,1,23
187,5,1,38,10,1,1,24
188,1,1,35,14,0,1,17
188,2,0,36,14,0,0,18
188,3,1,37,14,0,0,19
188,4,1,38,14,1,1,20
188,5,1,39,14,2,1,21
189,1,1,29,16,0,1,7
189,2,0,30,16,0,1,8
189,3,0,31,16,1,0,9
189,4,1,32,16,0,1,10
189,5,0,33,16,5,1,11
190,1,0,25,10,0,1,7
190,2,0,26,10,0,0,8
190,3,0,27,10,1,0,9
190,4,0,28,10,0,1,10
190,5,0,29,10,1,0,11
191,1,0,35,11,0,1,19
191,2,1,36,11,0,0,20
191,3,1,37,11,0,1,21
191,4,0,38,11,0,1,22
191,5,0,39,11,0,0,23
192,1,1,26,13,0,0,8
192,2,0,27,13,0,0,9
192,3,1,28,13,1,0,10
192,4,0,29,13,1,1,11
192,5,0,30,13,1,1,12
193,1,1,30,13,0,0,11
193,2,1,31,13,0,0,12
193,3,1,32,13,2,1,13
193,4,0,33,13,0,1,14
193,5,0,34,13,4,1,15
194,1,0,30,13,0,1,10
194,2,0,31,13,0,1,11
194,3,0,32,13,1,1,12
194,4,0,33,13,3,0,13
194,5,0,34,13,0,0,14
195,1,1,36,10,0,0,19
195,2,0,37,10,0,1,20
195,3,1,38,10,0,1,21
195,4,1,39,10,1,1,22
195,5,1,40,10,2,1,23
196,1,1,30,15,0,1,11
196,2,0,31,15,1,0,12
196,3,0,32,15,0,1,13
196,4,1,33,15,1,1,14
196,5,0,34,15,1,1,15
197,1,0,40,11,0,1,23
197,2,0,41,11,0,0,24
197,3,1,42,11,1,1,25
197,4,1,43,11,1,0,26
197,5,0,44,11,0,1,27
198,1,1,43,11,0,0,28
198,2,1,44,11,0,1,29
198,3,0,45,11,0,0,30
198,4,0,46,11,3,1,31
198,5,1,47,11,1,0,32
199,1,1,25,13,0,1,5
199,2,1,26,13,1,0,6
199,3,0,27,13,0,0,7
199,4,0,28,13,1,1,8
199,5,0,29,13,1,1,9
200,1,1,36,17,0,0,14
200,2,0,37,17,0,1,15
200,3,0,38,17,0,1,16
200,4,1,39,17,1,1,17
200,5,1,40,17,1,1,18
201,1,1,36,11,0,1,21
201,2,0,37,11,0,1,22
201,3,1,38,11,0,1,23
201,4,1,39,11,1,0,24
201,5,0,40,11,0,1,25
202,1,1,40,10,0,0,25
202,2,1,41,10,0,0,26
202,3,1,42,10,1,1,27
202,4,1,43,10,1,1,28
202,5,0,44,10,0,0,29
203,1,1,43,11,0,0,26
203,2,1,44,11,0,1,27
203,3,1,45,11,0,0,28
203,4,1,46,11,2,0,29
203,5,1,47,11,1,0,30
204,1,1,26,10,0,1,11
204,2,0,27,10,0,1,12
204,3,1,28,10,0,1,13
204,4,0,29,10,1,0,14
204,5,0,30,10,2,1,15
205,1,0,28,10,0,1,12
205,2,0,29,10,0,0,13
205,3,0,30,10,0,1,14
205,4,0,31,10,1,0,15
205,5,0,32,10,3,1,16
206,1,0,28,12,0,1,8
206,2,0,29,12,0,1,9
206,3,1,30,12,0,0,10
206,4,0,31,12,2,0,11
206,5,0,32,12,0,1,12
207,1,0,37,11,0,1,21
207,2,1,38,11,0,1,22
207,3,1,39,11,0,0,23
207,4,1,40,11,2,0,24
207,5,0,41,11,2,1,25
208,1,1,31,15,0,0,12
208,2,1,32,15,0,1,13
208,3,1,33,15,0,0,14
208,4,1,34,15,0,0,15
208,5,1,35,15,2,0,16
209,1,1,30,10,0,0,12
209,2,1,31,10,1,0,13
209,3,1,32,10,0,0,14
209,4,0,33,10,1,0,15
209,5,0,34,10,3,1,16
210,1,1,37,15,0,1,18
210,2,1,38,15,0,1,19
210,3,1,39,15,1,0,20
210,4,1,40,15,0,0,21
210,5,1,41,15,0,1,22
211,1,1,44,10,0,1,26
211,2,1,45,10,0,0,27
211,3,1,46,10,2,0,28
211,4,1,47,10,0,1,29
211,5,1,48,10,1,1,30
212,1,1,29,11,0,0,11
212,2,1,30,11,0,0,12
212,3,1,31,11,0,1,13
212,4,1,32,11,1,0,14
212,5,1,33,11,1,1,15
213,1,1,25,11,0,1,8
213,2,0,26,11,0,1,9
213,3,1,27,11,1,1,10
213,4,1,28,11,2,1,11
213,5,1,29,11,1,0,12
214,1,1,43,12,0,1,24
214,2,1,44,12,2,1,25
214,3,1,45,12,1,0,26
214,4,1,46,12,0,1,27
214,5,1,47,12,1,1,28
215,1,0,30,13,0,0,12
215,2,0,31,13,0,0,13
215,3,0,32,13,0,1,14
215,4,1,33,13,0,1,15
215,5,0,34,13,2,1,16
216,1,1,30,11,0,1,15
216,2,1,31,11,0,0,16
216,3,1,32,11,0,1,17
216,4,1,33,11,1,1,18
216,5,1,34,11,0,1,19
217,1,0,37,12,0,1,21
217,2,0,38,12,2,1,22
217,3,0,39,12,0,1,23
217,4,0,40,12,2,0,24
217,5,1,41,12,0,0,25
218,1,0,44,11,0,1,28
218,2,0,45,11,0,1,29
218,3,0,46,11,4,1,30
218,4,1,47,11,1,1,31
218,5,1,48,11,1,1,32
219,1,0,31,14,0,0,10
219,2,1,32,14,0,1,11
219,3,1,33,14,0,1,12
219,4,1,34,14,0,1,13
219,5,0,35,14,0,0,14
220,1,1,38,15,0,0,16
220,2,1,39,15,0,1,17
220,3,1,40,15,1,0,18
220,4,1,41,15,1,0,19
220,5,1,42,15,0,1,20
221,1,1,36,11,0,1,17
221,2,1,37,11,0,0,18
221,3,1,38,11,0,0,19
221,4,1,39,11,0,0,20
221,5,1,40,11,1,1,21
222,1,0,39,14,0,1,19
222,2,0,40,14,0,0,20
222,3,1,41,14,0,0,21
222,4,0,42,14,1,0,22
222,5,1,43,14,0,0,23
223,1,0,35,12,0,0,15
223,2,1,36,12,1,0,16
223,3,0,37,12,1,0,17
223,4,1,38,12,1,1,18
223,5,1,39,12,2,1,19
224,1,0,30,14,0,1,9
224,2,0,31,14,1,0,10
224,3,0,32,14,1,0,11
224,4,0,33,14,0,1,12
224,5,1,34,14,1,1,13
225,1,1,39,16,0,1,19
225,2,0,40,16,0,0,20
225,3,0,41,16,0,1,21
225,4,1,42,16,1,1,22
225,5,0,43,16,0,0,23
226,1,1,44,17,0,0,20
226,2,1,45,17,0,0,21
226,3,1,46,17,1,0,22
226,4,1,47,17,0,0,23
226,5,1,48,17,0,1,24
227,1,1,38,14,0,0,16
227,2,0,39,14,2,1,17
227,3,0,40,14,1,0,18
227,4,1,41,14,0,0,19
227,5,1,42,14,2,1,20
228,1,0,27,15,0,1,8
228,2,0,28,15,0,0,9
228,3,0,29,15,1,0,10
228,4,1,30,15,0,1,11
228,5,0,31,15,1,0,12
229,1,1,36,14,0,1,15
229,2,0,37,14,2,1,16
229,3,0,38,14,0,0,17
229,4,1,39,14,0,0,18
229,5,0,40,14,2,1,19
230,1,1,33,11,0,0,15
230,2,1,34,11,1,0,16
230,3,1,35,11,2,0,17
230,4,1,36,11,2,1,18
230,5,1,37,11,0,1,19
231,1,1,43,10,0,1,29
231,2,1,44,10,0,1,30
231,3,0,45,10,0,0,31
231,4,0,46,10,0,0,32
231,5,1,47,10,2,1,33
232,1,0,41,17,0,0,19
232,2,1,42,17,1,0,20
232,3,1,43,17,3,0,21
232,4,1,44,17,2,0,22
232,5,0,45,17,1,0,23
233,1,1,34,12,0,0,14
233,2,0,35,12,0,1,15
233,3,1,36,12,0,1,16
233,4,0,37,12,0,1,17
233,5,1,38,12,1,1,18
234,1,1,31,17,0,0,8
234,2,1,32,17,0,1,9
234,3,0,33,17,1,0,10
234,4,0,34,17,0,1,11
234,5,0,35,17,4,0,12
235,1,1,25,15,0,1,4
235,2,1,26,15,1,1,5
235,3,0,27,15,2,1,6
235,4,1,28,15,1,1,7
235,5,1,29,15,0,0,8
236,1,1,42,14,0,1,24
236,2,1,43,14,0,1,25
236,3,1,44,14,1,1,26
236,4,0,45,14,2,1,27
236,5,1,46,14,2,0,28
237,1,1,42,14,0,1,23
237,2,0,43,14,1,1,24
237,3,1,44,14,0,1,25
237,4,0,45,14,3,0,26
237,5,0,46,14,0,1,27
238,1,1,43,17,0,1,19
238,2,1,44,17,0,1,20
238,3,1,45,17,0,0,21
238,4,1,46,17,0,1,22
238,5,0,47,17,2,0,23
239,1,0,25,12,0,1,6
239,2,0,26,12,0,0,7
239,3,0,27,12,0,0,8
239,4,0,28,12,1,0,9
239,5,1,29,12,1,1,10
240,1,1,30,15,0,0,8
240,2,1,31,15,0,1,9
240,3,1,32,15,0,0,10
240,4,1,33,15,1,1,11
240,5,1,34,15,2,1,12
241,1,1,30,16,0,0,6
241,2,0,31,16,0,0,7
241,3,0,32,16,0,1,8
241,4,1,33,16,0,1,9
241,5,1,34,16,1,1,10
242,1,1,28,12,0,1,9
242,2,1,29,12,0,1,10
242,3,0,30,12,0,0,11
242,4,1,31,12,0,1,12
242,5,0,32,12,2,1,13
243,1,1,40,10,0,0,26
243,2,0,41,10,0,0,27
243,3,1,42,10,0,0,28
243,4,0,43,10,1,0,29
243,5,0,44,10,0,0,30
244,1,0,36,11,0,1,21
244,2,1,37,11,0,1,22
244,3,0,38,11,1,1,23
244,4,1,39,11,0,1,24
244,5,1,40,11,3,1,25
245,1,0,44,16,0,1,24
245,2,1,45,16,0,0,25
245,3,1,46,16,0,0,26
245,4,0,47,16,2,0,27
245,5,1,48,16,0,0,28
246,1,0,39,15,0,0,18
246,2,0,40,15,0,0,19
246,3,0,41,15,0,0,20
246,4,1,42,15,0,1,21
246,5,1,43,15,3,1,22
247,1,0,42,14,0,1,23
247,2,1,43,14,0,0,24
247,3,0,44,14,2,0,25
247,4,1,45,14,0,1,26
247,5,0,46,14,2,1,27
248,1,1,41,16,0,1,17
248,2,0,42,16,0,0,18
248,3,1,43,16,0,0,19
248,4,1,44,16,0,1,20
248,5,0,45,16,5,1,21
249,1,1,35,12,0,1,16
249,2,1,36,12,0,0,17
249,3,1,37,12,0,1,18
249,4,1,38,12,1,1,19
249,5,1,39,12,1,0,20
250,1,1,30,12,0,0,13
250,2,0,31,12,0,1,14
250,3,1,32,12,0,0,15
250,4,1,33,12,1,0,16
250,5,1,34,12,1,1,17
251,1,0,40,17,0,0,19
251,2,1,41,17,0,1,20
251,3,1,42,17,1,1,21
251,4,1,43,17,1,1,22
251,5,0,44,17,2,0,23
252,1,1,43,13,0,1,24
252,2,1,44,13,0,1,25
252,3,0,45,13,0,1,26
252,4,1,46,13,2,1,27
252,5,1,47,13,2,1,28
253,1,1,27,10,0,1,11
253,2,1,28,10,0,0,12
253,3,0,29,10,1,0,13
253,4,1,30,10,1,0,14
253,5,1,31,10,2,1,15
254,1,1,27,14,0,1,9
254,2,1,28,14,0,1,10
254,3,1,29,14,0,1,11
254,4,1,30,14,0,1,12
254,5,0,31,14,1,1,13
255,1,1,36,15,0,1,13
255,2,1,37,15,0,1,14
255,3,0,38,15,0,1,15
255,4,1,39,15,0,0,16
255,5,0,40,15,1,0,17
256,1,0,31,16,0,0,11
256,2,1,32,16,0,0,12
256,3,1,33,16,0,1,13
256,4,1,34,16,1,1,14
256,5,1,35,16,2,1,15
257,1,1,29,11,0,0,13
257,2,0,30,11,0,1,14
257,3,1,31,11,0,1,15
257,4,1,32,11,1,1,16
257,5,1,33,11,1,1,17
258,1,1,31,16,0,1,11
258,2,1,32,16,0,1,12
258,3,1,33,16,0,1,13
258,4,0,34,16,0,1,14
258,5,1,35,16,0,1,15
259,1,0,28,12,0,0,10
259,2,0,29,12,1,1,11
259,3,0,30,12,0,0,12
259,4,0,31,12,2,1,13
259,5,0,32,12,2,1,14
260,1,0,32,14,0,0,13
260,2,1,33,14,0,0,14
260,3,1,34,14,0,1,15
260,4,1,35,14,0,1,16
260,5,1,36,14,0,1,17
261,1,0,42,16,0,0,22
261,2,0,43,16,0,0,23
261,3,0,44,16,0,1,24
261,4,1,45,16,0,0,25
261,5,1,46,16,1,1,26
262,1,1,39,13,0,0,18
262,2,1,40,13,0,1,19
262,3,1,41,13,0,0,20
262,4,0,42,13,0,0,21
262,5,1,43,13,1,1,22
263,1,0,33,10,0,1,15
263,2,0,34,10,0,1,16
263,3,0,35,10,0,1,17
263,4,0,36,10,1,1,18
263,5,0,37,10,0,1,19
264,1,0,30,12,0,0,13
264,2,1,31,12,0,0,14
264,3,1,32,12,1,1,15
264,4,0,33,12,1,1,16
264,5,0,34,12,1,1,17
265,1,1,36,10,0,1,19
265,2,1,37,10,0,1,20
265,3,0,38,10,0,0,21
265,4,0,39,10,0,0,22
265,5,0,40,10,0,1,23
266,1,0,29,17,0,0,5
266,2,1,30,17,0,1,6
266,3,0,31,17,0,0,7
266,4,1,32,17,1,0,8
266,5,0,33,17,2,0,9
267,1,1,40,17,0,0,18
267,2,1,41,17,1,0,19
267,3,1,42,17,1,1,20
267,4,1,43,17,1,1,21
267,5,1,44,17,1,1,22
268,1,1,31,11,0,0,13
268,2,1,32,11,0,0,14
268,3,0,33,11,1,0,15
268,4,0,34,11,0,0,16
268,5,0,35,11,1,0,17
269,1,0,33,11,0,0,16
269,2,0,34,11,0,1,17
269,3,0,35,11,0,1,18
269,4,0,36,11,1,1,19
269,5,1,37,11,0,1,20
270,1,1,38,17,0,0,13
270,2,1,39,17,0,0,14
270,3,0,40,17,2,0,15
270,4,0,41,17,0,1,16
270,5,0,42,17,1,1,17
271,1,1,33,15,0,0,11
271,2,1,34,15,0,0,12
271,3,0,35,15,1,1,13
271,4,1,36,15,0,1,14
271,5,1,37,15,1,1,15
272,1,0,31,15,0,1,8
272,2,0,32,15,1,1,9
272,3,0,33,15,3,1,10
272,4,1,34,15,0,1,11
272,5,1,35,15,2,0,12
273,1,1,35,16,0,1,15
273,2,1,36,16,0,0,16
273,3,1,37,16,0,1,17
273,4,0,38,16,0,1,18
273,5,1,39,16,0,0,19
274,1,1,37,14,0,1,16
274,2,0,38,14,0,1,17
274,3,0,39,14,1,1,18
274,4,1,40,14,2,1,19
274,5,0,41,14,3,0,20
275,1,1,25,14,0,0,7
275,2,1,26,14,1,1,8
275,3,1,27,14,2,1,9
275,4,0,28,14,1,1,10
275,5,0,29,14,1,1,11
276,1,0,44,10,0,0,29
276,2,0,45,10,1,1,30
276,3,0,46,10,0,0,31
276,4,0,47,10,2,1,32
276,5,1,48,10,0,1,33
277,1,0,38,17,0,1,15
277,2,1,39,17,1,1,16
277,3,1,40,17,1,1,17
277,4,1,41,17,0,0,18
277,5,1,42,17,0,1,19
278,1,1,36,12,0,0,18
278,2,0,37,12,0,1,19
278,3,1,38,12,0,1,20
278,4,0,39,12,1,1,21
278,5,0,40,12,2,0,22
279,1,1,34,11,0,0,17
279,2,0,35,11,2,1,18
279,3,0,36,11,0,1,19
279,4,0,37,11,0,0,20
279,5,1,38,11,0,1,21
280,1,1,34,15,0,0,11
280,2,1,35,15,1,1,12
280,3,1,36,15,0,1,13
280,4,1,37,15,0,1,14
280,5,0,38,15,1,0,15
281,1,1,28,16,0,0,7
281,2,0,29,16,0,1,8
281,3,1,30,16,0,1,9
281,4,1,31,16,2,1,10
281,5,1,32,16,1,0,11
282,1,1,29,10,0,1,12
282,2,0,30,10,0,1,13
282,3,1,31,10,1,1,14
282,4,1,32,10,1,1,15
282,5,1,33,10,1,1,16
283,1,1,33,15,0,0,11
283,2,1,34,15,0,1,12
283,3,1,35,15,0,1,13
283,4,1,36,15,0,1,14
283,5,1,37,15,0,0,15
284,1,0,40,14,0,0,18
284,2,0,41,14,1,0,19
284,3,0,42,14,0,0,20
284,4,0,43,14,1,1,21
284,5,0,44,14,0,0,22
285,1,1,37,11,0,1,22
285,2,1,38,11,0,1,23
285,3,1,39,11,1,0,24
285,4,1,40,11,0,0,25
285,5,1,41,11,0,1,26
286,1,0,31,17,0,1,9
286,2,0,32,17,0,0,10
286,3,1,33,17,0,1,11
286,4,0,34,17,0,0,12
286,5,0,35,17,1,0,13
287,1,1,40,14,0,0,21
287,2,1,41,14,0,0,22
287,3,1,42,14,0,1,23
287,4,1,43,14,0,1,24
287,5,0,44,14,1,1,25
288,1,0,26,13,0,0,5
288,2,1,27,13,0,1,6
288,3,0,28,13,0,1,7
288,4,1,29,13,0,1,8
288,5,1,30,13,0,1,9
289,1,0,27,14,0,0,7
289,2,1,28,14,2,1,8
289,3,0,29,14,0,0,9
289,4,0,30,14,1,1,10
289,5,0,31,14,4,0,11
290,1,0,26,17,0,1,2
290,2,1,27,17,0,0,3
290,3,1,28,17,0,0,4
290,4,0,29,17,0,1,5
290,5,0,30,17,0,0,6
291,1,0,42,11,0,1,24
291,2,1,43,11,0,1,25
291,3,0,44,11,1,1,26
291,4,0,45,11,2,1,27
291,5,0,46,11,0,0,28
292,1,1,43,16,0,1,20
292,2,1,44,16,0,1,21
292,3,1,45,16,0,1,22
292,4,1,46,16,1,1,23
292,5,0,47,16,1,1,24
293,1,1,29,10,0,1,11
293,2,0,30,10,0,0,12
293,3,1,31,10,0,1,13
293,4,0,32,10,1,0,14
293,5,0,33,10,1,0,15
294,1,1,34,11,0,1,16
294,2,1,35,11,0,1,17
294,3,1,36,11,0,1,18
294,4,0,37,11,2,1,19
294,5,1,38,11,0,1,20
295,1,1,35,13,0,0,17
295,2,1,36,13,0,0,18
295,3,1,37,13,0,0,19
295,4,1,38,13,0,1,20
295,5,1,39,13,2,1,21
296,1,1,43,17,0,1,20
296,2,0,44,17,0,1,21
296,3,1,45,17,0,0,22
296,4,1,46,17,0,1,23
296,5,0,47,17,1,0,24
297,1,1,40,11,0,1,21
297,2,1,41,11,0,0,22
297,3,1,42,11,0,0,23
297,4,0,43,11,2,0,24
297,5,1,44,11,0,1,25
298,1,1,25,14,0,1,6
298,2,1,26,14,0,0,7
298,3,1,27,14,0,1,8
298,4,1,28,14,0,0,9
298,5,1,29,14,1,1,10
299,1,1,29,16,0,1,9
299,2,1,30,16,0,0,10
299,3,0,31,16,0,1,11
299,4,1,32,16,1,0,12
299,5,0,33,16,1,1,13
300,1,1,31,12,0,1,11
300,2,1,32,12,1,0,12
300,3,1,33,12,0,1,13
300,4,0,34,12,1,1,14
300,5,1,35,12,0,0,15
301,1,0,28,10,0,0,11
301,2,1,29,10,0,1,12
301,3,0,30,10,1,1,13
301,4,0,31,10,0,0,14
301,5,0,32,10,2,1,15
302,1,1,44,10,0,0,29
302,2,1,45,10,0,0,30
302,3,1,46,10,1,0,31
302,4,1,47,10,1,1,32
302,5,0,48,10,0,1,33
303,1,1,26,15,0,1,3
303,2,1,27,15,0,1,4
303,3,1,28,15,1,1,5
303,4,1,29,15,0,0,6
303,5,0,30,15,0,1,7
304,1,0,34,14,0,1,12
304,2,1,35,14,1,1,13
304,3,1,36,14,0,1,14
304,4,1,37,14,0,0,15
304,5,0,38,14,0,1,16
305,1,1,33,13,0,1,15
305,2,0,34,13,0,1,16
305,3,1,35,13,1,0,17
305,4,0,36,13,2,1,18
305,5,1,37,13,3,1,19
306,1,0,35,16,0,0,15
306,2,1,36,16,1,0,16
306,3,0,37,16,1,1,17
306,4,1,38,16,1,1,18
306,5,0,39,16,2,1,19
307,1,1,31,16,0,0,8
307,2,1,32,16,1,0,9
307,3,1,33,16,0,0,10
307,4,1,34,16,1,0,11
307,5,1,35,16,0,1,12
308,1,1,26,17,0,0,3
308,2,0,27,17,0,0,4
308,3,0,28,17,0,0,5
308,4,0,29,17,1,0,6
308,5,1,30,17,0,1,7
309,1,1,36,12,0,0,18
309,2,1,37,12,0,0,19
309,3,1,38,12,0,1,20
309,4,1,39,12,1,1,21
309,5,1,40,12,1,1,22
310,1,0,30,11,0,1,13
310,2,1,31,11,1,0,14
310,3,1,32,11,0,1,15
310,4,0,33,11,3,0,16
310,5,0,34,11,1,0,17
311,1,1,31,17,0,1,7
311,2,1,32,17,0,1,8
311,3,0,33,17,1,0,9
311,4,1,34,17,1,1,10
311,5,0,35,17,3,0,11
312,1,1,40,10,0,0,26
312,2,1,41,10,1,1,27
312,3,0,42,10,0,0,28
312,4,1,43,10,1,0,29
312,5,1,44,10,1,1,30
313,1,0,25,17,0,0,3
313,2,1,26,17,0,0,4
313,3,1,27,17,1,1,5
313,4,1,28,17,1,1,6
313,5,1,29,17,0,0,7
314,1,1,39,12,0,1,20
314,2,1,40,12,1,1,21
314,3,1,41,12,0,1,22
314,4,1,42,12,1,0,23
314,5,0,43,12,0,1,24
315,1,1,29,16,0,0,5
315,2,1,30,16,0,0,6
315,3,1,31,16,1,1,7
315,4,1,32,16,0,0,8
315,5,1,33,16,1,0,9
316,1,1,38,13,0,0,21
316,2,1,39,13,2,0,22
316,3,1,40,13,1,1,23
316,4,1,41,13,0,0,24
316,5,1,42,13,1,0,25
317,1,1,41,15,0,1,18
317,2,1,42,15,1,0,19
317,3,1,43,15,0,0,20
317,4,1,44,15,0,1,21
317,5,1,45,15,3,0,22
318,1,1,44,13,0,0,23
318,2,1,45,13,0,1,24
318,3,1,46,13,1,1,25
318,4,0,47,13,1,0,26
318,5,0,48,13,1,0,27
319,1,1,25,13,0,1,7
319,2,0,26,13,0,1,8
319,3,1,27,13,0,1,9
319,4,1,28,13,1,1,10
319,5,1,29,13,0,1,11
320,1,1,37,12,0,0,17
320,2,0,38,12,1,0,18
320,3,1,39,12,0,0,19
320,4,1,40,12,0,0,20
320,5,1,41,12,0,0,21
321,1,1,35,17,0,1,12
321,2,1,36,17,0,1,13
321,3,1,37,17,0,1,14
321,4,1,38,17,1,1,15
321,5,1,39,17,0,1,16
322,1,1,37,13,0,0,16
322,2,1,38,13,0,1,17
322,3,1,39,13,0,0,18
322,4,1,40,13,1,1,19
322,5,1,41,13,1,1,20
323,1,1,42,10,0,1,26
323,2,0,43,10,1,0,27
323,3,0,44,10,0,1,28
323,4,0,45,10,1,0,29
323,5,0,46,10,3,0,30
324,1,1,33,11,0,0,16
324,2,0,34,11,0,1,17
324,3,1,35,11,1,0,18
324,4,1,36,11,1,0,19
324,5,1,37,11,4,1,20
325,1,0,40,15,0,1,17
325,2,1,41,15,0,0,18
325,3,1,42,15,0,1,19
325,4,0,43,15,1,0,20
325,5,0,44,15,3,1,21
326,1,0,42,17,0,1,21
326,2,1,43,17,0,0,22
326,3,0,44,17,1,1,23
326,4,0,45,17,1,1,24
326,5,0,46,17,3,1,25
327,1,1,44,11,0,0,28
327,2,1,45,11,0,0,29
327,3,0,46,11,3,1,30
327,4,1,47,11,1,1,31
327,5,1,48,11,0,1,32
328,1,1,31,17,0,0,9
328,2,1,32,17,0,0,10
328,3,0,33,17,0,0,11
328,4,1,34,17,1,0,12
328,5,1,35,17,0,1,13
329,1,1,32,10,0,1,18
329,2,0,33,10,0,0,19
329,3,0,34,10,1,1,20
329,4,1,35,10,3,0,21
329,5,0,36,10,1,1,22
330,1,0,28,12,0,0,11
330,2,1,29,12,0,0,12
330,3,1,30,12,0,1,13
330,4,1,31,12,1,0,14
330,5,0,32,12,0,1,15
331,1,0,40,11,0,1,21
331,2,0,41,11,0,1,22
331,3,1,42,11,0,0,23
331,4,1,43,11,2,0,24
331,5,1,44,11,1,1,25
332,1,0,40,10,0,1,24
332,2,0,41,10,0,0,25
332,3,1,42,10,0,0,26
332,4,0,43,10,1,0,27
332,5,1,44,10,0,1,28
333,1,0,28,14,0,0,6
333,2,1,29,14,1,0,7
333,3,0,30,14,0,0,8
333,4,1,31,14,1,1,9
333,5,0,32,14,2,1,10
334,1,0,42,14,0,1,22
334,2,0,43,14,1,0,23
334,3,1,44,14,0,0,24
334,4,1,45,14,2,1,25
334,5,0,46,14,3,0,26
335,1,1,38,17,0,0,15
335,2,1,39,17,1,1,16
335,3,1,40,17,1,0,17
335,4,1,41,17,1,1,18
335,5,1,42,17,2,0,19
336,1,0,27,13,0,0,8
336,2,1,28,13,0,0,9
336,3,0,29,13,0,0,10
336,4,1,30,13,1,1,11
336,5,1,31,13,2,0,12
337,1,1,38,16,0,1,17
337,2,0,39,16,0,1,18
337,3,1,40,16,0,0,19
337,4,0,41,16,1,1,20
337,5,0,42,16,1,1,21
338,1,1,43,12,0,0,26
338,2,1,44,12,0,0,27
338,3,1,45,12,2,0,28
338,4,1,46,12,1,0,29
338,5,0,47,12,1,1,30
339,1,1,26,11,0,1,7
339,2,0,27,11,1,1,8
339,3,1,28,11,2,0,9
339,4,0,29,11,0,0,10
339,5,0,30,11,4,0,11
340,1,1,25,14,0,1,7
340,2,0,26,14,0,0,8
340,3,1,27,14,0,1,9
340,4,0,28,14,1,0,10
340,5,0,29,14,2,0,11
341,1,0,25,13,0,0,5
341,2,1,26,13,0,0,6
341,3,1,27,13,0,1,7
341,4,1,28,13,0,0,8
341,5,0,29,13,0,1,9
342,1,1,42,13,0,1,23
342,2,1,43,13,0,1,24
342,3,1,44,13,0,1,25
342,4,1,45,13,3,1,26
342,5,1,46,13,2,0,27
343,1,1,28,10,0,1,13
343,2,0,29,10,1,1,14
343,3,0,30,10,1,0,15
343,4,0,31,10,1,1,16
343,5,1,32,10,2,1,17
344,1,1,34,10,0,1,19
344,2,1,35,10,0,1,20
344,3,1,36,10,0,1,21
344,4,0,37,10,0,1,22
344,5,0,38,10,2,1,23
345,1,1,31,11,0,0,14
345,2,1,32,11,0,0,15
345,3,1,33,11,0,1,16
345,4,0,34,11,1,1,17
345,5,0,35,11,1,0,18
346,1,1,42,16,0,1,22
346,2,1,43,16,0,0,23
346,3,1,44,16,0,0,24
346,4,1,45,16,1,0,25
346,5,1,46,16,0,1,26
347,1,0,36,10,0,1,20
347,2,0,37,10,1,0,21
347,3,0,38,10,1,0,22
347,4,0,39,10,1,1,23
347,5,0,40,10,0,1,24
348,1,0,44,16,0,1,22
348,2,1,45,16,0,0,23
348,3,1,46,16,0,0,24
348,4,1,47,16,1,1,25
348,5,0,48,16,3,1,26
349,1,1,33,10,0,1,15
349,2,0,34,10,0,0,16
349,3,1,35,10,0,0,17
349,4,0,36,10,1,0,18
349,5,0,37,10,2,1,19
