id,year,mode,choice,cost,time,reliability,comfort,income,distance
107,4,bike,0,0.65,56.7,3.5,1.2,46920.69,14.1
107,5,car,0,17.08,38.0,3.2,3.9,46920.69,14.1
107,5,bus,0,3.87,76.3,2.7,2.8,46920.69,14.1
107,5,metro,0,5.43,43.3,5.0,2.5,46920.69,14.1
107,5,bike,1,0.96,51.6,3.8,1.8,46920.69,14.1
108,1,car,0,20.39,53.8,3.8,4.2,78205.31,20.0
108,1,bus,1,3.97,55.0,4.5,2.1,78205.31,20.0
108,1,metro,0,5.79,48.9,4.5,2.7,78205.31,20.0
108,1,bike,0,1.58,57.8,3.1,1.6,78205.31,20.0
108,2,car,0,30.47,57.2,3.3,4.3,78205.31,20.0
108,2,bus,0,4.4,89.9,2.3,2.3,78205.31,20.0
108,2,metro,1,5.0,36.6,3.5,4.0,78205.31,20.0
108,2,bike,0,0.88,67.8,3.0,2.4,78205.31,20.0
108,3,car,0,21.12,38.4,3.2,4.5,78205.31,20.0
108,3,bus,0,4.27,78.9,2.7,2.3,78205.31,20.0
108,3,metro,1,5.78,35.2,3.3,2.3,78205.31,20.0
108,3,bike,0,1.45,59.9,2.8,1.6,78205.31,20.0
108,4,car,0,24.1,37.1,3.7,4.9,78205.31,20.0
108,4,bus,1,5.41,91.8,1.5,1.9,78205.31,20.0
108,4,metro,0,5.63,50.8,4.3,5.0,78205.31,20.0
108,4,bike,0,0.78,66.5,2.2,3.2,78205.31,20.0
108,5,car,0,29.17,41.6,3.7,4.2,78205.31,20.0
108,5,bus,0,4.35,89.8,4.1,2.8,78205.31,20.0
108,5,metro,0,6.38,56.3,3.1,4.3,78205.31,20.0
108,5,bike,1,1.4,79.7,4.6,2.4,78205.31,20.0
109,1,car,0,42.26,85.5,3.5,4.9,36772.23,39.1
109,1,bus,1,4.04,136.5,3.2,2.3,36772.23,39.1
109,1,metro,0,6.73,105.8,3.6,4.4,36772.23,39.1
109,1,bike,0,2.0,190.0,3.5,2.0,36772.23,39.1
109,2,car,0,41.52,115.9,4.2,3.6,36772.23,39.1
109,2,bus,0,4.92,148.9,3.3,3.0,36772.23,39.1
109,2,metro,0,6.91,99.6,4.1,3.8,36772.23,39.1
109,2,bike,1,1.68,118.9,3.4,3.8,36772.23,39.1
109,3,car,0,64.44,70.0,3.1,3.8,36772.23,39.1
109,3,bus,1,4.2,108.6,2.2,1.9,36772.23,39.1
109,3,metro,0,6.73,91.3,4.1,3.5,36772.23,39.1
109,3,bike,0,1.63,187.7,2.5,3.0,36772.23,39.1
109,4,car,0,50.74,113.1,2.1,3.6,36772.23,39.1
109,4,bus,0,5.19,158.3,2.5,1.6,36772.23,39.1
109,4,metro,1,5.52,54.0,3.3,2.7,36772.23,39.1
109,4,bike,0,1.89,177.0,2.6,2.5,36772.23,39.1
109,5,car,1,49.67,89.9,3.9,4.2,36772.23,39.1
109,5,bus,0,4.27,179.0,2.9,2.5,36772.23,39.1
109,5,metro,0,7.19,57.4,3.9,3.3,36772.23,39.1
109,5,bike,0,2.91,146.5,2.3,2.4,36772.23,39.1
110,1,car,1,25.43,31.9,3.7,4.3,161384.65,14.0
110,1,bus,0,3.5,54.9,2.8,2.2,161384.65,14.0
110,1,metro,0,5.23,32.0,5.0,2.4,161384.65,14.0
110,1,bike,0,0.5,59.8,2.5,3.8,161384.65,14.0
110,2,car,1,19.2,43.5,3.6,4.5,161384.65,14.0
110,2,bus,0,4.18,60.2,2.6,3.0,161384.65,14.0
110,2,metro,0,4.93,42.0,4.1,3.7,161384.65,14.0
110,2,bike,0,1.04,59.7,4.4,1.9,161384.65,14.0
110,3,car,1,21.72,29.9,2.8,5.0,161384.65,14.0
110,3,bus,0,3.49,56.7,3.6,2.3,161384.65,14.0
110,3,metro,0,5.12,28.9,4.3,4.8,161384.65,14.0
110,3,bike,0,0.82,68.6,4.8,2.0,161384.65,14.0
110,4,car,1,22.45,27.0,3.3,3.9,161384.65,14.0
110,4,bus,0,4.95,49.7,2.9,2.6,161384.65,14.0
110,4,metro,0,5.44,25.8,4.4,3.6,161384.65,14.0
110,4,bike,0,0.63,66.5,3.7,1.1,161384.65,14.0
110,5,car,1,26.48,25.5,2.8,3.8,161384.65,14.0
110,5,bus,0,4.16,71.7,2.3,1.7,161384.65,14.0
110,5,metro,0,5.22,35.6,4.2,3.5,161384.65,14.0
110,5,bike,0,0.73,59.7,3.5,1.9,161384.65,14.0
111,1,car,1,34.89,63.4,2.9,4.3,19123.2,26.5
111,1,bus,0,4.01,79.2,3.4,2.6,19123.2,26.5
111,1,metro,0,5.89,48.2,4.6,2.9,19123.2,26.5
111,1,bike,0,1.12,98.0,3.4,1.5,19123.2,26.5
111,2,car,0,38.38,58.8,3.7,4.5,19123.2,26.5
111,2,bus,0,4.46,109.5,2.8,1.2,19123.2,26.5
111,2,metro,0,6.24,68.0,3.8,3.9,19123.2,26.5
111,2,bike,1,1.08,91.0,3.2,1.7,19123.2,26.5
111,3,car,1,35.44,51.4,4.0,3.6,19123.2,26.5
111,3,bus,0,3.78,100.6,4.7,3.4,19123.2,26.5
111,3,metro,0,6.52,54.0,4.6,3.9,19123.2,26.5
111,3,bike,0,1.22,103.8,3.2,1.0,19123.2,26.5
111,4,car,0,46.92,73.6,4.2,4.2,19123.2,26.5
111,4,bus,1,4.59,88.7,3.1,3.5,19123.2,26.5
111,4,metro,0,5.38,66.5,4.9,3.7,19123.2,26.5
111,4,bike,0,1.93,100.4,3.6,3.0,19123.2,26.5
111,5,car,0,36.47,71.5,4.2,3.9,19123.2,26.5
111,5,bus,0,4.73,113.9,3.7,2.2,19123.2,26.5
111,5,metro,1,5.36,51.8,3.1,2.9,19123.2,26.5
111,5,bike,0,1.23,112.4,1.8,2.2,19123.2,26.5
112,1,car,1,11.62,17.8,2.9,3.8,95964.67,8.8
112,1,bus,0,3.99,46.2,3.4,1.5,95964.67,8.8
112,1,metro,0,5.65,21.1,4.5,3.0,95964.67,8.8
112,1,bike,0,0.53,27.2,1.5,2.4,95964.67,8.8
112,2,car,0,10.44,31.6,3.3,3.7,95964.67,8.8
112,2,bus,0,3.83,29.4,3.3,1.6,95964.67,8.8
112,2,metro,1,5.38,17.0,3.8,4.5,95964.67,8.8
112,2,bike,0,0.5,31.8,4.2,1.5,95964.67,8.8
112,3,car,1,14.91,26.4,4.9,4.6,95964.67,8.8
112,3,bus,0,5.42,62.5,3.5,3.4,95964.67,8.8
112,3,metro,0,4.76,28.5,5.0,2.8,95964.67,8.8
112,3,bike,0,0.5,37.6,2.6,1.6,95964.67,8.8
112,4,car,0,19.02,33.3,3.8,4.8,95964.67,8.8
112,4,bus,0,4.25,28.6,3.2,2.5,95964.67,8.8
112,4,metro,1,6.27,20.4,5.0,4.3,95964.67,8.8
112,4,bike,0,0.5,32.9,3.6,3.9,95964.67,8.8
112,5,car,0,18.69,33.7,3.1,4.8,95964.67,8.8
112,5,bus,0,4.17,42.0,2.2,2.2,95964.67,8.8
112,5,metro,1,5.39,24.9,3.9,2.8,95964.67,8.8
112,5,bike,0,0.7,45.0,2.8,3.6,95964.67,8.8
113,1,car,1,29.66,47.0,3.3,4.0,103143.38,17.9
113,1,bus,0,4.45,60.0,2.7,3.4,103143.38,17.9
113,1,metro,0,5.72,36.2,4.1,3.3,103143.38,17.9
113,1,bike,0,0.59,62.7,3.7,2.7,103143.38,17.9
113,2,car,1,23.36,45.6,3.2,4.0,103143.38,17.9
113,2,bus,0,3.87,83.3,2.0,2.5,103143.38,17.9
113,2,metro,0,5.23,46.8,1.6,3.1,103143.38,17.9
113,2,bike,0,0.78,79.3,2.3,4.2,103143.38,17.9
113,3,car,1,22.14,38.5,4.0,4.1,103143.38,17.9
113,3,bus,0,4.57,81.8,3.9,2.5,103143.38,17.9
113,3,metro,0,6.15,32.5,5.0,3.7,103143.38,17.9
113,3,bike,0,0.6,91.9,2.1,1.9,103143.38,17.9
113,4,car,1,23.68,49.5,3.3,4.4,103143.38,17.9
113,4,bus,0,3.55,85.3,4.1,3.7,103143.38,17.9
113,4,metro,0,5.4,43.2,4.3,3.2,103143.38,17.9
113,4,bike,0,1.13,84.4,3.3,1.9,103143.38,17.9
113,5,car,1,18.11,46.0,4.2,4.8,103143.38,17.9
113,5,bus,0,4.14,84.2,3.1,2.6,103143.38,17.9
113,5,metro,0,4.8,49.0,4.0,4.1,103143.38,17.9
113,5,bike,0,0.7,78.8,4.0,4.3,103143.38,17.9
114,1,car,1,14.82,23.7,3.6,3.4,102380.16,7.1
114,1,bus,0,4.64,35.3,1.8,2.6,102380.16,7.1
114,1,metro,0,4.9,20.6,3.6,3.5,102380.16,7.1
114,1,bike,0,0.5,31.4,3.8,3.2,102380.16,7.1
114,2,car,1,16.54,22.3,2.4,4.0,102380.16,7.1
114,2,bus,0,3.79,34.0,2.4,2.3,102380.16,7.1
114,2,metro,0,5.07,18.7,4.1,3.2,102380.16,7.1
114,2,bike,0,0.5,33.6,2.4,3.5,102380.16,7.1
114,3,car,1,13.63,29.0,3.6,3.8,102380.16,7.1
114,3,bus,0,4.5,18.9,1.6,2.5,102380.16,7.1
114,3,metro,0,4.91,19.7,3.8,3.0,102380.16,7.1
114,3,bike,0,0.5,30.8,3.0,2.1,102380.16,7.1
114,4,car,1,14.55,13.0,4.2,4.2,102380.16,7.1
114,4,bus,0,4.78,42.7,1.9,2.1,102380.16,7.1
114,4,metro,0,5.28,24.6,3.1,3.8,102380.16,7.1
114,4,bike,0,0.5,32.7,3.3,1.0,102380.16,7.1
114,5,car,1,13.67,23.0,4.5,3.0,102380.16,7.1
114,5,bus,0,3.91,42.5,2.8,3.4,102380.16,7.1
114,5,metro,0,4.81,13.0,4.3,3.3,102380.16,7.1
114,5,bike,0,0.5,23.9,4.6,2.3,102380.16,7.1
115,1,car,0,13.37,14.6,1.4,4.5,89731.13,5.5
115,1,bus,0,4.01,32.9,2.2,3.2,89731.13,5.5
115,1,metro,0,4.83,15.3,4.2,3.6,89731.13,5.5
115,1,bike,1,0.5,28.2,3.1,1.4,89731.13,5.5
115,2,car,1,7.46,11.7,3.4,3.9,89731.13,5.5
115,2,bus,0,4.9,42.4,3.1,1.6,89731.13,5.5
115,2,metro,0,4.99,15.3,3.9,3.2,89731.13,5.5
115,2,bike,0,0.5,16.6,3.4,2.2,89731.13,5.5
115,3,car,1,11.67,14.7,2.6,4.4,89731.13,5.5
115,3,bus,0,4.66,35.5,3.4,2.4,89731.13,5.5
115,3,metro,0,5.54,21.6,4.7,3.0,89731.13,5.5
115,3,bike,0,0.5,19.0,3.7,2.6,89731.13,5.5
115,4,car,0,13.09,16.3,3.7,4.7,89731.13,5.5
115,4,bus,0,4.01,36.2,3.6,2.9,89731.13,5.5
115,4,metro,1,4.63,18.7,3.9,3.2,89731.13,5.5
115,4,bike,0,0.5,27.8,3.0,2.3,89731.13,5.5
115,5,car,0,13.57,16.4,3.9,3.2,89731.13,5.5
115,5,bus,0,4.09,23.8,3.7,2.0,89731.13,5.5
115,5,metro,1,4.94,12.8,4.1,3.3,89731.13,5.5
115,5,bike,0,0.5,29.2,1.4,3.0,89731.13,5.5
116,1,car,1,31.49,57.8,4.0,4.5,58535.3,22.4
116,1,bus,0,4.18,76.3,2.8,1.7,58535.3,22.4
116,1,metro,0,6.04,51.5,3.8,3.5,58535.3,22.4
116,1,bike,0,1.22,69.3,3.4,3.1,58535.3,22.4
116,2,car,0,32.65,37.9,3.7,4.2,58535.3,22.4
116,2,bus,1,4.9,84.4,2.3,2.7,58535.3,22.4
116,2,metro,0,6.28,48.7,4.5,2.9,58535.3,22.4
116,2,bike,0,0.76,100.1,3.7,1.3,58535.3,22.4
116,3,car,1,34.31,63.6,2.7,3.3,58535.3,22.4
116,3,bus,0,4.09,105.0,4.1,2.7,58535.3,22.4
116,3,metro,0,5.81,53.3,3.9,3.4,58535.3,22.4
116,3,bike,0,1.46,113.2,2.8,1.0,58535.3,22.4
116,4,car,0,23.43,61.2,4.3,4.6,58535.3,22.4
116,4,bus,0,3.54,85.7,3.2,1.8,58535.3,22.4
116,4,metro,1,6.21,59.8,4.5,3.1,58535.3,22.4
116,4,bike,0,0.75,104.4,2.4,1.0,58535.3,22.4
116,5,car,0,36.7,60.5,3.1,3.3,58535.3,22.4
116,5,bus,0,5.16,115.7,3.4,2.0,58535.3,22.4
116,5,metro,1,6.36,61.0,3.1,3.7,58535.3,22.4
116,5,bike,0,0.84,110.6,2.8,2.4,58535.3,22.4
117,1,car,0,30.79,43.8,3.1,5.0,32655.68,18.1
117,1,bus,0,4.7,53.7,4.1,4.5,32655.68,18.1
117,1,metro,1,5.28,42.7,3.5,4.3,32655.68,18.1
117,1,bike,0,0.75,74.5,3.0,1.8,32655.68,18.1
117,2,car,0,18.69,50.5,4.5,4.6,32655.68,18.1
117,2,bus,0,5.16,90.8,2.9,3.0,32655.68,18.1
117,2,metro,0,4.92,33.2,3.5,3.7,32655.68,18.1
117,2,bike,1,0.5,75.4,4.5,1.1,32655.68,18.1
117,3,car,0,27.61,49.8,4.1,4.6,32655.68,18.1
117,3,bus,0,3.87,64.7,3.4,2.3,32655.68,18.1
117,3,metro,1,5.35,42.0,4.8,3.0,32655.68,18.1
117,3,bike,0,0.91,56.3,2.6,1.3,32655.68,18.1
117,4,car,0,25.93,48.1,4.2,3.7,32655.68,18.1
117,4,bus,0,4.59,56.9,4.7,1.0,32655.68,18.1
117,4,metro,1,5.44,34.4,4.0,4.4,32655.68,18.1
117,4,bike,0,0.92,66.7,3.9,1.5,32655.68,18.1
117,5,car,1,31.33,48.5,5.0,4.6,32655.68,18.1
117,5,bus,0,5.12,52.8,4.5,2.7,32655.68,18.1
117,5,metro,0,6.0,41.7,4.0,2.3,32655.68,18.1
117,5,bike,0,0.83,87.3,4.8,1.0,32655.68,18.1
118,1,car,0,25.27,25.3,4.9,3.8,56257.72,13.0
118,1,bus,0,4.86,39.6,2.2,2.7,56257.72,13.0
118,1,metro,1,4.99,38.9,5.0,3.7,56257.72,13.0
118,1,bike,0,0.73,47.6,2.7,2.7,56257.72,13.0
118,2,car,0,19.26,48.2,3.1,4.6,56257.72,13.0
118,2,bus,0,4.1,41.5,2.5,2.5,56257.72,13.0
118,2,metro,0,5.91,28.9,2.7,2.4,56257.72,13.0
118,2,bike,1,0.5,49.8,4.1,3.0,56257.72,13.0
118,3,car,1,20.89,28.8,3.4,3.8,56257.72,13.0
118,3,bus,0,4.18,70.0,1.3,1.6,56257.72,13.0
118,3,metro,0,6.13,37.7,4.0,3.0,56257.72,13.0
118,3,bike,0,1.02,58.5,2.3,1.5,56257.72,13.0
118,4,car,1,21.6,29.0,2.5,4.4,56257.72,13.0
118,4,bus,0,4.5,40.9,3.4,2.2,56257.72,13.0
118,4,metro,0,5.17,25.2,3.9,3.2,56257.72,13.0
118,4,bike,0,1.02,56.5,4.9,2.0,56257.72,13.0
118,5,car,0,18.01,41.0,5.0,3.9,56257.72,13.0
118,5,bus,1,4.25,51.7,2.2,3.3,56257.72,13.0
118,5,metro,0,5.12,27.8,3.8,1.9,56257.72,13.0
118,5,bike,0,0.67,36.7,3.2,1.6,56257.72,13.0
119,1,car,0,41.31,58.0,3.2,4.3,30033.89,24.9
119,1,bus,1,4.0,101.5,4.8,2.0,30033.89,24.9
119,1,metro,0,6.27,68.3,4.2,3.3,30033.89,24.9
119,1,bike,0,1.79,93.3,3.0,3.6,30033.89,24.9
119,2,car,0,32.04,63.0,3.8,4.3,30033.89,24.9
119,2,bus,0,4.01,132.1,4.2,2.0,30033.89,24.9
119,2,metro,0,6.26,54.3,4.3,1.9,30033.89,24.9
119,2,bike,1,1.6,93.9,5.0,2.2,30033.89,24.9
119,3,car,1,32.86,60.0,3.8,4.7,30033.89,24.9
119,3,bus,0,4.39,90.7,2.1,4.0,30033.89,24.9
119,3,metro,0,6.78,61.1,4.1,3.4,30033.89,24.9
119,3,bike,0,1.78,93.1,3.5,1.7,30033.89,24.9
119,4,car,1,36.64,43.8,4.3,4.6,30033.89,24.9
119,4,bus,0,4.5,75.6,3.5,1.6,30033.89,24.9
119,4,metro,0,6.77,55.0,3.2,3.8,30033.89,24.9
119,4,bike,0,0.54,77.2,1.4,1.5,30033.89,24.9
119,5,car,0,28.31,66.9,3.1,4.9,30033.89,24.9
119,5,bus,0,4.63,67.8,2.7,1.9,30033.89,24.9
119,5,metro,1,6.33,50.4,4.8,2.6,30033.89,24.9
119,5,bike,0,0.99,93.2,2.6,1.0,30033.89,24.9
120,1,car,0,50.39,103.2,4.4,3.8,68261.88,39.6
120,1,bus,0,5.48,151.2,2.8,2.3,68261.88,39.6
120,1,metro,1,6.54,77.3,4.1,3.4,68261.88,39.6
120,1,bike,0,2.11,161.5,1.6,1.7,68261.88,39.6
120,2,car,0,51.61,69.7,3.7,4.5,68261.88,39.6
120,2,bus,1,4.63,166.7,5.0,2.1,68261.88,39.6
120,2,metro,0,6.63,104.1,4.4,3.5,68261.88,39.6
120,2,bike,0,2.98,194.7,5.0,3.4,68261.88,39.6
120,3,car,0,54.42,100.9,3.6,4.6,68261.88,39.6
120,3,bus,0,4.77,174.3,2.3,2.7,68261.88,39.6
120,3,metro,1,7.27,71.6,4.2,3.1,68261.88,39.6
120,3,bike,0,1.08,146.6,2.9,2.2,68261.88,39.6
120,4,car,1,58.37,85.7,3.2,4.1,68261.88,39.6
120,4,bus,0,4.6,137.9,3.0,4.1,68261.88,39.6
120,4,metro,0,5.87,97.7,4.1,3.8,68261.88,39.6
120,4,bike,0,1.63,144.4,3.0,4.0,68261.88,39.6
120,5,car,1,54.55,87.6,2.9,4.0,68261.88,39.6
120,5,bus,0,3.41,117.7,3.6,2.0,68261.88,39.6
120,5,metro,0,6.49,104.6,2.9,3.7,68261.88,39.6
120,5,bike,0,1.51,147.0,4.7,3.2,68261.88,39.6
121,1,car,1,11.05,28.0,2.2,3.5,94344.02,9.3
121,1,bus,0,5.01,48.5,4.2,3.0,94344.02,9.3
121,1,metro,0,5.07,31.7,3.6,3.6,94344.02,9.3
121,1,bike,0,0.58,27.1,2.9,1.8,94344.02,9.3
121,2,car,1,16.91,30.0,3.2,3.7,94344.02,9.3
121,2,bus,0,3.9,31.0,3.4,3.2,94344.02,9.3
121,2,metro,0,5.81,27.1,3.1,3.5,94344.02,9.3
121,2,bike,0,0.73,35.0,3.1,2.5,94344.02,9.3
121,3,car,1,16.0,26.1,4.5,4.1,94344.02,9.3
121,3,bus,0,4.11,30.7,2.5,1.3,94344.02,9.3
121,3,metro,0,5.01,20.4,4.4,2.5,94344.02,9.3
121,3,bike,0,0.5,27.7,3.6,1.0,94344.02,9.3
121,4,car,1,19.11,14.6,2.2,3.7,94344.02,9.3
121,4,bus,0,4.63,40.7,2.4,1.5,94344.02,9.3
121,4,metro,0,5.84,18.5,3.9,3.6,94344.02,9.3
121,4,bike,0,0.71,29.9,4.1,1.9,94344.02,9.3
121,5,car,1,13.28,28.4,3.0,3.9,94344.02,9.3
121,5,bus,0,4.47,43.5,3.0,2.4,94344.02,9.3
121,5,metro,0,4.58,28.1,4.0,3.8,94344.02,9.3
121,5,bike,0,0.5,32.4,4.2,1.8,94344.02,9.3
122,1,car,1,20.12,36.7,4.4,4.3,147876.47,20.1
122,1,bus,0,4.42,86.7,2.3,3.6,147876.47,20.1
122,1,metro,0,5.7,39.5,4.6,2.7,147876.47,20.1
122,1,bike,0,1.51,88.9,2.9,2.2,147876.47,20.1
122,2,car,1,35.34,42.6,4.6,4.4,147876.47,20.1
122,2,bus,0,4.83,80.1,2.7,2.8,147876.47,20.1
122,2,metro,0,6.5,37.7,3.6,3.2,147876.47,20.1
122,2,bike,0,1.1,71.6,3.5,1.0,147876.47,20.1
122,3,car,1,25.32,52.0,2.9,4.8,147876.47,20.1
122,3,bus,0,4.12,60.7,3.3,2.4,147876.47,20.1
122,3,metro,0,5.9,43.1,3.9,3.7,147876.47,20.1
122,3,bike,0,1.29,70.6,4.7,1.7,147876.47,20.1
122,4,car,1,33.69,52.7,3.7,4.1,147876.47,20.1
122,4,bus,0,4.95,87.3,3.2,3.2,147876.47,20.1
122,4,metro,0,6.05,42.9,4.4,3.3,147876.47,20.1
122,4,bike,0,0.89,94.1,3.5,1.6,147876.47,20.1
122,5,car,1,30.48,60.9,4.8,4.7,147876.47,20.1
122,5,bus,0,4.34,94.8,2.5,2.6,147876.47,20.1
122,5,metro,0,6.3,52.8,4.5,2.9,147876.47,20.1
122,5,bike,0,1.33,96.8,4.3,1.9,147876.47,20.1
123,1,car,1,47.61,72.4,4.3,3.9,60051.16,33.5
123,1,bus,0,4.59,88.7,3.9,2.4,60051.16,33.5
123,1,metro,0,6.05,91.5,4.2,2.6,60051.16,33.5
123,1,bike,0,2.45,115.5,4.2,3.0,60051.16,33.5
123,2,car,1,39.55,83.2,3.7,4.3,60051.16,33.5
123,2,bus,0,4.1,105.5,2.7,2.0,60051.16,33.5
123,2,metro,0,6.05,65.1,3.7,2.3,60051.16,33.5
123,2,bike,0,2.62,99.6,2.4,2.0,60051.16,33.5
123,3,car,0,31.52,97.8,2.1,4.5,60051.16,33.5
123,3,bus,0,4.8,125.0,1.6,2.8,60051.16,33.5
123,3,metro,1,6.4,61.3,2.6,3.1,60051.16,33.5
123,3,bike,0,2.12,132.7,3.3,2.3,60051.16,33.5
123,4,car,0,38.61,91.9,3.1,4.5,60051.16,33.5
123,4,bus,0,4.14,142.0,3.3,3.0,60051.16,33.5
123,4,metro,1,6.01,58.1,4.7,3.9,60051.16,33.5
123,4,bike,0,1.93,126.8,3.9,2.3,60051.16,33.5
123,5,car,0,53.35,69.9,3.8,4.6,60051.16,33.5
123,5,bus,0,4.01,96.3,1.6,3.3,60051.16,33.5
123,5,metro,0,5.75,85.4,4.9,3.9,60051.16,33.5
123,5,bike,1,1.99,112.1,3.5,1.9,60051.16,33.5
124,1,car,1,36.57,57.3,3.7,4.6,75938.66,29.7
124,1,bus,0,4.05,107.1,3.0,3.0,75938.66,29.7
124,1,metro,0,6.74,64.5,4.0,2.9,75938.66,29.7
124,1,bike,0,0.92,133.2,2.0,2.6,75938.66,29.7
124,2,car,1,28.96,75.2,3.3,3.8,75938.66,29.7
124,2,bus,0,4.93,110.4,2.5,2.0,75938.66,29.7
124,2,metro,0,6.16,43.6,5.0,3.9,75938.66,29.7
124,2,bike,0,1.15,121.6,2.8,1.0,75938.66,29.7
124,3,car,1,40.91,61.9,3.5,4.1,75938.66,29.7
124,3,bus,0,3.96,124.7,2.1,2.6,75938.66,29.7
124,3,metro,0,6.3,67.4,4.1,3.2,75938.66,29.7
124,3,bike,0,1.74,110.9,4.2,2.6,75938.66,29.7
124,4,car,1,31.46,67.0,3.2,4.4,75938.66,29.7
124,4,bus,0,5.06,132.0,1.6,3.0,75938.66,29.7
124,4,metro,0,6.06,62.2,3.9,2.7,75938.66,29.7
124,4,bike,0,2.14,109.0,2.4,1.4,75938.66,29.7
124,5,car,0,32.44,59.8,3.0,4.8,75938.66,29.7
124,5,bus,0,4.94,135.2,4.7,2.5,75938.66,29.7
124,5,metro,1,6.63,71.8,4.4,3.8,75938.66,29.7
124,5,bike,0,1.49,117.6,3.8,2.6,75938.66,29.7
125,1,car,1,13.45,19.2,4.7,3.1,54492.61,8.4
125,1,bus,0,4.0,38.5,3.6,2.9,54492.61,8.4
125,1,metro,0,5.08,31.1,3.7,3.4,54492.61,8.4
125,1,bike,0,0.5,38.5,3.4,3.3,54492.61,8.4
125,2,car,1,16.81,19.2,4.2,4.3,54492.61,8.4
125,2,bus,0,3.65,46.0,2.6,2.9,54492.61,8.4
125,2,metro,0,5.34,24.5,5.0,3.8,54492.61,8.4
125,2,bike,0,0.5,24.7,3.1,2.1,54492.61,8.4
125,3,car,0,15.0,23.2,4.1,3.5,54492.61,8.4
125,3,bus,0,3.56,30.4,2.0,2.3,54492.61,8.4
125,3,metro,1,5.88,23.0,3.7,2.6,54492.61,8.4
125,3,bike,0,0.5,40.6,2.4,1.9,54492.61,8.4
125,4,car,1,14.12,17.6,2.9,4.8,54492.61,8.4
125,4,bus,0,3.82,39.5,2.9,3.1,54492.61,8.4
125,4,metro,0,5.19,23.9,3.0,3.2,54492.61,8.4
125,4,bike,0,0.5,33.7,3.0,3.3,54492.61,8.4
125,5,car,0,21.29,21.6,3.8,5.0,54492.61,8.4
125,5,bus,1,4.57,39.1,2.2,1.6,54492.61,8.4
125,5,metro,0,5.47,29.6,4.8,3.5,54492.61,8.4
125,5,bike,0,0.5,34.1,2.5,3.2,54492.61,8.4
126,1,car,0,55.08,70.9,3.0,3.2,85709.19,36.5
126,1,bus,0,5.12,124.6,2.3,2.1,85709.19,36.5
126,1,metro,1,6.21,73.5,5.0,3.4,85709.19,36.5
126,1,bike,0,1.6,176.3,3.4,3.5,85709.19,36.5
126,2,car,0,54.18,88.5,2.9,4.8,85709.19,36.5
126,2,bus,0,4.68,117.1,3.2,2.3,85709.19,36.5
126,2,metro,1,5.85,75.4,4.1,2.8,85709.19,36.5
126,2,bike,0,2.22,182.9,3.8,2.7,85709.19,36.5
126,3,car,1,39.34,94.4,3.0,3.8,85709.19,36.5
126,3,bus,0,4.02,123.7,3.3,2.9,85709.19,36.5
126,3,metro,0,6.88,65.1,4.6,3.0,85709.19,36.5
126,3,bike,0,2.27,171.2,4.3,1.5,85709.19,36.5
126,4,car,1,33.88,78.0,4.7,4.2,85709.19,36.5
126,4,bus,0,3.78,145.8,3.2,1.6,85709.19,36.5
126,4,metro,0,6.16,97.2,4.8,3.0,85709.19,36.5
126,4,bike,0,2.14,143.9,4.0,3.3,85709.19,36.5
126,5,car,1,39.83,97.5,3.8,4.2,85709.19,36.5
126,5,bus,0,4.61,146.8,3.1,3.4,85709.19,36.5
126,5,metro,0,6.74,85.5,2.6,3.3,85709.19,36.5
126,5,bike,0,1.4,170.3,3.0,1.0,85709.19,36.5
127,1,car,0,52.85,106.3,3.9,3.9,68056.1,34.0
127,1,bus,0,4.64,91.4,2.8,2.8,68056.1,34.0
127,1,metro,1,6.55,76.3,4.1,3.8,68056.1,34.0
127,1,bike,0,1.07,116.4,3.5,3.2,68056.1,34.0
127,2,car,0,31.3,83.7,4.4,4.2,68056.1,34.0
127,2,bus,0,4.16,131.9,2.4,1.4,68056.1,34.0
127,2,metro,0,7.4,62.6,4.5,2.6,68056.1,34.0
127,2,bike,1,2.08,117.5,3.1,3.0,68056.1,34.0
127,3,car,0,48.93,103.2,3.4,4.2,68056.1,34.0
127,3,bus,0,4.23,145.3,3.6,1.0,68056.1,34.0
127,3,metro,0,6.52,89.0,4.3,4.0,68056.1,34.0
127,3,bike,1,1.19,136.7,3.0,1.0,68056.1,34.0
127,4,car,0,41.95,61.0,2.4,4.8,68056.1,34.0
127,4,bus,0,4.07,144.3,3.4,3.4,68056.1,34.0
127,4,metro,1,6.54,59.0,3.8,2.7,68056.1,34.0
127,4,bike,0,1.28,140.9,3.7,2.2,68056.1,34.0
127,5,car,0,52.26,93.9,4.9,5.0,68056.1,34.0
127,5,bus,0,4.72,101.3,1.7,3.0,68056.1,34.0
127,5,metro,1,6.17,82.7,4.4,3.3,68056.1,34.0
127,5,bike,0,2.32,114.4,4.0,2.3,68056.1,34.0
128,1,car,1,44.95,76.9,4.2,4.4,64233.4,38.5
128,1,bus,0,4.39,112.3,4.0,3.1,64233.4,38.5
128,1,metro,0,6.33,100.7,4.5,3.4,64233.4,38.5
128,1,bike,0,0.97,179.6,3.7,2.8,64233.4,38.5
128,2,car,1,38.02,110.1,2.2,4.5,64233.4,38.5
128,2,bus,0,4.34,154.1,3.3,3.0,64233.4,38.5
128,2,metro,0,7.7,70.1,3.0,2.9,64233.4,38.5
128,2,bike,0,2.78,173.7,2.5,1.9,64233.4,38.5
128,3,car,1,58.01,108.4,5.0,4.7,64233.4,38.5
