pair_id,year,log_exports,log_gdp_i,log_gdp_j,log_distance,tariff,border,language
PAIR_0068,2012,7.6638,10.625,10.9411,8.4222,0.0607,0,1
PAIR_0068,2013,6.5256,9.3813,10.462,8.4222,0.0557,0,1
PAIR_0068,2014,9.201,12.7684,10.776,8.4222,0.0002,0,1
PAIR_0068,2015,8.6092,10.5745,11.6297,8.4222,0.0,0,1
PAIR_0068,2016,8.6701,12.4936,10.4231,8.4222,0.022,0,1
PAIR_0068,2017,7.5857,11.516,10.4878,8.4222,0.0903,0,1
PAIR_0068,2018,7.5324,9.8557,11.4033,8.4222,0.0268,0,1
PAIR_0068,2019,11.2438,13.1567,12.4438,8.4222,0.0,0,1
PAIR_0069,2005,8.0213,11.9675,8.3337,9.0205,0.1353,0,1
PAIR_0069,2006,9.3444,10.6876,12.5303,9.0205,0.027,0,1
PAIR_0069,2007,8.1588,10.2066,10.8266,9.0205,0.0595,0,1
PAIR_0069,2008,8.0864,11.2429,9.15,9.0205,0.0573,0,1
PAIR_0069,2009,9.4726,11.2498,11.4816,9.0205,0.1048,0,1
PAIR_0069,2010,7.597,10.1918,9.9324,9.0205,0.0032,0,1
PAIR_0069,2011,12.5765,14.0246,12.4787,9.0205,0.0092,0,1
PAIR_0069,2012,11.1521,10.4477,15.3848,9.0205,0.0192,0,1
PAIR_0069,2013,11.182,12.1179,12.9949,9.0205,0.0449,0,1
PAIR_0069,2014,10.9557,12.6946,11.8069,9.0205,0.0441,0,1
PAIR_0069,2015,7.6451,9.863,11.3284,9.0205,0.0515,0,1
PAIR_0069,2016,9.8432,12.2447,10.9942,9.0205,0.0205,0,1
PAIR_0069,2017,6.791,9.3788,10.8914,9.0205,0.0654,0,1
PAIR_0069,2018,11.3716,14.1788,10.8989,9.0205,0.0065,0,1
PAIR_0069,2019,10.5798,13.9412,9.7642,9.0205,0.0061,0,1
PAIR_0070,2005,10.5531,12.8042,10.1737,7.6607,0.0365,0,0
PAIR_0070,2006,14.8271,13.0655,15.0234,7.6607,0.0684,0,0
PAIR_0070,2007,11.8105,12.226,12.0152,7.6607,0.0286,0,0
PAIR_0070,2008,12.9994,12.9295,13.1406,7.6607,0.0471,0,0
PAIR_0070,2009,9.4908,11.4885,10.7331,7.6607,0.0684,0,0
PAIR_0070,2010,8.6333,9.0914,10.7795,7.6607,0.0018,0,0
PAIR_0070,2011,11.1761,10.9559,12.9356,7.6607,0.0771,0,0
PAIR_0070,2012,11.8796,12.1306,13.4801,7.6607,0.066,0,0
PAIR_0070,2013,10.6471,11.0416,12.4289,7.6607,0.0405,0,0
PAIR_0070,2014,9.5513,9.1187,12.5968,7.6607,0.0067,0,0
PAIR_0070,2015,11.0162,11.9171,11.4559,7.6607,0.002,0,0
PAIR_0070,2016,12.8587,10.9033,14.2037,7.6607,0.0344,0,0
PAIR_0070,2017,8.9375,9.7624,11.2887,7.6607,0.0169,0,0
PAIR_0070,2018,10.7452,11.2331,11.04,7.6607,0.0,0,0
PAIR_0070,2019,12.3605,11.6548,13.1705,7.6607,0.0517,0,0
PAIR_0071,2005,10.3258,13.2309,10.5934,8.8315,0.0497,0,0
PAIR_0071,2006,11.1224,11.2138,13.6244,8.8315,0.0838,0,0
PAIR_0071,2007,10.6075,12.44,11.6143,8.8315,0.0411,0,0
PAIR_0071,2008,8.4558,9.2165,12.9016,8.8315,0.073,0,0
PAIR_0071,2009,8.8911,9.5568,12.4026,8.8315,0.0,0,0
PAIR_0071,2010,7.7649,10.448,9.4768,8.8315,0.0618,0,0
PAIR_0071,2011,10.5515,11.0347,12.8743,8.8315,0.0151,0,0
PAIR_0071,2012,10.7015,10.9142,13.7893,8.8315,0.0,0,0
PAIR_0071,2013,7.7588,11.1189,9.3054,8.8315,0.0553,0,0
PAIR_0071,2014,9.9863,12.8477,10.5718,8.8315,0.0,0,0
PAIR_0071,2015,8.1729,9.8935,11.2042,8.8315,0.0702,0,0
PAIR_0071,2016,10.4417,12.7173,11.0536,8.8315,0.0,0,0
PAIR_0071,2017,11.4476,11.818,13.3732,8.8315,0.0639,0,0
PAIR_0071,2018,12.9673,14.8955,11.8531,8.8315,0.0431,0,0
PAIR_0071,2019,12.1286,13.0324,13.2815,8.8315,0.0241,0,0
PAIR_0072,2005,9.4682,10.7437,12.3785,8.4665,0.0868,1,0
PAIR_0072,2006,10.367,12.8818,10.9131,8.4665,0.0695,1,0
PAIR_0072,2007,5.1804,8.0407,8.8833,8.4665,0.0122,1,0
PAIR_0072,2008,9.2854,11.5492,10.7836,8.4665,0.0426,1,0
PAIR_0072,2009,11.1523,11.573,12.976,8.4665,0.0416,1,0
PAIR_0072,2010,10.8988,12.6715,11.3632,8.4665,0.0,1,0
PAIR_0072,2011,10.0229,10.6089,12.9136,8.4665,0.079,1,0
PAIR_0072,2012,11.069,11.8859,12.6418,8.4665,0.0116,1,0
PAIR_0072,2013,9.3219,9.3387,13.2265,8.4665,0.0846,1,0
PAIR_0072,2014,9.4932,10.5523,12.0723,8.4665,0.0,1,0
PAIR_0072,2015,9.2889,11.0727,10.9174,8.4665,0.0366,1,0
PAIR_0072,2016,11.047,11.7414,13.0714,8.4665,0.0397,1,0
PAIR_0072,2017,10.2508,11.578,11.6187,8.4665,0.0145,1,0
PAIR_0072,2018,7.9607,8.5628,11.8082,8.4665,0.0333,1,0
PAIR_0072,2019,11.6731,13.4425,11.569,8.4665,0.047,1,0
PAIR_0073,2005,12.7783,15.2081,12.9172,9.9103,0.0,0,0
PAIR_0073,2006,8.324,11.4271,11.2886,9.9103,0.0433,0,0
PAIR_0073,2007,11.7804,14.4239,12.382,9.9103,0.0231,0,0
PAIR_0073,2008,9.6271,12.4695,11.1794,9.9103,0.0479,0,0
PAIR_0073,2009,10.1333,10.8122,14.1745,9.9103,0.0,0,0
PAIR_0073,2010,9.7557,12.8224,10.572,9.9103,0.0352,0,0
PAIR_0073,2011,9.6056,12.3354,11.8014,9.9103,0.0731,0,0
PAIR_0073,2012,10.0565,12.2911,12.4105,9.9103,0.0011,0,0
PAIR_0073,2013,7.1331,9.093,12.0664,9.9103,0.0713,0,0
PAIR_0073,2014,6.1951,8.1486,11.6056,9.9103,0.068,0,0
PAIR_0073,2015,8.0116,12.4852,8.3782,9.9103,0.0471,0,0
PAIR_0073,2016,12.6891,14.494,13.2116,9.9103,0.1046,0,0
PAIR_0073,2017,8.606,11.5951,11.0389,9.9103,0.0,0,0
PAIR_0073,2018,8.6392,10.1121,12.9492,9.9103,0.0,0,0
PAIR_0073,2019,10.4826,13.2169,10.9749,9.9103,0.0475,0,0
PAIR_0074,2005,10.5989,12.24,11.8711,8.2307,0.0773,0,0
PAIR_0074,2006,8.0779,10.6656,10.7214,8.2307,0.0394,0,0
PAIR_0074,2007,9.9496,12.6325,11.4392,8.2307,0.0204,0,0
PAIR_0074,2008,7.9224,9.7972,11.3995,8.2307,0.075,0,0
PAIR_0074,2009,9.0765,12.4251,9.9537,8.2307,0.0068,0,0
PAIR_0074,2010,12.5595,13.4695,12.8673,8.2307,0.0198,0,0
PAIR_0074,2011,7.0089,8.5754,11.6635,8.2307,0.0411,0,0
PAIR_0074,2012,9.9809,12.4285,11.3366,8.2307,0.0,0,0
PAIR_0074,2013,10.364,11.9069,13.0273,8.2307,0.0765,0,0
PAIR_0074,2014,11.0495,14.1883,11.0378,8.2307,0.0167,0,0
PAIR_0074,2015,6.8984,8.7731,11.0662,8.2307,0.0693,0,0
PAIR_0074,2016,9.9553,12.0613,12.2461,8.2307,0.0658,0,0
PAIR_0074,2017,11.0277,13.0958,11.8398,8.2307,0.0025,0,0
PAIR_0074,2018,8.8921,11.8857,10.5499,8.2307,0.0,0,0
PAIR_0074,2019,10.3248,11.0135,13.6114,8.2307,0.0156,0,0
PAIR_0075,2005,9.1644,11.2852,11.3141,8.7075,0.0598,0,0
PAIR_0075,2006,8.4135,9.9253,12.1645,8.7075,0.0473,0,0
PAIR_0075,2007,10.862,14.895,9.6918,8.7075,0.0642,0,0
PAIR_0075,2008,8.2067,10.0583,11.1923,8.7075,0.0285,0,0
PAIR_0075,2009,7.9302,11.5857,9.1746,8.7075,0.1102,0,0
PAIR_0075,2010,10.1676,12.9994,11.2823,8.7075,0.007,0,0
PAIR_0075,2011,9.8176,13.0125,11.3329,8.7075,0.0212,0,0
PAIR_0075,2012,7.0276,10.2583,9.5668,8.7075,0.0396,0,0
PAIR_0075,2013,6.0336,9.7465,9.1619,8.7075,0.0342,0,0
PAIR_0075,2014,8.3043,12.187,9.4305,8.7075,0.0661,0,0
PAIR_0075,2015,10.0879,13.397,11.0018,8.7075,0.0605,0,0
PAIR_0075,2016,10.402,13.1815,10.9203,8.7075,0.0,0,0
PAIR_0075,2017,9.2923,10.8143,13.1615,8.7075,0.0,0,0
PAIR_0075,2018,8.9409,11.1469,11.7811,8.7075,0.0,0,0
PAIR_0075,2019,8.042,10.0602,11.9179,8.7075,0.0888,0,0
PAIR_0076,2005,7.8227,11.3873,9.84,8.7605,0.0207,0,0
PAIR_0076,2006,7.9127,12.4796,8.7567,8.7605,0.0196,0,0
PAIR_0076,2007,6.9423,9.4334,11.0944,8.7605,0.0589,0,0
PAIR_0076,2008,7.9516,10.4586,11.6905,8.7605,0.0592,0,0
PAIR_0076,2009,9.8837,12.0965,12.0668,8.7605,0.0576,0,0
PAIR_0076,2010,9.3432,11.7951,11.3661,8.7605,0.031,0,0
PAIR_0076,2011,9.2842,11.4768,12.4226,8.7605,0.0536,0,0
PAIR_0076,2012,8.8695,11.162,11.5607,8.7605,0.0387,0,0
PAIR_0076,2013,9.8197,11.9281,11.7229,8.7605,0.0209,0,0
PAIR_0076,2014,9.6586,12.2013,11.5118,8.7605,0.0203,0,0
PAIR_0076,2015,8.1723,11.7444,9.4142,8.7605,0.0003,0,0
PAIR_0076,2016,8.8566,12.2757,10.7604,8.7605,0.0168,0,0
PAIR_0076,2017,10.061,10.953,13.2768,8.7605,0.0206,0,0
PAIR_0076,2018,11.1042,14.2015,11.1673,8.7605,0.0,0,0
PAIR_0076,2019,8.9853,10.5495,11.7809,8.7605,0.0271,0,0
PAIR_0077,2005,13.4273,13.2894,12.3541,6.4895,0.0991,0,0
PAIR_0077,2006,12.4063,12.4384,13.3179,6.4895,0.0636,0,0
PAIR_0077,2007,7.0756,8.0228,10.7116,6.4895,0.0582,0,0
PAIR_0077,2008,12.2047,11.5473,12.7811,6.4895,0.0,0,0
PAIR_0077,2009,11.5971,11.9752,11.5653,6.4895,0.0041,0,0
PAIR_0077,2010,8.7037,11.8364,8.4161,6.4895,0.0466,0,0
PAIR_0077,2011,10.635,10.5695,11.7716,6.4895,0.0516,0,0
PAIR_0077,2012,10.3133,10.3608,11.6908,6.4895,0.0,0,0
PAIR_0077,2013,11.0737,11.065,12.4523,6.4895,0.0284,0,0
PAIR_0077,2014,8.7546,11.2852,8.3849,6.4895,0.054,0,0
PAIR_0077,2015,11.8174,12.947,11.5391,6.4895,0.0642,0,0
PAIR_0077,2016,11.3372,10.2366,12.7911,6.4895,0.0114,0,0
PAIR_0077,2017,12.5812,13.5053,11.8038,6.4895,0.0,0,0
PAIR_0077,2018,14.0666,11.4776,15.7306,6.4895,0.0312,0,0
PAIR_0077,2019,10.3144,10.5288,11.9176,6.4895,0.0,0,0
PAIR_0078,2005,7.8613,11.0737,12.795,9.5739,0.0506,0,1
PAIR_0078,2006,4.2341,7.9964,10.4544,9.5739,0.0616,0,1
PAIR_0078,2007,7.723,12.2782,10.5469,9.5739,0.1079,0,1
PAIR_0078,2008,7.5316,11.9638,10.1222,9.5739,0.0315,0,1
PAIR_0078,2009,5.2525,11.5107,7.4076,9.5739,0.057,0,1
PAIR_0078,2010,10.849,12.6963,13.2491,9.5739,0.0454,0,1
PAIR_0078,2011,6.3293,11.9704,8.1662,9.5739,0.0447,0,1
PAIR_0078,2012,5.9983,9.5734,11.2342,9.5739,0.0724,0,1
PAIR_0078,2013,8.811,11.3036,12.8312,9.5739,0.0,0,1
PAIR_0078,2014,7.102,10.2224,11.2778,9.5739,0.0391,0,1
PAIR_0078,2015,8.1741,12.1687,10.8523,9.5739,0.0659,0,1
PAIR_0078,2016,6.8499,8.8075,12.9769,9.5739,0.0299,0,1
PAIR_0078,2017,9.8914,13.5256,11.4335,9.5739,0.0528,0,1
PAIR_0078,2018,9.0233,11.8533,12.431,9.5739,0.0448,0,1
PAIR_0078,2019,8.047,13.114,10.2134,9.5739,0.0028,0,1
PAIR_0079,2005,10.133,12.0363,11.1327,7.6567,0.0367,0,0
PAIR_0079,2006,8.7692,9.9211,10.1107,7.6567,0.0498,0,0
PAIR_0079,2007,8.7991,9.2352,12.4528,7.6567,0.0668,0,0
PAIR_0079,2008,9.4551,9.3866,11.9254,7.6567,0.0529,0,0
PAIR_0079,2009,9.705,12.2806,9.784,7.6567,0.0423,0,0
PAIR_0079,2010,8.8506,8.5058,12.6828,7.6567,0.0576,0,0
PAIR_0079,2011,11.1168,14.1595,9.7369,7.6567,0.0681,0,0
PAIR_0079,2012,12.1751,12.3615,13.083,7.6567,0.0106,0,0
PAIR_0079,2013,10.0951,12.2193,10.0999,7.6567,0.0528,0,0
PAIR_0079,2014,10.051,12.2076,10.5567,7.6567,0.008,0,0
PAIR_0079,2015,10.1299,12.1084,9.8871,7.6567,0.0203,0,0
PAIR_0079,2016,13.0448,14.5203,12.2281,7.6567,0.0308,0,0
PAIR_0079,2017,9.745,11.0289,11.0916,7.6567,0.0379,0,0
PAIR_0079,2018,14.0395,14.8638,12.5114,7.6567,0.046,0,0
PAIR_0079,2019,9.5583,10.2902,10.9308,7.6567,0.0075,0,0
PAIR_0080,2005,8.4777,9.5017,12.2373,9.1308,0.0062,0,0
PAIR_0080,2006,10.3194,12.5539,12.0276,9.1308,0.0946,0,0
PAIR_0080,2007,7.6936,12.1531,8.3414,9.1308,0.0306,0,0
PAIR_0080,2008,11.0661,13.911,11.5246,9.1308,0.0714,0,0
PAIR_0080,2009,8.0742,11.0806,10.3249,9.1308,0.0122,0,0
PAIR_0080,2010,10.61,10.6791,14.6641,9.1308,0.0382,0,0
PAIR_0080,2011,10.5648,10.8336,13.1448,9.1308,0.0169,0,0
PAIR_0080,2012,10.4578,13.1845,11.3485,9.1308,0.0163,0,0
PAIR_0080,2013,10.3994,11.9486,12.2825,9.1308,0.0742,0,0
PAIR_0080,2014,10.505,11.1514,13.7415,9.1308,0.0566,0,0
PAIR_0080,2015,10.0473,11.5754,12.6907,9.1308,0.0391,0,0
PAIR_0080,2016,8.9161,11.9838,10.7065,9.1308,0.0299,0,0
PAIR_0080,2017,11.3363,10.4036,14.888,9.1308,0.0132,0,0
PAIR_0080,2018,8.2722,11.5712,9.9556,9.1308,0.0,0,0
PAIR_0080,2019,12.4361,14.9986,11.4333,9.1308,0.0274,0,0
PAIR_0081,2005,10.2164,11.7673,13.0638,9.3445,0.0377,0,1
PAIR_0081,2006,7.702,7.9386,14.0148,9.3445,0.0476,0,1
PAIR_0081,2007,11.4251,12.9507,13.4559,9.3445,0.0,0,1
PAIR_0081,2008,7.8729,11.9612,9.8854,9.3445,0.0264,0,1
PAIR_0081,2009,8.4684,11.6256,10.0912,9.3445,0.1155,0,1
PAIR_0081,2010,5.8806,9.944,8.9289,9.3445,0.0,0,1
PAIR_0081,2011,7.9126,11.8701,9.6086,9.3445,0.0291,0,1
PAIR_0081,2012,9.3066,9.8049,13.709,9.3445,0.0453,0,1
PAIR_0081,2013,11.4436,15.2941,10.0132,9.3445,0.0616,0,1
PAIR_0081,2014,11.9401,13.9531,12.6499,9.3445,0.0,0,1
PAIR_0081,2015,8.8999,10.8413,12.0349,9.3445,0.0609,0,1
PAIR_0081,2016,6.5428,10.0189,9.6355,9.3445,0.0044,0,1
PAIR_0081,2017,11.2472,13.7937,12.138,9.3445,0.0223,0,1
PAIR_0081,2018,10.4613,11.4727,13.0278,9.3445,0.0,0,1
PAIR_0081,2019,10.2038,12.8958,11.3792,9.3445,0.104,0,1
PAIR_0082,2005,9.0857,10.7776,10.489,7.374,0.074,0,0
PAIR_0082,2006,9.1565,11.9807,9.6596,7.374,0.0683,0,0
PAIR_0082,2007,12.567,14.1097,11.1553,7.374,0.0336,0,0
PAIR_0082,2008,11.4453,11.4824,12.6362,7.374,0.035,0,0
PAIR_0082,2009,10.8301,11.4653,12.8803,7.374,0.0765,0,0
PAIR_0082,2010,13.635,12.1367,14.3445,7.374,0.0585,0,0
PAIR_0082,2011,9.5936,10.2277,12.0068,7.374,0.0526,0,0
PAIR_0082,2012,11.5536,9.7865,14.8947,7.374,0.0697,0,0
PAIR_0082,2013,11.2919,11.7318,11.8706,7.374,0.0528,0,0
PAIR_0082,2014,9.6938,10.6197,11.8385,7.374,0.0209,0,0
PAIR_0082,2015,10.2768,10.7795,12.0244,7.374,0.021,0,0
PAIR_0082,2016,12.9486,12.807,13.4526,7.374,0.1076,0,0
PAIR_0082,2017,11.0549,10.8147,13.3941,7.374,0.0165,0,0
PAIR_0082,2018,13.2248,12.6942,13.8806,7.374,0.0058,0,0
PAIR_0082,2019,10.0708,12.4645,10.3572,7.374,0.0,0,0
PAIR_0083,2005,9.0911,10.3638,11.2095,7.5706,0.0595,0,0
PAIR_0083,2006,7.8024,10.4634,9.6671,7.5706,0.037,0,0
PAIR_0083,2007,12.3094,12.2052,13.2674,7.5706,0.0286,0,0
PAIR_0083,2008,11.4467,13.9548,10.4989,7.5706,0.0546,0,0
PAIR_0083,2009,8.8329,9.8876,11.5814,7.5706,0.0287,0,0
PAIR_0083,2010,8.8146,11.2309,10.8218,7.5706,0.0797,0,0
PAIR_0083,2011,9.4508,10.2314,11.4986,7.5706,0.0128,0,0
PAIR_0083,2012,10.5932,12.0614,11.4294,7.5706,0.0386,0,0
PAIR_0083,2013,9.9693,10.0988,12.6057,7.5706,0.0,0,0
PAIR_0083,2014,10.1681,12.0257,11.0074,7.5706,0.0154,0,0
PAIR_0083,2015,10.4497,9.2187,14.4074,7.5706,0.051,0,0
PAIR_0083,2016,10.1239,10.6685,11.5541,7.5706,0.0141,0,0
PAIR_0083,2017,7.133,8.9394,9.5907,7.5706,0.0,0,0
PAIR_0083,2018,10.6097,10.7017,12.5148,7.5706,0.0231,0,0
PAIR_0083,2019,11.5416,13.1369,12.0422,7.5706,0.0492,0,0
PAIR_0084,2005,8.3483,11.0766,10.687,7.7261,0.0475,0,0
PAIR_0084,2006,7.0292,9.8002,9.8486,7.7261,0.022,0,0
PAIR_0084,2007,10.3503,12.0994,12.3986,7.7261,0.0937,0,0
PAIR_0084,2008,10.9977,11.7947,13.8975,7.7261,0.0148,0,0
PAIR_0084,2009,8.5976,13.3144,8.2891,7.7261,0.0181,0,0
PAIR_0084,2010,9.7582,11.7599,12.3707,7.7261,0.0,0,0
PAIR_0084,2011,9.1657,12.5938,10.2671,7.7261,0.0627,0,0
PAIR_0084,2012,8.3509,9.882,12.1583,7.7261,0.0585,0,0
PAIR_0084,2013,8.9053,12.4656,9.0669,7.7261,0.1017,0,0
PAIR_0084,2014,11.144,13.8231,11.8533,7.7261,0.0199,0,0
PAIR_0084,2015,11.5287,12.8759,13.3035,7.7261,0.0105,0,0
PAIR_0084,2016,11.2739,13.6054,11.5662,7.7261,0.0314,0,0
PAIR_0084,2017,11.5398,13.5633,12.9473,7.7261,0.0,0,0
PAIR_0084,2018,8.0632,10.6564,10.9771,7.7261,0.0305,0,0
PAIR_0084,2019,9.01,11.5376,11.3931,7.7261,0.0,0,0
PAIR_0085,2005,11.0341,12.1882,11.1645,6.3096,0.0501,0,0
PAIR_0085,2006,13.6355,14.8468,11.5487,6.3096,0.0425,0,0
PAIR_0085,2007,12.3807,12.0248,12.9868,6.3096,0.0512,0,0
PAIR_0085,2008,12.5383,12.7126,13.1817,6.3096,0.0304,0,0
PAIR_0085,2009,9.0661,9.092,12.3427,6.3096,0.0483,0,0
PAIR_0085,2010,10.0049,11.6001,10.9476,6.3096,0.0164,0,0
PAIR_0085,2011,10.404,11.0425,12.162,6.3096,0.0919,0,0
PAIR_0085,2012,12.3936,10.9795,14.0729,6.3096,0.0655,0,0
PAIR_0085,2013,11.6937,11.6613,12.8942,6.3096,0.0098,0,0
PAIR_0085,2014,9.2072,9.2919,11.595,6.3096,0.0515,0,0
PAIR_0085,2015,12.3758,14.2756,10.5633,6.3096,0.0629,0,0
PAIR_0085,2016,12.4463,13.2781,11.6498,6.3096,0.0274,0,0
PAIR_0085,2017,12.6071,11.7819,13.904,6.3096,0.0,0,0
PAIR_0085,2018,11.499,10.8224,13.1825,6.3096,0.0094,0,0
PAIR_0085,2019,11.8232,11.233,12.8129,6.3096,0.0182,0,0
PAIR_0086,2005,12.2745,13.2796,11.7712,8.2591,0.0549,0,0
PAIR_0086,2006,10.5999,11.8446,11.8766,8.2591,0.083,0,0
PAIR_0086,2007,8.6155,11.3382,9.498,8.2591,0.0321,0,0
PAIR_0086,2008,11.3418,11.1501,12.7757,8.2591,0.0137,0,0
PAIR_0086,2009,8.66,8.4897,12.4773,8.2591,0.0665,0,0
PAIR_0086,2010,11.1895,13.2433,11.2826,8.2591,0.0776,0,0
PAIR_0086,2011,12.1326,10.7096,14.7235,8.2591,0.0433,0,0
PAIR_0086,2012,11.9872,12.3842,12.725,8.2591,0.0,0,0
PAIR_0086,2013,11.9281,11.6837,13.12,8.2591,0.0101,0,0
PAIR_0086,2014,8.3333,9.8704,11.0024,8.2591,0.0,0,0
PAIR_0086,2015,11.6074,11.7104,13.7526,8.2591,0.031,0,0
PAIR_0086,2016,8.64,8.5537,12.7304,8.2591,0.0083,0,0
PAIR_0086,2017,11.8342,13.355,11.5377,8.2591,0.017,0,0
PAIR_0086,2018,12.4992,13.9829,12.141,8.2591,0.0,0,0
PAIR_0086,2019,11.3393,11.3532,13.0752,8.2591,0.0,0,0
PAIR_0087,2005,6.3669,10.134,9.8659,9.5371,0.0812,0,0
PAIR_0087,2006,9.3817,11.771,11.9802,9.5371,0.066,0,0
PAIR_0087,2007,7.6545,12.8467,8.772,9.5371,0.0225,0,0
PAIR_0087,2008,10.5441,13.1358,12.6952,9.5371,0.0638,0,0
PAIR_0087,2009,5.1747,9.7813,9.0854,9.5371,0.0523,0,0
PAIR_0087,2010,8.9862,12.7178,10.5669,9.5371,0.0245,0,0
PAIR_0087,2011,8.3372,9.736,12.9781,9.5371,0.004,0,0
PAIR_0087,2012,8.038,13.1541,8.739,9.5371,0.0,0,0
PAIR_0087,2013,9.6185,11.5746,12.4928,9.5371,0.0374,0,0
PAIR_0087,2014,9.9122,12.2135,12.4913,9.5371,0.0,0,0
PAIR_0087,2015,8.9859,11.4686,11.9642,9.5371,0.0209,0,0
PAIR_0087,2016,8.3248,10.9671,11.6711,9.5371,0.0961,0,0
PAIR_0087,2017,8.9013,10.0557,13.1754,9.5371,0.0,0,0
PAIR_0087,2018,11.2718,11.7917,14.1411,9.5371,0.0312,0,0
PAIR_0087,2019,9.5381,11.8075,12.3758,9.5371,0.0036,0,0
PAIR_0088,2005,11.8157,11.6129,12.8379,7.4735,0.0754,0,0
PAIR_0088,2006,10.4746,12.4734,10.7323,7.4735,0.064,0,0
PAIR_0088,2007,11.6943,11.5696,12.6608,7.4735,0.0244,0,0
PAIR_0088,2008,10.2888,12.0119,10.2239,7.4735,0.0779,0,0
PAIR_0088,2009,8.8638,9.0661,11.7161,7.4735,0.0856,0,0
PAIR_0088,2010,9.1954,10.624,10.783,7.4735,0.0352,0,0
PAIR_0088,2011,13.0736,13.7237,13.0061,7.4735,0.0703,0,0
PAIR_0088,2012,12.2915,11.8328,13.2572,7.4735,0.0076,0,0
PAIR_0088,2013,10.5455,10.0108,12.9109,7.4735,0.0276,0,0
PAIR_0088,2014,11.5436,9.9871,14.002,7.4735,0.0335,0,0
PAIR_0088,2015,10.581,12.2761,10.3364,7.4735,0.0,0,0
PAIR_0088,2016,10.4991,13.3797,8.7657,7.4735,0.0864,0,0
PAIR_0088,2017,10.8296,12.0261,11.5662,7.4735,0.0518,0,0
PAIR_0088,2018,11.8113,12.4236,12.2223,7.4735,0.0779,0,0
PAIR_0088,2019,11.6663,11.847,11.6801,7.4735,0.0065,0,0
PAIR_0089,2005,12.3722,11.8531,12.8099,7.2538,0.1039,0,1
PAIR_0089,2006,13.1755,11.8879,13.4792,7.2538,0.0185,0,1
PAIR_0089,2007,10.1537,11.5723,9.3377,7.2538,0.0752,0,1
PAIR_0089,2008,11.8877,12.9631,10.4439,7.2538,0.1099,0,1
PAIR_0089,2009,13.1268,12.6399,12.9831,7.2538,0.0596,0,1
PAIR_0089,2010,12.4783,12.3032,12.5945,7.2538,0.0429,0,1
PAIR_0089,2011,13.0895,11.9361,13.0816,7.2538,0.0379,0,1
PAIR_0089,2012,11.3469,11.2169,11.6023,7.2538,0.0,0,1
PAIR_0089,2013,9.1617,8.5952,11.7708,7.2538,0.0442,0,1
PAIR_0089,2014,11.4112,9.7241,12.9292,7.2538,0.0797,0,1
PAIR_0089,2015,11.6082,11.7341,11.3584,7.2538,0.0,0,1
PAIR_0089,2016,12.5012,14.0148,11.5369,7.2538,0.0545,0,1
PAIR_0089,2017,10.9294,10.2914,12.5859,7.2538,0.0,0,1
PAIR_0089,2018,11.2784,10.7114,12.5797,7.2538,0.0285,0,1
PAIR_0089,2019,10.1878,11.0124,10.2184,7.2538,0.0236,0,1
PAIR_0090,2005,14.1379,12.9746,13.3416,6.1041,0.0457,0,0
PAIR_0090,2006,10.6299,8.3799,13.1629,6.1041,0.1075,0,0
PAIR_0090,2007,9.5666,9.7959,9.8973,6.1041,0.0814,0,0
PAIR_0090,2008,13.5191,10.106,15.0088,6.1041,0.0754,0,0
PAIR_0090,2009,12.7465,10.743,13.4385,6.1041,0.0685,0,0
PAIR_0090,2010,14.2776,13.2325,13.1686,6.1041,0.0482,0,0
PAIR_0090,2011,8.8606,10.088,9.2428,6.1041,0.0777,0,0
PAIR_0090,2012,10.2227,11.6912,9.2536,6.1041,0.0865,0,0
PAIR_0090,2013,11.3502,12.1442,9.3081,6.1041,0.0601,0,0
PAIR_0090,2014,12.0905,11.7064,11.5813,6.1041,0.0563,0,0
PAIR_0090,2015,14.636,13.3333,12.1448,6.1041,0.0,0,0
PAIR_0090,2016,12.0783,11.996,11.2127,6.1041,0.033,0,0
PAIR_0090,2017,13.262,11.5107,12.924,6.1041,0.0466,0,0
PAIR_0090,2018,11.0889,10.8585,10.4688,6.1041,0.0356,0,0
PAIR_0090,2019,11.3694,10.6811,11.4383,6.1041,0.0338,0,0
PAIR_0091,2005,13.3886,13.6693,10.9159,6.4185,0.0454,0,0
PAIR_0091,2006,11.4314,9.8108,11.9,6.4185,0.0431,0,0
PAIR_0091,2007,11.2126,10.9107,11.4976,6.4185,0.0981,0,0
PAIR_0091,2008,13.3371,11.843,12.6005,6.4185,0.0293,0,0
PAIR_0091,2009,11.9395,11.237,11.5161,6.4185,0.0,0,0
PAIR_0091,2010,10.3887,10.4508,10.2603,6.4185,0.0638,0,0
PAIR_0091,2011,9.9818,10.0267,9.6463,6.4185,0.0,0,0
PAIR_0091,2012,9.2378,6.993,12.1458,6.4185,0.0,0,0
PAIR_0091,2013,12.5382,13.0427,10.4739,6.4185,0.0164,0,0
PAIR_0091,2014,12.8338,10.756,13.1003,6.4185,0.0326,0,0
PAIR_0091,2015,13.5499,11.4021,13.8848,6.4185,0.0,0,0
PAIR_0091,2016,11.8559,12.7278,10.5048,6.4185,0.0,0,0
PAIR_0091,2017,13.9375,12.2023,13.1302,6.4185,0.0155,0,0
PAIR_0091,2018,15.5362,14.6461,13.1565,6.4185,0.0485,0,0
PAIR_0091,2019,12.5119,11.189,12.3185,6.4185,0.0212,0,0
PAIR_0092,2005,4.9108,9.6564,10.0447,9.1935,0.1,0,0
