state,year,unemployment_rate,log_unemployment
MA,2006,0.0598,-2.8171
MA,2007,0.0619,-2.7828
MA,2008,0.0995,-2.308
MA,2009,0.1396,-1.9691
MA,2010,0.1694,-1.7757
MA,2011,0.1611,-1.8256
MA,2012,0.1611,-1.8257
MA,2013,0.1505,-1.8937
MA,2014,0.153,-1.8771
MA,2015,0.1462,-1.923
MA,2016,0.1328,-2.0186
MA,2017,0.1282,-2.054
MA,2018,0.1199,-2.1213
MA,2019,0.1197,-2.1226
MA,2020,0.1401,-1.9655
MA,2021,0.1343,-2.0079
MA,2022,0.1168,-2.1474
MI,1976,0.035,-3.3512
MI,1977,0.0365,-3.3093
MI,1978,0.0384,-3.259
MI,1979,0.0376,-3.2803
MI,1980,0.0342,-3.3769
MI,1981,0.0326,-3.4248
MI,1982,0.0304,-3.4928
MI,1983,0.0425,-3.1582
MI,1984,0.0413,-3.1866
MI,1985,0.043,-3.1472
MI,1986,0.0508,-2.9807
MI,1987,0.0445,-3.1121
MI,1988,0.0434,-3.1367
MI,1989,0.0409,-3.1963
MI,1990,0.0396,-3.23
MI,1991,0.0379,-3.2737
MI,1992,0.0336,-3.3941
MI,1993,0.0343,-3.3719
MI,1994,0.0287,-3.5503
MI,1995,0.0339,-3.3843
MI,1996,0.0368,-3.3032
MI,1997,0.0338,-3.3882
MI,1998,0.0313,-3.4641
MI,1999,0.0327,-3.4212
MI,2000,0.0285,-3.5563
MI,2001,0.0379,-3.2738
MI,2002,0.039,-3.2437
MI,2003,0.0402,-3.2129
MI,2004,0.0428,-3.1516
MI,2005,0.0388,-3.2498
MI,2006,0.0435,-3.1349
MI,2007,0.0429,-3.1488
MI,2008,0.0803,-2.522
MI,2009,0.1208,-2.1138
MI,2010,0.1622,-1.819
MI,2011,0.1507,-1.8927
MI,2012,0.1341,-2.0094
MI,2013,0.1216,-2.1072
MI,2014,0.116,-2.1539
MI,2015,0.1136,-2.1755
MI,2016,0.1205,-2.1161
MI,2017,0.1115,-2.194
MI,2018,0.0991,-2.3114
MI,2019,0.0964,-2.3394
MI,2020,0.1104,-2.2035
MI,2021,0.1338,-2.0111
MI,2022,0.1295,-2.0443
MN,1976,0.0509,-2.9774
MN,1977,0.059,-2.83
MN,1978,0.0524,-2.9495
MN,1979,0.0451,-3.0981
MN,1980,0.047,-3.0576
MN,1981,0.0528,-2.941
MN,1982,0.0613,-2.7923
MN,1983,0.0583,-2.8428
MN,1984,0.0632,-2.7613
MN,1985,0.0621,-2.7787
MN,1986,0.0605,-2.8058
MN,1987,0.0642,-2.7453
MN,1988,0.0665,-2.7105
MN,1989,0.0574,-2.8573
MN,1990,0.0644,-2.7421
MN,1991,0.0703,-2.6546
MN,1992,0.0657,-2.7234
MN,1993,0.0665,-2.7104
MN,1994,0.0678,-2.6914
MN,1995,0.0678,-2.6916
MN,1996,0.0637,-2.7534
MN,1997,0.0594,-2.8233
MN,1998,0.0587,-2.8348
MN,1999,0.0641,-2.7473
MN,2000,0.0658,-2.7205
MN,2001,0.0629,-2.767
MN,2002,0.0658,-2.7204
MN,2003,0.0505,-2.9865
MN,2004,0.0565,-2.874
MN,2005,0.0475,-3.0473
MN,2006,0.0462,-3.0746
MN,2007,0.0413,-3.1879
MN,2008,0.0652,-2.7301
MN,2009,0.0912,-2.3948
MN,2010,0.1197,-2.1231
MN,2011,0.114,-2.1714
MN,2012,0.1021,-2.2819
MN,2013,0.1026,-2.2766
MN,2014,0.0957,-2.3467
MN,2015,0.0841,-2.4763
MN,2016,0.0791,-2.5368
MN,2017,0.0843,-2.4736
MN,2018,0.0857,-2.4567
MN,2019,0.081,-2.513
MN,2020,0.1099,-2.208
MN,2021,0.18,-1.7148
MN,2022,0.1706,-1.7682
MS,1976,0.0716,-2.636
MS,1977,0.0698,-2.662
MS,1978,0.0672,-2.7006
MS,1979,0.068,-2.6888
MS,1980,0.0649,-2.7342
MS,1981,0.0652,-2.7299
MS,1982,0.0609,-2.798
MS,1983,0.0616,-2.7872
MS,1984,0.0653,-2.7282
MS,1985,0.0633,-2.7606
MS,1986,0.0645,-2.7408
MS,1987,0.0662,-2.7148
MS,1988,0.0692,-2.6708
MS,1989,0.0687,-2.6774
MS,1990,0.0745,-2.5975
MS,1991,0.0633,-2.7602
MS,1992,0.0792,-2.536
MS,1993,0.0734,-2.6125
MS,1994,0.0749,-2.5919
MS,1995,0.0694,-2.6673
MS,1996,0.0728,-2.6196
MS,1997,0.0738,-2.6062
MS,1998,0.07,-2.6594
MS,1999,0.0754,-2.5845
MS,2000,0.0738,-2.6068
MS,2001,0.0759,-2.5777
MS,2002,0.0704,-2.6531
MS,2003,0.0703,-2.6552
MS,2004,0.0803,-2.5216
MS,2005,0.0835,-2.4832
MS,2006,0.0828,-2.4912
MS,2007,0.0785,-2.545
MS,2008,0.1088,-2.2184
MS,2009,0.1314,-2.0294
MS,2010,0.1523,-1.8817
MS,2011,0.1466,-1.9198
MS,2012,0.1299,-2.041
MS,2013,0.1213,-2.1092
MS,2014,0.1178,-2.1392
MS,2015,0.1085,-2.2211
MS,2016,0.1038,-2.2657
MS,2017,0.1053,-2.2509
MS,2018,0.1022,-2.2805
MS,2019,0.0986,-2.3163
MS,2020,0.0955,-2.3486
MS,2021,0.1551,-1.864
MS,2022,0.1444,-1.9355
MO,1976,0.0638,-2.7523
MO,1977,0.0645,-2.7409
MO,1978,0.0636,-2.7544
MO,1979,0.0638,-2.7513
MO,1980,0.0585,-2.8395
MO,1981,0.0521,-2.9551
MO,1982,0.0617,-2.7851
MO,1983,0.0579,-2.8496
MO,1984,0.0538,-2.9224
MO,1985,0.0445,-3.1126
MO,1986,0.044,-3.1238
MO,1987,0.0401,-3.2154
MO,1988,0.0516,-2.9636
MO,1989,0.0584,-2.8401
MO,1990,0.0558,-2.8859
MO,1991,0.0682,-2.6847
MO,1992,0.0726,-2.6221
MO,1993,0.0699,-2.6602
MO,1994,0.0567,-2.8698
MO,1995,0.0692,-2.6705
MO,1996,0.0616,-2.7865
MO,1997,0.0538,-2.9225
MO,1998,0.0604,-2.8075
MO,1999,0.0731,-2.6157
MO,2000,0.0789,-2.5398
MO,2001,0.0798,-2.5286
MO,2002,0.0807,-2.5171
MO,2003,0.0828,-2.4915
MO,2004,0.0841,-2.4755
MO,2005,0.0829,-2.4903
MO,2006,0.0809,-2.5141
MO,2007,0.0784,-2.5457
MO,2008,0.0976,-2.3269
MO,2009,0.1057,-2.2469
MO,2010,0.1148,-2.1648
MO,2011,0.1089,-2.2172
MO,2012,0.1099,-2.2082
MO,2013,0.1084,-2.2221
MO,2014,0.0946,-2.3579
MO,2015,0.0856,-2.4578
MO,2016,0.0875,-2.4363
MO,2017,0.0795,-2.5322
MO,2018,0.0763,-2.5725
MO,2019,0.0775,-2.5574
MO,2020,0.0969,-2.3339
MO,2021,0.1029,-2.2743
MO,2022,0.0993,-2.3096
MT,1976,0.0333,-3.402
MT,1977,0.0402,-3.2146
MT,1978,0.0393,-3.2367
MT,1979,0.0359,-3.3258
MT,1980,0.036,-3.3244
MT,1981,0.0381,-3.268
MT,1982,0.0384,-3.26
MT,1983,0.044,-3.1232
MT,1984,0.0452,-3.0963
MT,1985,0.043,-3.1462
MT,1986,0.0444,-3.1155
MT,1987,0.0461,-3.0765
MT,1988,0.0388,-3.2492
MT,1989,0.0441,-3.1208
MT,1990,0.0419,-3.1726
MT,1991,0.0399,-3.2209
MT,1992,0.0432,-3.1422
MT,1993,0.0463,-3.0737
MT,1994,0.0419,-3.1723
MT,1995,0.0453,-3.094
MT,1996,0.0417,-3.1766
MT,1997,0.0502,-2.991
MT,1998,0.045,-3.1004
MT,1999,0.0455,-3.091
MT,2000,0.0407,-3.2004
MT,2001,0.0513,-2.9696
MT,2002,0.044,-3.1233
MT,2003,0.0459,-3.0809
MT,2004,0.0414,-3.184
MT,2005,0.0391,-3.2422
MT,2006,0.0409,-3.1966
MT,2007,0.0465,-3.0687
MT,2008,0.0842,-2.4749
MT,2009,0.1212,-2.1103
MT,2010,0.1309,-2.0332
MT,2011,0.1254,-2.0766
MT,2012,0.1222,-2.1021
MT,2013,0.1133,-2.178
MT,2014,0.1015,-2.2874
MT,2015,0.0881,-2.4299
MT,2016,0.0898,-2.4105
MT,2017,0.092,-2.3857
MT,2018,0.0902,-2.4062
MT,2019,0.0842,-2.4745
MT,2020,0.0916,-2.3902
MT,2021,0.1027,-2.2762
MT,2022,0.0958,-2.3458
NE,1976,0.0532,-2.9336
NE,1977,0.0453,-3.0948
NE,1978,0.0478,-3.0415
NE,1979,0.0525,-2.9478
NE,1980,0.0424,-3.1598
NE,1981,0.0455,-3.0906
NE,1982,0.0524,-2.9485
NE,1983,0.0463,-3.0721
NE,1984,0.0554,-2.8935
NE,1985,0.0571,-2.8635
NE,1986,0.0529,-2.9388
NE,1987,0.0525,-2.9462
NE,1988,0.0553,-2.8955
NE,1989,0.0553,-2.8958
NE,1990,0.0576,-2.855
NE,1991,0.0523,-2.9512
NE,1992,0.0531,-2.9356
NE,1993,0.0459,-3.0813
NE,1994,0.0461,-3.0771
NE,1995,0.0423,-3.163
NE,1996,0.0398,-3.2236
NE,1997,0.0475,-3.0474
NE,1998,0.0535,-2.9281
NE,1999,0.0564,-2.8759
NE,2000,0.0504,-2.9883
NE,2001,0.049,-3.016
NE,2002,0.0554,-2.8926
NE,2003,0.0557,-2.8873
NE,2004,0.0669,-2.705
NE,2005,0.067,-2.7027
NE,2006,0.0662,-2.7157
NE,2007,0.0629,-2.7664
NE,2008,0.0921,-2.3845
NE,2009,0.1291,-2.0472
NE,2010,0.1352,-2.0012
NE,2011,0.1158,-2.1556
NE,2012,0.1106,-2.202
NE,2013,0.0979,-2.3236
NE,2014,0.0815,-2.5066
NE,2015,0.0799,-2.5271
NE,2016,0.089,-2.4197
NE,2017,0.0844,-2.4721
NE,2018,0.0846,-2.4692
NE,2019,0.0811,-2.5124
NE,2020,0.1201,-2.119
NE,2021,0.1474,-1.9149
NE,2022,0.1373,-1.9854
NV,1976,0.0499,-2.997
NV,1977,0.0431,-3.145
NV,1978,0.0417,-3.1782
NV,1979,0.0371,-3.2941
NV,1980,0.0451,-3.0978
NV,1981,0.0454,-3.093
NV,1982,0.0461,-3.0759
NV,1983,0.0448,-3.1055
NV,1984,0.0458,-3.083
NV,1985,0.058,-2.8475
NV,1986,0.054,-2.918
NV,1987,0.0491,-3.0141
NV,1988,0.051,-2.9766
NV,1989,0.0372,-3.2911
NV,1990,0.039,-3.2444
NV,1991,0.0383,-3.2634
NV,1992,0.0346,-3.3651
NV,1993,0.0391,-3.2428
NV,1994,0.0404,-3.208
NV,1995,0.0323,-3.4334
NV,1996,0.0314,-3.4599
NV,1997,0.0195,-3.9355
NV,1998,0.0258,-3.6581
NV,1999,0.0308,-3.4801
NV,2000,0.0295,-3.5233
NV,2001,0.0351,-3.3493
NV,2002,0.0306,-3.4884
NV,2003,0.0284,-3.5604
NV,2004,0.0336,-3.3925
NV,2005,0.0323,-3.4323
NV,2006,0.0344,-3.3703
NV,2007,0.0336,-3.3946
NV,2008,0.0598,-2.8175
NV,2009,0.0814,-2.5081
NV,2010,0.0984,-2.319
NV,2011,0.0847,-2.4686
NV,2012,0.0696,-2.6655
NV,2013,0.0695,-2.6663
NV,2014,0.0674,-2.6971
NV,2015,0.0746,-2.5952
NV,2016,0.0638,-2.7514
NV,2017,0.0593,-2.826
NV,2018,0.0559,-2.8837
NV,2019,0.0588,-2.8333
NV,2020,0.0802,-2.523
NV,2021,0.1362,-1.9938
NV,2022,0.1234,-2.092
NH,1976,0.0636,-2.7559
NH,1977,0.0512,-2.9727
NH,1978,0.0515,-2.9669
NH,1979,0.0564,-2.8754
NH,1980,0.051,-2.9761
NH,1981,0.055,-2.901
NH,1982,0.0572,-2.8618
NH,1983,0.0619,-2.7822
NH,1984,0.0634,-2.7583
NH,1985,0.0591,-2.8279
NH,1986,0.0666,-2.7096
NH,1987,0.0657,-2.722
NH,1988,0.0657,-2.722
NH,1989,0.0612,-2.7934
NH,1990,0.06,-2.8128
NH,1991,0.0569,-2.8668
NH,1992,0.0579,-2.8489
NH,1993,0.0682,-2.6859
NH,1994,0.061,-2.7976
NH,1995,0.054,-2.9192
NH,1996,0.0638,-2.752
NH,1997,0.0633,-2.7602
NH,1998,0.0606,-2.8042
NH,1999,0.0669,-2.7042
NH,2000,0.0638,-2.752
NH,2001,0.0735,-2.6111
NH,2002,0.0754,-2.5843
NH,2003,0.0712,-2.642
NH,2004,0.0811,-2.5126
NH,2005,0.0751,-2.5886
NH,2006,0.0771,-2.5625
NH,2007,0.0765,-2.5706
NH,2008,0.1253,-2.0769
NH,2009,0.1402,-1.9647
NH,2010,0.1568,-1.8529
NH,2011,0.1489,-1.9043
NH,2012,0.1332,-2.0156
NH,2013,0.1182,-2.1357
NH,2014,0.1088,-2.218
NH,2015,0.0937,-2.3678
NH,2016,0.0834,-2.4839
NH,2017,0.0861,-2.4528
NH,2018,0.0789,-2.5399
NH,2019,0.0712,-2.6426
NH,2020,0.1269,-2.0644
NH,2021,0.1743,-1.7472
NH,2022,0.1491,-1.9032
NJ,1976,0.0412,-3.1898
NJ,1977,0.0413,-3.1865
NJ,1978,0.0354,-3.3412
NJ,1979,0.0383,-3.262
NJ,1980,0.0437,-3.1315
NJ,1981,0.039,-3.243
NJ,1982,0.0383,-3.2615
NJ,1983,0.0448,-3.1051
NJ,1984,0.0519,-2.9578
NJ,1985,0.0526,-2.9456
NJ,1986,0.0523,-2.95
NJ,1987,0.0449,-3.103
NJ,1988,0.0448,-3.1053
NJ,1989,0.0457,-3.0854
NJ,1990,0.0426,-3.1554
NJ,1991,0.0381,-3.2666
NJ,1992,0.031,-3.4746
NJ,1993,0.0227,-3.7836
NJ,1994,0.015,-4.1997
NJ,1995,0.0211,-3.8606
NJ,1996,0.0239,-3.7327
NJ,1997,0.0232,-3.7654
NJ,1998,0.0233,-3.7602
NJ,1999,0.0261,-3.6462
NJ,2000,0.0265,-3.6288
NJ,2001,0.0211,-3.8608
NJ,2002,0.0278,-3.5845
NJ,2003,0.0303,-3.4975
NJ,2004,0.0322,-3.4365
NJ,2005,0.0366,-3.3072
NJ,2006,0.0321,-3.4404
NJ,2007,0.0384,-3.2598
NJ,2008,0.0706,-2.6502
NJ,2009,0.0965,-2.3378
NJ,2010,0.1226,-2.0991
NJ,2011,0.1077,-2.2286
NJ,2012,0.0947,-2.3571
NJ,2013,0.0839,-2.4777
NJ,2014,0.0795,-2.532
NJ,2015,0.0746,-2.5951
NJ,2016,0.0679,-2.6903
NJ,2017,0.0546,-2.9074
NJ,2018,0.0535,-2.9272
NJ,2019,0.0538,-2.9224
NJ,2020,0.1418,-1.9534
NJ,2021,0.1259,-2.0722
NJ,2022,0.1194,-2.1256
NY,1976,0.0708,-2.6479
NY,1977,0.0737,-2.6074
NY,1978,0.0724,-2.6258
NY,1979,0.0657,-2.7225
NY,1980,0.0646,-2.74
NY,1981,0.0603,-2.8084
NY,1982,0.0577,-2.8529
NY,1983,0.0611,-2.7955
NY,1984,0.0697,-2.6642
NY,1985,0.0713,-2.6413
NY,1986,0.0648,-2.7363
NY,1987,0.067,-2.7031
NY,1988,0.0728,-2.62
NY,1989,0.0692,-2.6712
NY,1990,0.0682,-2.6858
NY,1991,0.068,-2.6886
NY,1992,0.0638,-2.752
NY,1993,0.0671,-2.7018
NY,1994,0.0663,-2.7137
NY,1995,0.0683,-2.6845
NY,1996,0.0635,-2.756
NY,1997,0.0614,-2.7901
NY,1998,0.0652,-2.7298
NY,1999,0.0633,-2.7598
NY,2000,0.072,-2.6309
NY,2001,0.0695,-2.6666
NY,2002,0.0703,-2.6556
NY,2003,0.0745,-2.5968
NY,2004,0.0667,-2.7073
NY,2005,0.0578,-2.8516
NY,2006,0.0506,-2.9842
NY,2007,0.0578,-2.8501
NY,2008,0.0956,-2.348
NY,2009,0.1187,-2.1312
NY,2010,0.1704,-1.7697
NY,2011,0.1734,-1.7523
NY,2012,0.1719,-1.7608
NY,2013,0.1696,-1.7743
NY,2014,0.1653,-1.8
NY,2015,0.1622,-1.8188
NY,2016,0.1527,-1.8792
NY,2017,0.1425,-1.9482
NY,2018,0.1371,-1.9869
NY,2019,0.1312,-2.0307
NY,2020,0.161,-1.8261
NY,2021,0.18,-1.7148
NY,2022,0.1794,-1.7181
NC,1976,0.0369,-3.2994
NC,1977,0.0328,-3.4162
NC,1978,0.0329,-3.4137
NC,1979,0.0361,-3.3224
NC,1980,0.0295,-3.523
NC,1981,0.0317,-3.4507
NC,1982,0.0355,-3.3373
NC,1983,0.0452,-3.0968
NC,1984,0.0387,-3.2517
NC,1985,0.0368,-3.3013
NC,1986,0.0383,-3.2623
NC,1987,0.044,-3.1242
NC,1988,0.0415,-3.1813
NC,1989,0.047,-3.0582
NC,1990,0.0359,-3.3266
NC,1991,0.0299,-3.5084
NC,1992,0.0329,-3.4148
NC,1993,0.0266,-3.6275
NC,1994,0.0224,-3.7982
NC,1995,0.0221,-3.812
NC,1996,0.0283,-3.5635
NC,1997,0.0203,-3.8973
NC,1998,0.0238,-3.7381
NC,1999,0.0311,-3.471
NC,2000,0.0311,-3.4694
NC,2001,0.0303,-3.4964
NC,2002,0.0335,-3.3975
NC,2003,0.0332,-3.4063
NC,2004,0.0408,-3.1985
NC,2005,0.0348,-3.3575
NC,2006,0.035,-3.3517
NC,2007,0.0365,-3.3109
NC,2008,0.0486,-3.0251
NC,2009,0.0798,-2.5278
NC,2010,0.1131,-2.1798
NC,2011,0.0962,-2.3409
NC,2012,0.0894,-2.4145
NC,2013,0.0788,-2.5411
NC,2014,0.0744,-2.5986
NC,2015,0.0695,-2.6667
NC,2016,0.0598,-2.8162
NC,2017,0.0521,-2.9553
NC,2018,0.0517,-2.9624
NC,2019,0.0485,-3.026
NC,2020,0.0655,-2.7259
NC,2021,0.1031,-2.2722
NC,2022,0.0906,-2.401
OH,1976,0.0427,-3.1543
OH,1977,0.0494,-3.0078
OH,1978,0.0541,-2.9167
OH,1979,0.0528,-2.9406
OH,1980,0.0535,-2.9273
OH,1981,0.0564,-2.876
OH,1982,0.0482,-3.0314
OH,1983,0.0468,-3.0608
OH,1984,0.0523,-2.9501
OH,1985,0.0465,-3.0676
OH,1986,0.0496,-3.0043
OH,1987,0.0438,-3.1285
OH,1988,0.0482,-3.0321
OH,1989,0.0493,-3.0101
OH,1990,0.0423,-3.1639
OH,1991,0.0505,-2.9863
OH,1992,0.0476,-3.0444
OH,1993,0.0449,-3.1025
OH,1994,0.0478,-3.0403
OH,1995,0.0549,-2.9024
OH,1996,0.0498,-2.9999
OH,1997,0.0511,-2.9749
OH,1998,0.0539,-2.9205
OH,1999,0.0575,-2.8552
OH,2000,0.0579,-2.849
OH,2001,0.0555,-2.8919
OH,2002,0.0512,-2.9719
OH,2003,0.0523,-2.9504
OH,2004,0.0474,-3.0485
OH,2005,0.0342,-3.3748
OH,2006,0.0403,-3.2107
OH,2007,0.0476,-3.0448
OH,2008,0.0503,-2.9898
OH,2009,0.0976,-2.3266
OH,2010,0.116,-2.1539
OH,2011,0.1034,-2.2687
OH,2012,0.101,-2.2922
OH,2013,0.089,-2.4191
OH,2014,0.0785,-2.5449
OH,2015,0.0716,-2.6373
OH,2016,0.0636,-2.7553
OH,2017,0.0625,-2.7722
OH,2018,0.0692,-2.6711
OH,2019,0.068,-2.6875
OH,2020,0.099,-2.3125
OH,2021,0.1037,-2.2659
OH,2022,0.094,-2.3643
OK,1976,0.0683,-2.6845
OK,1977,0.0705,-2.652
OK,1978,0.0697,-2.6638
OK,1979,0.073,-2.6169
OK,1980,0.0664,-2.7126
OK,1981,0.0546,-2.9073
OK,1982,0.0552,-2.8969
OK,1983,0.0565,-2.874
OK,1984,0.0625,-2.7719
OK,1985,0.0666,-2.7091
OK,1986,0.0666,-2.7083
OK,1987,0.0678,-2.6907
OK,1988,0.064,-2.7487
OK,1989,0.0558,-2.8868
OK,1990,0.0557,-2.8877
OK,1991,0.06,-2.8136
OK,1992,0.0619,-2.783
OK,1993,0.0643,-2.7448
OK,1994,0.0599,-2.8148
OK,1995,0.0572,-2.8614
OK,1996,0.0587,-2.8353
OK,1997,0.0548,-2.9043
OK,1998,0.0518,-2.9613
OK,1999,0.0533,-2.9311
OK,2000,0.057,-2.8655
OK,2001,0.0551,-2.8987
OK,2002,0.0488,-3.0208
OK,2003,0.0457,-3.0849
OK,2004,0.048,-3.0374
OK,2005,0.0497,-3.0014
OK,2006,0.0514,-2.9682
OK,2007,0.0542,-2.9157
OK,2008,0.0852,-2.4627
OK,2009,0.1144,-2.1677
OK,2010,0.1414,-1.9564
OK,2011,0.1237,-2.09
OK,2012,0.1107,-2.2009
OK,2013,0.0986,-2.3166
OK,2014,0.099,-2.3122
OK,2015,0.0916,-2.3908
OK,2016,0.0803,-2.522
OK,2017,0.0781,-2.5495
OK,2018,0.0747,-2.594
OK,2019,0.0721,-2.6296
OK,2020,0.1464,-1.9216
OK,2021,0.1532,-1.8761
OK,2022,0.1338,-2.0115
OR,1976,0.0811,-2.5124
OR,1977,0.08,-2.5256
OR,1978,0.0742,-2.6007
OR,1979,0.0718,-2.6345
OR,1980,0.0764,-2.5722
OR,1981,0.0788,-2.5403
OR,1982,0.077,-2.5636
OR,1983,0.0748,-2.5925
OR,1984,0.0728,-2.6195
OR,1985,0.0685,-2.6811
OR,1986,0.0775,-2.5581
OR,1987,0.0754,-2.5846
OR,1988,0.0814,-2.5085
OR,1989,0.088,-2.4304
OR,1990,0.091,-2.3966
OR,1991,0.0865,-2.448
OR,1992,0.0867,-2.4448
OR,1993,0.0848,-2.4669
OR,1994,0.0788,-2.5405
OR,1995,0.0798,-2.5279
OR,1996,0.0732,-2.615
OR,1997,0.0793,-2.5343
OR,1998,0.0763,-2.5731
OR,1999,0.0771,-2.5632
OR,2000,0.0781,-2.5496
OR,2001,0.0763,-2.5731
OR,2002,0.079,-2.5385
OR,2003,0.076,-2.5775
OR,2004,0.0801,-2.5242
OR,2005,0.0726,-2.623
OR,2006,0.0735,-2.6104
OR,2007,0.0834,-2.4846
OR,2008,0.0987,-2.3158
OR,2009,0.1312,-2.0311
OR,2010,0.1589,-1.8397
OR,2011,0.1497,-1.8991
OR,2012,0.1443,-1.9361
OR,2013,0.1361,-1.9942
OR,2014,0.1259,-2.0722
OR,2015,0.1218,-2.1057
OR,2016,0.1244,-2.0846
OR,2017,0.1164,-2.1506
OR,2018,0.1054,-2.2498
OR,2019,0.1064,-2.2401
OR,2020,0.1285,-2.0517
OR,2021,0.1749,-1.7436
OR,2022,0.1598,-1.8341
PA,1976,0.0609,-2.798
PA,1977,0.0586,-2.8369
PA,1978,0.0626,-2.7714
PA,1979,0.0631,-2.7623
PA,1980,0.0642,-2.7453
PA,1981,0.068,-2.6882
PA,1982,0.0641,-2.7473
PA,1983,0.0667,-2.7069
PA,1984,0.0637,-2.7529
PA,1985,0.0648,-2.7357
PA,1986,0.0608,-2.7993
PA,1987,0.0562,-2.8796
PA,1988,0.0572,-2.8608
PA,1989,0.0482,-3.0317
PA,1990,0.0486,-3.024
PA,1991,0.0424,-3.1613
PA,1992,0.049,-3.0149
PA,1993,0.056,-2.8819
PA,1994,0.0523,-2.9502
PA,1995,0.0557,-2.8881
PA,1996,0.0609,-2.7992
PA,1997,0.0652,-2.7298
PA,1998,0.0655,-2.7261
PA,1999,0.0683,-2.6842
PA,2000,0.0637,-2.7533
PA,2001,0.0635,-2.756
PA,2002,0.0606,-2.8027
PA,2003,0.0569,-2.867
PA,2004,0.0575,-2.8552
PA,2005,0.0597,-2.819
PA,2006,0.0655,-2.7252
PA,2007,0.066,-2.7184
PA,2008,0.1047,-2.2565
PA,2009,0.1455,-1.9277
PA,2010,0.1625,-1.8173
PA,2011,0.1445,-1.9344
PA,2012,0.1356,-1.9982
PA,2013,0.1248,-2.0811
PA,2014,0.1251,-2.0789
PA,2015,0.1092,-2.2144
PA,2016,0.1076,-2.2298
PA,2017,0.1088,-2.2184
PA,2018,0.096,-2.3434
PA,2019,0.0942,-2.3621
PA,2020,0.1097,-2.2104
PA,2021,0.1247,-2.0822
PA,2022,0.1166,-2.1493
RI,1976,0.0574,-2.8583
RI,1977,0.0658,-2.7208
RI,1978,0.0618,-2.7846
RI,1979,0.0622,-2.7771
RI,1980,0.058,-2.8482
RI,1981,0.0513,-2.9708
RI,1982,0.0489,-3.019
RI,1983,0.0496,-3.0042
RI,1984,0.0483,-3.0311
RI,1985,0.0458,-3.0839
RI,1986,0.04,-3.219
RI,1987,0.0415,-3.1829
RI,1988,0.0357,-3.3336
RI,1989,0.0418,-3.1742
RI,1990,0.0439,-3.1253
RI,1991,0.0381,-3.2678
RI,1992,0.0386,-3.2535
RI,1993,0.0369,-3.2992
RI,1994,0.0407,-3.2007
RI,1995,0.0492,-3.0111
RI,1996,0.0407,-3.2007
RI,1997,0.0431,-3.144
RI,1998,0.0439,-3.1269
RI,1999,0.0487,-3.0227
RI,2000,0.0507,-2.9824
RI,2001,0.0476,-3.0445
RI,2002,0.0471,-3.056
RI,2003,0.0442,-3.119
RI,2004,0.051,-2.9758
RI,2005,0.0518,-2.9606
RI,2006,0.0619,-2.7825
RI,2007,0.0611,-2.7959
RI,2008,0.076,-2.5773
RI,2009,0.078,-2.5516
RI,2010,0.1109,-2.1993
RI,2011,0.0971,-2.3323
RI,2012,0.0972,-2.3314
RI,2013,0.0903,-2.4041
RI,2014,0.0874,-2.4369
RI,2015,0.0922,-2.3842
RI,2016,0.0928,-2.3773
RI,2017,0.0875,-2.4356
RI,2018,0.0797,-2.5289
RI,2019,0.0665,-2.7105
RI,2020,0.09,-2.4075
RI,2021,0.106,-2.2441
RI,2022,0.101,-2.2923
SC,1976,0.0484,-3.0287
SC,1977,0.0547,-2.9059
SC,1978,0.0603,-2.8083
SC,1979,0.0657,-2.723
SC,1980,0.0562,-2.8792
SC,1981,0.0569,-2.8656
SC,1982,0.0604,-2.8063
SC,1983,0.0618,-2.7835
SC,1984,0.0644,-2.7426
SC,1985,0.0639,-2.7497
SC,1986,0.0595,-2.8218
SC,1987,0.0506,-2.9848
SC,1988,0.0474,-3.0494
SC,1989,0.061,-2.7965
SC,1990,0.058,-2.8465
SC,1991,0.0479,-3.0392
SC,1992,0.0518,-2.9612
SC,1993,0.056,-2.882
SC,1994,0.0622,-2.7774
SC,1995,0.0639,-2.7499
SC,1996,0.0674,-2.6965
SC,1997,0.0757,-2.5808
SC,1998,0.0706,-2.6511
SC,1999,0.0647,-2.7374
SC,2000,0.0585,-2.8388
SC,2001,0.0568,-2.8689
SC,2002,0.0636,-2.7547
SC,2003,0.0656,-2.7247
SC,2004,0.0672,-2.7002
SC,2005,0.0572,-2.8616
SC,2006,0.0534,-2.9302
SC,2007,0.0441,-3.1212
SC,2008,0.0942,-2.3625
SC,2009,0.1245,-2.0831
SC,2010,0.1638,-1.809
SC,2011,0.1512,-1.8894
SC,2012,0.1405,-1.9626
SC,2013,0.1331,-2.0165
SC,2014,0.1286,-2.0512
SC,2015,0.1233,-2.0935
SC,2016,0.112,-2.1894
SC,2017,0.1145,-2.1672
SC,2018,0.1101,-2.2068
SC,2019,0.1031,-2.2725
SC,2020,0.1563,-1.8558
SC,2021,0.164,-1.8081
SC,2022,0.1668,-1.7909
SD,1976,0.0457,-3.0857
SD,1977,0.0461,-3.078
SD,1978,0.0491,-3.013
SD,1979,0.049,-3.0163
SD,1980,0.0466,-3.0653
SD,1981,0.0463,-3.0716
SD,1982,0.0462,-3.0745
SD,1983,0.0447,-3.1079
SD,1984,0.044,-3.1235
SD,1985,0.0527,-2.9427
SD,1986,0.0547,-2.906
SD,1987,0.052,-2.9559
SD,1988,0.0548,-2.9039
SD,1989,0.0519,-2.9578
