idcode,year,ln_wage,experience,tenure,education,union,married,hours,industry
111,1984,1.4318,13.96,5.27,10,1,1,41.3,9
111,1986,1.245,10.05,1.99,10,0,1,43.4,9
111,1988,1.5424,16.89,4.67,10,0,1,44.9,9
111,1990,1.4326,11.1,7.08,10,0,1,41.4,9
111,1992,1.1492,14.32,3.02,10,0,1,38.4,9
111,1994,1.8673,20.1,4.62,10,0,1,35.4,9
111,1996,1.4288,19.77,5.58,10,0,1,37.8,9
112,1968,1.0696,0.82,1.63,12,1,1,36.0,12
112,1970,0.6568,2.34,0.58,12,0,1,38.0,12
112,1972,1.2676,4.18,3.54,12,1,1,43.6,12
112,1974,1.2158,4.17,3.15,12,0,1,45.4,12
112,1976,1.2556,5.79,2.81,12,0,1,36.1,12
112,1978,1.2604,7.67,3.01,12,1,0,37.2,12
112,1980,1.0984,8.21,0.43,12,0,1,47.4,12
112,1982,1.3786,11.03,1.28,12,0,1,48.8,12
112,1984,1.4735,9.46,3.74,12,0,1,51.3,12
112,1986,1.5736,11.53,4.34,12,0,1,45.7,12
112,1988,1.3832,14.43,3.77,12,0,1,34.7,12
112,1990,1.5253,15.74,8.5,12,0,1,34.8,12
112,1992,1.576,15.84,1.48,12,0,1,48.4,12
112,1994,1.8078,16.13,3.83,12,1,1,36.0,12
112,1996,2.0116,16.42,5.05,12,1,0,38.2,12
113,1968,1.677,5.47,0.1,13,1,0,48.9,2
113,1970,1.5387,2.14,1.91,13,0,0,39.2,2
113,1972,1.541,2.95,2.55,13,0,0,40.3,2
113,1974,1.3868,6.07,1.28,13,0,0,43.7,2
113,1976,1.7381,4.74,4.22,13,0,1,38.7,2
113,1978,1.5781,8.89,4.06,13,0,1,39.7,2
113,1980,1.7933,9.22,0.49,13,0,1,45.9,2
113,1982,1.8938,13.16,3.41,13,0,0,35.3,2
113,1984,1.6615,11.33,3.48,13,0,0,34.1,2
113,1986,1.9506,13.02,9.72,13,0,1,39.8,2
113,1988,2.1011,16.29,2.73,13,0,1,36.5,2
113,1990,2.1456,15.51,6.4,13,0,1,34.2,2
113,1992,2.0564,16.46,6.64,13,0,1,45.8,2
113,1994,2.2714,15.86,4.64,13,1,0,45.8,2
113,1996,2.212,20.61,7.65,13,0,1,45.4,2
114,1968,0.6321,2.95,1.97,8,1,0,47.5,5
114,1970,0.552,0.5,3.07,8,0,0,39.1,5
114,1972,0.3679,3.08,0.9,8,0,0,40.3,5
114,1974,0.7179,3.91,0.1,8,0,0,40.9,5
114,1976,0.501,6.54,5.23,8,0,0,38.5,5
114,1978,0.7634,8.6,3.36,8,0,1,40.7,5
114,1980,0.4038,9.12,0.58,8,0,0,34.4,5
114,1982,0.7462,9.63,4.75,8,1,1,35.6,5
114,1984,0.7905,7.32,5.32,8,0,1,26.1,5
114,1986,0.9867,13.01,2.69,8,1,0,35.3,5
114,1988,0.7953,11.63,6.55,8,0,1,43.4,5
114,1990,0.9921,14.07,3.65,8,0,0,31.4,5
114,1992,0.865,16.75,6.64,8,0,1,41.2,5
114,1994,0.8262,17.18,7.34,8,0,0,33.0,5
114,1996,0.7227,15.88,2.49,8,0,0,38.3,5
115,1968,0.5874,1.02,0.1,11,1,1,36.5,5
115,1970,0.7082,1.51,2.75,11,0,0,37.9,5
115,1972,0.9185,2.19,0.1,11,0,1,52.3,5
115,1974,0.9873,5.37,4.69,11,0,0,41.1,5
115,1976,0.871,3.53,1.64,11,1,1,37.2,5
115,1978,1.0888,5.83,4.65,11,0,1,51.3,5
115,1980,1.0923,8.06,4.49,11,1,1,36.7,5
115,1982,1.2098,8.7,3.67,11,1,0,42.0,5
115,1984,1.174,9.74,3.45,11,0,1,34.3,5
115,1986,1.0172,12.43,6.99,11,0,0,41.7,5
115,1988,1.0323,14.2,5.07,11,0,1,43.8,5
115,1990,1.0894,15.63,4.22,11,0,1,46.7,5
115,1992,1.4433,12.74,7.29,11,0,1,31.0,5
115,1994,1.1234,18.05,6.51,11,0,1,45.0,5
115,1996,1.3806,16.86,6.69,11,0,1,45.5,5
116,1968,1.4047,2.54,0.1,11,1,1,38.6,4
116,1970,1.1435,5.25,0.1,11,0,0,46.1,4
116,1972,1.4342,5.79,0.21,11,0,0,41.0,4
116,1974,1.0828,4.71,2.2,11,0,0,34.8,4
116,1976,1.528,6.81,3.87,11,0,1,38.0,4
116,1978,1.7154,8.78,4.65,11,0,1,40.1,4
116,1980,1.8437,10.71,2.07,11,0,1,47.3,4
116,1982,1.8901,12.57,6.33,11,1,1,43.6,4
116,1984,1.8104,12.85,2.85,11,1,1,49.2,4
116,1986,1.7522,11.46,4.36,11,1,0,42.8,4
116,1988,1.7033,12.78,3.5,11,0,0,31.1,4
116,1990,1.855,15.9,6.07,11,1,0,42.6,4
116,1992,1.73,16.87,8.94,11,0,1,36.1,4
116,1994,1.7053,17.4,5.41,11,0,1,39.6,4
116,1996,2.0261,20.51,4.68,11,0,1,43.4,4
117,1968,1.4319,2.1,0.88,13,1,1,38.7,2
117,1970,1.645,3.57,1.31,13,0,0,40.1,2
117,1972,1.7732,5.66,0.1,13,1,1,39.8,2
117,1974,1.5468,9.78,1.98,13,0,1,36.6,2
117,1976,1.7246,8.54,4.91,13,0,0,43.3,2
117,1978,1.6503,7.36,3.68,13,0,1,42.2,2
117,1980,1.7132,8.58,2.79,13,0,1,34.5,2
117,1982,1.556,6.99,6.86,13,0,1,29.2,2
117,1984,2.0174,13.69,4.33,13,0,1,32.9,2
117,1986,1.8035,12.65,2.83,13,0,1,40.7,2
117,1988,1.8899,13.36,4.19,13,1,1,39.3,2
117,1990,1.969,14.2,5.69,13,0,0,42.2,2
117,1992,1.8561,16.55,4.34,13,0,1,30.0,2
117,1994,1.8642,17.15,4.12,13,1,0,42.1,2
117,1996,2.1294,17.01,7.1,13,1,0,38.2,2
118,1968,1.2985,2.92,4.53,8,0,0,37.0,11
118,1970,1.2379,4.31,0.77,8,0,1,35.0,11
118,1972,0.9233,3.48,1.24,8,0,0,45.5,11
118,1974,1.5079,4.42,5.54,8,0,1,47.0,11
118,1976,1.4682,4.8,1.63,8,0,1,36.7,11
118,1978,1.4893,9.45,1.65,8,0,1,39.7,11
118,1980,1.6756,9.57,1.55,8,1,1,29.9,11
118,1982,1.4404,9.91,2.4,8,0,0,38.3,11
118,1984,1.4057,11.37,2.12,8,1,1,36.0,11
118,1986,1.4206,13.3,0.39,8,0,0,40.0,11
118,1988,1.4988,14.28,4.64,8,0,0,43.2,11
118,1990,1.6155,15.03,5.02,8,0,1,41.3,11
118,1992,1.424,15.34,3.01,8,0,1,43.4,11
118,1994,1.7626,18.71,4.11,8,0,0,33.8,11
118,1996,1.9626,19.2,7.16,8,0,1,38.1,11
119,1968,0.8665,3.65,3.08,11,0,1,40.9,3
119,1970,1.0562,0.5,2.14,11,0,0,41.4,3
119,1972,1.2132,4.62,1.88,11,0,1,37.1,3
119,1974,0.9801,4.42,2.58,11,0,0,47.1,3
119,1976,1.1882,6.35,1.57,11,0,1,42.8,3
119,1978,1.2174,9.25,0.8,11,0,1,39.6,3
119,1980,1.2196,6.4,5.11,11,1,1,43.4,3
119,1982,1.4528,12.93,1.25,11,0,1,38.4,3
119,1984,1.5113,12.73,1.46,11,0,1,47.4,3
119,1986,1.3419,13.26,4.23,11,0,1,47.2,3
119,1988,1.1089,13.0,6.22,11,0,0,33.4,3
119,1990,1.35,14.8,3.24,11,0,1,48.1,3
119,1992,1.4342,14.61,4.49,11,0,1,43.4,3
119,1994,1.5508,15.2,5.62,11,0,1,36.5,3
119,1996,1.1673,17.57,5.88,11,0,0,49.8,3
120,1968,0.9639,2.85,1.23,13,0,1,40.4,11
120,1970,0.9845,2.62,0.18,13,0,0,43.5,11
120,1972,1.4882,4.77,2.57,13,0,0,32.6,11
120,1974,1.1309,4.39,0.1,13,1,0,41.6,11
120,1976,1.25,7.25,2.03,13,0,0,33.7,11
120,1978,1.1617,5.51,2.7,13,0,0,43.1,11
120,1980,1.2497,7.62,5.07,13,0,0,36.3,11
120,1982,1.4425,11.28,3.48,13,0,0,40.4,11
120,1984,1.4137,11.54,4.22,13,0,1,39.2,11
120,1986,1.4444,12.66,2.8,13,0,1,41.5,11
120,1988,1.1273,13.65,4.53,13,0,1,41.7,11
120,1990,1.647,16.15,4.31,13,0,0,42.0,11
120,1992,1.1779,13.85,5.95,13,0,0,38.8,11
120,1994,1.3779,19.16,4.29,13,0,0,32.7,11
120,1996,1.5311,16.45,4.71,13,0,1,47.1,11
121,1968,1.1591,3.12,0.47,11,0,0,37.9,9
121,1970,1.1209,3.66,0.59,11,0,1,44.3,9
121,1972,1.525,3.01,1.73,11,0,0,52.0,9
121,1974,0.9425,4.12,2.62,11,0,1,34.7,9
121,1976,1.1613,5.89,0.1,11,0,0,48.8,9
121,1978,1.3743,9.07,3.08,11,1,0,38.8,9
121,1980,1.3252,9.86,0.1,11,0,0,36.7,9
121,1982,1.2675,10.14,3.54,11,0,0,33.0,9
121,1984,1.5952,13.47,4.89,11,0,1,44.2,9
121,1986,1.4688,14.2,4.36,11,0,0,37.9,9
121,1988,1.5932,14.54,3.04,11,1,1,36.4,9
121,1990,1.6649,15.06,4.87,11,1,0,39.9,9
121,1992,1.6717,15.83,4.28,11,0,1,40.2,9
121,1994,1.3546,18.67,2.71,11,0,1,38.6,9
121,1996,1.6425,20.41,7.61,11,0,1,54.9,9
122,1968,1.6305,1.52,0.1,16,0,0,50.2,1
122,1970,2.0773,6.85,0.1,16,0,0,44.6,1
122,1972,2.0213,7.75,1.42,16,1,0,40.1,1
122,1974,2.2526,6.36,3.4,16,0,0,41.2,1
122,1976,1.9691,9.74,1.97,16,1,0,40.8,1
122,1978,1.9817,11.09,1.98,16,0,0,38.7,1
122,1980,2.1519,11.68,3.68,16,0,0,46.2,1
122,1982,2.3575,9.43,3.16,16,0,1,34.9,1
122,1984,2.0623,12.28,3.54,16,1,1,29.1,1
122,1986,2.0166,14.62,3.4,16,0,1,36.5,1
122,1988,1.9752,15.16,3.28,16,0,1,36.8,1
122,1990,2.0565,17.13,6.2,16,0,1,38.2,1
122,1992,2.4773,18.84,5.15,16,1,1,40.8,1
122,1994,2.5524,18.42,5.91,16,0,1,42.2,1
122,1996,2.5518,22.16,3.68,16,0,0,42.4,1
123,1968,1.1267,0.5,0.1,13,0,1,33.8,8
123,1970,1.2904,0.5,0.1,13,1,1,38.3,8
123,1972,1.1132,5.6,0.19,13,0,0,43.0,8
123,1974,1.3354,5.88,1.23,13,0,0,43.1,8
123,1976,1.5301,6.94,1.41,13,1,1,36.8,8
123,1978,1.2343,7.4,0.1,13,0,0,50.7,8
123,1980,1.3825,8.59,4.29,13,0,1,38.4,8
123,1982,1.2937,12.47,1.49,13,0,1,38.4,8
123,1984,1.5478,12.28,3.65,13,0,0,34.5,8
123,1986,1.5632,14.46,3.35,13,0,1,39.0,8
123,1988,1.9632,15.61,4.86,13,0,0,41.8,8
123,1990,1.6277,15.48,4.52,13,0,1,37.9,8
123,1992,1.6358,13.07,5.28,13,0,1,30.6,8
123,1994,1.7931,17.58,7.71,13,1,0,41.6,8
123,1996,1.9156,17.79,6.42,13,0,1,35.6,8
124,1968,1.2262,1.86,0.1,12,0,0,42.0,1
124,1970,1.3076,3.38,1.48,12,1,1,32.3,1
124,1972,1.3718,3.72,0.53,12,0,0,37.4,1
124,1974,1.5965,2.99,0.34,12,1,1,46.2,1
124,1976,1.5097,5.41,0.2,12,0,1,41.0,1
124,1978,1.3175,6.9,2.23,12,0,1,43.9,1
124,1980,1.7466,6.8,2.73,12,1,1,36.2,1
124,1982,1.4318,8.57,6.07,12,0,1,36.7,1
124,1984,1.6543,11.8,1.82,12,0,0,36.5,1
124,1986,1.8232,14.78,3.94,12,0,0,36.4,1
124,1988,1.6769,15.09,4.07,12,0,0,47.4,1
124,1990,1.927,16.9,4.57,12,0,1,50.8,1
124,1992,1.9493,18.35,3.23,12,1,0,40.9,1
124,1994,1.7585,16.44,7.63,12,0,0,43.1,1
124,1996,1.9102,19.47,6.24,12,0,1,37.9,1
125,1968,0.7146,2.24,0.1,10,0,1,32.4,7
125,1970,0.9694,4.2,0.1,10,0,0,33.3,7
125,1972,0.976,4.53,0.1,10,0,0,39.6,7
125,1974,1.0808,4.84,3.24,10,1,1,39.5,7
125,1976,1.1878,5.91,0.1,10,0,1,47.6,7
125,1978,0.9318,4.98,0.93,10,0,1,34.8,7
125,1980,1.2635,10.18,1.4,10,0,0,42.8,7
125,1982,1.0464,13.45,2.27,10,0,1,34.4,7
125,1984,1.2424,12.04,4.34,10,0,1,40.4,7
125,1986,1.3067,11.74,3.95,10,0,0,34.2,7
125,1988,1.1925,13.44,7.21,10,0,0,39.9,7
125,1990,1.5766,15.63,6.62,10,1,0,40.6,7
125,1992,1.2373,15.36,6.62,10,0,1,44.6,7
125,1994,1.4914,16.1,5.28,10,0,0,24.6,7
125,1996,1.4778,17.92,7.7,10,0,1,34.1,7
126,1968,1.8324,3.52,2.76,17,0,1,43.6,9
126,1970,1.6029,3.31,0.1,17,0,0,35.9,9
126,1972,2.2487,5.54,0.65,17,1,1,36.4,9
126,1974,2.141,6.96,2.15,17,0,0,39.1,9
126,1976,2.0691,5.77,2.57,17,0,0,47.4,9
126,1978,2.2024,9.42,4.22,17,1,0,37.9,9
126,1980,2.2123,11.25,1.82,17,0,0,40.8,9
126,1982,2.3249,10.87,1.89,17,1,1,42.6,9
126,1984,2.3048,13.03,1.76,17,0,1,38.7,9
126,1986,2.4151,17.87,3.65,17,0,0,43.3,9
126,1988,2.4896,15.92,6.74,17,1,0,36.4,9
126,1990,2.4753,16.26,3.34,17,0,1,32.7,9
126,1992,2.4794,18.16,6.68,17,0,1,42.1,9
126,1994,2.4404,18.87,4.56,17,1,0,38.6,9
126,1996,2.6183,20.84,7.57,17,0,0,33.3,9
127,1968,0.909,0.5,2.04,13,1,0,32.9,5
127,1970,0.9144,1.74,0.1,13,0,1,40.3,5
127,1972,1.017,4.05,4.13,13,0,1,37.7,5
127,1974,1.0905,4.84,4.13,13,0,1,49.0,5
127,1976,1.1676,4.64,0.73,13,1,0,41.8,5
127,1978,1.5105,7.37,1.69,13,0,0,46.5,5
127,1980,1.4828,8.61,1.13,13,0,1,32.8,5
127,1982,1.2758,9.67,2.89,13,0,1,44.6,5
127,1984,1.648,11.1,4.5,13,1,1,37.5,5
127,1986,1.5391,14.65,6.52,13,1,0,46.9,5
127,1988,1.3981,12.54,5.17,13,0,1,40.3,5
127,1990,1.7547,14.22,7.15,13,0,1,43.2,5
127,1992,1.6728,16.15,6.08,13,1,0,39.9,5
127,1994,1.5222,16.87,3.91,13,0,0,37.1,5
127,1996,1.5693,19.98,5.65,13,0,1,36.2,5
128,1968,0.7791,1.9,1.58,9,0,0,44.8,7
128,1970,1.086,3.43,0.1,9,0,1,43.6,7
128,1972,0.9745,6.6,1.46,9,0,0,35.0,7
128,1974,0.994,5.5,0.87,9,0,1,38.3,7
128,1976,1.2451,6.7,3.52,9,0,1,50.3,7
128,1978,1.3787,9.48,1.79,9,0,0,43.0,7
128,1980,1.0919,11.35,3.09,9,0,0,38.7,7
128,1982,1.5417,10.13,4.51,9,0,0,41.9,7
128,1984,1.5992,12.46,3.35,9,1,1,40.0,7
128,1986,1.6444,13.53,7.49,9,0,0,36.7,7
128,1988,1.4055,12.68,4.75,9,0,0,44.9,7
128,1990,1.129,14.93,2.14,9,1,0,46.7,7
128,1992,1.2904,15.48,7.38,9,0,1,43.3,7
128,1994,1.5192,15.85,7.09,9,0,1,33.6,7
128,1996,1.356,18.17,6.73,9,1,1,43.4,7
129,1968,1.2482,1.11,0.67,10,0,1,43.0,3
129,1970,1.2175,1.7,0.61,10,1,0,48.0,3
129,1972,1.4731,6.23,1.28,10,0,1,35.8,3
129,1974,1.3772,4.58,2.53,10,0,1,45.4,3
129,1976,1.3274,6.2,2.38,10,0,1,36.3,3
129,1978,1.3731,7.47,1.36,10,0,0,45.3,3
129,1980,1.6494,11.66,1.88,10,0,1,46.4,3
129,1982,1.4121,10.72,3.63,10,0,0,41.3,3
129,1984,1.5629,10.47,3.86,10,0,1,31.1,3
129,1986,1.4434,12.64,3.44,10,0,1,37.8,3
129,1988,1.5615,12.97,9.18,10,0,1,36.0,3
129,1990,1.465,13.44,6.59,10,0,0,44.6,3
129,1992,1.7391,16.05,6.32,10,0,1,40.1,3
129,1994,2.0165,16.24,9.05,10,1,0,35.8,3
129,1996,2.0254,19.95,4.89,10,1,0,40.4,3
130,1968,1.2971,3.06,3.37,12,0,0,45.4,12
130,1970,1.1966,3.02,0.12,12,0,0,41.3,12
130,1972,1.3228,2.81,3.24,12,1,0,40.6,12
130,1974,1.3394,5.56,4.45,12,0,0,44.6,12
130,1976,1.2161,7.22,0.67,12,0,0,34.9,12
130,1978,1.3963,9.2,1.24,12,0,1,41.8,12
130,1980,1.1599,8.8,6.66,12,0,1,37.7,12
130,1982,1.5078,9.71,2.89,12,1,1,48.9,12
130,1984,1.4189,9.95,3.8,12,0,1,45.2,12
130,1986,1.483,9.83,2.92,12,0,1,41.5,12
130,1988,1.3353,12.99,3.56,12,0,0,37.4,12
130,1990,1.3988,14.26,6.57,12,0,1,42.7,12
130,1992,1.3451,13.4,4.37,12,0,1,31.8,12
130,1994,1.3796,17.13,3.75,12,0,0,44.0,12
130,1996,1.8673,19.38,5.34,12,1,1,39.2,12
131,1968,1.1678,0.65,0.1,15,0,1,43.9,5
131,1970,1.2397,4.9,0.1,15,0,1,44.8,5
131,1972,0.9604,1.62,0.49,15,0,0,34.6,5
131,1974,1.1287,7.44,0.1,15,0,0,47.3,5
131,1976,0.9979,2.8,0.17,15,0,0,34.4,5
131,1978,1.1347,7.22,0.1,15,0,1,50.2,5
131,1980,0.9021,4.29,0.48,15,0,0,39.0,5
131,1982,1.3132,10.35,4.96,15,1,0,44.5,5
131,1984,1.1054,9.46,2.74,15,0,1,29.9,5
131,1986,1.3216,10.87,5.65,15,0,1,44.0,5
131,1988,1.4765,15.06,4.27,15,0,1,42.3,5
131,1990,1.6509,14.8,6.12,15,0,1,42.5,5
131,1992,1.1672,12.98,5.62,15,0,0,45.1,5
131,1994,1.3956,17.01,6.61,15,0,0,41.1,5
131,1996,1.6097,17.35,8.53,15,1,1,39.1,5
132,1968,1.0145,0.54,1.59,10,1,1,34.3,8
132,1970,0.9874,0.75,3.37,10,1,1,40.7,8
132,1972,0.8868,4.29,1.47,10,0,0,36.0,8
132,1974,1.2523,6.75,1.35,10,0,1,39.2,8
132,1976,1.157,6.53,0.88,10,0,0,26.0,8
132,1978,0.9174,6.06,2.04,10,0,1,41.9,8
132,1980,1.3024,8.2,2.46,10,0,0,31.5,8
132,1982,1.1541,9.42,2.84,10,1,0,35.3,8
132,1984,1.4464,13.86,3.64,10,0,1,36.1,8
132,1986,1.5935,13.76,8.28,10,1,1,28.3,8
132,1988,1.3972,12.75,4.64,10,0,1,41.0,8
132,1990,1.5888,15.07,4.42,10,1,0,47.0,8
132,1992,1.802,17.15,4.94,10,0,1,47.5,8
132,1994,1.2435,16.06,4.06,10,0,0,32.0,8
132,1996,1.5404,18.29,9.51,10,0,0,33.0,8
133,1968,1.0472,3.11,0.6,12,0,0,37.1,3
133,1970,1.0962,5.81,1.58,12,0,0,44.3,3
133,1972,1.2807,4.25,0.99,12,1,0,49.9,3
133,1974,1.3655,4.81,2.55,12,0,0,28.5,3
133,1976,0.9236,4.61,0.1,12,0,1,47.3,3
133,1978,1.3401,8.08,4.72,12,0,1,43.4,3
133,1980,1.6756,9.96,3.08,12,0,1,39.1,3
133,1982,1.5123,9.74,3.11,12,0,1,35.7,3
133,1984,1.6643,12.04,4.3,12,0,0,53.7,3
133,1986,1.307,10.48,2.39,12,0,0,41.2,3
133,1988,1.3795,13.15,4.12,12,0,0,47.1,3
133,1990,1.6719,16.24,5.22,12,1,0,33.8,3
133,1992,1.7289,16.07,7.16,12,0,1,38.4,3
133,1994,1.7456,19.43,3.81,12,0,0,38.8,3
133,1996,1.5725,17.44,10.09,12,0,0,37.1,3
134,1968,1.9661,6.91,0.1,12,0,1,38.0,4
134,1970,1.6304,4.46,3.7,12,0,0,44.6,4
134,1972,1.7081,5.53,4.14,12,0,1,48.3,4
134,1974,1.7425,7.1,1.24,12,1,1,33.5,4
134,1976,1.9784,8.33,0.65,12,1,0,38.8,4
134,1978,1.4699,9.13,5.84,12,0,0,35.1,4
134,1980,1.8283,9.9,4.98,12,1,0,48.2,4
134,1982,1.7385,12.48,2.19,12,1,0,34.2,4
134,1984,1.9575,13.37,5.01,12,0,0,31.9,4
134,1986,2.1532,14.03,7.12,12,1,1,41.2,4
134,1988,1.8547,14.88,2.75,12,0,0,33.5,4
134,1990,1.9716,14.41,4.79,12,0,0,39.6,4
134,1992,1.813,19.47,5.29,12,0,1,45.1,4
134,1994,2.1293,19.04,7.31,12,0,1,39.8,4
134,1996,1.9342,17.93,5.48,12,0,1,40.1,4
135,1968,1.5442,2.69,3.23,14,0,1,34.4,9
135,1970,1.4525,4.94,0.71,14,1,0,28.2,9
135,1972,1.3736,4.11,1.36,14,0,0,32.6,9
135,1974,1.5101,6.51,0.1,14,1,1,50.2,9
135,1976,1.3955,6.19,0.88,14,0,1,38.7,9
135,1978,1.4601,8.31,0.13,14,0,0,48.9,9
135,1980,1.808,8.65,3.91,14,1,0,38.3,9
135,1982,1.7024,10.89,4.37,14,0,0,44.8,9
135,1984,1.4778,13.63,3.15,14,0,0,30.0,9
135,1986,1.9691,12.33,4.49,14,0,1,34.0,9
135,1988,1.5772,16.05,5.9,14,0,0,46.3,9
135,1990,1.9462,16.28,6.01,14,0,0,44.8,9
135,1992,1.7587,17.1,5.91,14,0,0,41.8,9
135,1994,1.7564,17.4,1.69,14,0,1,37.9,9
135,1996,2.019,17.05,5.6,14,0,0,46.5,9
136,1968,0.8951,2.59,0.74,12,0,0,43.1,5
136,1970,1.131,3.06,0.92,12,0,0,38.7,5
136,1972,1.0307,4.14,0.1,12,1,1,45.4,5
136,1974,0.9122,2.75,3.03,12,1,0,30.7,5
136,1976,1.0082,2.57,0.82,12,0,0,42.1,5
136,1978,1.2256,5.48,1.78,12,0,1,45.6,5
136,1980,1.2791,5.05,5.51,12,1,1,38.6,5
136,1982,1.14,8.79,4.14,12,0,0,35.9,5
136,1984,1.0802,11.27,4.24,12,0,0,40.7,5
136,1986,1.6977,14.15,5.59,12,1,0,37.1,5
136,1988,1.7399,10.74,5.09,12,0,1,49.5,5
136,1990,1.6991,17.86,5.94,12,1,1,49.2,5
136,1992,1.5045,19.35,5.55,12,0,0,29.8,5
136,1994,1.9303,17.67,5.99,12,1,1,34.2,5
136,1996,1.5786,19.94,5.11,12,0,1,37.6,5
137,1968,0.8197,2.68,0.1,13,0,0,37.9,1
137,1970,0.8675,0.95,2.23,13,0,0,38.8,1
137,1972,1.1785,4.16,0.29,13,0,1,42.6,1
137,1974,0.8631,1.0,4.1,13,0,0,32.6,1
137,1976,1.2546,5.35,2.55,13,0,0,46.5,1
137,1978,1.3711,8.22,3.03,13,0,0,43.8,1
137,1980,0.9893,8.61,3.97,13,0,0,55.7,1
137,1982,1.2292,6.76,4.52,13,0,1,41.9,1
137,1984,1.0567,8.77,2.72,13,0,0,39.8,1
137,1986,1.0908,12.62,3.56,13,0,0,33.1,1
137,1988,1.4741,14.78,2.75,13,0,1,33.4,1
137,1990,1.7172,16.96,8.18,13,0,1,39.3,1
137,1992,1.5313,13.89,4.52,13,0,1,35.4,1
137,1994,1.6149,17.74,5.4,13,0,0,44.2,1
137,1996,1.6754,20.37,8.46,13,0,0,34.6,1
138,1968,1.6131,1.52,4.52,12,1,1,48.3,4
138,1970,1.4354,5.27,3.58,12,1,0,30.5,4
138,1972,1.3052,2.96,1.06,12,0,1,42.1,4
138,1974,1.2225,4.91,0.1,12,0,1,40.8,4
138,1976,1.5661,6.0,3.85,12,0,0,41.9,4
138,1978,1.039,7.85,1.6,12,0,0,41.3,4
138,1980,1.542,10.83,3.54,12,0,0,39.0,4
138,1982,1.553,11.68,4.17,12,0,1,37.2,4
138,1984,1.2335,13.54,5.25,12,0,0,37.8,4
138,1986,1.6745,12.9,3.67,12,0,1,36.8,4
138,1988,1.741,16.21,4.72,12,0,0,36.9,4
138,1990,1.692,17.83,4.7,12,0,1,57.5,4
138,1992,1.6165,16.01,5.11,12,0,1,32.7,4
138,1994,1.8549,16.39,4.0,12,0,1,43.9,4
138,1996,1.6573,19.78,5.69,12,0,1,37.8,4
139,1968,1.3345,3.71,0.1,9,0,0,37.2,7
139,1970,1.3682,4.21,2.23,9,0,0,43.4,7
139,1972,1.5893,5.86,0.32,9,0,1,43.3,7
139,1974,1.5943,4.89,0.75,9,1,0,33.9,7
139,1976,1.8443,9.63,0.1,9,1,0,38.7,7
139,1978,1.6415,8.37,1.06,9,0,0,40.5,7
139,1980,1.4143,10.87,3.51,9,0,1,38.2,7
139,1982,1.8567,11.61,4.33,9,0,0,38.6,7
139,1984,1.784,13.36,6.62,9,0,0,41.0,7
139,1986,2.0376,16.14,5.46,9,0,0,41.8,7
139,1988,1.9632,16.32,4.15,9,1,0,30.4,7
139,1990,2.0516,16.91,4.45,9,1,1,41.5,7
139,1992,1.9277,18.65,3.18,9,0,0,35.8,7
139,1994,2.3208,19.96,5.01,9,0,0,42.1,7
139,1996,2.6165,22.97,6.45,9,1,1,34.5,7
140,1968,1.6526,2.6,0.1,13,0,0,36.9,10
140,1970,1.6157,3.12,1.36,13,0,0,39.3,10
140,1972,1.7727,6.01,1.29,13,0,0,47.7,10
140,1974,1.9529,8.17,0.1,13,1,1,40.0,10
140,1976,1.7413,8.79,4.28,13,1,0,40.3,10
140,1978,2.0302,8.73,0.1,13,0,1,44.8,10
140,1980,2.1161,11.47,1.67,13,0,1,52.6,10
140,1982,2.2841,14.04,3.59,13,0,1,39.7,10
140,1984,2.2338,12.75,3.25,13,1,0,39.0,10
140,1986,2.2408,13.54,7.22,13,0,0,36.6,10
140,1988,2.241,11.98,4.21,13,1,0,41.9,10
140,1990,2.4138,16.13,5.12,13,1,1,48.5,10
140,1992,2.0903,17.6,5.25,13,1,0,44.4,10
140,1994,2.3546,18.7,3.82,13,0,0,43.8,10
140,1996,2.2005,19.7,6.8,13,0,1,42.8,10
141,1968,0.7829,1.73,0.54,11,0,0,42.9,4
141,1970,0.9172,2.77,1.25,11,0,0,34.3,4
141,1972,0.9674,3.56,3.58,11,0,1,42.8,4
141,1974,1.0599,6.25,1.14,11,0,0,31.9,4
141,1976,1.2837,5.75,1.37,11,1,1,36.0,4
141,1978,1.0179,7.32,1.79,11,0,0,37.0,4
141,1980,1.0517,7.67,2.29,11,0,0,43.6,4
141,1982,1.3252,9.97,2.72,11,0,1,36.4,4
141,1984,1.3451,13.43,2.71,11,0,0,38.5,4
141,1986,1.3778,9.19,1.51,11,0,1,45.4,4
141,1988,1.3132,13.87,4.3,11,0,0,38.1,4
141,1990,1.3149,13.3,6.84,11,0,0,36.3,4
141,1992,1.4379,17.55,4.77,11,1,1,47.6,4
141,1994,1.237,16.33,3.14,11,0,0,48.9,4
141,1996,1.5911,19.72,6.69,11,0,1,42.7,4
142,1968,1.3958,1.71,4.19,14,1,1,40.1,10
142,1970,1.3494,2.82,1.47,14,1,1,36.8,10
142,1972,1.1361,1.91,1.17,14,1,0,37.2,10
142,1974,1.4066,6.47,2.29,14,0,1,40.1,10
142,1976,1.4707,6.38,0.16,14,1,1,47.1,10
142,1978,1.2262,7.54,0.81,14,0,0,34.7,10
142,1980,1.3687,5.79,0.13,14,0,1,35.7,10
142,1982,1.3606,8.65,2.73,14,1,0,45.5,10
142,1984,1.7526,11.01,5.17,14,0,0,42.3,10
142,1986,1.2586,10.24,7.22,14,0,0,34.4,10
