countrycode,year,rgdpna,rkna,emp,labsh,pop,hc
DNK,1992,508.96,1260.37,22.95,0.5559,54.96,2.935
DNK,1993,505.01,1312.53,22.92,0.541,55.12,2.946
DNK,1994,529.25,1331.96,22.72,0.5502,55.57,2.959
DNK,1995,559.8,1343.23,23.09,0.5707,56.18,2.968
DNK,1996,573.93,1366.47,22.88,0.5502,56.95,2.98
DNK,1997,569.43,1415.21,22.64,0.573,57.58,2.998
DNK,1998,594.74,1467.72,22.54,0.559,58.47,3.013
DNK,1999,602.32,1512.53,22.53,0.5336,58.95,3.033
DNK,2000,628.53,1529.99,22.54,0.5264,59.62,3.049
DNK,2001,665.61,1528.71,22.74,0.5336,60.19,3.062
DNK,2002,706.11,1535.19,22.44,0.5165,60.87,3.08
DNK,2003,751.88,1587.26,22.8,0.5479,61.98,3.097
DNK,2004,807.88,1685.48,23.32,0.5235,62.33,3.109
DNK,2005,844.58,1723.29,23.39,0.5041,63.0,3.125
DNK,2006,894.03,1778.34,23.67,0.5186,64.02,3.136
DNK,2007,948.54,1862.42,23.92,0.5301,64.48,3.145
DNK,2008,1004.26,1946.15,23.73,0.5462,65.28,3.155
DNK,2009,992.76,1999.96,23.75,0.5684,66.41,3.172
DNK,2010,1033.21,2102.46,24.07,0.5453,67.11,3.203
DNK,2011,1024.85,2125.71,23.8,0.5518,67.83,3.221
DNK,2012,997.75,2223.14,23.72,0.5719,68.33,3.238
DNK,2013,1033.06,2307.79,23.94,0.564,68.76,3.254
DNK,2014,1031.57,2406.88,24.13,0.5857,69.34,3.268
DNK,2015,1052.27,2423.58,24.34,0.5637,70.0,3.282
DNK,2016,1058.49,2427.67,24.04,0.5276,70.48,3.295
DNK,2017,1066.41,2535.27,23.92,0.5287,70.78,3.307
DNK,2018,1139.63,2513.56,23.95,0.5548,71.46,3.32
DNK,2019,1104.95,2551.16,24.39,0.5601,72.14,3.33
ESP,1970,683.13,1054.58,11.68,0.6324,29.73,2.354
ESP,1971,702.61,1079.5,11.79,0.6158,29.68,2.373
ESP,1972,711.79,1060.87,11.84,0.6348,30.17,2.388
ESP,1973,742.17,1067.75,11.7,0.6543,30.27,2.402
ESP,1974,747.82,1076.32,11.98,0.6811,30.77,2.416
ESP,1975,765.35,1055.04,12.22,0.6599,30.83,2.425
ESP,1976,763.71,1050.45,12.21,0.6297,31.0,2.445
ESP,1977,750.95,1071.62,12.42,0.6051,31.16,2.458
ESP,1978,788.55,1092.54,12.41,0.5803,31.49,2.477
ESP,1979,809.99,1101.11,12.37,0.5956,31.6,2.498
ESP,1980,807.46,1129.45,12.18,0.595,31.76,2.508
ESP,1981,798.14,1128.93,12.27,0.5505,31.99,2.513
ESP,1982,796.5,1157.96,12.0,0.5536,32.17,2.535
ESP,1983,800.04,1185.71,12.08,0.5816,32.08,2.551
ESP,1984,824.55,1317.1,11.89,0.5801,32.62,2.567
ESP,1985,836.49,1323.88,11.88,0.5545,32.93,2.586
ESP,1986,839.7,1309.28,11.89,0.5561,33.41,2.603
ESP,1987,835.43,1352.26,12.03,0.5645,33.99,2.621
ESP,1988,851.29,1414.01,12.0,0.57,34.39,2.636
ESP,1989,867.38,1443.55,12.05,0.6093,34.7,2.656
ESP,1990,903.81,1449.93,12.0,0.6228,35.15,2.678
ESP,1991,902.86,1463.93,11.87,0.6346,35.36,2.691
ESP,1992,934.82,1479.39,11.96,0.6246,35.44,2.691
ESP,1993,945.28,1446.35,12.17,0.6253,35.87,2.714
ESP,1994,935.26,1528.17,12.35,0.6392,36.11,2.723
ESP,1995,928.74,1529.55,12.34,0.6506,36.21,2.737
ESP,1996,954.09,1532.26,12.18,0.5959,36.55,2.751
ESP,1997,932.95,1627.89,12.35,0.6211,36.86,2.762
ESP,1998,963.87,1659.9,12.45,0.6282,37.4,2.779
ESP,1999,934.98,1648.03,12.49,0.5959,37.72,2.806
ESP,2000,993.54,1696.04,12.57,0.5768,37.98,2.821
ESP,2001,1018.39,1673.04,12.67,0.5443,38.25,2.832
ESP,2002,1024.03,1773.39,12.81,0.5695,38.3,2.839
ESP,2003,1075.02,1780.6,12.86,0.5516,38.87,2.847
ESP,2004,1075.93,1850.93,12.73,0.5558,38.63,2.865
ESP,2005,1133.55,1858.79,12.74,0.5304,39.17,2.878
ESP,2006,1160.24,1906.23,12.74,0.5003,39.49,2.89
ESP,2007,1196.69,1891.63,12.81,0.5221,39.89,2.905
ESP,2008,1185.21,1910.9,12.95,0.5324,40.24,2.921
ESP,2009,1231.89,1850.31,13.17,0.56,40.5,2.942
ESP,2010,1206.06,1847.69,13.2,0.6054,40.67,2.953
ESP,2011,1208.9,1884.21,13.1,0.6089,40.91,2.967
ESP,2012,1228.07,1889.34,12.97,0.64,41.31,2.982
ESP,2013,1259.13,1948.43,12.87,0.6308,41.99,3.005
ESP,2014,1256.06,2062.0,13.04,0.625,42.45,3.019
ESP,2015,1324.68,2099.67,12.85,0.6125,42.55,3.035
ESP,2016,1347.64,2191.68,12.66,0.5711,42.92,3.054
ESP,2017,1369.66,2246.09,12.62,0.5993,43.55,3.072
ESP,2018,1390.77,2310.34,12.59,0.6313,44.08,3.092
ESP,2019,1388.21,2364.53,12.49,0.6296,44.57,3.098
EST,1970,2434.91,4928.01,6.21,0.495,19.45,2.616
EST,1971,2456.55,4997.06,6.23,0.481,19.61,2.636
EST,1972,2495.74,5041.24,6.29,0.45,19.76,2.652
EST,1973,2493.31,5175.11,6.3,0.4504,19.99,2.668
EST,1974,2576.56,5235.73,6.3,0.476,20.22,2.68
EST,1975,2537.14,5275.24,6.37,0.481,20.3,2.692
EST,1976,2500.56,5310.84,6.45,0.4898,20.22,2.701
EST,1977,2561.29,5437.37,6.47,0.4747,20.37,2.709
EST,1978,2667.33,5461.52,6.6,0.4908,20.45,2.718
EST,1979,2729.07,5521.7,6.61,0.4822,20.67,2.726
EST,1980,2802.54,5527.41,6.68,0.478,20.94,2.747
EST,1981,2866.1,5563.34,6.81,0.4751,20.99,2.761
EST,1982,2936.82,5723.6,6.92,0.475,21.18,2.767
EST,1983,2923.42,5935.08,6.83,0.5034,21.27,2.783
EST,1984,3010.74,6063.88,6.96,0.5136,21.47,2.794
EST,1985,3084.95,6125.48,6.96,0.5256,21.74,2.818
EST,1986,3211.24,6286.84,6.88,0.5343,22.11,2.829
EST,1987,3298.06,6301.62,6.96,0.5058,22.15,2.848
EST,1988,3405.19,6421.46,6.97,0.4979,22.09,2.865
EST,1989,3442.96,6516.08,6.99,0.4981,22.23,2.879
EST,1990,3575.39,6439.62,6.99,0.501,22.31,2.894
EST,1991,3723.29,6692.48,6.97,0.5027,22.49,2.905
EST,1992,3819.78,6773.29,6.93,0.4799,22.64,2.925
EST,1993,3995.33,6895.37,6.98,0.5076,22.84,2.946
EST,1994,4053.69,7020.31,7.06,0.5276,22.89,2.97
EST,1995,4193.73,7019.09,6.95,0.5021,23.16,2.986
EST,1996,4363.34,7068.04,6.96,0.4735,23.38,2.998
EST,1997,4437.64,7148.11,7.04,0.4815,23.89,3.008
EST,1998,4609.74,7117.24,6.98,0.4794,24.01,3.02
EST,1999,4685.04,7248.14,7.09,0.4723,24.22,3.04
EST,2000,4705.68,7213.02,7.21,0.4628,24.55,3.053
EST,2001,4719.73,7350.3,7.37,0.4927,24.84,3.072
EST,2002,4800.35,7559.11,7.46,0.4837,25.22,3.079
EST,2003,4960.59,7705.13,7.48,0.5377,25.39,3.091
EST,2004,4981.47,7828.88,7.61,0.5375,25.88,3.099
EST,2005,5221.25,7944.54,7.58,0.541,25.95,3.115
EST,2006,5340.07,8190.34,7.56,0.5163,26.34,3.141
EST,2007,5483.06,8221.22,7.44,0.502,26.66,3.155
EST,2008,5644.65,8447.3,7.57,0.5279,26.72,3.168
EST,2009,5551.76,8452.7,7.63,0.5158,26.8,3.184
EST,2010,5634.99,8528.42,7.57,0.4678,27.02,3.196
EST,2011,5655.73,8631.41,7.59,0.5071,27.37,3.205
EST,2012,5933.5,8678.74,7.64,0.5519,27.66,3.218
EST,2013,5878.58,8969.36,7.62,0.512,27.83,3.231
EST,2014,5909.55,9178.85,7.66,0.5263,27.96,3.247
EST,2015,5851.49,9420.92,7.71,0.5189,28.38,3.258
EST,2016,5940.22,9655.84,7.69,0.5068,28.54,3.267
EST,2017,5980.65,9821.29,7.83,0.5019,28.82,3.278
EST,2018,6192.94,10021.16,7.81,0.5105,29.18,3.289
EST,2019,6298.26,10111.12,8.06,0.5091,29.49,3.306
FIN,1970,451.05,903.54,59.46,0.5103,155.86,2.471
FIN,1971,471.05,941.48,58.71,0.519,157.95,2.492
FIN,1972,492.34,1001.87,59.28,0.5305,160.29,2.507
FIN,1973,552.18,1059.19,59.92,0.5023,160.55,2.523
FIN,1974,570.64,1069.11,60.3,0.5223,163.13,2.533
FIN,1975,583.96,1072.79,60.37,0.5128,164.11,2.541
FIN,1976,597.28,1084.62,58.92,0.5375,167.13,2.555
FIN,1977,614.42,1076.13,60.23,0.5361,170.08,2.575
FIN,1978,635.94,1062.28,60.28,0.5229,171.56,2.589
FIN,1979,651.54,1089.99,60.62,0.5085,172.02,2.597
FIN,1980,695.65,1050.78,61.63,0.5066,174.61,2.599
FIN,1981,705.48,1078.74,61.31,0.542,175.56,2.617
FIN,1982,700.17,1056.33,61.42,0.5461,176.78,2.63
FIN,1983,734.48,1153.35,62.23,0.5353,178.16,2.643
FIN,1984,790.66,1163.68,62.57,0.5214,179.63,2.651
FIN,1985,823.57,1194.76,63.2,0.5462,180.59,2.662
FIN,1986,905.07,1164.55,63.8,0.5232,182.48,2.679
FIN,1987,978.31,1118.82,64.44,0.5036,181.66,2.702
FIN,1988,984.4,1109.98,64.63,0.4727,185.03,2.712
FIN,1989,1073.23,1209.03,64.89,0.5295,185.36,2.735
FIN,1990,1133.87,1212.92,65.18,0.534,186.7,2.757
FIN,1991,1207.33,1206.92,66.42,0.5443,188.49,2.779
FIN,1992,1190.78,1240.12,66.4,0.5447,188.53,2.807
FIN,1993,1142.06,1274.38,67.16,0.5358,190.16,2.815
FIN,1994,1186.48,1280.67,66.03,0.551,192.83,2.831
FIN,1995,1232.58,1361.69,66.51,0.5365,195.26,2.852
FIN,1996,1285.12,1409.09,66.0,0.5156,197.11,2.864
FIN,1997,1282.65,1402.6,67.76,0.5561,200.02,2.873
FIN,1998,1324.79,1386.4,67.63,0.5708,200.71,2.886
FIN,1999,1422.02,1452.91,69.55,0.5815,200.83,2.907
FIN,2000,1411.08,1541.63,70.13,0.5473,202.21,2.918
FIN,2001,1573.3,1585.82,71.04,0.5243,203.03,2.938
FIN,2002,1539.04,1610.51,71.42,0.5202,204.77,2.955
FIN,2003,1628.89,1694.57,71.07,0.5448,206.13,2.975
FIN,2004,1592.3,1762.09,70.03,0.576,207.83,2.985
FIN,2005,1589.3,1855.73,69.3,0.5719,208.84,2.997
FIN,2006,1623.45,1953.17,69.94,0.5503,210.8,3.014
FIN,2007,1665.67,2037.65,69.95,0.5222,212.3,3.029
FIN,2008,1664.5,2025.29,70.48,0.5379,214.23,3.042
FIN,2009,1743.47,2118.96,71.15,0.5363,215.06,3.058
FIN,2010,1798.37,2043.93,71.62,0.5249,219.2,3.07
FIN,2011,1881.53,2122.81,72.84,0.5388,219.57,3.088
FIN,2012,1930.03,2206.52,73.96,0.5111,222.3,3.107
FIN,2013,1985.87,2274.83,74.39,0.5383,223.92,3.121
FIN,2014,1962.17,2311.78,74.9,0.5456,227.11,3.132
FIN,2015,2227.72,2397.48,76.24,0.5494,228.76,3.151
FIN,2016,2408.98,2547.82,77.29,0.5299,230.24,3.168
FIN,2017,2576.78,2602.87,78.51,0.5093,233.78,3.179
FIN,2018,2644.89,2702.93,78.49,0.5218,237.25,3.194
FIN,2019,2582.91,2669.88,79.11,0.5422,236.62,3.208
FRA,1970,904.64,1779.86,3.5,0.5869,20.05,2.399
FRA,1971,939.33,1883.73,3.55,0.5967,20.04,2.414
FRA,1972,971.25,1970.51,3.52,0.6133,20.16,2.432
FRA,1973,1009.85,2040.22,3.53,0.616,20.4,2.442
FRA,1974,1029.86,2083.85,3.6,0.615,20.65,2.455
FRA,1975,1060.34,2191.58,3.69,0.6393,20.75,2.47
FRA,1976,1097.57,2315.62,3.7,0.6385,20.95,2.477
FRA,1977,1144.42,2390.09,3.67,0.6224,21.06,2.497
FRA,1978,1170.91,2460.63,3.7,0.6085,21.09,2.504
FRA,1979,1232.39,2547.29,3.72,0.5975,21.36,2.517
FRA,1980,1261.6,2614.5,3.7,0.5965,21.47,2.534
FRA,1981,1294.8,2725.68,3.74,0.5875,21.6,2.549
FRA,1982,1342.16,2838.4,3.81,0.5844,21.78,2.56
FRA,1983,1378.83,2899.99,3.87,0.6049,21.71,2.57
FRA,1984,1423.64,2981.92,3.95,0.6252,21.88,2.592
FRA,1985,1484.35,3055.85,3.96,0.6136,21.98,2.606
FRA,1986,1541.47,3189.13,4.0,0.6235,22.14,2.619
FRA,1987,1634.31,3291.6,4.07,0.6149,22.15,2.632
FRA,1988,1707.9,3452.7,4.04,0.5884,22.21,2.654
FRA,1989,1785.65,3542.76,4.04,0.5923,22.52,2.667
FRA,1990,1839.05,3637.62,4.11,0.5809,22.89,2.689
FRA,1991,1902.35,3801.5,4.19,0.586,23.06,2.708
FRA,1992,1950.99,4000.46,4.21,0.5841,23.18,2.716
FRA,1993,2017.62,4143.1,4.19,0.6043,23.36,2.73
FRA,1994,2122.69,4264.54,4.25,0.6399,23.56,2.757
FRA,1995,2198.18,4408.36,4.26,0.6605,23.82,2.769
FRA,1996,2304.45,4572.18,4.31,0.6435,24.19,2.775
FRA,1997,2428.8,4704.83,4.33,0.6424,24.48,2.79
FRA,1998,2513.05,4729.34,4.38,0.6659,24.65,2.807
FRA,1999,2602.05,4972.34,4.45,0.676,24.82,2.819
FRA,2000,2721.64,5198.58,4.51,0.6525,25.1,2.84
FRA,2001,2835.93,5365.39,4.51,0.6279,25.54,2.861
FRA,2002,2913.66,5604.22,4.54,0.6125,25.96,2.871
FRA,2003,3037.65,5932.19,4.53,0.6159,25.83,2.891
FRA,2004,3127.63,6221.55,4.5,0.6322,26.02,2.9
FRA,2005,3275.92,6552.19,4.55,0.6589,26.13,2.918
FRA,2006,3334.23,6873.06,4.54,0.6674,26.37,2.931
FRA,2007,3404.64,7262.18,4.62,0.6702,26.57,2.944
FRA,2008,3564.1,7531.34,4.63,0.631,26.83,2.958
FRA,2009,3743.34,7987.74,4.6,0.6403,27.12,2.963
FRA,2010,3937.79,8380.44,4.65,0.6408,27.32,2.979
FRA,2011,4021.91,8724.32,4.65,0.6843,27.45,3.0
FRA,2012,4140.2,9098.1,4.75,0.6665,27.46,3.016
FRA,2013,4255.38,9491.42,4.82,0.6476,27.89,3.044
FRA,2014,4326.49,9899.13,4.78,0.6289,28.13,3.061
FRA,2015,4521.61,10187.1,4.77,0.6351,28.63,3.068
FRA,2016,4772.1,10558.64,4.79,0.6542,28.98,3.078
FRA,2017,4996.33,10900.28,4.84,0.6445,29.18,3.092
FRA,2018,5226.58,11543.39,4.99,0.6351,29.47,3.099
FRA,2019,5418.21,11973.6,4.97,0.6621,29.61,3.114
GBR,1970,719.85,1365.57,8.18,0.5105,34.33,2.487
GBR,1971,727.12,1391.48,8.35,0.5319,34.75,2.495
GBR,1972,730.84,1378.72,8.33,0.5399,35.19,2.509
GBR,1973,745.96,1398.35,8.39,0.5028,35.61,2.525
GBR,1974,771.39,1422.48,8.49,0.5071,36.41,2.542
GBR,1975,779.84,1456.44,8.57,0.4918,36.74,2.558
GBR,1976,812.35,1495.54,8.7,0.5165,36.99,2.575
GBR,1977,819.0,1533.52,8.65,0.5226,37.17,2.591
GBR,1978,823.08,1585.08,8.75,0.4923,37.33,2.605
GBR,1979,835.63,1621.71,8.76,0.4941,37.26,2.619
GBR,1980,860.96,1644.64,8.95,0.5293,37.2,2.633
GBR,1981,889.83,1682.04,9.1,0.5058,37.43,2.655
GBR,1982,907.67,1722.95,9.26,0.5232,37.53,2.667
GBR,1983,925.69,1761.98,9.17,0.5505,37.69,2.686
GBR,1984,945.02,1805.26,9.19,0.5386,38.25,2.703
GBR,1985,980.78,1829.2,9.38,0.5668,38.26,2.716
GBR,1986,998.95,1831.2,9.38,0.5419,38.37,2.73
GBR,1987,1034.25,1875.45,9.46,0.5189,38.47,2.754
GBR,1988,1046.53,1951.22,9.48,0.5419,38.78,2.775
GBR,1989,1068.04,1985.48,9.52,0.5544,39.15,2.79
GBR,1990,1100.92,2065.3,9.61,0.5149,39.53,2.792
GBR,1991,1131.34,2108.27,9.61,0.5165,39.89,2.813
GBR,1992,1157.91,2136.94,9.75,0.5293,40.17,2.825
GBR,1993,1173.41,2185.64,9.8,0.5224,40.59,2.831
GBR,1994,1192.7,2252.75,9.82,0.5426,40.87,2.843
GBR,1995,1194.25,2297.97,9.82,0.5336,41.0,2.86
GBR,1996,1221.05,2356.04,10.05,0.5363,41.26,2.873
GBR,1997,1234.42,2392.29,10.06,0.5796,41.66,2.884
GBR,1998,1255.32,2442.9,10.15,0.5887,42.05,2.887
GBR,1999,1242.96,2482.88,10.31,0.5091,42.06,2.905
GBR,2000,1275.56,2507.28,10.26,0.5158,42.19,2.917
GBR,2001,1313.56,2483.87,10.22,0.5132,42.29,2.929
GBR,2002,1358.37,2487.41,10.28,0.5536,42.75,2.942
GBR,2003,1395.8,2492.46,10.09,0.5446,43.28,2.962
GBR,2004,1401.67,2561.36,10.33,0.544,43.72,2.977
GBR,2005,1403.9,2656.16,10.32,0.5068,44.18,2.987
GBR,2006,1464.79,2704.0,10.52,0.4751,44.52,3.006
GBR,2007,1486.98,2784.14,10.58,0.4931,44.53,3.032
GBR,2008,1531.96,2843.22,10.74,0.5066,44.93,3.042
GBR,2009,1572.87,2938.22,10.71,0.51,45.62,3.052
GBR,2010,1631.81,2993.1,10.84,0.5131,45.92,3.07
GBR,2011,1676.9,2992.94,10.78,0.5137,46.5,3.082
GBR,2012,1685.19,3022.7,10.61,0.5049,46.85,3.092
GBR,2013,1723.56,3100.99,10.89,0.5338,46.87,3.112
GBR,2014,1746.0,3175.77,10.9,0.5611,47.29,3.13
GBR,2015,1800.03,3230.05,10.79,0.5741,47.62,3.137
GBR,2016,1816.88,3305.18,10.74,0.5507,47.82,3.146
GBR,2017,1836.02,3403.32,10.65,0.5301,47.82,3.164
GBR,2018,1875.17,3460.2,10.71,0.5382,47.78,3.181
GBR,2019,1909.77,3574.66,10.64,0.5371,48.44,3.194
GRC,1970,1751.12,4536.75,26.19,0.5352,72.89,1.986
GRC,1971,1779.38,4504.16,26.55,0.536,72.82,2.006
GRC,1972,1827.24,4768.98,26.17,0.5336,73.37,2.014
GRC,1973,1822.21,4804.66,26.01,0.5195,73.92,2.031
GRC,1974,1883.71,4951.72,26.03,0.5423,74.62,2.048
GRC,1975,1994.86,5135.89,26.62,0.5396,74.29,2.062
GRC,1976,2031.06,5177.62,26.86,0.5438,74.21,2.073
GRC,1977,2052.73,5323.95,27.01,0.5193,75.2,2.087
GRC,1978,2132.94,5467.69,27.26,0.5134,76.23,2.099
GRC,1979,2202.74,5569.89,27.71,0.5049,76.98,2.116
GRC,1980,2209.14,5773.81,27.46,0.5179,78.07,2.13
GRC,1981,2290.39,5943.87,27.97,0.5276,79.22,2.141
GRC,1982,2314.03,6062.46,28.41,0.5199,79.68,2.165
GRC,1983,2358.55,6128.29,28.78,0.4941,80.29,2.185
GRC,1984,2373.63,6262.03,28.9,0.4601,81.03,2.199
GRC,1985,2479.62,6524.26,28.76,0.4648,82.06,2.212
GRC,1986,2517.13,6673.56,29.2,0.4809,82.83,2.232
GRC,1987,2531.14,6806.12,29.64,0.4853,83.72,2.239
GRC,1988,2602.45,6777.5,29.72,0.5097,84.89,2.244
GRC,1989,2670.16,6885.57,29.49,0.5049,85.71,2.256
GRC,1990,2735.73,6961.31,29.67,0.5007,86.14,2.276
GRC,1991,2857.79,6917.73,30.04,0.5397,87.45,2.294
GRC,1992,2860.54,7134.94,29.93,0.5434,88.0,2.305
GRC,1993,2858.49,7339.77,30.65,0.5526,89.26,2.325
GRC,1994,2959.87,7548.57,31.08,0.5488,89.36,2.339
GRC,1995,3031.27,7651.61,31.4,0.5315,89.71,2.351
GRC,1996,3153.52,7811.72,31.41,0.5301,90.26,2.374
GRC,1997,3146.81,8062.83,31.72,0.5584,90.59,2.392
GRC,1998,3186.26,7993.16,31.95,0.5283,91.29,2.402
GRC,1999,3316.0,7911.97,32.21,0.5378,91.94,2.415
GRC,2000,3412.1,7984.15,32.36,0.5375,92.91,2.432
GRC,2001,3427.1,8076.5,32.33,0.5614,93.52,2.445
GRC,2002,3427.77,8318.4,32.94,0.5905,93.68,2.462
GRC,2003,3580.45,8694.58,33.42,0.5957,94.38,2.479
GRC,2004,3744.49,9049.23,33.23,0.5714,95.52,2.494
GRC,2005,3842.13,9253.1,33.91,0.5235,95.63,2.5
GRC,2006,4017.22,9332.96,34.12,0.5068,96.34,2.519
GRC,2007,4101.93,9494.06,34.37,0.4936,97.47,2.538
GRC,2008,4322.26,9477.11,34.64,0.5175,98.1,2.547
GRC,2009,4571.11,9432.88,34.73,0.5065,99.1,2.558
GRC,2010,4701.4,9643.98,34.91,0.5047,100.33,2.575
GRC,2011,4766.3,9715.49,34.98,0.5023,100.88,2.596
GRC,2012,4856.87,9816.58,35.17,0.4859,101.75,2.609
GRC,2013,4941.31,9996.46,35.6,0.5227,102.63,2.624
GRC,2014,5243.58,10133.0,35.5,0.5512,103.74,2.632
GRC,2015,5350.81,10246.94,35.73,0.5708,104.58,2.647
GRC,2016,5634.09,10411.0,36.25,0.5921,105.54,2.654
GRC,2017,5640.9,10945.09,36.16,0.555,106.03,2.675
GRC,2018,5638.21,11180.19,36.25,0.5352,107.44,2.692
GRC,2019,5645.28,11836.72,36.34,0.5658,108.31,2.704
HUN,1970,971.98,2841.18,7.21,0.5912,19.27,2.628
HUN,1971,1008.93,2878.83,7.1,0.6116,19.15,2.644
HUN,1972,1034.12,3022.3,7.18,0.5817,19.46,2.658
HUN,1973,1035.26,3103.89,7.2,0.5895,19.68,2.677
HUN,1974,1078.16,3292.67,7.21,0.599,19.74,2.688
HUN,1975,1137.89,3379.08,7.21,0.6151,19.86,2.702
HUN,1976,1158.45,3560.83,7.18,0.6251,20.02,2.709
HUN,1977,1202.18,3616.14,7.28,0.6329,20.08,2.729
HUN,1978,1255.77,3738.09,7.3,0.6539,20.19,2.741
HUN,1979,1270.2,3885.97,7.27,0.6103,20.25,2.753
HUN,1980,1305.91,4016.58,7.38,0.6048,20.47,2.767
HUN,1981,1356.33,4210.08,7.43,0.585,20.58,2.775
HUN,1982,1412.54,4371.44,7.51,0.619,20.74,2.788
HUN,1983,1478.45,4501.09,7.5,0.623,20.97,2.804
HUN,1984,1524.74,4634.64,7.72,0.632,21.26,2.82
HUN,1985,1597.54,4808.35,7.76,0.6222,21.4,2.819
HUN,1986,1651.44,4920.78,7.92,0.5932,21.57,2.834
HUN,1987,1671.23,5102.12,7.99,0.5809,21.85,2.849
HUN,1988,1682.26,5306.56,8.07,0.5881,22.08,2.866
HUN,1989,1781.12,5445.68,8.12,0.5757,22.14,2.882
HUN,1990,1869.97,5590.64,8.14,0.5738,22.27,2.898
HUN,1991,1878.53,5860.64,8.13,0.5577,22.53,2.916
HUN,1992,1958.13,6069.25,8.09,0.5482,22.74,2.93
HUN,1993,2053.7,6320.62,8.13,0.5781,22.81,2.945
HUN,1994,2034.93,6581.15,8.17,0.5642,23.13,2.944
HUN,1995,2107.55,6806.82,8.07,0.6315,23.2,2.958
HUN,1996,2199.76,6950.65,7.95,0.6182,23.37,2.971
HUN,1997,2263.43,7186.33,7.97,0.6239,23.41,2.976
HUN,1998,2253.77,7478.13,8.05,0.5902,23.59,2.988
HUN,1999,2313.55,7538.66,8.03,0.6232,23.86,3.0
HUN,2000,2416.58,7566.88,8.13,0.6238,23.95,3.014
HUN,2001,2548.71,7703.3,8.22,0.6149,24.11,3.028
HUN,2002,2591.14,7934.43,8.26,0.6136,24.33,3.047
HUN,2003,2714.88,8058.15,8.37,0.6227,24.38,3.065
HUN,2004,2710.98,8312.01,8.37,0.6444,24.49,3.077
HUN,2005,2758.61,8571.86,8.47,0.6558,24.67,3.095
HUN,2006,2742.62,8767.41,8.47,0.588,24.92,3.123
HUN,2007,2855.4,9050.49,8.61,0.6105,25.42,3.142
HUN,2008,2952.9,9305.9,8.61,0.595,25.52,3.151
HUN,2009,3043.27,9369.91,8.67,0.6009,25.72,3.163
HUN,2010,3309.26,9833.01,8.61,0.5899,25.96,3.173
HUN,2011,3338.59,10189.66,8.59,0.6143,26.29,3.195
HUN,2012,3396.48,10565.44,8.69,0.596,26.44,3.218
HUN,2013,3519.63,10979.03,8.66,0.5872,26.49,3.232
HUN,2014,3568.36,11309.09,8.56,0.6059,26.55,3.25
HUN,2015,3659.62,11490.57,8.52,0.6185,26.72,3.27
HUN,2016,3746.84,11653.44,8.58,0.604,26.82,3.291
HUN,2017,3923.71,12031.19,8.52,0.6255,27.07,3.305
HUN,2018,4145.99,12614.26,8.7,0.631,27.32,3.327
HUN,2019,4314.46,12906.99,8.71,0.5974,27.58,3.341
IRL,1970,1643.35,3979.56,9.1,0.513,27.9,2.578
IRL,1971,1795.46,4201.15,9.03,0.5418,28.23,2.591
IRL,1972,1867.69,4270.28,9.22,0.5231,28.51,2.609
IRL,1973,1974.71,4406.0,9.31,0.5058,28.73,2.623
IRL,1974,2056.12,4512.25,9.43,0.5097,28.9,2.643
IRL,1975,2122.5,4591.18,9.57,0.5045,29.04,2.643
IRL,1976,2142.95,4858.96,9.42,0.5242,29.13,2.647
IRL,1977,2166.26,5122.65,9.67,0.5106,29.41,2.657
IRL,1978,2231.22,5295.48,9.9,0.5214,29.79,2.671
IRL,1979,2494.6,5517.59,9.88,0.5097,29.99,2.674
IRL,1980,2581.72,5903.01,9.77,0.5049,30.24,2.691
IRL,1981,2635.06,5877.41,9.72,0.5425,30.36,2.713
IRL,1982,2678.81,6208.7,9.76,0.5432,30.55,2.729
IRL,1983,2704.33,6380.26,9.88,0.5433,30.82,2.747
IRL,1984,2827.13,6543.9,9.88,0.5107,31.1,2.761
IRL,1985,2701.87,6468.64,9.75,0.52,31.51,2.769
IRL,1986,2810.36,6795.99,9.85,0.5309,31.73,2.789
IRL,1987,2844.02,6985.05,9.88,0.5522,31.73,2.814
IRL,1988,2844.96,7334.18,9.84,0.5789,32.01,2.827
IRL,1989,2916.64,7229.01,9.83,0.5761,31.96,2.846
IRL,1990,2972.45,7473.76,9.84,0.5681,32.33,2.851
IRL,1991,3131.59,7608.35,9.77,0.5219,32.52,2.86
IRL,1992,3224.89,7855.29,9.85,0.5137,32.78,2.874
IRL,1993,3266.32,7773.83,9.82,0.5536,33.2,2.893
IRL,1994,3500.99,8000.25,10.04,0.5151,33.81,2.909
IRL,1995,3599.38,8137.88,10.14,0.5081,34.09,2.923
IRL,1996,3820.69,8393.53,10.26,0.5269,34.31,2.932
IRL,1997,3862.72,8600.93,10.18,0.5374,34.44,2.948
IRL,1998,4053.73,8713.68,10.24,0.5525,34.6,2.969
IRL,1999,4215.04,9169.84,10.29,0.5505,35.02,2.979
IRL,2000,4353.19,9206.54,10.59,0.5605,35.25,2.994
IRL,2001,4309.53,9054.41,10.72,0.5399,35.81,3.001
IRL,2002,4378.52,9102.76,10.7,0.5392,36.2,3.011
IRL,2003,4566.29,9493.29,10.72,0.5501,36.52,3.029
IRL,2004,4688.06,10075.49,10.84,0.5384,36.73,3.041
IRL,2005,4895.12,10202.37,10.85,0.543,37.22,3.062
IRL,2006,5135.57,10200.81,10.89,0.5179,37.71,3.079
IRL,2007,5260.36,10065.28,10.96,0.5014,37.85,3.094
