country,year,exchange_rate,price_domestic,price_foreign,log_S,log_P_ratio
BRA,1987,1.0049,109.88,108.66,0.004863,0.01115
BRA,1988,1.0714,114.0,112.78,0.069002,0.010836
BRA,1989,1.0864,118.79,115.41,0.08286,0.028805
BRA,1990,1.1134,121.46,118.11,0.107417,0.027915
BRA,1991,1.1456,125.75,122.64,0.135935,0.025003
BRA,1992,1.1939,130.57,126.52,0.177187,0.031486
BRA,1993,1.2491,133.69,129.24,0.222404,0.033819
BRA,1994,1.3469,138.08,133.09,0.297793,0.03685
BRA,1995,1.4143,141.12,135.95,0.346648,0.037287
BRA,1996,1.3388,145.76,138.88,0.291784,0.048387
BRA,1997,1.2788,149.33,142.67,0.245892,0.045645
BRA,1998,1.3121,154.66,144.06,0.271594,0.071041
BRA,1999,1.2955,158.28,145.68,0.258865,0.082956
BRA,2000,1.422,167.35,148.7,0.352084,0.118162
BRA,2001,1.4116,173.35,151.23,0.344701,0.1365
BRA,2002,1.4221,178.89,155.45,0.352129,0.140427
BRA,2003,1.371,182.09,158.23,0.315557,0.140417
BRA,2004,1.3627,183.91,160.41,0.309456,0.136693
BRA,2005,1.3076,190.99,166.42,0.268223,0.137734
BRA,2006,1.2496,200.56,170.32,0.222793,0.163428
BRA,2007,1.2373,203.07,174.73,0.212933,0.150315
BRA,2008,1.3651,211.9,177.12,0.311219,0.179279
BRA,2009,1.4172,217.15,180.81,0.348698,0.183127
BRA,2010,1.3841,223.66,185.56,0.325058,0.186777
BRA,2011,1.4381,232.93,188.51,0.363343,0.211589
BRA,2012,1.4856,235.53,193.86,0.395841,0.194667
BRA,2013,1.4479,246.75,197.82,0.370116,0.221033
BRA,2014,1.4728,255.48,202.35,0.387197,0.233116
BRA,2015,1.429,264.08,206.48,0.357001,0.246058
BRA,2016,1.3839,269.94,214.87,0.32494,0.22818
BRA,2017,1.4298,282.1,220.28,0.357517,0.247361
BRA,2018,1.4751,289.4,223.96,0.38874,0.256376
BRA,2019,1.4766,288.2,231.14,0.389749,0.220613
IND,1985,0.528,62.0,102.94,-0.638641,-0.506958
IND,1986,0.5419,64.16,105.43,-0.612736,-0.496694
IND,1987,0.5552,66.49,108.66,-0.588478,-0.491151
IND,1988,0.5732,67.47,112.78,-0.556474,-0.513731
IND,1989,0.5408,69.11,115.41,-0.614774,-0.512783
IND,1990,0.5846,70.85,118.11,-0.536777,-0.511047
IND,1991,0.5797,73.76,122.64,-0.545319,-0.508478
IND,1992,0.5717,75.69,126.52,-0.559149,-0.513809
IND,1993,0.6044,79.96,129.24,-0.503473,-0.480132
IND,1994,0.6366,82.82,133.09,-0.451537,-0.474312
IND,1995,0.6352,85.59,135.95,-0.453819,-0.462739
IND,1996,0.6366,87.99,138.88,-0.451629,-0.456369
IND,1997,0.6575,90.63,142.67,-0.419279,-0.453752
IND,1998,0.6891,93.45,144.06,-0.372382,-0.432822
IND,1999,0.6981,96.2,145.68,-0.359347,-0.414991
IND,2000,0.7096,96.78,148.7,-0.343024,-0.429472
IND,2001,0.744,100.14,151.23,-0.295667,-0.412211
IND,2002,0.7739,99.67,155.45,-0.256359,-0.44448
IND,2003,0.7988,102.53,158.23,-0.224665,-0.433891
IND,2004,0.7999,104.34,160.41,-0.223235,-0.430071
IND,2005,0.7436,106.17,166.42,-0.296276,-0.449438
IND,2006,0.7446,111.95,170.32,-0.294929,-0.419663
IND,2007,0.7647,115.66,174.73,-0.26822,-0.412594
IND,2008,0.7719,119.89,177.12,-0.258892,-0.390248
IND,2009,0.8501,124.08,180.81,-0.162412,-0.376513
IND,2010,0.8359,127.77,185.56,-0.179213,-0.373092
IND,2011,0.8762,133.34,188.51,-0.132172,-0.346276
IND,2012,0.8888,139.37,193.86,-0.117892,-0.330038
IND,2013,0.9213,141.66,197.82,-0.081989,-0.333948
IND,2014,0.8963,143.98,202.35,-0.109455,-0.340371
IND,2015,0.8674,147.02,206.48,-0.142231,-0.339609
IND,2016,0.8512,152.1,214.87,-0.161072,-0.345482
IND,2017,0.8974,157.53,220.28,-0.108203,-0.335311
IND,2018,0.8782,163.21,223.96,-0.129841,-0.316407
IND,2019,0.9092,170.14,231.14,-0.095146,-0.306418
ZAF,1985,0.6795,72.49,102.94,-0.386378,-0.350748
ZAF,1986,0.6801,74.81,105.43,-0.385448,-0.343135
ZAF,1987,0.6437,77.1,108.66,-0.440473,-0.343129
ZAF,1988,0.688,78.09,112.78,-0.373901,-0.367594
ZAF,1989,0.6511,79.65,115.41,-0.429168,-0.370884
ZAF,1990,0.6201,79.98,118.11,-0.477882,-0.389852
ZAF,1991,0.6647,81.12,122.64,-0.408489,-0.413363
ZAF,1992,0.6478,84.61,126.52,-0.43423,-0.402384
ZAF,1993,0.7087,89.57,129.24,-0.344336,-0.366599
ZAF,1994,0.618,91.94,133.09,-0.481255,-0.369838
ZAF,1995,0.6,97.38,135.95,-0.51081,-0.333639
ZAF,1996,0.6341,98.39,138.88,-0.455504,-0.344658
ZAF,1997,0.7101,104.4,142.67,-0.342306,-0.312317
ZAF,1998,0.7545,108.31,144.06,-0.281713,-0.285244
ZAF,1999,0.8083,112.75,145.68,-0.212794,-0.256203
ZAF,2000,0.8208,116.58,148.7,-0.197417,-0.243331
ZAF,2001,0.796,120.04,151.23,-0.228104,-0.230979
ZAF,2002,0.7271,123.28,155.45,-0.318689,-0.231861
ZAF,2003,0.702,126.89,158.23,-0.353861,-0.220777
ZAF,2004,0.7174,129.03,160.41,-0.332083,-0.217722
ZAF,2005,0.7667,135.2,166.42,-0.265639,-0.207743
ZAF,2006,0.7218,136.72,170.32,-0.325991,-0.219783
ZAF,2007,0.7013,142.48,174.73,-0.354834,-0.204034
ZAF,2008,0.7396,146.42,177.12,-0.301613,-0.190331
ZAF,2009,0.7478,149.14,180.81,-0.290605,-0.192596
ZAF,2010,0.7207,151.24,185.56,-0.32751,-0.204492
ZAF,2011,0.6803,156.44,188.51,-0.385169,-0.186447
ZAF,2012,0.6941,162.06,193.86,-0.365173,-0.179167
ZAF,2013,0.7232,168.11,197.82,-0.324025,-0.162732
ZAF,2014,0.7539,176.09,202.35,-0.282538,-0.139028
ZAF,2015,0.7699,180.52,206.48,-0.261478,-0.134368
ZAF,2016,0.7762,187.23,214.87,-0.253396,-0.137666
ZAF,2017,0.7581,193.03,220.28,-0.276904,-0.132071
ZAF,2018,0.715,197.33,223.96,-0.335526,-0.126564
ZAF,2019,0.6925,207.66,231.14,-0.367409,-0.10715
SGP,1985,0.7827,84.97,102.94,-0.245002,-0.191872
SGP,1986,0.7682,87.85,105.43,-0.263673,-0.182418
SGP,1987,0.7575,92.88,108.66,-0.277685,-0.156858
SGP,1988,0.7802,96.07,112.78,-0.24822,-0.160324
SGP,1989,0.7889,99.49,115.41,-0.237144,-0.148486
SGP,1990,0.7995,102.36,118.11,-0.223774,-0.14317
SGP,1991,0.8265,105.29,122.64,-0.19051,-0.152568
SGP,1992,0.8322,111.41,126.52,-0.183714,-0.127181
SGP,1993,0.8264,112.93,129.24,-0.190705,-0.134863
SGP,1994,0.8304,120.03,133.09,-0.185807,-0.103247
SGP,1995,0.9164,126.15,135.95,-0.087328,-0.07487
SGP,1996,0.9393,129.13,138.88,-0.062589,-0.072788
SGP,1997,0.9463,135.68,142.67,-0.055217,-0.050183
SGP,1998,0.9425,139.48,144.06,-0.059237,-0.032319
SGP,1999,0.9273,141.98,145.68,-0.075509,-0.025697
SGP,2000,0.927,144.17,148.7,-0.075811,-0.030886
SGP,2001,0.942,147.2,151.23,-0.059775,-0.027023
SGP,2002,0.9409,148.88,155.45,-0.060949,-0.043208
SGP,2003,0.8926,154.95,158.23,-0.113655,-0.020941
SGP,2004,0.9615,160.39,160.41,-0.039246,-0.000154
SGP,2005,1.0063,162.89,166.42,0.006292,-0.021395
SGP,2006,0.9892,168.7,170.32,-0.010828,-0.009561
SGP,2007,1.0145,173.72,174.73,0.014406,-0.00577
SGP,2008,1.0522,179.18,177.12,0.050869,0.01154
SGP,2009,1.0542,182.6,180.81,0.052823,0.009847
SGP,2010,1.0332,185.0,185.56,0.032626,-0.003005
SGP,2011,1.0053,188.58,188.51,0.005293,0.000356
SGP,2012,1.0656,197.22,193.86,0.063502,0.017184
SGP,2013,1.0361,204.72,197.82,0.03551,0.034298
SGP,2014,1.0891,210.16,202.35,0.085353,0.037835
SGP,2015,1.1998,216.92,206.48,0.182149,0.049349
SGP,2016,1.1911,224.59,214.87,0.174841,0.044251
SGP,2017,1.1876,230.57,220.28,0.171951,0.04565
SGP,2018,1.2233,237.16,223.96,0.201577,0.057282
SGP,2019,1.1865,247.2,231.14,0.171036,0.067182
HKG,1985,0.5412,69.54,102.94,-0.61405,-0.392248
HKG,1986,0.56,69.83,105.43,-0.579872,-0.411976
HKG,1987,0.5905,74.14,108.66,-0.526777,-0.382242
HKG,1988,0.6073,77.17,112.78,-0.498731,-0.379364
HKG,1989,0.6552,79.43,115.41,-0.422779,-0.373678
HKG,1990,0.6724,81.56,118.11,-0.396917,-0.370288
HKG,1991,0.6468,84.37,122.64,-0.435751,-0.374061
HKG,1992,0.6528,87.98,126.52,-0.42644,-0.363296
HKG,1993,0.6793,89.84,129.24,-0.386659,-0.363609
HKG,1994,0.6758,91.59,133.09,-0.391888,-0.373731
HKG,1995,0.7279,94.37,135.95,-0.317626,-0.365133
HKG,1996,0.7324,97.79,138.88,-0.311368,-0.350711
HKG,1997,0.7999,101.77,142.67,-0.223264,-0.337834
HKG,1998,0.8091,105.57,144.06,-0.211843,-0.310834
HKG,1999,0.7523,107.09,145.68,-0.28466,-0.307776
HKG,2000,0.728,109.94,148.7,-0.317507,-0.301941
HKG,2001,0.74,113.04,151.23,-0.301158,-0.291082
HKG,2002,0.7445,117.22,155.45,-0.294989,-0.282239
HKG,2003,0.7624,121.5,158.23,-0.271339,-0.264137
HKG,2004,0.7173,122.27,160.41,-0.332313,-0.271544
HKG,2005,0.6687,125.77,166.42,-0.402478,-0.279999
HKG,2006,0.7541,130.54,170.32,-0.282224,-0.265993
HKG,2007,0.7609,136.5,174.73,-0.27325,-0.246908
HKG,2008,0.7972,143.19,177.12,-0.226604,-0.212622
HKG,2009,0.7749,146.96,180.81,-0.254963,-0.207312
HKG,2010,0.7631,150.89,185.56,-0.270307,-0.206829
HKG,2011,0.79,155.8,188.51,-0.235758,-0.190576
HKG,2012,0.8171,160.55,193.86,-0.201955,-0.188545
HKG,2013,0.8862,167.82,197.82,-0.120791,-0.164452
HKG,2014,0.7514,169.88,202.35,-0.285848,-0.174937
HKG,2015,0.7199,177.02,206.48,-0.328585,-0.153912
HKG,2016,0.6808,181.92,214.87,-0.384424,-0.166427
HKG,2017,0.7127,183.45,220.28,-0.338688,-0.182943
HKG,2018,0.7206,190.77,223.96,-0.32762,-0.160371
HKG,2019,0.6918,190.56,231.14,-0.368413,-0.193044
TWN,1985,1.1371,116.71,102.94,0.128495,0.125519
TWN,1986,1.1809,118.86,105.43,0.16626,0.119948
TWN,1987,1.172,122.25,108.66,0.158713,0.117864
TWN,1988,1.1278,124.57,112.78,0.120228,0.099481
TWN,1989,1.1142,127.01,115.41,0.108178,0.095737
TWN,1990,1.088,133.59,118.11,0.084377,0.12315
TWN,1991,1.1216,135.02,122.64,0.114754,0.096154
TWN,1992,1.0886,138.79,126.52,0.084916,0.092502
TWN,1993,1.0885,144.81,129.24,0.084805,0.113737
TWN,1994,1.1444,152.52,133.09,0.134882,0.136309
TWN,1995,1.2417,156.25,135.95,0.216519,0.139161
TWN,1996,1.2682,159.84,138.88,0.237567,0.140618
TWN,1997,1.3262,165.3,142.67,0.282327,0.147274
TWN,1998,1.3628,173.56,144.06,0.30951,0.186318
TWN,1999,1.3829,177.24,145.68,0.324153,0.196077
TWN,2000,1.4719,181.16,148.7,0.386563,0.197443
TWN,2001,1.4474,186.98,151.23,0.369742,0.212184
TWN,2002,1.3636,193.1,155.45,0.310134,0.216886
TWN,2003,1.4127,196.67,158.23,0.345505,0.217491
TWN,2004,1.3545,201.07,160.41,0.303405,0.225906
TWN,2005,1.4034,208.54,166.42,0.33887,0.225621
TWN,2006,1.4618,216.75,170.32,0.37969,0.241055
TWN,2007,1.3632,221.33,174.73,0.309861,0.236433
TWN,2008,1.3846,232.22,177.12,0.325428,0.270847
TWN,2009,1.4549,238.57,180.81,0.374928,0.277192
TWN,2010,1.4813,247.48,185.56,0.392907,0.287979
TWN,2011,1.4911,261.73,188.51,0.399512,0.328167
TWN,2012,1.5036,272.72,193.86,0.407837,0.341296
TWN,2013,1.6003,281.93,197.82,0.470168,0.354324
TWN,2014,1.6357,292.3,202.35,0.492044,0.367752
TWN,2015,1.6314,305.1,206.48,0.489433,0.390435
TWN,2016,1.5249,311.24,214.87,0.421904,0.370547
TWN,2017,1.6055,313.24,220.28,0.473423,0.352058
TWN,2018,1.5744,318.53,223.96,0.453872,0.352281
TWN,2019,1.5689,327.15,231.14,0.450376,0.347379
THA,1985,1.2472,132.06,102.94,0.220907,0.249138
THA,1986,1.3185,138.74,105.43,0.276476,0.274533
THA,1987,1.3785,144.23,108.66,0.32099,0.28317
THA,1988,1.3954,150.73,112.78,0.333158,0.290067
THA,1989,1.4064,152.92,115.41,0.341012,0.281378
THA,1990,1.3553,156.35,118.11,0.30403,0.280435
THA,1991,1.4449,162.25,122.64,0.368028,0.279838
THA,1992,1.4525,167.23,126.52,0.373261,0.278954
THA,1993,1.498,175.88,129.24,0.40411,0.308136
THA,1994,1.5764,186.99,133.09,0.455145,0.340016
THA,1995,1.5997,188.65,135.95,0.469787,0.327594
THA,1996,1.7093,195.29,138.88,0.536087,0.340894
THA,1997,1.6753,202.87,142.67,0.515988,0.352036
THA,1998,1.6328,206.0,144.06,0.49031,0.357651
THA,1999,1.5701,210.12,145.68,0.451171,0.366244
THA,2000,1.7305,218.05,148.7,0.548395,0.382805
THA,2001,1.6177,225.76,151.23,0.48098,0.400644
THA,2002,1.7233,233.88,155.45,0.544238,0.408465
THA,2003,1.6911,239.24,158.23,0.5254,0.413412
THA,2004,1.625,246.57,160.41,0.485518,0.429887
THA,2005,1.6052,256.06,166.42,0.473229,0.430941
THA,2006,1.5397,265.19,170.32,0.431586,0.442781
THA,2007,1.6024,271.84,174.73,0.47151,0.441992
THA,2008,1.7752,278.87,177.12,0.573932,0.453916
THA,2009,1.7792,285.99,180.81,0.576161,0.458475
THA,2010,1.6486,298.01,185.56,0.499906,0.473779
THA,2011,1.5018,300.67,188.51,0.406697,0.466857
THA,2012,1.4934,314.55,193.86,0.401082,0.484002
THA,2013,1.5234,334.24,197.82,0.420914,0.524506
THA,2014,1.6939,345.18,202.35,0.527051,0.534054
THA,2015,1.9623,364.36,206.48,0.674095,0.567941
THA,2016,2.0579,380.94,214.87,0.721678,0.572623
THA,2017,2.1344,395.34,220.28,0.758204,0.584841
THA,2018,2.0126,404.7,223.96,0.699429,0.591689
THA,2019,1.9649,417.0,231.14,0.675456,0.590068
MYS,1985,0.8458,91.55,102.94,-0.167493,-0.117212
MYS,1986,0.8213,94.12,105.43,-0.196838,-0.11343
MYS,1987,0.8044,94.84,108.66,-0.217689,-0.13601
MYS,1988,0.8668,97.59,112.78,-0.142959,-0.144655
MYS,1989,0.8343,101.32,115.41,-0.181106,-0.130212
MYS,1990,0.9178,106.76,118.11,-0.085791,-0.10109
MYS,1991,0.9056,110.78,122.64,-0.099136,-0.101738
MYS,1992,0.8772,112.85,126.52,-0.131043,-0.114391
MYS,1993,0.9886,117.81,129.24,-0.011483,-0.09257
MYS,1994,0.9771,123.67,133.09,-0.023148,-0.073392
MYS,1995,0.976,125.74,135.95,-0.024251,-0.07812
MYS,1996,0.9762,126.85,138.88,-0.024042,-0.090615
MYS,1997,0.9499,130.48,142.67,-0.051385,-0.089322
MYS,1998,0.9737,131.9,144.06,-0.026616,-0.088152
MYS,1999,0.9245,135.05,145.68,-0.078545,-0.075745
MYS,2000,0.9006,134.45,148.7,-0.104723,-0.100714
MYS,2001,1.0152,141.52,151.23,0.01504,-0.066344
MYS,2002,0.9757,145.04,155.45,-0.024631,-0.069344
MYS,2003,0.9407,150.3,158.23,-0.061086,-0.051454
MYS,2004,0.9988,155.44,160.41,-0.001231,-0.031534
MYS,2005,0.9995,162.54,166.42,-0.000531,-0.023536
MYS,2006,0.9581,167.09,170.32,-0.042793,-0.019174
MYS,2007,0.9435,170.47,174.73,-0.05817,-0.024637
MYS,2008,1.0119,176.44,177.12,0.011838,-0.00383
MYS,2009,1.0908,180.07,180.81,0.086906,-0.004114
MYS,2010,1.0835,184.95,185.56,0.080161,-0.003254
MYS,2011,0.9562,188.88,188.51,-0.044757,0.001987
MYS,2012,1.009,196.71,193.86,0.008937,0.01459
MYS,2013,1.0194,202.02,197.82,0.019203,0.021019
MYS,2014,0.9539,209.47,202.35,-0.047193,0.034544
MYS,2015,1.0028,214.48,206.48,0.002808,0.038009
MYS,2016,0.9955,217.71,214.87,-0.004505,0.013139
MYS,2017,1.0095,220.72,220.28,0.009481,0.001968
MYS,2018,0.941,227.34,223.96,-0.060766,0.015002
MYS,2019,0.9226,237.56,231.14,-0.080585,0.027399
IDN,1985,0.7289,80.87,102.94,-0.316211,-0.241309
IDN,1986,0.7493,84.03,105.43,-0.288659,-0.226886
IDN,1987,0.7204,86.21,108.66,-0.327995,-0.231472
IDN,1988,0.6852,88.92,112.78,-0.378093,-0.237622
IDN,1989,0.6861,88.48,115.41,-0.376707,-0.265805
IDN,1990,0.6297,92.16,118.11,-0.462457,-0.248085
IDN,1991,0.6445,93.83,122.64,-0.439287,-0.267835
IDN,1992,0.6679,99.1,126.52,-0.403629,-0.244285
IDN,1993,0.6691,101.23,129.24,-0.401828,-0.244265
IDN,1994,0.6672,106.05,133.09,-0.404693,-0.227107
IDN,1995,0.6592,108.24,135.95,-0.416654,-0.22799
IDN,1996,0.6694,110.26,138.88,-0.401371,-0.230704
IDN,1997,0.7029,115.86,142.67,-0.352596,-0.208144
IDN,1998,0.7121,119.03,144.06,-0.339605,-0.190866
IDN,1999,0.7494,120.37,145.68,-0.288543,-0.190825
IDN,2000,0.7542,123.92,148.7,-0.282086,-0.18226
IDN,2001,0.8104,132.68,151.23,-0.210191,-0.130841
IDN,2002,0.7933,135.5,155.45,-0.231543,-0.137376
IDN,2003,0.8236,141.56,158.23,-0.194077,-0.11133
IDN,2004,0.8636,143.38,160.41,-0.146611,-0.112291
IDN,2005,0.9311,146.56,166.42,-0.071386,-0.127034
IDN,2006,0.9266,153.0,170.32,-0.076184,-0.107267
IDN,2007,0.9463,160.1,174.73,-0.055192,-0.087436
IDN,2008,0.9921,166.67,177.12,-0.007952,-0.060804
IDN,2009,0.9586,170.01,180.81,-0.042327,-0.061605
IDN,2010,0.9581,177.37,185.56,-0.042786,-0.045133
IDN,2011,0.9247,181.89,188.51,-0.078309,-0.035769
IDN,2012,1.0285,188.38,193.86,0.028133,-0.028692
IDN,2013,1.0228,191.65,197.82,0.022572,-0.031697
IDN,2014,1.0404,200.86,202.35,0.039598,-0.007417
IDN,2015,1.002,208.1,206.48,0.002028,0.007825
IDN,2016,0.989,215.54,214.87,-0.01104,0.003147
IDN,2017,1.0644,224.75,220.28,0.062432,0.020084
IDN,2018,1.1404,238.91,223.96,0.131366,0.06462
IDN,2019,1.1485,247.15,231.14,0.138465,0.066949
PHL,1985,0.8776,94.16,102.94,-0.130588,-0.089112
PHL,1986,0.9686,98.37,105.43,-0.031936,-0.069328
PHL,1987,0.8549,101.22,108.66,-0.156726,-0.070926
PHL,1988,0.9161,103.54,112.78,-0.087641,-0.085404
PHL,1989,0.8724,106.67,115.41,-0.136455,-0.078805
PHL,1990,0.922,109.25,118.11,-0.081211,-0.07799
PHL,1991,0.9092,113.32,122.64,-0.095181,-0.079062
PHL,1992,0.8865,116.26,126.52,-0.120445,-0.084604
PHL,1993,0.9724,118.48,129.24,-0.028004,-0.086917
PHL,1994,1.0293,121.62,133.09,0.028906,-0.090125
PHL,1995,1.1006,127.63,135.95,0.095896,-0.063162
PHL,1996,1.1064,130.84,138.88,0.101071,-0.059616
PHL,1997,1.0329,134.78,142.67,0.032376,-0.056842
PHL,1998,0.9794,139.43,144.06,-0.020862,-0.032643
PHL,1999,0.9849,145.74,145.68,-0.015257,0.000408
PHL,2000,1.0146,150.54,148.7,0.014503,0.01232
PHL,2001,1.0586,154.64,151.23,0.056918,0.022316
PHL,2002,1.1027,158.45,155.45,0.097734,0.019103
PHL,2003,1.0948,160.66,158.23,0.090571,0.015216
PHL,2004,1.0666,169.45,160.41,0.064481,0.054781
PHL,2005,1.08,173.19,166.42,0.076998,0.039923
PHL,2006,1.1059,178.85,170.32,0.100639,0.048884
PHL,2007,1.1498,185.39,174.73,0.139558,0.059214
PHL,2008,1.1991,193.59,177.12,0.181572,0.088929
PHL,2009,1.2378,198.91,180.81,0.213365,0.095389
PHL,2010,1.2428,209.7,185.56,0.217397,0.1223
PHL,2011,1.3088,213.57,188.51,0.269143,0.124814
PHL,2012,1.1384,219.76,193.86,0.129632,0.125363
PHL,2013,1.1266,228.76,197.82,0.119204,0.145338
PHL,2014,1.1588,235.47,202.35,0.147388,0.151585
PHL,2015,1.2209,243.2,206.48,0.199587,0.163684
PHL,2016,1.2317,249.3,214.87,0.208434,0.14864
PHL,2017,1.276,256.09,220.28,0.243764,0.150634
PHL,2018,1.2217,265.85,223.96,0.200239,0.17148
PHL,2019,1.1949,277.54,231.14,0.178038,0.182931
CHL,1985,1.3397,134.24,102.94,0.292468,0.265502
CHL,1986,1.3392,137.75,105.43,0.292043,0.267416
CHL,1987,1.368,141.43,108.66,0.313378,0.263596
CHL,1988,1.2821,142.94,112.78,0.248507,0.237017
CHL,1989,1.3146,145.42,115.41,0.273564,0.231076
CHL,1990,1.3429,152.95,118.11,0.294814,0.258477
CHL,1991,1.33,157.29,122.64,0.285213,0.248817
CHL,1992,1.3031,164.36,126.52,0.26478,0.26162
CHL,1993,1.3617,169.85,129.24,0.308748,0.273236
CHL,1994,1.3765,176.08,133.09,0.319521,0.279909
CHL,1995,1.2809,183.63,135.95,0.247529,0.300629
CHL,1996,1.2788,190.77,138.88,0.245889,0.317489
CHL,1997,1.2822,192.31,142.67,0.248539,0.298586
CHL,1998,1.3283,201.46,144.06,0.283881,0.335376
CHL,1999,1.4494,209.98,145.68,0.371158,0.36561
CHL,2000,1.5696,219.82,148.7,0.450825,0.390887
CHL,2001,1.6025,228.54,151.23,0.471592,0.412895
CHL,2002,1.5573,231.02,155.45,0.44296,0.396158
CHL,2003,1.673,235.65,158.23,0.51463,0.398303
CHL,2004,1.6915,242.32,160.41,0.525633,0.412491
CHL,2005,1.6818,251.36,166.42,0.519884,0.412383
CHL,2006,1.6812,264.33,170.32,0.519506,0.43953
CHL,2007,1.643,273.02,174.73,0.496503,0.446325
CHL,2008,1.6056,276.91,177.12,0.473494,0.446883
CHL,2009,1.5943,285.22,180.81,0.466406,0.455794
CHL,2010,1.5138,291.47,185.56,0.414605,0.451597
CHL,2011,1.4622,300.05,188.51,0.379912,0.464808
CHL,2012,1.4905,312.02,193.86,0.399104,0.475923
CHL,2013,1.471,315.95,197.82,0.385916,0.468237
CHL,2014,1.4919,322.65,202.35,0.400041,0.466545
CHL,2015,1.4442,337.86,206.48,0.367523,0.492444
CHL,2016,1.4356,348.64,214.87,0.361576,0.484006
CHL,2017,1.4763,362.16,220.28,0.389535,0.49717
CHL,2018,1.4771,369.84,223.96,0.390075,0.501608
CHL,2019,1.5248,377.48,231.14,0.421853,0.490476
COL,1985,0.8466,101.84,102.94,-0.166538,-0.010745
COL,1986,0.8606,102.97,105.43,-0.15012,-0.023648
COL,1987,0.8088,106.75,108.66,-0.212216,-0.017725
COL,1988,0.8075,111.19,112.78,-0.213754,-0.014169
COL,1989,0.9024,114.78,115.41,-0.102699,-0.005534
COL,1990,0.9148,119.55,118.11,-0.088998,0.012101
COL,1991,0.813,121.88,122.64,-0.20704,-0.006227
COL,1992,0.8127,124.52,126.52,-0.20738,-0.015996
COL,1993,0.8204,126.8,129.24,-0.197911,-0.019087
COL,1994,0.8271,130.78,133.09,-0.189815,-0.017505
COL,1995,0.8496,133.71,135.95,-0.162952,-0.016598
COL,1996,0.8271,138.52,138.88,-0.189878,-0.002568
COL,1997,0.8555,145.18,142.67,-0.156065,0.017427
COL,1998,0.9214,149.63,144.06,-0.081904,0.037959
COL,1999,1.0004,154.62,145.68,0.000432,0.059557
COL,2000,0.9881,159.88,148.7,-0.01195,0.072501
COL,2001,0.9566,165.46,151.23,-0.044417,0.089942
COL,2002,0.9716,170.73,155.45,-0.028802,0.093731
COL,2003,0.9868,175.49,158.23,-0.013267,0.103497
COL,2004,0.9648,176.79,160.41,-0.035822,0.097214
COL,2005,0.9803,182.38,166.42,-0.01988,0.091603
COL,2006,1.0517,185.63,170.32,0.050451,0.086077
COL,2007,1.1025,189.31,174.73,0.097611,0.080142
COL,2008,1.088,196.07,177.12,0.084375,0.101667
COL,2009,1.0574,206.4,180.81,0.055818,0.132325
COL,2010,1.1386,215.04,185.56,0.129758,0.147468
COL,2011,1.2322,219.81,188.51,0.208811,0.153628
COL,2012,1.2423,225.83,193.86,0.216994,0.152622
COL,2013,1.2418,233.43,197.82,0.216586,0.165551
COL,2014,1.3087,242.9,202.35,0.269034,0.182615
COL,2015,1.3713,245.1,206.48,0.315777,0.171446
COL,2016,1.3829,247.57,214.87,0.324213,0.141678
COL,2017,1.3083,258.58,220.28,0.268757,0.160306
COL,2018,1.2336,265.15,223.96,0.209908,0.168838
COL,2019,1.2043,272.52,231.14,0.185884,0.164679
