id,approved,income,age,debt_ratio,credit_score,employment_length
665,1,11697.32,66,0.113,606,3.0
666,1,12440.12,74,0.254,771,1.8
667,1,20881.77,124,0.112,582,4.3
668,0,31232.3,54,0.384,658,2.7
669,1,23825.88,48,0.169,508,8.3
670,1,136348.09,64,0.227,686,4.2
671,1,75039.61,67,0.109,807,4.1
672,1,110190.57,39,0.03,809,2.3
673,1,51120.56,37,0.241,568,2.1
674,1,153926.99,69,0.429,643,8.8
675,1,15142.12,49,0.296,699,6.4
676,1,12333.26,64,0.12,643,8.3
677,1,50131.69,34,0.423,766,5.3
678,1,73289.49,57,0.201,842,2.5
679,1,16166.05,57,0.419,668,1.3
680,1,36548.05,49,0.572,612,4.3
681,1,39202.2,67,0.543,649,3.1
682,1,52007.09,46,0.483,716,3.7
683,1,34439.67,70,0.352,762,13.8
684,1,24623.72,52,0.077,708,4.0
685,1,12528.53,62,0.1,743,0.8
686,1,11586.43,45,0.392,705,4.9
687,1,25309.67,66,0.454,718,4.1
688,1,33345.41,50,0.108,572,6.5
689,1,18098.85,68,0.572,688,2.9
690,1,28957.92,34,0.465,594,2.8
691,1,10180.45,71,0.23,799,5.6
692,1,19798.14,80,0.152,630,7.3
693,1,66775.2,67,0.49,672,5.4
694,1,81309.81,46,0.218,648,3.6
695,1,99980.65,60,0.357,564,2.2
696,1,66612.62,76,0.085,771,5.2
697,1,74325.66,73,0.248,620,5.5
698,1,4725.36,62,0.125,695,9.0
699,1,36082.12,53,0.243,686,4.4
700,1,99368.2,50,0.265,633,24.6
701,0,22489.91,79,0.41,777,4.9
702,1,56279.51,73,0.608,637,4.4
703,1,51115.99,53,0.213,675,6.6
704,1,90718.54,45,0.377,520,3.2
705,1,35825.6,48,0.286,619,2.8
706,1,31579.09,34,0.24,714,2.9
707,1,68816.36,76,0.278,676,2.3
708,1,140570.75,47,0.166,721,10.7
709,1,24427.61,68,0.43,795,2.3
710,1,80547.38,61,0.405,782,4.1
711,1,47591.66,68,0.511,680,3.5
712,1,57843.71,75,0.278,606,3.3
713,1,82705.77,48,0.399,655,2.0
714,1,26310.19,58,0.22,662,6.4
715,1,180747.33,70,0.257,598,3.5
716,1,114925.44,43,0.124,681,0.8
717,1,25732.0,60,0.122,695,4.3
718,1,72014.49,63,0.168,608,19.1
719,1,93815.93,53,0.291,598,9.4
720,1,85350.63,44,0.216,633,11.4
721,1,8466.33,51,0.127,717,1.6
722,1,26914.37,54,0.404,706,7.5
723,1,126848.5,37,0.13,700,5.7
724,1,41862.37,52,0.242,735,3.2
725,0,46260.99,56,0.404,525,3.3
726,1,82260.9,86,0.13,737,3.5
727,1,46231.94,65,0.107,712,5.5
728,1,22411.91,68,0.422,582,6.2
729,1,54412.54,52,0.548,600,5.4
730,1,48917.07,47,0.443,645,8.4
731,1,91637.25,57,0.18,648,4.9
732,1,48598.83,59,0.322,750,6.9
733,1,19340.05,30,0.272,770,5.5
734,1,13779.54,60,0.216,722,1.9
735,1,45573.7,54,0.567,615,8.3
736,1,63657.14,68,0.136,760,5.0
737,1,32666.6,95,0.042,668,4.5
738,1,66809.37,50,0.212,682,7.9
739,1,28914.92,52,0.088,626,1.9
740,1,12975.72,70,0.479,687,3.4
741,1,29472.13,40,0.381,648,8.3
742,1,101022.21,61,0.467,734,2.9
743,1,14384.98,103,0.205,667,8.6
744,1,74956.08,53,0.026,659,7.9
745,1,30139.63,51,0.542,549,10.1
746,1,70292.6,67,0.149,850,4.7
747,1,20427.36,51,0.05,850,8.0
748,1,27610.48,50,0.271,789,5.2
749,1,28010.7,49,0.237,728,5.5
750,1,56497.92,31,0.097,632,6.3
751,1,70993.7,47,0.219,684,1.5
752,1,104165.27,66,0.4,785,9.6
753,1,18066.99,54,0.32,743,11.2
754,1,110998.1,75,0.355,698,5.8
755,1,36554.41,53,0.106,625,2.9
756,1,8144.92,74,0.287,810,3.5
757,1,8998.36,42,0.616,751,8.8
758,1,33255.93,38,0.26,534,2.8
759,1,15162.16,53,0.376,706,13.5
760,1,16755.37,70,0.395,683,6.8
761,1,48197.84,56,0.364,617,4.5
762,1,22827.27,72,0.159,729,9.3
763,1,53973.06,66,0.123,747,5.2
764,1,55136.45,44,0.135,565,3.6
765,1,47409.81,85,0.157,584,2.6
766,1,34363.03,71,0.22,603,2.7
767,1,32263.26,62,0.243,636,3.4
768,1,38011.13,53,0.149,754,8.8
769,1,57916.71,53,0.231,576,7.3
770,1,510614.76,57,0.082,639,4.6
771,1,47409.97,67,0.418,632,5.9
772,1,48620.43,43,0.382,621,6.3
773,1,28257.87,39,0.41,637,5.1
774,1,102814.23,50,0.362,641,19.4
775,1,54262.45,56,0.243,800,12.7
776,1,35309.18,83,0.253,786,9.2
777,1,54793.25,52,0.382,799,8.7
778,1,54782.18,43,0.262,626,6.1
779,1,96580.02,66,0.342,745,5.9
780,1,136835.53,91,0.61,787,8.8
781,1,77312.13,51,0.159,674,3.5
782,1,66661.92,65,0.29,594,6.1
783,1,18727.42,65,0.499,635,5.1
784,1,31926.97,65,0.151,850,6.8
785,1,15728.01,54,0.402,480,3.0
786,1,32118.85,68,0.072,685,4.8
787,1,71780.18,89,0.323,623,12.2
788,1,94290.37,45,0.304,850,7.8
789,1,40375.49,56,0.233,578,3.0
790,1,32432.88,64,0.431,614,1.8
791,1,9790.21,53,0.218,670,10.7
792,1,18135.66,68,0.43,620,11.9
793,1,28511.63,56,0.106,601,4.5
794,1,34496.75,52,0.381,618,6.9
795,1,19625.44,46,0.427,735,3.4
796,1,58005.32,41,0.105,681,6.9
797,1,40544.97,55,0.382,723,3.6
798,1,81489.49,45,0.185,501,15.0
799,1,30635.57,58,0.136,690,2.4
800,1,28419.71,46,0.131,697,5.0
801,1,3117.61,94,0.349,588,6.9
802,1,27421.59,71,0.195,677,8.4
803,1,14293.34,46,0.181,670,4.9
804,1,10280.58,54,0.274,707,3.0
805,1,52533.12,53,0.311,691,3.4
806,1,67863.94,59,0.381,659,2.2
807,1,33805.98,78,0.36,575,2.0
808,1,23620.5,54,0.266,650,10.4
809,1,148297.1,86,0.227,682,3.8
810,1,31350.4,50,0.356,512,5.5
811,1,19435.0,62,0.057,616,4.9
812,1,191108.6,71,0.214,606,3.8
813,1,39839.05,57,0.278,595,7.9
814,1,90392.45,70,0.185,726,5.0
815,1,15401.08,68,0.37,708,1.8
816,1,129241.06,54,0.273,827,1.1
817,1,34474.28,78,0.255,730,13.2
818,1,39645.31,39,0.322,647,7.6
819,1,11618.9,53,0.147,698,3.7
820,1,32321.8,79,0.183,608,5.7
821,1,28447.54,55,0.248,750,10.8
822,1,45365.83,47,0.138,732,5.2
823,1,27130.21,74,0.331,645,2.2
824,1,21906.11,77,0.146,584,2.7
825,1,23333.43,57,0.111,739,1.9
826,1,39892.75,62,0.187,650,1.6
827,1,14022.07,42,0.079,703,4.0
828,1,77702.77,64,0.309,679,6.9
829,1,53325.24,57,0.358,641,7.1
830,1,168248.6,55,0.128,674,3.4
831,1,86508.42,65,0.158,686,7.1
832,1,19466.34,91,0.143,581,7.7
833,1,29159.68,43,0.372,600,4.9
834,1,14579.34,87,0.119,689,2.5
835,1,17611.57,46,0.179,654,4.7
836,1,12076.28,72,0.478,850,3.1
837,1,153988.05,71,0.253,708,2.8
838,1,11300.13,52,0.257,776,9.4
839,1,13231.71,54,0.339,622,4.6
840,1,61529.41,66,0.228,624,2.0
841,1,40662.18,66,0.224,640,11.4
842,1,162223.43,50,0.44,756,7.2
843,1,56749.56,43,0.191,430,4.6
844,1,11195.97,47,0.228,705,5.3
845,1,47954.32,52,0.193,621,1.5
846,1,5343.02,61,0.197,705,8.0
847,1,52161.46,45,0.32,671,9.1
848,1,26154.69,63,0.308,740,9.5
849,1,46474.27,66,0.182,676,12.3
850,1,181187.35,59,0.069,610,3.0
851,1,25863.83,62,0.335,706,13.5
852,1,120023.13,43,0.173,693,16.5
853,1,14454.81,45,0.13,745,2.7
854,1,153737.55,66,0.328,723,3.4
855,1,105756.72,50,0.158,820,18.1
856,1,133060.99,60,0.247,690,3.6
857,1,11133.48,64,0.39,689,7.0
858,1,25033.82,56,0.22,740,5.1
859,1,24800.02,59,0.265,733,5.8
860,1,16682.59,79,0.28,577,5.8
861,1,18500.2,65,0.166,834,5.0
862,1,20664.33,66,0.102,821,1.3
863,1,20908.11,65,0.188,598,11.2
864,1,33805.59,58,0.52,707,4.0
865,1,29030.25,60,0.345,719,3.7
866,1,99197.51,60,0.566,645,3.4
867,1,21312.29,49,0.229,745,4.1
868,1,71959.72,74,0.184,666,9.1
869,1,11031.91,56,0.471,768,8.2
870,1,28869.29,59,0.175,715,7.4
871,1,49703.76,36,0.285,592,8.8
872,1,27426.93,72,0.139,616,8.7
873,1,41687.59,49,0.217,754,5.0
874,1,25585.52,34,0.167,691,1.9
875,1,39529.56,54,0.098,756,13.3
876,1,20851.7,45,0.157,631,2.1
877,1,40982.65,55,0.207,655,3.0
878,1,116607.83,51,0.287,744,3.8
879,1,48280.14,59,0.305,720,11.2
880,1,149546.44,44,0.571,572,8.8
881,1,44680.58,58,0.552,632,5.3
882,1,58471.41,56,0.345,739,7.0
883,1,15988.53,60,0.375,658,1.7
884,1,41190.37,82,0.112,693,2.9
885,1,16096.66,46,0.276,748,3.1
886,0,9718.7,48,0.451,830,2.6
887,1,242855.59,76,0.151,653,1.6
888,1,65825.55,55,0.225,577,10.9
889,1,25688.22,54,0.164,641,4.8
890,1,14955.65,81,0.774,769,1.7
891,1,25842.0,52,0.25,685,6.6
892,1,34061.31,59,0.286,850,10.7
893,1,26604.27,63,0.373,695,9.7
894,1,88823.09,70,0.207,649,5.9
895,1,13177.9,37,0.796,658,9.6
896,1,45037.65,43,0.032,778,6.8
897,1,87519.38,55,0.244,645,3.9
898,1,86097.03,68,0.53,735,8.2
899,1,155642.96,47,0.48,610,1.5
900,1,10998.38,56,0.361,828,3.5
901,1,102916.09,102,0.268,704,8.3
902,1,8189.19,43,0.281,737,3.1
903,1,67282.88,73,0.171,688,11.6
904,1,18917.65,60,0.063,685,4.1
905,1,41774.75,55,0.235,771,8.2
906,1,42797.76,64,0.17,660,6.3
907,1,26759.46,55,0.216,667,6.0
908,1,22073.0,81,0.114,626,8.9
909,1,31311.56,83,0.406,727,5.3
910,1,22174.91,38,0.574,717,2.0
911,1,76445.44,74,0.245,649,2.5
912,1,43816.48,65,0.228,726,10.8
913,1,54196.77,72,0.296,788,9.5
914,1,13139.5,47,0.047,673,1.7
915,1,22876.79,84,0.551,663,1.8
916,1,31645.28,56,0.326,688,7.2
917,1,34185.34,55,0.187,682,4.8
918,1,28692.33,114,0.525,644,6.2
919,1,50010.09,59,0.422,675,3.4
920,1,23849.82,44,0.278,673,4.4
921,1,12656.78,62,0.12,727,4.6
922,1,25627.4,55,0.066,727,4.0
923,1,45595.54,47,0.544,729,4.5
924,1,48795.66,43,0.364,629,5.3
925,1,24222.46,38,0.525,641,13.2
926,1,25120.48,59,0.369,765,1.7
927,1,28448.62,61,0.44,687,3.2
928,1,75751.93,50,0.055,644,4.1
929,1,38042.5,63,0.031,638,11.2
930,1,11309.71,71,0.469,651,11.0
931,0,28604.75,54,0.537,601,3.7
932,1,60012.72,40,0.342,677,4.2
933,1,33317.08,56,0.209,661,7.2
934,1,94429.5,79,0.187,765,4.9
935,1,49896.76,31,0.314,752,5.8
936,1,90018.08,72,0.422,684,16.8
937,1,28474.48,49,0.193,589,5.7
938,1,9871.64,53,0.231,716,13.2
939,0,12642.97,60,0.556,700,1.7
940,1,30148.74,54,0.097,623,12.5
941,1,8870.39,55,0.295,629,10.1
942,1,11726.88,52,0.399,621,11.3
943,1,73491.06,64,0.262,681,7.4
944,1,14169.76,56,0.396,767,10.1
945,1,25499.14,41,0.026,658,6.9
946,1,97856.34,83,0.641,669,6.2
947,1,24880.77,64,0.716,829,3.3
948,1,34856.53,56,0.055,632,4.6
949,1,85053.41,78,0.504,710,11.1
950,1,14785.56,40,0.267,663,6.9
951,1,64885.58,73,0.39,639,7.1
952,1,52580.88,47,0.344,548,3.7
953,1,27686.03,97,0.172,679,10.2
954,1,56824.35,68,0.283,666,4.6
955,1,17451.96,58,0.867,726,4.0
956,1,30339.48,100,0.217,708,5.6
957,1,122923.03,59,0.201,780,5.5
958,1,32306.88,57,0.48,631,5.1
959,1,59676.34,53,0.341,799,8.0
960,1,15370.74,67,0.439,725,13.1
961,1,46603.47,52,0.486,566,4.7
962,1,42782.88,70,0.186,553,2.2
963,1,34864.29,44,0.256,662,8.1
964,1,8113.5,46,0.163,620,8.0
965,1,17656.01,55,0.324,799,12.9
966,1,57689.58,61,0.264,594,3.5
967,1,17435.46,63,0.45,708,4.3
968,1,61757.84,84,0.327,691,2.4
969,1,53331.51,45,0.32,707,2.5
970,1,18231.45,110,0.343,783,5.3
971,1,66590.83,62,0.243,756,3.0
972,1,27881.32,81,0.154,602,2.7
973,1,19871.09,64,0.218,705,4.8
974,1,42765.56,89,0.07,734,1.1
975,1,69383.61,51,0.329,789,8.8
976,1,94536.05,46,0.193,699,2.0
977,1,44044.04,43,0.273,678,3.4
978,1,55058.41,39,0.089,629,4.0
979,1,51551.99,64,0.192,634,3.2
980,1,18372.76,42,0.203,616,4.7
981,1,62115.19,58,0.236,598,6.4
982,1,17158.26,55,0.379,720,3.6
983,1,92456.91,35,0.121,669,1.6
984,1,29050.87,53,0.141,769,3.2
985,1,109094.38,63,0.25,721,14.3
986,1,16069.99,47,0.06,634,6.2
987,1,60011.71,37,0.411,648,4.7
988,1,10024.75,53,0.305,732,4.1
989,1,61505.1,59,0.236,647,8.6
990,1,40940.56,69,0.13,740,4.0
991,1,58171.32,51,0.168,671,5.1
992,1,91345.85,35,0.132,640,2.5
993,1,15357.56,88,0.151,607,11.0
994,1,39881.13,49,0.454,597,5.0
995,1,42881.47,50,0.278,708,5.6
996,1,40487.93,51,0.03,793,6.8
997,1,19760.25,62,0.18,646,10.2
998,1,19614.91,71,0.32,656,5.2
999,1,12715.79,31,0.368,606,10.4
1000,1,41206.89,48,0.394,624,4.4
1001,1,15334.47,37,0.338,740,7.8
1002,1,87977.12,45,0.628,558,3.0
1003,1,36496.55,51,0.415,645,3.9
1004,1,8663.14,47,0.143,666,3.9
1005,1,23274.5,44,0.227,649,8.8
1006,1,8320.59,47,0.102,553,5.1
1007,1,60679.4,51,0.527,659,1.8
1008,1,63280.07,65,0.177,639,2.0
1009,1,83055.72,65,0.257,713,8.0
1010,1,61892.15,87,0.293,782,8.3
1011,1,41654.92,57,0.292,826,10.4
1012,1,22726.03,45,0.302,627,8.4
1013,1,8948.45,46,0.166,761,6.9
1014,1,148596.56,40,0.258,574,2.1
1015,1,34579.83,42,0.544,535,8.3
1016,0,53574.01,79,0.79,555,1.9
1017,1,52394.0,48,0.491,644,4.2
1018,1,136368.11,60,0.553,635,5.1
1019,1,32431.68,52,0.379,720,10.3
1020,1,18861.73,61,0.34,595,6.0
1021,1,37256.25,62,0.214,698,5.8
1022,1,33182.9,47,0.283,790,3.0
1023,1,4613.72,39,0.093,634,4.2
1024,1,36373.38,54,0.317,813,8.3
1025,1,20626.99,53,0.296,522,13.3
1026,1,43666.24,104,0.734,751,4.6
1027,1,36311.53,68,0.168,647,6.0
1028,1,14430.2,82,0.439,689,2.4
1029,1,27081.73,37,0.46,694,12.6
1030,1,78969.2,60,0.59,734,9.2
1031,1,38102.5,53,0.258,490,3.9
1032,1,21834.91,49,0.289,655,12.8
1033,1,74040.19,83,0.625,712,8.3
1034,1,14264.37,55,0.195,621,3.9
1035,1,63610.41,50,0.393,572,1.3
1036,1,77102.4,64,0.412,660,10.3
1037,1,27770.97,48,0.102,587,1.0
1038,1,149347.14,82,0.221,619,8.8
1039,1,63901.86,51,0.324,594,3.1
1040,1,20016.05,72,0.395,711,11.6
1041,1,44233.06,61,0.471,670,7.2
1042,1,51768.32,53,0.037,541,0.9
1043,1,19313.12,45,0.727,742,7.8
1044,1,49964.65,59,0.183,484,5.3
1045,1,29436.67,61,0.455,640,6.0
1046,1,17317.84,33,0.334,698,2.2
1047,1,10604.87,54,0.555,754,5.7
1048,1,24093.94,60,0.36,672,6.3
1049,1,32200.74,72,0.242,740,6.6
1050,1,8119.06,47,0.106,696,11.4
1051,1,44696.64,50,0.271,739,7.3
1052,1,45665.61,46,0.169,753,0.8
1053,1,73225.84,56,0.361,570,4.9
1054,0,8438.48,44,0.419,592,3.9
1055,1,424444.75,62,0.341,706,2.7
1056,1,17053.9,69,0.539,616,2.4
1057,1,22183.72,56,0.33,725,4.1
1058,1,25813.77,61,0.488,733,4.8
1059,1,45025.73,76,0.417,680,1.4
1060,1,9716.45,41,0.212,654,3.3
1061,1,118514.7,46,0.251,688,5.9
1062,1,14862.5,55,0.116,641,5.9
1063,1,27966.46,82,0.252,781,1.0
1064,0,42097.94,48,0.352,683,2.5
1065,1,15158.59,85,0.238,662,2.8
1066,1,37078.17,44,0.036,647,1.5
1067,1,45652.96,72,0.193,542,2.2
1068,1,44608.37,57,0.127,671,6.8
1069,1,18413.53,55,0.211,784,6.8
1070,1,35256.35,49,0.14,725,12.7
1071,1,31604.42,45,0.285,760,1.8
1072,1,35824.15,77,0.274,801,3.3
1073,1,15228.04,37,0.429,671,9.7
1074,1,22531.88,90,0.061,635,7.8
1075,1,55577.24,61,0.365,707,4.5
1076,1,36106.81,47,0.555,696,5.5
1077,1,31171.92,46,0.511,769,4.1
1078,1,28949.98,38,0.074,647,2.6
1079,1,65768.23,70,0.107,706,14.8
1080,1,79967.04,85,0.099,714,2.4
1081,1,32656.01,59,0.338,713,8.8
1082,1,31897.81,53,0.238,647,6.1
1083,1,25710.27,61,0.03,680,2.7
1084,1,35709.74,56,0.077,706,5.1
1085,1,17567.66,41,0.646,776,7.2
1086,1,20943.2,48,0.374,718,3.0
1087,1,28379.3,59,0.123,733,2.9
1088,1,40381.24,48,0.14,505,5.1
1089,1,17477.46,87,0.089,685,4.3
1090,1,153832.64,70,0.114,646,9.4
1091,1,37715.23,82,0.379,553,4.9
1092,1,49417.59,67,0.091,708,3.0
1093,1,32389.38,46,0.161,737,5.3
1094,1,72897.21,49,0.254,686,4.6
1095,1,23278.33,48,0.323,542,8.4
1096,1,78094.2,48,0.15,737,2.2
1097,0,32764.57,80,0.389,512,0.2
1098,1,45718.28,44,0.163,741,4.7
1099,1,19370.13,43,0.128,685,4.4
1100,1,34186.3,46,0.093,569,10.1
1101,1,48258.9,64,0.506,664,10.4
1102,1,35446.79,58,0.241,485,2.3
1103,1,22571.04,39,0.038,686,2.6
1104,1,116697.29,54,0.135,698,1.0
1105,1,58976.79,64,0.372,649,12.0
1106,1,72576.68,35,0.388,779,6.5
1107,1,5384.94,56,0.552,705,3.9
1108,1,40766.23,74,0.532,721,2.7
1109,1,25867.94,48,0.284,771,1.6
1110,1,25414.51,61,0.157,719,6.6
1111,1,34046.64,46,0.283,649,5.6
1112,1,25282.16,89,0.475,612,4.2
1113,1,6055.32,48,0.486,616,7.1
1114,1,42580.54,72,0.143,713,14.3
1115,1,45332.65,49,0.275,601,7.6
1116,1,15547.65,74,0.265,688,12.3
1117,0,16766.85,27,0.323,549,7.3
1118,1,18856.74,98,0.215,735,8.4
1119,1,81621.64,46,0.197,692,5.8
1120,1,12883.42,76,0.364,802,2.9
1121,1,25484.49,40,0.233,591,14.8
1122,1,44103.44,50,0.591,534,23.3
1123,1,36685.63,45,0.257,654,9.0
1124,1,161454.79,64,0.572,647,5.2
1125,1,70740.89,73,0.284,573,4.4
1126,1,79927.31,79,0.258,548,2.5
1127,1,68993.47,53,0.378,680,4.7
1128,1,43485.81,53,0.133,479,4.9
1129,1,12056.56,82,0.065,702,5.8
1130,1,49162.11,47,0.38,652,5.2
1131,1,46021.24,70,0.814,816,3.4
1132,1,39016.28,58,0.646,601,2.3
1133,1,9590.12,49,0.146,700,7.3
1134,1,9677.6,87,0.437,735,2.1
1135,1,36329.83,57,0.201,653,8.0
1136,1,20835.83,42,0.31,574,13.8
1137,1,90387.67,76,0.202,604,9.2
1138,1,80410.14,65,0.22,659,15.6
1139,1,68712.72,45,0.44,577,6.9
1140,1,20046.51,76,0.38,850,2.6
1141,1,180981.87,50,0.558,763,10.9
1142,1,79439.97,56,0.356,651,2.2
1143,1,13272.2,50,0.247,806,1.1
1144,1,37731.36,68,0.121,778,11.4
1145,1,11707.4,71,0.145,796,2.2
1146,1,6288.41,56,0.183,776,3.4
1147,1,99915.31,64,0.254,782,7.9
1148,1,64234.83,50,0.445,641,6.9
1149,1,33133.78,73,0.14,850,1.8
1150,1,27401.56,42,0.123,700,14.6
1151,1,35694.6,51,0.157,609,2.5
1152,1,27295.33,53,0.502,791,7.4
1153,1,44005.1,67,0.15,652,3.6
1154,1,63998.41,53,0.499,671,5.8
1155,0,59420.15,64,0.266,582,2.5
1156,1,34212.59,71,0.17,633,12.1
1157,1,7135.17,47,0.183,671,11.5
1158,1,42355.18,51,0.017,756,4.6
1159,1,25373.3,62,0.188,716,7.4
1160,1,30864.89,36,0.286,741,7.3
1161,1,46479.65,60,0.226,692,2.3
1162,1,42204.39,47,0.131,607,4.2
1163,1,25441.85,71,0.468,737,5.5
1164,1,47231.75,90,0.459,749,1.6
1165,1,35666.9,54,0.43,720,7.1
1166,1,71633.29,67,0.319,814,4.9
1167,1,11949.96,74,0.365,797,6.3
1168,1,23916.59,65,0.387,607,6.8
1169,1,57719.31,83,0.245,797,5.4
1170,1,31490.59,68,0.261,510,7.9
1171,1,33783.78,52,0.226,644,9.1
1172,1,17409.46,93,0.133,798,10.7
1173,1,42647.6,50,0.27,762,4.0
1174,1,29596.89,41,0.424,628,1.9
1175,1,21561.08,30,0.369,799,9.7
1176,1,22968.12,70,0.506,815,7.0
1177,1,37479.42,49,0.181,705,7.5
1178,1,22759.21,30,0.31,820,7.0
1179,1,16247.2,46,0.069,830,7.0
1180,1,16568.45,50,0.067,696,7.7
1181,1,15792.59,52,0.34,529,7.6
1182,1,10574.13,35,0.538,701,1.3
1183,1,149304.64,47,0.075,731,12.2
1184,1,10634.96,80,0.095,636,5.3
1185,1,71417.07,58,0.322,655,8.4
1186,1,86784.47,51,0.346,722,5.5
1187,1,26198.73,66,0.139,691,9.0
1188,0,10416.73,42,0.173,592,1.8
1189,1,49684.42,53,0.054,687,17.8
1190,1,39892.52,60,0.204,755,1.9
1191,1,20301.32,39,0.146,595,10.5
1192,1,87531.94,40,0.617,757,6.3
1193,1,90613.1,54,0.213,823,5.7
1194,1,26500.89,60,0.327,662,14.9
1195,1,207677.9,63,0.126,696,2.6
1196,1,135938.81,60,0.373,549,8.4
1197,1,21290.27,51,0.092,601,3.7
1198,1,137834.39,34,0.092,626,9.7
1199,1,35722.66,42,0.427,762,7.9
1200,1,82484.16,47,0.518,654,2.2
1201,1,66418.57,46,0.303,712,3.8
1202,1,26873.44,56,0.119,652,12.4
1203,1,53041.52,46,0.173,850,2.1
1204,1,44075.19,68,0.467,581,5.9
1205,1,98049.2,62,0.446,716,5.1
1206,1,8017.46,73,0.273,779,4.3
1207,1,16070.73,83,0.165,641,3.8
1208,1,46802.89,77,0.311,726,3.8
1209,1,21138.98,51,0.194,654,6.2
1210,1,36898.74,50,0.083,719,9.0
1211,1,18119.0,56,0.128,655,2.2
1212,1,13381.28,77,0.143,627,4.3
1213,1,37500.08,53,0.55,685,11.4
1214,1,54440.99,64,0.122,553,6.5
1215,1,49747.87,48,0.289,623,3.6
1216,0,32904.29,75,0.359,814,1.8
1217,1,115169.89,69,0.283,685,4.7
1218,1,81657.66,99,0.241,601,14.8
1219,1,52431.38,41,0.373,808,6.8
1220,1,26072.26,104,0.139,631,12.0
1221,1,73058.76,39,0.432,787,3.7
1222,1,37432.6,61,0.123,781,8.5
1223,1,72797.38,44,0.264,648,4.3
1224,1,40738.8,42,0.054,783,7.5
1225,1,40658.3,72,0.085,741,13.0
1226,1,37991.98,49,0.296,751,3.9
1227,1,17487.43,44,0.102,657,10.8
1228,1,190299.13,53,0.349,612,5.6
1229,1,84679.88,70,0.042,846,8.6
1230,1,22383.32,51,0.186,563,2.6
1231,1,11686.29,63,0.453,628,3.2
1232,1,41816.88,76,0.134,644,7.8
1233,1,39573.55,47,0.35,662,5.4
1234,1,70128.04,58,0.456,761,8.7
1235,1,35805.57,45,0.098,619,5.1
1236,1,74629.53,56,0.24,756,5.4
1237,1,26769.88,29,0.031,619,5.3
1238,1,40854.73,63,0.284,647,4.4
1239,1,22331.69,59,0.344,608,7.8
1240,1,44870.28,41,0.419,677,4.6
1241,1,36838.49,78,0.304,746,3.4
1242,0,13091.84,41,0.296,665,7.4
1243,1,59592.42,54,0.323,728,8.1
1244,1,10616.98,67,0.198,835,5.0
1245,1,28891.51,90,0.275,615,8.3
1246,1,223342.28,76,0.376,677,4.7
1247,1,27409.32,89,0.347,686,14.1
1248,1,44508.41,48,0.594,604,10.4
1249,1,31595.12,59,0.342,841,5.6
1250,1,42274.02,66,0.504,685,5.2
1251,1,4918.32,48,0.184,673,10.6
1252,1,26805.97,57,0.199,681,7.9
1253,1,11973.51,73,0.175,773,4.6
1254,1,44039.51,50,0.324,683,8.9
1255,1,26965.01,54,0.449,666,2.7
1256,1,82642.6,44,0.121,554,9.4
1257,1,49035.05,55,0.081,581,5.2
1258,1,15797.71,47,0.158,693,3.4
1259,1,29466.99,57,0.012,607,5.5
1260,1,46169.22,50,0.505,618,13.6
1261,1,19022.35,59,0.574,494,10.8
1262,1,26992.84,50,0.112,647,4.2
1263,1,21636.15,36,0.364,773,3.0
1264,1,19677.66,56,0.295,688,7.8
1265,1,113135.48,48,0.152,684,6.3
1266,1,109383.92,47,0.246,785,11.8
1267,1,17268.87,51,0.093,769,9.4
1268,1,66889.67,60,0.016,615,4.8
1269,1,76716.5,54,0.508,622,4.1
1270,1,20545.67,54,0.264,690,4.2
1271,0,33851.28,43,0.544,600,3.9
1272,1,72365.17,54,0.174,601,4.7
1273,1,40675.46,54,0.248,766,5.2
1274,1,25376.93,78,0.112,800,1.3
1275,1,185789.29,65,0.297,447,4.5
1276,1,48197.14,84,0.418,738,5.9
1277,1,3630.51,53,0.096,706,1.4
1278,1,16688.34,107,0.248,590,4.4
1279,1,43842.71,47,0.49,566,2.4
1280,1,110881.32,46,0.105,552,5.9
1281,1,36393.44,43,0.211,637,2.5
1282,1,23999.89,71,0.342,743,4.5
1283,1,26797.99,38,0.187,755,3.4
1284,1,38787.38,43,0.261,521,7.2
1285,1,128535.24,80,0.233,524,1.3
1286,1,28327.24,47,0.552,596,11.7
1287,0,32683.8,49,0.464,554,4.4
1288,1,140256.04,51,0.202,682,7.8
1289,1,22936.25,54,0.275,724,12.3
1290,1,24372.36,46,0.429,688,1.8
1291,1,29889.97,59,0.364,582,11.4
1292,1,47008.3,72,0.085,757,6.3
1293,1,16070.67,42,0.461,771,2.7
1294,1,46388.19,64,0.352,607,6.4
1295,1,31805.63,49,0.29,615,1.6
1296,1,16358.94,47,0.385,677,4.5
1297,1,34434.66,46,0.115,607,6.0
1298,1,39808.72,56,0.244,740,5.3
1299,1,41245.33,74,0.48,622,4.4
1300,1,26432.37,58,0.435,616,10.2
1301,1,63849.47,58,0.133,744,4.7
1302,1,14611.19,62,0.51,544,7.1
1303,1,43354.13,67,0.288,711,7.1
1304,1,30552.94,57,0.422,539,10.8
1305,1,31895.53,41,0.149,667,2.9
1306,1,20203.64,89,0.324,555,9.8
1307,1,9454.25,75,0.298,702,1.7
1308,1,9997.9,55,0.477,695,10.6
1309,1,15425.07,70,0.105,602,4.6
1310,1,12298.16,63,0.067,702,8.3
1311,1,17234.81,39,0.351,643,9.4
1312,1,14085.04,59,0.106,811,4.5
1313,1,32260.23,59,0.368,836,2.6
1314,1,54585.64,65,0.547,524,2.8
