id,income,education,experience,female,region,urban
777,63.37,10,15.9,1,3,1
778,60.41,14,12.0,0,4,1
779,98.0,18,31.0,1,1,1
780,57.41,10,15.0,1,4,1
781,65.71,12,13.1,1,3,1
782,75.41,12,25.5,1,1,0
783,96.08,14,23.7,0,4,0
784,65.51,16,20.9,1,4,1
785,73.27,18,21.7,0,3,0
786,85.19,18,31.8,0,4,0
787,144.55,16,33.2,1,4,0
788,73.16,14,43.8,1,1,0
789,88.53,16,11.3,0,1,1
790,74.8,20,10.7,1,3,1
791,60.18,12,6.9,0,3,0
792,61.39,12,9.3,0,3,1
793,69.25,14,17.8,1,1,1
794,90.77,16,5.6,0,3,1
795,62.24,14,9.2,1,4,0
796,37.01,10,19.7,1,4,1
797,82.22,12,9.8,0,4,1
798,65.07,16,12.0,1,2,0
799,90.63,18,15.8,0,4,0
800,76.01,14,23.9,1,4,0
801,73.22,18,12.7,1,3,0
802,84.66,16,24.3,0,1,1
803,102.8,18,15.0,0,2,1
804,77.48,12,13.2,0,2,1
805,71.1,14,8.9,1,4,1
806,33.94,14,49.2,1,3,0
807,62.46,12,35.0,1,1,1
808,93.25,16,23.8,0,2,1
809,81.81,20,13.8,1,4,1
810,79.34,12,18.0,0,2,1
811,75.19,20,23.2,1,1,1
812,55.62,12,7.4,1,1,0
813,76.03,16,18.1,0,4,1
814,56.92,12,23.9,0,4,1
815,64.23,16,15.4,0,2,1
816,46.27,14,6.6,1,1,0
817,63.76,12,18.1,1,4,0
818,55.09,10,17.5,0,2,0
819,62.42,12,21.4,1,4,0
820,88.38,18,19.9,1,1,1
821,86.24,14,24.8,0,3,1
822,100.47,18,23.2,1,4,1
823,62.8,12,43.4,1,1,0
824,58.9,12,14.9,1,3,0
825,50.2,10,10.1,1,3,0
826,72.02,18,8.4,0,3,1
827,79.71,16,15.4,1,4,1
828,50.44,12,12.9,1,4,1
829,61.12,12,13.7,0,4,1
830,60.16,10,9.6,1,1,1
831,93.96,18,33.4,1,3,1
832,86.68,14,14.7,0,4,1
833,82.59,14,13.1,0,4,1
834,95.25,16,11.8,1,4,1
835,74.06,16,35.2,0,3,1
836,90.04,14,30.2,0,4,1
837,101.02,16,19.2,0,2,0
838,83.86,12,11.7,0,1,1
839,75.89,12,15.8,0,2,1
840,70.86,16,36.8,0,1,1
841,79.5,16,35.3,0,2,1
842,100.27,10,22.3,0,3,0
843,62.22,12,9.4,0,2,1
844,73.55,20,7.3,0,4,1
845,91.76,16,20.6,0,2,0
846,66.09,18,44.2,1,1,1
847,78.57,16,20.3,1,1,1
848,88.05,16,20.3,0,4,0
849,60.24,12,9.9,1,4,0
850,100.42,20,20.0,0,4,0
851,79.73,20,10.1,1,1,1
852,67.43,12,20.5,1,1,1
853,49.11,12,21.7,1,1,0
854,69.25,16,17.5,1,2,1
855,83.19,20,12.0,0,3,1
856,97.53,16,30.1,1,2,1
857,52.1,14,9.3,0,1,1
858,82.99,20,21.5,0,1,1
859,68.49,10,23.7,0,2,1
860,79.22,16,33.7,0,2,0
861,81.35,18,29.7,1,3,0
862,70.81,14,14.9,1,3,1
863,59.14,12,25.8,0,2,1
864,37.47,12,18.2,1,1,1
865,93.31,14,47.4,0,2,1
866,75.33,12,60.9,0,3,1
867,95.35,18,10.6,0,4,1
868,62.72,10,5.6,0,1,1
869,71.95,18,11.8,0,2,1
870,69.24,10,6.9,0,3,1
871,67.67,14,15.5,0,4,1
872,51.45,12,12.2,1,1,0
873,59.91,14,30.1,0,3,1
874,71.65,10,22.1,0,2,0
875,85.6,16,25.1,1,2,1
876,78.47,16,6.0,0,4,0
877,94.23,16,10.8,0,2,0
878,48.56,12,31.6,1,2,0
879,78.7,16,8.9,1,1,0
880,56.37,16,12.0,1,4,0
881,75.46,16,23.2,1,4,0
882,84.02,18,14.3,0,3,0
883,88.67,16,28.2,1,1,0
884,54.36,12,8.6,1,1,0
885,76.75,16,34.5,0,1,1
886,78.78,16,17.7,0,4,1
887,100.94,16,24.6,0,2,1
888,87.35,18,18.8,0,2,1
889,58.45,14,15.8,1,1,0
890,62.08,14,22.7,1,3,1
891,70.58,10,23.1,0,2,1
892,60.61,10,21.4,0,2,0
893,75.85,16,10.8,1,3,1
894,60.4,12,17.4,0,3,1
895,75.27,12,7.3,0,3,1
896,50.88,10,17.5,0,3,0
897,89.85,12,31.2,0,4,1
898,55.4,10,8.6,0,1,1
899,78.48,16,20.9,1,3,1
900,136.59,16,8.1,1,3,1
901,76.94,12,27.7,0,3,0
902,55.11,10,11.2,1,3,1
903,78.63,10,28.0,0,2,0
904,53.92,10,7.7,1,3,0
905,71.34,12,19.5,0,1,1
906,86.02,20,42.1,0,3,1
907,48.69,14,17.1,1,2,0
908,49.62,12,41.4,0,1,1
909,72.98,14,22.8,1,1,1
910,63.78,16,11.2,0,1,1
911,72.49,16,20.2,1,2,1
912,48.14,12,16.3,1,2,1
913,76.35,10,13.3,0,3,1
914,48.78,10,27.7,0,1,0
915,65.01,14,11.9,1,3,1
916,68.63,14,31.0,0,3,0
917,88.63,16,13.3,0,1,1
918,61.21,10,8.5,0,2,1
919,65.47,20,15.8,1,4,1
920,68.59,12,14.2,0,2,0
921,73.44,16,7.5,1,3,0
922,76.93,14,14.6,0,4,1
923,94.61,16,30.3,1,4,1
924,55.68,10,11.1,1,4,1
925,62.29,12,19.0,0,4,1
926,72.52,12,38.6,0,4,1
927,59.31,14,41.9,1,3,0
928,53.74,12,20.6,0,2,0
929,71.77,14,9.5,1,4,1
930,89.8,16,20.9,1,3,1
931,48.89,14,9.8,1,1,1
932,79.1,14,15.4,0,3,0
933,74.92,14,16.7,1,2,0
934,76.31,12,41.0,0,4,1
935,52.68,10,34.5,1,3,1
936,69.64,16,11.7,0,1,1
937,61.66,14,18.9,1,1,0
938,66.55,12,43.1,0,2,0
939,73.0,14,29.4,1,4,1
940,80.17,14,41.1,1,4,1
941,78.12,16,17.2,1,1,1
942,82.88,14,45.5,0,4,1
943,74.09,14,18.2,0,4,1
944,83.69,16,38.4,1,3,1
945,47.67,10,23.9,0,1,1
946,74.29,14,27.9,0,4,1
947,73.1,16,12.6,0,2,0
948,53.45,14,13.1,1,4,0
949,85.24,16,21.4,1,1,0
950,65.33,20,26.1,1,3,0
951,109.43,14,11.2,0,3,1
952,76.14,10,22.9,0,2,1
953,67.62,12,8.2,0,2,1
954,56.08,10,16.0,0,4,1
955,96.78,16,15.5,1,1,0
956,83.06,18,18.9,0,3,1
957,83.15,20,16.7,1,3,1
958,87.67,14,19.7,0,4,0
959,60.29,12,16.4,1,4,1
960,81.8,12,21.5,0,1,1
961,66.66,16,9.2,1,2,0
962,94.86,18,16.7,0,4,1
963,79.56,18,22.1,0,4,1
964,60.57,14,7.5,1,2,1
965,52.25,16,40.2,1,3,0
966,112.63,16,32.3,0,4,1
967,67.58,12,21.2,1,4,1
968,83.83,14,21.3,0,2,1
969,77.11,12,35.7,1,2,1
970,74.1,16,13.3,0,1,0
971,65.68,12,17.8,1,4,1
972,71.41,10,13.5,1,4,1
973,56.28,10,33.7,0,1,1
974,70.55,12,6.4,1,3,0
975,69.51,12,17.8,1,1,1
976,61.08,10,6.4,0,1,1
977,68.48,12,14.9,1,2,1
978,69.51,12,14.8,0,2,1
979,68.21,14,42.0,1,1,1
980,76.31,14,23.8,0,2,1
981,55.62,12,6.1,1,4,0
982,82.03,10,22.0,0,3,1
983,68.02,12,10.7,1,2,0
984,57.06,12,25.4,1,4,1
985,100.0,18,10.4,1,3,1
986,66.67,12,9.2,1,4,1
987,101.37,20,36.7,0,4,1
988,68.7,12,17.9,0,3,0
989,54.24,10,10.5,1,1,1
990,72.18,10,35.6,0,3,1
991,97.33,18,14.5,1,3,1
992,89.53,12,18.1,1,4,1
993,45.83,12,9.3,1,3,1
994,102.12,18,17.5,1,4,1
995,90.84,20,27.6,1,2,0
996,61.67,14,16.9,0,2,1
997,74.18,12,14.9,0,4,0
998,89.3,14,9.1,0,3,0
999,52.99,10,27.1,1,1,1
1000,81.63,16,24.0,1,2,1
1001,79.61,18,44.2,0,3,1
1002,75.17,16,29.3,1,1,1
1003,79.52,18,10.0,0,3,1
1004,83.02,18,48.9,0,4,0
1005,55.56,12,14.2,1,3,1
1006,53.63,10,6.6,1,1,1
1007,78.56,10,25.1,0,1,1
1008,67.87,10,14.8,0,3,0
1009,75.91,18,13.5,1,4,1
1010,63.23,12,16.5,1,2,1
1011,76.21,18,22.8,1,1,1
1012,100.2,14,28.2,0,1,1
1013,45.07,12,20.7,1,2,1
1014,99.86,18,23.6,0,1,1
1015,77.38,16,50.6,0,1,1
1016,75.11,14,15.0,1,3,0
1017,80.4,14,19.8,1,4,1
1018,80.07,12,21.3,0,4,1
1019,54.36,12,14.6,1,3,1
1020,59.58,12,25.9,1,2,1
1021,75.01,14,9.7,0,4,1
1022,57.04,14,27.5,1,3,1
1023,62.96,10,22.9,1,2,0
1024,55.85,10,5.4,1,1,1
1025,90.98,16,28.6,0,1,0
1026,75.43,20,30.7,0,3,0
1027,92.53,16,15.9,1,1,1
1028,61.44,10,30.9,0,1,1
1029,71.47,12,25.0,1,2,1
1030,74.38,10,9.7,0,1,1
1031,81.86,18,30.4,1,1,1
1032,91.1,14,44.1,0,3,1
1033,73.19,18,22.4,1,1,1
1034,71.51,14,18.1,0,4,1
1035,57.85,10,10.6,0,2,1
1036,90.39,16,29.7,1,4,1
1037,53.49,16,6.6,1,1,0
1038,65.26,10,10.0,0,2,0
1039,72.95,16,34.9,0,2,1
1040,71.25,16,31.4,0,2,1
1041,79.61,18,9.1,1,4,1
1042,68.08,14,14.7,0,2,1
1043,92.28,16,12.5,0,1,1
1044,65.24,18,13.7,0,3,0
1045,76.89,16,14.1,0,3,0
1046,74.19,12,21.9,0,2,0
1047,47.86,14,13.8,0,4,0
1048,89.01,14,34.3,1,4,1
1049,73.17,16,14.7,0,4,1
1050,79.08,14,14.8,1,4,1
1051,71.85,10,16.7,1,4,1
1052,95.61,16,14.2,0,4,1
1053,54.62,12,12.4,0,2,1
1054,74.62,10,6.8,0,2,1
1055,82.07,18,8.3,0,3,0
1056,39.64,12,21.4,1,4,0
1057,50.59,12,25.2,1,1,1
1058,50.69,10,10.2,0,2,1
1059,98.7,20,13.5,1,2,0
1060,58.29,18,7.9,0,4,0
1061,68.04,12,10.9,0,1,1
1062,52.31,10,20.9,0,3,1
1063,89.86,14,20.0,0,3,1
1064,85.9,16,10.7,0,4,0
1065,81.54,14,30.0,0,3,1
1066,84.54,18,22.6,1,1,1
1067,56.52,10,49.7,0,1,1
1068,64.13,10,36.7,1,3,0
1069,70.07,14,16.5,0,1,1
1070,60.89,10,17.2,1,3,1
1071,47.62,10,11.9,1,2,0
1072,89.71,14,29.5,1,2,1
1073,83.83,10,26.1,1,4,0
1074,100.47,18,15.9,0,1,1
1075,96.15,18,26.6,1,4,1
1076,62.06,14,20.4,1,3,0
1077,71.23,16,27.2,0,2,0
1078,68.71,18,10.3,1,2,1
1079,66.21,12,48.9,0,4,0
1080,103.89,12,12.2,0,3,1
1081,108.54,14,8.1,1,2,1
1082,80.3,16,28.1,0,2,1
1083,77.07,12,36.0,1,4,1
1084,69.23,14,9.8,0,4,1
1085,42.75,12,27.1,1,2,1
1086,79.38,16,15.9,0,2,0
1087,58.77,12,26.0,1,3,0
1088,90.3,20,28.9,1,1,1
1089,68.15,16,16.4,1,3,1
1090,76.9,10,19.9,0,1,0
1091,71.91,16,27.6,0,1,1
1092,44.44,14,22.4,1,3,1
1093,76.9,14,43.1,0,4,1
1094,62.28,12,32.7,1,2,1
1095,61.72,18,10.3,1,1,1
1096,60.73,14,24.8,1,3,0
1097,73.94,16,17.4,0,1,1
1098,50.02,12,31.6,1,2,1
1099,49.52,14,18.9,0,2,1
1100,43.51,12,23.4,1,1,0
1101,94.65,14,21.5,0,2,1
1102,68.49,16,20.9,1,3,0
1103,73.59,16,18.6,1,2,1
1104,64.11,12,10.5,1,3,1
1105,94.44,18,15.9,1,1,1
1106,61.32,16,19.5,0,2,0
1107,70.27,16,7.2,0,4,1
1108,61.47,16,13.9,1,1,1
1109,64.38,16,14.9,1,1,1
1110,71.41,16,45.6,1,3,1
1111,88.28,16,28.9,0,4,0
1112,63.91,10,20.9,1,4,1
1113,79.32,12,11.3,0,4,1
1114,64.62,12,15.2,1,1,1
1115,83.07,16,26.4,1,1,1
1116,70.08,12,6.3,1,3,1
1117,66.9,12,16.3,1,4,0
1118,97.71,16,23.5,0,4,1
1119,69.38,16,9.8,1,4,0
1120,88.91,12,7.5,0,1,0
1121,74.88,14,34.7,0,1,0
1122,102.91,14,16.6,0,1,1
1123,117.34,18,18.4,0,4,1
1124,56.49,16,11.9,1,2,0
1125,69.93,14,8.4,0,2,1
1126,94.22,16,55.4,0,3,1
1127,52.98,10,7.7,1,1,0
1128,95.11,14,24.5,0,2,0
1129,75.59,14,36.3,0,2,1
1130,86.22,10,17.7,0,4,1
1131,72.68,16,24.3,0,2,0
1132,88.79,18,12.4,0,1,1
1133,79.67,12,22.8,0,4,0
1134,76.07,14,6.7,0,2,1
1135,61.59,16,9.2,0,4,1
1136,76.81,16,24.9,1,1,1
1137,81.77,18,11.5,1,4,0
1138,78.38,12,40.9,1,2,1
1139,78.42,14,29.7,0,4,1
1140,43.77,10,11.1,1,3,0
1141,58.64,10,11.5,1,4,1
1142,44.45,10,21.7,1,1,1
1143,110.65,20,27.8,0,4,0
1144,83.32,16,14.1,0,3,1
1145,80.82,12,19.3,0,3,1
1146,57.28,14,5.0,0,1,0
1147,52.42,16,14.4,1,4,1
1148,67.42,14,23.3,0,3,1
1149,85.45,12,20.1,0,4,1
1150,64.15,10,30.5,0,2,1
1151,100.89,20,19.7,0,4,0
1152,76.99,16,41.4,0,3,0
1153,60.25,16,22.8,0,2,1
1154,59.21,10,10.2,1,4,0
1155,59.77,12,18.7,1,1,1
1156,74.39,14,12.8,0,1,0
1157,70.93,14,31.0,1,2,0
1158,60.18,16,13.9,1,1,0
1159,85.08,18,17.9,0,1,1
1160,84.87,20,29.9,1,4,1
1161,63.73,18,10.7,0,3,0
1162,50.68,12,25.7,1,1,1
1163,55.54,20,21.0,1,3,0
1164,47.73,12,11.6,1,4,1
1165,66.89,12,30.3,1,3,1
1166,73.35,20,14.2,0,4,1
1167,86.62,16,36.3,1,1,1
1168,119.97,16,11.6,1,3,1
1169,66.05,16,5.1,1,4,0
1170,95.43,18,20.2,1,4,1
1171,77.62,16,39.7,1,3,0
1172,58.0,12,26.8,0,2,1
1173,73.56,12,31.3,0,4,0
1174,66.53,16,12.3,1,2,1
1175,49.63,10,31.4,1,1,0
1176,71.13,14,19.1,1,1,0
1177,61.61,16,19.4,1,4,1
1178,104.71,20,40.2,1,1,0
1179,84.63,18,11.1,0,4,1
1180,96.62,16,15.8,0,3,1
1181,86.45,12,15.5,0,2,1
1182,85.6,18,8.8,0,1,1
1183,61.94,14,9.6,0,3,1
1184,67.67,20,17.5,1,2,1
1185,62.16,14,10.1,0,3,0
1186,81.42,12,10.3,1,4,1
1187,75.65,14,13.4,0,4,0
1188,76.13,14,12.2,1,2,1
1189,81.7,18,18.9,0,1,1
1190,79.9,10,27.1,0,2,1
1191,74.66,16,7.1,1,3,0
1192,70.58,12,35.0,1,3,1
1193,72.53,10,26.2,0,1,1
1194,95.84,18,20.2,1,2,0
1195,86.5,14,12.3,0,3,1
1196,98.09,16,6.2,0,2,1
1197,61.54,10,17.1,1,4,1
1198,50.19,12,12.1,0,3,0
1199,65.49,10,23.2,0,2,1
1200,85.54,18,24.2,1,1,1
1201,50.07,10,22.6,0,2,1
1202,94.22,20,14.4,1,4,1
1203,36.29,10,5.0,1,3,0
1204,58.16,10,18.8,0,1,1
1205,81.98,12,13.4,0,3,0
1206,97.35,14,8.2,1,3,1
1207,78.61,20,23.5,0,1,0
1208,66.76,12,12.4,0,1,1
1209,87.75,14,29.6,0,1,1
1210,87.72,16,32.4,0,2,1
1211,63.09,12,10.8,0,2,0
1212,58.35,10,24.2,1,3,1
1213,68.25,14,8.7,0,1,0
1214,67.74,16,60.5,1,2,1
1215,93.13,14,31.0,0,4,1
1216,64.9,16,37.0,1,2,1
1217,82.15,14,23.9,1,1,1
1218,43.93,12,18.9,1,1,0
1219,75.88,10,13.4,0,2,0
1220,88.18,16,2.2,0,3,1
1221,90.1,16,11.5,1,2,0
1222,59.29,12,11.7,1,4,0
1223,53.72,14,35.4,1,4,1
1224,66.54,16,16.3,1,2,1
1225,87.3,16,26.4,0,1,1
1226,95.5,16,12.3,0,2,1
1227,78.43,14,12.7,0,3,0
1228,53.22,12,17.5,0,2,0
1229,81.99,18,21.8,1,1,1
1230,73.55,12,11.5,0,3,1
1231,74.26,14,13.5,0,1,1
1232,99.5,16,25.6,1,2,1
1233,58.25,10,19.0,1,4,1
1234,71.98,16,23.5,0,3,0
1235,52.83,10,10.4,0,2,0
1236,73.76,14,22.4,0,2,1
1237,71.75,10,32.4,0,1,1
1238,84.75,16,16.0,1,1,0
1239,94.98,18,21.2,0,2,1
1240,78.09,12,36.7,1,4,1
1241,89.54,16,13.2,1,3,1
1242,107.51,12,22.0,0,4,0
1243,70.09,14,17.5,1,1,1
1244,100.86,16,22.6,1,2,1
1245,62.19,12,19.1,0,1,0
1246,65.51,12,39.7,0,3,0
1247,62.27,10,22.9,1,4,1
1248,124.3,18,22.3,1,2,1
1249,67.24,16,15.0,0,1,1
1250,68.4,14,26.2,0,1,1
1251,70.54,14,18.7,0,4,0
1252,86.63,16,13.8,0,1,1
1253,47.12,10,15.2,1,3,1
1254,72.33,14,12.9,0,1,0
1255,90.11,12,46.4,0,1,1
1256,55.16,12,20.4,1,2,1
1257,66.64,10,24.6,1,3,0
1258,89.19,16,20.0,0,1,1
1259,51.85,12,22.0,1,1,1
1260,56.99,12,10.5,1,2,1
1261,69.93,14,18.8,1,2,0
1262,74.52,12,19.2,0,1,1
1263,80.15,16,26.6,0,2,0
1264,63.29,16,24.2,0,3,1
1265,68.38,16,13.1,1,2,1
1266,45.29,16,12.3,0,1,0
1267,82.06,16,17.4,0,2,0
1268,98.65,20,13.9,1,3,1
1269,62.69,12,5.5,0,1,1
1270,45.24,10,19.4,1,1,1
1271,73.87,20,9.8,0,2,1
1272,78.12,16,13.0,0,2,0
1273,80.79,12,22.1,0,4,1
1274,66.25,14,17.6,1,3,1
1275,74.62,16,4.0,0,4,1
1276,67.6,14,11.5,0,2,0
1277,69.48,10,10.7,1,1,0
1278,68.37,12,26.7,1,2,0
1279,47.68,12,15.4,1,2,0
1280,82.27,16,11.7,1,1,1
1281,73.63,16,20.4,1,1,0
1282,78.42,12,39.9,0,2,1
1283,109.46,18,10.0,0,1,1
1284,94.84,12,18.8,0,2,1
1285,87.63,16,18.2,0,2,1
1286,64.65,14,8.5,0,2,0
1287,65.13,12,38.0,1,2,1
1288,77.64,16,18.3,0,1,1
1289,75.62,14,20.4,1,3,0
1290,104.16,16,15.6,1,2,1
1291,86.18,16,32.0,0,3,0
1292,95.15,16,22.1,0,2,0
1293,70.93,12,10.9,0,1,0
1294,58.92,12,36.3,1,2,1
1295,59.72,12,60.5,0,2,1
1296,65.88,16,19.5,1,2,1
1297,46.8,10,8.3,1,2,0
1298,66.85,12,12.7,1,1,1
1299,71.23,16,13.1,1,1,1
1300,99.28,14,9.2,0,3,1
1301,86.93,14,13.9,0,4,1
1302,85.1,12,51.0,0,2,1
1303,50.5,16,22.1,1,1,1
1304,90.9,20,22.1,1,4,1
1305,68.8,16,24.7,1,2,1
1306,61.19,10,43.0,1,2,1
1307,76.18,20,19.0,1,3,1
1308,68.62,12,36.2,0,1,1
1309,73.4,12,29.9,1,2,1
1310,71.03,12,21.3,0,2,1
1311,70.76,10,11.9,0,4,1
1312,85.15,18,49.6,1,1,1
1313,53.17,10,54.3,1,3,0
1314,72.53,14,7.4,0,2,1
1315,87.11,16,15.0,1,4,1
1316,82.18,16,28.7,0,2,1
1317,64.56,16,19.9,1,1,1
1318,61.83,12,20.1,1,3,1
1319,47.01,10,18.1,1,3,1
1320,62.35,10,19.8,1,4,1
1321,50.91,10,13.5,0,3,1
1322,75.01,18,22.4,1,4,0
1323,73.01,14,24.1,1,1,1
1324,66.74,12,23.4,0,4,0
1325,77.73,14,39.5,0,3,1
1326,54.41,12,16.4,1,4,0
1327,67.16,20,11.6,0,1,1
1328,66.48,10,30.0,0,1,1
1329,59.54,12,8.1,0,1,1
1330,51.1,10,28.0,1,4,0
1331,93.24,18,17.3,1,1,1
1332,75.14,16,19.4,1,4,1
1333,74.4,18,28.7,1,4,1
1334,85.93,20,8.7,1,3,0
1335,87.47,20,34.1,0,1,1
1336,64.97,12,9.6,1,3,0
1337,63.37,14,14.0,1,4,0
1338,77.1,12,35.2,1,3,0
1339,74.93,14,9.4,1,3,1
1340,98.97,16,32.3,0,4,1
1341,38.78,14,29.1,1,2,1
1342,79.13,16,14.5,1,3,1
1343,74.04,14,32.1,0,4,0
1344,65.48,12,10.8,1,2,1
1345,58.3,12,33.3,1,1,0
1346,77.34,18,17.0,1,4,0
1347,61.73,12,11.0,1,3,0
1348,69.62,16,6.3,0,3,1
1349,91.0,14,25.1,1,1,1
1350,66.47,12,35.1,0,4,1
1351,70.21,14,12.7,0,3,1
1352,48.55,10,19.6,1,3,0
1353,79.12,16,17.7,0,2,0
1354,65.19,16,24.3,1,3,1
1355,69.11,12,10.6,0,1,1
1356,89.89,16,26.3,0,1,1
1357,80.47,16,13.1,0,3,1
1358,63.26,18,38.6,1,3,1
1359,31.47,10,10.1,1,1,0
1360,78.7,12,28.9,1,4,0
1361,56.17,16,11.2,1,1,1
1362,55.19,16,23.9,0,3,1
1363,78.79,16,21.5,0,4,1
1364,82.55,16,19.3,1,3,1
1365,71.14,18,15.2,0,1,0
1366,67.89,14,16.7,0,2,0
1367,46.34,16,12.0,1,4,0
1368,73.68,16,18.2,0,1,1
1369,56.1,14,35.6,1,4,0
1370,112.37,16,21.1,1,4,1
1371,57.37,12,15.7,1,3,1
1372,77.28,12,15.5,0,2,1
1373,94.77,18,21.1,1,3,0
1374,59.26,14,18.1,1,3,0
1375,63.46,12,22.7,1,3,1
1376,57.64,16,21.1,0,1,0
1377,105.61,18,29.5,0,4,1
1378,84.72,14,24.0,0,4,1
1379,50.7,12,18.2,0,2,1
1380,80.79,16,32.9,0,4,1
1381,61.73,14,5.4,1,1,1
1382,86.96,18,13.4,1,1,0
1383,53.51,10,34.9,1,4,0
1384,46.28,16,23.2,1,4,1
1385,60.43,16,15.0,0,1,1
1386,54.24,10,11.9,1,3,1
1387,100.61,12,28.1,0,4,0
1388,77.64,16,37.2,0,3,1
1389,68.09,20,33.7,0,2,1
1390,95.59,14,23.7,0,4,1
1391,119.84,20,21.8,1,2,0
1392,58.89,12,49.0,0,4,0
1393,77.92,14,8.8,1,2,0
1394,62.43,12,46.1,0,1,0
1395,57.18,10,10.8,0,1,1
1396,97.76,16,10.4,0,4,1
1397,77.58,12,15.4,0,1,1
1398,97.08,16,11.6,0,2,1
1399,68.24,16,28.9,0,2,1
1400,85.32,20,8.8,0,3,0
1401,68.79,18,15.5,1,1,0
1402,68.89,16,27.3,0,3,0
1403,59.05,10,32.6,0,1,1
1404,61.37,12,28.7,1,1,1
1405,87.04,16,4.5,0,3,1
1406,58.51,16,14.2,0,2,1
1407,91.18,16,11.9,0,2,0
1408,89.54,16,15.8,0,3,1
1409,76.17,16,16.2,1,4,1
1410,73.82,10,24.9,0,1,1
1411,85.2,16,23.2,0,2,1
1412,91.58,18,14.3,1,3,0
1413,58.19,16,17.6,1,1,1
1414,48.61,10,10.7,1,1,0
1415,60.73,12,5.2,1,3,0
1416,76.01,12,25.4,1,1,0
1417,115.38,14,8.3,0,4,1
1418,59.48,14,25.5,1,4,0
1419,84.35,18,11.2,0,4,0
1420,66.1,14,15.9,0,4,0
1421,67.99,12,24.7,1,3,1
1422,51.2,10,19.1,1,1,1
1423,72.63,18,32.7,0,4,0
1424,75.5,18,22.3,1,3,1
1425,74.66,20,34.7,0,3,1
1426,72.63,16,12.3,1,4,1
1427,66.08,12,12.1,1,4,1
1428,87.71,16,24.9,0,4,0
1429,62.12,12,35.7,1,2,1
1430,59.86,10,36.6,0,3,1
1431,98.77,16,21.4,0,4,0
1432,75.81,18,22.8,1,2,1
1433,62.09,12,41.5,1,3,0
1434,65.21,12,27.4,0,4,1
1435,87.84,20,21.9,1,4,1
1436,54.82,16,9.1,1,4,1
1437,40.81,10,18.5,1,3,1
1438,81.14,12,14.2,0,2,1
1439,74.52,20,30.4,0,1,0
1440,52.45,12,14.6,1,2,1
1441,35.49,10,36.2,1,3,0
1442,81.12,14,14.4,1,2,1
1443,68.48,14,21.4,0,2,0
1444,54.36,12,5.6,1,3,1
1445,63.38,14,35.3,0,2,0
1446,79.0,16,25.5,0,2,1
1447,70.31,12,32.5,0,1,1
1448,62.34,14,23.2,1,2,1
1449,71.09,16,21.6,1,3,1
1450,54.43,12,28.9,0,1,0
1451,86.26,16,7.2,0,3,1
1452,84.93,12,12.0,0,4,0
1453,71.76,20,14.7,1,2,1
1454,66.81,14,14.5,1,1,0
1455,65.63,16,39.9,1,1,1
1456,79.87,14,19.6,0,3,1
1457,68.78,16,10.1,1,3,0
1458,69.09,14,14.3,1,3,0
1459,80.53,12,13.3,1,4,1
1460,78.43,14,15.0,0,1,1
1461,75.66,16,13.3,1,1,1
1462,46.9,10,11.2,0,1,0
1463,99.6,16,11.8,0,2,1
1464,60.29,18,6.1,0,4,0
1465,78.48,14,8.6,0,2,0
1466,75.99,12,30.1,1,2,1
1467,56.44,12,13.9,1,3,1
1468,80.92,16,9.4,1,1,1
1469,82.6,18,13.9,1,3,1
1470,78.88,14,4.4,1,2,1
1471,94.34,16,32.8,1,4,1
1472,67.51,16,13.5,0,2,0
1473,92.28,14,6.0,0,4,1
1474,93.91,14,18.0,0,4,0
1475,52.62,12,43.2,1,3,1
1476,56.12,10,11.4,1,3,1
1477,64.97,12,36.2,1,3,0
1478,58.81,12,29.6,1,4,1
1479,54.32,10,27.2,1,3,0
1480,83.85,14,21.9,1,1,1
1481,115.42,12,22.9,0,1,1
1482,64.32,12,20.7,0,2,1
1483,57.61,16,20.2,0,1,1
1484,64.91,12,11.3,1,4,1
1485,79.44,16,29.4,1,4,0
1486,77.87,12,14.7,0,4,0
1487,72.71,16,19.9,0,1,1
1488,63.33,10,18.4,0,3,1
1489,97.36,16,14.8,1,2,0
1490,114.06,16,22.0,1,4,1
1491,74.12,12,19.1,0,1,0
1492,94.76,14,20.4,1,2,1
1493,65.7,10,18.1,1,2,1
1494,67.48,12,18.2,1,3,1
1495,71.94,12,17.5,0,2,1
1496,58.86,12,35.5,1,3,1
1497,61.34,14,12.8,1,2,1
1498,78.56,12,27.9,0,1,1
1499,93.31,16,23.6,0,2,1
1500,87.07,16,16.7,1,3,1
1501,70.14,12,25.6,0,1,1
1502,100.17,18,48.3,0,3,1
1503,64.75,16,22.7,0,3,0
1504,82.84,12,12.1,1,3,1
1505,73.1,16,28.2,0,3,1
1506,100.05,14,16.1,1,4,1
1507,73.31,14,57.2,1,3,1
1508,60.49,10,17.9,1,1,1
1509,66.42,16,18.6,1,3,0
1510,97.29,14,19.8,0,4,1
1511,56.15,10,29.7,0,2,0
1512,78.94,14,27.4,1,1,1
1513,76.16,12,23.6,0,3,0
1514,128.69,20,20.0,0,3,1
1515,78.93,10,13.7,0,1,1
1516,99.82,14,20.9,0,2,0
1517,65.88,12,24.8,0,2,1
1518,61.11,12,21.2,0,4,1
1519,60.68,12,18.1,1,3,0
1520,73.95,18,28.1,0,2,1
1521,64.34,16,39.4,1,3,0
1522,68.06,12,10.0,0,3,0
1523,58.5,12,12.1,1,3,0
