firm_id,month,date,returns,market_ret,size,book_to_market
13,5,2015-05-01,-0.58,7.06,17.56,0.604
13,6,2015-06-01,-7.37,-0.93,17.56,0.67
13,7,2015-07-01,-5.9,3.86,17.56,0.596
13,8,2015-08-01,-26.73,-14.89,17.56,0.571
13,9,2015-09-01,-3.9,-0.93,17.56,0.658
13,10,2015-10-01,-4.02,2.67,17.56,0.581
13,11,2015-11-01,-4.77,2.63,17.56,0.617
13,12,2015-12-01,-8.07,3.18,17.56,0.841
13,13,2016-01-01,-0.08,3.71,17.56,0.893
13,14,2016-02-01,-12.82,-3.73,17.56,0.75
13,15,2016-03-01,-6.08,3.13,17.56,0.759
13,16,2016-04-01,-4.88,1.98,17.56,0.751
13,17,2016-05-01,-8.39,-2.24,17.56,0.689
13,18,2016-06-01,3.07,9.67,17.56,0.979
13,19,2016-07-01,-0.3,5.99,17.56,0.731
13,20,2016-08-01,-7.05,-0.94,17.56,0.926
13,21,2016-09-01,5.43,9.01,17.56,0.776
13,22,2016-10-01,-3.24,3.73,17.56,0.803
13,23,2016-11-01,0.89,7.96,17.56,0.777
13,24,2016-12-01,-15.63,-6.67,17.56,0.768
13,25,2017-01-01,-15.53,-2.92,17.56,0.672
13,26,2017-02-01,-13.33,-1.83,17.56,0.904
13,27,2017-03-01,1.07,3.77,17.56,0.836
13,28,2017-04-01,-1.27,5.33,17.56,0.829
13,29,2017-05-01,-4.23,1.34,17.56,0.802
13,30,2017-06-01,-0.61,1.62,17.56,0.828
13,31,2017-07-01,-7.11,1.24,17.56,0.689
13,32,2017-08-01,-6.42,1.46,17.56,0.781
13,33,2017-09-01,-5.47,1.7,17.56,0.612
13,34,2017-10-01,-8.87,-1.04,17.56,0.492
13,35,2017-11-01,-0.44,8.61,17.56,0.562
13,36,2017-12-01,4.37,9.32,17.56,0.571
13,37,2018-01-01,-7.09,-1.18,17.56,0.543
13,38,2018-02-01,-10.07,1.2,17.56,0.532
13,39,2018-03-01,-1.58,4.07,17.56,0.414
13,40,2018-04-01,-4.62,2.02,17.56,0.497
13,41,2018-05-01,-2.38,2.5,17.56,0.615
13,42,2018-06-01,-11.43,-3.82,17.56,0.401
13,43,2018-07-01,-14.21,-3.35,17.56,0.238
13,44,2018-08-01,-11.19,0.0,17.56,-0.035
13,45,2018-09-01,-14.12,-6.31,17.56,0.464
13,46,2018-10-01,-6.07,1.28,17.56,0.339
13,47,2018-11-01,-12.01,-3.07,17.56,0.434
13,48,2018-12-01,-2.67,4.16,17.56,0.378
13,49,2019-01-01,-5.92,2.47,17.56,0.297
13,50,2019-02-01,-6.19,2.98,17.56,0.278
13,51,2019-03-01,-2.14,3.54,17.56,0.272
13,52,2019-04-01,-17.35,-6.09,17.56,0.235
13,53,2019-05-01,-13.8,-1.88,17.56,0.277
13,54,2019-06-01,-9.52,1.14,17.56,0.216
13,55,2019-07-01,-2.62,1.55,17.56,0.131
13,56,2019-08-01,-2.86,5.76,17.56,0.209
13,57,2019-09-01,-4.22,3.39,17.56,0.277
13,58,2019-10-01,-12.07,-2.92,17.56,0.179
13,59,2019-11-01,-5.33,1.67,17.56,0.234
13,60,2019-12-01,-0.06,6.33,17.56,0.307
13,61,2020-01-01,-11.26,-3.6,17.56,0.331
13,62,2020-02-01,-9.31,-0.58,17.56,0.223
13,63,2020-03-01,-12.31,-1.01,17.56,0.056
13,64,2020-04-01,-14.57,-2.93,17.56,0.046
13,65,2020-05-01,-4.67,5.07,17.56,0.305
13,66,2020-06-01,-7.91,-1.45,17.56,0.394
13,67,2020-07-01,-9.04,0.93,17.56,0.406
13,68,2020-08-01,-7.42,1.8,17.56,0.159
13,69,2020-09-01,-6.34,1.09,17.56,0.158
13,70,2020-10-01,0.74,3.95,17.56,0.449
13,71,2020-11-01,-8.49,2.86,17.56,0.363
13,72,2020-12-01,-8.17,2.65,17.56,0.448
13,73,2021-01-01,-7.42,0.11,17.56,0.417
13,74,2021-02-01,-3.24,4.24,17.56,0.387
13,75,2021-03-01,-5.29,3.52,17.56,0.447
13,76,2021-04-01,-6.25,4.0,17.56,0.472
13,77,2021-05-01,-0.93,6.69,17.56,0.406
13,78,2021-06-01,-4.89,2.76,17.56,0.585
13,79,2021-07-01,-20.52,-10.69,17.56,0.494
13,80,2021-08-01,-7.21,-0.71,17.56,0.64
13,81,2021-09-01,-6.34,2.76,17.56,0.539
13,82,2021-10-01,0.3,7.6,17.56,0.617
13,83,2021-11-01,-5.88,3.6,17.56,0.781
13,84,2021-12-01,-10.08,-0.82,17.56,0.517
13,85,2022-01-01,-1.38,2.99,17.56,0.661
13,86,2022-02-01,-7.24,1.56,17.56,0.705
13,87,2022-03-01,-12.91,-4.48,17.56,0.723
13,88,2022-04-01,-9.8,-0.12,17.56,0.77
13,89,2022-05-01,-12.82,-4.19,17.56,0.75
13,90,2022-06-01,-7.09,-0.29,17.56,0.792
13,91,2022-07-01,-1.69,3.86,17.56,0.867
13,92,2022-08-01,-0.66,3.17,17.56,0.825
13,93,2022-09-01,-7.1,4.25,17.56,0.71
13,94,2022-10-01,-6.02,0.26,17.56,0.861
13,95,2022-11-01,-10.88,-4.18,17.56,0.873
13,96,2022-12-01,-5.22,2.82,17.56,0.841
13,97,2023-01-01,-7.96,-0.76,17.56,0.875
13,98,2023-02-01,-11.81,-0.58,17.56,1.046
13,99,2023-03-01,-7.82,-0.19,17.56,0.708
13,100,2023-04-01,-14.45,-7.01,17.56,0.904
13,101,2023-05-01,-5.54,1.17,17.56,0.735
13,102,2023-06-01,-5.88,2.23,17.56,0.849
13,103,2023-07-01,-6.64,0.3,17.56,0.847
13,104,2023-08-01,-7.8,0.13,17.56,0.76
13,105,2023-09-01,-5.82,2.68,17.56,0.833
13,106,2023-10-01,-11.21,-1.51,17.56,0.715
13,107,2023-11-01,-12.42,-2.99,17.56,0.767
13,108,2023-12-01,-17.42,-6.97,17.56,0.731
13,109,2024-01-01,-5.13,2.41,17.56,0.732
13,110,2024-02-01,-18.3,-7.1,17.56,0.404
13,111,2024-03-01,-7.96,-0.14,17.56,0.697
13,112,2024-04-01,4.86,11.26,17.56,0.403
13,113,2024-05-01,-4.82,0.14,17.56,0.551
13,114,2024-06-01,2.69,8.07,17.56,0.508
13,115,2024-07-01,-5.71,2.47,17.56,0.37
13,116,2024-08-01,-11.43,-0.97,17.56,0.446
13,117,2024-09-01,-5.6,1.32,17.56,0.459
13,118,2024-10-01,-1.54,2.17,17.56,0.568
13,119,2024-11-01,-5.03,-0.6,17.56,0.478
13,120,2024-12-01,-6.68,4.72,17.56,0.43
14,1,2015-01-01,-8.79,-2.12,17.77,0.491
14,2,2015-02-01,-10.45,-2.52,17.77,0.553
14,3,2015-03-01,-3.97,4.06,17.77,0.616
14,4,2015-04-01,-6.82,2.01,17.77,0.407
14,5,2015-05-01,-8.38,1.22,17.77,0.675
14,6,2015-06-01,-9.11,1.09,17.77,0.629
14,7,2015-07-01,-9.62,-3.7,17.77,0.682
14,8,2015-08-01,-8.64,-2.07,17.77,0.643
14,9,2015-09-01,-4.12,4.3,17.77,0.709
14,10,2015-10-01,-7.82,3.36,17.77,0.776
14,11,2015-11-01,0.3,8.8,17.77,0.749
14,12,2015-12-01,-8.9,-1.37,17.77,0.719
14,13,2016-01-01,-15.47,-6.55,17.77,0.662
14,14,2016-02-01,-12.76,-4.97,17.77,0.776
14,15,2016-03-01,-3.1,6.0,17.77,0.664
14,16,2016-04-01,-9.19,-2.12,17.77,0.613
14,17,2016-05-01,-8.33,3.27,17.77,0.847
14,18,2016-06-01,-5.29,1.46,17.77,0.856
14,19,2016-07-01,-3.36,3.46,17.77,0.896
14,20,2016-08-01,-5.11,1.57,17.77,0.85
14,21,2016-09-01,-4.51,2.52,17.77,0.919
14,22,2016-10-01,-9.75,-1.48,17.77,0.665
14,23,2016-11-01,-11.86,-4.07,17.77,0.798
14,24,2016-12-01,-1.81,5.6,17.77,0.833
14,25,2017-01-01,-7.06,-0.6,17.77,0.926
14,26,2017-02-01,-4.23,2.45,17.77,0.581
14,27,2017-03-01,-1.65,8.14,17.77,0.749
14,28,2017-04-01,-10.14,-0.45,17.77,0.57
14,29,2017-05-01,-3.82,7.39,17.77,0.825
14,30,2017-06-01,-11.05,-0.77,17.77,0.912
14,31,2017-07-01,-13.08,-2.14,17.77,0.637
14,32,2017-08-01,-11.71,-1.56,17.77,0.607
14,33,2017-09-01,-4.0,5.96,17.77,0.52
14,34,2017-10-01,-12.22,-2.11,17.77,0.594
14,35,2017-11-01,-5.05,0.89,17.77,0.623
14,36,2017-12-01,-11.34,-1.47,17.77,0.729
14,37,2018-01-01,-2.96,-0.3,17.77,0.719
14,38,2018-02-01,-1.41,7.51,17.77,0.495
14,39,2018-03-01,-7.12,4.28,17.77,0.527
14,40,2018-04-01,-8.89,2.17,17.77,0.417
14,41,2018-05-01,-6.9,-0.23,17.77,0.474
14,42,2018-06-01,-7.36,-0.24,17.77,0.411
14,43,2018-07-01,-7.71,1.06,17.77,0.433
14,44,2018-08-01,-7.21,1.72,17.77,0.264
14,45,2018-09-01,-4.9,6.68,17.77,0.367
14,46,2018-10-01,-1.1,7.37,17.77,0.401
14,47,2018-11-01,-3.89,4.5,17.77,0.196
14,48,2018-12-01,-7.1,6.79,17.77,0.242
14,49,2019-01-01,-9.52,2.94,17.77,0.276
14,50,2019-02-01,-8.85,3.52,17.77,0.31
14,51,2019-03-01,-5.37,8.71,17.77,0.319
14,52,2019-04-01,-1.9,4.95,17.77,0.31
14,53,2019-05-01,-10.32,-1.2,17.77,0.305
14,54,2019-06-01,-14.09,-1.55,17.77,0.127
14,55,2019-07-01,-12.07,2.81,17.77,0.179
14,56,2019-08-01,-10.3,1.38,17.77,0.318
14,57,2019-09-01,-15.61,-1.91,17.77,0.244
14,58,2019-10-01,-11.3,-1.53,17.77,0.235
14,59,2019-11-01,-16.04,-4.54,17.77,0.077
14,60,2019-12-01,-5.94,-2.19,17.77,0.312
14,61,2020-01-01,-10.14,0.73,17.77,0.289
14,62,2020-02-01,-16.2,-7.49,17.77,0.406
14,63,2020-03-01,-4.47,2.93,17.77,0.246
14,64,2020-04-01,-4.01,4.91,17.77,0.27
14,65,2020-05-01,-0.7,6.14,17.77,0.215
14,66,2020-06-01,-8.79,-1.42,17.77,0.279
14,67,2020-07-01,-12.68,-5.86,17.77,0.427
14,68,2020-08-01,2.47,13.42,17.77,0.515
14,69,2020-09-01,-0.57,9.28,17.77,0.411
14,70,2020-10-01,-13.01,-4.91,17.77,0.205
14,71,2020-11-01,-7.43,-1.67,17.77,0.392
14,72,2020-12-01,-3.58,4.09,17.77,0.323
14,73,2021-01-01,-10.13,-2.45,17.77,0.302
14,74,2021-02-01,-9.05,-2.7,17.77,0.376
14,75,2021-03-01,-9.37,3.16,17.77,0.428
14,76,2021-04-01,-8.13,-1.82,17.77,0.684
14,77,2021-05-01,-4.11,6.31,17.77,0.541
14,78,2021-06-01,-5.31,5.05,17.77,0.668
14,79,2021-07-01,-11.53,-1.55,17.77,0.412
14,80,2021-08-01,-4.04,3.32,17.77,0.529
14,81,2021-09-01,-1.14,9.0,17.77,0.615
14,82,2021-10-01,-6.68,3.89,17.77,0.578
14,83,2021-11-01,-7.93,-1.28,17.77,0.542
14,84,2021-12-01,-8.5,-1.31,17.77,0.789
14,85,2022-01-01,-9.88,0.58,17.77,0.778
14,86,2022-02-01,-14.74,-2.26,17.77,0.787
14,87,2022-03-01,-5.31,0.63,17.77,0.791
14,88,2022-04-01,-1.2,6.93,17.77,0.734
14,89,2022-05-01,-7.22,-1.72,17.77,0.716
14,90,2022-06-01,-10.14,0.47,17.77,0.788
14,91,2022-07-01,-4.85,2.54,17.77,0.857
14,92,2022-08-01,-13.54,-3.79,17.77,0.889
14,93,2022-09-01,-8.68,0.32,17.77,0.633
14,94,2022-10-01,-11.02,-3.18,17.77,0.753
14,95,2022-11-01,-9.91,3.79,17.77,0.879
14,96,2022-12-01,-6.32,3.89,17.77,0.82
14,97,2023-01-01,-9.94,-2.33,17.77,0.791
14,98,2023-02-01,-11.79,2.08,17.77,0.772
14,99,2023-03-01,-5.26,-0.97,17.77,0.667
14,100,2023-04-01,-6.36,0.94,17.77,0.851
14,101,2023-05-01,-7.82,2.14,17.77,0.725
14,102,2023-06-01,-13.76,-7.07,17.77,0.768
14,103,2023-07-01,-10.98,-0.1,17.77,0.754
14,104,2023-08-01,-7.56,-0.39,17.77,0.659
14,105,2023-09-01,-8.13,0.93,17.77,0.642
14,106,2023-10-01,-10.12,-3.27,17.77,0.655
14,107,2023-11-01,-14.11,-4.86,17.77,0.661
14,108,2023-12-01,-10.09,-5.01,17.77,0.832
14,109,2024-01-01,-14.4,-2.09,17.77,0.595
14,110,2024-02-01,-13.58,-5.78,17.77,0.488
14,111,2024-03-01,-7.45,-0.24,17.77,0.61
14,112,2024-04-01,-6.52,1.89,17.77,0.444
14,113,2024-05-01,-9.46,3.53,17.77,0.485
14,114,2024-06-01,-9.33,5.89,17.77,0.511
14,115,2024-07-01,4.18,9.67,17.77,0.43
14,116,2024-08-01,-5.65,3.28,17.77,0.432
14,117,2024-09-01,-6.15,-1.71,17.77,0.434
14,118,2024-10-01,-12.64,-2.97,17.77,0.457
14,119,2024-11-01,-7.72,-0.17,17.77,0.578
14,120,2024-12-01,-0.27,3.77,17.77,0.365
15,1,2015-01-01,-6.63,-0.73,18.37,0.541
15,2,2015-02-01,-7.37,2.42,18.37,0.748
15,3,2015-03-01,-10.4,-1.79,18.37,0.314
15,4,2015-04-01,-12.52,-8.32,18.37,0.607
15,5,2015-05-01,-7.72,-0.1,18.37,0.617
15,6,2015-06-01,-6.94,3.47,18.37,0.737
15,7,2015-07-01,-15.46,-7.86,18.37,0.761
15,8,2015-08-01,-11.55,-3.5,18.37,0.699
15,9,2015-09-01,-10.42,-2.55,18.37,0.557
15,10,2015-10-01,-10.7,-2.85,18.37,0.716
15,11,2015-11-01,-5.62,4.39,18.37,0.934
15,12,2015-12-01,-7.49,-0.46,18.37,0.904
15,13,2016-01-01,-8.28,1.43,18.37,0.776
15,14,2016-02-01,-10.18,1.59,18.37,0.755
15,15,2016-03-01,-10.14,0.99,18.37,0.952
15,16,2016-04-01,-7.24,-0.19,18.37,0.696
15,17,2016-05-01,-10.55,4.1,18.37,0.664
15,18,2016-06-01,-4.45,4.67,18.37,0.663
15,19,2016-07-01,-9.31,-1.29,18.37,0.869
15,20,2016-08-01,-9.31,-1.47,18.37,0.712
15,21,2016-09-01,-12.43,-2.12,18.37,0.91
15,22,2016-10-01,-7.94,1.99,18.37,0.756
15,23,2016-11-01,-15.77,-1.8,18.37,0.772
15,24,2016-12-01,-11.42,-2.63,18.37,0.723
15,25,2017-01-01,-2.5,5.71,18.37,0.703
15,26,2017-02-01,-14.71,-2.07,18.37,0.651
15,27,2017-03-01,-6.12,3.02,18.37,0.757
15,28,2017-04-01,-7.66,1.63,18.37,0.733
15,29,2017-05-01,1.51,9.57,18.37,0.67
15,30,2017-06-01,-4.58,5.17,18.37,0.735
15,31,2017-07-01,-18.99,-11.47,18.37,0.653
15,32,2017-08-01,-3.74,8.1,18.37,0.625
15,33,2017-09-01,-9.67,1.43,18.37,0.507
15,34,2017-10-01,-6.02,4.21,18.37,0.401
15,35,2017-11-01,-10.31,-2.38,18.37,0.721
15,36,2017-12-01,-12.59,-5.52,18.37,0.525
15,37,2018-01-01,-10.26,-0.97,18.37,0.557
15,38,2018-02-01,-6.64,4.17,18.37,0.561
15,39,2018-03-01,-5.81,1.29,18.37,0.384
15,40,2018-04-01,-0.4,12.78,18.37,0.435
15,41,2018-05-01,-4.79,6.14,18.37,0.544
15,42,2018-06-01,-9.91,-2.49,18.37,0.6
15,43,2018-07-01,-8.58,1.43,18.37,0.322
15,44,2018-08-01,-12.17,-6.31,18.37,0.446
15,45,2018-09-01,-8.09,1.09,18.37,0.254
15,46,2018-10-01,-5.0,4.06,18.37,0.254
15,47,2018-11-01,-8.5,3.3,18.37,0.281
15,48,2018-12-01,-9.0,0.41,18.37,0.193
15,49,2019-01-01,-6.87,3.08,18.37,0.39
15,50,2019-02-01,-9.63,2.67,18.37,0.231
15,51,2019-03-01,-8.87,-0.65,18.37,0.386
15,52,2019-04-01,-7.62,2.36,18.37,0.05
15,53,2019-05-01,-15.25,-4.28,18.37,0.095
15,54,2019-06-01,-11.23,-2.72,18.37,0.296
15,55,2019-07-01,-11.18,-3.24,18.37,0.149
15,56,2019-08-01,-9.76,3.27,18.37,0.216
15,57,2019-09-01,-12.42,-0.52,18.37,0.438
15,58,2019-10-01,-8.59,2.25,18.37,0.412
15,59,2019-11-01,-7.84,8.36,18.37,0.133
15,60,2019-12-01,-13.7,-0.68,18.37,0.13
15,61,2020-01-01,-11.59,-0.94,18.37,0.311
15,62,2020-02-01,-11.76,-0.8,18.37,0.357
15,63,2020-03-01,-9.57,3.2,18.37,0.06
15,64,2020-04-01,-11.32,0.27,18.37,0.363
15,65,2020-05-01,-10.94,-2.87,18.37,0.283
15,66,2020-06-01,-10.22,-3.63,18.37,0.219
15,67,2020-07-01,-13.82,-4.28,18.37,0.322
15,68,2020-08-01,-3.64,5.98,18.37,0.365
15,69,2020-09-01,-8.59,-0.75,18.37,0.409
15,70,2020-10-01,-7.39,2.8,18.37,0.319
15,71,2020-11-01,-15.27,-6.33,18.37,0.545
15,72,2020-12-01,-9.26,-1.17,18.37,0.261
15,73,2021-01-01,-12.33,2.8,18.37,0.387
15,74,2021-02-01,-10.35,-1.77,18.37,0.486
15,75,2021-03-01,-12.48,0.44,18.37,0.423
15,76,2021-04-01,-6.75,4.7,18.37,0.346
15,77,2021-05-01,-10.37,-2.87,18.37,0.614
15,78,2021-06-01,-13.13,-0.92,18.37,0.609
15,79,2021-07-01,-7.28,0.39,18.37,0.459
15,80,2021-08-01,-8.89,2.34,18.37,0.654
15,81,2021-09-01,-8.65,4.01,18.37,0.501
15,82,2021-10-01,-7.77,0.5,18.37,0.542
15,83,2021-11-01,-12.7,-1.04,18.37,0.549
15,84,2021-12-01,-9.17,3.49,18.37,0.423
15,85,2022-01-01,-3.18,6.76,18.37,0.663
15,86,2022-02-01,-10.46,3.19,18.37,0.696
15,87,2022-03-01,-11.53,-4.18,18.37,0.598
15,88,2022-04-01,-7.42,3.06,18.37,0.659
15,89,2022-05-01,-10.07,1.14,18.37,0.768
15,90,2022-06-01,-3.82,7.47,18.37,0.84
15,91,2022-07-01,-9.0,-0.53,18.37,0.698
15,92,2022-08-01,-13.95,-1.15,18.37,0.802
15,93,2022-09-01,-8.44,-1.43,18.37,0.784
15,94,2022-10-01,-10.74,-3.03,18.37,0.65
15,95,2022-11-01,-12.65,0.24,18.37,0.628
15,96,2022-12-01,-7.83,-1.76,18.37,0.791
15,97,2023-01-01,-15.86,-3.7,18.37,0.851
15,98,2023-02-01,-7.6,1.87,18.37,0.943
15,99,2023-03-01,-9.76,-1.69,18.37,0.909
15,100,2023-04-01,-7.82,1.25,18.37,0.675
15,101,2023-05-01,-10.54,-1.81,18.37,0.797
15,102,2023-06-01,-6.17,4.96,18.37,0.696
15,103,2023-07-01,-6.24,4.49,18.37,0.716
15,104,2023-08-01,-8.34,-0.38,18.37,0.707
15,105,2023-09-01,-6.28,8.11,18.37,0.538
15,106,2023-10-01,-9.11,1.04,18.37,0.692
15,107,2023-11-01,-11.7,-1.31,18.37,0.544
15,108,2023-12-01,-5.28,3.94,18.37,0.655
15,109,2024-01-01,-13.07,-3.62,18.37,0.768
15,110,2024-02-01,-8.91,2.34,18.37,0.588
15,111,2024-03-01,-2.11,2.77,18.37,0.637
15,112,2024-04-01,-4.6,3.63,18.37,0.615
15,113,2024-05-01,-6.55,3.29,18.37,0.524
15,114,2024-06-01,-9.23,4.55,18.37,0.642
15,115,2024-07-01,-15.59,-6.31,18.37,0.612
15,116,2024-08-01,-10.77,-6.46,18.37,0.277
15,117,2024-09-01,-8.58,3.66,18.37,0.349
15,118,2024-10-01,-9.18,1.39,18.37,0.49
15,119,2024-11-01,-11.21,-2.21,18.37,0.494
15,120,2024-12-01,-14.05,-0.19,18.37,0.418
16,1,2015-01-01,-13.15,-6.97,12.24,0.444
16,2,2015-02-01,-3.57,1.24,12.24,0.695
16,3,2015-03-01,-13.43,-4.67,12.24,0.525
16,4,2015-04-01,-4.86,-0.38,12.24,0.715
16,5,2015-05-01,-9.37,-2.12,12.24,0.657
16,6,2015-06-01,-16.55,-10.47,12.24,0.498
16,7,2015-07-01,-1.33,2.84,12.24,0.816
16,8,2015-08-01,3.94,6.47,12.24,0.728
16,9,2015-09-01,3.51,5.85,12.24,0.734
16,10,2015-10-01,-5.85,-1.41,12.24,0.462
16,11,2015-11-01,-5.47,2.16,12.24,0.635
16,12,2015-12-01,-2.47,1.54,12.24,0.81
16,13,2016-01-01,-7.61,-3.12,12.24,0.673
16,14,2016-02-01,-4.98,0.78,12.24,0.871
16,15,2016-03-01,-2.36,3.84,12.24,0.772
16,16,2016-04-01,0.37,4.9,12.24,0.685
16,17,2016-05-01,-1.03,2.0,12.24,0.78
16,18,2016-06-01,-1.35,3.29,12.24,0.842
16,19,2016-07-01,6.45,8.55,12.24,0.946
16,20,2016-08-01,-0.08,4.68,12.24,0.74
16,21,2016-09-01,0.94,3.81,12.24,0.904
16,22,2016-10-01,-1.39,3.5,12.24,0.995
16,23,2016-11-01,1.62,5.2,12.24,0.879
16,24,2016-12-01,-2.97,3.24,12.24,0.828
16,25,2017-01-01,-1.48,2.73,12.24,0.848
16,26,2017-02-01,-14.26,-6.3,12.24,0.603
16,27,2017-03-01,-4.4,-0.28,12.24,0.672
16,28,2017-04-01,1.78,5.54,12.24,0.867
16,29,2017-05-01,0.81,5.69,12.24,0.661
16,30,2017-06-01,-5.1,-3.3,12.24,0.82
16,31,2017-07-01,-8.51,-0.92,12.24,0.463
16,32,2017-08-01,-9.72,-1.89,12.24,0.526
16,33,2017-09-01,-7.85,1.43,12.24,0.703
16,34,2017-10-01,-8.91,-1.19,12.24,0.618
16,35,2017-11-01,-4.49,1.63,12.24,0.579
16,36,2017-12-01,-9.82,-2.5,12.24,0.594
16,37,2018-01-01,-15.25,-6.38,12.24,0.545
16,38,2018-02-01,-13.15,-6.42,12.24,0.53
16,39,2018-03-01,-8.43,-3.31,12.24,0.515
16,40,2018-04-01,-7.1,1.43,12.24,0.488
16,41,2018-05-01,-0.43,6.12,12.24,0.499
16,42,2018-06-01,-4.09,1.36,12.24,0.436
16,43,2018-07-01,0.55,8.11,12.24,0.2
16,44,2018-08-01,-13.19,-7.58,12.24,0.38
16,45,2018-09-01,-3.15,1.49,12.24,0.321
16,46,2018-10-01,-3.65,-0.24,12.24,0.403
16,47,2018-11-01,-9.31,-2.95,12.24,0.28
16,48,2018-12-01,3.54,6.21,12.24,0.209
16,49,2019-01-01,-8.97,-4.44,12.24,0.397
16,50,2019-02-01,-6.94,-0.27,12.24,0.349
16,51,2019-03-01,-10.0,-2.92,12.24,0.414
16,52,2019-04-01,-0.36,3.22,12.24,0.342
16,53,2019-05-01,0.45,3.52,12.24,0.289
16,54,2019-06-01,-5.72,2.42,12.24,0.209
16,55,2019-07-01,-5.23,2.31,12.24,0.31
16,56,2019-08-01,-2.56,0.12,12.24,0.245
16,57,2019-09-01,-10.77,-3.82,12.24,0.28
16,58,2019-10-01,-9.74,-2.28,12.24,0.108
16,59,2019-11-01,-1.41,2.57,12.24,0.179
16,60,2019-12-01,-8.75,-3.43,12.24,0.276
16,61,2020-01-01,-11.31,-5.57,12.24,0.363
16,62,2020-02-01,0.06,3.3,12.24,0.336
16,63,2020-03-01,-8.58,0.63,12.24,0.303
16,64,2020-04-01,-4.19,2.44,12.24,0.416
16,65,2020-05-01,1.18,4.71,12.24,0.433
16,66,2020-06-01,-1.56,5.37,12.24,0.114
16,67,2020-07-01,3.44,7.06,12.24,0.384
16,68,2020-08-01,-1.66,0.45,12.24,0.335
16,69,2020-09-01,-3.75,0.44,12.24,0.396
16,70,2020-10-01,-4.71,-1.82,12.24,0.289
16,71,2020-11-01,-2.99,2.9,12.24,0.302
16,72,2020-12-01,-9.28,-2.85,12.24,0.499
16,73,2021-01-01,-9.38,-0.44,12.24,0.5
16,74,2021-02-01,-5.44,0.61,12.24,0.439
16,75,2021-03-01,-6.56,-1.34,12.24,0.394
16,76,2021-04-01,-10.47,-3.37,12.24,0.506
16,77,2021-05-01,-8.18,-1.48,12.24,0.535
16,78,2021-06-01,3.13,5.72,12.24,0.526
16,79,2021-07-01,-10.77,-1.68,12.24,0.486
16,80,2021-08-01,-6.84,-1.34,12.24,0.565
16,81,2021-09-01,0.84,3.46,12.24,0.675
16,82,2021-10-01,-10.15,-2.4,12.24,0.638
16,83,2021-11-01,-5.11,2.22,12.24,0.837
16,84,2021-12-01,-2.77,3.77,12.24,0.782
16,85,2022-01-01,-2.29,2.92,12.24,0.661
16,86,2022-02-01,-3.6,-0.48,12.24,0.693
16,87,2022-03-01,-4.74,0.44,12.24,0.672
16,88,2022-04-01,-11.62,-7.64,12.24,0.665
16,89,2022-05-01,-5.62,-0.55,12.24,0.712
16,90,2022-06-01,-1.88,3.69,12.24,0.905
16,91,2022-07-01,-3.87,-0.54,12.24,0.759
16,92,2022-08-01,-4.32,0.97,12.24,1.006
16,93,2022-09-01,0.95,7.95,12.24,0.705
16,94,2022-10-01,-4.78,1.19,12.24,0.912
16,95,2022-11-01,-5.55,-1.55,12.24,0.902
16,96,2022-12-01,-6.57,-2.52,12.24,0.714
16,97,2023-01-01,-10.64,-5.98,12.24,0.905
16,98,2023-02-01,-19.43,-8.92,12.24,0.794
16,99,2023-03-01,-13.47,-4.91,12.24,0.735
16,100,2023-04-01,8.0,9.18,12.24,0.863
16,101,2023-05-01,-0.82,1.16,12.24,0.769
16,102,2023-06-01,-4.06,2.65,12.24,0.815
16,103,2023-07-01,-7.52,-2.6,12.24,0.766
16,104,2023-08-01,-11.69,-3.45,12.24,0.76
16,105,2023-09-01,-2.23,0.51,12.24,0.563
16,106,2023-10-01,-8.16,-0.39,12.24,0.618
16,107,2023-11-01,-8.15,-4.21,12.24,0.711
16,108,2023-12-01,2.77,3.99,12.24,0.786
16,109,2024-01-01,0.63,5.03,12.24,0.573
16,110,2024-02-01,-13.91,-7.72,12.24,0.664
16,111,2024-03-01,2.84,6.41,12.24,0.502
16,112,2024-04-01,-11.69,-2.57,12.24,0.541
16,113,2024-05-01,0.46,5.97,12.24,0.633
16,114,2024-06-01,-3.94,2.44,12.24,0.506
16,115,2024-07-01,-1.85,1.54,12.24,0.433
16,116,2024-08-01,-5.39,0.11,12.24,0.692
16,117,2024-09-01,-2.42,1.26,12.24,0.481
16,118,2024-10-01,-3.77,1.24,12.24,0.455
16,119,2024-11-01,-6.8,-2.19,12.24,0.276
16,120,2024-12-01,-1.03,6.65,12.24,0.195
17,1,2015-01-01,-9.92,-3.11,16.72,0.721
17,2,2015-02-01,-5.87,6.23,16.72,0.606
17,3,2015-03-01,-10.43,-0.25,16.72,0.463
17,4,2015-04-01,-8.09,-0.24,16.72,0.454
17,5,2015-05-01,-3.73,8.51,16.72,0.668
17,6,2015-06-01,-3.88,-0.9,16.72,0.581
17,7,2015-07-01,-8.59,-3.64,16.72,0.644
17,8,2015-08-01,-6.39,5.3,16.72,0.632
17,9,2015-09-01,-6.45,2.49,16.72,0.817
17,10,2015-10-01,-11.95,-2.31,16.72,0.716
17,11,2015-11-01,-5.72,-0.31,16.72,0.84
17,12,2015-12-01,-3.32,0.19,16.72,0.904
17,13,2016-01-01,-9.28,3.48,16.72,0.606
17,14,2016-02-01,-0.28,6.68,16.72,0.79
17,15,2016-03-01,-7.51,-3.89,16.72,0.76
17,16,2016-04-01,-8.93,-2.51,16.72,0.886
