id,t,y,x1,x2
89,2,0.6544,-1.4367,-0.9392
89,3,-0.604,-1.376,0.5605
89,4,0.0606,0.1606,0.9905
89,5,1.5861,-0.1711,0.0691
89,6,0.5176,-1.5942,-1.14
89,7,0.5885,-0.9611,-0.0018
89,8,3.6093,0.7017,-0.0489
90,1,5.3425,1.8139,0.0551
90,2,1.8723,-1.3458,-2.3325
90,3,3.1364,0.3217,0.0741
90,4,0.5005,-0.6398,0.0899
90,5,2.2363,-0.5089,-1.0304
90,6,2.1316,0.0231,0.2759
90,7,0.0672,-0.4964,0.9413
90,8,0.5314,-0.7678,-0.1105
91,1,0.2551,-1.1177,-0.0681
91,2,2.8068,0.4181,-0.7419
91,3,2.7815,-0.0662,-0.6488
91,4,1.3817,0.2106,0.735
91,5,1.0616,-1.1171,-1.098
91,6,-0.0597,-1.0375,0.485
91,7,-0.7302,-1.3788,0.9482
91,8,3.4647,0.2816,-1.2932
92,1,1.0921,-0.8443,-0.5034
92,2,0.4931,-1.4546,-0.8525
92,3,4.2523,0.6714,-0.4237
92,4,2.5036,0.5673,-0.1934
92,5,2.5168,0.256,0.7825
92,6,0.5483,-1.6701,-1.3171
92,7,2.1693,0.8708,1.2685
92,8,2.53,-0.7976,-1.343
93,1,1.5051,0.1133,0.1264
93,2,1.604,0.4121,0.992
93,3,1.0574,-0.0794,0.2958
93,4,3.7646,0.9894,0.5982
93,5,2.5329,-0.4794,-0.8129
93,6,1.4805,-1.3659,-1.7234
93,7,1.2851,-0.618,0.2161
93,8,4.4785,2.0561,0.4812
94,1,1.3863,0.7999,1.9292
94,2,-0.7953,-0.6505,1.6377
94,3,3.4392,0.4221,0.5872
94,4,-1.1148,-2.2765,-0.4822
94,5,-0.4277,-2.3843,-1.3035
94,6,0.9429,-1.1809,-0.651
94,7,1.7245,-0.4497,-0.9427
94,8,2.8085,0.7333,0.7303
95,1,2.468,0.3549,-0.0505
95,2,0.6995,-1.0501,-0.1956
95,3,0.4072,-0.7398,0.5817
95,4,1.7064,1.1078,0.9346
95,5,4.44,1.4759,-0.1936
95,6,2.7418,0.1284,0.0195
95,7,0.4033,-1.6358,-1.0716
95,8,1.1419,0.0869,1.7452
96,1,0.5382,-1.3524,-0.8318
96,2,3.1106,0.6316,-0.2265
96,3,0.8298,-0.154,0.8198
96,4,-0.9262,-2.3758,-0.9955
96,5,3.4823,0.9379,-0.0635
96,6,4.2135,0.6649,-0.9169
96,7,2.4206,-0.223,-0.3551
96,8,4.5124,1.13,-0.2963
97,1,2.3448,-0.2211,-0.6976
97,2,4.4897,2.3309,-0.2381
97,3,0.1936,-0.768,0.8172
97,4,1.3684,-1.2815,-1.6903
97,5,1.6889,0.329,0.7483
97,6,2.0422,0.758,1.0279
97,7,0.1311,-1.2339,-0.1365
97,8,1.1874,0.1807,-0.0015
98,1,2.8346,1.1551,0.4155
98,2,1.8628,0.0383,0.3669
98,3,1.7653,-0.4579,-1.1763
98,4,1.3464,-1.2139,-1.4564
98,5,3.9335,0.3533,-0.3151
98,6,3.6642,1.7729,2.5637
98,7,2.3869,-0.5332,-0.7849
98,8,1.5888,-0.2907,0.1708
99,1,4.6786,1.6342,1.161
99,2,2.4633,-0.1495,-1.2713
99,3,2.8229,0.3441,-0.8692
99,4,0.7048,-0.4012,-0.4331
99,5,2.735,0.9237,1.9655
99,6,4.5346,1.0194,0.2947
99,7,0.5314,-0.6931,0.3343
99,8,2.3785,0.881,0.9362
100,1,0.7985,-0.6935,-0.0736
100,2,2.4591,0.0063,-0.322
100,3,3.2288,0.7017,0.7787
100,4,3.6203,2.2654,-0.3475
100,5,0.904,-0.7947,0.0138
100,6,4.1668,2.565,1.6619
100,7,-0.4974,-1.4739,0.3664
100,8,3.0076,0.307,-0.3442
101,1,0.6317,-0.4513,0.7785
101,2,3.1456,0.9352,0.2204
101,3,3.1208,0.8581,0.0054
101,4,0.4938,-0.8363,0.6169
101,5,2.2445,-0.1761,-0.4018
101,6,3.9644,0.9601,-0.4381
101,7,1.1796,-0.7551,-0.8247
101,8,-1.2168,-1.2666,1.5894
102,1,3.0542,0.069,-0.6034
102,2,1.103,-0.1323,0.8949
102,3,3.8455,0.5419,-0.7445
102,4,2.7176,-0.5234,-1.121
102,5,-0.4371,-2.1585,-1.1925
102,6,1.0042,-0.1728,0.973
102,7,0.8926,-0.4421,0.3207
102,8,1.3325,-0.0551,-0.8121
103,1,1.2535,0.115,1.0362
103,2,2.4148,0.4799,0.1189
103,3,2.4353,0.6648,1.0437
103,4,1.7929,-1.3674,-2.3222
103,5,0.4348,-0.6532,0.6099
103,6,0.7648,-0.1311,0.2735
103,7,1.5407,0.7587,1.1418
103,8,1.3025,-0.2734,0.6082
104,1,-1.6919,-2.2201,0.0961
104,2,1.2726,-0.6641,-0.3727
104,3,2.4039,-0.0159,-0.3318
104,4,2.5194,-0.1706,-0.4349
104,5,0.3138,-0.7399,0.4386
104,6,1.6841,0.3905,1.41
104,7,1.1765,-1.1253,-1.2309
104,8,4.949,2.1697,1.626
105,1,1.2349,-1.1498,-1.1703
105,2,3.3943,1.1195,0.6681
105,3,0.754,-0.9964,-0.5074
105,4,2.9605,0.3778,0.0497
105,5,4.7136,0.7629,-0.0621
105,6,1.2095,-1.3007,-1.589
105,7,-0.3164,-1.769,-0.4083
105,8,1.8861,-0.6999,-1.0859
106,1,2.0827,-0.3503,-0.3719
106,2,1.8411,0.6632,0.9534
106,3,-0.3448,0.5234,1.5857
106,4,2.8963,0.3256,0.5055
106,5,2.4378,-0.1376,-0.3692
106,6,1.413,-0.3124,-0.7371
106,7,2.5675,-0.1774,-1.3813
106,8,0.2495,-0.9802,0.7541
107,1,4.5676,1.1978,0.5916
107,2,1.8108,-0.54,-0.3793
107,3,1.2174,-0.5324,-0.0948
107,4,0.4762,-1.064,-0.0714
107,5,1.9363,-0.2587,-0.4744
107,6,-0.3024,-1.4512,0.2481
107,7,2.5018,0.5545,-0.3172
107,8,1.2541,-0.9364,-1.044
108,1,3.4679,1.5643,2.3223
108,2,2.3992,0.5193,0.4383
108,3,2.1274,-0.3821,-0.2117
108,4,1.7566,-0.4398,-0.8293
108,5,1.924,-0.3429,-0.575
108,6,0.7023,-0.936,-0.3856
108,7,1.4731,0.351,1.3223
108,8,0.7128,0.118,0.8408
109,1,-0.1962,-1.1506,0.4935
109,2,1.6277,0.3561,0.0437
109,3,2.7028,0.153,-0.1182
109,4,3.5216,0.0073,-1.4383
109,5,2.1558,1.42,0.4649
109,6,-0.3338,-1.615,-0.085
109,7,3.6143,0.1689,0.0179
109,8,0.776,-0.5823,0.457
110,1,1.8758,0.7228,0.9361
110,2,1.3572,-1.0963,-0.6481
110,3,0.4364,-0.6172,0.2781
110,4,3.018,2.1147,2.721
110,5,4.4579,1.4037,-0.2337
110,6,0.5072,-1.0716,0.1571
110,7,1.2531,-0.3032,0.5491
110,8,-0.3076,-2.0301,-0.854
111,1,0.2476,-1.7987,-1.1349
111,2,3.3631,0.649,-0.7839
111,3,2.3376,0.5972,-0.157
111,4,0.8189,-1.8631,-2.0204
111,5,1.1339,-0.3568,0.1364
111,6,-0.1606,-0.797,0.7191
111,7,2.9942,0.4699,0.6439
111,8,3.3865,1.2544,0.0738
112,1,1.5726,0.5637,0.5306
112,2,2.8619,0.6936,0.0743
112,3,3.0267,1.295,1.2207
112,4,0.76,1.006,1.6858
112,5,3.671,0.5781,-0.7256
112,6,2.2511,0.6129,-0.0598
112,7,0.8227,-0.8849,0.314
112,8,3.5733,1.6258,1.7286
113,1,1.2286,-0.157,0.4435
113,2,2.2349,0.1456,-0.527
113,3,2.9459,0.6414,-0.0706
113,4,1.4321,-0.9719,-0.9529
113,5,0.8721,-1.6733,-1.7276
113,6,3.8066,1.3106,-0.0433
113,7,4.8282,2.3212,0.9043
113,8,1.0921,-0.4664,-0.0114
114,1,1.7933,1.014,1.8145
114,2,0.8793,0.3664,0.4977
114,3,0.0166,-1.8431,-1.0409
114,4,3.2915,0.6387,-0.1584
114,5,3.179,2.2463,1.603
114,6,4.456,0.6303,-0.2526
114,7,2.0488,0.083,0.1518
114,8,2.1384,0.4918,-0.0896
115,1,1.7786,-0.3485,0.0468
115,2,1.4716,0.3443,1.6063
115,3,2.2491,0.0798,0.0966
115,4,1.1981,-0.7377,-0.5291
115,5,1.2006,-0.9809,-0.7241
115,6,1.8504,0.3861,0.7094
115,7,3.0449,0.9744,1.0715
115,8,1.2122,0.1228,-0.0634
116,1,3.6747,0.9566,-0.7266
116,2,3.3412,0.4493,0.5323
116,3,2.5006,0.3166,-0.6026
116,4,1.9315,-0.7447,-1.5194
116,5,0.8718,-1.0582,-0.6761
116,6,0.0498,-0.2159,1.3719
116,7,0.2628,0.6566,1.4787
116,8,1.9892,-0.595,-1.1949
117,1,1.4071,-1.1336,-1.3573
117,2,1.5311,-0.3746,-0.1418
117,3,1.1882,-0.2425,0.4827
117,4,3.3242,0.0722,-1.4917
117,5,3.275,-0.4231,-1.9101
117,6,0.1809,-1.4274,-0.4197
117,7,2.6189,1.1595,0.7921
117,8,2.6813,1.0851,0.8929
118,1,1.6679,-0.0732,0.6242
118,2,-0.3108,-1.7961,-0.5478
118,3,2.1407,0.5964,0.4093
118,4,3.9878,1.8661,1.1453
118,5,-0.2576,-1.5855,-0.1405
118,6,2.4783,1.369,0.8391
118,7,1.7379,-0.1017,0.1489
118,8,1.1029,0.5345,0.9138
119,1,1.1987,0.4303,0.4174
119,2,1.7807,-0.4915,-0.4857
119,3,2.1434,0.4393,0.3413
119,4,2.5519,0.2445,-0.0864
119,5,0.5113,-0.4835,0.9464
119,6,1.5728,-0.3696,-0.6338
119,7,1.8908,-0.4741,-0.7727
119,8,0.7181,-1.2146,-0.884
120,1,2.2586,-0.1043,0.2962
120,2,2.688,1.9089,0.9011
120,3,2.4436,1.004,1.1318
120,4,-1.1044,-2.5475,-0.5517
120,5,1.2346,-0.7947,-0.3467
120,6,3.3358,1.8536,1.3682
120,7,2.7197,0.9823,0.427
120,8,3.11,0.3615,-0.0607
121,1,2.4973,1.4359,2.1048
121,2,2.816,0.8525,1.0665
121,3,1.5815,-1.444,-2.2663
121,4,2.1683,2.3911,2.1353
121,5,-0.7099,-1.8605,-0.1089
121,6,2.0155,0.8776,1.3219
121,7,2.8006,0.4636,0.3688
121,8,1.891,-1.693,-3.0373
122,1,1.4358,-0.4361,-0.0178
122,2,0.902,-1.015,-0.9273
122,3,3.0973,-0.1004,-0.4507
122,4,2.1067,-0.0872,-0.3942
122,5,2.2581,-0.3907,-0.7212
122,6,1.4573,-0.3242,-0.3504
122,7,1.4109,-0.9842,-1.0302
122,8,0.7614,1.0215,2.1502
123,1,3.6151,1.1025,0.5177
123,2,0.79,-0.0819,1.1474
123,3,0.1287,0.507,3.3134
123,4,1.2395,-1.0444,-0.8447
123,5,1.1534,-0.0786,0.1768
123,6,0.8228,-0.7547,-0.1776
123,7,1.715,-0.537,-0.4569
123,8,3.482,0.2442,0.1089
124,1,0.9006,-0.3327,0.6814
124,2,5.0875,0.7841,-1.8459
124,3,1.3572,-0.6737,-0.4996
124,4,3.4935,0.1905,-0.157
124,5,0.1971,-1.4292,-0.5817
124,6,2.127,0.5092,0.8733
124,7,2.4899,1.4861,0.2521
124,8,0.1205,0.1749,0.9462
125,1,0.9277,-1.082,-0.623
125,2,1.048,-0.8794,-0.4177
125,3,1.7824,0.3806,0.7669
125,4,0.7035,-1.0532,-0.3786
125,5,0.7934,-1.3802,-0.7466
125,6,0.6115,-0.7929,0.1642
125,7,3.2427,0.4181,-0.3707
125,8,2.4503,0.479,-0.1873
126,1,2.7782,0.6685,0.5393
126,2,2.6333,0.8465,0.571
126,3,2.5641,1.5983,1.7891
126,4,3.948,0.3643,-0.3665
126,5,0.8551,-1.0089,-0.1704
126,6,3.9324,1.7789,1.0967
126,7,1.5301,1.1083,0.2676
126,8,1.5705,-0.6552,-0.8286
127,1,6.4968,1.1327,-0.6596
127,2,2.7625,-0.0141,-1.1225
127,3,2.17,-0.1777,0.0704
127,4,2.942,-0.6317,-1.8023
127,5,3.9829,2.6185,2.783
127,6,-0.2759,-2.1645,-1.0564
127,7,1.1331,0.0323,-0.4074
127,8,2.7793,-0.2865,-1.1573
128,1,0.9338,-0.6521,-0.2
128,2,-1.5296,-2.1824,0.2859
128,3,1.6992,-0.1234,-0.5786
128,4,3.6383,0.814,-0.7683
128,5,2.8809,0.8044,0.4383
128,6,2.338,0.4006,0.5369
128,7,0.7261,0.2343,1.2369
128,8,2.6093,0.004,-0.0043
129,1,1.7071,0.2239,0.3627
129,2,1.714,-0.3502,-1.1258
129,3,2.6462,0.7245,0.4528
129,4,3.7187,1.5702,0.8374
129,5,1.4807,0.0349,0.817
129,6,2.1862,-0.3214,-0.1483
129,7,1.54,-0.6996,-0.8225
129,8,1.8128,-0.3031,-0.3954
130,1,1.874,0.0233,-0.498
130,2,4.6271,2.2414,2.1213
130,3,0.1554,-1.6868,-0.8583
130,4,0.0925,-1.4163,-0.3107
130,5,0.8849,-0.1675,0.0089
130,6,3.7347,0.6938,0.4111
130,7,0.1635,-1.0892,-0.0124
130,8,2.1969,0.3261,-0.0766
131,1,1.5315,-0.2693,0.2684
131,2,3.8354,2.3183,0.2645
131,3,2.3883,1.0383,-0.0535
131,4,1.0765,0.5206,0.3884
131,5,1.0975,-0.2442,1.055
131,6,1.2835,-0.4266,-0.1579
131,7,4.204,-0.0472,-1.0658
131,8,1.1973,-0.8955,-0.9633
132,1,2.2553,-0.1203,-1.079
132,2,1.6752,1.024,1.7555
132,3,2.8186,0.0667,-0.7401
132,4,1.1131,0.2745,1.2812
132,5,1.4217,0.3292,1.7985
132,6,1.2653,0.52,1.091
132,7,0.8845,0.0242,0.5637
132,8,1.3072,0.5595,0.4139
133,1,1.6189,0.4116,-0.4848
133,2,1.8723,-0.4331,-0.8921
133,3,2.9568,0.6492,-0.2402
133,4,3.0347,2.3773,2.2064
133,5,-0.6317,-2.5088,-1.807
133,6,2.9461,0.1348,-0.1003
133,7,1.2824,-0.2648,0.2246
133,8,0.396,0.5578,1.5545
134,1,0.6934,-0.961,-0.3187
134,2,1.4775,-0.401,-0.3834
134,3,0.8122,-0.8665,-0.3372
134,4,2.3428,0.5732,0.0601
134,5,0.1699,-0.7838,0.6016
134,6,3.8874,1.7646,0.452
134,7,1.5592,-0.1701,-0.1246
134,8,1.7282,-0.2641,-0.0459
135,1,0.737,-0.4666,0.8659
135,2,2.9068,1.8024,1.0614
135,3,4.7058,0.8272,-0.6425
135,4,0.0833,-0.5857,0.9003
135,5,0.9999,-0.1219,0.0845
135,6,3.7736,1.4028,0.8515
135,7,2.0359,0.4777,0.1935
135,8,0.65,-1.3957,-0.8969
136,1,0.6031,0.8839,1.1044
136,2,0.8124,-0.9555,0.0643
136,3,2.1971,-0.9597,-1.8676
136,4,2.4713,1.2877,0.1628
136,5,0.9271,0.0008,0.4179
136,6,1.8701,-0.8491,-0.9171
136,7,1.6272,0.2182,0.3539
136,8,0.0034,-0.1875,1.6814
137,1,0.7621,1.3553,1.5206
137,2,0.7414,-1.813,-1.8069
137,3,2.3503,0.3298,0.0101
137,4,0.9614,-0.4526,0.7753
137,5,0.5655,1.2926,2.6641
137,6,1.7704,1.3929,1.1544
137,7,1.9052,0.1207,0.6471
137,8,3.3978,1.2227,1.6361
138,1,1.9152,-1.201,-2.4202
138,2,3.1439,0.1264,-0.4657
138,3,1.728,-0.3895,-0.3724
138,4,2.5622,0.3556,0.7919
138,5,1.0638,-1.5285,-1.6992
138,6,1.668,-0.0654,-1.2221
138,7,2.0076,0.6442,1.0667
138,8,0.7623,-1.4865,-1.1684
139,1,1.6747,0.2803,0.2797
139,2,1.8684,0.8481,1.3887
139,3,1.8555,-0.587,-0.9914
139,4,0.3088,0.3015,0.5393
139,5,3.3878,0.4202,0.361
139,6,0.9667,-1.7676,-1.9885
139,7,3.2358,0.6101,0.0309
139,8,1.6923,-0.5846,-0.7467
140,1,1.6725,-0.0101,1.1717
140,2,1.8098,-1.0012,-1.5382
140,3,1.929,1.2189,2.1201
140,4,1.0993,0.2588,0.9659
140,5,3.0405,1.3629,2.1613
140,6,0.6448,0.7565,1.4101
140,7,3.3754,0.4138,-0.4394
140,8,0.9805,0.0571,0.671
141,1,1.8249,-0.3561,0.1666
141,2,2.4005,-1.0682,-2.4673
141,3,0.9137,-1.4931,-1.3998
141,4,4.0065,1.3988,0.209
141,5,0.422,-0.243,0.5813
141,6,0.2402,-0.5617,0.7899
141,7,3.5201,1.3034,1.2926
141,8,2.5413,0.9576,1.2828
142,1,2.2536,-0.6051,-0.9814
142,2,3.8985,2.2403,2.4183
142,3,0.9931,-0.5714,-0.2098
142,4,2.0795,-0.6263,-1.5843
142,5,0.3637,-1.1417,-0.0751
142,6,0.6226,1.4479,1.7338
142,7,3.4809,0.4874,0.4145
142,8,2.492,-0.0931,-0.5289
143,1,3.2183,0.5891,0.6196
143,2,2.3159,1.4581,0.4869
143,3,3.3435,-0.0939,-1.1214
143,4,1.6853,-0.8028,-0.3891
143,5,2.3853,1.8466,1.2406
143,6,2.5017,-0.6293,-1.5068
143,7,1.8161,0.2087,0.622
143,8,1.2686,-0.5882,-0.8132
144,1,1.1425,-0.1017,1.1705
144,2,-0.1772,-1.9931,-1.1176
144,3,2.426,0.2852,-0.4378
144,4,2.7435,0.5091,0.9764
144,5,-0.0365,-1.001,0.2526
144,6,2.3509,0.0904,-1.254
144,7,2.416,-0.4945,-1.3872
144,8,1.9975,0.2315,0.4553
145,1,-2.1239,-3.1758,-0.3942
145,2,2.1015,-0.4607,-0.6246
145,3,0.8784,-0.875,-0.0811
145,4,0.6505,-0.516,1.0897
145,5,1.2982,-0.4284,0.0168
145,6,1.309,-0.7842,-0.4071
145,7,1.9502,-0.4743,-1.0264
145,8,5.1189,0.9914,0.0074
146,1,0.6981,-0.7415,-0.0448
146,2,0.3121,-1.1583,0.3394
146,3,1.33,-0.2941,0.3041
146,4,1.9196,1.1496,0.8033
146,5,0.964,-1.0018,-0.2424
146,6,2.3318,0.295,0.2309
146,7,4.1306,1.5173,1.198
146,8,1.076,-1.0536,-0.5391
147,1,1.7567,-0.4701,-0.4255
147,2,2.3273,0.289,-0.3016
147,3,1.3792,-0.8133,-0.4368
147,4,2.2334,-0.2048,-0.6753
147,5,2.8579,1.4353,2.4167
147,6,1.5844,0.8141,0.0424
147,7,2.1329,-0.445,-0.7956
147,8,0.6169,-1.224,-0.6721
148,1,3.8034,-0.0005,-1.2223
148,2,1.0596,-1.2008,-0.9672
148,3,2.2228,0.2662,0.3944
148,4,3.14,1.406,1.7715
148,5,3.0796,1.5256,0.3158
148,6,3.041,0.864,1.8592
148,7,1.7386,-0.1231,1.2487
148,8,4.4346,1.2428,-0.2843
149,1,2.4359,0.446,1.5513
149,2,2.3113,0.3846,-0.1058
149,3,1.073,-0.3675,0.0813
149,4,-0.1893,-1.6472,-0.3516
149,5,3.926,0.9148,-0.2712
149,6,1.7642,0.2534,0.4862
149,7,4.0649,1.2901,0.434
149,8,1.9617,-0.2857,-0.3293
150,1,2.1677,0.3099,-0.3685
150,2,3.4507,0.6194,-0.2073
150,3,0.4834,-1.2592,-0.3332
150,4,4.304,2.067,1.2356
150,5,4.7453,1.6292,1.0478
150,6,2.6706,0.7229,-0.5737
150,7,4.0226,1.2735,0.3756
150,8,1.2897,-0.2164,-0.1544
151,1,1.5236,0.5665,0.7246
151,2,2.1907,0.6105,0.3675
151,3,-0.3051,-2.0963,-0.8973
151,4,1.5561,0.7913,1.5334
151,5,2.5796,-0.2122,-1.2393
151,6,-0.0326,-1.4201,-0.0446
151,7,3.3497,1.4144,0.5937
151,8,0.7815,-1.0316,-0.7888
152,1,1.6536,-0.6456,-0.3409
152,2,2.64,0.2438,-0.9427
152,3,0.1376,-1.4598,-0.4137
152,4,2.4417,0.2246,0.1857
152,5,2.5977,1.1395,1.5994
152,6,2.0941,-0.4839,-0.5395
152,7,1.7561,-0.8562,-1.1551
152,8,2.2773,-0.049,-0.961
153,1,3.3481,0.099,-0.0569
153,2,2.3341,-0.0363,-0.3668
153,3,1.1701,-0.2518,0.487
153,4,4.7287,1.1091,-0.3278
153,5,-0.555,-2.1827,-0.9471
153,6,2.4008,0.8474,1.4643
153,7,3.5382,0.332,0.5677
153,8,1.9324,-0.1583,-0.368
154,1,2.9459,1.0098,0.3922
154,2,3.5292,1.1915,0.4475
154,3,3.4363,0.3802,-0.26
154,4,-0.1337,-1.2752,0.0551
154,5,0.8913,0.4118,0.6259
154,6,1.024,-0.658,-0.2358
154,7,0.5677,-0.4001,0.2642
154,8,2.7431,0.1222,-0.9848
155,1,0.6174,-1.1742,-0.3806
155,2,1.8156,0.6657,0.6997
155,3,1.2956,-0.5176,-0.7048
155,4,-1.1105,-2.0169,0.0975
155,5,4.6856,1.3206,0.0854
155,6,0.5224,-0.5944,0.0509
155,7,0.9507,-0.4434,0.8564
155,8,2.7516,0.8874,1.5072
156,1,1.0229,-0.227,1.3108
156,2,1.6242,-1.4393,-2.125
156,3,2.6317,0.1071,0.876
156,4,2.0719,0.3666,0.326
156,5,4.0409,0.8358,-0.8812
156,6,2.4698,0.3208,-0.2961
156,7,0.8247,-0.2045,1.0867
156,8,3.0663,0.7602,1.4875
157,1,1.6387,0.3746,0.1244
157,2,0.9467,-0.859,-0.5549
157,3,0.9457,-0.9434,-0.0774
157,4,3.5217,0.5701,0.0225
157,5,3.2009,1.3397,0.6015
157,6,-1.5183,-3.1944,-2.0811
157,7,4.561,1.7999,0.617
157,8,1.5814,-0.6757,-0.1862
158,1,1.9474,-0.3769,-0.605
158,2,2.2435,-0.0344,0.2588
158,3,6.2757,0.9157,-1.0693
158,4,3.4239,0.5863,-0.1752
158,5,-1.1777,-1.4918,1.1783
158,6,2.4128,-0.1885,-0.4689
158,7,0.8577,-1.0403,-0.6086
158,8,1.8432,-0.6471,-0.1044
159,1,1.8936,-1.3337,-2.3452
159,2,2.5206,-0.0093,-0.8379
159,3,2.2009,-0.086,-0.9077
159,4,3.2798,0.5053,0.2413
159,5,0.544,-1.2835,-0.4621
159,6,2.3122,1.0896,1.1388
159,7,4.2341,1.1975,0.0718
159,8,1.5486,0.3321,0.0561
160,1,-0.0034,-2.3641,-1.9769
160,2,3.8715,1.4848,0.9796
160,3,-0.8803,-1.8475,0.0204
160,4,4.0188,2.2593,0.5778
160,5,0.4973,-1.8477,-1.4992
160,6,1.4016,0.5375,1.0157
160,7,2.0338,2.356,2.359
160,8,1.2291,-0.7066,0.1201
161,1,3.7245,0.8685,0.9452
161,2,2.5454,0.7135,0.9419
161,3,3.9513,0.9833,0.6183
161,4,2.0448,0.5995,1.1819
161,5,1.6752,-0.6629,-0.8727
161,6,3.2382,0.6136,-0.682
161,7,2.057,0.2905,0.2456
161,8,1.5865,-1.8468,-2.8414
162,1,0.0509,-1.7554,-0.8638
162,2,0.0078,-1.0375,0.5355
162,3,1.6261,-0.5069,-0.1588
162,4,0.8074,-0.4997,0.5947
162,5,1.9099,-0.7009,-1.2605
162,6,2.267,1.2707,1.0892
162,7,2.6184,0.744,0.6872
162,8,1.8649,-0.9023,-1.3113
163,1,1.3912,0.0124,0.0643
163,2,3.8301,0.246,-1.7637
163,3,2.3104,0.4482,0.6371
163,4,1.5794,-0.8534,-1.2934
163,5,1.9964,1.4013,1.9556
163,6,3.8129,1.1003,0.0363
163,7,1.7961,0.641,0.4759
163,8,4.9825,1.5273,-0.4455
164,1,0.048,-1.3725,-0.2322
164,2,3.2701,-0.074,-1.0915
164,3,3.4302,0.1831,0.1773
164,4,0.7228,-0.8345,-0.2367
164,5,2.7418,0.62,0.6933
164,6,0.084,-1.0601,0.2421
164,7,0.9608,-0.983,-0.2773
164,8,0.132,-0.7058,0.5558
165,1,2.8721,0.0186,-0.7516
165,2,0.3775,-1.5673,-0.9431
165,3,2.6292,0.6107,0.1818
165,4,0.9685,-0.4724,-0.0581
165,5,1.8896,-0.3157,-0.0372
165,6,-0.0829,-1.9997,-1.0413
165,7,1.0905,-0.5915,0.2505
165,8,1.9881,0.7456,1.1015
166,1,1.0865,-1.5208,-1.7158
166,2,3.3218,1.0498,0.4665
166,3,2.8056,1.3256,0.6236
166,4,3.8435,0.96,-0.2972
166,5,1.6356,-0.4175,0.3895
166,6,0.5857,0.1325,1.4914
166,7,0.8834,-0.9178,0.004
166,8,2.3746,0.2062,0.9705
167,1,1.2182,0.5785,1.3748
167,2,0.7709,-0.4011,0.0937
167,3,3.9392,1.4518,0.6512
167,4,2.3459,-0.1101,-0.9583
167,5,4.161,0.1971,-1.0257
167,6,2.752,-0.2074,-1.3098
167,7,0.7958,-0.7738,-0.2142
167,8,1.1391,0.3629,0.8835
168,1,2.9388,0.008,-0.4739
168,2,4.0596,1.7798,0.0244
168,3,3.4176,0.3871,-1.0125
168,4,2.6985,0.0325,-0.2031
168,5,1.712,-0.4724,-0.7425
168,6,1.431,-0.0326,0.622
168,7,1.4589,-0.4411,-0.1583
168,8,3.6821,0.267,-1.1065
169,1,1.0231,-0.9508,-0.403
169,2,2.7103,1.0185,0.8002
169,3,2.1966,0.0953,-0.025
169,4,0.2375,-0.9387,0.3415
169,5,2.1024,-0.3807,-1.5544
169,6,0.2835,-1.1507,0.0379
169,7,1.1084,-0.8339,0.1419
169,8,-0.1562,-2.2576,-1.342
170,1,0.5425,-0.6904,0.2444
170,2,1.486,-0.1403,-0.1189
170,3,0.8905,-0.3849,1.0135
170,4,1.1668,0.0467,1.4173
170,5,3.0386,0.1787,-1.0729
170,6,3.3028,0.6103,-1.268
170,7,0.7175,-0.9554,-0.1636
170,8,1.2387,0.4746,0.5851
171,1,1.3029,-1.5217,-1.974
171,2,1.6491,0.2845,1.6097
171,3,0.8013,-1.757,-1.7537
171,4,-0.0876,-1.5046,-0.3048
171,5,4.1713,0.8811,0.4471
171,6,-0.4694,-1.8545,-0.3474
171,7,3.083,-0.11,-0.8969
171,8,1.2962,-1.5398,-2.0147
172,1,1.7696,0.1467,0.4529
172,2,0.1347,-1.772,-1.0082
172,3,0.9751,-0.5783,-0.1639
172,4,1.4534,-0.2885,0.2107
172,5,3.424,2.3952,2.1299
172,6,2.2542,0.2989,-0.7306
172,7,2.1115,-0.2541,-0.437
172,8,-0.6692,-2.2736,-0.8667
173,1,2.3455,0.4841,0.3492
173,2,1.8084,0.2681,-0.1358
173,3,3.5322,0.1647,-0.5135
173,4,2.6984,0.7328,1.2897
173,5,2.8564,-0.2034,-0.9228
173,6,1.9838,-0.5184,-1.0833
173,7,0.4409,-0.5933,0.1404
173,8,2.4282,-0.1733,0.2334
174,1,2.4848,0.5498,0.374
174,2,2.406,0.518,-0.1498
174,3,4.0183,0.8507,-0.5345
174,4,3.3825,0.5667,0.3119
174,5,2.3949,0.3371,0.1211
174,6,2.1238,-0.1592,0.2697
174,7,2.5026,-0.4916,-1.0728
174,8,2.789,1.5422,0.6102
175,1,2.2102,0.5932,0.2784
175,2,4.6584,1.2683,0.1091
175,3,0.4767,0.3268,0.4891
175,4,2.1388,-0.2829,-0.7815
175,5,2.1599,0.7838,-0.045
175,6,2.5958,0.4075,-0.3513
175,7,3.303,0.286,-1.3113
175,8,1.7162,0.187,0.4563
176,1,-0.9345,-1.3688,1.0399
176,2,2.2204,0.1362,-0.7619
176,3,5.6376,0.8797,-0.709
176,4,4.0902,0.4446,-0.3005
176,5,1.6108,-0.573,-1.0645
176,6,3.7024,0.3887,-0.1798
176,7,1.2112,-1.4116,-1.6989
176,8,0.0022,-2.0032,-1.275
177,1,1.2986,-0.5961,-0.2663
177,2,3.3054,0.5099,-1.2143
177,3,1.7593,-0.1285,0.6274
177,4,3.5643,0.6722,-0.5847
177,5,0.144,-0.7152,0.809
