id,t,y,x1,x2,x3
69,8,-0.3939,-0.1557,0.8393,-0.7423
70,1,2.6083,1.1678,0.8728,0.527
70,2,1.8058,0.2544,-0.9662,0.0076
70,3,0.548,0.3376,-0.0794,0.9429
70,4,-1.01,-0.4119,-0.3005,0.1813
70,5,0.4649,-0.4876,-1.0056,-0.3525
70,6,0.8841,-0.4326,0.3602,2.1483
70,7,-0.6812,0.3945,-0.5376,-0.0939
70,8,-0.3842,-0.421,0.6554,1.163
71,1,0.6793,0.2898,-1.0702,-0.4012
71,2,2.1772,2.0754,1.719,0.7096
71,3,0.3748,0.8711,-0.8963,0.928
71,4,0.8144,-0.326,0.2193,0.2085
71,5,0.1897,1.2012,0.7919,-2.3545
71,6,0.0981,-0.4081,-0.5706,0.0183
71,7,0.5347,-2.0381,0.8525,1.2305
71,8,-0.2767,-1.0081,-1.2292,0.5275
72,1,-0.3712,-1.8708,1.4521,0.4458
72,2,0.3104,-0.3515,0.0141,-1.7223
72,3,-0.6506,0.0184,-0.5964,-0.7205
72,4,2.3213,1.6764,-0.2992,0.4114
72,5,1.7715,0.3269,0.8089,0.4104
72,6,-1.4173,-0.2191,-0.5845,1.2147
72,7,2.5711,0.8294,-0.7494,-0.1449
72,8,-0.9035,-2.2111,-0.2215,0.4058
73,1,3.351,0.2356,-1.177,0.0164
73,2,1.8794,0.7709,1.8205,-0.9869
73,3,-1.0033,-1.4786,-0.5664,-2.2558
73,4,0.1568,1.1438,0.8316,0.431
73,5,1.6834,0.3385,0.2095,0.1739
73,6,-0.0168,-0.4153,-0.9845,-0.6182
73,7,1.1717,0.6328,-0.006,-1.6192
73,8,5.6985,2.2707,0.784,0.6297
74,1,0.0979,0.1819,-0.1883,-0.2659
74,2,1.5442,0.2482,1.1931,0.5569
74,3,2.3085,-0.4594,1.0215,1.864
74,4,1.0638,-0.8498,0.9189,-2.1414
74,5,-1.4825,0.8303,-0.4597,-0.6996
74,6,0.8406,-0.8561,-1.0798,-0.2094
74,7,-0.7891,0.0716,-0.6136,1.4548
74,8,2.2516,-0.4777,0.1962,-1.6364
75,1,0.3629,0.479,0.5458,1.9359
75,2,6.7046,0.3337,-2.1716,0.1359
75,3,3.967,1.0375,-0.0081,-0.096
75,4,-0.0165,-0.51,0.1581,-0.1981
75,5,0.8056,-0.2699,-0.2775,-0.4363
75,6,1.4281,-0.9788,1.2913,1.0481
75,7,1.6743,-0.4443,0.4218,-1.0685
75,8,2.0473,0.3773,1.3102,0.3454
76,1,3.3177,0.757,-0.216,-0.3842
76,2,0.7257,-0.9222,0.9375,-0.7621
76,3,1.5061,0.8696,1.6351,2.586
76,4,1.5819,1.3556,1.3117,0.4191
76,5,2.3557,0.4134,-1.0921,0.6133
76,6,2.6863,1.8768,-0.2537,1.1378
76,7,0.8118,-0.7738,-0.3452,-1.4213
76,8,1.1308,-1.2447,0.4893,1.7523
77,1,-0.9642,-1.7787,0.6864,-2.509
77,2,2.198,1.496,-0.8389,-0.7688
77,3,1.668,0.6544,0.0678,-0.459
77,4,3.3687,-0.0556,-2.0199,0.5817
77,5,0.0507,0.28,1.4419,0.2187
77,6,1.7869,-1.1255,-0.5124,-0.1668
77,7,2.4293,2.4458,0.0559,-0.012
77,8,1.6322,0.1292,-0.3096,-0.978
78,1,3.0805,0.1094,1.146,-1.4972
78,2,2.0136,0.7258,-2.8375,0.7265
78,3,1.8023,0.481,-0.0166,0.6937
78,4,1.4035,0.2239,-0.1058,1.5845
78,5,-0.0414,-0.7905,-0.4536,-0.79
78,6,1.7252,0.4715,1.7262,0.6928
78,7,-0.1607,1.882,-0.8873,-0.2837
78,8,1.8344,1.3454,0.7718,1.1905
79,1,-2.3815,1.5932,0.3563,1.022
79,2,1.4721,-0.5112,1.2615,0.2112
79,3,0.1788,-0.9896,-0.6672,-0.3395
79,4,0.2594,-0.1258,-0.733,0.9609
79,5,1.5759,0.0557,1.0961,0.6469
79,6,-0.5583,1.0942,0.4253,-0.6844
79,7,1.622,-1.6925,-1.5449,-1.3278
79,8,1.3818,1.5296,-0.5393,-0.2885
80,1,0.8797,-0.158,0.3864,1.5154
80,2,0.1605,-0.4269,0.8378,1.1465
80,3,0.3149,-1.0121,-0.6792,-1.1123
80,4,1.1452,-1.6549,-2.9143,-1.1678
80,5,3.0273,0.8232,0.5232,1.2747
80,6,2.0323,0.0733,-1.2203,-1.1356
80,7,0.4283,-1.29,-2.0173,0.5093
80,8,-1.0205,-1.2951,-2.8323,-0.6161
81,1,-0.2846,-0.3358,0.814,1.617
81,2,1.4783,1.669,0.1286,-0.7704
81,3,0.5237,-0.2596,-0.2257,1.1434
81,4,1.2832,-1.5031,1.389,0.1849
81,5,1.3773,-0.2457,0.6373,0.2522
81,6,2.6619,-0.2727,1.6163,-1.9703
81,7,0.0942,-2.6969,-1.3927,-2.2029
81,8,0.4101,-0.0543,-0.0346,-0.2206
82,1,-2.4273,-0.2309,-1.6167,0.2469
82,2,3.4626,0.6962,-0.2294,-1.1252
82,3,4.8886,1.849,-0.2486,-1.0887
82,4,-0.3128,1.1266,0.6266,0.5615
82,5,2.5643,-0.2689,0.0456,0.5629
82,6,0.9294,-1.1065,0.6234,-0.1377
82,7,2.8667,2.5734,0.7034,0.7802
82,8,2.9808,0.0592,2.1549,-1.1742
83,1,2.669,0.0139,-0.3153,-0.3559
83,2,1.659,-0.0241,-0.941,1.6479
83,3,1.7568,0.1981,0.2461,0.0683
83,4,1.5336,-0.1444,-0.8023,0.1263
83,5,0.8519,-0.5737,1.482,2.3059
83,6,0.5812,-0.5469,-0.2832,-1.3993
83,7,-0.4081,-0.0328,-0.5656,0.7964
83,8,0.2071,-0.5434,-0.4713,1.664
84,1,0.5459,-0.7128,0.7184,-0.3249
84,2,0.1791,0.1064,-0.1577,0.8596
84,3,0.8559,-0.255,-0.6417,-0.982
84,4,1.8063,1.504,1.6654,-0.6867
84,5,-0.2537,-2.651,-0.8562,0.385
84,6,-1.1733,1.0915,0.0356,0.7986
84,7,1.6421,1.2461,0.6523,1.1209
84,8,-0.4066,-2.0734,-1.6313,1.5696
85,1,0.6618,-0.3427,0.4803,-0.0674
85,2,0.2651,-0.3714,-1.0551,1.1936
85,3,-0.5337,-1.4075,0.8228,-0.3423
85,4,0.7403,-0.7778,-0.9627,0.9021
85,5,1.1461,-1.1106,0.6928,0.2075
85,6,3.0253,1.7523,1.1058,0.4457
85,7,3.1403,0.9357,0.8614,0.4235
85,8,2.054,1.2716,0.2513,-1.6047
86,1,2.0518,0.7217,-0.2313,-1.1241
86,2,0.415,-1.1291,-0.5764,0.1025
86,3,1.7137,-0.5245,1.471,-1.6873
86,4,-1.5312,0.4894,-0.6995,0.8312
86,5,-0.853,-1.2221,-1.0371,0.8716
86,6,3.6575,0.713,0.6654,0.3272
86,7,-2.6378,-0.2403,-0.7961,-1.1211
86,8,0.3425,-0.3748,-0.9501,1.3801
87,1,3.2878,0.711,-1.4436,2.0372
87,2,0.9339,0.4443,-0.4829,0.1471
87,3,0.3434,-0.361,-0.0827,0.5105
87,4,1.8658,1.1593,0.2431,0.2017
87,5,0.487,-1.0811,0.9513,0.5304
87,6,1.5068,0.6159,0.5269,-0.1196
87,7,0.2033,0.5931,-0.1909,-0.0346
87,8,2.0697,-0.3095,-0.1982,0.9057
88,1,3.0472,0.3261,0.5102,2.3456
88,2,0.6694,-1.2511,1.2726,-1.4001
88,3,-0.6788,0.924,0.1263,-0.1038
88,4,0.102,-0.1849,-0.4691,-1.1805
88,5,0.2065,-0.5227,-0.9929,1.592
88,6,2.2203,1.049,-1.4452,-0.5877
88,7,-0.0246,-0.7043,0.6663,-1.4432
88,8,-0.0793,-1.4085,0.578,0.6382
89,1,0.7433,-1.5566,0.5774,1.7443
89,2,2.6757,0.606,-0.1287,0.6636
89,3,0.3916,-1.2804,1.4069,0.2048
89,4,-1.3048,1.7548,-0.4841,0.4091
89,5,2.02,-2.0819,0.9553,1.4148
89,6,3.4405,1.6965,-0.0387,-0.8742
89,7,0.5306,0.211,-0.6084,-0.1118
89,8,2.0453,-0.0967,0.5925,-0.4527
90,1,0.7315,-0.5449,0.4096,-1.1679
90,2,2.4183,0.3991,0.357,-0.3284
90,3,1.195,-0.0376,0.0813,1.1077
90,4,1.6967,1.1033,-0.0379,0.5666
90,5,1.6846,0.1142,2.3884,0.6443
90,6,-0.0289,0.1503,1.1843,0.1465
90,7,2.8719,-0.3636,0.7228,0.5233
90,8,-0.1004,-0.0569,0.1118,-0.8006
91,1,-0.0334,0.3078,1.0072,-0.3095
91,2,0.16,-1.7102,0.518,0.192
91,3,-0.4458,-1.3482,0.0262,0.2775
91,4,1.1967,0.7433,-0.3036,0.3202
91,5,1.9598,0.1709,-0.0809,-0.1383
91,6,2.1257,-0.184,-3.1704,-0.3774
91,7,2.0318,0.0184,0.2106,3.1578
91,8,0.5704,0.3476,-0.4885,0.9068
92,1,1.2454,-0.5398,1.5927,0.4131
92,2,1.0096,-0.7783,0.0193,-0.2332
92,3,-2.1469,0.1958,-1.189,-0.4512
92,4,1.0207,-0.9784,-0.0499,-0.1308
92,5,-1.5898,0.4083,-1.0461,0.2928
92,6,1.651,-1.7026,0.4734,-1.8804
92,7,0.9671,1.0292,0.2909,-1.5694
92,8,1.3088,0.4726,0.9578,-0.6369
93,1,-0.2984,0.256,-0.7909,0.2071
93,2,0.4753,0.9827,0.034,-0.2393
93,3,7.4381,1.6655,-1.365,1.4781
93,4,3.0709,1.0144,0.7015,-1.4824
93,5,-0.7466,-1.8409,0.5189,-0.7513
93,6,1.6424,-1.2796,0.4958,1.5201
93,7,1.896,-0.6248,0.0016,0.1311
93,8,0.8189,0.0261,0.4148,0.8848
94,1,2.0576,0.5177,1.6043,2.0512
94,2,0.5361,-0.7257,-0.2851,-0.6938
94,3,3.6135,0.1868,0.1386,-0.0993
94,4,-0.667,-0.7554,-1.0861,-0.2724
94,5,0.6104,-0.6115,-0.8683,-1.9546
94,6,-0.0103,-1.4067,0.0978,-0.3104
94,7,-0.1944,-0.9232,1.1039,0.8811
94,8,2.1256,-1.3517,-0.2563,0.5406
95,1,-0.6876,-0.9759,-0.2359,0.6191
95,2,1.8048,1.0536,-0.4069,-0.3755
95,3,-1.4148,-0.9494,-0.5348,-0.6561
95,4,1.3925,2.6324,0.295,1.2693
95,5,1.6037,0.4933,-1.4973,-0.4973
95,6,0.6526,0.1848,1.2809,0.2941
95,7,1.0041,-0.8584,-0.6654,0.1633
95,8,1.2158,0.7003,0.7219,1.4617
96,1,1.8681,-0.5756,-1.27,0.9714
96,2,2.7709,0.122,0.6688,-1.2953
96,3,1.1311,2.5601,0.6719,-1.1876
96,4,1.1516,-0.0961,0.3842,0.5789
96,5,1.6622,1.1493,-0.9944,-0.0643
96,6,1.3061,-0.7032,0.2495,-0.4552
96,7,0.6496,-0.035,-1.1831,1.0156
96,8,2.2253,1.7708,-0.2528,0.1875
97,1,0.7949,-0.627,1.0294,0.0525
97,2,2.352,1.8124,0.7967,0.7798
97,3,3.3128,0.7078,0.0152,-0.3751
97,4,1.2364,-0.5625,-0.9748,1.5685
97,5,2.4199,0.6324,0.6456,-0.788
97,6,2.6699,0.9726,0.0194,0.6569
97,7,0.2547,0.6218,-2.3203,1.4338
97,8,0.6576,-1.5702,0.7826,-1.3773
98,1,-0.4417,-0.7271,-0.0242,-0.3433
98,2,2.3682,-0.2475,1.2025,1.1422
98,3,-3.5039,-0.0744,-1.0953,1.1572
98,4,0.1153,0.6207,-3.1767,-0.1715
98,5,2.5626,0.1777,0.2791,-0.7347
98,6,-0.633,-1.3353,0.2916,0.9559
98,7,1.4504,0.3802,-1.6907,1.1835
98,8,-0.2028,0.6106,-0.9785,-1.1647
99,1,1.7994,0.5598,2.7552,-1.2039
99,2,3.1473,1.0808,-0.3056,0.2253
99,3,1.9047,0.8339,0.731,0.6294
99,4,-2.2137,0.4592,-0.6507,-0.2991
99,5,-1.436,-0.0702,-2.0903,0.6793
99,6,0.8673,-1.661,-0.1703,-0.7101
99,7,1.7929,0.4296,-0.2656,-2.1147
99,8,3.4455,0.2077,-0.3999,-0.4239
100,1,3.3828,0.2716,-0.1146,0.0632
100,2,0.1706,-1.2767,0.2643,-0.2758
100,3,2.6924,-1.0811,-0.1501,-1.1586
100,4,1.2002,1.0532,-1.264,-1.8156
100,5,0.0718,-0.0396,0.4862,-0.5141
100,6,-0.6463,0.6815,-1.9494,0.8977
100,7,-3.79,0.0283,-2.0504,1.2562
100,8,2.9449,0.0298,0.7392,1.1877
101,1,3.9534,0.9383,0.507,-0.8159
101,2,-0.35,-0.516,-0.0574,-1.1537
101,3,0.2507,0.0961,-1.3954,0.4966
101,4,0.6736,-0.4623,-0.7079,0.6351
101,5,-0.3813,-0.4345,-0.2627,0.4002
101,6,-2.3218,-0.3092,-1.5959,-2.0141
101,7,0.571,0.2221,-0.739,-0.8669
101,8,0.6582,-0.4787,0.6523,-0.0297
102,1,1.5363,1.2558,1.4273,0.4872
102,2,0.6531,-0.8946,-0.4194,0.7673
102,3,2.5525,-0.1869,0.7565,0.1443
102,4,-0.2699,-0.4397,-1.9141,0.3308
102,5,2.203,1.447,0.6595,0.0849
102,6,1.9631,0.1966,-0.8039,0.6856
102,7,2.4755,1.0318,0.3073,0.3129
102,8,-0.3221,-1.4856,-0.2478,0.0657
103,1,1.6276,0.2671,1.3204,-0.2684
103,2,2.2227,0.8896,-0.8744,0.0813
103,3,-0.0166,0.0823,0.6276,0.4846
103,4,3.6956,1.0655,-0.2795,0.2675
103,5,2.2392,-0.5173,-0.1583,0.3808
103,6,0.2517,1.4093,-0.1839,1.3427
103,7,2.4541,2.2989,-0.8457,0.2652
103,8,1.5199,-0.3628,-0.0141,-0.649
104,1,0.1681,-0.4455,-0.0626,0.8836
104,2,2.666,1.4534,0.2412,-1.3662
104,3,2.13,1.5796,0.0845,-1.0814
104,4,-0.3286,-0.5229,0.798,0.3358
104,5,1.478,-0.4202,0.9235,0.5164
104,6,-0.9796,-0.2818,-1.0506,-1.2451
104,7,1.2326,-1.3445,0.8688,-0.3828
104,8,-0.6042,-0.9187,-1.1863,-0.6061
105,1,0.5447,-1.0041,0.5879,-0.4867
105,2,1.9781,-0.7678,0.6197,0.9436
105,3,1.2886,-0.0347,-1.9113,0.7065
105,4,-0.2434,0.2342,0.093,-0.0191
105,5,-0.533,1.5505,-0.4685,-0.546
105,6,-0.3583,-0.9984,-0.7588,-1.3496
105,7,2.3917,0.9843,1.3509,1.4202
105,8,1.1646,-0.214,-0.6537,0.5921
106,1,-0.4588,-0.0495,-0.8064,-0.7067
106,2,-0.3592,0.6748,0.0757,0.7196
106,3,0.8584,-1.1227,0.6856,-0.0702
106,4,0.8924,0.3824,-0.1416,-0.2871
106,5,3.6266,0.1665,1.1664,0.4352
106,6,1.4521,0.4925,0.531,-0.7415
106,7,4.2273,0.2892,-2.1782,-0.3438
106,8,-1.2507,2.4553,-0.5295,0.1215
107,1,-1.2631,-0.6377,-0.5618,-0.4995
107,2,-0.1817,-0.531,0.4794,0.6691
107,3,1.9375,-0.6231,-2.6248,1.8691
107,4,2.5775,-0.5555,2.549,-0.7543
107,5,0.131,-0.6374,0.531,-1.6651
107,6,0.8591,1.189,0.1489,-2.0017
107,7,0.3384,1.4205,1.1816,-0.1505
107,8,0.2509,-0.5707,2.3437,-0.6632
108,1,1.4194,-0.8324,0.8707,0.2079
108,2,1.7799,0.4714,0.9488,0.1326
108,3,0.7737,-0.5522,0.1307,-1.6032
108,4,-0.853,0.6329,-0.1415,-1.8149
108,5,3.3,0.2029,-0.4758,0.2959
108,6,-0.466,-1.5157,-0.8261,0.1354
108,7,2.7572,1.5475,-0.687,-0.4258
108,8,-2.4964,1.7959,-1.3506,-1.6571
109,1,0.4743,-0.6128,-0.0759,0.4714
109,2,0.7445,-0.3877,-1.6847,1.2719
109,3,1.6192,0.2859,0.1909,0.278
109,4,1.3667,0.3345,-0.0363,-0.8475
109,5,2.088,0.6585,0.1469,0.0446
109,6,-0.9531,2.0102,-0.5221,-1.3661
109,7,1.9581,-0.1769,3.0769,1.058
109,8,1.0922,-0.7983,1.3601,0.0818
110,1,0.1769,-1.3793,-1.2445,-1.7682
110,2,0.7721,-0.7309,0.2329,-0.3007
110,3,-0.9378,-0.0331,-0.608,0.4633
110,4,-1.7849,1.7946,-1.0145,-0.333
110,5,-2.6881,-0.5176,-1.3401,-0.2759
110,6,2.221,0.2238,0.4322,-1.2244
110,7,1.9402,-0.0164,-0.6814,0.5665
110,8,3.0972,1.1884,0.9678,-0.6485
111,1,3.2172,2.5269,0.9938,-2.1564
111,2,-0.5413,-0.5309,1.3739,-0.3713
111,3,-0.7845,-0.4894,-0.8524,0.9811
111,4,1.9236,1.0442,0.4754,-0.3869
111,5,1.7096,0.6819,0.6325,1.738
111,6,1.2605,1.8467,-0.4742,0.429
111,7,1.6869,0.5839,-0.7718,0.3388
111,8,1.3125,-0.3593,1.6095,-0.1284
112,1,1.5318,0.5907,0.2275,-0.0683
112,2,0.7866,1.1087,0.636,-0.2634
112,3,2.972,0.8205,-0.8221,-0.3023
112,4,0.106,0.5073,-1.2193,0.5309
112,5,-1.1457,1.0667,-0.5694,-0.9358
112,6,0.1765,1.1693,-0.124,-1.0759
112,7,0.5747,1.3822,-1.0642,-1.1232
112,8,2.7992,0.6487,-0.0098,2.0457
113,1,0.3411,-0.1671,-1.6885,0.5303
113,2,0.4401,0.1467,-1.12,0.3045
113,3,-0.1107,1.2065,0.6709,-1.0575
113,4,1.4381,-0.8169,0.6038,0.6233
113,5,0.1048,0.3687,-0.3919,-0.1166
113,6,0.3649,-0.3933,-1.0178,0.2142
113,7,2.9457,0.0287,-1.0274,-0.9766
113,8,2.5098,1.2785,-0.3733,0.1603
114,1,-0.5625,0.1911,0.6445,-0.4238
114,2,-0.5186,0.0464,0.9282,-0.7656
114,3,0.1134,-1.3599,-0.4965,0.7341
114,4,-1.3066,0.7463,-1.1535,-1.5377
114,5,2.3143,0.6455,0.2678,0.5648
114,6,1.951,2.1633,-0.8235,0.6845
114,7,0.8949,-0.3078,-0.5183,-0.8796
114,8,0.7999,0.2192,1.3253,-0.8203
115,1,3.3155,0.2494,0.8271,-0.223
115,2,7.2359,1.5775,0.158,0.282
115,3,0.1443,-0.0953,-1.2719,-0.1529
115,4,1.6524,0.279,0.2114,0.4336
115,5,1.7382,0.6079,1.0627,1.763
115,6,0.619,0.1866,-0.3756,-0.5077
115,7,0.5037,-0.4464,1.3511,-1.7152
115,8,0.4002,0.1941,1.2927,0.8259
116,1,0.6636,1.0736,1.6637,1.6833
116,2,0.9205,-1.0265,0.3052,0.3928
116,3,0.6554,0.133,0.5874,-1.0877
116,4,-0.8495,-0.7001,1.4142,-0.1239
116,5,2.4428,1.195,0.4474,-1.1185
116,6,0.0553,-1.5232,-0.5012,0.6429
116,7,2.1074,-0.5589,-0.4485,-1.3513
116,8,1.7467,0.3772,0.2386,-0.3001
117,1,-2.3438,1.5655,-1.2906,-1.0043
117,2,-1.8236,-0.0658,-0.1433,0.1268
117,3,0.4539,-0.5552,1.0965,-0.3663
117,4,-0.7976,1.8812,-2.1913,0.1768
117,5,1.2852,-1.448,1.5345,0.0224
117,6,0.2328,-2.1988,1.1224,-0.9867
117,7,2.8143,0.44,-0.4598,0.6269
117,8,-0.3366,-0.5021,0.5434,-0.0488
118,1,1.3576,-1.0212,0.0031,-0.9885
118,2,2.5748,0.7084,1.23,2.2409
118,3,-0.7622,0.2438,0.9827,0.4764
118,4,2.1027,-0.5641,-1.4001,-0.1533
118,5,0.6052,-1.2803,0.5873,1.4152
118,6,2.0228,0.8725,-0.2056,1.8418
118,7,0.0871,0.6502,0.0828,-0.1453
118,8,2.4809,-0.0992,-0.7282,0.3474
119,1,0.6709,1.8466,1.7481,-0.988
119,2,1.3758,-1.0701,1.0401,-0.1472
119,3,0.7507,-1.5255,-0.7398,-0.1991
119,4,-1.0089,-0.6919,-1.3346,0.1848
119,5,3.4427,-0.0456,-0.3857,0.3328
119,6,1.5309,0.2433,0.4345,0.5598
119,7,1.6595,-0.2412,0.2402,0.2376
119,8,-0.0615,0.3521,1.2531,-1.2107
120,1,2.1285,-1.2515,0.7899,-0.9385
120,2,0.1129,1.4438,0.9696,-0.5464
120,3,2.201,-0.0822,0.3269,-0.2822
120,4,-1.1011,1.1173,-1.3893,1.0508
120,5,0.2413,0.3427,-0.1957,-1.1629
120,6,2.4402,0.4568,1.0601,-0.3574
120,7,2.7739,0.5698,-0.0515,0.953
120,8,-0.2312,0.4477,0.5031,-0.2999
121,1,2.9472,0.6427,-0.3187,0.4604
121,2,3.6923,1.3292,-1.0298,-0.1395
121,3,-0.1843,0.1965,-0.1233,0.2568
121,4,3.7178,0.709,0.309,-0.2285
121,5,-1.2164,-0.0897,-0.6557,0.6671
121,6,0.4171,1.4401,-0.2357,-1.5451
121,7,0.9563,-0.6764,-0.9395,-0.3633
121,8,0.8056,1.8009,1.1192,0.2966
122,1,1.2293,-0.0402,-0.2945,0.5337
122,2,0.8638,-1.4308,1.4528,1.493
122,3,1.3478,0.1281,1.5287,-0.391
122,4,1.4775,-0.6811,-0.081,1.4795
122,5,0.6787,0.8406,-1.0084,-0.659
122,6,0.4008,-0.6526,-2.0859,1.3286
122,7,1.9795,-0.4462,-1.472,0.8175
122,8,0.3642,-1.8895,-1.3738,-0.9135
123,1,1.8236,-0.4523,1.3785,0.307
123,2,-0.84,-2.4239,0.1158,-0.0512
123,3,0.6936,-1.5839,0.3896,0.6256
123,4,-1.3875,0.7604,-2.2204,-0.2233
123,5,-1.4841,0.7858,-1.198,-0.3072
123,6,1.3955,0.4255,0.8871,1.3691
123,7,-0.1778,-0.967,0.2868,-0.0987
123,8,1.9124,-0.0477,-0.1472,0.8264
124,1,2.0553,-0.0036,0.5648,-0.2254
124,2,-0.272,-1.1584,1.6358,1.6667
124,3,0.0253,1.5034,-0.221,-0.6783
124,4,-0.8284,0.8774,0.0694,-0.6141
124,5,0.4385,-0.221,0.1926,1.5245
124,6,2.0784,0.0269,2.3921,-0.4449
124,7,-0.005,0.2084,-2.0994,1.6011
124,8,-0.1564,-2.0417,0.6832,0.8918
125,1,2.3508,-0.2472,-0.1148,-0.1546
125,2,-1.2194,-0.682,0.5668,-1.8133
125,3,1.5778,-1.0016,-0.6574,-0.0193
125,4,0.2277,-0.2811,-0.049,0.1016
125,5,1.9704,1.7977,0.7114,1.1672
125,6,1.8354,0.6408,3.1129,1.5884
125,7,2.3076,-0.5712,0.808,-0.685
125,8,-1.0834,0.5726,-0.8481,0.8012
126,1,1.5963,1.3994,-0.4238,0.7654
126,2,2.2571,0.9246,-0.4534,1.0734
126,3,-2.3776,0.0596,-1.7956,0.4987
126,4,-0.411,-0.6469,-0.3301,-1.9425
126,5,1.3762,0.6982,0.7328,-0.1554
126,6,-0.7579,0.3935,-1.2742,-1.1557
126,7,0.7056,0.8952,1.0485,-0.2026
126,8,0.9949,0.6352,0.4878,0.98
127,1,2.5635,1.0496,-0.7342,0.3052
127,2,0.3232,-0.5352,-0.1415,1.1481
127,3,3.5588,1.3174,1.5983,0.3418
127,4,0.2022,0.1976,0.7335,-1.2983
127,5,-0.8046,2.0753,0.0088,-2.5208
127,6,2.5906,-0.6892,-0.2377,0.1488
127,7,0.5587,1.736,0.0766,-0.2139
127,8,-0.9368,0.1979,-0.5118,-0.9769
128,1,-2.6232,-0.6514,-2.1047,-1.7006
128,2,2.1256,-0.4839,2.0422,-0.7347
128,3,0.5193,-0.3203,0.1553,-0.1945
128,4,1.0065,0.4242,0.3981,0.6659
128,5,1.0139,0.5228,-0.0579,0.1886
128,6,1.6992,-0.5737,-0.7351,1.6081
128,7,0.7061,-0.0244,-0.1859,-1.0356
128,8,9.0879,2.1423,-1.5994,0.8811
129,1,2.7209,1.7275,2.2771,0.0473
129,2,2.74,0.4363,-1.2345,0.6947
129,3,1.9323,0.038,-1.032,-0.4365
129,4,0.8775,0.12,-0.4403,1.0717
129,5,1.0271,0.6135,1.2881,0.2952
129,6,0.7904,-1.0228,0.0145,-0.6794
129,7,1.239,-0.2574,-1.2361,-0.012
129,8,0.2121,-1.6686,1.2543,-0.2396
130,1,1.6168,0.3992,0.731,0.4892
130,2,3.1314,0.6472,0.5384,-1.1798
130,3,2.8685,-0.4832,0.7157,-0.0294
130,4,3.5419,1.574,2.3944,0.3953
130,5,2.0601,-1.2258,2.1851,0.033
130,6,-0.5066,-1.4644,-0.6867,1.3469
130,7,2.2621,0.2245,1.6239,0.774
130,8,3.7116,1.0471,0.3832,-0.0075
131,1,0.3497,1.6839,0.4991,0.2167
131,2,-0.4621,-0.4589,-1.6923,0.2957
131,3,4.5237,1.0787,-0.1704,0.4033
131,4,-0.6482,-0.0385,-0.8128,-1.8257
131,5,-0.1559,-0.1726,0.8281,-0.3015
131,6,3.7269,0.8837,1.0711,-1.4844
131,7,3.3956,0.6523,-2.0745,1.2783
131,8,0.5356,-1.5764,-0.022,-0.0608
132,1,2.0054,1.4765,1.1219,-0.1933
132,2,0.7929,1.3801,-0.1867,0.8968
132,3,1.1527,-0.6256,0.7291,0.4223
132,4,3.3287,0.3958,0.3512,-1.1286
132,5,1.6651,0.494,0.3417,-0.0709
132,6,4.0706,0.2607,-0.2713,-0.3352
132,7,-0.8261,-0.5503,-1.2166,-1.7445
132,8,0.3031,-0.6716,-1.1215,-0.6903
133,1,0.8077,-0.0256,0.7094,-0.1835
133,2,-0.2847,1.1727,0.0195,-0.115
133,3,1.004,0.5436,-0.1385,-1.4822
133,4,1.184,-0.3706,-0.4239,1.1517
133,5,2.1522,0.7717,-0.3052,-0.1021
133,6,0.8046,-2.8485,1.0469,0.0376
133,7,2.3301,1.1488,-0.3352,0.4006
133,8,0.8178,-1.7397,-1.3411,-0.7881
134,1,1.1043,-0.3624,0.7437,0.4564
134,2,1.9048,-1.1197,-0.2049,-0.3671
134,3,2.3362,-1.2947,0.0314,-0.8966
134,4,2.7289,1.1608,1.6076,0.5734
134,5,-0.2981,-0.4677,-0.0206,1.4917
134,6,0.5581,0.3465,0.2892,0.7248
134,7,1.0527,-0.0469,-1.1789,0.923
134,8,1.8449,0.477,-0.2197,-0.5206
135,1,1.994,0.0768,0.6095,-1.5976
135,2,0.414,-1.283,-1.5554,1.4901
135,3,1.5694,0.9963,0.2008,2.0545
135,4,0.1267,-0.4938,0.1008,1.5428
135,5,0.5387,-1.5566,0.0413,-0.3358
135,6,2.7164,-0.4281,1.0372,-1.1546
135,7,3.6784,1.5008,0.3344,-1.0657
135,8,2.4957,0.8502,1.4781,-1.6837
136,1,1.9092,-0.3487,-0.9936,-0.1074
136,2,0.469,-0.3493,0.1359,1.6057
136,3,0.3103,-0.3216,0.0845,-0.1417
136,4,-0.3914,2.0767,-1.0693,0.3023
136,5,1.3361,0.3819,0.9563,1.3756
136,6,1.544,0.43,2.3247,-0.4041
136,7,3.5272,1.0303,-0.017,2.0355
136,8,0.7071,0.2388,0.505,1.9921
137,1,0.0039,-0.259,0.0845,-0.1311
137,2,3.2678,-0.1963,-0.7136,-0.5775
137,3,-0.3587,-0.0716,-1.8208,0.6972
137,4,0.9832,-0.0372,-0.7058,-0.3475
137,5,1.8521,0.7276,-1.392,-1.1566
137,6,0.5343,0.0519,1.7041,1.2812
137,7,3.2555,0.7326,-0.1151,1.2164
137,8,1.6698,-0.0807,-0.3459,0.1555
138,1,2.9374,0.0786,0.8892,-1.2629
138,2,-0.9057,-1.9982,-1.1218,-1.2295
138,3,1.4139,0.9163,-0.7669,0.1072
138,4,1.2463,0.3465,0.0681,-0.4999
138,5,2.1616,0.998,1.0288,-0.3411
138,6,-0.9717,-2.8963,0.5017,1.022
138,7,2.3597,2.0884,0.2483,0.7332
