id,t,y,x1,x2,group
62,5,14.9198,2.4458,0.0559,shift
62,6,9.6931,0.1292,-0.3096,shift
62,7,9.7696,0.1094,1.146,shift
62,8,9.6474,0.7258,-2.8375,shift
62,9,11.7698,0.481,-0.0166,shift
62,10,10.8592,0.2239,-0.1058,shift
63,1,6.1924,-0.7905,-0.4536,shift
63,2,9.2351,0.4715,1.7262,shift
63,3,9.7514,1.882,-0.8873,shift
63,4,10.0838,1.3454,0.7718,shift
63,5,9.9471,1.5932,0.3563,shift
63,6,8.9952,-0.5112,1.2615,shift
63,7,7.5491,-0.9896,-0.6672,shift
63,8,7.4523,-0.1258,-0.733,shift
63,9,8.1724,0.0557,1.0961,shift
63,10,9.4149,1.0942,0.4253,shift
64,1,9.9372,-1.6925,-1.5449,shift
64,2,10.2203,1.5296,-0.5393,shift
64,3,13.9375,-0.158,0.3864,shift
64,4,10.5811,-0.4269,0.8378,shift
64,5,10.0672,-1.0121,-0.6792,shift
64,6,9.5176,-1.6549,-2.9143,shift
64,7,11.823,0.8232,0.5232,shift
64,8,10.8985,0.0733,-1.2203,shift
64,9,8.0806,-1.29,-2.0173,shift
64,10,8.5162,-1.2951,-2.8323,shift
65,1,7.8227,-0.3358,0.814,shift
65,2,10.0624,1.669,0.1286,shift
65,3,7.9827,-0.2596,-0.2257,shift
65,4,10.3353,-1.5031,1.389,shift
65,5,11.3139,-0.2457,0.6373,shift
65,6,8.0118,-0.2727,1.6163,shift
65,7,5.8853,-2.6969,-1.3927,shift
65,8,6.9781,-0.0543,-0.0346,shift
65,9,5.7606,-0.2309,-1.6167,shift
65,10,8.0076,0.6962,-0.2294,shift
66,1,13.6783,1.849,-0.2486,shift
66,2,13.1374,1.1266,0.6266,shift
66,3,9.0258,-0.2689,0.0456,shift
66,4,8.353,-1.1065,0.6234,shift
66,5,12.356,2.5734,0.7034,shift
66,6,11.3111,0.0592,2.1549,shift
66,7,10.1674,0.0139,-0.3153,shift
66,8,8.874,-0.0241,-0.941,shift
66,9,11.1521,0.1981,0.2461,shift
66,10,9.0928,-0.1444,-0.8023,shift
67,1,13.3335,-0.5737,1.482,shift
67,2,11.4617,-0.5469,-0.2832,shift
67,3,11.2708,-0.0328,-0.5656,shift
67,4,11.7737,-0.5434,-0.4713,shift
67,5,12.3004,-0.7128,0.7184,shift
67,6,11.2222,0.1064,-0.1577,shift
67,7,10.7576,-0.255,-0.6417,shift
67,8,15.605,1.504,1.6654,shift
67,9,7.6924,-2.651,-0.8562,shift
67,10,11.1296,1.0915,0.0356,shift
68,1,12.8453,1.2461,0.6523,shift
68,2,9.3454,-2.0734,-1.6313,shift
68,3,12.0303,-0.3427,0.4803,shift
68,4,11.8914,-0.3714,-1.0551,shift
68,5,10.4757,-1.4075,0.8228,shift
68,6,8.8482,-0.7778,-0.9627,shift
68,7,10.8485,-1.1106,0.6928,shift
68,8,14.4605,1.7523,1.1058,shift
68,9,11.4344,0.9357,0.8614,shift
68,10,11.842,1.2716,0.2513,shift
69,1,8.4096,0.7217,-0.2313,shift
69,2,8.8712,-1.1291,-0.5764,shift
69,3,11.4718,-0.5245,1.471,shift
69,4,10.6329,0.4894,-0.6995,shift
69,5,10.4087,-1.2221,-1.0371,shift
69,6,9.5674,0.713,0.6654,shift
69,7,10.7119,-0.2403,-0.7961,shift
69,8,10.0946,-0.3748,-0.9501,shift
69,9,9.5568,0.711,-1.4436,shift
69,10,12.1897,0.4443,-0.4829,shift
70,1,8.4945,-0.361,-0.0827,shift
70,2,11.96,1.1593,0.2431,shift
70,3,10.0296,-1.0811,0.9513,shift
70,4,11.0344,0.6159,0.5269,shift
70,5,10.1137,0.5931,-0.1909,shift
70,6,7.8726,-0.3095,-0.1982,shift
70,7,10.1177,0.3261,0.5102,shift
70,8,8.4744,-1.2511,1.2726,shift
70,9,11.2576,0.924,0.1263,shift
70,10,9.7371,-0.1849,-0.4691,shift
71,1,11.7466,-0.5227,-0.9929,shift
71,2,9.5731,1.049,-1.4452,shift
71,3,11.9247,-0.7043,0.6663,shift
71,4,11.8438,-1.4085,0.578,shift
71,5,10.9573,-1.5566,0.5774,shift
71,6,10.8375,0.606,-0.1287,shift
71,7,9.4478,-1.2804,1.4069,shift
71,8,10.8974,1.7548,-0.4841,shift
71,9,10.1455,-2.0819,0.9553,shift
71,10,13.4293,1.6965,-0.0387,shift
72,1,13.1425,0.211,-0.6084,shift
72,2,10.9532,-0.0967,0.5925,shift
72,3,10.2373,-0.5449,0.4096,shift
72,4,11.9068,0.3991,0.357,shift
72,5,11.952,-0.0376,0.0813,shift
72,6,13.6246,1.1033,-0.0379,shift
72,7,13.1733,0.1142,2.3884,shift
72,8,11.5696,0.1503,1.1843,shift
72,9,11.3547,-0.3636,0.7228,shift
72,10,12.0748,-0.0569,0.1118,shift
73,1,9.8603,0.3078,1.0072,shift
73,2,6.8378,-1.7102,0.518,shift
73,3,6.7821,-1.3482,0.0262,shift
73,4,6.0617,0.7433,-0.3036,shift
73,5,9.7805,0.1709,-0.0809,shift
73,6,6.0825,-0.184,-3.1704,shift
73,7,8.5022,0.0184,0.2106,shift
73,8,8.6453,0.3476,-0.4885,shift
73,9,9.481,-0.5398,1.5927,shift
73,10,8.0452,-0.7783,0.0193,shift
74,1,8.8619,0.1958,-1.189,shift
74,2,6.2119,-0.9784,-0.0499,shift
74,3,7.5373,0.4083,-1.0461,shift
74,4,7.3398,-1.7026,0.4734,shift
74,5,9.5615,1.0292,0.2909,shift
74,6,9.2227,0.4726,0.9578,shift
74,7,7.17,0.256,-0.7909,shift
74,8,11.0649,0.9827,0.034,shift
74,9,10.2916,1.6655,-1.365,shift
74,10,9.0058,1.0144,0.7015,shift
75,1,3.7963,-1.8409,0.5189,shift
75,2,7.8176,-1.2796,0.4958,shift
75,3,6.7384,-0.6248,0.0016,shift
75,4,6.9165,0.0261,0.4148,shift
75,5,8.7407,0.5177,1.6043,shift
75,6,6.7177,-0.7257,-0.2851,shift
75,7,7.9196,0.1868,0.1386,shift
75,8,5.5375,-0.7554,-1.0861,shift
75,9,5.6691,-0.6115,-0.8683,shift
75,10,3.2443,-1.4067,0.0978,shift
76,1,11.3104,-0.9232,1.1039,shift
76,2,9.0131,-1.3517,-0.2563,shift
76,3,8.3068,-0.9759,-0.2359,shift
76,4,12.4837,1.0536,-0.4069,shift
76,5,10.386,-0.9494,-0.5348,shift
76,6,15.3077,2.6324,0.295,shift
76,7,11.1215,0.4933,-1.4973,shift
76,8,13.9021,0.1848,1.2809,shift
76,9,8.3487,-0.8584,-0.6654,shift
76,10,12.2961,0.7003,0.7219,shift
77,1,9.5923,-0.5756,-1.27,shift
77,2,9.5966,0.122,0.6688,shift
77,3,11.4815,2.5601,0.6719,shift
77,4,12.0139,-0.0961,0.3842,shift
77,5,9.9921,1.1493,-0.9944,shift
77,6,10.4282,-0.7032,0.2495,shift
77,7,6.608,-0.035,-1.1831,shift
77,8,9.4873,1.7708,-0.2528,shift
77,9,9.678,-0.627,1.0294,shift
77,10,11.3763,1.8124,0.7967,shift
78,1,12.915,0.7078,0.0152,shift
78,2,10.8195,-0.5625,-0.9748,shift
78,3,11.2373,0.6324,0.6456,shift
78,4,11.7028,0.9726,0.0194,shift
78,5,10.8815,0.6218,-2.3203,shift
78,6,9.6312,-1.5702,0.7826,shift
78,7,11.7792,-0.7271,-0.0242,shift
78,8,11.846,-0.2475,1.2025,shift
78,9,9.7623,-0.0744,-1.0953,shift
78,10,10.6974,0.6207,-3.1767,shift
79,1,9.5202,0.1777,0.2791,shift
79,2,8.2176,-1.3353,0.2916,shift
79,3,9.3659,0.3802,-1.6907,shift
79,4,11.7381,0.6106,-0.9785,shift
79,5,13.9128,0.5598,2.7552,shift
79,6,12.406,1.0808,-0.3056,shift
79,7,11.3093,0.8339,0.731,shift
79,8,10.067,0.4592,-0.6507,shift
79,9,9.5468,-0.0702,-2.0903,shift
79,10,9.3808,-1.661,-0.1703,shift
80,1,14.775,0.4296,-0.2656,shift
80,2,10.8901,0.2077,-0.3999,shift
80,3,10.5638,0.2716,-0.1146,shift
80,4,11.365,-1.2767,0.2643,shift
80,5,11.8082,-1.0811,-0.1501,shift
80,6,13.4434,1.0532,-1.264,shift
80,7,12.6683,-0.0396,0.4862,shift
80,8,13.3933,0.6815,-1.9494,shift
80,9,11.0321,0.0283,-2.0504,shift
80,10,13.7653,0.0298,0.7392,shift
81,1,11.9953,0.9383,0.507,shift
81,2,9.4335,-0.516,-0.0574,shift
81,3,7.8558,0.0961,-1.3954,shift
81,4,7.2825,-0.4623,-0.7079,shift
81,5,8.509,-0.4345,-0.2627,shift
81,6,7.7288,-0.3092,-1.5959,shift
81,7,9.9704,0.2221,-0.739,shift
81,8,7.52,-0.4787,0.6523,shift
81,9,10.273,1.2558,1.4273,shift
81,10,8.5298,-0.8946,-0.4194,shift
82,1,10.5879,-0.1869,0.7565,shift
82,2,9.8449,-0.4397,-1.9141,shift
82,3,13.1972,1.447,0.6595,shift
82,4,11.8141,0.1966,-0.8039,shift
82,5,11.8906,1.0318,0.3073,shift
82,6,11.1808,-1.4856,-0.2478,shift
82,7,12.5026,0.2671,1.3204,shift
82,8,13.545,0.8896,-0.8744,shift
82,9,12.0227,0.0823,0.6276,shift
82,10,12.0353,1.0655,-0.2795,shift
83,1,7.538,-0.5173,-0.1583,shift
83,2,7.8498,1.4093,-0.1839,shift
83,3,11.1634,2.2989,-0.8457,shift
83,4,7.5949,-0.3628,-0.0141,shift
83,5,8.455,-0.4455,-0.0626,shift
83,6,11.0063,1.4534,0.2412,shift
83,7,10.2327,1.5796,0.0845,shift
83,8,8.149,-0.5229,0.798,shift
83,9,10.0027,-0.4202,0.9235,shift
83,10,10.014,-0.2818,-1.0506,shift
84,1,8.9773,-1.3445,0.8688,shift
84,2,8.6418,-0.9187,-1.1863,shift
84,3,12.207,-1.0041,0.5879,shift
84,4,8.9315,-0.7678,0.6197,shift
84,5,12.1832,-0.0347,-1.9113,shift
84,6,8.8459,0.2342,0.093,shift
84,7,13.6266,1.5505,-0.4685,shift
84,8,9.2852,-0.9984,-0.7588,shift
84,9,14.3692,0.9843,1.3509,shift
84,10,10.1493,-0.214,-0.6537,shift
85,1,7.7562,-0.0495,-0.8064,shift
85,2,7.1197,0.6748,0.0757,shift
85,3,6.3331,-1.1227,0.6856,shift
85,4,8.8745,0.3824,-0.1416,shift
85,5,8.6335,0.1665,1.1664,shift
85,6,10.0306,0.4925,0.531,shift
85,7,6.8324,0.2892,-2.1782,shift
85,8,11.1279,2.4553,-0.5295,shift
85,9,6.7649,-0.6377,-0.5618,shift
85,10,9.559,-0.531,0.4794,shift
86,1,10.1659,-0.6231,-2.6248,shift
86,2,10.6294,-0.5555,2.549,shift
86,3,11.186,-0.6374,0.531,shift
86,4,12.6424,1.189,0.1489,shift
86,5,11.5599,1.4205,1.1816,shift
86,6,11.2706,-0.5707,2.3437,shift
86,7,8.4996,-0.8324,0.8707,shift
86,8,12.2796,0.4714,0.9488,shift
86,9,8.9295,-0.5522,0.1307,shift
86,10,9.4451,0.6329,-0.1415,shift
87,1,6.7352,0.2029,-0.4758,shift
87,2,5.2882,-1.5157,-0.8261,shift
87,3,9.2847,1.5475,-0.687,shift
87,4,10.0907,1.7959,-1.3506,shift
87,5,6.22,-0.6128,-0.0759,shift
87,6,4.2419,-0.3877,-1.6847,shift
87,7,8.076,0.2859,0.1909,shift
87,8,7.5034,0.3345,-0.0363,shift
87,9,7.624,0.6585,0.1469,shift
87,10,8.2742,2.0102,-0.5221,shift
88,1,10.9668,-0.1769,3.0769,shift
88,2,9.065,-0.7983,1.3601,shift
88,3,8.2944,-1.3793,-1.2445,shift
88,4,9.095,-0.7309,0.2329,shift
88,5,10.4215,-0.0331,-0.608,shift
88,6,10.996,1.7946,-1.0145,shift
88,7,7.6997,-0.5176,-1.3401,shift
88,8,11.0803,0.2238,0.4322,shift
88,9,9.3861,-0.0164,-0.6814,shift
88,10,10.4542,1.1884,0.9678,shift
89,1,13.9991,2.5269,0.9938,shift
89,2,10.4521,-0.5309,1.3739,shift
89,3,10.7576,-0.4894,-0.8524,shift
89,4,11.825,1.0442,0.4754,shift
89,5,12.2607,0.6819,0.6325,shift
89,6,10.9627,1.8467,-0.4742,shift
89,7,10.5949,0.5839,-0.7718,shift
89,8,13.2318,-0.3593,1.6095,shift
89,9,12.2372,0.5907,0.2275,shift
89,10,11.0925,1.1087,0.636,shift
90,1,9.0385,0.8205,-0.8221,shift
90,2,8.6758,0.5073,-1.2193,shift
90,3,10.3868,1.0667,-0.5694,shift
90,4,11.0225,1.1693,-0.124,shift
90,5,10.7416,1.3822,-1.0642,shift
90,6,9.8871,0.6487,-0.0098,shift
90,7,9.0881,-0.1671,-1.6885,shift
90,8,8.6469,0.1467,-1.12,shift
90,9,9.6047,1.2065,0.6709,shift
90,10,8.8657,-0.8169,0.6038,shift
91,1,10.2647,0.3687,-0.3919,shift
91,2,8.339,-0.3933,-1.0178,shift
91,3,8.138,0.0287,-1.0274,shift
91,4,9.8929,1.2785,-0.3733,shift
91,5,10.4177,0.1911,0.6445,shift
91,6,8.7543,0.0464,0.9282,shift
91,7,6.3802,-1.3599,-0.4965,shift
91,8,10.5937,0.7463,-1.1535,shift
91,9,10.2997,0.6455,0.2678,shift
91,10,9.7166,2.1633,-0.8235,shift
92,1,10.6114,-0.3078,-0.5183,shift
92,2,11.9365,0.2192,1.3253,shift
92,3,10.8918,0.2494,0.8271,shift
92,4,14.6515,1.5775,0.158,shift
92,5,10.2957,-0.0953,-1.2719,shift
92,6,12.8058,0.279,0.2114,shift
92,7,11.5281,0.6079,1.0627,shift
92,8,11.3883,0.1866,-0.3756,shift
92,9,9.5202,-0.4464,1.3511,shift
92,10,12.8296,0.1941,1.2927,shift
93,1,11.9545,1.0736,1.6637,shift
93,2,9.2911,-1.0265,0.3052,shift
93,3,8.6431,0.133,0.5874,shift
93,4,9.049,-0.7001,1.4142,shift
93,5,9.8193,1.195,0.4474,shift
93,6,7.5144,-1.5232,-0.5012,shift
93,7,9.3867,-0.5589,-0.4485,shift
93,8,10.508,0.3772,0.2386,shift
93,9,11.05,1.5655,-1.2906,shift
93,10,9.8312,-0.0658,-0.1433,shift
94,1,8.655,-0.5552,1.0965,shift
94,2,9.3593,1.8812,-2.1913,shift
94,3,7.4912,-1.448,1.5345,shift
94,4,8.6605,-2.1988,1.1224,shift
94,5,9.772,0.44,-0.4598,shift
94,6,8.1445,-0.5021,0.5434,shift
94,7,7.3199,-1.0212,0.0031,shift
94,8,11.7299,0.7084,1.23,shift
94,9,10.6526,0.2438,0.9827,shift
94,10,8.4124,-0.5641,-1.4001,shift
95,1,8.8406,-1.2803,0.5873,shift
95,2,10.1952,0.8725,-0.2056,shift
95,3,12.797,0.6502,0.0828,shift
95,4,10.4314,-0.0992,-0.7282,shift
95,5,12.2643,1.8466,1.7481,shift
95,6,10.5388,-1.0701,1.0401,shift
95,7,8.8703,-1.5255,-0.7398,shift
95,8,8.1708,-0.6919,-1.3346,shift
95,9,9.6393,-0.0456,-0.3857,shift
95,10,9.6305,0.2433,0.4345,shift
96,1,12.6129,-0.2412,0.2402,shift
96,2,15.5247,0.3521,1.2531,shift
96,3,12.4781,-1.2515,0.7899,shift
96,4,16.7991,1.4438,0.9696,shift
96,5,16.6567,-0.0822,0.3269,shift
96,6,12.9495,1.1173,-1.3893,shift
96,7,14.1322,0.3427,-0.1957,shift
96,8,15.7908,0.4568,1.0601,shift
96,9,15.3018,0.5698,-0.0515,shift
96,10,15.3606,0.4477,0.5031,shift
97,1,11.8256,0.6427,-0.3187,shift
97,2,12.4286,1.3292,-1.0298,shift
97,3,12.1054,0.1965,-0.1233,shift
97,4,14.5359,0.709,0.309,shift
97,5,10.866,-0.0897,-0.6557,shift
97,6,14.4791,1.4401,-0.2357,shift
97,7,9.9694,-0.6764,-0.9395,shift
97,8,16.3838,1.8009,1.1192,shift
97,9,11.9835,-0.0402,-0.2945,shift
97,10,10.9343,-1.4308,1.4528,shift
98,1,12.9245,0.1281,1.5287,shift
98,2,10.4171,-0.6811,-0.081,shift
98,3,11.48,0.8406,-1.0084,shift
98,4,8.8404,-0.6526,-2.0859,shift
98,5,9.3564,-0.4462,-1.472,shift
98,6,8.7758,-1.8895,-1.3738,shift
98,7,12.6963,-0.4523,1.3785,shift
98,8,9.6519,-2.4239,0.1158,shift
98,9,9.0878,-1.5839,0.3896,shift
98,10,12.4401,0.7604,-2.2204,shift
99,1,11.097,0.7858,-1.198,shift
99,2,13.283,0.4255,0.8871,shift
99,3,10.2702,-0.967,0.2868,shift
99,4,9.5981,-0.0477,-0.1472,shift
99,5,10.8664,-0.0036,0.5648,shift
99,6,10.6941,-1.1584,1.6358,shift
99,7,10.1393,1.5034,-0.221,shift
99,8,9.3929,0.8774,0.0694,shift
99,9,9.3994,-0.221,0.1926,shift
99,10,11.207,0.0269,2.3921,shift
100,1,9.2309,0.2084,-2.0994,shift
100,2,8.5181,-2.0417,0.6832,shift
100,3,8.8559,-0.2472,-0.1148,shift
100,4,10.3004,-0.682,0.5668,shift
100,5,9.1628,-1.0016,-0.6574,shift
100,6,9.4038,-0.2811,-0.049,shift
100,7,10.1962,1.7977,0.7114,shift
100,8,11.026,0.6408,3.1129,shift
100,9,9.8077,-0.5712,0.808,shift
100,10,9.3787,0.5726,-0.8481,shift
101,1,7.2795,1.3994,-0.4238,shift
101,2,7.4308,0.9246,-0.4534,shift
101,3,5.6864,0.0596,-1.7956,shift
101,4,4.8589,-0.6469,-0.3301,shift
101,5,7.0685,0.6982,0.7328,shift
101,6,6.4521,0.3935,-1.2742,shift
101,7,8.9095,0.8952,1.0485,shift
101,8,7.9696,0.6352,0.4878,shift
101,9,7.2226,1.0496,-0.7342,shift
101,10,5.4475,-0.5352,-0.1415,shift
102,1,10.7531,1.3174,1.5983,shift
102,2,10.718,0.1976,0.7335,shift
102,3,9.3016,2.0753,0.0088,shift
102,4,10.4301,-0.6892,-0.2377,shift
102,5,11.1802,1.736,0.0766,shift
102,6,9.3944,0.1979,-0.5118,shift
102,7,5.5033,-0.6514,-2.1047,shift
102,8,9.7864,-0.4839,2.0422,shift
102,9,8.7007,-0.3203,0.1553,shift
102,10,8.3555,0.4242,0.3981,shift
103,1,9.184,0.5228,-0.0579,shift
103,2,9.5661,-0.5737,-0.7351,shift
103,3,9.2875,-0.0244,-0.1859,shift
103,4,10.4029,2.1423,-1.5994,shift
103,5,10.6891,1.7275,2.2771,shift
103,6,9.6637,0.4363,-1.2345,shift
103,7,9.3338,0.038,-1.032,shift
103,8,9.4689,0.12,-0.4403,shift
103,9,10.5624,0.6135,1.2881,shift
103,10,8.0969,-1.0228,0.0145,shift
104,1,6.5482,-0.2574,-1.2361,shift
104,2,5.4185,-1.6686,1.2543,shift
104,3,9.5178,0.3992,0.731,shift
104,4,8.3285,0.6472,0.5384,shift
104,5,6.5699,-0.4832,0.7157,shift
104,6,9.8324,1.574,2.3944,shift
104,7,7.9165,-1.2258,2.1851,shift
104,8,4.3921,-1.4644,-0.6867,shift
104,9,7.6789,0.2245,1.6239,shift
104,10,8.8927,1.0471,0.3832,shift
105,1,9.717,1.6839,0.4991,shift
105,2,7.774,-0.4589,-1.6923,shift
105,3,8.1331,1.0787,-0.1704,shift
105,4,8.5339,-0.0385,-0.8128,shift
105,5,7.0171,-0.1726,0.8281,shift
105,6,7.4445,0.8837,1.0711,shift
105,7,9.1505,0.6523,-2.0745,shift
105,8,6.8818,-1.5764,-0.022,shift
105,9,9.921,1.4765,1.1219,shift
105,10,8.8203,1.3801,-0.1867,shift
106,1,7.065,-0.6256,0.7291,shift
106,2,7.6227,0.3958,0.3512,shift
106,3,10.0846,0.494,0.3417,shift
106,4,9.279,0.2607,-0.2713,shift
106,5,6.2153,-0.5503,-1.2166,shift
106,6,5.6527,-0.6716,-1.1215,shift
106,7,7.3357,-0.0256,0.7094,shift
106,8,8.6858,1.1727,0.0195,shift
106,9,6.2305,0.5436,-0.1385,shift
106,10,6.0017,-0.3706,-0.4239,shift
107,1,9.124,0.7717,-0.3052,shift
107,2,6.1662,-2.8485,1.0469,shift
107,3,10.0671,1.1488,-0.3352,shift
107,4,7.4953,-1.7397,-1.3411,shift
107,5,10.7403,-0.3624,0.7437,shift
107,6,8.684,-1.1197,-0.2049,shift
107,7,8.2387,-1.2947,0.0314,shift
107,8,10.5177,1.1608,1.6076,shift
107,9,9.5909,-0.4677,-0.0206,shift
107,10,9.8246,0.3465,0.2892,shift
108,1,10.884,-0.0469,-1.1789,shift
108,2,13.5942,0.477,-0.2197,shift
108,3,10.3902,0.0768,0.6095,shift
108,4,8.3684,-1.283,-1.5554,shift
108,5,12.2573,0.9963,0.2008,shift
108,6,12.6456,-0.4938,0.1008,shift
108,7,10.437,-1.5566,0.0413,shift
108,8,12.5901,-0.4281,1.0372,shift
108,9,12.4664,1.5008,0.3344,shift
108,10,15.2281,0.8502,1.4781,shift
109,1,9.5491,-0.3487,-0.9936,shift
109,2,9.7622,-0.3493,0.1359,shift
109,3,12.4415,-0.3216,0.0845,shift
109,4,14.658,2.0767,-1.0693,shift
109,5,11.1831,0.3819,0.9563,shift
109,6,12.044,0.43,2.3247,shift
109,7,10.8459,1.0303,-0.017,shift
109,8,10.8952,0.2388,0.505,shift
109,9,10.6349,-0.259,0.0845,shift
109,10,12.9889,-0.1963,-0.7136,shift
110,1,10.0742,-0.0716,-1.8208,shift
110,2,10.9994,-0.0372,-0.7058,shift
110,3,11.413,0.7276,-1.392,shift
110,4,11.6142,0.0519,1.7041,shift
110,5,12.1299,0.7326,-0.1151,shift
110,6,10.611,-0.0807,-0.3459,shift
110,7,10.6624,0.0786,0.8892,shift
110,8,8.2169,-1.9982,-1.1218,shift
110,9,11.2392,0.9163,-0.7669,shift
110,10,11.9313,0.3465,0.0681,shift
111,1,12.1581,0.998,1.0288,shift
111,2,5.6846,-2.8963,0.5017,shift
111,3,11.4847,2.0884,0.2483,shift
111,4,7.1715,-0.1396,0.0781,shift
111,5,10.6247,1.1082,0.4002,shift
111,6,7.2877,-1.0399,0.2017,shift
111,7,6.8949,0.6128,-1.03,shift
111,8,7.1747,-1.0534,0.0461,shift
111,9,7.6753,-0.6238,-1.0737,shift
111,10,9.3307,1.914,0.0811,shift
112,1,8.1036,-0.1907,-0.4806,shift
112,2,7.1681,0.2174,2.5394,shift
112,3,9.4279,0.8701,-0.0399,shift
112,4,7.4405,0.4957,-1.4042,shift
112,5,6.7445,0.1504,-0.1342,shift
112,6,7.4492,0.365,0.5194,shift
112,7,10.9878,2.4034,1.6734,shift
112,8,7.0067,-0.0576,-0.5895,shift
112,9,6.9562,0.2011,-1.5824,shift
112,10,8.2795,1.0507,0.8168,shift
113,1,7.7494,1.1055,-1.3806,shift
113,2,10.6551,1.187,-0.4362,shift
113,3,7.0817,0.6387,-0.2576,shift
113,4,5.9795,-1.143,-0.0696,shift
113,5,8.7946,1.6334,0.6892,shift
113,6,6.5994,-1.1463,-0.6836,shift
113,7,8.2497,0.3026,-0.2737,shift
113,8,6.057,-0.7543,-0.0143,shift
113,9,5.9796,-0.0641,0.1496,shift
113,10,5.4667,0.3288,0.0978,shift
114,1,8.453,0.3214,0.436,shift
114,2,8.7137,0.4219,0.8438,shift
114,3,12.1763,1.6137,0.3926,shift
114,4,8.7011,0.4535,0.4536,shift
114,5,6.4068,-0.2442,-1.5822,shift
114,6,10.3188,0.9641,0.0502,shift
114,7,9.5034,1.1895,0.4795,shift
114,8,7.4846,-1.2276,0.7289,shift
114,9,7.0411,0.5974,-0.6924,shift
114,10,8.1703,0.7012,-0.659,shift
115,1,9.6733,-0.2976,-0.5741,shift
115,2,10.5369,1.3757,0.5364,shift
115,3,8.6334,-0.1501,1.0339,shift
115,4,8.909,0.1256,-0.4075,shift
115,5,10.2909,-0.1731,0.908,shift
115,6,8.1432,0.0156,0.1235,shift
115,7,7.5211,-1.0963,-0.1243,shift
115,8,8.8567,-1.4401,-0.2114,shift
115,9,9.6898,1.5945,0.7466,shift
115,10,8.5644,-0.847,0.3256,shift
116,1,10.1979,-0.9914,2.2758,shift
116,2,7.6477,-2.1534,-0.8522,shift
116,3,8.9984,-0.639,0.5181,shift
116,4,7.6878,-1.3231,-0.5292,shift
116,5,11.4473,1.642,-0.8693,shift
116,6,9.9774,1.0098,-0.0109,shift
116,7,8.9381,-0.6882,0.1374,shift
116,8,12.5873,2.2524,2.9182,shift
116,9,8.2548,0.9818,-0.1841,shift
116,10,10.7521,-0.3248,-1.1302,shift
117,1,5.9438,-2.4994,0.273,shift
117,2,11.6037,2.2909,-2.0746,shift
117,3,5.9643,-1.3896,-0.092,shift
117,4,7.0621,-1.6454,0.016,shift
117,5,9.0605,1.0226,0.7946,shift
117,6,12.212,2.4398,0.9736,shift
117,7,10.396,1.3843,-0.5036,shift
117,8,7.7546,0.5639,-0.1506,shift
117,9,10.044,0.5948,-0.7661,shift
117,10,7.9072,0.8534,-1.1281,shift
118,1,11.7094,0.7589,0.3099,shift
118,2,12.34,0.2812,-1.2736,shift
118,3,11.5924,0.1042,-0.4146,shift
118,4,11.6604,-0.0626,-0.9952,shift
118,5,9.624,-0.754,0.5497,shift
118,6,9.8781,-0.2807,1.8014,shift
118,7,7.2807,-1.693,-1.3016,shift
118,8,9.4849,-0.0983,-1.853,shift
118,9,10.2751,-0.9886,-0.1249,shift
118,10,8.3769,-1.1036,0.0157,shift
119,1,10.3525,0.1799,0.2187,shift
119,2,10.3627,1.392,-0.4463,shift
119,3,10.0604,0.9183,-0.2006,shift
119,4,8.6825,-1.5705,0.3675,shift
119,5,9.0994,-0.9896,1.0404,shift
119,6,10.5003,0.9408,-1.955,shift
119,7,7.4733,-0.9825,-0.3689,shift
119,8,10.3401,-0.2246,0.2138,shift
119,9,8.2225,0.5501,-0.918,shift
119,10,8.6858,-0.9683,1.7312,shift
120,1,10.2055,0.1054,-0.6354,shift
120,2,9.7189,-1.334,-0.0413,shift
120,3,9.0264,-0.6014,0.556,shift
120,4,9.5923,0.3198,-0.5913,shift
120,5,7.5927,-1.593,-1.8466,shift
120,6,9.441,0.4405,-0.4287,shift
120,7,11.3931,-0.0196,1.0294,shift
120,8,11.1507,0.5525,-0.3369,shift
120,9,8.7597,0.2239,-0.8464,shift
120,10,11.752,1.3641,0.9257,shift
121,1,12.4251,0.1252,-0.3308,shift
121,2,10.6061,-0.4294,-0.5102,shift
121,3,12.2475,0.1223,0.1495,shift
121,4,10.9963,0.5433,0.7708,shift
121,5,13.226,0.0489,2.3817,shift
121,6,11.1395,0.0406,0.8272,shift
121,7,12.5448,-0.702,1.1598,shift
121,8,10.4238,-0.6629,-0.506,shift
121,9,9.2166,-1.4026,-1.0259,shift
121,10,14.4892,1.7496,0.0623,shift
122,1,5.3959,-1.2439,0.1072,shift
122,2,6.7354,-0.6929,-1.0785,shift
122,3,7.0918,-0.7184,-0.1753,shift
122,4,8.7556,0.8949,0.3993,shift
122,5,9.4665,-0.2949,0.3604,shift
122,6,10.407,1.2477,0.5043,shift
122,7,6.179,-0.6735,0.291,shift
122,8,8.8223,0.279,-0.507,shift
122,9,7.2058,-0.8353,-0.5139,shift
122,10,11.0618,2.1451,-1.199,shift
123,1,9.8453,-1.1876,1.7848,shift
123,2,11.1316,0.3098,0.0135,shift
123,3,11.1513,0.6338,-0.2249,shift
123,4,10.5513,0.4138,-0.9288,shift
123,5,11.8003,-0.1853,2.9357,shift
123,6,9.1399,-0.1298,-1.0733,shift
123,7,11.15,0.0438,-0.4288,shift
123,8,10.5667,-0.147,0.4158,shift
123,9,13.6258,0.9639,0.6002,shift
123,10,12.6767,2.2105,0.9579,shift
124,1,10.8007,-0.5575,1.8076,shift
