firm,year,ik,q,cashflow,sales,debt
124,2010,0.810267,2.0653,0.0943,4.2623,0.1809
124,2011,0.638182,1.4538,0.0785,4.292,0.2196
124,2012,0.690055,1.6255,0.0801,4.3212,0.1873
124,2013,0.733139,1.7519,0.1035,4.335,0.1788
124,2014,0.739293,1.8151,0.1199,4.3524,0.1586
124,2015,0.668884,1.6404,0.1212,4.2651,0.2223
124,2016,0.601166,1.39,0.1096,4.2634,0.2247
124,2017,0.716717,1.7858,0.0913,4.1521,0.3001
124,2018,0.659393,1.6548,0.0669,4.0971,0.2566
124,2019,0.565163,1.3777,0.0869,4.0788,0.2751
125,2010,0.824992,2.225,0.1098,3.8142,0.3587
125,2011,0.829359,2.2123,0.0965,3.8625,0.3782
125,2012,0.759931,1.901,0.0713,3.7449,0.3526
125,2013,0.809212,1.8611,0.0543,3.7545,0.2722
125,2014,0.71127,1.8686,0.0717,3.7661,0.2785
125,2015,0.660876,1.4681,0.0832,3.8306,0.3058
125,2016,0.708294,2.0187,0.0805,3.859,0.3467
125,2017,0.785037,2.2504,0.074,3.7973,0.3343
125,2018,0.796298,1.913,0.045,3.8386,0.2799
125,2019,0.722394,1.9446,0.0695,3.9531,0.2775
126,2010,0.73103,1.824,0.1177,4.3274,0.4149
126,2011,0.820783,2.1576,0.1123,4.2081,0.3965
126,2012,0.732457,1.8375,0.0685,4.1664,0.3973
126,2013,0.836828,1.5303,0.0686,4.197,0.3938
126,2014,0.847516,1.8944,0.0737,4.2427,0.3215
126,2015,0.815094,1.6415,0.0148,4.2791,0.3198
126,2016,0.714397,1.3612,0.0212,4.2259,0.3416
126,2017,0.649641,1.2026,0.0633,4.2135,0.3352
126,2018,0.604186,1.4592,0.0676,4.1145,0.293
126,2019,0.631411,1.5536,0.0791,4.1199,0.3144
127,2010,1.0,2.3883,0.109,5.8638,0.4363
127,2011,0.953115,1.9105,0.1242,5.9412,0.4811
127,2012,0.899269,1.589,0.1016,5.774,0.4621
127,2013,0.884883,1.8423,0.0927,5.7445,0.4192
127,2014,0.885997,1.8276,0.1259,5.8168,0.4274
127,2015,0.911757,1.6576,0.0941,5.8251,0.3998
127,2016,0.923873,1.5042,0.1077,5.684,0.3636
127,2017,0.891691,1.262,0.0957,5.85,0.3507
127,2018,0.905504,1.4164,0.0916,6.017,0.3874
127,2019,0.862103,1.2102,0.0634,6.0647,0.3322
128,2010,1.0,1.5141,0.1197,8.6012,0.4031
128,2011,1.0,1.3894,0.0967,8.5999,0.4109
128,2012,1.0,1.4448,0.1021,8.4795,0.3971
128,2013,1.0,1.4288,0.1007,8.5734,0.3536
128,2014,1.0,1.4081,0.0927,8.4571,0.3656
128,2015,1.0,1.2528,0.1068,8.4339,0.3463
128,2016,1.0,1.7852,0.092,8.3863,0.3672
128,2017,1.0,1.3875,0.1201,8.2976,0.391
128,2018,1.0,1.1193,0.135,8.3124,0.4174
128,2019,0.958585,0.6722,0.1217,8.2833,0.4112
129,2010,0.926621,1.6718,0.0572,6.158,0.3427
129,2011,0.993612,1.7586,0.0824,6.1943,0.363
129,2012,0.863797,1.3508,0.1292,6.3206,0.3712
129,2013,0.83866,1.3871,0.1237,6.3484,0.3825
129,2014,0.820773,1.182,0.0754,6.3719,0.4324
129,2015,0.730833,0.8981,0.0924,6.3032,0.3795
129,2016,0.827051,1.1633,0.0958,6.2947,0.3791
129,2017,0.698781,1.2813,0.1274,6.2394,0.3833
129,2018,0.800213,1.3216,0.1231,6.1142,0.4239
129,2019,0.817998,1.2454,0.127,6.1227,0.4313
130,2010,0.762196,0.9133,0.1012,5.8333,0.3515
130,2011,0.852309,1.0501,0.0824,6.01,0.3521
130,2012,0.82458,1.0958,0.1071,6.1887,0.4508
130,2013,0.854222,1.25,0.0885,6.1952,0.4731
130,2014,0.85187,1.2158,0.0859,6.1887,0.4421
130,2015,0.903085,1.4762,0.0984,6.2403,0.4347
130,2016,0.854858,1.4024,0.0945,6.3385,0.3677
130,2017,0.908445,1.6031,0.1508,6.3034,0.3393
130,2018,1.0,1.9363,0.1096,6.2349,0.3723
130,2019,1.0,2.2154,0.0927,6.1778,0.3758
131,2010,0.965624,1.0409,0.1048,8.6381,0.3895
131,2011,0.964011,1.0691,0.0945,8.7173,0.4083
131,2012,1.0,1.2449,0.1164,8.687,0.4055
131,2013,1.0,1.5405,0.1092,8.6977,0.3482
131,2014,1.0,1.6192,0.0993,8.7429,0.3988
131,2015,1.0,1.4164,0.1577,8.6719,0.3769
131,2016,1.0,1.2935,0.1478,8.7686,0.3996
131,2017,1.0,1.0451,0.1415,8.8937,0.4087
131,2018,1.0,0.9927,0.1153,9.0158,0.3985
131,2019,0.924517,0.8778,0.1378,9.0651,0.3943
132,2010,0.885102,1.4617,0.097,5.8595,0.2183
132,2011,0.842918,1.2471,0.1123,6.0001,0.2277
132,2012,0.876292,1.3074,0.0745,5.8821,0.2389
132,2013,0.855841,1.5519,0.0588,5.7286,0.2918
132,2014,0.857526,1.5536,0.0721,5.843,0.2824
132,2015,0.814935,1.2412,0.0746,5.727,0.3303
132,2016,0.719635,1.0656,0.0592,5.775,0.303
132,2017,0.755343,1.2138,0.0863,5.9177,0.2903
132,2018,0.789718,1.3882,0.1097,6.0299,0.3346
132,2019,0.826457,1.5811,0.1077,6.0101,0.2802
133,2010,0.754515,1.1828,0.1496,5.7998,0.3728
133,2011,0.833339,1.3763,0.1199,5.7696,0.3143
133,2012,0.839427,1.5137,0.1166,5.7514,0.3188
133,2013,0.792197,1.1478,0.1364,5.846,0.3322
133,2014,0.804309,1.171,0.1573,5.7895,0.3449
133,2015,0.818571,1.2878,0.131,5.9295,0.3951
133,2016,0.751383,0.9899,0.1181,5.9738,0.4136
133,2017,0.757169,1.0844,0.1049,5.9185,0.4233
133,2018,0.780251,1.1791,0.1059,6.005,0.4502
133,2019,0.773177,1.119,0.0831,6.0604,0.4239
134,2010,1.0,0.6378,0.1257,8.9454,0.355
134,2011,1.0,0.8157,0.0795,8.9482,0.3989
134,2012,1.0,0.9339,0.0836,8.9347,0.4086
134,2013,1.0,1.4365,0.0404,8.9495,0.4279
134,2014,1.0,1.443,0.0603,8.9469,0.4071
134,2015,1.0,1.2223,0.0662,8.9247,0.3792
134,2016,1.0,1.0865,0.0745,8.8662,0.3617
134,2017,1.0,1.2493,0.0681,8.8107,0.3458
134,2018,1.0,1.0778,0.0758,8.7391,0.3751
134,2019,1.0,1.1347,0.0629,8.612,0.3511
135,2010,0.585108,1.4461,0.0779,4.1846,0.3136
135,2011,0.514268,1.4672,0.0931,4.0837,0.3191
135,2012,0.638347,1.7023,0.0772,4.1145,0.3051
135,2013,0.725099,1.8641,0.0571,4.1231,0.3244
135,2014,0.768042,2.0161,0.0924,4.1171,0.3479
135,2015,0.818279,2.0864,0.0643,4.0068,0.2945
135,2016,0.842854,2.3665,0.0879,4.1125,0.3402
135,2017,0.820211,1.8727,0.066,4.0129,0.322
135,2018,0.797912,1.9664,0.0734,4.0416,0.3107
135,2019,0.836051,2.1547,0.0943,4.0742,0.3574
136,2010,0.924808,1.4517,0.0808,6.0352,0.3889
136,2011,0.92638,1.7107,0.0985,6.0212,0.388
136,2012,0.977472,1.6643,0.0895,5.9641,0.359
136,2013,0.888688,1.5586,0.0737,5.9428,0.333
136,2014,0.89739,1.377,0.063,5.9044,0.3274
136,2015,0.934408,1.4098,0.073,6.0638,0.3495
136,2016,0.852905,1.2291,0.0705,6.0954,0.3753
136,2017,0.84382,0.8563,0.0909,6.0585,0.4157
136,2018,0.843868,1.0914,0.1061,6.0018,0.4263
136,2019,0.805829,1.1862,0.0788,6.0545,0.4564
137,2010,0.846167,1.5118,0.1198,5.8645,0.3545
137,2011,0.90349,1.5801,0.1005,5.762,0.3428
137,2012,0.813967,1.6865,0.104,5.643,0.3478
137,2013,0.863179,1.5046,0.1086,5.6227,0.3591
137,2014,0.909812,1.7615,0.1294,5.6503,0.3575
137,2015,0.91729,1.7236,0.113,5.7621,0.389
137,2016,0.870105,1.24,0.0985,5.8192,0.4084
137,2017,0.830576,1.4696,0.0674,5.8552,0.3514
137,2018,0.902137,1.5924,0.1002,5.9536,0.3478
137,2019,0.970656,1.5861,0.1183,5.9212,0.3248
138,2010,1.0,2.1045,0.108,8.4859,0.4482
138,2011,1.0,1.83,0.1171,8.4348,0.4446
138,2012,1.0,2.004,0.1122,8.4998,0.433
138,2013,1.0,2.2016,0.119,8.5483,0.477
138,2014,1.0,2.2596,0.0972,8.5396,0.5017
138,2015,1.0,2.438,0.1251,8.6188,0.4713
138,2016,1.0,2.1028,0.1353,8.6841,0.4566
138,2017,1.0,1.9294,0.1305,8.6746,0.4172
138,2018,1.0,1.7335,0.1605,8.7103,0.4003
138,2019,1.0,1.729,0.1521,8.6958,0.4009
139,2010,0.829526,2.1369,0.0702,3.8214,0.2762
139,2011,0.79542,2.4099,0.053,3.862,0.2667
139,2012,0.710285,1.9464,0.0549,3.925,0.2884
139,2013,0.658319,1.9577,0.01,3.9836,0.2878
139,2014,0.730797,2.1311,0.0452,4.0088,0.2786
139,2015,0.800277,2.3355,0.0454,4.0937,0.2692
139,2016,0.73953,2.0875,0.0486,4.1256,0.2537
139,2017,0.678153,1.7049,0.0617,4.0012,0.2786
139,2018,0.773602,2.1061,0.1172,4.1526,0.2985
139,2019,0.785771,2.319,0.1162,4.124,0.2625
140,2010,0.833929,1.58,0.0893,5.8157,0.307
140,2011,0.889653,1.5351,0.1293,5.6614,0.3133
140,2012,0.956096,1.9466,0.1073,5.7817,0.3324
140,2013,0.949116,2.0712,0.1144,5.6994,0.3858
140,2014,1.0,2.3487,0.0662,5.733,0.3896
140,2015,1.0,2.3554,0.0561,5.9014,0.3901
140,2016,1.0,2.1752,0.0711,5.6511,0.4027
140,2017,1.0,2.1582,0.0687,5.6225,0.4134
140,2018,0.971834,2.1171,0.0411,5.6103,0.4018
140,2019,0.858965,1.6989,0.0533,5.5844,0.3927
141,2010,0.748547,1.142,0.0772,5.8741,0.4199
141,2011,0.815074,1.3309,0.0771,5.8903,0.443
141,2012,0.821031,1.1039,0.0979,5.7819,0.3874
141,2013,0.722552,0.9826,0.1048,5.6871,0.419
141,2014,0.756232,1.095,0.1162,5.7529,0.411
141,2015,0.831427,1.1564,0.0676,5.6753,0.4016
141,2016,0.836249,1.0461,0.1069,5.7064,0.3829
141,2017,0.832921,0.9196,0.1107,5.8596,0.3403
141,2018,0.686888,0.8225,0.1203,5.7032,0.3371
141,2019,0.722648,0.9272,0.0994,5.7936,0.3615
142,2010,1.0,1.7743,0.0921,5.7933,0.2874
142,2011,0.924895,1.5064,0.0517,5.9523,0.3084
142,2012,0.917567,1.3121,0.0673,5.8767,0.3184
142,2013,0.919397,1.3994,0.0766,5.9258,0.3179
142,2014,0.898095,1.4315,0.0938,5.8915,0.3943
142,2015,0.832527,1.5925,0.0749,5.8573,0.3823
142,2016,0.812669,1.4904,0.074,5.9312,0.3944
142,2017,0.785401,0.9711,0.0961,5.724,0.3877
142,2018,0.674976,0.9131,0.1276,5.6629,0.3608
142,2019,0.716378,0.6416,0.1454,5.6396,0.3555
143,2010,0.814617,2.002,0.1191,4.486,0.3436
143,2011,0.843359,1.9995,0.099,4.4468,0.3334
143,2012,0.885344,2.1381,0.0831,4.25,0.3416
143,2013,0.884817,2.0743,0.0818,4.2169,0.3159
143,2014,0.960221,2.095,0.0741,4.1362,0.3256
143,2015,0.813397,1.9036,0.0728,4.206,0.3268
143,2016,0.861327,1.9262,0.0742,4.2003,0.2971
143,2017,0.941803,2.3033,0.0798,4.3352,0.2872
143,2018,0.918883,2.154,0.069,4.3872,0.3107
143,2019,0.923828,1.9984,0.0853,4.2351,0.303
144,2010,0.724775,1.7249,0.0727,4.1497,0.2762
144,2011,0.74117,1.8525,0.0827,4.0582,0.272
144,2012,0.777013,1.772,0.1142,4.0978,0.2837
144,2013,0.715142,1.6685,0.0939,3.9649,0.2901
144,2014,0.874726,2.1751,0.1077,4.0837,0.3021
144,2015,0.869658,2.1367,0.1053,4.096,0.2458
144,2016,0.814427,1.948,0.0717,4.0319,0.238
144,2017,0.761475,1.979,0.0657,4.0228,0.2395
144,2018,0.824378,2.351,0.0862,4.0804,0.2941
144,2019,0.757038,1.9706,0.0613,4.1714,0.2667
145,2010,1.0,1.2493,0.0869,8.0607,0.3883
145,2011,0.982652,1.0386,0.0892,8.1321,0.3885
145,2012,0.961558,1.2326,0.1013,8.2346,0.3804
145,2013,1.0,1.4528,0.1053,8.4528,0.3083
145,2014,1.0,1.7201,0.0915,8.4018,0.3116
145,2015,1.0,1.4797,0.0936,8.432,0.2839
145,2016,1.0,1.5841,0.1321,8.4005,0.3143
145,2017,1.0,1.4297,0.151,8.3456,0.2896
145,2018,1.0,1.2389,0.1358,8.2915,0.3297
145,2019,1.0,1.244,0.1345,8.3899,0.333
146,2010,0.711039,1.5393,0.1006,4.3144,0.2895
146,2011,0.705584,1.4611,0.1127,4.1924,0.2721
146,2012,0.615539,1.3041,0.1211,4.1835,0.3174
146,2013,0.640859,1.1593,0.0954,4.1751,0.2669
146,2014,0.582079,1.1119,0.1077,4.1833,0.2149
146,2015,0.527989,1.0543,0.0972,4.1953,0.1659
146,2016,0.566028,1.1768,0.0458,4.2369,0.229
146,2017,0.607777,1.6595,0.025,4.0143,0.2662
146,2018,0.648597,1.688,0.0525,3.8223,0.2412
146,2019,0.636036,1.613,0.0315,3.8999,0.3017
147,2010,0.825264,1.9273,0.1323,4.1926,0.2444
147,2011,0.834013,1.7278,0.1678,4.1018,0.3079
147,2012,0.760692,1.5559,0.1213,4.0651,0.3081
147,2013,0.702663,1.3847,0.1015,4.1025,0.3197
147,2014,0.710264,1.6405,0.1225,4.0958,0.2877
147,2015,0.803537,1.5267,0.1256,4.2764,0.2758
147,2016,0.762441,1.5807,0.1414,4.2585,0.2946
147,2017,0.631351,1.3499,0.0789,3.9959,0.2885
147,2018,0.594876,1.4823,0.1073,4.034,0.2629
147,2019,0.689363,1.6932,0.0889,4.1197,0.2646
148,2010,0.81923,2.1497,0.0518,3.9984,0.3149
148,2011,0.777927,2.02,0.0354,4.0173,0.344
148,2012,0.739508,1.8066,0.0686,4.0603,0.3604
148,2013,0.748921,1.8317,0.074,4.1761,0.31
148,2014,0.757651,1.9694,0.0467,4.1708,0.3055
148,2015,0.7229,1.8784,0.0448,4.1732,0.2907
148,2016,0.736052,1.7869,0.0549,3.9946,0.3027
148,2017,0.772627,1.9873,0.0499,4.0392,0.3043
148,2018,0.747286,1.8633,0.0202,4.013,0.3354
148,2019,0.653945,1.5238,0.0416,3.997,0.3319
149,2010,0.815068,2.0635,0.0711,4.0532,0.3176
149,2011,0.834708,2.4201,0.0909,4.114,0.3282
149,2012,0.829192,2.173,0.0796,4.049,0.341
149,2013,0.866392,1.9657,0.0616,4.0238,0.3411
149,2014,0.841435,1.7105,0.0689,3.9653,0.3434
149,2015,0.787959,2.1245,0.0724,3.8698,0.3797
149,2016,0.879392,2.3479,0.082,3.9502,0.399
149,2017,0.935426,2.0647,0.0741,3.8907,0.4341
149,2018,0.866481,2.0399,0.0595,3.9105,0.3892
149,2019,0.874936,2.1848,0.0853,3.8053,0.4252
150,2010,0.80907,1.7136,0.0481,3.8176,0.2583
150,2011,0.802198,1.7089,0.0717,3.799,0.3068
150,2012,0.784585,1.7014,0.0616,3.7556,0.3428
150,2013,0.802604,1.653,0.0584,3.7938,0.3999
150,2014,0.723346,1.6876,0.0681,3.7986,0.3641
150,2015,0.759462,1.8478,0.0806,3.8437,0.4011
150,2016,0.743368,1.7902,0.0882,3.7823,0.4218
150,2017,0.768126,1.5076,0.0784,3.7116,0.3729
150,2018,0.782021,1.8478,0.0511,3.9212,0.3986
150,2019,0.839021,2.0668,0.0533,3.9715,0.4144
151,2010,1.0,1.58,0.0813,8.7224,0.3593
151,2011,1.0,1.4978,0.0883,8.7998,0.3498
151,2012,1.0,1.5077,0.0642,8.6993,0.3534
151,2013,1.0,1.0502,0.081,8.7368,0.3882
151,2014,1.0,1.3238,0.125,8.7163,0.3839
151,2015,1.0,1.3834,0.1063,8.5897,0.4004
151,2016,1.0,0.9204,0.0732,8.6338,0.4139
151,2017,0.936878,0.7914,0.0921,8.639,0.3638
151,2018,1.0,0.9659,0.0961,8.6577,0.3473
151,2019,0.943679,1.1065,0.0814,8.7325,0.3184
152,2010,0.723882,1.942,0.1016,4.2877,0.31
152,2011,0.688213,1.3675,0.1087,4.3785,0.2781
152,2012,0.657111,1.5325,0.0927,4.3126,0.2802
152,2013,0.697314,1.6306,0.069,4.3921,0.2536
152,2014,0.71935,1.8176,0.0678,4.3531,0.3342
152,2015,0.708976,1.8073,0.0344,4.2232,0.3223
152,2016,0.785008,2.1467,0.0197,4.3064,0.298
152,2017,0.782123,1.7224,0.0536,4.1502,0.2952
152,2018,0.70364,1.1782,0.0299,4.1652,0.2943
152,2019,0.622176,1.2279,0.0749,4.0945,0.2944
153,2010,0.934032,1.4672,0.0974,5.7358,0.4019
153,2011,0.933519,1.7434,0.0576,5.8079,0.4031
153,2012,0.927632,1.7541,0.0423,5.8593,0.3788
153,2013,1.0,1.7476,0.0463,5.7693,0.3553
153,2014,1.0,2.1826,0.1086,5.9295,0.3707
153,2015,1.0,2.1307,0.0415,5.9571,0.4069
153,2016,1.0,1.8392,0.0518,6.0181,0.3977
153,2017,0.959647,1.6626,0.076,6.0131,0.4014
153,2018,0.901594,1.5561,0.0768,5.8847,0.3793
153,2019,0.90938,1.673,0.0889,5.91,0.3393
154,2010,0.787478,1.9239,0.0523,3.8702,0.2904
154,2011,0.730321,1.8033,0.0902,3.9415,0.2486
154,2012,0.778807,1.7301,0.1052,3.9835,0.2285
154,2013,0.763061,1.6873,0.0653,4.0286,0.22
154,2014,0.770953,1.5802,0.1003,4.1911,0.2222
154,2015,0.847032,1.6967,0.0857,4.1572,0.2755
154,2016,0.78507,1.7659,0.0823,4.2527,0.2965
154,2017,0.771212,1.6134,0.0928,4.2792,0.2638
154,2018,0.75671,1.8811,0.0943,4.2903,0.2756
154,2019,0.702815,1.8438,0.117,4.1992,0.2291
155,2010,0.896298,1.4109,0.108,5.7275,0.3421
155,2011,0.914055,1.2873,0.1397,5.7272,0.3682
155,2012,0.862466,1.4595,0.1403,5.5795,0.3014
155,2013,0.885758,1.4914,0.1171,5.5549,0.3349
155,2014,0.837807,1.336,0.1276,5.7373,0.3613
155,2015,0.870636,1.337,0.1521,5.7943,0.392
155,2016,0.82909,1.2363,0.1646,5.8156,0.3644
155,2017,0.832052,1.2431,0.1195,5.8629,0.3783
155,2018,0.877781,1.328,0.0991,5.9289,0.3715
155,2019,0.849763,1.3676,0.126,5.9046,0.3679
156,2010,0.694961,1.8127,0.0576,3.8893,0.284
156,2011,0.675166,1.9732,0.0699,3.7995,0.2545
156,2012,0.692212,1.8546,0.0846,3.7377,0.2655
156,2013,0.719434,1.7752,0.1063,3.7694,0.2278
156,2014,0.71097,1.7991,0.1038,3.6804,0.2176
156,2015,0.755054,1.8379,0.0748,3.6738,0.1929
156,2016,0.743916,1.8306,0.0408,3.7948,0.2191
156,2017,0.606518,1.2642,0.059,3.8135,0.21
156,2018,0.594028,1.6599,0.0692,3.8152,0.2229
156,2019,0.526777,1.5436,0.0713,3.5958,0.2472
157,2010,1.0,1.4507,0.1665,8.4625,0.3747
157,2011,1.0,1.4676,0.1652,8.5748,0.4078
157,2012,1.0,1.3617,0.1519,8.6047,0.3239
157,2013,1.0,1.661,0.1187,8.6984,0.2829
157,2014,1.0,1.6195,0.0953,8.6731,0.3404
157,2015,1.0,1.6621,0.0706,8.7065,0.3424
157,2016,1.0,1.4022,0.0574,8.6206,0.3103
157,2017,1.0,1.2431,0.0637,8.6934,0.2664
157,2018,1.0,1.0772,0.0843,8.6937,0.2961
157,2019,1.0,1.2475,0.1156,8.7407,0.3104
158,2010,1.0,1.7118,0.0853,6.3806,0.2763
158,2011,0.957332,1.8092,0.1076,6.3091,0.2918
158,2012,0.977094,1.4975,0.1247,6.3055,0.2955
158,2013,0.899554,1.1968,0.1667,6.354,0.3224
158,2014,0.841408,1.4188,0.1724,6.2828,0.3167
158,2015,0.872708,1.159,0.1552,6.2151,0.2839
158,2016,0.917624,1.4176,0.1443,6.2289,0.2737
158,2017,0.961667,1.6076,0.1169,6.1779,0.2673
158,2018,1.0,1.7453,0.1072,6.0668,0.2704
158,2019,0.93544,1.5837,0.1058,5.9499,0.3423
159,2010,0.763656,1.8973,0.0687,3.9473,0.3076
159,2011,0.878663,2.1057,0.0734,3.9369,0.3639
159,2012,0.813799,1.9454,0.0671,3.8376,0.3468
159,2013,0.824444,2.0524,0.0675,3.9859,0.3042
159,2014,0.880266,1.9024,0.0874,3.8281,0.3009
159,2015,0.834586,1.9552,0.0962,3.7785,0.3074
159,2016,0.820413,2.0871,0.1245,3.7061,0.3253
159,2017,0.897367,2.1481,0.1206,3.7103,0.3127
159,2018,0.84065,2.5077,0.0953,3.8256,0.3337
159,2019,0.857422,2.2583,0.0836,3.8147,0.3196
160,2010,1.0,1.0448,0.1553,8.6179,0.4586
160,2011,1.0,1.4615,0.1628,8.6248,0.49
160,2012,1.0,1.6196,0.1629,8.5652,0.4588
160,2013,1.0,1.5061,0.1455,8.5626,0.4595
160,2014,0.995304,1.5366,0.1417,8.5677,0.4509
160,2015,1.0,1.8392,0.1482,8.579,0.4354
160,2016,1.0,1.608,0.1845,8.7124,0.4407
160,2017,1.0,1.2405,0.1729,8.843,0.4347
160,2018,1.0,1.1192,0.1425,8.8952,0.4044
160,2019,1.0,1.1169,0.1241,8.9016,0.3373
161,2010,0.853729,1.7946,0.0931,6.183,0.3682
161,2011,0.832494,1.5335,0.1144,6.2553,0.3779
161,2012,0.946953,1.7024,0.0969,6.2346,0.3744
161,2013,0.90755,1.5408,0.0438,6.3255,0.3877
161,2014,0.93104,1.5611,0.0665,6.2858,0.3763
161,2015,0.944031,1.7824,0.0978,6.0754,0.3932
161,2016,0.902484,1.2855,0.121,6.1143,0.4138
161,2017,1.0,1.895,0.0957,6.0174,0.4277
161,2018,0.990932,1.9501,0.133,6.1062,0.4401
161,2019,0.975132,2.0701,0.1442,6.0438,0.4265
162,2010,0.840941,1.7339,0.1036,5.8442,0.3617
162,2011,0.794976,1.2291,0.1269,5.8161,0.3472
162,2012,0.783,1.2078,0.1062,5.8452,0.3794
162,2013,0.760728,1.1867,0.079,5.976,0.3462
162,2014,0.793079,1.1053,0.0936,5.9761,0.3802
162,2015,0.734336,1.1942,0.0996,6.0977,0.391
162,2016,0.790823,1.4999,0.1394,6.0232,0.3468
162,2017,0.888798,1.3932,0.1511,6.0666,0.3466
162,2018,0.887034,1.6548,0.1326,6.0007,0.3336
162,2019,0.924229,1.6911,0.1183,6.0571,0.3723
163,2010,0.795072,1.7498,0.0422,4.0808,0.2749
163,2011,0.744929,1.796,0.0711,4.0514,0.2819
163,2012,0.652724,1.6599,0.0884,4.0817,0.3593
163,2013,0.711515,1.8048,0.1009,3.9982,0.3343
163,2014,0.754422,1.693,0.1061,4.0407,0.2485
163,2015,0.681577,1.6495,0.1186,4.0762,0.2045
163,2016,0.674216,1.7535,0.0994,3.9411,0.2326
163,2017,0.679078,1.8015,0.1141,3.9182,0.2475
163,2018,0.657371,1.7672,0.1066,3.8608,0.3045
163,2019,0.624239,1.4819,0.1,3.775,0.3429
164,2010,0.893457,0.9113,0.0914,8.1859,0.4077
164,2011,0.874054,1.0886,0.0945,8.191,0.4155
164,2012,1.0,1.2869,0.1093,8.0569,0.4446
164,2013,1.0,1.597,0.0954,8.0924,0.4357
164,2014,1.0,1.333,0.0997,8.0654,0.388
164,2015,1.0,1.3647,0.0528,8.0989,0.4141
164,2016,1.0,1.6771,0.0602,8.2159,0.4324
164,2017,1.0,1.7598,0.0824,8.3312,0.4096
164,2018,1.0,1.9743,0.0735,8.3896,0.3276
164,2019,1.0,1.6554,0.0951,8.4239,0.3645
165,2010,0.752891,1.8907,0.0648,4.2684,0.3189
165,2011,0.814476,2.0305,0.0695,4.3226,0.3219
165,2012,0.824376,2.1634,0.061,4.2757,0.2901
165,2013,0.886015,2.2155,0.0724,4.2535,0.3209
165,2014,0.850642,2.2552,0.072,4.1655,0.3059
165,2015,0.799326,2.1188,0.0912,4.1391,0.3561
165,2016,0.813762,2.024,0.0825,3.9546,0.3089
165,2017,0.791153,2.1464,0.058,4.0153,0.3259
165,2018,0.730281,2.2215,0.0643,3.9448,0.3231
165,2019,0.780591,2.406,0.0908,3.9743,0.2901
166,2010,0.695253,1.7306,0.1191,4.1344,0.2615
166,2011,0.703809,1.8406,0.1277,4.1865,0.2785
166,2012,0.724543,2.0486,0.1038,4.1696,0.3287
166,2013,0.800861,2.4841,0.1033,4.1793,0.3521
166,2014,0.847546,2.3605,0.1435,4.1954,0.3101
166,2015,0.792263,2.048,0.1267,4.2386,0.2927
166,2016,0.746347,1.6641,0.1035,3.9913,0.2875
166,2017,0.747484,2.1294,0.1054,3.7627,0.2796
166,2018,0.672698,1.7998,0.1029,3.8069,0.2934
166,2019,0.623406,1.5247,0.0849,3.7695,0.2893
167,2010,1.0,1.5219,0.1033,8.5761,0.4407
167,2011,1.0,1.5213,0.1017,8.5036,0.4315
167,2012,1.0,1.7016,0.0722,8.4119,0.403
167,2013,1.0,1.4638,0.0846,8.4561,0.4513
167,2014,1.0,1.133,0.11,8.5235,0.4752
167,2015,1.0,1.1224,0.1284,8.571,0.4379
167,2016,0.935283,0.9211,0.1001,8.4536,0.4637
167,2017,0.99417,1.1334,0.1064,8.4832,0.4992
167,2018,1.0,1.2362,0.1301,8.4815,0.4262
167,2019,1.0,1.4177,0.1592,8.3882,0.4323
168,2010,0.651666,1.206,0.0673,4.2938,0.3645
168,2011,0.624698,1.299,0.0614,4.3036,0.366
168,2012,0.683463,1.5753,0.0932,4.0686,0.3018
168,2013,0.81636,1.8518,0.0819,4.1748,0.3004
168,2014,0.919871,1.9851,0.1068,4.1813,0.3063
168,2015,0.872236,2.0524,0.1011,4.1968,0.3367
168,2016,0.818207,2.0075,0.0858,4.1393,0.3548
168,2017,0.888596,2.2161,0.0846,4.1325,0.3643
168,2018,0.826461,2.0093,0.0475,4.12,0.3578
168,2019,0.689868,1.8367,0.0665,4.0793,0.3742
169,2010,0.57093,1.5396,0.1231,3.8178,0.2699
169,2011,0.649288,1.6754,0.1001,3.8292,0.2099
169,2012,0.737996,1.9506,0.1011,3.8808,0.2514
169,2013,0.692283,1.6785,0.0773,3.8875,0.2204
169,2014,0.645302,1.681,0.0477,3.7184,0.2362
169,2015,0.58547,1.2817,0.0401,3.681,0.2491
169,2016,0.529557,1.4184,0.085,3.8682,0.2911
169,2017,0.533281,1.3041,0.0583,3.9102,0.3282
169,2018,0.436991,0.802,0.0593,3.9766,0.3499
169,2019,0.525065,1.0155,0.0802,3.9725,0.3297
170,2010,0.803881,1.499,0.1076,5.8064,0.2647
170,2011,0.764929,1.5569,0.1102,5.6988,0.3111
170,2012,0.794194,1.6312,0.1133,5.763,0.3224
170,2013,0.803573,1.4004,0.101,5.8584,0.3568
170,2014,0.765043,1.0532,0.1244,5.7578,0.3517
170,2015,0.76602,1.0524,0.1547,5.8687,0.3509
170,2016,0.685934,0.9408,0.153,5.8279,0.3265
170,2017,0.744887,1.488,0.1514,5.7735,0.3017
170,2018,0.813461,1.5563,0.1113,5.7899,0.2682
170,2019,0.741373,1.0989,0.1321,5.9183,0.2559
171,2010,0.847087,1.8537,0.0781,3.8206,0.2809
171,2011,0.873506,2.3597,0.0996,3.8056,0.2793
171,2012,0.836065,2.5005,0.1075,3.6673,0.3337
171,2013,0.815041,1.8893,0.1262,3.6143,0.3435
171,2014,0.816869,2.1793,0.1368,3.7086,0.3072
