country,quarter,gdp_growth,inflation,interest_rate
Country_17,2,0.169,2.7555,4.1412
Country_17,3,0.5792,1.7943,4.6524
Country_17,4,0.0932,2.3019,4.5285
Country_17,5,1.3044,1.9027,2.5889
Country_17,6,1.1364,3.0108,4.0537
Country_17,7,1.1364,2.5937,4.7016
Country_17,8,0.4707,2.8464,4.782
Country_17,9,1.3092,3.7983,4.8256
Country_17,10,0.8691,3.151,3.6513
Country_17,11,0.6382,2.6358,3.7361
Country_17,12,0.9367,2.2457,4.6998
Country_17,13,0.863,2.4929,4.2389
Country_17,14,0.9661,2.8951,3.7257
Country_17,15,0.6563,2.5891,3.237
Country_17,16,0.4766,2.3423,4.2944
Country_17,17,0.8861,2.5464,4.7809
Country_17,18,0.805,2.7721,4.4619
Country_17,19,1.0206,2.449,2.9389
Country_17,20,0.9293,3.0674,4.1372
Country_17,21,1.4537,3.2909,4.3311
Country_17,22,1.2396,2.7009,4.1926
Country_17,23,1.3325,3.1652,4.1515
Country_17,24,0.8759,2.8768,4.6403
Country_17,25,0.1888,1.8215,4.1733
Country_17,26,0.0121,2.0226,4.0574
Country_17,27,0.3687,2.8638,4.3233
Country_17,28,0.9234,2.9171,3.6852
Country_17,29,1.4963,2.6828,4.432
Country_17,30,0.552,2.0925,4.83
Country_17,31,0.9138,2.0426,3.9752
Country_17,32,1.4347,1.9011,5.0296
Country_17,33,0.511,2.6804,4.3268
Country_17,34,1.0989,2.3916,4.2379
Country_17,35,0.9697,2.1472,4.663
Country_17,36,0.6082,2.3673,3.8042
Country_17,37,-0.4599,2.3912,5.47
Country_17,38,0.8123,2.446,4.7547
Country_17,39,0.8541,2.7859,3.7908
Country_17,40,1.4947,2.9451,4.4972
Country_18,1,2.4802,4.1183,4.7653
Country_18,2,2.6021,4.0205,4.1253
Country_18,3,2.4159,4.7229,3.3852
Country_18,4,1.6826,4.3945,3.9038
Country_18,5,2.2243,4.2474,3.986
Country_18,6,3.0262,3.5089,3.6148
Country_18,7,2.4149,3.2582,3.6699
Country_18,8,3.0861,3.7652,3.9344
Country_18,9,1.8641,3.7934,3.7456
Country_18,10,1.981,4.4323,4.2762
Country_18,11,1.6565,4.312,4.5959
Country_18,12,2.657,4.781,3.8459
Country_18,13,2.066,3.8959,3.9598
Country_18,14,2.4331,4.3865,4.0085
Country_18,15,2.1968,4.2876,3.6325
Country_18,16,3.3395,3.5018,4.0534
Country_18,17,3.5497,3.9686,3.864
Country_18,18,2.4784,4.092,4.7665
Country_18,19,1.197,4.7649,3.6118
Country_18,20,1.9102,4.0631,4.4069
Country_18,21,1.3485,4.25,5.525
Country_18,22,1.2603,4.2156,4.5284
Country_18,23,2.1747,4.0749,4.0417
Country_18,24,2.4903,4.7998,4.0018
Country_18,25,2.7754,3.8803,3.6155
Country_18,26,2.6646,4.6326,4.0574
Country_18,27,2.2918,4.3507,3.4332
Country_18,28,2.6418,4.5226,3.5764
Country_18,29,2.2195,4.3869,3.6655
Country_18,30,2.2768,5.0285,3.8246
Country_18,31,2.204,4.1998,4.5923
Country_18,32,2.1495,3.8988,5.2017
Country_18,33,2.873,3.8229,3.5513
Country_18,34,2.9589,3.7487,4.2728
Country_18,35,1.4524,4.3946,3.4171
Country_18,36,2.4583,4.1082,3.3158
Country_18,37,2.1675,4.358,3.8078
Country_18,38,2.5764,4.9695,3.1037
Country_18,39,3.3118,4.4709,3.2222
Country_18,40,2.0029,4.2336,4.2622
Country_19,1,0.9965,3.9798,3.9432
Country_19,2,1.1489,3.0596,4.5351
Country_19,3,1.5225,3.069,2.9047
Country_19,4,1.3731,3.3716,3.8773
Country_19,5,1.8283,2.9232,4.582
Country_19,6,1.8631,2.5416,4.6281
Country_19,7,0.9848,3.0736,4.6089
Country_19,8,0.7839,2.9599,4.5349
Country_19,9,0.416,2.7266,4.878
Country_19,10,0.2343,3.3145,4.9029
Country_19,11,-0.0511,2.9951,5.4516
Country_19,12,0.1762,2.9516,5.253
Country_19,13,1.1322,3.0321,4.5001
Country_19,14,1.7842,3.9184,5.0337
Country_19,15,1.3733,3.346,4.3153
Country_19,16,1.4473,3.5307,5.23
Country_19,17,1.5062,2.8891,5.5016
Country_19,18,0.6218,3.0995,5.0571
Country_19,19,1.8967,4.4706,5.1246
Country_19,20,1.3234,4.1198,5.4688
Country_19,21,1.0304,4.4436,5.2224
Country_19,22,1.3964,4.0798,5.2774
Country_19,23,1.6377,3.4603,4.644
Country_19,24,0.7102,3.6277,5.0247
Country_19,25,1.2087,4.115,4.8158
Country_19,26,1.5229,3.2428,4.5306
Country_19,27,1.5576,3.6874,4.2974
Country_19,28,1.2405,2.9102,4.2079
Country_19,29,1.5532,3.4004,4.577
Country_19,30,1.2572,3.419,4.1229
Country_19,31,1.5175,3.5397,4.6048
Country_19,32,0.9711,2.6083,5.2139
Country_19,33,0.7072,2.7278,5.1639
Country_19,34,0.6859,3.5158,5.1242
Country_19,35,1.2981,2.8566,5.5805
Country_19,36,1.1819,3.0756,5.038
Country_19,37,0.1773,3.4356,4.1018
Country_19,38,0.1705,2.6599,5.0232
Country_19,39,0.4065,3.6175,4.3787
Country_19,40,0.0663,2.9318,5.2513
Country_20,1,0.4737,1.0537,1.968
Country_20,2,0.7526,1.6327,2.694
Country_20,3,0.4271,0.9511,2.0127
Country_20,4,0.6054,0.7568,1.2599
Country_20,5,0.7188,1.0253,1.4394
Country_20,6,0.2196,1.0803,0.9895
Country_20,7,0.9221,1.5361,0.2446
Country_20,8,0.3059,0.7388,0.6231
Country_20,9,0.4454,0.3959,0.5605
Country_20,10,-0.0042,0.9323,1.0655
Country_20,11,0.0304,1.115,1.0513
Country_20,12,0.2849,1.7895,2.2022
Country_20,13,-0.1429,1.8048,2.5486
Country_20,14,-0.2113,1.781,3.1815
Country_20,15,-0.253,1.1018,3.1856
Country_20,16,0.3634,1.4138,2.6816
Country_20,17,0.6643,0.8238,2.8696
Country_20,18,1.0756,1.0662,2.2056
Country_20,19,-0.0939,1.4685,2.2587
Country_20,20,0.3273,1.7592,1.8604
Country_20,21,0.816,1.04,1.8701
Country_20,22,0.5207,1.2997,1.5351
Country_20,23,0.4963,1.5976,1.3809
Country_20,24,-0.2111,2.076,2.4407
Country_20,25,-0.2713,1.8257,1.947
Country_20,26,0.4882,1.5367,1.8268
Country_20,27,0.1695,1.0971,1.2763
Country_20,28,0.0335,1.1112,1.0713
Country_20,29,0.7612,1.7148,1.0592
Country_20,30,0.8192,1.6333,1.7385
Country_20,31,0.7128,1.7377,2.0691
Country_20,32,0.0179,1.836,2.4985
Country_20,33,0.035,1.4948,2.6403
Country_20,34,0.2759,1.7811,3.6674
Country_20,35,0.0371,0.9895,2.9759
Country_20,36,0.6747,1.0744,3.213
Country_20,37,-0.1675,1.5535,2.0769
Country_20,38,1.2136,2.124,1.5264
Country_20,39,0.578,2.0096,1.4954
Country_20,40,0.6295,1.565,0.5749
Country_21,1,3.211,3.2959,3.9994
Country_21,2,3.8941,2.9989,4.4561
Country_21,3,3.1852,3.3619,4.5921
Country_21,4,3.3116,3.7832,4.8566
Country_21,5,3.0427,3.5044,3.8138
Country_21,6,2.7392,4.7384,4.6619
Country_21,7,2.4664,3.5354,4.8285
Country_21,8,3.205,3.7838,4.303
Country_21,9,3.1414,3.8424,4.245
Country_21,10,2.0842,3.6335,3.6656
Country_21,11,2.9723,4.7012,4.1288
Country_21,12,3.078,4.4149,4.5452
Country_21,13,3.4271,4.2058,5.6496
Country_21,14,2.6802,4.159,4.3631
Country_21,15,3.3589,3.4443,4.0557
Country_21,16,3.0812,3.9688,4.5623
Country_21,17,2.5496,3.8078,3.9313
Country_21,18,2.3992,3.5499,3.8589
Country_21,19,4.1746,3.688,3.1501
Country_21,20,3.2607,4.1208,4.8073
Country_21,21,2.4363,3.1248,5.616
Country_21,22,3.0368,3.0891,5.1103
Country_21,23,1.7259,3.4582,4.6981
Country_21,24,3.1702,3.0473,4.4675
Country_21,25,2.6491,3.5235,3.6298
Country_21,26,2.8409,3.1195,4.2363
Country_21,27,3.461,3.3119,4.1017
Country_21,28,2.5195,3.4181,3.9791
Country_21,29,4.2885,3.0354,4.8895
Country_21,30,3.9234,3.6618,5.3755
Country_21,31,3.5399,3.9435,4.6436
Country_21,32,3.9153,4.2642,3.9956
Country_21,33,2.821,3.8778,3.5963
Country_21,34,3.1019,4.1701,3.5991
Country_21,35,3.2256,3.8434,4.4137
Country_21,36,2.0873,3.5,4.3835
Country_21,37,3.4364,3.2932,3.1211
Country_21,38,3.5934,3.2249,2.8036
Country_21,39,3.0276,3.3777,2.9777
Country_21,40,2.0738,3.8236,4.2437
Country_22,1,1.9073,2.3526,4.888
Country_22,2,1.6243,2.9231,5.04
Country_22,3,1.2251,2.9239,5.0891
Country_22,4,2.1979,3.1358,5.3328
Country_22,5,1.8128,3.6124,5.2102
Country_22,6,1.2785,3.7556,5.4126
Country_22,7,1.3315,3.0164,5.3211
Country_22,8,1.7312,2.9921,5.1707
Country_22,9,2.4745,3.3646,4.9995
Country_22,10,2.364,2.7377,5.0569
Country_22,11,2.6993,2.8046,4.2498
Country_22,12,1.6163,2.4759,3.8773
Country_22,13,1.4179,2.0911,4.1761
Country_22,14,1.9413,2.1314,5.1798
Country_22,15,1.8565,3.0254,4.3553
Country_22,16,2.1335,2.4842,5.0103
Country_22,17,1.7884,2.9863,4.0032
Country_22,18,1.252,3.1199,3.7286
Country_22,19,1.7973,2.3202,4.7161
Country_22,20,0.9837,2.872,4.9291
Country_22,21,1.052,3.0339,4.9399
Country_22,22,1.1671,2.4698,3.6323
Country_22,23,1.6549,1.9678,4.123
Country_22,24,1.4199,2.7379,4.0302
Country_22,25,1.3981,3.0388,4.4933
Country_22,26,1.7212,3.0752,3.6487
Country_22,27,2.0844,3.1371,3.527
Country_22,28,1.7052,2.9314,3.9866
Country_22,29,1.8368,3.4224,4.9343
Country_22,30,1.055,3.3556,5.6235
Country_22,31,1.6288,3.4728,6.4072
Country_22,32,2.092,3.2795,6.2076
Country_22,33,1.7821,3.1484,5.2178
Country_22,34,2.4348,2.6786,5.8489
Country_22,35,2.0203,2.3551,5.3626
Country_22,36,0.588,2.9699,5.4022
Country_22,37,0.9716,2.8737,6.2271
Country_22,38,1.0792,2.4419,6.3225
Country_22,39,2.2976,2.7097,6.018
Country_22,40,2.3946,2.625,4.9469
Country_23,1,2.3477,3.3324,6.7171
Country_23,2,1.5023,3.8599,5.9483
Country_23,3,1.6122,3.2901,6.9364
Country_23,4,2.1334,3.1516,6.685
Country_23,5,1.8832,3.193,4.7167
Country_23,6,1.7406,2.9594,4.5784
Country_23,7,2.0229,2.6665,6.2253
Country_23,8,2.5893,2.5554,5.8469
Country_23,9,1.9435,2.5543,5.8202
Country_23,10,1.4089,2.2164,6.0956
Country_23,11,1.8948,2.172,6.3729
Country_23,12,1.3917,2.6397,6.4356
Country_23,13,1.5834,2.8603,5.7602
Country_23,14,1.6153,2.6697,5.3079
Country_23,15,1.6383,2.0369,5.2049
Country_23,16,1.533,2.2979,5.207
Country_23,17,1.639,2.6861,5.9222
Country_23,18,1.3798,2.2147,5.1827
Country_23,19,1.3732,2.3038,4.9185
Country_23,20,0.9889,2.2838,5.3709
Country_23,21,1.7945,2.2195,5.2567
Country_23,22,1.2746,2.4791,4.8884
Country_23,23,1.913,1.8107,5.0624
Country_23,24,1.8929,2.4038,6.8489
Country_23,25,1.8812,2.2532,6.159
Country_23,26,0.8341,2.5266,5.3495
Country_23,27,1.9336,2.3033,5.4679
Country_23,28,1.4598,3.2451,5.3159
Country_23,29,2.6534,3.197,5.8869
Country_23,30,2.2463,3.1576,4.6596
Country_23,31,1.8577,3.2202,5.1877
Country_23,32,1.1579,2.8738,6.5323
Country_23,33,2.1721,2.7287,6.7361
Country_23,34,1.645,2.1255,5.64
Country_23,35,2.446,2.3486,5.4364
Country_23,36,1.7874,3.3791,6.4497
Country_23,37,2.9016,2.9508,6.3456
Country_23,38,1.3305,3.5401,5.2956
Country_23,39,1.8373,2.5365,5.2848
Country_23,40,1.3625,2.3809,5.1334
Country_24,1,0.3936,3.8525,3.4393
Country_24,2,0.7868,4.0453,3.4478
Country_24,3,0.4544,3.5828,4.4771
Country_24,4,0.7129,3.2958,4.5215
Country_24,5,0.1114,3.6941,4.4425
Country_24,6,0.3719,3.1813,3.7157
Country_24,7,0.8565,3.7929,3.412
Country_24,8,1.04,2.7444,3.3592
Country_24,9,0.7481,2.8117,2.9553
Country_24,10,0.3691,3.27,3.2275
Country_24,11,-0.4976,2.4638,3.1996
Country_24,12,0.5111,1.8026,3.1723
Country_24,13,0.257,3.2919,3.0779
Country_24,14,0.789,3.3587,2.2195
Country_24,15,1.1909,3.4254,3.3569
Country_24,16,2.8402,2.6293,4.6455
Country_24,17,1.0841,3.4888,4.0257
Country_24,18,0.6059,3.2831,4.1576
Country_24,19,-0.1112,3.6878,3.7692
Country_24,20,-0.0729,3.2783,4.6755
Country_24,21,0.1497,3.487,3.8725
Country_24,22,0.9241,3.6834,5.0389
Country_24,23,0.651,3.891,4.5625
Country_24,24,1.3494,3.3679,4.7573
Country_24,25,0.7515,3.5001,4.3493
Country_24,26,0.8293,3.452,4.2688
Country_24,27,1.5148,3.8772,4.6102
Country_24,28,0.729,3.383,4.862
Country_24,29,1.0971,4.0641,4.0175
Country_24,30,0.765,3.0863,3.806
Country_24,31,1.1913,3.1206,4.1899
Country_24,32,0.7098,3.5123,3.2927
Country_24,33,0.7873,2.2499,3.5035
Country_24,34,-0.1841,3.4421,3.9942
Country_24,35,0.6678,3.9724,3.4312
Country_24,36,1.6448,4.006,3.614
Country_24,37,1.6263,3.3109,3.3089
Country_24,38,0.6944,3.2467,2.9137
Country_24,39,1.344,3.2161,3.5986
Country_24,40,0.6049,2.6784,3.8544
Country_25,1,0.5677,3.9354,2.9301
Country_25,2,2.2843,4.1575,3.4159
Country_25,3,2.4355,3.7392,3.869
Country_25,4,1.8844,4.0538,4.4626
Country_25,5,1.9872,4.1641,3.0777
Country_25,6,1.252,3.9846,3.4457
Country_25,7,0.9101,4.8715,4.4933
Country_25,8,1.7099,4.3086,4.1301
Country_25,9,1.1347,4.1474,4.106
Country_25,10,0.8024,4.1269,3.8508
Country_25,11,0.3803,3.5949,3.5817
Country_25,12,2.1117,3.8932,2.8353
Country_25,13,1.9975,3.3068,3.8712
Country_25,14,1.3742,3.6941,4.4528
Country_25,15,0.7888,3.2943,3.6872
Country_25,16,1.7743,2.9887,1.9245
Country_25,17,1.3827,3.7053,3.3676
Country_25,18,1.2588,3.6397,4.1883
Country_25,19,0.4707,3.6513,4.017
Country_25,20,1.4035,3.52,3.8789
Country_25,21,0.2083,3.4945,3.9949
Country_25,22,0.5944,3.6575,4.1049
Country_25,23,1.0409,3.8114,3.3192
Country_25,24,1.2975,4.0542,3.599
Country_25,25,1.1948,4.0366,4.0971
Country_25,26,0.4057,4.4181,3.7181
Country_25,27,1.4637,4.4881,3.004
Country_25,28,1.2564,3.9919,2.9573
Country_25,29,2.3691,3.5431,3.0068
Country_25,30,1.8903,3.3391,3.0046
Country_25,31,1.7829,3.5573,3.1781
Country_25,32,1.3404,3.1698,3.552
Country_25,33,2.2923,3.6024,3.6452
Country_25,34,2.0854,3.3602,4.5954
Country_25,35,1.7064,4.4506,3.5832
Country_25,36,2.5602,4.4556,4.0312
Country_25,37,2.0025,4.1559,4.6018
Country_25,38,1.7298,3.3214,3.4794
Country_25,39,1.4576,3.815,3.443
Country_25,40,2.1295,3.079,3.6326
Country_26,1,1.1716,4.2655,4.0377
Country_26,2,2.0525,3.6453,4.8544
Country_26,3,2.525,4.1052,4.2802
Country_26,4,2.5105,3.7915,4.6295
Country_26,5,2.9921,4.393,3.8068
Country_26,6,2.5939,3.6951,4.2427
Country_26,7,2.4274,3.1673,3.3355
Country_26,8,2.0032,3.5217,2.7823
Country_26,9,2.275,3.8144,3.1893
Country_26,10,1.7931,4.2978,4.5329
Country_26,11,1.7659,3.8459,4.6028
Country_26,12,1.7717,3.8549,4.7203
Country_26,13,0.9929,4.4481,4.38
Country_26,14,1.5845,4.0275,4.2716
Country_26,15,1.0655,4.5466,4.1721
Country_26,16,2.0538,4.4801,3.5886
Country_26,17,2.388,4.0354,4.3583
Country_26,18,1.105,3.9969,3.7899
Country_26,19,2.0244,4.0524,3.5013
Country_26,20,1.748,3.9198,3.2059
Country_26,21,2.4436,3.721,1.8459
Country_26,22,2.092,3.3753,1.8667
Country_26,23,1.5196,3.6621,3.6188
Country_26,24,2.0643,3.5208,4.0429
Country_26,25,1.8062,3.5047,3.2403
Country_26,26,1.121,3.5542,3.6369
Country_26,27,1.7281,3.5149,3.2147
Country_26,28,2.2799,3.1783,4.0004
Country_26,29,1.5672,3.364,2.9694
Country_26,30,1.6739,4.0066,3.7069
Country_26,31,2.4733,4.1299,3.1951
Country_26,32,2.0964,3.7126,4.3783
Country_26,33,1.4494,4.2367,4.6636
Country_26,34,2.8067,3.8746,4.8088
Country_26,35,3.3964,3.7895,3.4108
Country_26,36,1.5539,4.2767,2.4607
Country_26,37,1.8512,4.1297,3.3918
Country_26,38,2.278,4.0611,4.4767
Country_26,39,1.6561,3.7709,3.7566
Country_26,40,2.3677,4.1876,4.1185
Country_27,1,1.2533,1.877,6.6991
Country_27,2,1.4998,2.5857,6.8681
Country_27,3,0.0462,2.3983,5.5363
Country_27,4,0.847,1.9011,5.8107
Country_27,5,1.3483,2.4941,5.549
Country_27,6,0.3919,2.1516,6.0616
Country_27,7,0.9287,2.2677,5.3138
Country_27,8,-0.2638,1.9177,6.328
Country_27,9,-0.3346,2.2133,6.2999
Country_27,10,-0.3121,2.3211,6.292
Country_27,11,0.3395,3.4396,4.7392
Country_27,12,1.2476,2.658,5.5623
Country_27,13,1.092,2.2532,5.4855
Country_27,14,-0.1409,2.6065,5.4356
Country_27,15,0.7753,2.8039,5.567
Country_27,16,0.8181,2.2054,4.9686
Country_27,17,1.3203,2.8673,4.8619
Country_27,18,0.9721,2.2406,5.7293
Country_27,19,1.0713,3.1368,4.8557
Country_27,20,0.7127,2.7776,5.4633
Country_27,21,0.62,2.1867,5.8721
Country_27,22,0.981,1.9442,6.2769
Country_27,23,1.2694,2.3237,5.6594
Country_27,24,1.1167,2.0751,5.3634
Country_27,25,-0.2925,2.6408,4.2308
Country_27,26,1.2259,2.187,4.6297
Country_27,27,0.5505,2.194,5.6633
Country_27,28,-0.6331,2.807,5.5666
Country_27,29,-0.2817,1.9881,6.4725
Country_27,30,-0.1727,1.7097,6.4615
Country_27,31,0.4748,1.6949,5.8564
Country_27,32,0.0156,2.539,6.0261
Country_27,33,0.7327,2.5435,6.6804
Country_27,34,0.6494,2.0323,6.1854
Country_27,35,1.6412,1.8616,5.3788
Country_27,36,1.1272,2.2365,4.5278
Country_27,37,1.4058,3.2421,4.8913
Country_27,38,0.5587,2.1428,5.247
Country_27,39,1.1809,2.4458,5.1461
Country_27,40,0.5563,1.9972,5.6123
Country_28,1,2.5894,2.3156,5.9079
Country_28,2,2.4255,3.3858,4.2891
Country_28,3,1.5943,3.0971,4.7554
Country_28,4,2.8738,3.2639,4.5396
Country_28,5,1.8738,3.6573,3.9594
Country_28,6,2.9695,3.0799,5.3116
Country_28,7,2.6982,3.0851,4.5803
Country_28,8,2.1439,3.2496,4.5869
Country_28,9,1.8673,3.0227,4.6434
Country_28,10,0.9913,3.1566,4.0165
Country_28,11,1.261,2.2331,3.2784
Country_28,12,1.1854,2.245,5.0057
Country_28,13,1.4923,2.6833,4.9432
Country_28,14,1.9598,2.7841,4.0049
Country_28,15,2.817,3.5782,3.2351
Country_28,16,1.9546,3.1082,3.3573
Country_28,17,2.4077,2.6607,5.2688
Country_28,18,2.7456,2.9989,5.4519
Country_28,19,2.8294,2.8665,4.4714
Country_28,20,2.3764,3.3432,4.5302
Country_28,21,1.4576,2.8257,4.526
Country_28,22,1.8811,3.6367,3.705
Country_28,23,2.421,3.7691,5.5894
Country_28,24,2.047,3.5712,5.5035
Country_28,25,2.2192,3.2142,5.3692
Country_28,26,0.878,3.3943,5.0541
Country_28,27,1.6643,3.8624,4.5099
Country_28,28,1.8839,4.0789,4.1745
Country_28,29,1.9147,3.3153,5.0319
Country_28,30,2.1837,2.5975,4.5208
Country_28,31,1.8106,2.7979,4.7189
Country_28,32,2.2215,2.1712,5.2496
Country_28,33,2.1728,3.2523,5.0285
Country_28,34,2.7017,3.3016,5.6238
Country_28,35,2.546,3.1782,6.4581
Country_28,36,2.6287,3.4237,4.7353
Country_28,37,1.6755,3.3316,4.7597
Country_28,38,1.7162,3.14,5.6716
Country_28,39,2.3184,2.6002,5.0767
Country_28,40,1.7246,2.7161,4.4869
Country_29,1,1.1435,2.8463,3.9277
Country_29,2,0.9906,1.9431,5.0373
Country_29,3,1.6236,2.6433,4.2437
Country_29,4,0.793,3.7758,5.0474
Country_29,5,1.2811,3.917,4.6275
Country_29,6,0.7159,3.4272,4.3883
Country_29,7,0.9504,3.2401,4.0895
Country_29,8,1.2038,3.2821,3.3187
Country_29,9,1.0045,2.7509,4.15
Country_29,10,0.1557,3.5354,4.7411
Country_29,11,0.8517,2.2912,4.1482
Country_29,12,1.0848,2.4704,3.5379
Country_29,13,2.0003,3.2052,3.0024
Country_29,14,0.8113,3.167,3.2258
Country_29,15,1.4865,2.9607,3.8262
Country_29,16,2.3579,3.5161,3.7259
Country_29,17,1.6207,3.3515,4.4527
Country_29,18,1.1247,3.409,4.1506
Country_29,19,1.0595,2.8003,4.1961
Country_29,20,1.1972,3.3016,3.6168
Country_29,21,1.9585,2.9361,4.7429
Country_29,22,0.6098,3.447,4.4711
Country_29,23,0.7459,3.4987,4.9617
Country_29,24,0.0568,3.5889,2.9443
Country_29,25,0.5855,3.9057,3.1304
Country_29,26,0.6624,3.3638,4.8344
Country_29,27,0.2172,2.8986,5.259
Country_29,28,1.8605,3.0684,3.7819
Country_29,29,2.5634,3.9059,4.1374
Country_29,30,1.3862,3.6716,3.9021
Country_29,31,1.5929,4.0484,4.432
Country_29,32,0.9621,4.2165,4.4034
Country_29,33,1.6732,4.2552,3.591
Country_29,34,1.5697,3.502,2.8813
Country_29,35,1.69,4.3721,2.2553
Country_29,36,1.6549,3.9524,3.2447
Country_29,37,1.5125,3.0547,3.744
Country_29,38,1.0333,2.35,4.4432
Country_29,39,1.6416,2.9518,4.1318
Country_29,40,1.9579,3.3068,4.4408
Country_30,1,1.4978,4.5621,5.6078
Country_30,2,1.7472,3.7348,5.605
Country_30,3,1.2264,3.6813,4.8056
Country_30,4,0.9876,4.6731,5.7119
Country_30,5,2.4632,3.7522,5.5698
Country_30,6,1.2139,3.7352,4.6932
Country_30,7,2.1478,3.6794,5.5067
Country_30,8,2.064,4.8711,4.3296
Country_30,9,2.5444,4.8177,4.2277
Country_30,10,2.5623,4.5151,4.5923
Country_30,11,1.6036,3.992,6.0946
Country_30,12,1.6009,4.3625,5.1109
Country_30,13,1.296,4.5812,4.3395
Country_30,14,1.4473,4.1804,4.8784
Country_30,15,1.5438,4.2069,5.4291
Country_30,16,2.0047,3.7021,5.1174
Country_30,17,2.3381,4.2828,4.2095
Country_30,18,2.12,3.3539,4.6779
Country_30,19,2.7113,3.3961,4.2549
Country_30,20,2.3473,3.213,4.1411
Country_30,21,2.1416,3.461,4.313
Country_30,22,2.17,3.9706,4.7481
Country_30,23,1.6661,4.1785,4.8064
Country_30,24,1.9312,3.8673,4.8566
Country_30,25,1.2533,3.9566,4.4447
Country_30,26,1.0174,4.0215,4.9003
Country_30,27,1.8788,3.7707,5.2668
Country_30,28,1.9777,4.1252,4.6291
Country_30,29,1.874,4.2127,4.8582
Country_30,30,0.7223,4.1674,6.3143
Country_30,31,1.1627,3.7514,5.9896
Country_30,32,1.6056,4.3812,4.7641
Country_30,33,2.0723,4.3752,4.8931
Country_30,34,2.0089,4.6015,5.5421
Country_30,35,1.2392,4.6344,5.3415
Country_30,36,1.6295,4.2618,5.2333
Country_30,37,2.2742,4.0836,4.5222
Country_30,38,1.6927,4.1462,5.5169
Country_30,39,1.9731,3.7512,6.8063
Country_30,40,1.7841,4.536,5.7956
