county_id,state,year,unemployment,log_income,log_population,manufacturing_share,education_pct
40,CT,2012,0.01,10.4949,9.6818,0.1763,0.2793
41,CT,2012,0.01,10.5798,10.9729,0.1207,0.2646
42,CT,2012,0.01,10.6132,10.2306,0.2921,0.1886
43,FL,2012,0.01,10.3976,8.8101,0.0199,0.2641
44,FL,2012,0.01,10.6326,10.323,0.1835,0.4089
45,FL,2012,0.01,10.6691,10.8762,0.1096,0.3195
46,FL,2012,0.01,10.4793,7.0255,0.1663,0.1359
47,FL,2012,0.01,10.6217,11.7936,0.1465,0.2388
48,FL,2012,0.01,10.8123,9.3546,0.076,0.1695
49,FL,2012,0.01,10.5329,10.5612,0.1337,0.2112
50,GA,2012,0.01,10.5819,11.637,0.01,0.2086
51,GA,2012,0.01,10.4669,7.9331,0.1562,0.2022
52,GA,2012,0.0903,10.3748,9.0791,0.1379,0.1245
53,GA,2012,0.01,10.5972,9.4193,0.1583,0.2372
54,GA,2012,0.01,10.5577,8.9,0.1835,0.1939
55,GA,2012,0.01,10.393,12.5229,0.1421,0.05
56,GA,2012,0.01,10.6372,8.5959,0.1289,0.4553
57,ID,2012,0.01,10.7339,9.1506,0.0671,0.3589
58,ID,2012,0.01,10.5886,10.1513,0.0773,0.2124
59,ID,2012,0.01,10.6518,8.1137,0.1912,0.2519
60,ID,2012,0.01,10.4961,9.2268,0.2062,0.1328
61,ID,2012,0.2,10.3009,10.7709,0.1057,0.4196
62,ID,2012,0.01,10.6398,9.506,0.1228,0.4397
63,ID,2012,0.01,10.4646,9.755,0.0657,0.2657
64,IL,2012,0.01,10.6176,9.2381,0.1904,0.3524
65,IL,2012,0.01,10.4611,7.7114,0.1599,0.2675
66,IL,2012,0.01,10.4516,10.4492,0.2365,0.1163
67,IL,2012,0.01,10.5616,12.7245,0.0673,0.2088
68,IL,2012,0.01,10.5887,10.1412,0.0973,0.2632
69,IL,2012,0.01,10.4224,10.2583,0.1339,0.2045
70,IL,2012,0.01,10.6538,10.9527,0.1588,0.2281
71,IN,2012,0.01,10.6095,8.0547,0.1071,0.2409
72,IN,2012,0.01,10.4821,12.2085,0.0676,0.2419
73,IN,2012,0.01,10.4028,10.0762,0.1729,0.2552
74,IN,2012,0.0951,10.3385,12.6528,0.1633,0.1439
75,IN,2012,0.2,10.1089,9.1472,0.065,0.1783
76,IN,2012,0.01,10.5278,12.6897,0.2013,0.1215
77,IN,2012,0.01,10.548,11.2492,0.1902,0.3478
78,IA,2012,0.01,10.2943,10.8762,0.1281,0.05
79,IA,2012,0.2,10.1708,10.8129,0.1248,0.3654
80,IA,2012,0.1307,10.3247,9.7951,0.1532,0.3886
81,IA,2012,0.01,10.6093,11.7816,0.0683,0.2198
82,IA,2012,0.01,10.4252,10.0672,0.1218,0.05
83,IA,2012,0.01,10.712,6.8084,0.01,0.2139
84,IA,2012,0.01,10.3619,8.3547,0.1726,0.2436
85,KS,2012,0.01,10.6558,9.6078,0.0263,0.1489
86,KS,2012,0.01,10.5171,10.2517,0.2102,0.1985
87,KS,2012,0.01,10.6869,9.8181,0.1002,0.403
88,KS,2012,0.01,10.5829,11.6662,0.1073,0.3165
89,KS,2012,0.2,10.2612,7.3264,0.0823,0.1575
90,KS,2012,0.1269,10.2346,10.3476,0.1027,0.0902
91,KS,2012,0.01,10.4353,7.2718,0.2051,0.2173
92,KY,2012,0.1593,10.3921,11.3616,0.01,0.2287
93,KY,2012,0.01,10.5585,9.8699,0.1966,0.2996
94,KY,2012,0.01,10.5611,10.5002,0.1403,0.1965
95,KY,2012,0.2,10.3138,8.9326,0.0476,0.3011
96,KY,2012,0.01,10.5099,12.0,0.0555,0.4435
97,KY,2012,0.01,10.639,11.407,0.2206,0.3316
98,KY,2012,0.01,10.4946,10.8468,0.0633,0.2452
99,LA,2012,0.01,10.5363,9.6744,0.0508,0.2317
100,LA,2012,0.01,10.5515,10.6624,0.1882,0.2143
101,LA,2012,0.01,10.4404,9.0786,0.1403,0.3681
102,LA,2012,0.2,10.0783,11.5697,0.0637,0.1873
103,LA,2012,0.01,10.6915,12.2644,0.133,0.2545
104,LA,2012,0.01,10.6452,11.6904,0.0585,0.2551
105,LA,2012,0.01,10.5337,8.808,0.186,0.1998
106,ME,2012,0.01,10.5381,10.4691,0.1837,0.1128
107,ME,2012,0.01,10.5353,7.9714,0.1519,0.2823
108,ME,2012,0.01,10.6888,10.729,0.1417,0.2439
109,ME,2012,0.01,10.55,10.6832,0.2257,0.3
110,ME,2012,0.01,10.5622,7.0706,0.12,0.1966
111,ME,2012,0.01,10.7062,8.2979,0.0491,0.3721
112,ME,2012,0.01,10.451,9.5678,0.147,0.1623
113,MD,2012,0.01,10.7622,9.5129,0.2452,0.4212
114,MD,2012,0.01,10.3495,8.0497,0.0591,0.0752
115,MD,2012,0.01,10.731,10.497,0.0983,0.2935
116,MD,2012,0.01,10.532,10.4905,0.145,0.2975
117,MD,2012,0.01,10.5069,9.7837,0.1168,0.1704
118,MD,2012,0.01,10.3787,8.7197,0.0611,0.2924
119,MD,2012,0.01,10.5479,11.588,0.1873,0.378
120,MA,2012,0.01,10.391,12.5958,0.2592,0.05
121,MA,2012,0.01,10.5093,9.0242,0.1318,0.3003
122,MA,2012,0.01,10.4813,9.1633,0.0658,0.05
123,MA,2012,0.01,10.6218,10.6374,0.0271,0.1534
124,MA,2012,0.01,10.6246,9.5485,0.1355,0.4129
125,MA,2012,0.01,10.5683,9.6764,0.1862,0.1918
126,MA,2012,0.01,10.4102,10.8387,0.1485,0.1326
127,MI,2012,0.01,10.461,6.8918,0.1199,0.2302
128,MI,2012,0.01,10.7969,11.9847,0.0846,0.4568
129,MI,2012,0.01,10.4265,10.148,0.0545,0.0668
130,MI,2012,0.01,10.6891,9.2471,0.1701,0.1449
131,MI,2012,0.01,10.5756,9.9619,0.1748,0.3997
132,MI,2012,0.01,10.611,9.6944,0.0273,0.4358
133,MI,2012,0.01,10.6589,7.3933,0.2154,0.2397
134,MN,2012,0.01,10.645,12.0608,0.1544,0.1261
135,MN,2012,0.01,10.6068,9.9642,0.204,0.4596
136,MN,2012,0.01,10.564,10.6716,0.0395,0.4094
137,MN,2012,0.01,10.5698,11.2983,0.0381,0.3179
138,MN,2012,0.01,10.5644,8.4106,0.1111,0.1688
139,MN,2012,0.0205,10.6217,10.8612,0.1502,0.2451
140,MN,2012,0.01,10.5506,9.512,0.2278,0.234
141,MS,2012,0.01,10.6268,11.3955,0.1624,0.2831
142,MS,2012,0.01,10.7624,6.6397,0.1054,0.3951
143,MS,2012,0.01,10.6195,9.9308,0.0584,0.3379
144,MS,2012,0.1335,10.3068,9.312,0.1938,0.1423
145,MS,2012,0.01,10.4444,10.2776,0.0621,0.3876
146,MS,2012,0.01,10.3013,10.5855,0.2177,0.2813
147,MS,2012,0.01,10.6144,9.0251,0.1029,0.3187
148,MO,2012,0.01,10.5895,8.9013,0.2154,0.3967
149,MO,2012,0.01,10.4702,9.8897,0.1607,0.1388
150,MO,2012,0.01,10.5783,8.5644,0.1118,0.2464
151,MO,2012,0.01,10.533,11.276,0.0888,0.1969
152,MO,2012,0.01,10.6207,9.4228,0.0995,0.0932
153,MO,2012,0.1418,10.3105,5.8147,0.1457,0.2847
154,MO,2012,0.01,10.5557,9.4759,0.1246,0.5012
155,MT,2012,0.01,10.5988,8.4928,0.0844,0.066
156,MT,2012,0.01,10.5323,7.4913,0.1101,0.2468
157,MT,2012,0.01,10.6269,8.0707,0.1247,0.3141
158,MT,2012,0.01,10.511,10.0992,0.01,0.2623
159,MT,2012,0.01,10.4866,12.0521,0.1475,0.2387
160,MT,2012,0.01,10.5244,10.4066,0.0612,0.1201
161,MT,2012,0.01,10.5633,9.1337,0.0508,0.2733
162,NE,2012,0.2,10.2003,10.9952,0.0188,0.1743
163,NE,2012,0.0479,10.3923,9.442,0.0124,0.05
164,NE,2012,0.01,10.4072,8.9092,0.0387,0.3695
165,NE,2012,0.1026,10.3554,8.4486,0.0775,0.3458
166,NE,2012,0.01,10.6359,7.311,0.2372,0.2552
167,NE,2012,0.01,10.5321,9.1094,0.0884,0.2729
168,NE,2012,0.01,10.5626,10.0859,0.1307,0.3574
169,NV,2012,0.01,10.6604,9.5744,0.144,0.2724
170,NV,2012,0.01,10.5109,9.3233,0.1279,0.3404
171,NV,2012,0.01,10.3918,8.5841,0.1154,0.2203
172,NV,2012,0.1665,10.2653,11.1638,0.0483,0.3812
173,NV,2012,0.01,10.5162,8.0733,0.2071,0.2821
174,NV,2012,0.01,10.4642,11.1312,0.2284,0.2694
175,NV,2012,0.01,10.4994,8.6211,0.019,0.123
176,NH,2012,0.01,10.6128,8.5397,0.0586,0.2787
177,NH,2012,0.01,10.5291,7.8352,0.1032,0.1668
178,NH,2012,0.0122,10.5622,9.3635,0.0621,0.1862
179,NH,2012,0.01,10.7119,11.2412,0.1504,0.1685
180,NH,2012,0.0904,10.328,10.945,0.0763,0.1434
181,NH,2012,0.01,10.6466,11.5184,0.2499,0.4625
182,NH,2012,0.01,10.544,10.7209,0.1914,0.3831
183,NJ,2012,0.01,10.528,8.4394,0.1328,0.442
184,NJ,2012,0.2,10.0798,9.8444,0.1816,0.1277
185,NJ,2012,0.01,10.5093,8.857,0.1864,0.2571
186,NJ,2012,0.01,10.5521,12.0331,0.0862,0.1206
187,NJ,2012,0.01,10.769,8.1359,0.071,0.1804
188,NJ,2012,0.01,10.4559,11.2131,0.1247,0.1582
189,NJ,2012,0.01,10.5505,11.464,0.1717,0.374
190,NY,2012,0.01,10.5368,12.616,0.1283,0.2104
191,NY,2012,0.01,10.6266,9.3962,0.0254,0.3568
192,NY,2012,0.01,10.5995,10.9968,0.0718,0.3104
193,NY,2012,0.01,10.7525,13.4943,0.1156,0.4804
194,NY,2012,0.01,10.268,9.1236,0.1155,0.1021
195,NY,2012,0.0963,10.1815,7.8531,0.2384,0.3759
196,NY,2012,0.01,10.5398,7.1035,0.0368,0.3646
197,NC,2012,0.01,10.6355,11.0286,0.1503,0.1527
198,NC,2012,0.01,10.4286,7.0285,0.2093,0.3507
199,NC,2012,0.01,10.2643,9.3749,0.2563,0.2836
200,NC,2012,0.01,10.6053,10.7126,0.0957,0.2273
1,AL,2013,0.01,10.5154,10.1263,0.1492,0.2284
2,AL,2013,0.01,10.5321,8.2748,0.1843,0.3437
3,AL,2013,0.01,10.619,8.5225,0.0672,0.4135
4,AL,2013,0.01,10.6714,8.5524,0.1409,0.3812
5,AL,2013,0.01,10.7604,10.0983,0.1125,0.1408
6,AL,2013,0.0144,10.6213,9.154,0.1708,0.2246
7,AL,2013,0.01,10.6606,10.581,0.1131,0.2155
8,AZ,2013,0.01,10.5191,5.6967,0.0969,0.2989
9,AZ,2013,0.01,10.473,8.7328,0.1525,0.3186
10,AZ,2013,0.0267,10.5026,8.3881,0.1726,0.1661
11,AZ,2013,0.01,10.5678,9.7222,0.0799,0.2568
12,AZ,2013,0.01,10.3871,9.0242,0.1163,0.05
13,AZ,2013,0.01,10.5807,10.9666,0.0565,0.3942
14,AZ,2013,0.1174,10.3649,7.4026,0.01,0.1988
15,AR,2013,0.01,10.5927,10.1181,0.132,0.2556
16,AR,2013,0.01,10.5961,10.7252,0.1565,0.219
17,AR,2013,0.0417,10.555,13.0176,0.1357,0.3646
18,AR,2013,0.01,10.4443,9.2947,0.01,0.05
19,AR,2013,0.1312,10.2607,10.6636,0.0989,0.2483
20,AR,2013,0.01,10.4319,7.3043,0.01,0.2394
21,AR,2013,0.2,10.3399,6.7212,0.2022,0.2046
22,CA,2013,0.2,10.2281,11.5305,0.0548,0.4226
23,CA,2013,0.01,10.5059,9.9543,0.1953,0.1613
24,CA,2013,0.01,10.4853,11.9135,0.1768,0.3272
25,CA,2013,0.0234,10.8325,8.0367,0.066,0.2856
26,CA,2013,0.1065,10.2925,10.9851,0.052,0.3762
27,CA,2013,0.01,10.4921,12.6585,0.141,0.1833
28,CA,2013,0.01,10.5746,10.7325,0.0693,0.1767
29,CO,2013,0.01,10.6479,10.5736,0.1261,0.3596
30,CO,2013,0.01,10.6636,9.749,0.091,0.2925
31,CO,2013,0.01,10.6894,7.4662,0.0131,0.0955
32,CO,2013,0.01,10.5894,11.7275,0.01,0.1961
33,CO,2013,0.01,10.461,9.0433,0.1336,0.2886
34,CO,2013,0.01,10.5544,10.8644,0.0863,0.3338
35,CO,2013,0.2,10.1854,7.8808,0.0868,0.1821
36,CT,2013,0.01,10.7018,8.2419,0.1618,0.05
37,CT,2013,0.2,10.0509,12.3969,0.1904,0.3023
38,CT,2013,0.01,10.6386,9.272,0.1036,0.128
39,CT,2013,0.01,10.513,11.9244,0.0996,0.05
40,CT,2013,0.01,10.5788,9.8743,0.15,0.05
41,CT,2013,0.01,10.5692,7.2948,0.0386,0.3314
42,CT,2013,0.01,10.4746,11.3332,0.1334,0.2629
43,FL,2013,0.01,10.6233,8.805,0.1531,0.2274
44,FL,2013,0.01,10.6621,11.0347,0.1608,0.3889
45,FL,2013,0.01,10.6713,9.8421,0.01,0.3137
46,FL,2013,0.01,10.6022,7.7858,0.0743,0.4116
47,FL,2013,0.01,10.4532,10.3014,0.0673,0.1107
48,FL,2013,0.01,10.3981,13.1534,0.126,0.2465
49,FL,2013,0.01,10.5884,10.6624,0.1488,0.0883
50,GA,2013,0.01,10.5905,9.7548,0.2098,0.2271
51,GA,2013,0.01,10.451,11.6036,0.0903,0.2251
52,GA,2013,0.055,10.4299,10.4593,0.0901,0.3127
53,GA,2013,0.01,10.5097,10.1664,0.189,0.2546
54,GA,2013,0.01,10.4254,8.4382,0.1378,0.3123
55,GA,2013,0.01,10.4943,10.2712,0.1961,0.3203
56,GA,2013,0.01,10.5063,11.4342,0.1373,0.4655
57,ID,2013,0.01,10.5043,8.7299,0.0506,0.2185
58,ID,2013,0.01,10.4529,11.9815,0.04,0.1559
59,ID,2013,0.01,10.3997,9.7794,0.0269,0.2746
60,ID,2013,0.01,10.7332,8.4887,0.1597,0.1698
61,ID,2013,0.2,10.3447,11.7912,0.1913,0.3982
62,ID,2013,0.01,10.4686,9.5751,0.231,0.2217
63,ID,2013,0.01,10.5653,11.0343,0.1706,0.1934
64,IL,2013,0.01,10.5826,9.5945,0.1898,0.2029
65,IL,2013,0.01,10.6957,9.8934,0.0852,0.3218
66,IL,2013,0.01,10.4684,10.7072,0.0506,0.2342
67,IL,2013,0.01,10.645,10.5285,0.171,0.1858
68,IL,2013,0.01,10.5502,7.1203,0.1451,0.4165
69,IL,2013,0.01,10.3957,8.2386,0.1264,0.1644
70,IL,2013,0.01,10.6285,11.3077,0.1432,0.2536
71,IN,2013,0.01,10.7036,9.7605,0.1394,0.3152
72,IN,2013,0.01,10.7649,8.8691,0.197,0.0869
73,IN,2013,0.01,10.4494,7.7349,0.1977,0.298
74,IN,2013,0.1687,10.2759,8.5854,0.1527,0.1445
75,IN,2013,0.2,10.1587,7.214,0.1707,0.3323
76,IN,2013,0.01,10.6045,9.8107,0.1508,0.1537
77,IN,2013,0.01,10.4287,9.1888,0.0923,0.3193
78,IA,2013,0.01,10.4619,8.5968,0.1654,0.3606
79,IA,2013,0.2,10.1233,10.3596,0.0363,0.3361
80,IA,2013,0.1531,10.2842,10.7139,0.1832,0.2751
81,IA,2013,0.01,10.484,13.1206,0.0483,0.2269
82,IA,2013,0.01,10.6036,7.5888,0.1371,0.1924
83,IA,2013,0.01,10.7018,11.4981,0.0693,0.3971
84,IA,2013,0.01,10.594,11.4902,0.1532,0.1801
85,KS,2013,0.01,10.6858,8.7179,0.118,0.1463
86,KS,2013,0.01,10.6165,10.0915,0.0243,0.3165
87,KS,2013,0.01,10.4094,9.2166,0.1452,0.1704
88,KS,2013,0.01,10.6628,10.1163,0.0853,0.155
89,KS,2013,0.2,10.0712,12.5168,0.1729,0.1056
90,KS,2013,0.1,10.4515,11.0407,0.1201,0.2017
91,KS,2013,0.01,10.7099,10.7617,0.1437,0.2417
92,KY,2013,0.1604,10.3072,9.5765,0.0625,0.2743
93,KY,2013,0.01,10.4339,7.7855,0.0846,0.3451
94,KY,2013,0.01,10.479,9.5581,0.0925,0.3027
95,KY,2013,0.2,10.3015,12.0384,0.1714,0.2309
96,KY,2013,0.01,10.5321,7.7901,0.2206,0.2302
97,KY,2013,0.01,10.5783,8.2618,0.0717,0.301
98,KY,2013,0.01,10.6691,10.1609,0.1846,0.3773
99,LA,2013,0.01,10.6284,8.3917,0.01,0.2626
100,LA,2013,0.01,10.5688,8.6038,0.0483,0.2031
101,LA,2013,0.01,10.5043,9.5035,0.0625,0.1507
102,LA,2013,0.2,10.1004,8.238,0.0388,0.1055
103,LA,2013,0.01,10.6608,8.329,0.025,0.3166
104,LA,2013,0.01,10.6277,11.1396,0.1448,0.3078
105,LA,2013,0.01,10.5466,7.9413,0.1072,0.3077
106,ME,2013,0.01,10.6594,7.5301,0.1428,0.2371
107,ME,2013,0.01,10.5843,8.9661,0.1614,0.3907
108,ME,2013,0.01,10.4553,10.9683,0.1359,0.2016
109,ME,2013,0.01,10.5078,9.7119,0.1595,0.3455
110,ME,2013,0.01,10.456,9.1785,0.1158,0.2461
111,ME,2013,0.01,10.5095,10.1071,0.0488,0.1892
112,ME,2013,0.01,10.6961,7.3739,0.1835,0.3093
113,MD,2013,0.01,10.4868,10.7062,0.0847,0.291
114,MD,2013,0.01,10.5846,10.439,0.0639,0.2857
115,MD,2013,0.01,10.4918,9.2995,0.1093,0.2581
116,MD,2013,0.01,10.5278,11.6222,0.0652,0.2462
117,MD,2013,0.01,10.4756,8.3839,0.095,0.4888
118,MD,2013,0.01,10.5685,11.5452,0.1406,0.3684
119,MD,2013,0.01,10.5573,10.2466,0.1409,0.3223
120,MA,2013,0.01,10.6124,9.6079,0.0661,0.2612
121,MA,2013,0.01,10.6075,9.7198,0.0907,0.3507
122,MA,2013,0.01,10.4507,9.9206,0.1845,0.3018
123,MA,2013,0.01,10.6642,11.731,0.1498,0.2526
124,MA,2013,0.01,10.5669,8.4706,0.2445,0.2196
125,MA,2013,0.01,10.5724,8.7417,0.1908,0.2419
126,MA,2013,0.01,10.4941,11.2837,0.1887,0.05
127,MI,2013,0.01,10.5095,8.8626,0.0367,0.2711
128,MI,2013,0.01,10.5621,11.358,0.1658,0.2012
129,MI,2013,0.01,10.6503,12.5881,0.1168,0.4093
130,MI,2013,0.01,10.3809,9.2617,0.0869,0.2519
131,MI,2013,0.01,10.4655,11.1178,0.1301,0.1311
132,MI,2013,0.01,10.528,8.0202,0.1767,0.245
133,MI,2013,0.01,10.5492,11.1222,0.15,0.1454
134,MN,2013,0.01,10.6885,10.1175,0.0673,0.2973
135,MN,2013,0.01,10.4866,10.6118,0.1645,0.2791
136,MN,2013,0.01,10.5339,9.0388,0.0817,0.3458
137,MN,2013,0.01,10.48,7.3793,0.133,0.1709
138,MN,2013,0.01,10.4759,10.6972,0.1018,0.2534
139,MN,2013,0.117,10.2654,7.0558,0.1069,0.1135
140,MN,2013,0.01,10.6531,9.4374,0.166,0.3201
141,MS,2013,0.01,10.4652,11.5371,0.0576,0.3019
142,MS,2013,0.01,10.6127,10.1184,0.2367,0.2996
143,MS,2013,0.01,10.3849,13.002,0.0107,0.2502
144,MS,2013,0.0628,10.4057,11.7539,0.0841,0.2915
145,MS,2013,0.01,10.5702,8.6484,0.1422,0.4104
146,MS,2013,0.01,10.7139,9.9214,0.1551,0.2215
147,MS,2013,0.01,10.5317,10.0155,0.114,0.2639
148,MO,2013,0.01,10.3023,7.5963,0.1166,0.1414
149,MO,2013,0.01,10.3291,8.6451,0.1446,0.1632
150,MO,2013,0.01,10.5613,9.0683,0.1061,0.2598
151,MO,2013,0.01,10.6495,6.9587,0.2036,0.3604
152,MO,2013,0.01,10.5849,10.0479,0.1704,0.2244
153,MO,2013,0.0622,10.4603,9.8016,0.1724,0.2264
154,MO,2013,0.01,10.659,7.5288,0.062,0.2093
155,MT,2013,0.01,10.485,10.657,0.1152,0.1965
156,MT,2013,0.01,10.6533,11.012,0.102,0.2795
157,MT,2013,0.01,10.3469,10.2674,0.0597,0.1003
158,MT,2013,0.01,10.5029,9.449,0.1416,0.3781
159,MT,2013,0.01,10.3543,10.9463,0.0877,0.1835
160,MT,2013,0.01,10.5492,10.9572,0.1593,0.3222
161,MT,2013,0.01,10.5123,10.5046,0.0558,0.123
162,NE,2013,0.2,10.2065,9.0744,0.2231,0.3169
163,NE,2013,0.01,10.5813,10.5456,0.0662,0.3172
164,NE,2013,0.01,10.4738,11.7443,0.1332,0.2884
165,NE,2013,0.1278,10.2705,9.2852,0.1675,0.1506
166,NE,2013,0.01,10.4127,13.0857,0.0858,0.275
167,NE,2013,0.01,10.6558,8.9058,0.1711,0.1317
168,NE,2013,0.01,10.5171,9.8974,0.0462,0.2247
169,NV,2013,0.01,10.537,8.7107,0.2071,0.3529
170,NV,2013,0.01,10.7378,10.2822,0.1208,0.3297
171,NV,2013,0.01,10.4312,7.3894,0.0842,0.2515
172,NV,2013,0.2,10.0332,9.4324,0.102,0.1525
173,NV,2013,0.01,10.4647,8.4109,0.1685,0.3146
174,NV,2013,0.01,10.5488,10.1701,0.0849,0.2519
175,NV,2013,0.01,10.5382,11.6161,0.075,0.05
176,NH,2013,0.01,10.6524,10.6373,0.1067,0.3283
177,NH,2013,0.01,10.8115,6.4779,0.0494,0.2476
178,NH,2013,0.01,10.3661,13.1787,0.2292,0.3702
179,NH,2013,0.01,10.583,10.2211,0.086,0.1405
180,NH,2013,0.1341,10.1912,9.0068,0.1699,0.05
181,NH,2013,0.01,10.5047,10.2865,0.1326,0.2779
182,NH,2013,0.01,10.5018,10.202,0.0609,0.2792
183,NJ,2013,0.01,10.4134,9.0946,0.1196,0.0809
184,NJ,2013,0.2,10.3141,10.6375,0.167,0.1522
185,NJ,2013,0.01,10.7219,9.1161,0.1087,0.5255
186,NJ,2013,0.01,10.5482,9.4307,0.1916,0.2194
187,NJ,2013,0.01,10.712,8.9017,0.1813,0.3231
188,NJ,2013,0.01,10.3842,7.7235,0.1751,0.1849
189,NJ,2013,0.01,10.3619,10.3433,0.0924,0.05
190,NY,2013,0.01,10.3321,10.7495,0.0552,0.233
191,NY,2013,0.01,10.4771,10.7831,0.0832,0.2234
192,NY,2013,0.01,10.5592,11.1582,0.1318,0.21
193,NY,2013,0.01,10.5618,10.5584,0.1527,0.2385
194,NY,2013,0.01,10.5779,9.251,0.01,0.2764
195,NY,2013,0.0203,10.3887,11.4151,0.1195,0.235
196,NY,2013,0.01,10.5974,7.8872,0.1295,0.1236
197,NC,2013,0.01,10.5935,8.6085,0.1033,0.2986
198,NC,2013,0.01,10.5698,8.4069,0.1975,0.0551
199,NC,2013,0.01,10.3057,11.5534,0.1453,0.05
200,NC,2013,0.01,10.6083,11.4708,0.1986,0.3239
1,AL,2014,0.01,10.5969,7.9792,0.1087,0.2795
2,AL,2014,0.01,10.4665,9.3141,0.1138,0.2262
3,AL,2014,0.01,10.5061,10.8023,0.1072,0.2089
4,AL,2014,0.01,10.66,10.1437,0.1782,0.4319
5,AL,2014,0.01,10.6425,8.6552,0.1451,0.3677
6,AL,2014,0.0427,10.6273,10.1028,0.1332,0.2637
7,AL,2014,0.01,10.4868,7.5426,0.0437,0.05
8,AZ,2014,0.01,10.5748,11.704,0.0973,0.2139
9,AZ,2014,0.01,10.5923,9.7101,0.1739,0.5203
10,AZ,2014,0.01,10.5663,11.755,0.1223,0.2269
11,AZ,2014,0.01,10.632,9.3169,0.1596,0.3603
12,AZ,2014,0.01,10.5884,9.0459,0.226,0.3942
13,AZ,2014,0.01,10.3812,8.6236,0.1823,0.2719
14,AZ,2014,0.0778,10.4273,11.5059,0.1256,0.1658
15,AR,2014,0.01,10.5315,8.9857,0.0893,0.05
16,AR,2014,0.01,10.5075,10.8546,0.01,0.3184
17,AR,2014,0.1574,10.1073,9.659,0.1099,0.1685
18,AR,2014,0.01,10.7079,7.0534,0.1004,0.2676
19,AR,2014,0.164,10.2587,9.3214,0.1434,0.125
20,AR,2014,0.01,10.5241,8.2415,0.1108,0.2235
21,AR,2014,0.2,10.0623,10.36,0.1008,0.2534
22,CA,2014,0.2,10.1009,8.4777,0.0132,0.2769
23,CA,2014,0.01,10.6518,11.3516,0.0636,0.1385
24,CA,2014,0.0182,10.5883,10.0091,0.1486,0.3697
25,CA,2014,0.01,10.482,9.8304,0.223,0.1903
26,CA,2014,0.1495,10.2766,11.1891,0.1141,0.0826
27,CA,2014,0.01,10.4703,11.3011,0.1397,0.2391
28,CA,2014,0.01,10.7061,10.0728,0.1771,0.2534
29,CO,2014,0.01,10.6951,9.002,0.0713,0.2661
30,CO,2014,0.01,10.5492,7.0752,0.142,0.3862
31,CO,2014,0.01,10.485,8.7934,0.0756,0.2264
32,CO,2014,0.01,10.2896,8.7683,0.1719,0.238
33,CO,2014,0.01,10.3737,10.1202,0.1291,0.1397
34,CO,2014,0.01,10.4457,9.5899,0.1379,0.3321
35,CO,2014,0.2,10.194,11.2573,0.073,0.2684
36,CT,2014,0.01,10.5098,9.0916,0.1624,0.208
37,CT,2014,0.2,9.9833,10.1587,0.2451,0.0595
38,CT,2014,0.01,10.5702,11.569,0.0595,0.3944
39,CT,2014,0.01,10.5687,10.2572,0.0996,0.1272
40,CT,2014,0.01,10.59,9.9016,0.1339,0.1909
41,CT,2014,0.01,10.3758,9.1547,0.1672,0.2858
42,CT,2014,0.01,10.5063,9.0452,0.0864,0.1303
43,FL,2014,0.01,10.3719,8.414,0.01,0.1006
44,FL,2014,0.01,10.5852,9.1751,0.2016,0.05
45,FL,2014,0.01,10.655,10.9378,0.1656,0.3221
46,FL,2014,0.01,10.4488,9.7676,0.0154,0.1955
47,FL,2014,0.01,10.5662,8.0303,0.0835,0.5427
48,FL,2014,0.01,10.479,12.5113,0.2141,0.1506
49,FL,2014,0.01,10.3021,10.4029,0.2069,0.1579
50,GA,2014,0.01,10.5716,7.7307,0.1763,0.1935
51,GA,2014,0.01,10.535,9.3278,0.1094,0.2743
52,GA,2014,0.0497,10.5585,10.3096,0.125,0.203
53,GA,2014,0.01,10.4635,12.409,0.1121,0.3112
54,GA,2014,0.01,10.4637,8.4134,0.1877,0.1521
55,GA,2014,0.01,10.3629,11.3845,0.0674,0.1118
56,GA,2014,0.01,10.4006,11.9803,0.0717,0.0702
57,ID,2014,0.01,10.3768,9.041,0.1806,0.05
58,ID,2014,0.01,10.6391,9.4284,0.1173,0.1982
59,ID,2014,0.01,10.4761,8.3625,0.2027,0.2199
60,ID,2014,0.01,10.5485,9.5151,0.0797,0.1869
61,ID,2014,0.2,10.1742,10.2398,0.1167,0.3743
62,ID,2014,0.01,10.4649,10.9948,0.0647,0.3728
63,ID,2014,0.01,10.5281,11.5303,0.1204,0.2165
64,IL,2014,0.01,10.5611,8.91,0.0313,0.0706
65,IL,2014,0.01,10.4172,7.0322,0.0907,0.1933
66,IL,2014,0.01,10.6179,9.935,0.0338,0.19
67,IL,2014,0.01,10.4503,10.5324,0.1616,0.1843
68,IL,2014,0.01,10.4858,10.4878,0.163,0.1802
69,IL,2014,0.01,10.5885,9.4304,0.0162,0.1847
70,IL,2014,0.01,10.4771,10.1008,0.2,0.2113
71,IN,2014,0.01,10.5397,12.2319,0.2698,0.1864
72,IN,2014,0.01,10.5298,10.2273,0.1228,0.2708
73,IN,2014,0.01,10.5787,9.2127,0.0815,0.286
74,IN,2014,0.1813,9.9471,9.4547,0.2895,0.1589
75,IN,2014,0.2,10.0302,9.992,0.0409,0.3771
76,IN,2014,0.01,10.5872,12.4178,0.1212,0.152
77,IN,2014,0.01,10.6102,9.8115,0.1308,0.0882
78,IA,2014,0.01,10.4754,10.017,0.2007,0.2881
79,IA,2014,0.2,10.1261,9.7384,0.1416,0.1683
