region_id,country,year,gdp_per_capita,log_gdp_pc,fdi,rd_expenditure,infrastructure
EU_088,CZ,2008,380892.8,12.8503,0.0227,0.017,0.4496
EU_089,CZ,2008,239422.0,12.386,0.0134,0.0178,0.6638
EU_090,CZ,2008,369050.03,12.8187,0.0317,0.0124,0.8681
EU_091,CZ,2008,225488.86,12.326,0.0086,0.0209,0.225
EU_092,CZ,2008,62896.16,11.0492,0.0,0.0103,0.623
EU_093,CZ,2008,1166064.06,13.9691,0.0387,0.0237,0.568
EU_094,CZ,2008,418874.34,12.9453,0.0481,0.0015,0.7343
EU_095,CZ,2008,112592.61,11.6315,0.0,0.0163,0.6426
EU_096,CZ,2008,615762.74,13.3306,0.0098,0.0344,0.4496
EU_097,CZ,2008,399407.98,12.8977,0.0424,0.005,0.5362
EU_098,CZ,2008,2303372.26,14.6499,0.0711,0.0082,0.4408
EU_099,CZ,2008,856451.37,13.6606,0.0304,0.0201,0.8152
EU_100,CZ,2008,257616.79,12.4592,0.0154,0.0168,0.6043
EU_001,DE,2009,652128.88,13.388,0.0439,0.0082,0.6753
EU_002,DE,2009,286133.69,12.5642,0.0233,0.0136,0.4196
EU_003,DE,2009,890074.06,13.6991,0.0535,0.0071,0.4261
EU_004,DE,2009,537436.71,13.1946,0.0374,0.0119,0.8251
EU_005,DE,2009,79748.32,11.2866,0.0279,0.0,0.3621
EU_006,DE,2009,810150.06,13.605,0.039,0.0171,0.9285
EU_007,FR,2009,116315.3,11.6641,0.0,0.015,0.4199
EU_008,FR,2009,87426.35,11.3786,0.0075,0.0068,0.7277
EU_009,FR,2009,233976.55,12.363,0.0061,0.0216,0.5343
EU_010,FR,2009,2006267.0,14.5118,0.0329,0.0244,0.7206
EU_011,FR,2009,694685.07,13.4512,0.0647,0.0,0.4912
EU_012,FR,2009,2760873.99,14.8311,0.0746,0.0074,0.5674
EU_013,IT,2009,558490.05,13.233,0.0428,0.0073,0.6082
EU_014,IT,2009,332135.39,12.7133,0.04,0.0056,0.3996
EU_015,IT,2009,177282.92,12.0855,0.0,0.0233,0.7482
EU_016,IT,2009,243828.55,12.4042,0.0191,0.0131,0.4974
EU_017,IT,2009,137884.04,11.8342,0.0142,0.0124,0.5543
EU_018,IT,2009,64397.54,11.0728,0.0176,0.0,0.4011
EU_019,ES,2009,599708.4,13.3042,0.0266,0.0214,0.1
EU_020,ES,2009,99133.48,11.5042,0.0206,0.0026,0.5618
EU_021,ES,2009,155030.94,11.9514,0.0,0.0156,1.0
EU_022,ES,2009,844936.78,13.647,0.045,0.0178,0.7569
EU_023,ES,2009,524864.56,13.1709,0.0085,0.0286,0.5961
EU_024,ES,2009,145099.06,11.8852,0.0348,0.0019,0.5474
EU_025,NL,2009,912643.37,13.7241,0.0715,0.0,0.6045
EU_026,NL,2009,278454.12,12.537,0.0116,0.0168,0.7094
EU_027,NL,2009,444350.1,13.0044,0.0,0.033,0.3638
EU_028,NL,2009,751297.47,13.5296,0.0243,0.0274,0.8229
EU_029,NL,2009,1207389.2,14.004,0.052,0.0171,0.7431
EU_030,NL,2009,2655080.63,14.792,0.0692,0.0101,0.7436
EU_031,BE,2009,208851.3,12.2494,0.0054,0.0231,0.6877
EU_032,BE,2009,366075.69,12.8106,0.0399,0.0053,0.6039
EU_033,BE,2009,347157.7,12.7575,0.0207,0.0198,0.7346
EU_034,BE,2009,596593.0,13.299,0.0279,0.0201,0.7184
EU_035,BE,2009,17229942.33,16.6622,0.0829,0.0256,0.5292
EU_036,BE,2009,1014569.71,13.83,0.0,0.0426,0.4853
EU_037,AT,2009,566884.69,13.2479,0.0351,0.0189,0.6204
EU_038,AT,2009,461736.65,13.0427,0.0394,0.0099,0.9098
EU_039,AT,2009,998262.66,13.8138,0.0517,0.0147,0.3522
EU_040,AT,2009,159042.89,11.9769,0.032,0.0,0.3065
EU_041,AT,2009,313429.0,12.6553,0.0362,0.0081,0.633
EU_042,AT,2009,222108.35,12.3109,0.0222,0.0109,0.6102
EU_043,PT,2009,493608.72,13.1095,0.0354,0.0098,0.6347
EU_044,PT,2009,341358.15,12.7407,0.0231,0.0165,0.6488
EU_045,PT,2009,401351.32,12.9026,0.0424,0.0068,0.5554
EU_046,PT,2009,772376.69,13.5572,0.0226,0.0262,0.898
EU_047,PT,2009,484945.84,13.0918,0.0375,0.015,0.2798
EU_048,PT,2009,306198.15,12.632,0.0294,0.0149,0.4343
EU_049,GR,2009,1269830.72,14.0544,0.0525,0.0117,0.5793
EU_050,GR,2009,479502.75,13.0805,0.029,0.0166,0.2714
EU_051,GR,2009,156009.03,11.9577,0.0,0.0233,0.5648
EU_052,GR,2009,1151681.75,13.9567,0.0552,0.0063,0.9323
EU_053,GR,2009,125178.98,11.7375,0.0119,0.0084,0.6042
EU_054,GR,2009,208893.07,12.2496,0.0169,0.012,0.6461
EU_055,SE,2009,53221.92,10.8822,0.0181,0.0015,0.348
EU_056,SE,2009,826685.03,13.6252,0.0575,0.0068,0.4767
EU_057,SE,2009,83861.44,11.3369,0.0,0.0102,0.525
EU_058,SE,2009,16386002.17,16.6119,0.0928,0.0237,0.5365
EU_059,SE,2009,1346211.11,14.1128,0.0511,0.0176,0.8563
EU_060,SE,2009,728779.06,13.4991,0.0345,0.0169,0.7115
EU_061,DK,2009,701331.12,13.4607,0.0289,0.0235,0.3777
EU_062,DK,2009,545198.17,13.2089,0.0357,0.0136,0.6493
EU_063,DK,2009,709796.37,13.4727,0.0404,0.0189,0.6996
EU_064,DK,2009,619017.54,13.3359,0.0429,0.014,0.828
EU_065,DK,2009,1040919.88,13.8556,0.0411,0.0177,0.9161
EU_066,DK,2009,257489.36,12.4587,0.0318,0.0092,0.397
EU_067,FI,2009,109010.25,11.5992,0.0261,0.0,0.4378
EU_068,FI,2009,251847.93,12.4366,0.027,0.0137,0.3485
EU_069,FI,2009,958530.65,13.7732,0.0261,0.0292,0.5532
EU_070,FI,2009,2884500.25,14.8749,0.0527,0.0243,0.6933
EU_071,FI,2009,2288449.74,14.6434,0.0419,0.0247,0.7975
EU_072,FI,2009,199412.68,12.2031,0.0,0.0274,0.5848
EU_073,IE,2009,975067.34,13.7903,0.0431,0.0159,0.536
EU_074,IE,2009,618635.07,13.3353,0.0339,0.017,0.6304
EU_075,IE,2009,189014.08,12.1496,0.0296,0.0088,0.433
EU_076,IE,2009,247159.74,12.4178,0.0222,0.0118,1.0
EU_077,IE,2009,2166983.3,14.5888,0.0525,0.0212,0.2785
EU_078,IE,2009,2402652.2,14.6921,0.049,0.027,0.6369
EU_079,PL,2009,217281.54,12.2889,0.0145,0.0136,1.0
EU_080,PL,2009,451617.84,13.0206,0.0381,0.0105,0.6014
EU_081,PL,2009,140885.12,11.8557,0.0106,0.015,0.562
EU_082,PL,2009,179354.54,12.0971,0.0024,0.021,0.5285
EU_083,PL,2009,101722.68,11.53,0.0175,0.0006,0.5639
EU_084,PL,2009,248519.99,12.4233,0.0472,0.0,0.8746
EU_085,CZ,2009,814923.76,13.6108,0.0491,0.0095,0.1576
EU_086,CZ,2009,232197.07,12.3553,0.0403,0.0028,0.9067
EU_087,CZ,2009,582753.53,13.2755,0.0445,0.0099,0.3152
EU_088,CZ,2009,688157.75,13.4418,0.0403,0.0135,0.5467
EU_089,CZ,2009,153894.51,11.944,0.0172,0.0105,0.5142
EU_090,CZ,2009,2324461.3,14.659,0.0386,0.0295,0.7177
EU_091,CZ,2009,1293268.8,14.0727,0.046,0.0183,0.2804
EU_092,CZ,2009,1239163.84,14.0299,0.0451,0.018,0.6924
EU_093,CZ,2009,2425348.3,14.7015,0.0538,0.0212,1.0
EU_094,CZ,2009,337078.45,12.7281,0.0442,0.0036,0.3274
EU_095,CZ,2009,1369237.86,14.1298,0.037,0.0254,0.6379
EU_096,CZ,2009,1088357.88,13.9002,0.0514,0.0142,0.4676
EU_097,CZ,2009,907228.95,13.7182,0.0295,0.0217,0.6852
EU_098,CZ,2009,93121.82,11.4417,0.0124,0.0043,0.6038
EU_099,CZ,2009,129886.46,11.7744,0.0267,0.0,0.4717
EU_100,CZ,2009,394487.92,12.8853,0.0151,0.0232,0.6976
EU_001,DE,2010,628899.51,13.3517,0.051,0.0078,0.7141
EU_002,DE,2010,219590.04,12.2995,0.01,0.0168,0.7936
EU_003,DE,2010,202688.21,12.2194,0.0223,0.0095,0.5337
EU_004,DE,2010,445398.24,13.0067,0.035,0.0123,0.4776
EU_005,DE,2010,8693490.53,15.9781,0.0699,0.0317,0.383
EU_006,DE,2010,22884269.77,16.946,0.0922,0.0284,0.4349
EU_007,FR,2010,316105.02,12.6638,0.0421,0.002,1.0
EU_008,FR,2010,655208.96,13.3927,0.0263,0.0233,0.8489
EU_009,FR,2010,1566298.6,14.2642,0.0407,0.0231,0.3298
EU_010,FR,2010,821567.49,13.619,0.0478,0.0035,0.3355
EU_011,FR,2010,719364.76,13.4861,0.0236,0.0232,0.6964
EU_012,FR,2010,9766685.82,16.0945,0.0659,0.0304,0.7095
EU_013,IT,2010,259608.66,12.4669,0.0346,0.0038,0.7098
EU_014,IT,2010,371874.69,12.8263,0.04,0.0058,0.549
EU_015,IT,2010,1916706.84,14.4661,0.0433,0.0252,0.5749
EU_016,IT,2010,1002490.83,13.818,0.0384,0.0177,0.6656
EU_017,IT,2010,1292239.16,14.0719,0.0468,0.0205,0.6172
EU_018,IT,2010,261436.77,12.4739,0.0177,0.0184,0.1561
EU_019,ES,2010,329519.59,12.7054,0.0188,0.0189,0.554
EU_020,ES,2010,56771.35,10.9468,0.008,0.0017,0.4297
EU_021,ES,2010,2418302.74,14.6986,0.0388,0.0255,0.635
EU_022,ES,2010,2242197.18,14.623,0.0456,0.0267,1.0
EU_023,ES,2010,660294.06,13.4004,0.0392,0.0127,0.6735
EU_024,ES,2010,2020948.75,14.5191,0.0635,0.0146,0.5373
EU_025,NL,2010,137043.57,11.8281,0.0299,0.0,0.7844
EU_026,NL,2010,1462492.72,14.1957,0.0434,0.0201,0.6965
EU_027,NL,2010,277478.78,12.5335,0.0082,0.0207,0.684
EU_028,NL,2010,266780.56,12.4942,0.0223,0.0144,0.7214
EU_029,NL,2010,2101972.82,14.5584,0.0439,0.0262,1.0
EU_030,NL,2010,773371.26,13.5585,0.047,0.0117,0.3738
EU_031,BE,2010,499349.54,13.1211,0.0241,0.0206,0.6947
EU_032,BE,2010,186629.31,12.1369,0.0286,0.0048,0.4147
EU_033,BE,2010,102111.43,11.5338,0.0,0.0148,0.7111
EU_034,BE,2010,236495.34,12.3737,0.0229,0.0133,0.4163
EU_035,BE,2010,2027261.66,14.5222,0.0478,0.0173,0.5165
EU_036,BE,2010,695212.75,13.452,0.0415,0.0113,0.541
EU_037,AT,2010,516862.63,13.1555,0.04,0.0137,0.7952
EU_038,AT,2010,1051449.33,13.8657,0.031,0.0233,0.7837
EU_039,AT,2010,234504.24,12.3652,0.0301,0.0106,0.3509
EU_040,AT,2010,79670.35,11.2857,0.0168,0.0,0.611
EU_041,AT,2010,3663909.28,15.114,0.044,0.0325,0.4581
EU_042,AT,2010,1816507.54,14.4124,0.0384,0.0288,0.3483
EU_043,PT,2010,251429.72,12.4349,0.0398,0.0021,0.5566
EU_044,PT,2010,469442.99,13.0593,0.0195,0.0219,0.5383
EU_045,PT,2010,55380.84,10.922,0.0,0.01,1.0
EU_046,PT,2010,1449982.54,14.1871,0.0519,0.0176,0.6866
EU_047,PT,2010,281150.26,12.5466,0.0204,0.0179,0.3245
EU_048,PT,2010,115308.83,11.6554,0.0127,0.0127,0.487
EU_049,GR,2010,648063.11,13.3817,0.0439,0.0072,0.8043
EU_050,GR,2010,221912.69,12.31,0.0222,0.0081,1.0
EU_051,GR,2010,417854.43,12.9429,0.0512,0.0058,0.2828
EU_052,GR,2010,492016.89,13.1063,0.0423,0.0067,0.224
EU_053,GR,2010,1317703.4,14.0914,0.0437,0.0143,0.9742
EU_054,GR,2010,81607.61,11.3097,0.0027,0.0078,0.6779
EU_055,SE,2010,1751765.44,14.3761,0.0542,0.0218,0.4263
EU_056,SE,2010,1887679.5,14.4509,0.0352,0.0299,0.7069
EU_057,SE,2010,172811.55,12.06,0.0226,0.0092,0.1
EU_058,SE,2010,587281.86,13.2833,0.0329,0.0174,0.6007
EU_059,SE,2010,160926.66,11.9887,0.0,0.02,0.6656
EU_060,SE,2010,1218934.48,14.0135,0.0382,0.0197,0.7849
EU_061,DK,2010,119352.66,11.6898,0.0094,0.0158,0.3972
EU_062,DK,2010,185476.47,12.1307,0.0029,0.0224,0.6171
EU_063,DK,2010,88410.48,11.3897,0.0,0.0198,0.4149
EU_064,DK,2010,388014.59,12.8688,0.0523,0.0026,0.6511
EU_065,DK,2010,430540.38,12.9728,0.0174,0.0237,0.4209
EU_066,DK,2010,2828879.45,14.8554,0.0607,0.0239,0.5184
EU_067,FI,2010,174845.47,12.0717,0.0193,0.0074,0.4008
EU_068,FI,2010,73685.8,11.2076,0.0,0.0154,0.7302
EU_069,FI,2010,254926.87,12.4487,0.0077,0.0218,0.7717
EU_070,FI,2010,1367345.48,14.1284,0.0547,0.0129,0.5531
EU_071,FI,2010,1003940.45,13.8194,0.0269,0.0257,0.6076
EU_072,FI,2010,1286567.46,14.0675,0.019,0.0386,0.3103
EU_073,IE,2010,323616.46,12.6873,0.0332,0.0071,0.5401
EU_074,IE,2010,223977.53,12.3193,0.04,0.0012,0.59
EU_075,IE,2010,1460743.56,14.1945,0.0523,0.018,1.0
EU_076,IE,2010,2694486.35,14.8067,0.059,0.0222,0.3776
EU_077,IE,2010,283263.75,12.5541,0.0228,0.0127,0.8928
EU_078,IE,2010,304426.41,12.6262,0.0035,0.0295,0.7994
EU_079,PL,2010,101145.82,11.5243,0.0217,0.0016,0.6561
EU_080,PL,2010,1023400.23,13.8386,0.0352,0.0219,0.9517
EU_081,PL,2010,111514.41,11.6219,0.0107,0.0089,0.6744
EU_082,PL,2010,717564.44,13.4836,0.0109,0.0322,0.6778
EU_083,PL,2010,3683118.9,15.1193,0.0369,0.0349,0.5894
EU_084,PL,2010,213909.95,12.2733,0.029,0.0073,0.8447
EU_085,CZ,2010,437794.22,12.9895,0.0307,0.0095,0.8193
EU_086,CZ,2010,300663.43,12.6137,0.0148,0.0236,0.4749
EU_087,CZ,2010,235202.26,12.3682,0.0254,0.0111,0.3362
EU_088,CZ,2010,153495.37,11.9414,0.0115,0.0145,0.5594
EU_089,CZ,2010,1148569.12,13.954,0.0478,0.0153,0.44
EU_090,CZ,2010,363251.72,12.8029,0.0507,0.0,0.5873
EU_091,CZ,2010,89989.3,11.4074,0.0,0.0149,0.8475
EU_092,CZ,2010,86024.96,11.3624,0.0114,0.0081,0.5085
EU_093,CZ,2010,59318.8,10.9907,0.0001,0.0101,0.5914
EU_094,CZ,2010,815456.96,13.6115,0.017,0.0294,0.6116
EU_095,CZ,2010,171544.62,12.0526,0.0283,0.0024,0.7697
EU_096,CZ,2010,180929.29,12.1059,0.001,0.0231,0.1506
EU_097,CZ,2010,169042.63,12.0379,0.0116,0.0122,0.4787
EU_098,CZ,2010,119254.17,11.689,0.0099,0.0122,0.6423
EU_099,CZ,2010,1301371.43,14.0789,0.0341,0.0229,0.84
EU_100,CZ,2010,765658.57,13.5485,0.0314,0.0184,0.5016
EU_001,DE,2011,640819.1,13.3705,0.0377,0.0168,0.5909
EU_002,DE,2011,10579018.72,16.1744,0.0518,0.0419,0.5152
EU_003,DE,2011,4633467.87,15.3488,0.0702,0.0185,0.486
EU_004,DE,2011,757980.05,13.5384,0.0505,0.005,0.6659
EU_005,DE,2011,400466.34,12.9004,0.035,0.014,0.2966
EU_006,DE,2011,291897.01,12.5842,0.0509,0.0,0.7501
EU_007,FR,2011,489205.31,13.1005,0.0329,0.0142,0.5168
EU_008,FR,2011,189293.09,12.1511,0.0305,0.0067,0.374
EU_009,FR,2011,710462.62,13.4737,0.023,0.0242,0.51
EU_010,FR,2011,2457710.06,14.7147,0.0613,0.0095,0.8514
EU_011,FR,2011,179705.14,12.0991,0.0136,0.0138,0.4929
EU_012,FR,2011,1625902.32,14.3016,0.0606,0.0086,0.6717
EU_013,IT,2011,2777985.33,14.8372,0.04,0.0324,0.4538
EU_014,IT,2011,82132.47,11.3161,0.002,0.0118,0.7516
EU_015,IT,2011,2519134.06,14.7394,0.0374,0.0333,0.7371
EU_016,IT,2011,249843.87,12.4286,0.0,0.0231,0.9697
EU_017,IT,2011,873722.46,13.6805,0.0425,0.0198,0.5649
EU_018,IT,2011,1043387.82,13.858,0.0477,0.0187,0.7337
EU_019,ES,2011,286263.76,12.5647,0.0182,0.0189,0.6196
EU_020,ES,2011,169000.3,12.0377,0.0325,0.0,0.8592
EU_021,ES,2011,3649197.47,15.11,0.0691,0.0122,0.4562
EU_022,ES,2011,381869.25,12.8528,0.0199,0.0235,0.749
EU_023,ES,2011,149672.99,11.9162,0.0088,0.0145,0.5611
EU_024,ES,2011,525632.63,13.1724,0.0596,0.0009,0.5872
EU_025,NL,2011,2275078.37,14.6375,0.0693,0.0145,0.6184
EU_026,NL,2011,1916604.42,14.4661,0.0301,0.032,0.6504
EU_027,NL,2011,3226502.21,14.9869,0.0502,0.0275,0.5768
EU_028,NL,2011,1369064.97,14.1296,0.0568,0.0144,0.6429
EU_029,NL,2011,405361.15,12.9125,0.0152,0.0245,0.9156
EU_030,NL,2011,230567.68,12.3483,0.0203,0.0113,0.7971
EU_031,BE,2011,327906.45,12.7005,0.0546,0.0,0.7738
EU_032,BE,2011,1033446.95,13.8484,0.0637,0.0058,0.5089
EU_033,BE,2011,2615279.93,14.7769,0.0413,0.0306,0.4222
EU_034,BE,2011,124790.98,11.7344,0.0124,0.0123,0.7911
EU_035,BE,2011,3735920.25,15.1335,0.0697,0.0126,0.7752
EU_036,BE,2011,247550.78,12.4194,0.0194,0.012,0.8945
EU_037,AT,2011,970910.18,13.786,0.0233,0.034,0.4792
EU_038,AT,2011,2300198.5,14.6485,0.0368,0.0313,0.5541
EU_039,AT,2011,9023562.17,16.0153,0.0611,0.0372,0.2721
EU_040,AT,2011,971465.19,13.7866,0.0471,0.0134,0.5215
EU_041,AT,2011,795317.65,13.5865,0.0383,0.018,0.7993
EU_042,AT,2011,195124.57,12.1814,0.0393,0.0,0.5067
EU_043,PT,2011,1531751.24,14.2419,0.0309,0.0298,0.7281
EU_044,PT,2011,341270.23,12.7404,0.0412,0.0033,0.5619
EU_045,PT,2011,103801.68,11.5502,0.0,0.0172,0.6648
EU_046,PT,2011,97638.18,11.489,0.0241,0.004,0.3705
EU_047,PT,2011,356065.47,12.7829,0.0348,0.0091,0.617
EU_048,PT,2011,52636.54,10.8712,0.007,0.0066,0.1
EU_049,GR,2011,523425.22,13.1681,0.0377,0.0089,0.5626
EU_050,GR,2011,244918.33,12.4087,0.0259,0.0096,0.2739
EU_051,GR,2011,1243476.62,14.0334,0.0651,0.0095,0.8412
EU_052,GR,2011,4490388.09,15.3174,0.0615,0.0233,0.7555
EU_053,GR,2011,151760.2,11.9301,0.0207,0.004,0.6933
EU_054,GR,2011,523519.58,13.1683,0.027,0.0172,0.9042
EU_055,SE,2011,934343.76,13.7476,0.0285,0.0272,0.4102
EU_056,SE,2011,174962.64,12.0723,0.021,0.0099,0.9495
EU_057,SE,2011,360268.89,12.7946,0.0339,0.0078,0.7864
EU_058,SE,2011,154143.1,11.9456,0.0148,0.0127,0.5527
EU_059,SE,2011,368578.7,12.8174,0.0074,0.0268,0.8271
EU_060,SE,2011,962246.52,13.777,0.0425,0.0169,0.3787
EU_061,DK,2011,446849.72,13.01,0.0426,0.0097,0.4351
EU_062,DK,2011,261376.91,12.4737,0.0139,0.0198,0.4783
EU_063,DK,2011,259362.71,12.466,0.0479,0.004,0.4942
EU_064,DK,2011,302929.8,12.6213,0.0174,0.0218,0.3887
EU_065,DK,2011,698241.93,13.4563,0.0351,0.0191,0.8446
EU_066,DK,2011,659617.33,13.3994,0.0464,0.0119,0.5482
EU_067,FI,2011,339209.56,12.7344,0.0293,0.0066,0.6705
EU_068,FI,2011,266613.91,12.4936,0.0391,0.0061,0.4859
EU_069,FI,2011,341306.97,12.7405,0.0197,0.0203,0.2359
EU_070,FI,2011,1047931.65,13.8623,0.0261,0.0273,0.654
EU_071,FI,2011,210923.32,12.2592,0.0259,0.0086,0.2175
EU_072,FI,2011,279648.92,12.5413,0.0151,0.0196,0.5863
EU_073,IE,2011,121806.77,11.7102,0.0265,0.0,0.3263
EU_074,IE,2011,78257.02,11.2678,0.0,0.0092,0.9975
EU_075,IE,2011,220488.58,12.3036,0.0202,0.0147,0.7823
EU_076,IE,2011,206236.89,12.2368,0.0243,0.0059,0.6212
EU_077,IE,2011,197923.44,12.1956,0.0249,0.0056,0.8527
EU_078,IE,2011,186742.16,12.1375,0.0252,0.0083,0.4307
EU_079,PL,2011,553272.6,13.2236,0.0288,0.0179,0.7087
EU_080,PL,2011,558877.0,13.2337,0.0396,0.0131,0.64
EU_081,PL,2011,363763.79,12.8043,0.0475,0.0,0.6528
EU_082,PL,2011,81917.6,11.3135,0.017,0.0,0.8545
EU_083,PL,2011,88258.67,11.388,0.0059,0.0089,0.7465
EU_084,PL,2011,164975.69,12.0136,0.0092,0.0196,0.6577
EU_085,CZ,2011,99500.09,11.5079,0.0203,0.0,0.269
EU_086,CZ,2011,152149.87,11.9326,0.023,0.01,0.408
EU_087,CZ,2011,133156.87,11.7993,0.0146,0.0097,0.5755
EU_088,CZ,2011,453251.44,13.0242,0.0041,0.0289,0.6187
EU_089,CZ,2011,164434.55,12.0103,0.0209,0.0111,0.374
EU_090,CZ,2011,726685.54,13.4962,0.0336,0.0188,1.0
EU_091,CZ,2011,798183.71,13.5901,0.0419,0.0164,0.9033
EU_092,CZ,2011,76190.53,11.241,0.0189,0.0,0.7204
EU_093,CZ,2011,474120.54,13.0692,0.0217,0.0227,0.6144
EU_094,CZ,2011,230628.89,12.3486,0.0115,0.0172,0.5576
EU_095,CZ,2011,580258.94,13.2712,0.0294,0.0201,0.4096
EU_096,CZ,2011,4470915.13,15.3131,0.013,0.0543,0.6155
EU_097,CZ,2011,309542.73,12.6429,0.0415,0.0,0.6516
EU_098,CZ,2011,400269.21,12.8999,0.0,0.0322,0.3516
EU_099,CZ,2011,274908.14,12.5242,0.0228,0.0121,0.6668
EU_100,CZ,2011,830053.77,13.6292,0.036,0.0179,0.5689
EU_001,DE,2012,279978.2,12.5425,0.0159,0.0169,0.6677
EU_002,DE,2012,1585959.6,14.2767,0.0471,0.0193,0.4124
EU_003,DE,2012,3323215.09,15.0164,0.063,0.0172,0.6433
EU_004,DE,2012,3869094.78,15.1685,0.0514,0.0278,0.3948
EU_005,DE,2012,85647.19,11.358,0.0154,0.0055,0.8202
EU_006,DE,2012,261674.41,12.4749,0.0372,0.0082,0.8123
EU_007,FR,2012,75801.22,11.2359,0.0041,0.0073,0.7064
EU_008,FR,2012,1677453.06,14.3328,0.0414,0.0233,0.6723
EU_009,FR,2012,1654132.01,14.3188,0.039,0.024,0.9522
EU_010,FR,2012,297221.8,12.6022,0.0,0.0195,0.5999
EU_011,FR,2012,333292.76,12.7168,0.0068,0.0268,0.3636
EU_012,FR,2012,151365.52,11.9275,0.0243,0.0032,0.6899
EU_013,IT,2012,1947334.41,14.482,0.024,0.0317,1.0
EU_014,IT,2012,420669.84,12.9496,0.0058,0.0302,0.397
EU_015,IT,2012,1001988.34,13.8175,0.0378,0.0224,0.5277
EU_016,IT,2012,2606153.76,14.7734,0.035,0.0328,0.6833
EU_017,IT,2012,104564.71,11.5576,0.0261,0.0,0.5892
EU_018,IT,2012,125996.46,11.744,0.0149,0.0098,0.4035
EU_019,ES,2012,614146.66,13.328,0.051,0.0076,0.8244
EU_020,ES,2012,4443673.01,15.307,0.0631,0.0222,1.0
EU_021,ES,2012,156998.33,11.964,0.0203,0.0045,0.6392
EU_022,ES,2012,312266.89,12.6516,0.0178,0.0226,0.4192
EU_023,ES,2012,2281951.6,14.6405,0.0398,0.0287,0.2902
EU_024,ES,2012,446104.18,13.0083,0.0228,0.022,0.6516
EU_025,NL,2012,401922.37,12.904,0.0272,0.0178,0.8208
EU_026,NL,2012,563631.48,13.2422,0.0448,0.0051,0.695
EU_027,NL,2012,51893.51,10.8569,0.0,0.0065,0.5995
EU_028,NL,2012,4132834.81,15.2345,0.0564,0.0275,0.4821
EU_029,NL,2012,760189.1,13.5413,0.0315,0.0228,0.3816
EU_030,NL,2012,355657.59,12.7817,0.0218,0.0146,0.767
EU_031,BE,2012,283068.76,12.5534,0.0282,0.0108,0.7828
EU_032,BE,2012,136414.17,11.8235,0.0292,0.0,0.2909
EU_033,BE,2012,48971.74,10.799,0.0,0.0043,0.918
EU_034,BE,2012,8523606.17,15.9584,0.0599,0.0341,0.7148
EU_035,BE,2012,310107.59,12.6447,0.0308,0.0022,0.8799
EU_036,BE,2012,884650.25,13.6929,0.0389,0.0169,0.3316
EU_037,AT,2012,1818280.97,14.4134,0.049,0.0251,0.3268
EU_038,AT,2012,51283.18,10.8451,0.0096,0.0025,0.5702
EU_039,AT,2012,659617.86,13.3994,0.0395,0.0168,0.7006
EU_040,AT,2012,905623.07,13.7164,0.0246,0.0244,0.9593
EU_041,AT,2012,960144.78,13.7748,0.0469,0.0151,0.7412
EU_042,AT,2012,881843.14,13.6898,0.0,0.0437,0.5515
EU_043,PT,2012,122791.12,11.7182,0.028,0.0,0.3947
EU_044,PT,2012,799653.33,13.5919,0.0179,0.0256,0.846
EU_045,PT,2012,498829.78,13.12,0.0386,0.0133,0.4071
EU_046,PT,2012,1233342.1,14.0252,0.0394,0.0227,0.9257
EU_047,PT,2012,276622.01,12.5304,0.0158,0.0194,0.5431
EU_048,PT,2012,107562.2,11.5858,0.0158,0.0077,0.9181
EU_049,GR,2012,590532.04,13.2888,0.0278,0.0173,0.7358
EU_050,GR,2012,52424.59,10.8671,0.0121,0.0,0.5726
EU_051,GR,2012,1269034.07,14.0538,0.0468,0.021,0.4961
EU_052,GR,2012,383690.86,12.8576,0.0226,0.018,0.5318
EU_053,GR,2012,227475.18,12.3348,0.0,0.0214,0.6857
EU_054,GR,2012,773305.08,13.5584,0.0225,0.0256,0.6154
EU_055,SE,2012,119319.03,11.6896,0.0092,0.0187,0.4812
EU_056,SE,2012,120698.84,11.7011,0.0,0.0165,0.5669
EU_057,SE,2012,83242.17,11.3295,0.0053,0.0062,0.6157
EU_058,SE,2012,206613.62,12.2386,0.0322,0.0079,0.1743
EU_059,SE,2012,4546304.48,15.3298,0.0566,0.0269,0.6916
EU_060,SE,2012,1729791.34,14.3635,0.0363,0.0294,0.4041
EU_061,DK,2012,188527.89,12.147,0.0179,0.0126,0.3693
EU_062,DK,2012,769447.82,13.5534,0.0391,0.0155,0.2625
EU_063,DK,2012,74429.41,11.2176,0.0208,0.006,0.2412
EU_064,DK,2012,471343.75,13.0633,0.0161,0.0267,0.3289
EU_065,DK,2012,212432.96,12.2664,0.0069,0.0217,0.4582
EU_066,DK,2012,368992.89,12.8185,0.0,0.0344,0.9907
EU_067,FI,2012,171373.31,12.0516,0.0222,0.0062,0.4948
EU_068,FI,2012,308700.37,12.6401,0.0332,0.0112,0.6356
EU_069,FI,2012,429797.54,12.9711,0.0281,0.0173,0.6801
EU_070,FI,2012,482706.68,13.0872,0.0217,0.0215,0.6262
EU_071,FI,2012,173714.55,12.0652,0.0111,0.0128,0.5845
EU_072,FI,2012,294403.72,12.5927,0.0422,0.0063,0.3609
EU_073,IE,2012,303800.31,12.6241,0.0037,0.0238,0.8902
EU_074,IE,2012,1665205.16,14.3255,0.0455,0.0222,0.9614
EU_075,IE,2012,54128.99,10.8991,0.01,0.0058,0.2635
EU_076,IE,2012,530014.78,13.1807,0.015,0.0286,0.3952
