county_id,year,yield_per_acre,rainfall,fertilizer,temperature,latitude,longitude
44,2016,104.78,108.46,47.76,12.77,36.5915,-94.4671
44,2017,116.54,107.8,97.08,9.72,36.5915,-94.4671
44,2018,107.03,99.24,62.66,14.07,36.5915,-94.4671
44,2019,98.44,102.01,43.69,12.88,36.5915,-94.4671
45,2010,108.89,113.04,53.53,15.9,36.447,-93.9487
45,2011,118.85,104.3,110.35,18.3,36.447,-93.9487
45,2012,111.21,92.46,83.39,12.47,36.447,-93.9487
45,2013,127.2,98.89,157.65,12.84,36.447,-93.9487
45,2014,118.05,101.52,116.45,15.85,36.447,-93.9487
45,2015,126.66,99.86,155.38,13.66,36.447,-93.9487
45,2016,89.2,97.5,48.95,10.96,36.447,-93.9487
45,2017,131.65,99.87,137.7,6.41,36.447,-93.9487
45,2018,121.55,101.85,105.42,19.36,36.447,-93.9487
45,2019,126.52,105.18,127.2,17.39,36.447,-93.9487
46,2010,132.84,103.31,176.02,16.52,36.5097,-93.4031
46,2011,118.52,100.62,114.81,14.19,36.5097,-93.4031
46,2012,112.94,110.23,107.41,15.65,36.5097,-93.4031
46,2013,104.77,105.01,84.23,18.73,36.5097,-93.4031
46,2014,100.76,97.98,66.67,11.02,36.5097,-93.4031
46,2015,143.76,107.53,175.56,10.58,36.5097,-93.4031
46,2016,100.58,106.0,53.46,16.08,36.5097,-93.4031
46,2017,97.7,105.79,59.76,9.77,36.5097,-93.4031
46,2018,124.97,106.53,122.65,8.72,36.5097,-93.4031
46,2019,116.22,106.15,120.81,11.21,36.5097,-93.4031
47,2010,121.13,100.56,79.69,13.28,36.4298,-93.0328
47,2011,132.52,103.34,125.86,12.69,36.4298,-93.0328
47,2012,123.3,106.21,74.5,12.61,36.4298,-93.0328
47,2013,112.96,106.64,55.94,15.32,36.4298,-93.0328
47,2014,112.95,108.93,34.89,11.69,36.4298,-93.0328
47,2015,135.41,105.97,111.06,17.47,36.4298,-93.0328
47,2016,164.4,107.69,191.53,14.48,36.4298,-93.0328
47,2017,118.72,100.4,71.41,9.42,36.4298,-93.0328
47,2018,131.04,92.36,137.04,15.36,36.4298,-93.0328
47,2019,149.43,99.59,153.63,17.05,36.4298,-93.0328
48,2010,107.94,107.98,64.79,17.7,36.4608,-92.6464
48,2011,118.23,96.89,77.18,14.8,36.4608,-92.6464
48,2012,145.8,101.25,177.87,14.7,36.4608,-92.6464
48,2013,99.36,98.02,53.32,22.86,36.4608,-92.6464
48,2014,155.64,104.85,191.58,13.06,36.4608,-92.6464
48,2015,130.48,98.88,139.64,13.23,36.4608,-92.6464
48,2016,118.97,97.27,123.26,15.54,36.4608,-92.6464
48,2017,135.76,104.36,154.92,13.9,36.4608,-92.6464
48,2018,109.72,100.34,84.72,13.09,36.4608,-92.6464
48,2019,97.86,99.62,36.77,11.56,36.4608,-92.6464
49,2010,119.77,101.85,115.62,13.83,36.5296,-91.9739
49,2011,107.35,108.32,64.16,10.97,36.5296,-91.9739
49,2012,114.27,96.58,101.39,12.64,36.5296,-91.9739
49,2013,112.21,104.72,77.85,16.66,36.5296,-91.9739
49,2014,98.08,98.82,35.48,15.73,36.5296,-91.9739
49,2015,114.51,97.74,94.11,10.52,36.5296,-91.9739
49,2016,96.92,94.18,61.77,13.77,36.5296,-91.9739
49,2017,140.11,91.45,183.71,15.64,36.5296,-91.9739
49,2018,93.19,104.9,32.36,15.19,36.5296,-91.9739
49,2019,119.72,100.56,90.14,19.12,36.5296,-91.9739
50,2010,99.18,107.76,37.38,13.14,36.5005,-91.5235
50,2011,113.81,100.54,105.11,15.27,36.5005,-91.5235
50,2012,120.06,114.09,106.7,13.76,36.5005,-91.5235
50,2013,103.34,98.54,47.91,15.44,36.5005,-91.5235
50,2014,114.44,99.96,71.59,12.62,36.5005,-91.5235
50,2015,108.61,103.34,79.01,15.57,36.5005,-91.5235
50,2016,135.55,99.41,154.14,13.55,36.5005,-91.5235
50,2017,108.54,105.6,66.85,11.3,36.5005,-91.5235
50,2018,130.09,98.81,118.4,11.58,36.5005,-91.5235
50,2019,108.76,102.29,65.74,10.69,36.5005,-91.5235
51,2010,117.37,99.38,85.47,15.36,36.3585,-91.0421
51,2011,97.53,101.69,50.1,14.34,36.3585,-91.0421
51,2012,119.59,109.66,110.88,13.32,36.3585,-91.0421
51,2013,114.91,97.17,103.23,21.71,36.3585,-91.0421
51,2014,145.75,122.35,189.44,8.23,36.3585,-91.0421
51,2015,100.58,101.21,59.81,15.23,36.3585,-91.0421
51,2016,132.35,97.07,158.87,13.13,36.3585,-91.0421
51,2017,99.04,100.49,52.88,16.74,36.3585,-91.0421
51,2018,132.1,106.06,161.26,14.77,36.3585,-91.0421
51,2019,120.81,96.69,102.05,16.0,36.3585,-91.0421
52,2010,120.53,107.28,59.94,13.34,36.4657,-90.5802
52,2011,106.91,107.89,53.77,17.83,36.4657,-90.5802
52,2012,132.14,94.73,143.35,13.53,36.4657,-90.5802
52,2013,112.41,100.59,53.56,11.25,36.4657,-90.5802
52,2014,114.83,103.36,85.49,5.74,36.4657,-90.5802
52,2015,138.51,107.06,135.93,17.16,36.4657,-90.5802
52,2016,132.63,98.19,139.68,19.95,36.4657,-90.5802
52,2017,114.9,101.58,53.29,16.49,36.4657,-90.5802
52,2018,140.38,100.29,156.78,11.54,36.4657,-90.5802
52,2019,112.81,104.08,90.65,19.85,36.4657,-90.5802
53,2010,121.35,112.9,97.98,17.75,36.4839,-89.9596
53,2011,116.85,109.23,132.88,20.75,36.4839,-89.9596
53,2012,105.04,98.17,97.43,14.65,36.4839,-89.9596
53,2013,103.39,102.48,66.95,15.47,36.4839,-89.9596
53,2014,103.61,101.91,96.72,12.16,36.4839,-89.9596
53,2015,116.96,105.88,114.19,14.82,36.4839,-89.9596
53,2016,92.35,112.41,46.71,16.69,36.4839,-89.9596
53,2017,113.16,108.11,113.34,16.31,36.4839,-89.9596
53,2018,123.52,95.98,145.77,13.27,36.4839,-89.9596
53,2019,113.58,98.71,90.57,18.72,36.4839,-89.9596
54,2010,94.2,101.32,33.62,18.72,36.6886,-89.4825
54,2011,112.53,105.06,92.18,21.13,36.6886,-89.4825
54,2012,120.5,105.64,95.91,12.31,36.6886,-89.4825
54,2013,114.93,102.7,105.34,13.14,36.6886,-89.4825
54,2014,114.25,100.44,127.74,15.93,36.6886,-89.4825
54,2015,107.67,105.39,40.82,16.54,36.6886,-89.4825
54,2016,140.29,101.93,190.15,12.91,36.6886,-89.4825
54,2017,109.41,102.55,77.97,13.22,36.6886,-89.4825
54,2018,102.07,102.91,42.0,13.67,36.6886,-89.4825
54,2019,145.74,105.14,165.94,14.49,36.6886,-89.4825
55,2010,152.35,111.21,195.98,13.3,36.5258,-89.0074
55,2011,128.91,104.42,158.72,15.95,36.5258,-89.0074
55,2012,131.82,97.47,107.38,14.94,36.5258,-89.0074
55,2013,93.79,89.73,35.97,17.52,36.5258,-89.0074
55,2014,146.91,105.15,160.24,12.9,36.5258,-89.0074
55,2015,109.52,100.68,79.54,15.72,36.5258,-89.0074
55,2016,117.07,104.86,120.31,11.62,36.5258,-89.0074
55,2017,119.67,109.36,79.46,14.51,36.5258,-89.0074
55,2018,104.92,104.31,64.34,14.91,36.5258,-89.0074
55,2019,112.85,104.77,73.09,14.38,36.5258,-89.0074
56,2010,113.95,93.07,96.51,19.7,36.3081,-88.5027
56,2011,117.08,99.23,97.58,18.76,36.3081,-88.5027
56,2012,129.58,102.82,140.78,17.08,36.3081,-88.5027
56,2013,112.49,101.41,68.67,18.09,36.3081,-88.5027
56,2014,109.65,104.78,65.98,17.16,36.3081,-88.5027
56,2015,121.87,92.69,125.76,13.92,36.3081,-88.5027
56,2016,94.0,88.08,55.27,14.62,36.3081,-88.5027
56,2017,134.18,103.88,122.17,12.19,36.3081,-88.5027
56,2018,98.67,100.32,51.82,13.66,36.3081,-88.5027
56,2019,126.74,110.46,117.91,13.17,36.3081,-88.5027
57,2010,107.56,100.25,73.3,8.22,37.006,-94.7537
57,2011,129.04,108.88,154.3,11.5,37.006,-94.7537
57,2012,132.31,110.66,137.51,9.03,37.006,-94.7537
57,2013,128.55,109.59,103.34,15.78,37.006,-94.7537
57,2014,99.11,100.92,33.39,8.02,37.006,-94.7537
57,2015,114.84,105.06,118.81,15.41,37.006,-94.7537
57,2016,120.69,100.63,133.99,10.31,37.006,-94.7537
57,2017,145.44,108.49,186.94,15.33,37.006,-94.7537
57,2018,114.82,112.92,72.46,7.65,37.006,-94.7537
57,2019,96.61,98.83,47.23,14.48,37.006,-94.7537
58,2010,120.3,99.73,131.22,16.51,36.9808,-94.4698
58,2011,107.27,102.38,85.54,12.7,36.9808,-94.4698
58,2012,95.59,98.61,48.22,18.5,36.9808,-94.4698
58,2013,148.98,105.06,182.43,13.0,36.9808,-94.4698
58,2014,108.87,95.62,86.06,15.94,36.9808,-94.4698
58,2015,142.69,98.97,201.95,15.88,36.9808,-94.4698
58,2016,118.74,107.15,110.13,15.94,36.9808,-94.4698
58,2017,141.83,107.22,156.14,9.35,36.9808,-94.4698
58,2018,128.28,99.44,125.14,16.28,36.9808,-94.4698
58,2019,131.62,100.16,176.61,13.63,36.9808,-94.4698
59,2010,119.95,110.77,99.26,16.45,36.9965,-94.1169
59,2011,101.94,117.82,61.49,13.24,36.9965,-94.1169
59,2012,113.59,111.51,84.48,11.95,36.9965,-94.1169
59,2013,120.08,105.37,97.33,16.15,36.9965,-94.1169
59,2014,108.3,105.68,54.16,9.32,36.9965,-94.1169
59,2015,112.0,109.7,77.13,10.56,36.9965,-94.1169
59,2016,125.36,98.86,147.11,16.24,36.9965,-94.1169
59,2017,148.25,109.41,170.36,15.18,36.9965,-94.1169
59,2018,128.65,98.92,112.51,11.86,36.9965,-94.1169
59,2019,113.46,100.78,97.07,10.38,36.9965,-94.1169
60,2010,128.32,96.48,149.61,14.06,37.1143,-93.4248
60,2011,103.12,114.08,61.62,13.23,37.1143,-93.4248
60,2012,132.35,112.18,167.8,15.01,37.1143,-93.4248
60,2013,100.28,107.22,30.32,10.53,37.1143,-93.4248
60,2014,107.19,99.1,57.55,16.98,37.1143,-93.4248
60,2015,106.19,92.95,103.07,9.75,37.1143,-93.4248
60,2016,102.09,101.26,96.77,12.79,37.1143,-93.4248
60,2017,96.76,93.9,58.71,11.23,37.1143,-93.4248
60,2018,110.96,95.26,65.93,9.22,37.1143,-93.4248
60,2019,155.64,105.09,243.8,14.82,37.1143,-93.4248
61,2010,92.03,99.04,57.56,12.62,37.0791,-93.0909
61,2011,104.13,107.54,66.89,13.7,37.0791,-93.0909
61,2012,105.18,109.29,71.03,16.77,37.0791,-93.0909
61,2013,118.89,100.2,132.55,12.84,37.0791,-93.0909
61,2014,99.6,103.78,45.35,19.37,37.0791,-93.0909
61,2015,103.18,105.74,61.83,13.32,37.0791,-93.0909
61,2016,112.2,107.01,89.13,14.04,37.0791,-93.0909
61,2017,104.88,100.09,73.62,13.15,37.0791,-93.0909
61,2018,142.64,104.79,212.64,12.79,37.0791,-93.0909
61,2019,97.11,108.38,54.32,12.93,37.0791,-93.0909
62,2010,103.15,108.48,47.88,14.3,37.1403,-92.6402
62,2011,132.31,105.91,151.85,17.3,37.1403,-92.6402
62,2012,131.14,106.5,114.98,16.98,37.1403,-92.6402
62,2013,105.72,104.54,46.47,15.41,37.1403,-92.6402
62,2014,112.93,97.84,99.76,14.56,37.1403,-92.6402
62,2015,107.7,96.56,70.0,14.08,37.1403,-92.6402
62,2016,104.72,102.34,74.18,12.44,37.1403,-92.6402
62,2017,97.1,105.71,23.71,6.18,37.1403,-92.6402
62,2018,155.93,104.37,187.44,10.16,37.1403,-92.6402
62,2019,158.85,107.02,216.92,13.89,37.1403,-92.6402
63,2010,106.71,103.02,89.88,13.84,37.0587,-91.781
63,2011,123.16,104.72,99.11,15.07,37.0587,-91.781
63,2012,119.35,93.59,166.96,17.57,37.0587,-91.781
63,2013,118.03,102.5,117.02,14.44,37.0587,-91.781
63,2014,113.06,96.13,84.41,13.13,37.0587,-91.781
63,2015,169.13,109.32,260.6,9.9,37.0587,-91.781
63,2016,109.97,102.33,68.77,17.65,37.0587,-91.781
63,2017,125.92,102.38,121.51,12.62,37.0587,-91.781
63,2018,106.84,103.81,72.13,15.61,37.0587,-91.781
63,2019,119.56,112.11,106.1,17.71,37.0587,-91.781
64,2010,119.9,110.2,116.78,7.57,36.9009,-91.5566
64,2011,109.81,105.79,56.42,11.74,36.9009,-91.5566
64,2012,127.91,100.89,85.04,10.7,36.9009,-91.5566
64,2013,113.34,109.52,51.06,9.02,36.9009,-91.5566
64,2014,130.78,114.28,125.85,19.01,36.9009,-91.5566
64,2015,110.17,109.83,39.35,12.35,36.9009,-91.5566
64,2016,141.28,110.68,126.28,15.16,36.9009,-91.5566
64,2017,143.42,101.81,195.37,12.39,36.9009,-91.5566
64,2018,125.99,94.6,123.83,14.12,36.9009,-91.5566
64,2019,141.79,99.35,135.23,14.04,36.9009,-91.5566
65,2010,146.35,104.28,147.87,15.16,37.01,-91.0503
65,2011,112.11,105.98,75.63,19.15,37.01,-91.0503
65,2012,120.08,105.45,68.38,11.98,37.01,-91.0503
65,2013,152.18,94.85,199.16,9.81,37.01,-91.0503
65,2014,117.31,97.55,59.02,12.39,37.01,-91.0503
65,2015,148.1,109.93,143.51,14.15,37.01,-91.0503
65,2016,140.99,109.75,143.96,11.55,37.01,-91.0503
65,2017,130.91,106.27,78.4,13.05,37.01,-91.0503
65,2018,110.18,104.02,63.16,16.82,37.01,-91.0503
65,2019,125.13,95.56,101.67,16.15,37.01,-91.0503
66,2010,143.15,98.76,155.05,13.9,36.8449,-90.4931
66,2011,106.5,103.8,66.68,10.37,36.8449,-90.4931
66,2012,101.14,99.52,41.29,17.05,36.8449,-90.4931
66,2013,140.46,104.24,164.11,14.98,36.8449,-90.4931
66,2014,122.1,101.99,88.09,15.86,36.8449,-90.4931
66,2015,116.95,103.57,81.28,12.57,36.8449,-90.4931
66,2016,132.24,104.98,131.41,15.39,36.8449,-90.4931
66,2017,126.02,100.86,108.4,16.02,36.8449,-90.4931
66,2018,136.92,103.73,100.44,8.49,36.8449,-90.4931
66,2019,125.37,108.64,87.87,12.91,36.8449,-90.4931
67,2010,130.49,106.74,108.74,14.6,36.8938,-89.9526
67,2011,137.39,100.18,152.43,17.56,36.8938,-89.9526
67,2012,118.78,104.15,86.99,15.24,36.8938,-89.9526
67,2013,123.62,109.04,79.63,16.04,36.8938,-89.9526
67,2014,124.15,99.53,105.25,22.48,36.8938,-89.9526
67,2015,133.97,105.68,107.6,13.24,36.8938,-89.9526
67,2016,119.43,109.07,80.37,17.64,36.8938,-89.9526
67,2017,117.85,99.15,101.66,15.24,36.8938,-89.9526
67,2018,119.36,99.6,107.26,14.6,36.8938,-89.9526
67,2019,111.06,102.27,82.38,15.1,36.8938,-89.9526
68,2010,128.25,105.22,144.28,8.93,36.9081,-89.345
68,2011,108.99,98.13,102.93,15.4,36.9081,-89.345
68,2012,104.36,95.63,68.96,9.97,36.9081,-89.345
68,2013,90.32,98.84,38.53,20.81,36.9081,-89.345
68,2014,117.63,93.72,131.97,15.76,36.9081,-89.345
68,2015,118.58,96.77,115.59,14.1,36.9081,-89.345
68,2016,100.56,105.42,56.6,15.83,36.9081,-89.345
68,2017,137.05,97.65,171.4,10.86,36.9081,-89.345
68,2018,97.29,110.08,66.51,13.98,36.9081,-89.345
68,2019,119.47,109.51,84.45,15.41,36.9081,-89.345
69,2010,133.83,103.79,133.61,13.04,36.9217,-89.0322
69,2011,118.12,101.03,72.73,11.22,36.9217,-89.0322
69,2012,111.51,101.36,64.21,13.14,36.9217,-89.0322
69,2013,90.04,97.21,38.31,13.51,36.9217,-89.0322
69,2014,111.1,103.41,79.92,15.03,36.9217,-89.0322
69,2015,123.66,101.38,106.37,14.33,36.9217,-89.0322
69,2016,125.59,110.36,76.62,17.24,36.9217,-89.0322
69,2017,103.43,104.19,59.89,13.57,36.9217,-89.0322
69,2018,116.13,95.84,100.39,11.83,36.9217,-89.0322
69,2019,111.98,99.35,94.04,19.82,36.9217,-89.0322
70,2010,95.98,99.88,48.67,15.98,37.0814,-88.6231
70,2011,127.15,103.49,119.54,16.92,37.0814,-88.6231
70,2012,119.71,102.16,91.41,16.5,37.0814,-88.6231
70,2013,118.12,110.15,77.84,11.26,37.0814,-88.6231
70,2014,118.02,110.07,84.85,17.13,37.0814,-88.6231
70,2015,114.86,97.15,106.79,19.65,37.0814,-88.6231
70,2016,107.53,99.32,69.23,14.76,37.0814,-88.6231
70,2017,118.59,110.08,56.91,20.71,37.0814,-88.6231
70,2018,117.23,103.41,72.45,11.39,37.0814,-88.6231
70,2019,112.91,102.52,53.12,18.09,37.0814,-88.6231
71,2010,107.96,108.0,85.14,10.39,37.5227,-94.8693
71,2011,112.18,103.73,91.38,9.38,37.5227,-94.8693
71,2012,127.88,113.31,143.32,12.99,37.5227,-94.8693
71,2013,115.02,102.9,121.51,11.83,37.5227,-94.8693
71,2014,115.67,111.0,104.23,15.42,37.5227,-94.8693
71,2015,87.88,96.7,61.78,14.8,37.5227,-94.8693
71,2016,120.04,100.59,118.47,12.37,37.5227,-94.8693
71,2017,111.13,103.78,111.61,17.11,37.5227,-94.8693
71,2018,122.55,95.51,143.64,11.39,37.5227,-94.8693
71,2019,118.22,107.9,122.84,14.92,37.5227,-94.8693
72,2010,146.83,113.02,181.93,9.93,37.3393,-94.4815
72,2011,126.12,99.0,106.77,14.22,37.3393,-94.4815
72,2012,104.41,109.73,42.39,10.22,37.3393,-94.4815
72,2013,121.99,100.26,95.94,4.99,37.3393,-94.4815
72,2014,112.27,102.95,82.44,7.92,37.3393,-94.4815
72,2015,128.21,108.44,101.4,9.2,37.3393,-94.4815
72,2016,134.84,108.04,137.17,17.34,37.3393,-94.4815
72,2017,106.16,95.38,70.76,15.35,37.3393,-94.4815
72,2018,128.07,102.93,110.69,10.44,37.3393,-94.4815
72,2019,130.82,110.5,135.27,12.5,37.3393,-94.4815
73,2010,110.32,107.19,48.26,12.2,37.526,-93.9218
73,2011,133.16,114.24,117.68,9.54,37.526,-93.9218
73,2012,125.19,103.85,101.62,16.39,37.526,-93.9218
73,2013,119.84,104.63,100.87,14.04,37.526,-93.9218
73,2014,97.95,106.87,33.18,13.97,37.526,-93.9218
73,2015,107.54,106.79,42.47,17.41,37.526,-93.9218
73,2016,150.05,106.01,170.87,14.56,37.526,-93.9218
73,2017,172.72,112.59,248.51,12.29,37.526,-93.9218
73,2018,108.34,94.64,71.6,14.7,37.526,-93.9218
73,2019,142.8,100.92,204.2,10.76,37.526,-93.9218
74,2010,95.83,94.43,29.27,13.27,37.3763,-93.632
74,2011,129.24,104.9,88.82,12.37,37.3763,-93.632
74,2012,110.32,104.84,45.86,14.6,37.3763,-93.632
74,2013,108.68,100.95,65.72,12.8,37.3763,-93.632
74,2014,115.34,99.83,89.96,13.78,37.3763,-93.632
74,2015,117.94,102.15,90.72,8.44,37.3763,-93.632
74,2016,107.24,95.49,66.98,15.53,37.3763,-93.632
74,2017,131.45,105.84,105.99,12.2,37.3763,-93.632
74,2018,98.22,109.06,51.91,8.94,37.3763,-93.632
74,2019,132.89,99.93,136.4,9.72,37.3763,-93.632
75,2010,101.06,106.6,76.52,16.31,37.5522,-92.9703
75,2011,95.9,105.28,39.07,17.62,37.5522,-92.9703
75,2012,111.97,106.08,102.54,10.46,37.5522,-92.9703
75,2013,121.59,112.24,134.55,14.5,37.5522,-92.9703
75,2014,108.39,106.7,68.57,10.54,37.5522,-92.9703
75,2015,99.47,110.74,70.6,10.77,37.5522,-92.9703
75,2016,106.14,104.38,98.31,12.18,37.5522,-92.9703
75,2017,114.49,104.58,78.56,12.64,37.5522,-92.9703
75,2018,102.64,95.55,83.97,17.45,37.5522,-92.9703
75,2019,114.15,100.81,130.19,12.9,37.5522,-92.9703
76,2010,139.6,104.48,157.49,14.43,37.525,-92.4654
76,2011,121.9,108.3,86.53,16.2,37.525,-92.4654
76,2012,129.19,111.81,90.65,16.43,37.525,-92.4654
76,2013,115.33,110.32,67.06,13.21,37.525,-92.4654
76,2014,155.76,112.84,182.93,9.18,37.525,-92.4654
76,2015,111.81,104.32,48.47,12.81,37.525,-92.4654
76,2016,139.87,102.01,141.13,13.36,37.525,-92.4654
76,2017,154.41,113.47,187.56,16.77,37.525,-92.4654
76,2018,147.97,103.83,147.64,13.77,37.525,-92.4654
76,2019,113.65,105.82,96.24,13.64,37.525,-92.4654
77,2010,118.33,113.06,107.46,15.16,37.432,-91.9768
77,2011,125.7,102.29,91.85,11.71,37.432,-91.9768
77,2012,106.11,103.78,74.19,15.59,37.432,-91.9768
77,2013,118.87,105.43,89.16,17.45,37.432,-91.9768
77,2014,109.57,103.63,65.83,16.97,37.432,-91.9768
77,2015,118.27,102.43,85.98,15.39,37.432,-91.9768
77,2016,112.62,106.4,79.29,19.45,37.432,-91.9768
77,2017,110.4,109.78,53.18,13.72,37.432,-91.9768
77,2018,116.64,104.55,105.19,15.2,37.432,-91.9768
77,2019,130.38,118.05,82.73,16.69,37.432,-91.9768
78,2010,101.27,90.02,104.26,15.93,37.5293,-91.5714
78,2011,102.22,101.68,63.07,9.5,37.5293,-91.5714
78,2012,98.92,107.53,60.99,5.65,37.5293,-91.5714
78,2013,123.85,104.26,134.92,15.5,37.5293,-91.5714
78,2014,140.29,105.29,198.73,15.89,37.5293,-91.5714
78,2015,100.58,115.0,51.19,21.06,37.5293,-91.5714
78,2016,98.89,105.03,45.68,17.75,37.5293,-91.5714
78,2017,127.68,105.81,160.69,20.01,37.5293,-91.5714
78,2018,129.39,97.24,170.08,10.68,37.5293,-91.5714
78,2019,124.98,106.84,147.81,18.31,37.5293,-91.5714
79,2010,155.08,97.66,224.01,15.02,37.6866,-90.9526
79,2011,118.5,107.73,102.19,17.69,37.6866,-90.9526
79,2012,111.19,112.5,59.99,14.25,37.6866,-90.9526
79,2013,107.75,108.1,49.18,12.27,37.6866,-90.9526
79,2014,106.52,107.84,30.94,15.4,37.6866,-90.9526
79,2015,95.03,100.87,49.89,9.8,37.6866,-90.9526
79,2016,102.23,104.87,57.49,12.73,37.6866,-90.9526
79,2017,120.39,94.75,95.33,15.39,37.6866,-90.9526
79,2018,125.82,110.24,102.39,12.19,37.6866,-90.9526
79,2019,120.73,102.08,126.08,12.05,37.6866,-90.9526
80,2010,111.18,110.79,54.77,10.2,37.3809,-90.4343
80,2011,140.43,101.04,184.3,12.74,37.3809,-90.4343
80,2012,112.14,98.22,68.67,9.99,37.3809,-90.4343
80,2013,140.98,99.08,176.46,12.1,37.3809,-90.4343
80,2014,109.98,102.72,52.6,17.8,37.3809,-90.4343
80,2015,134.11,96.16,146.25,12.03,37.3809,-90.4343
80,2016,142.46,101.78,187.69,17.48,37.3809,-90.4343
80,2017,133.55,110.18,112.78,19.6,37.3809,-90.4343
80,2018,128.23,94.44,140.19,13.83,37.3809,-90.4343
80,2019,98.68,106.38,31.56,21.62,37.3809,-90.4343
81,2010,89.73,105.04,38.11,14.29,37.4025,-89.9213
81,2011,119.23,106.39,120.79,16.99,37.4025,-89.9213
81,2012,133.94,100.68,155.1,15.87,37.4025,-89.9213
81,2013,90.06,92.34,80.03,15.33,37.4025,-89.9213
81,2014,107.63,102.07,99.3,11.76,37.4025,-89.9213
81,2015,127.58,107.0,146.67,15.28,37.4025,-89.9213
81,2016,107.33,100.92,101.15,15.51,37.4025,-89.9213
81,2017,107.84,101.72,87.02,16.77,37.4025,-89.9213
81,2018,97.57,108.9,72.16,16.01,37.4025,-89.9213
81,2019,115.23,110.92,86.4,16.0,37.4025,-89.9213
82,2010,116.62,107.67,60.27,18.42,37.6159,-89.5821
82,2011,137.12,102.52,148.3,14.99,37.6159,-89.5821
82,2012,98.5,101.89,54.67,15.03,37.6159,-89.5821
82,2013,111.74,98.28,64.64,18.33,37.6159,-89.5821
82,2014,141.02,103.48,165.9,8.55,37.6159,-89.5821
82,2015,110.57,100.28,64.15,17.97,37.6159,-89.5821
82,2016,96.3,105.74,35.59,13.76,37.6159,-89.5821
82,2017,113.21,110.21,74.6,16.8,37.6159,-89.5821
82,2018,110.03,103.53,46.13,16.71,37.6159,-89.5821
82,2019,121.34,104.17,121.56,18.75,37.6159,-89.5821
83,2010,120.64,112.68,73.44,14.04,37.5963,-88.9587
83,2011,107.54,102.06,69.97,15.81,37.5963,-88.9587
83,2012,132.77,98.53,124.96,10.87,37.5963,-88.9587
83,2013,128.91,112.19,117.67,20.19,37.5963,-88.9587
83,2014,118.59,99.41,112.57,18.07,37.5963,-88.9587
83,2015,145.63,107.52,158.01,21.12,37.5963,-88.9587
83,2016,135.51,107.76,129.99,14.14,37.5963,-88.9587
83,2017,111.91,104.79,74.79,15.76,37.5963,-88.9587
83,2018,105.05,107.96,40.0,15.42,37.5963,-88.9587
83,2019,149.72,103.33,182.43,15.53,37.5963,-88.9587
84,2010,134.64,102.22,135.46,14.47,37.5822,-88.3103
84,2011,117.51,102.63,103.59,10.27,37.5822,-88.3103
84,2012,99.37,100.37,40.27,11.79,37.5822,-88.3103
84,2013,116.5,107.65,106.59,14.96,37.5822,-88.3103
84,2014,109.05,108.45,50.87,15.64,37.5822,-88.3103
84,2015,133.33,102.3,165.2,15.02,37.5822,-88.3103
84,2016,115.74,106.91,73.81,13.15,37.5822,-88.3103
84,2017,142.48,115.03,145.51,17.09,37.5822,-88.3103
84,2018,121.97,104.9,100.78,14.19,37.5822,-88.3103
84,2019,108.9,110.62,53.69,19.44,37.5822,-88.3103
85,2010,122.13,104.43,130.51,11.81,37.9755,-95.0754
85,2011,107.72,96.28,63.75,15.67,37.9755,-95.0754
85,2012,122.16,108.87,90.88,12.16,37.9755,-95.0754
85,2013,135.1,109.55,136.36,9.59,37.9755,-95.0754
85,2014,128.5,104.45,109.78,9.45,37.9755,-95.0754
85,2015,104.06,99.87,39.67,17.35,37.9755,-95.0754
85,2016,105.21,103.1,49.66,15.02,37.9755,-95.0754
85,2017,123.97,110.24,107.83,11.28,37.9755,-95.0754
85,2018,110.8,104.46,70.29,14.89,37.9755,-95.0754
85,2019,117.08,102.64,97.91,12.55,37.9755,-95.0754
86,2010,128.26,106.87,93.08,9.76,37.911,-94.5816
86,2011,121.92,114.7,63.88,11.33,37.911,-94.5816
86,2012,118.48,102.75,118.96,13.3,37.911,-94.5816
86,2013,147.03,112.55,166.22,12.38,37.911,-94.5816
86,2014,155.75,104.74,183.3,15.52,37.911,-94.5816
86,2015,117.73,102.16,60.38,10.7,37.911,-94.5816
86,2016,126.4,113.03,95.77,11.17,37.911,-94.5816
86,2017,147.16,104.62,184.64,12.74,37.911,-94.5816
86,2018,131.81,101.39,109.59,15.02,37.911,-94.5816
86,2019,127.91,109.02,80.69,8.76,37.911,-94.5816
87,2010,93.25,110.17,15.56,10.98,37.9923,-93.9659
87,2011,131.14,112.56,101.24,13.0,37.9923,-93.9659
87,2012,142.83,106.63,167.13,12.34,37.9923,-93.9659
87,2013,112.55,119.18,45.66,12.53,37.9923,-93.9659
87,2014,126.45,109.12,122.94,13.15,37.9923,-93.9659
87,2015,126.52,106.61,83.03,10.62,37.9923,-93.9659
87,2016,116.35,104.57,74.42,11.32,37.9923,-93.9659
87,2017,103.24,107.99,19.7,14.69,37.9923,-93.9659
87,2018,110.12,97.83,54.77,14.46,37.9923,-93.9659
87,2019,147.01,109.64,178.52,16.11,37.9923,-93.9659
88,2010,112.71,113.41,55.31,11.19,38.0277,-93.4173
88,2011,96.33,102.79,48.47,8.48,38.0277,-93.4173
88,2012,115.36,110.81,85.33,14.87,38.0277,-93.4173
88,2013,104.95,103.64,42.47,13.66,38.0277,-93.4173
88,2014,125.54,109.39,120.57,15.03,38.0277,-93.4173
