id,period,treatment,earnings,education,age,experience,female
280,0,0,6099.75,10.8,27.5,10.3,0
280,1,0,5185.35,10.8,27.5,10.3,0
281,0,1,4406.29,12.3,31.1,0.0,1
281,1,1,6907.32,12.3,31.1,0.0,1
282,0,0,5845.47,14.0,28.8,4.6,1
282,1,0,4818.32,14.0,28.8,4.6,1
283,0,0,5921.91,16.8,35.7,14.0,0
283,1,0,5627.27,16.8,35.7,14.0,0
284,0,1,5723.86,8.3,37.7,3.1,0
284,1,1,6226.08,8.3,37.7,3.1,0
285,0,1,4676.72,18.4,23.7,5.7,0
285,1,1,5527.61,18.4,23.7,5.7,0
286,0,0,4178.1,6.1,19.4,10.3,1
286,1,0,3696.74,6.1,19.4,10.3,1
287,0,1,4241.82,11.5,18.0,11.9,1
287,1,1,4464.28,11.5,18.0,11.9,1
288,0,0,4433.2,13.8,34.1,6.7,0
288,1,0,5257.8,13.8,34.1,6.7,0
289,0,0,4328.59,12.8,21.2,5.0,1
289,1,0,4175.85,12.8,21.2,5.0,1
290,0,0,4148.45,10.1,18.0,15.1,0
290,1,0,3918.07,10.1,18.0,15.1,0
291,0,1,4690.68,11.4,33.1,16.7,0
291,1,1,4467.55,11.4,33.1,16.7,0
292,0,0,4138.78,10.5,49.9,12.9,1
292,1,0,3659.34,10.5,49.9,12.9,1
293,0,0,4177.12,10.2,30.0,8.4,0
293,1,0,4848.62,10.2,30.0,8.4,0
294,0,0,4709.78,14.5,36.7,4.0,0
294,1,0,4580.18,14.5,36.7,4.0,0
295,0,1,4075.38,13.1,30.7,3.8,0
295,1,1,5572.38,13.1,30.7,3.8,0
296,0,0,3357.72,9.9,29.2,10.6,0
296,1,0,4835.07,9.9,29.2,10.6,0
297,0,0,5019.73,14.7,37.4,10.1,0
297,1,0,5439.36,14.7,37.4,10.1,0
298,0,0,3896.06,12.9,27.7,15.0,0
298,1,0,4770.53,12.9,27.7,15.0,0
299,0,0,5864.43,14.4,32.1,11.3,1
299,1,0,6180.89,14.4,32.1,11.3,1
300,0,1,5115.32,13.9,32.6,0.5,0
300,1,1,5459.35,13.9,32.6,0.5,0
301,0,1,3594.74,9.5,24.7,13.3,0
301,1,1,4789.79,9.5,24.7,13.3,0
302,0,0,6280.91,10.3,37.9,3.0,0
302,1,0,4840.91,10.3,37.9,3.0,0
303,0,0,5002.67,14.2,28.6,6.1,0
303,1,0,4587.2,14.2,28.6,6.1,0
304,0,0,4320.64,13.8,24.0,9.3,1
304,1,0,3939.39,13.8,24.0,9.3,1
305,0,0,4099.24,11.9,34.3,18.0,1
305,1,0,4181.34,11.9,34.3,18.0,1
306,0,0,4380.19,12.4,22.8,23.5,0
306,1,0,4601.45,12.4,22.8,23.5,0
307,0,1,4634.86,15.8,30.2,11.0,1
307,1,1,5289.38,15.8,30.2,11.0,1
308,0,1,4657.49,10.2,29.9,7.1,1
308,1,1,5445.25,10.2,29.9,7.1,1
309,0,1,6307.32,13.6,38.7,10.7,1
309,1,1,6515.69,13.6,38.7,10.7,1
310,0,1,5827.43,11.4,33.8,12.4,0
310,1,1,5900.34,11.4,33.8,12.4,0
311,0,1,4242.3,11.3,29.8,6.4,0
311,1,1,4833.69,11.3,29.8,6.4,0
312,0,1,5731.31,15.3,36.5,17.0,0
312,1,1,5565.61,15.3,36.5,17.0,0
313,0,0,5007.64,14.5,41.1,9.2,1
313,1,0,5985.13,14.5,41.1,9.2,1
314,0,1,4666.1,14.4,34.5,10.5,0
314,1,1,4968.74,14.4,34.5,10.5,0
315,0,0,3862.22,15.9,30.1,11.3,1
315,1,0,4278.1,15.9,30.1,11.3,1
316,0,0,4500.97,12.1,19.5,10.1,0
316,1,0,5983.81,12.1,19.5,10.1,0
317,0,1,4652.05,14.0,21.5,12.2,0
317,1,1,4919.75,14.0,21.5,12.2,0
318,0,0,4945.81,11.1,27.6,4.9,1
318,1,0,5069.38,11.1,27.6,4.9,1
319,0,0,4364.95,13.0,25.1,5.2,0
319,1,0,4395.34,13.0,25.1,5.2,0
320,0,1,3534.02,11.6,28.5,2.5,0
320,1,1,4233.49,11.6,28.5,2.5,0
321,0,0,4599.83,12.3,30.5,10.2,1
321,1,0,4192.1,12.3,30.5,10.2,1
322,0,0,4841.78,13.8,34.2,11.9,1
322,1,0,4991.02,13.8,34.2,11.9,1
323,0,1,4166.65,9.5,29.4,10.3,1
323,1,1,3357.79,9.5,29.4,10.3,1
324,0,1,5489.56,18.3,33.9,16.4,1
324,1,1,5733.55,18.3,33.9,16.4,1
325,0,1,3840.2,9.0,30.5,8.0,1
325,1,1,4481.71,9.0,30.5,8.0,1
326,0,0,3982.41,8.4,18.0,11.3,1
326,1,0,3876.9,8.4,18.0,11.3,1
327,0,0,5476.62,15.5,22.5,2.5,0
327,1,0,5506.84,15.5,22.5,2.5,0
328,0,1,5170.27,14.4,28.8,6.1,0
328,1,1,5783.19,14.4,28.8,6.1,0
329,0,1,4532.27,13.9,20.3,11.5,0
329,1,1,4794.29,13.9,20.3,11.5,0
330,0,1,4251.14,13.9,34.8,12.2,0
330,1,1,5197.33,13.9,34.8,12.2,0
331,0,0,4433.35,12.0,42.2,6.5,1
331,1,0,4044.89,12.0,42.2,6.5,1
332,0,0,4823.78,9.3,39.8,7.6,1
332,1,0,4453.25,9.3,39.8,7.6,1
333,0,1,5357.27,12.2,28.3,0.4,1
333,1,1,4807.85,12.2,28.3,0.4,1
334,0,0,4953.58,10.0,41.9,6.2,0
334,1,0,5234.29,10.0,41.9,6.2,0
335,0,1,5167.84,14.9,31.2,12.5,1
335,1,1,5525.97,14.9,31.2,12.5,1
336,0,0,4010.57,11.6,27.3,10.9,0
336,1,0,3490.38,11.6,27.3,10.9,0
337,0,1,3939.4,9.5,25.1,10.5,1
337,1,1,4990.62,9.5,25.1,10.5,1
338,0,1,3628.1,11.0,27.6,8.2,1
338,1,1,4551.5,11.0,27.6,8.2,1
339,0,1,4605.94,13.2,26.9,8.0,0
339,1,1,4169.36,13.2,26.9,8.0,0
340,0,0,6078.8,10.3,31.4,4.7,0
340,1,0,5854.42,10.3,31.4,4.7,0
341,0,1,4380.7,9.5,31.3,11.5,0
341,1,1,5337.94,9.5,31.3,11.5,0
342,0,1,3749.72,12.7,30.0,10.1,1
342,1,1,5197.22,12.7,30.0,10.1,1
343,0,0,4425.71,12.7,33.5,10.5,1
343,1,0,3989.39,12.7,33.5,10.5,1
344,0,1,5013.86,10.5,39.5,5.4,1
344,1,1,4665.89,10.5,39.5,5.4,1
345,0,1,5458.63,10.6,37.6,0.0,0
345,1,1,5663.83,10.6,37.6,0.0,0
346,0,1,4131.87,12.7,18.1,13.5,0
346,1,1,4684.19,12.7,18.1,13.5,0
347,0,1,3980.01,7.7,18.0,5.6,1
347,1,1,4623.0,7.7,18.0,5.6,1
348,0,0,5452.29,7.8,37.5,3.7,1
348,1,0,5214.89,7.8,37.5,3.7,1
349,0,0,5226.3,9.8,19.1,11.5,0
349,1,0,4992.79,9.8,19.1,11.5,0
350,0,0,4673.64,11.4,28.2,6.0,0
350,1,0,4163.92,11.4,28.2,6.0,0
351,0,1,4642.78,12.9,20.6,13.3,1
351,1,1,5366.21,12.9,20.6,13.3,1
352,0,1,6338.22,16.4,18.0,11.1,0
352,1,1,5923.52,16.4,18.0,11.1,0
353,0,1,5638.73,14.6,34.3,11.4,0
353,1,1,6074.44,14.6,34.3,11.4,0
354,0,0,4145.0,11.5,36.1,1.2,0
354,1,0,4539.35,11.5,36.1,1.2,0
355,0,0,4315.79,11.9,25.4,14.1,0
355,1,0,3897.18,11.9,25.4,14.1,0
356,0,1,3917.71,9.0,18.0,9.3,1
356,1,1,4734.64,9.0,18.0,9.3,1
357,0,0,4440.52,11.9,25.6,6.2,1
357,1,0,3011.42,11.9,25.6,6.2,1
358,0,0,4954.33,11.1,33.1,8.7,1
358,1,0,4210.66,11.1,33.1,8.7,1
359,0,1,4560.51,13.0,18.2,0.0,0
359,1,1,5731.49,13.0,18.2,0.0,0
360,0,0,3537.24,9.5,31.5,10.0,0
360,1,0,3706.49,9.5,31.5,10.0,0
361,0,0,5892.09,13.6,29.9,2.9,0
361,1,0,6478.22,13.6,29.9,2.9,0
362,0,0,6020.58,16.6,34.6,1.2,0
362,1,0,5687.07,16.6,34.6,1.2,0
363,0,0,4474.04,11.7,31.0,0.4,1
363,1,0,4757.25,11.7,31.0,0.4,1
364,0,1,4459.36,13.2,22.2,13.6,0
364,1,1,4994.12,13.2,22.2,13.6,0
365,0,0,5010.1,14.1,39.6,4.9,0
365,1,0,4512.03,14.1,39.6,4.9,0
366,0,0,5095.82,10.8,28.7,15.7,0
366,1,0,4520.64,10.8,28.7,15.7,0
367,0,0,5163.12,12.7,29.8,5.3,0
367,1,0,5333.05,12.7,29.8,5.3,0
368,0,1,3413.33,12.0,22.5,0.0,0
368,1,1,5317.23,12.0,22.5,0.0,0
369,0,0,4401.35,12.3,26.5,2.4,0
369,1,0,5155.2,12.3,26.5,2.4,0
370,0,1,4249.4,9.7,22.9,14.2,1
370,1,1,4007.4,9.7,22.9,14.2,1
371,0,0,5452.6,12.1,28.6,7.2,0
371,1,0,4587.38,12.1,28.6,7.2,0
372,0,0,4575.91,13.5,43.7,5.3,0
372,1,0,4443.0,13.5,43.7,5.3,0
373,0,0,5479.89,16.4,19.0,8.8,1
373,1,0,5522.1,16.4,19.0,8.8,1
374,0,1,5071.43,14.9,18.0,10.5,1
374,1,1,5211.36,14.9,18.0,10.5,1
375,0,1,5389.79,18.5,41.8,13.6,1
375,1,1,5782.85,18.5,41.8,13.6,1
376,0,0,2766.23,9.7,28.3,15.2,1
376,1,0,3583.86,9.7,28.3,15.2,1
377,0,1,3713.13,14.6,24.6,6.2,0
377,1,1,4983.01,14.6,24.6,6.2,0
378,0,1,4648.65,12.6,38.3,1.4,0
378,1,1,5731.89,12.6,38.3,1.4,0
379,0,0,5787.51,18.6,25.2,5.9,0
379,1,0,4830.4,18.6,25.2,5.9,0
380,0,1,5743.25,9.6,44.6,9.3,1
380,1,1,5649.26,9.6,44.6,9.3,1
381,0,0,5712.8,9.5,35.4,3.2,1
381,1,0,4737.65,9.5,35.4,3.2,1
382,0,1,4580.68,10.2,26.1,3.2,0
382,1,1,5415.68,10.2,26.1,3.2,0
383,0,1,4500.52,6.0,47.3,9.7,0
383,1,1,4716.78,6.0,47.3,9.7,0
384,0,1,3423.13,10.4,25.2,7.8,1
384,1,1,4030.22,10.4,25.2,7.8,1
385,0,1,4864.76,9.7,35.9,8.2,0
385,1,1,4131.24,9.7,35.9,8.2,0
386,0,0,5257.19,12.5,32.4,4.2,1
386,1,0,5522.95,12.5,32.4,4.2,1
387,0,1,5095.3,13.0,40.4,6.8,1
387,1,1,6327.76,13.0,40.4,6.8,1
388,0,0,5744.58,17.6,42.5,3.4,1
388,1,0,5678.51,17.6,42.5,3.4,1
389,0,0,4995.9,14.9,30.3,12.5,1
389,1,0,4777.44,14.9,30.3,12.5,1
390,0,1,3589.92,10.3,24.0,13.2,1
390,1,1,4692.18,10.3,24.0,13.2,1
391,0,1,4189.91,9.3,33.7,0.0,0
391,1,1,4479.87,9.3,33.7,0.0,0
392,0,1,4579.55,13.5,24.6,3.4,1
392,1,1,5542.17,13.5,24.6,3.4,1
393,0,0,3097.36,8.0,46.1,0.5,1
393,1,0,4514.29,8.0,46.1,0.5,1
394,0,1,5076.24,17.5,31.1,4.7,0
394,1,1,4912.45,17.5,31.1,4.7,0
395,0,1,4571.58,15.5,27.1,7.6,0
395,1,1,4955.94,15.5,27.1,7.6,0
396,0,0,5267.99,10.6,31.5,0.8,0
396,1,0,4142.16,10.6,31.5,0.8,0
397,0,0,4092.91,6.9,19.2,3.4,0
397,1,0,3357.77,6.9,19.2,3.4,0
398,0,0,5741.99,16.1,22.2,3.0,1
398,1,0,5761.26,16.1,22.2,3.0,1
399,0,0,5149.39,11.7,39.6,9.0,1
399,1,0,5971.22,11.7,39.6,9.0,1
400,0,1,4595.72,15.7,24.7,8.3,0
400,1,1,4200.49,15.7,24.7,8.3,0
401,0,1,3886.61,7.2,21.6,4.4,0
401,1,1,3666.47,7.2,21.6,4.4,0
402,0,1,3220.93,10.2,34.3,8.9,1
402,1,1,3833.1,10.2,34.3,8.9,1
403,0,1,4293.64,12.0,39.5,5.3,0
403,1,1,4600.11,12.0,39.5,5.3,0
404,0,0,4217.75,12.1,35.8,6.6,0
404,1,0,3811.27,12.1,35.8,6.6,0
405,0,1,4986.2,10.6,38.0,16.4,1
405,1,1,5774.92,10.6,38.0,16.4,1
406,0,0,5431.97,13.9,23.9,14.7,0
406,1,0,4617.03,13.9,23.9,14.7,0
407,0,1,4523.2,8.8,18.6,1.5,0
407,1,1,4915.73,8.8,18.6,1.5,0
408,0,0,3614.48,11.6,42.0,12.1,0
408,1,0,3708.99,11.6,42.0,12.1,0
409,0,1,3881.02,12.4,27.4,12.1,0
409,1,1,4656.65,12.4,27.4,12.1,0
410,0,0,5419.61,13.5,28.0,2.3,1
410,1,0,5211.44,13.5,28.0,2.3,1
411,0,0,5926.89,14.1,40.6,12.1,0
411,1,0,4746.33,14.1,40.6,12.1,0
412,0,1,4165.48,8.6,34.4,15.7,0
412,1,1,4634.02,8.6,34.4,15.7,0
413,0,0,4637.63,7.4,33.6,2.4,1
413,1,0,4410.56,7.4,33.6,2.4,1
414,0,1,6507.11,15.8,47.3,3.4,1
414,1,1,6477.67,15.8,47.3,3.4,1
415,0,0,4450.9,13.0,24.9,13.1,0
415,1,0,4692.84,13.0,24.9,13.1,0
416,0,1,3809.74,9.8,37.4,9.4,0
416,1,1,6126.15,9.8,37.4,9.4,0
417,0,0,5072.98,16.7,30.5,10.8,1
417,1,0,4443.36,16.7,30.5,10.8,1
418,0,0,5969.75,12.3,32.1,9.7,0
418,1,0,5910.99,12.3,32.1,9.7,0
419,0,0,4240.78,15.5,42.2,10.0,0
419,1,0,4636.06,15.5,42.2,10.0,0
420,0,0,5520.68,12.2,34.1,1.4,1
420,1,0,5257.88,12.2,34.1,1.4,1
421,0,0,5487.95,18.2,34.3,13.2,1
421,1,0,5244.13,18.2,34.3,13.2,1
422,0,0,6595.96,17.3,38.6,13.8,1
422,1,0,4893.78,17.3,38.6,13.8,1
423,0,0,4143.07,11.3,27.1,6.9,1
423,1,0,4124.89,11.3,27.1,6.9,1
424,0,0,4957.48,14.9,23.3,7.8,1
424,1,0,4362.71,14.9,23.3,7.8,1
425,0,1,4314.89,13.9,21.6,0.3,0
425,1,1,5206.93,13.9,21.6,0.3,0
426,0,1,6327.35,16.1,18.0,10.6,1
426,1,1,7353.6,16.1,18.0,10.6,1
427,0,0,4516.39,9.1,46.4,10.9,0
427,1,0,5836.7,9.1,46.4,10.9,0
428,0,1,4664.68,14.1,21.2,7.7,0
428,1,1,4489.74,14.1,21.2,7.7,0
429,0,1,4356.88,15.2,28.2,13.6,1
429,1,1,5269.71,15.2,28.2,13.6,1
430,0,0,3786.8,6.7,27.8,6.3,1
430,1,0,4083.75,6.7,27.8,6.3,1
431,0,1,3252.35,8.5,32.5,10.8,0
431,1,1,4165.75,8.5,32.5,10.8,0
432,0,0,3509.69,6.0,36.5,2.9,1
432,1,0,3217.65,6.0,36.5,2.9,1
433,0,1,5553.77,11.2,36.9,7.9,0
433,1,1,4779.49,11.2,36.9,7.9,0
434,0,0,3929.37,14.2,25.3,7.1,0
434,1,0,5700.42,14.2,25.3,7.1,0
435,0,1,5531.83,16.5,28.7,9.1,0
435,1,1,5805.18,16.5,28.7,9.1,0
436,0,1,4919.48,12.2,32.3,6.2,1
436,1,1,5284.15,12.2,32.3,6.2,1
437,0,0,4729.69,16.9,28.0,7.3,1
437,1,0,4941.74,16.9,28.0,7.3,1
438,0,0,3899.79,7.9,42.9,12.1,0
438,1,0,5477.3,7.9,42.9,12.1,0
439,0,1,5095.69,6.9,33.9,5.8,1
439,1,1,5706.88,6.9,33.9,5.8,1
440,0,0,4918.7,11.8,35.9,0.0,0
440,1,0,5551.99,11.8,35.9,0.0,0
441,0,1,4764.91,13.2,35.3,16.7,1
441,1,1,5247.08,13.2,35.3,16.7,1
442,0,1,4219.08,11.9,39.4,14.9,0
442,1,1,4517.37,11.9,39.4,14.9,0
443,0,1,4449.78,6.0,31.4,1.5,0
443,1,1,4299.86,6.0,31.4,1.5,0
444,0,1,3495.39,11.7,19.6,11.4,1
444,1,1,4004.01,11.7,19.6,11.4,1
445,0,1,3398.31,8.1,33.2,5.5,0
445,1,1,3366.13,8.1,33.2,5.5,0
446,0,1,5636.82,14.0,24.8,9.3,0
446,1,1,6041.91,14.0,24.8,9.3,0
447,0,0,3809.88,13.1,25.8,9.5,1
447,1,0,4007.91,13.1,25.8,9.5,1
448,0,0,4835.47,9.2,34.7,6.8,1
448,1,0,4268.52,9.2,34.7,6.8,1
449,0,0,5045.99,10.5,39.9,4.1,0
449,1,0,5017.75,10.5,39.9,4.1,0
450,0,1,4132.43,8.8,30.2,4.5,0
450,1,1,5026.01,8.8,30.2,4.5,0
451,0,1,4519.58,11.8,32.5,3.4,0
451,1,1,5452.6,11.8,32.5,3.4,0
452,0,0,4365.32,14.9,43.6,3.8,0
452,1,0,5041.16,14.9,43.6,3.8,0
453,0,1,6190.42,9.0,31.9,7.7,0
453,1,1,6290.89,9.0,31.9,7.7,0
454,0,0,4913.89,13.5,50.8,4.4,1
454,1,0,5305.24,13.5,50.8,4.4,1
455,0,0,3998.25,10.4,34.5,11.4,1
455,1,0,3782.16,10.4,34.5,11.4,1
456,0,1,4211.53,9.6,18.0,15.4,0
456,1,1,4139.18,9.6,18.0,15.4,0
457,0,0,5455.3,11.7,36.0,5.1,0
457,1,0,5107.46,11.7,36.0,5.1,0
458,0,1,3623.67,8.9,33.0,9.2,0
458,1,1,5085.44,8.9,33.0,9.2,0
459,0,0,4518.27,10.3,40.3,10.5,0
459,1,0,4027.34,10.3,40.3,10.5,0
460,0,1,5631.3,8.4,35.4,10.4,1
460,1,1,4972.11,8.4,35.4,10.4,1
461,0,1,5040.54,17.9,28.9,8.4,0
461,1,1,6190.79,17.9,28.9,8.4,0
462,0,0,4560.88,12.1,20.2,11.7,0
462,1,0,4819.87,12.1,20.2,11.7,0
463,0,1,4516.55,9.9,28.3,10.4,1
463,1,1,5364.74,9.9,28.3,10.4,1
464,0,1,6144.47,12.6,23.2,1.8,0
464,1,1,6394.17,12.6,23.2,1.8,0
465,0,0,5881.73,11.7,25.4,12.3,1
465,1,0,5213.32,11.7,25.4,12.3,1
466,0,0,4761.78,11.3,34.7,12.4,0
466,1,0,4750.6,11.3,34.7,12.4,0
467,0,1,6459.92,13.8,43.4,4.2,1
467,1,1,6768.58,13.8,43.4,4.2,1
468,0,0,3693.99,14.3,33.2,8.2,1
468,1,0,4805.2,14.3,33.2,8.2,1
469,0,0,4080.65,10.4,20.4,11.4,1
469,1,0,3898.98,10.4,20.4,11.4,1
470,0,0,3729.43,10.3,33.6,7.0,1
470,1,0,3545.21,10.3,33.6,7.0,1
471,0,0,4421.09,11.2,39.6,13.4,0
471,1,0,4336.34,11.2,39.6,13.4,0
472,0,1,3191.46,6.0,25.1,19.8,0
472,1,1,4328.74,6.0,25.1,19.8,0
473,0,0,4344.37,7.5,28.9,4.1,1
473,1,0,4384.8,7.5,28.9,4.1,1
474,0,0,5446.61,16.1,30.1,1.1,1
474,1,0,5625.23,16.1,30.1,1.1,1
475,0,0,4066.96,16.9,23.7,9.5,0
475,1,0,2539.29,16.9,23.7,9.5,0
476,0,0,5278.43,11.3,35.2,11.6,0
476,1,0,5525.48,11.3,35.2,11.6,0
477,0,1,5024.75,13.7,29.0,6.8,0
477,1,1,5665.39,13.7,29.0,6.8,0
478,0,0,4602.26,12.9,33.4,15.3,0
478,1,0,4535.4,12.9,33.4,15.3,0
479,0,1,5666.14,20.0,22.9,1.3,0
479,1,1,5110.34,20.0,22.9,1.3,0
480,0,0,4669.93,15.4,26.5,11.5,1
480,1,0,5469.82,15.4,26.5,11.5,1
481,0,0,4412.15,11.6,35.8,5.0,0
481,1,0,5567.15,11.6,35.8,5.0,0
482,0,1,4259.32,9.1,27.0,16.6,0
482,1,1,3525.4,9.1,27.0,16.6,0
483,0,0,4291.64,7.2,43.8,18.0,1
483,1,0,3856.2,7.2,43.8,18.0,1
484,0,1,3838.77,12.6,26.8,4.2,1
484,1,1,4695.7,12.6,26.8,4.2,1
485,0,1,5002.3,9.7,31.8,5.3,1
485,1,1,5681.6,9.7,31.8,5.3,1
486,0,0,4861.61,7.7,37.5,12.3,1
486,1,0,4564.39,7.7,37.5,12.3,1
487,0,0,3374.25,10.1,18.7,6.1,0
487,1,0,3782.16,10.1,18.7,6.1,0
488,0,1,4821.48,8.8,18.0,7.8,1
488,1,1,4543.56,8.8,18.0,7.8,1
489,0,0,5246.18,17.1,18.0,8.1,0
489,1,0,4977.92,17.1,18.0,8.1,0
490,0,0,5788.45,14.6,40.1,0.0,0
490,1,0,5812.48,14.6,40.1,0.0,0
491,0,0,4282.49,12.0,25.6,7.9,1
491,1,0,3582.55,12.0,25.6,7.9,1
492,0,0,4996.88,16.4,50.5,4.6,1
492,1,0,5622.1,16.4,50.5,4.6,1
493,0,1,4563.27,12.2,25.5,5.5,0
493,1,1,5291.53,12.2,25.5,5.5,0
494,0,0,4679.9,9.4,31.5,15.2,0
494,1,0,3860.0,9.4,31.5,15.2,0
495,0,0,5332.01,16.6,42.3,1.7,0
495,1,0,5192.99,16.6,42.3,1.7,0
496,0,1,5645.5,13.6,46.0,12.1,0
496,1,1,6018.87,13.6,46.0,12.1,0
497,0,0,4413.02,8.9,46.5,6.6,0
497,1,0,5341.26,8.9,46.5,6.6,0
498,0,0,4466.99,11.4,39.7,6.6,1
498,1,0,5048.02,11.4,39.7,6.6,1
499,0,1,3708.02,9.4,38.2,12.0,0
499,1,1,5043.05,9.4,38.2,12.0,0
500,0,0,4508.69,7.9,34.7,9.7,1
500,1,0,4409.41,7.9,34.7,9.7,1
501,0,1,5531.14,14.8,36.2,10.9,1
501,1,1,5608.56,14.8,36.2,10.9,1
502,0,1,4006.51,17.7,25.6,12.8,1
502,1,1,4887.27,17.7,25.6,12.8,1
503,0,0,3820.98,7.8,23.5,6.3,1
503,1,0,4314.68,7.8,23.5,6.3,1
504,0,1,5260.23,13.7,30.0,4.9,0
504,1,1,4861.98,13.7,30.0,4.9,0
505,0,0,4653.7,10.0,28.6,2.6,0
505,1,0,4582.72,10.0,28.6,2.6,0
506,0,0,5725.1,10.5,26.4,3.9,1
506,1,0,4629.69,10.5,26.4,3.9,1
507,0,1,4495.16,10.2,35.6,22.7,1
507,1,1,5013.37,10.2,35.6,22.7,1
508,0,1,5364.97,9.4,37.6,14.2,1
508,1,1,6062.23,9.4,37.6,14.2,1
509,0,0,3968.89,12.1,30.7,1.2,0
509,1,0,3313.6,12.1,30.7,1.2,0
510,0,1,5001.82,9.5,41.8,1.4,1
510,1,1,6211.96,9.5,41.8,1.4,1
511,0,1,4712.44,12.8,20.9,10.4,0
511,1,1,5419.16,12.8,20.9,10.4,0
512,0,1,4279.86,11.8,28.5,10.7,1
512,1,1,4601.81,11.8,28.5,10.7,1
513,0,1,5271.11,11.3,24.3,10.7,1
513,1,1,5434.77,11.3,24.3,10.7,1
514,0,0,5018.21,9.3,18.0,6.7,0
514,1,0,4845.31,9.3,18.0,6.7,0
515,0,0,4348.7,10.3,29.3,7.4,1
515,1,0,4461.61,10.3,29.3,7.4,1
516,0,1,4971.5,14.3,29.0,9.6,0
516,1,1,5667.71,14.3,29.0,9.6,0
517,0,0,5337.49,13.5,42.1,8.4,0
517,1,0,5500.55,13.5,42.1,8.4,0
518,0,1,4704.32,9.1,35.0,0.0,0
518,1,1,4412.04,9.1,35.0,0.0,0
519,0,0,2993.69,12.3,21.8,6.9,1
519,1,0,3346.97,12.3,21.8,6.9,1
520,0,0,4939.2,14.3,44.8,3.7,1
520,1,0,4013.81,14.3,44.8,3.7,1
521,0,0,4263.86,7.0,39.8,8.9,1
521,1,0,3754.44,7.0,39.8,8.9,1
522,0,1,5842.35,13.6,34.7,22.9,0
522,1,1,6604.8,13.6,34.7,22.9,0
523,0,0,4114.87,10.0,28.2,9.8,1
523,1,0,4448.2,10.0,28.2,9.8,1
524,0,1,4309.07,13.7,22.3,6.4,1
524,1,1,4946.4,13.7,22.3,6.4,1
525,0,0,4347.92,9.7,27.0,12.6,0
525,1,0,5542.36,9.7,27.0,12.6,0
526,0,0,3549.47,6.6,38.7,10.4,1
526,1,0,4149.19,6.6,38.7,10.4,1
527,0,0,3717.44,7.1,45.1,10.1,0
527,1,0,4472.09,7.1,45.1,10.1,0
528,0,1,5646.05,12.1,42.3,11.0,1
528,1,1,5443.44,12.1,42.3,11.0,1
529,0,0,5010.58,12.8,26.1,18.3,0
529,1,0,5188.48,12.8,26.1,18.3,0
530,0,0,4779.38,9.3,21.0,2.3,0
530,1,0,3949.88,9.3,21.0,2.3,0
531,0,0,5417.96,13.9,31.1,10.4,0
531,1,0,4403.52,13.9,31.1,10.4,0
532,0,0,3774.38,7.0,18.0,3.4,1
532,1,0,3703.16,7.0,18.0,3.4,1
533,0,1,4657.74,11.8,32.6,10.8,0
533,1,1,5187.57,11.8,32.6,10.8,0
534,0,1,3995.11,8.4,28.8,3.4,0
534,1,1,5207.78,8.4,28.8,3.4,0
535,0,0,3002.38,10.0,26.3,5.9,1
535,1,0,4010.84,10.0,26.3,5.9,1
536,0,1,4093.87,12.1,18.0,6.5,1
536,1,1,4012.32,12.1,18.0,6.5,1
537,0,1,3994.69,9.4,34.1,12.9,0
537,1,1,3879.58,9.4,34.1,12.9,0
538,0,0,4415.92,10.8,25.7,12.6,0
538,1,0,3731.28,10.8,25.7,12.6,0
539,0,1,4507.71,15.0,20.6,1.8,0
539,1,1,4740.48,15.0,20.6,1.8,0
540,0,1,5133.71,10.3,18.0,8.3,0
540,1,1,5728.89,10.3,18.0,8.3,0
541,0,0,4565.68,14.5,29.8,4.5,1
541,1,0,4804.76,14.5,29.8,4.5,1
542,0,0,3553.65,8.6,44.2,1.7,1
542,1,0,4163.78,8.6,44.2,1.7,1
543,0,1,5664.63,13.6,43.3,6.9,1
543,1,1,6338.58,13.6,43.3,6.9,1
544,0,1,5207.2,16.3,26.3,6.5,0
544,1,1,5631.29,16.3,26.3,6.5,0
545,0,0,3693.64,6.0,25.2,20.1,1
545,1,0,5534.83,6.0,25.2,20.1,1
546,0,0,4457.28,9.6,33.8,10.2,1
546,1,0,4005.04,9.6,33.8,10.2,1
547,0,0,4111.11,13.7,22.0,1.1,1
547,1,0,3666.43,13.7,22.0,1.1,1
548,0,1,4846.18,11.4,32.4,5.2,1
548,1,1,5597.8,11.4,32.4,5.2,1
549,0,1,3855.9,13.1,36.1,13.1,1
549,1,1,5058.65,13.1,36.1,13.1,1
550,0,1,3969.55,10.2,39.8,18.4,1
550,1,1,4564.45,10.2,39.8,18.4,1
551,0,0,3937.79,12.3,29.2,0.1,0
551,1,0,4920.09,12.3,29.2,0.1,0
552,0,1,4238.18,11.5,28.4,0.0,1
552,1,1,4251.25,11.5,28.4,0.0,1
553,0,1,4754.46,15.5,23.0,17.4,0
553,1,1,5853.38,15.5,23.0,17.4,0
554,0,0,3632.56,12.8,23.4,9.9,1
554,1,0,3645.04,12.8,23.4,9.9,1
555,0,0,5065.11,13.0,28.2,3.7,0
555,1,0,4283.82,13.0,28.2,3.7,0
556,0,1,4403.62,10.8,32.9,10.7,1
556,1,1,4933.18,10.8,32.9,10.7,1
557,0,1,4576.97,10.5,37.3,0.0,1
557,1,1,5300.43,10.5,37.3,0.0,1
558,0,0,4762.76,10.7,23.6,8.0,0
558,1,0,4185.57,10.7,23.6,8.0,0
559,0,1,4607.26,13.2,41.9,9.6,0
